Body name,Body,Service Area Categorisation,Cost Centre Description,Detailed Expenses Type,Expense Code,Date,Transaction Number,Amount,Supplier Name,Supplier ID
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770413,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770409,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770408,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2770913,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770774,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2770914,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770768,41.81,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,10/09/2010,2768883,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2770908,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2770923,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,10/09/2010,2768862,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770420,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770771,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,10/09/2010,2768867,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770410,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770412,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,10/09/2010,2768874,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,10/09/2010,2768858,48,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770738,48,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2771398,48,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,27/09/2010,2780633,2660,Unity Care Services Ltd,206161
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,27/09/2010,2780628,2660,Unity Care Services Ltd,206161
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770732,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770732,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770719,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770719,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770737,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770737,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770736,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770736,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771401,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771401,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768876,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771400,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771402,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770730,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771400,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770715,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770730,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771402,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770710,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770710,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770715,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770414,1461.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2770920,1461.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770734,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771399,945.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771399,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770734,604.5,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2770915,1461.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768234,1461.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770417,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770770,630.9,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770769,946.92,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770416,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770773,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770419,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770413,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770421,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770415,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770409,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770774,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2770913,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770408,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2770908,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2770914,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2770923,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770768,983.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768883,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768862,801.38,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768862,509.88,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770420,930,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770771,930,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768867,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770412,841.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770410,841.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768874,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768860,1129.02,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768231,841.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,09/09/2010,2768149,841.34,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768858,930,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770738,217.62,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770738,7.25,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770738,351.73,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771398,351.73,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,15/09/2010,2771398,224.87,Blueberry Housing Ltd,208121
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769574,-1332.82,Select Care Solutions,172901
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,14/09/2010,2770643,259.25,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,14/09/2010,2770741,207.4,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,14/09/2010,2770765,259.25,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,14/09/2010,2770743,207.4,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,15/09/2010,2771010,110,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,15/09/2010,2771010,20,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,15/09/2010,2771010,110,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,15/09/2010,2771010,40,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2771010,73,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2771010,73,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2771010,132,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,15/09/2010,2771010,88,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770643,1150,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770741,920,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770765,620,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770743,620,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770740,620,Aspects Housing Ltd,61897
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768844,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768844,207.48,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768844,10,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768835,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768837,207.48,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,14/09/2010,2770532,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768846,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,14/09/2010,2770532,207.48,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,14/09/2010,2770532,80.08,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768835,207.48,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768837,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768846,207.48,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769145,371.1,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769099,311.1,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769148,207.4,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769117,207.4,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769094,371.1,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,14/09/2010,2770698,60,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769121,60,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769113,311.1,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768907,40,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768886,207.4,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769108,311.1,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768889,247.4,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,10/09/2010,2768892,207.4,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Expenses,D62000,13/09/2010,2769162,155.55,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,13/09/2010,2769145,96,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,13/09/2010,2769094,96,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,14/09/2010,2770698,98,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,13/09/2010,2769121,96,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,10/09/2010,2768907,48,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Clients Transport Costs,C21000,10/09/2010,2768889,44,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768844,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770532,619.92,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768837,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768846,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768835,700,Theo Langston Care,164642
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769145,563.58,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769145,366.42,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769099,563.58,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769099,366.42,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769117,563.58,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769117,366.42,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769148,563.58,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769148,366.42,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769094,261.01,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769094,401.45,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770698,366.42,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,14/09/2010,2770698,563.58,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769121,366.42,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769121,563.58,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769113,304.51,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,13/09/2010,2769113,468.36,Centrion,241769
Solihull MBC,http://statistics.data.gov.uk/id/local-authority/00CT,Children & Education Services,UASC 18+,Other Contracted Services,E29000,10/09/2010,2768907,366.42,Centrion,241769
