Supplier,Payment Date,Amount
AME DISABILITY CONSULTANTS LIMITED,22/09/2011,1584.00 
ANDREW BINNELL & ASSOCIATES LTD,27/09/2011,900.00 
ANDREW BINNELL & ASSOCIATES LTD,27/09/2011,540.00 
ANSCO ARENA,09/09/2011,34728.76 
ANTONY DUFORT LTD,23/09/2011,3480.00 
AON,06/09/2011,12190.31 
AON,13/09/2011,12093.13 
APEX LIFTS,13/09/2011,100924.42 
APOLLO PROPERTY SERVICES GROUP LIMITED,22/09/2011,15010.80 
APOLLO PROPERTY SERVICES GROUP LIMITED,22/09/2011,824780.04 
ARCO ENVIRONMENTAL LTD,26/09/2011,6825.60 
ARTIC BUILDING SERVICES LTD,21/09/2011,5794.58 
ARTS DESIRE,20/09/2011,2040.00 
ASDA BUSINESS REWARDS,06/09/2011,975.00 
ASHVILLE CONSULTING,02/09/2011,1675.00 
ASK (GREENWICH) LTD,27/09/2011,913920.20 
ASMAC & CO (SURFACING) LTD,27/09/2011,1650.00 
ASPEN HEATING LTD,12/09/2011,81679.44 
ASPREY MANAGEMENT SOLUTIONS,22/09/2011,3024.00 
ASPREY MANAGEMENT SOLUTIONS,22/09/2011,3120.12 
ASQUITH COURT NURSERIES LTD,06/09/2011,600.00 
ASQUITH COURT NURSERIES LTD,23/09/2011,7220.00 
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),16/09/2011,1600.15 
ATCO STRUCTURES UK LTD,19/09/2011,644.80 
ATCO STRUCTURES UK LTD,19/09/2011,504.40 
ATCO STRUCTURES UK LTD,29/09/2011,504.40 
ATCO STRUCTURES UK LTD,28/09/2011,644.80 
ATKINS LTD,14/09/2011,1080.00 
ATLANTIC UMBRELLA COMPANY LTD,08/09/2011,2610.00 
ATLANTIC UMBRELLA COMPANY LTD,12/09/2011,2610.00 
ATLANTIC UMBRELLA COMPANY LTD,16/09/2011,2610.00 
ATLANTIC UMBRELLA COMPANY LTD,23/09/2011,2175.00 
ATLANTIC UMBRELLA COMPANY LTD,26/09/2011,2610.00 
AUDIT COMMISION,08/09/2011,52450.14 
AUGUSTINE CLEMENT SOLICITORS,06/09/2011,822.28 
AVERY EMERSON SOLICITORS,29/09/2011,3405.60 
AVERY HILL DAY NURSERY,23/09/2011,6859.00 
B & J ENTERPRISES OF KENT,05/09/2011,3964.80 
B & J ENTERPRISES OF KENT,12/09/2011,3292.80 
B T REDCARE,22/09/2011,4106.30 
BABCOCK EDUCATION AND SKILLS LTD (INF),06/09/2011,49885.97 
BABCOCK EDUCATION AND SKILLS LTD (INF),06/09/2011,48849.77 
BABCOCK EDUCATION AND SKILLS LTD (INF),06/09/2011,50463.00 
BABCOCK EDUCATION AND SKILLS LTD (INF),06/09/2011,6300.00 
BABCOCK EDUCATION AND SKILLS LTD (INF),23/09/2011,48255.77 
BABCOCK EDUCATION AND SKILLS LTD (INF),23/09/2011,7800.00 
BABCOCK EDUCATION AND SKILLS LTD (INF),23/09/2011,3680.40 
BABCOCK EDUCATION AND SKILLS LTD (INF),27/09/2011,45739.20 
BABCOCK EDUCATION AND SKILLS LTD (INF),27/09/2011,21120.00 
BABCOCK EDUCATION AND SKILLS LTD (INF),27/09/2011,2124.00 
BABCOCK EDUCATION AND SKILLS LTD (INF),27/09/2011,1800.00 
BAIL ENFORCEMENT AGENCY LTD,05/09/2011,870.00 
BAILEY ASSOCIATES,08/09/2011,25812.91 
BAILEY ASSOCIATES,22/09/2011,2592.00 
BAILEY ASSOCIATES,22/09/2011,5617.63 
BAILEY ASSOCIATES,22/09/2011,5126.83 
BAILEY ASSOCIATES,22/09/2011,5608.55 
BAILEY ASSOCIATES,22/09/2011,1181.69 
BAILEY ASSOCIATES,22/09/2011,9541.92 
BAILEY ASSOCIATES,22/09/2011,1959.16 
BAILEY ASSOCIATES,22/09/2011,7555.35 
BAILEY ASSOCIATES,22/09/2011,7116.45 
BAILEY ASSOCIATES,27/09/2011,6840.72 
BAILEY ASSOCIATES,27/09/2011,13644.85 
BAILY GARNER LLP,14/09/2011,697.20 
BALFOUR BEATTY CONSTRUCTION LTD,05/09/2011,713875.38 
BALFOUR BEATTY CONSTRUCTION LTD,13/09/2011,77976.36 
BALFOUR BEATTY CONSTRUCTION LTD,13/09/2011,213960.66 
BALFOUR BEATTY CONSTRUCTION LTD,13/09/2011,331636.40 
BALFOUR BEATTY CONSTRUCTION LTD,21/09/2011,25216.90 
BALFOUR BEATTY CONSTRUCTION LTD,21/09/2011,10357.27 
BALFOUR BEATTY CONSTRUCTION LTD,21/09/2011,14421.96 
BALFOUR BEATTY CONSTRUCTION LTD,21/09/2011,109209.97 
BALFOUR BEATTY CONSTRUCTION LTD,21/09/2011,206471.48 
BALFOUR BEATTY CONSTRUCTION LTD,21/09/2011,27539.08 
BALFOUR BEATTY CONSTRUCTION LTD,21/09/2011,195295.92 
BALFOUR BEATTY CONSTRUCTION LTD,29/09/2011,26823.91 
BALFOUR BEATTY CONSTRUCTION LTD,29/09/2011,42674.28 
BEAR HUGS DAY NURSERY,23/09/2011,3971.00 
BEMROSE BOOTH PARAGON LTD,28/09/2011,1362.00 
BERKELEY HOMES ( EAST THAMES) LTD,30/09/2011,24000.00 
BERRYMANS LACE MAWER,14/09/2011,5265.00 
BERTRAM LIBRARY SERVICES,05/09/2011,846.68 
BERTRAM LIBRARY SERVICES,28/09/2011,1474.96 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,2603.44 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,552.70 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,1366.00 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,887.52 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,1149.50 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,1303.50 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,774.00 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,1032.00 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,1340.75 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,518.75 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,650.50 
BEST VALUE HOME CARE SERVICES UK LTD,07/09/2011,713.04 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,503.25 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,1614.00 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,644.22 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,1035.00 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,829.25 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,777.83 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,937.69 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,1706.38 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,517.50 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,560.25 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,539.50 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,807.22 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,685.25 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,895.94 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,593.50 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,2223.50 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,1217.00 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,1077.75 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,1706.00 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,853.00 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,769.22 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,503.25 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,625.22 
BEST VALUE HOME CARE SERVICES UK LTD,28/09/2011,1217.00 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,1379.75 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,774.25 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,608.00 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,517.50 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,1888.00 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,618.25 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,724.00 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,1706.00 
BEST VALUE HOME CARE SERVICES UK LTD,29/09/2011,626.75 
BEXLEY COUNCIL,23/09/2011,450319.00 
BEXLEY LONDON BOROUGH,13/09/2011,17427.27 
BIBBY FACTORS  SUSSEX LTD,06/09/2011,821.41 
BIBBY FACTORS  SUSSEX LTD,21/09/2011,3574.80 
BIBBY FACTORS LTD,22/09/2011,574.08 
BILLCITY LTD,16/09/2011,728.50 
BILLCITY LTD,16/09/2011,728.50 
BISHOP SPORT & LEISURE LTD,13/09/2011,1438.80 
BIZYLET LTD,09/09/2011,9658.50 
BM TRADA CERTIFICATION LTD,22/09/2011,2262.00 
BM TRADA CERTIFICATION LTD,22/09/2011,3870.00 
BNP PARIBAS LEASE GROUP,30/09/2011,979.69 
BRABOURNE COMMUNICATIONS LTD,26/09/2011,1710.00 
BREW BROS (FABRICATIONS) LTD,16/09/2011,690.00 
BREYER GROUP PLC,15/09/2011,1171.20 
BREYER GROUP PLC,15/09/2011,39469.20 
BREYER GROUP PLC,15/09/2011,39813.60 
BREYER GROUP PLC,29/09/2011,10800.00 
BREYER GROUP PLC,29/09/2011,33864.00 
BREYER GROUP PLC,29/09/2011,21914.00 
BRIGHT HORIZONS FAMILY SOLUTIONS,23/09/2011,9747.00 
BRISTOL OILSKIN & OVERALL CO LTD,06/09/2011,1942.20 
BROOK DAY NURSERY,23/09/2011,9025.00 
BSI,20/09/2011,1749.60 
BSI,22/09/2011,822.00 
BT PLC,06/09/2011,25075.33 
BT PLC,06/09/2011,3560.83 
BT PLC,08/09/2011,3270.61 
BT PLC,08/09/2011,2965.40 
BT PLC,08/09/2011,2414.68 
BT PLC,13/09/2011,1870.70 
BT PLC,14/09/2011,1168.95 
BT PLC,15/09/2011,1077.07 
BT PLC,23/09/2011,1009.22 
BT PLC,26/09/2011,2014.99 
BT PLC,28/09/2011,1168.95 
BT PLC,30/09/2011,545.88 
BULL INFORMATION SYSTEMS LTD,29/09/2011,5863.20 
C AND D CONSULTANTS SOUTHERN LIMITED,27/09/2011,12300.00 
C.J. UPTON & SONS,08/09/2011,1693.20 
C.J. UPTON & SONS,29/09/2011,1693.20 
CADCORP,12/09/2011,6480.00 
CADCORP,20/09/2011,6480.00 
CALDER INSULATIONS LIMITED (JR FOWLER A/F),26/09/2011,600.00 
CALFORD SEADEN (HEALTH & SAFETY) LTD,26/09/2011,998.75 
CAMBRIDGE MOTORS,27/09/2011,2130.00 
CAMBRIDGE MOTORS,28/09/2011,2280.00 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,133867.49 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,37800.00 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,2575.10 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,2575.10 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,11133.60 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,13036.46 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,11133.60 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,13640.60 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,14123.44 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,625.24 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,2500.94 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,1406.78 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,1250167.31 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,28642.26 
CAPITA IT SERVICES (BSF) LIMITED,06/09/2011,1316739.66 
CAPITAL ROOFING CO LIMITED,05/09/2011,1944.00 
CAPITAL ROOFING CO LIMITED,21/09/2011,81342.19 
CAPITAL ROOFING CO LIMITED,22/09/2011,1620.00 
CAPITAL ROOFING CO LIMITED,22/09/2011,2260.80 
CAPITAL ROOFING CO LIMITED,22/09/2011,11380.80 
CAPITAL ROOFING CO LIMITED,22/09/2011,4564.80 
CAPITAL ROOFING CO LIMITED,22/09/2011,5688.00 
CAPITAL ROOFING CO LIMITED,22/09/2011,2160.00 
CARE AFLOAT LTD,19/09/2011,13714.20 
CARPET CORNER,27/09/2011,1623.00 
CASTLEMANIA CORPORATE HIRE,02/09/2011,1290.00 
CATFORD COURIERS,15/09/2011,611.38 
CENTRAL LAW TRAINING LTD,22/09/2011,780.00 
CENTREPOINT SOHO LTD,27/09/2011,7449.15 
CHARING VALE LTD,15/09/2011,1849.80 
CHOICE SUPPORT,15/09/2011,5890.42 
CHRISTOPHER MARSH & CO.LTD,16/09/2011,16800.00 
CHUBB FIRE LIMITED,26/09/2011,12978.24 
CHUBB FIRE LIMITED,30/09/2011,1677.38 
CIPFA BUSINESS LIMITED,30/09/2011,2201.02 
CITY CENTRAL CLEANING AND SUPPORT SERVICES,20/09/2011,674.86 
CITY CENTRAL CLEANING AND SUPPORT SERVICES,26/09/2011,1004.40 
CITY CONSTRUCTION (LONGCROFT) LTD,16/09/2011,500.00 
CITY CRUISES PLC,28/09/2011,1337.63 
CLARITUM,13/09/2011,11494.80 
CLEAN AIR SYTEMS & INSTALLATIONS LTD,13/09/2011,7695.40 
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),26/09/2011,684.00 
COMMUNITY LINKS TRADING LIMITED,07/09/2011,1005.60 
COMMUNITY OPTIONS,08/09/2011,31700.82 
COMMUNITY OPTIONS,08/09/2011,9322.60 
COOPERATIVE BANK COURT FEES AC,30/09/2011,21418.00 
COOPERATIVE BANK COURT FEES AC,30/09/2011,10668.00 
CO-OPERATIVE INSURANCE SOCIETY LTD,26/09/2011,634.80 
CO-OPERATIVE INSURANCE SOCIETY LTD,26/09/2011,6478.80 
CO-OPERATIVE INSURANCE SOCIETY LTD,27/09/2011,5176.50 
CO-OPERATIVE INSURANCE SOCIETY LTD,27/09/2011,3300.00 
CO-OPERATIVE INSURANCE SOCIETY LTD,27/09/2011,24000.00 
CO-OPERATIVE INSURANCE SOCIETY LTD,27/09/2011,43767.00 
CO-OPERATIVE INSURANCE SOCIETY LTD,27/09/2011,46529.32 
CORPORATE INSURANCE PARTNERS,06/09/2011,13431.26 
COURTYARD NURSERY,23/09/2011,5776.00 
CRAY VALLEY COMMUNICATIONS LTD,05/09/2011,3900.00 
CRAY VALLEY COMMUNICATIONS LTD,05/09/2011,780.00 
CRAY VALLEY COMMUNICATIONS LTD,05/09/2011,2106.00 
CRAY VALLEY COMMUNICATIONS LTD,05/09/2011,1764.00 
CRAY VALLEY COMMUNICATIONS LTD,05/09/2011,1940.28 
CRAY VALLEY COMMUNICATIONS LTD,05/09/2011,3542.40 
CRAY VALLEY COMMUNICATIONS LTD,27/09/2011,883.20 
CRAY VALLEY COMMUNICATIONS LTD,27/09/2011,2394.00 
CRAY VALLEY COMMUNICATIONS LTD,27/09/2011,3000.00 
CRAY VALLEY COMMUNICATIONS LTD,27/09/2011,2078.40 
CRAY VALLEY COMMUNICATIONS LTD,29/09/2011,3000.00 
CREATIVE STUDIOS,14/09/2011,695.00 
CRESCENT COMMERCIAL STATIONERY & COMPUTER SUPS LTD,06/09/2011,523.62 
CRESCENT ELECTRONICS LTD,12/09/2011,5352.08 
CROMWOOD LTD,30/09/2011,2460.00 
CROMWOOD LTD,30/09/2011,2460.00 
CROMWOOD LTD,30/09/2011,2520.00 
CROMWOOD LTD,30/09/2011,2520.00 
CROMWOOD LTD,30/09/2011,2664.00 
CROMWOOD LTD,30/09/2011,2640.00 
CROMWOOD LTD,30/09/2011,2640.00 
CROMWOOD LTD,30/09/2011,2640.00 
CROMWOOD LTD,30/09/2011,2640.00 
CROSS STREET LAW CENTRE,30/09/2011,3500.00 
CSTS LTD,30/09/2011,625.69 
CYCLE TRAINING UK LTD,16/09/2011,1400.00 
CYCLEHOOP LTD,14/09/2011,4800.00 
CYMAR ELECTRONICS LTD,16/09/2011,990.00 
CYRIL SWEETT LTD,07/09/2011,3456.00 
CYRIL SWEETT LTD,08/09/2011,18000.00 
CYRIL SWEETT LTD,08/09/2011,4500.00 
CYRIL SWEETT LTD,12/09/2011,3405.00 
CYRIL SWEETT LTD,12/09/2011,2778.00 
CYRIL SWEETT LTD,22/09/2011,3600.00 
CYRIL SWEETT LTD,22/09/2011,2067.67 
CYRIL SWEETT LTD,21/09/2011,2700.00 
CYRIL SWEETT LTD,22/09/2011,1200.00 
CYRIL SWEETT LTD,26/09/2011,3600.00 
CYRIL SWEETT LTD,26/09/2011,1318.80 
CYRIL SWEETT LTD,27/09/2011,1200.00 
CYRIL SWEETT LTD,27/09/2011,3000.00 
CYRIL SWEETT LTD,29/09/2011,4200.00 
CYRIL SWEETT LTD,28/09/2011,1200.00 
CYRIL SWEETT LTD,29/09/2011,1200.00 
CYRIL SWEETT LTD,28/09/2011,8580.00 
D CATCHESIDES LTD,27/09/2011,3408.00 
DAISY COMMUNICATIONS LTD,13/09/2011,2132.40 
DAISY COMMUNICATIONS LTD,16/09/2011,646.24 
DAKTRONICS UK LTD,13/09/2011,510.00 
DANWOOD FINANCE LIMITED,16/09/2011,770.30 
DANWOOD FINANCIAL SERVICES LTD,16/09/2011,517.20 
DARUMIAN INVESTMENT CO LTD,28/09/2011,4464.54 
DARUMIAN INVESTMENT CO LTD,28/09/2011,4000.00 
DATA CARS (DESPATCH) LTD,08/09/2011,604.99 
DATAFORMS CHARTERED PRESS LIMITED,09/09/2011,768.60 
DAVID OGILVIE ENG LTD (D OGILVIE A/F),02/09/2011,806.40 
DAVID OGILVIE ENG LTD (D OGILVIE A/F),23/09/2011,2359.20 
DESIGNED STORAGE LTD,19/09/2011,5116.80 
DIGBY MORGAN CONSULTING LTD,05/09/2011,2754.00 
DIGBY MORGAN CONSULTING LTD,16/09/2011,3572.64 
DIGBY MORGAN CONSULTING LTD,22/09/2011,1836.00 
DMK INCORPORATED LTD,16/09/2011,1584.00 
DMK INCORPORATED LTD,16/09/2011,2160.00 
DOREE BONNER INTERNATIONAL,08/09/2011,534.00 
DRAINAGE REPAIR SPECIALISTS CO,26/09/2011,3900.00 
EASYMOVE E A LTD,26/09/2011,820.60 
EATON SMITH SOLICITORS,28/09/2011,2615.00 
EATON SMITH SOLICITORS,29/09/2011,2615.00 
EDEN PARK (STMS) LIMITED,02/09/2011,532.44 
EDENRED (UK GROUP) LTD,22/09/2011,2676.70 
EDF ENERGY,16/09/2011,77854.08 
EDF ENERGY,27/09/2011,80125.32 
EDF ENERGY,27/09/2011,5438.43 
EDWARD PAYNE & VENESS FIRM ACCOUNT,29/09/2011,11737.45 
EGBERT H TAYLOR & COMPANY,27/09/2011,2553.77 
EKAYA HOUSING ASSOCIATION,16/09/2011,6351.46 
EKAYA HOUSING ASSOCIATION,16/09/2011,6351.46 
ELEANOR NURSING AND SOCIAL CARE LTD,05/09/2011,1062.60 
ELEANOR NURSING AND SOCIAL CARE LTD,05/09/2011,2895.36 
ELEANOR NURSING AND SOCIAL CARE LTD,07/09/2011,909.44 
ELEANOR NURSING AND SOCIAL CARE LTD,12/09/2011,4454.40 
ELEANOR NURSING AND SOCIAL CARE LTD,12/09/2011,1414.50 
ELEANOR NURSING AND SOCIAL CARE LTD,28/09/2011,1169.28 
ELTHAM CARE AND MOBILITY,14/09/2011,2016.18 
EMERALD ELEVATORS,22/09/2011,16409.17 
EMERALD ELEVATORS,27/09/2011,818.40 
EMERGENCY EXIT ARTS,23/09/2011,18000.00 
EMJ MANAGEMENT LTD,19/09/2011,537.30 
EMJ MANAGEMENT LTD,20/09/2011,3275.23 
EMJ MANAGEMENT LTD,23/09/2011,579.16 
EMJ MANAGEMENT LTD,27/09/2011,567.36 
ENGLISH HERITAGE,28/09/2011,18000.00 
ENTERPRISE MANAGED SERVICES LTD,26/09/2011,888.32 
ENVOPAK GROUP LTD.,22/09/2011,1580.16 
ERITH CONTRACTORS LTD,12/09/2011,60922.14 
EUROFINS LABORATORIES LIMITED,05/09/2011,522.00 
EUROVIA INFRASTRUCTURE LTD,22/09/2011,2511.97 
EXCEL CARE SOLUTIONS LTD,07/09/2011,1957.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,1312.88 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,1450.75 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,1448.50 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,766.50 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,573.50 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,519.50 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,548.75 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,612.75 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,611.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,872.13 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,684.75 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,766.50 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,2372.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,763.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,668.25 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,1308.75 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,1268.63 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,1286.38 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,668.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,622.50 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,536.88 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,740.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,586.63 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,501.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,746.25 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,1149.50 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,983.25 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,675.13 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,582.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,537.00 
EXCELCARE HOMECARE DIVISION LIMITED,02/09/2011,584.50 
EXCELCARE HOMECARE DIVISION LIMITED,22/09/2011,614.88 
EXCELCARE HOMECARE DIVISION LIMITED,22/09/2011,519.50 
EXCELCARE HOMECARE DIVISION LIMITED,22/09/2011,552.63 
EXCELCARE HOMECARE DIVISION LIMITED,22/09/2011,596.63 
EXCELCARE HOMECARE DIVISION LIMITED,22/09/2011,766.50 
EXCELCARE HOMECARE DIVISION LIMITED,22/09/2011,1439.88 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,670.25 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,753.50 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,2347.25 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,759.75 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,670.00 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,503.00 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,1292.13 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,668.00 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,619.63 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,540.88 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,662.25 
EXCELCARE HOMECARE DIVISION LIMITED,23/09/2011,524.75 
EXCELCARE HOMECARE DIVISION LIMITED,26/09/2011,501.00 
EXCELCARE HOMECARE DIVISION LIMITED,26/09/2011,729.00 
EXCELCARE HOMECARE DIVISION LIMITED,27/09/2011,694.75 
EXCELCARE HOMECARE DIVISION LIMITED,27/09/2011,524.00 
EXCELCARE HOMECARE DIVISION LIMITED,27/09/2011,581.25 
F G MARSHALL LTD,30/09/2011,545.82 
FACULTATIEVE TECHNOLOGIES LTD,02/09/2011,749.06 
FACULTATIEVE TECHNOLOGIES LTD,02/09/2011,6726.00 
FALCON PANEL PRODUCTS LTD,21/09/2011,684.00 
FALCON PANEL PRODUCTS LTD,21/09/2011,1080.00 
FALON NAMEPLATES LTD,02/09/2011,847.68 
FASTLANE COURIERS,21/09/2011,1007.75 
