Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,VAT Registration Number,Type,Account Code,Cost Centre,Reporting Month,Currency Unit
BIS,NERC,09-SEP-2010,,,NERC Centre for Ecology and Hydrology (CEH Wallingford),136008," 29,710.15 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Aberdeen,135916," 25,500.03 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Aberdeen,136015," 29,920.44 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Aberdeen,136094," 34,661.84 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Birmingham,135797," 36,644.56 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Bristol,135920," 34,907.19 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Bristol,136095," 28,565.05 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Bristol,136152," 29,710.15 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Cambridge,136024," 71,298.87 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Cambridge,136026," 62,803.41 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Cambridge,136103," 87,509.39 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Cambridge,136104," 59,420.30 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of East Anglia,135731," 51,138.94 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of East Anglia,135735," 45,619.93 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of East Anglia,135806," 59,840.89 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of East Anglia,136234," 59,420.30 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Edinburgh,141248," 44,909.37 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Edinburgh,141249," 29,920.44 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Edinburgh,141255," 39,613.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Edinburgh,141256," 49,021.83 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Edinburgh,141258," 39,893.93 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Edinburgh,141259," 26,650.59 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Leeds,135787," 44,880.67 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Leeds,135953," 32,068.95 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Leeds,136214," 39,919.44 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Leeds,136217," 74,275.38 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Manchester,135814," 29,874.43 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Manchester,135892," 34,929.51 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Manchester,135904," 39,613.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Manchester,136157," 39,893.93 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Oxford,135694," 27,422.56 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Oxford,136263," 31,299.70 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Reading,135680," 66,818.57 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Reading,135827," 29,939.58 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Reading,135983," 34,907.19 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Reading,136003," 65,888.30 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Reading,136072," 39,613.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Reading,136155," 53,830.63 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Sheffield,135699," 34,661.84 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Sheffield,135772," 34,929.51 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Sheffield,135775," 39,893.93 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Sheffield,135849," 34,217.97 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Southampton,135701," 49,867.41 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Southampton,135780," 49,516.92 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Southampton,136206," 56,754.30 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of Southampton,136207," 54,288.95 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,University of St Andrews,136112," 34,382.87 ",,GRANTS,,,September 2010,GBP
BIS,NERC,09-SEP-2010,,,Input/Output Marine Systems Inc,139592," 48,767.54 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,Auto Dynamic Positioning Services Ltd,141285," 38,468.49 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,BAE Systems (Operations) Ltd,135639," 67,711.45 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,Marine Biological Association,134679," 63,609.87 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,Plymouth Marine Laboratory,139713," 92,983.08 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,Plymouth Marine Laboratory,141284," 71,457.32 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,Richardson Marine Refrigeration Ltd,115845," 45,000.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,Royal Bank Structured Asset Finance Ltd,135053," 259,186.86 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,Sea Bunkering Ltd,133663," 132,792.19 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,The Open University,83473," 32,104.77 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of Birmingham,141385," 25,275.93 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of Birmingham,141389," 29,176.41 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of Bristol,130830," 68,227.02 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of Bristol,141429," 51,726.66 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of Bristol,141430," 62,139.90 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of East Anglia,134481," 35,458.73 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of Manchester,141932," 30,007.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of Reading,132886," 29,120.69 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,E.W. Beard Ltd,147984," 115,125.81 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,13-SEP-2010,,,University of St Andrews,142365," 81,192.50 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,20-SEP-2010,,,University of Manchester,153271," 37,249.26 ",,GRANTS,,,September 2010,GBP
BIS,NERC,20-SEP-2010,Research Grant Expenditure,NERC - SO Research,University of Manchester,153271, -   ,,GRANTS,1001,60102,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Andrew Lusk and Co,134735," 36,006.52 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Plymouth Marine Laboratory,152844," 416,166.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,SAMS  Scottish Association for Marine Science,151554," 499,750.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,University of Birmingham,73975," 25,000.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,University of Southampton,152841," 37,797.10 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,EDF Energy,152769," 26,530.56 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,J H Hallam (Contractors) Ltd,153606," 49,073.32 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Matrix Control Solutions Ltd,98378," 32,421.78 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Objective Corporation Ltd,152653," 45,604.69 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Rocky Mountain Aircraft,129992," 65,535.46 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Rocky Mountain Aircraft,130001," 37,830.29 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Rocky Mountain Aircraft,130002," 57,900.15 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Rocky Mountain Aircraft,133848," 42,289.65 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,,,Romica Engineering Ltd,142066," 52,875.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,21-SEP-2010,Prepayment Control,,Link 51,153765," 67,453.81 ",,SUPPLIERS,6601,0,September 2010,GBP
BIS,NERC,22-SEP-2010,,,Medical Research Council,81969," 200,000.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,22-SEP-2010,,,Technology Strategy Board,152875," 292,235.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,22-SEP-2010,,,Access Platform Sales Ltd,141761," 25,850.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,22-SEP-2010,,,AEA Technology PLC,153971," 33,738.83 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,22-SEP-2010,,,Security Partnerships,141415," 43,800.48 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,23-SEP-2010,,,Agilent Technologies UK Ltd,151412," 97,920.43 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,24-SEP-2010,,,Astilleros De Santander SA,156955," 532,352.69 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Aberystwyth University,154731," 31,253.31 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Aberystwyth University,155474," 35,824.62 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Bangor University,154441," 32,607.80 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Bangor University,154725," 31,081.71 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Bangor University,154885," 47,571.15 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Bangor University,155472," 33,102.20 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Cardiff University,154497," 25,480.30 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Cardiff University,155257," 32,106.69 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Cardiff University,155258," 28,891.13 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Daphne Jackson Mem Fell Trust,127302," 30,277.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Forest Research,141173," 79,300.31 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,"Fundacion Natura Bolivia		",157493," 29,484.63 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,154408," 25,964.25 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,154707," 32,886.30 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,154709," 25,701.02 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,154867," 25,049.35 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,154868," 26,736.92 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,154870," 27,614.82 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,154871," 31,747.83 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155021," 27,347.74 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155166," 28,054.24 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155312," 40,057.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155324," 28,917.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155418," 65,437.51 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155455," 33,434.05 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155457," 959,379.69 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155462," 32,050.54 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Imperial College London,155463," 32,475.77 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,International Food Policy Research Institute,157494," 31,258.75 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,King's College London,154386," 36,874.82 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Lancaster University,154347," 25,926.20 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Lancaster University,154348," 29,312.53 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Lancaster University,154510," 26,516.82 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Lancaster University,154656," 28,506.11 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Lancaster University,155112," 25,479.14 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Lancaster University,155389," 28,313.20 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Loughborough University,155014," 35,848.34 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Manchester Metropolitan University,155033," 149,129.91 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Natural History Museum,154592," 25,051.73 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,154427," 36,757.47 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,154549," 26,151.81 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,154684," 30,821.06 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,154834," 572,172.05 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,154836," 29,652.76 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,154837," 37,271.77 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,154842," 30,499.80 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,154991," 37,641.23 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Antartic Survey,155423," 31,142.99 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Geological Survey,154847," 25,106.16 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - British Geological Survey,155001," 26,239.82 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - National Oceanographical Centre Liverpool,154854," 28,795.61 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - National Oceanographical Centre Southampton,154378," 146,456.86 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - National Oceanographical Centre Southampton,154686," 36,472.69 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - National Oceanographical Centre Southampton,154718," 26,835.76 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - National Oceanographical Centre Southampton,154994," 28,847.39 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - National Oceanographical Centre Southampton,155000," 59,808.02 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - National Oceanographical Centre Southampton,155141," 31,933.21 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC - National Oceanographical Centre Southampton,155422," 253,412.45 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC Centre for Ecology and Hydrology (CEH Wallingford),154388," 58,355.18 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC Centre for Ecology and Hydrology (CEH Wallingford),154399," 28,374.97 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC Centre for Ecology and Hydrology (CEH Wallingford),155161," 29,937.18 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC Centre for Ecology and Hydrology (CEH Wallingford),155431," 25,997.44 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,NERC Centre for Ecology and Hydrology (CEH Wallingford),155432," 26,011.95 ",,INTERNAL GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Plymouth Marine Laboratory,154358," 38,080.39 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Plymouth Marine Laboratory,154524," 25,534.52 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Plymouth Marine Laboratory,155119," 36,809.12 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Queen Mary University of London,155040," 28,669.35 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Rolls-Royce Marine Ltd,158164," 112,111.97 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Rolls-Royce Marine Ltd,158166," 37,333.34 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Rothamsted Research GRANT,155476," 30,857.63 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,"Royal Holloway, University of London",154551," 59,322.11 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,"Royal Holloway, University of London",155146," 25,073.37 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,"Royal Holloway, University of London",155158," 25,224.03 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,"Royal Holloway, University of London",155426," 25,500.83 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,SAMS  Scottish Association for Marine Science,154660," 39,538.33 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,SAMS  Scottish Association for Marine Science,154670," 34,983.58 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,SAMS  Scottish Association for Marine Science,154800," 32,118.65 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,SAMS  Scottish Association for Marine Science,155272," 60,527.28 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Science & Technology Facilities Council,154547," 27,753.91 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Science & Technology Facilities Council,154688," 32,381.12 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Sir Alister Hardy Foundation For Ocean Science (Sahfos),156140," 109,250.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Surrc,154587," 25,354.57 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Surrc,154730," 28,545.46 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,The Macaulay Land Use Research Institute,154965," 38,496.71 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,The Open University,154595," 34,579.99 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,The Open University,154734," 40,589.38 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,The Open University,154735," 28,691.44 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,The Royal Society,135455," 50,000.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154363," 33,183.63 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154364," 39,358.23 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154530," 33,134.01 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154531," 43,516.65 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154668," 25,866.04 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154811," 46,199.64 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154969," 25,268.66 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154970," 35,086.09 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,154971," 39,339.60 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College London,155279," 28,497.66 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College Swansea,154438," 31,889.72 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University College Swansea,155036," 26,428.99 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Aberdeen,154288," 46,080.95 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Aberdeen,154450," 25,885.38 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Aberdeen,154451," 30,903.24 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Aberdeen,154598," 40,556.33 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Aberdeen,154603," 30,178.85 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Aberdeen,154740," 34,099.32 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Aberdeen,154743," 29,536.17 ",,GRANTS,,,September 2010,GBP
