Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,VAT Registration Number,Type,Account Code,Cost Centre,Reporting Month,Currency Unit
BIS,NERC,27-SEP-2010,,,University of York,154413," 131,068.58 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of York,154423," 99,080.16 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of York,154535," 26,760.42 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of York,154818," 25,208.04 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of York,155131," 51,925.97 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of York,155286," 32,788.99 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of York,155322," 33,849.87 ",,GRANTS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Wartsila NSD UK Ltd,117812," 32,898.19 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Brunvoll As,98358," 47,423.82 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,Sea Bird Electronics Inc,82806," 49,069.80 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,,,University of Southampton,152879," 28,594.79 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,27-SEP-2010,Freight Charges,Finance,Brunvoll As,98358," 2,668.12 ",,SUPPLIERS,3251,64042,September 2010,GBP
BIS,NERC,27-SEP-2010,Other Bought In Services,INVOICING ADJUSTMENTS FROM/TO UNIVERSIT,University of Southampton,157646," 59,473.98 ",,SUPPLIERS,3422,64011,September 2010,GBP
BIS,NERC,27-SEP-2010,Prepayment Control,,Seamap PTE LTD,156907," 26,692.78 ",,SUPPLIERS,6601,0,September 2010,GBP
BIS,NERC,28-SEP-2010,,,Astrium Ltd,158447," 250,000.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,28-SEP-2010,,,Financial Management Shared Service Centre (Fmssc),156740," 156,779.99 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,28-SEP-2010,,,Osprey Foods International Ltd,158437," 30,250.98 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,28-SEP-2010,,,Richardson Marine Refrigeration Ltd,149914," 45,000.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,28-SEP-2010,,,SAMS  Scottish Association for Marine Science,156204," 140,055.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,28-SEP-2010,,,"Kelway (UK) Limited		",158672," 31,605.88 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,28-SEP-2010,,,Met Office,156137," 215,318.75 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,28-SEP-2010,,,Plymouth Marine Laboratory,81443," 62,833.13 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,28-SEP-2010,,,Virtalis Ltd,158524," 58,676.56 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,29-SEP-2010,,,AEA Technology PLC,137773," 30,505.35 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,29-SEP-2010,Expense AP Accrual,,Andrew Lusk and Co,159593," 41,143.11 ",,SUPPLIERS,7512,0,September 2010,GBP
BIS,NERC,30-SEP-2010,,,University of Leeds,160461," 1,730,750.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,30-SEP-2010,,,University of Reading,160322," 1,740,000.00 ",,SUPPLIERS,,,September 2010,GBP
BIS,NERC,30-SEP-2010,Other Bought In Services,BGS CONTROL CENTRE,Queen Mary University of London,133861," 29,986.20 ",,SUPPLIERS,3422,61000,September 2010,GBP
BIS,NERC,30-SEP-2010,GPC Clearing - NERC,,RBS Commercial Cards,136337," 501,885.32 ",,SUPPLIERS,6476,0,September 2010,GBP
BIS,NERC,30-SEP-2010,GPC Clearing - NERC,,RBS Commercial Cards,136345," 606,129.40 ",,SUPPLIERS,6476,0,September 2010,GBP
