DEPARTMENT,ENTITY,Date of Payment,Expense Type,Project,Expense Area,Supplier,Transaction Number,Amount,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,SUBSISTENCE,25501,Fusion,EMPLOYEE EXPENSES,100739125,4.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,ROAD TRAVEL,23617,Fusion,EMPLOYEE EXPENSES,100736799,4.58,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,SUBSISTENCE,25402,Fusion,EMPLOYEE EXPENSES,100736732,4.62,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,RAIL TRAVEL,29060,Fusion,EMPLOYEE EXPENSES,100736782,4.70,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,ROAD TRAVEL,63602,Support Services,EMPLOYEE EXPENSES,100736583,4.75,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25500,Fusion,EMPLOYEE EXPENSES,100739047,4.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,ROAD TRAVEL,21032,Support Services,EMPLOYEE EXPENSES,100736584,5.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,SUBSISTENCE,23151,Fusion,EMPLOYEE EXPENSES,100736724,5.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,21033,Support Services,EMPLOYEE EXPENSES,100736788,5.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25103,Fusion,EMPLOYEE EXPENSES,100736790,5.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,ROAD TRAVEL,21032,Support Services,EMPLOYEE EXPENSES,100736913,5.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,SUBSISTENCE,25501,Fusion,EMPLOYEE EXPENSES,100736920,5.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,25501,Fusion,EMPLOYEE EXPENSES,100739049,5.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,SUBSISTENCE,26000,,EMPLOYEE EXPENSES,100739118,5.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25103,Fusion,EMPLOYEE EXPENSES,100736779,5.06,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,29060,Fusion,EMPLOYEE EXPENSES,100736782,5.12,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,RAIL TRAVEL,29060,Fusion,EMPLOYEE EXPENSES,100736782,5.19,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,SUBSISTENCE,25103,Fusion,EMPLOYEE EXPENSES,100736914,5.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,ROAD TRAVEL,25501,Fusion,EMPLOYEE EXPENSES,100736919,5.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,SUBSISTENCE,25603,Fusion,EMPLOYEE EXPENSES,100736910,5.41,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,26000,,EMPLOYEE EXPENSES,100739036,5.42,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,25500,Fusion,EMPLOYEE EXPENSES,100739047,5.42,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,SUBSISTENCE,23168,Fusion,EMPLOYEE EXPENSES,100736918,5.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25204,Fusion,EMPLOYEE EXPENSES,100736800,5.79,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,SUBSISTENCE,25501,Fusion,EMPLOYEE EXPENSES,100736920,5.83,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25500,Fusion,EMPLOYEE EXPENSES,100739047,5.92,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25103,Fusion,EMPLOYEE EXPENSES,100736783,6.22,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,MILEAGE ALLOWANCE,21032,Support Services,EMPLOYEE EXPENSES,100736913,6.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,ROAD TRAVEL,23168,Fusion,EMPLOYEE EXPENSES,100736918,6.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,MILEAGE ALLOWANCE,21032,Support Services,EMPLOYEE EXPENSES,100736584,6.51,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,SUBSISTENCE,25205,Fusion,EMPLOYEE EXPENSES,100736723,6.62,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,SUBSISTENCE,23617,Fusion,EMPLOYEE EXPENSES,100736925,6.65,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,OTHER EMPLOYEE EXPENSES,25700,Fusion,EMPLOYEE EXPENSES,100739048,6.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,SUBSISTENCE,25205,Fusion,EMPLOYEE EXPENSES,100736912,7.12,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,MILEAGE ALLOWANCE,29030,Fusion,EMPLOYEE EXPENSES,100736582,7.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,MILEAGE ALLOWANCE,25500,Fusion,EMPLOYEE EXPENSES,100739043,7.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,MILEAGE ALLOWANCE,25500,Fusion,EMPLOYEE EXPENSES,100739045,7.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,TAXIS,23128,Fusion,EMPLOYEE EXPENSES,100736729,7.52,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,MILEAGE ALLOWANCE,25500,Fusion,EMPLOYEE EXPENSES,100739046,7.65,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,TAXIS,25811,Fusion,EMPLOYEE EXPENSES,100739053,8.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25501,Fusion,EMPLOYEE EXPENSES,100739049,8.08,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,ROAD TRAVEL,25603,Fusion,EMPLOYEE EXPENSES,100736910,8.48,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,OTHER EMPLOYEE EXPENSES,21033,Support Services,EMPLOYEE EXPENSES,100739042,8.58,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,MILEAGE ALLOWANCE,63602,Support Services,EMPLOYEE EXPENSES,100736583,8.64,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,RAIL TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100736789,8.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,29001,Fusion,EMPLOYEE EXPENSES,100739063,9.17,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,SUBSISTENCE,23168,Fusion,EMPLOYEE EXPENSES,100736918,9.48,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25402,Fusion,EMPLOYEE EXPENSES,100736786,10.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,21034,Fusion,EMPLOYEE EXPENSES,100736792,10.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,ROAD TRAVEL,25403,Fusion,EMPLOYEE EXPENSES,100736794,10.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,TAXIS,26000,,EMPLOYEE EXPENSES,100739036,10.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25700,Fusion,EMPLOYEE EXPENSES,100739038,10.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25403,Fusion,EMPLOYEE EXPENSES,100739066,10.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,ROAD TRAVEL,25205,Fusion,EMPLOYEE EXPENSES,100739133,10.49,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,ROAD TRAVEL,25603,Fusion,EMPLOYEE EXPENSES,100739133,10.49,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25704,Fusion,EMPLOYEE EXPENSES,100736797,10.54,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25700,Fusion,EMPLOYEE EXPENSES,100739038,10.80,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,ROAD TRAVEL,23617,Fusion,EMPLOYEE EXPENSES,100739133,10.82,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",04/09/2014,ROAD TRAVEL,21033,Support Services,EMPLOYEE EXPENSES,100736709,11.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,29001,Fusion,EMPLOYEE EXPENSES,100739062,11.09,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,RAIL TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100739048,11.10,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,ROAD TRAVEL,63523,Support Services,EMPLOYEE EXPENSES,100736589,11.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",04/09/2014,BUSINESS ENTERTAINMENT,23128,Fusion,EMPLOYEE EXPENSES,100736712,11.75,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,OTHER EMPLOYEE EXPENSES,23128,Fusion,EMPLOYEE EXPENSES,100736729,12.36,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",04/09/2014,ROAD TRAVEL,23127,Fusion,EMPLOYEE EXPENSES,100736713,12.47,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,TAXIS,29001,Fusion,EMPLOYEE EXPENSES,100739061,13.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,23617,Fusion,EMPLOYEE EXPENSES,100736799,13.23,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",04/09/2014,OTHER EMPLOYEE EXPENSES,23128,Fusion,EMPLOYEE EXPENSES,100736712,13.38,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,SUBSISTENCE,25103,Fusion,EMPLOYEE EXPENSES,100736722,14.03,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,ROAD TRAVEL,25501,Fusion,EMPLOYEE EXPENSES,100736920,14.22,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25700,Fusion,EMPLOYEE EXPENSES,100736789,14.33,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,SUBSISTENCE,25205,Fusion,EMPLOYEE EXPENSES,100739137,14.37,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,MILEAGE ALLOWANCE,29030,Fusion,EMPLOYEE EXPENSES,100736906,14.40,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,29001,Fusion,EMPLOYEE EXPENSES,100739063,14.46,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,ROAD TRAVEL,25402,Fusion,EMPLOYEE EXPENSES,100736786,14.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,26000,,EMPLOYEE EXPENSES,100739117,14.91,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,OTHER EMPLOYEE EXPENSES,25700,Fusion,EMPLOYEE EXPENSES,100736789,14.95,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25501,Fusion,EMPLOYEE EXPENSES,100736780,15.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25836,Fusion,EMPLOYEE EXPENSES,100739070,15.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,25205,Fusion,EMPLOYEE EXPENSES,100739133,15.13,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,25603,Fusion,EMPLOYEE EXPENSES,100739133,15.13,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,25811,Fusion,EMPLOYEE EXPENSES,100739053,15.17,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,23105,Fusion,EMPLOYEE EXPENSES,100739069,15.26,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,MILEAGE ALLOWANCE,29030,Fusion,EMPLOYEE EXPENSES,100736907,15.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,MILEAGE ALLOWANCE,25500,Fusion,EMPLOYEE EXPENSES,100739047,15.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,23617,Fusion,EMPLOYEE EXPENSES,100739133,15.59,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,ROAD TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100736909,15.67,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25501,Fusion,EMPLOYEE EXPENSES,100739049,15.98,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,ROAD TRAVEL,25836,Fusion,EMPLOYEE EXPENSES,100736784,16.25,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,ROAD TRAVEL,21033,Support Services,EMPLOYEE EXPENSES,100736788,16.78,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,29001,Fusion,EMPLOYEE EXPENSES,100739064,17.04,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,RAIL TRAVEL,25402,Fusion,EMPLOYEE EXPENSES,100736730,18.87,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,ROAD TRAVEL,25103,Fusion,EMPLOYEE EXPENSES,100736914,18.94,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,ROAD TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100736789,19.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100739038,19.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",04/09/2014,ROAD TRAVEL,23621,Fusion,EMPLOYEE EXPENSES,100736711,19.53,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,TAXIS,25402,Fusion,EMPLOYEE EXPENSES,100736786,20.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,29001,Fusion,EMPLOYEE EXPENSES,100739061,20.10,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,RAIL TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100736909,20.72,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,SUBSISTENCE,25403,Fusion,EMPLOYEE EXPENSES,100736794,20.96,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,TAXIS,23617,Fusion,EMPLOYEE EXPENSES,100739056,21.40,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,25205,Fusion,EMPLOYEE EXPENSES,100739137,22.28,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,ROAD TRAVEL,23109,Fusion,EMPLOYEE EXPENSES,100739134,23.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,25501,Fusion,EMPLOYEE EXPENSES,100739125,23.53,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,23105,Fusion,EMPLOYEE EXPENSES,100739128,23.78,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,23109,Fusion,EMPLOYEE EXPENSES,100739131,23.78,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,29001,Fusion,EMPLOYEE EXPENSES,100739065,24.25,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,ROAD TRAVEL,23150,Fusion,EMPLOYEE EXPENSES,100739132,24.31,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,RAIL TRAVEL,25403,Fusion,EMPLOYEE EXPENSES,100739059,24.40,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,29200,Fusion,EMPLOYEE EXPENSES,100739067,24.92,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,MILEAGE ALLOWANCE,23109,Fusion,EMPLOYEE EXPENSES,100739134,25.65,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,25811,Fusion,EMPLOYEE EXPENSES,100739053,25.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,RAIL TRAVEL,29060,Fusion,EMPLOYEE EXPENSES,100739060,26.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,MILEAGE ALLOWANCE,29030,Fusion,EMPLOYEE EXPENSES,100739035,27.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,OTHER EMPLOYEE EXPENSES,25403,Fusion,EMPLOYEE EXPENSES,100739039,27.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,MILEAGE ALLOWANCE,63602,Support Services,EMPLOYEE EXPENSES,100736911,27.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,ROAD TRAVEL,25103,Fusion,EMPLOYEE EXPENSES,100736790,28.53,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",04/09/2014,ROAD TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100736710,29.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,ROAD TRAVEL,25402,Fusion,EMPLOYEE EXPENSES,100736730,29.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,SUBSISTENCE,23128,Fusion,EMPLOYEE EXPENSES,100736729,30.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,ROAD TRAVEL,25205,Fusion,EMPLOYEE EXPENSES,100736912,30.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,EFDA TRAVEL EXPENSES,26900,,EMPLOYEE EXPENSES,100739055,30.20,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,ROAD TRAVEL,63523,Support Services,EMPLOYEE EXPENSES,100736589,31.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,TAXIS,25700,Fusion,EMPLOYEE EXPENSES,100739048,31.08,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,25501,Fusion,EMPLOYEE EXPENSES,100739125,31.71,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,25821,Fusion,EMPLOYEE EXPENSES,100739127,31.71,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,25821,Fusion,EMPLOYEE EXPENSES,100739127,31.71,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,23105,Fusion,EMPLOYEE EXPENSES,100739128,31.71,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,23105,Fusion,EMPLOYEE EXPENSES,100739129,31.71,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,23109,Fusion,EMPLOYEE EXPENSES,100739131,31.71,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,25501,Fusion,EMPLOYEE EXPENSES,100739136,31.71,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25403,Fusion,EMPLOYEE EXPENSES,100739066,31.83,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,25821,Fusion,EMPLOYEE EXPENSES,100739130,31.83,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,ROAD TRAVEL,,Support Services,EMPLOYEE EXPENSES,100739137,32.10,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25603,Fusion,EMPLOYEE EXPENSES,100739058,32.17,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,TAXIS,25700,Fusion,EMPLOYEE EXPENSES,100736908,32.93,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,TAXIS,26000,,EMPLOYEE EXPENSES,100739037,33.01,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,25501,Fusion,EMPLOYEE EXPENSES,100739135,33.15,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,23105,Fusion,EMPLOYEE EXPENSES,100739129,33.29,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,25501,Fusion,EMPLOYEE EXPENSES,100739135,35.42,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,SUBSISTENCE,21034,Fusion,EMPLOYEE EXPENSES,100739119,38.95,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,OTHER EMPLOYEE EXPENSES,23109,Fusion,EMPLOYEE EXPENSES,100739134,39.86,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,BUSINESS ENTERTAINMENT,29001,Fusion,EMPLOYEE EXPENSES,100736587,41.45,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",19/09/2014,RAIL TRAVEL,23168,Fusion,EMPLOYEE EXPENSES,100736918,42.70,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,RAIL TRAVEL,25402,Fusion,EMPLOYEE EXPENSES,100736732,44.12,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,RAIL TRAVEL,63605,Support Services,EMPLOYEE EXPENSES,100739040,44.40,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,ROAD TRAVEL,25103,Fusion,EMPLOYEE EXPENSES,100736783,45.01,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",04/09/2014,RAIL TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100736710,46.30,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,ROAD TRAVEL,29001,Fusion,EMPLOYEE EXPENSES,100739065,46.41,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,RAIL TRAVEL,25700,Fusion,EMPLOYEE EXPENSES,100736728,46.59,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,TAXIS,25501,Fusion,EMPLOYEE EXPENSES,100739136,47.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",30/08/2014,PROFESSIONAL SUBSCRIPTION,21033,Support Services,EMPLOYEE EXPENSES,100736591,48.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,TAXIS,25403,Fusion,EMPLOYEE EXPENSES,100736794,50.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,SUBSISTENCE,25700,Fusion,EMPLOYEE EXPENSES,100736728,51.60,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,MILEAGE ALLOWANCE,25403,Fusion,EMPLOYEE EXPENSES,100739039,54.00,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,MILEAGE ALLOWANCE,21034,Fusion,EMPLOYEE EXPENSES,100739041,54.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",06/09/2014,RAIL TRAVEL,25402,Fusion,EMPLOYEE EXPENSES,100736732,55.90,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,RAIL TRAVEL,23150,Fusion,EMPLOYEE EXPENSES,100739132,56.36,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,SUBSISTENCE,25836,Fusion,EMPLOYEE EXPENSES,100739070,57.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",25/09/2014,MILEAGE ALLOWANCE,23128,Fusion,EMPLOYEE EXPENSES,100739052,58.50,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",12/09/2014,RAIL TRAVEL,25402,Fusion,EMPLOYEE EXPENSES,100736786,59.70,,
"United Kingdom Atomic energy Authority
","United Kingdom Atomic energy Authority
",27/09/2014,MILEAGE ALLOWANCE,25821,Fusion,EMPLOYEE EXPENSES,100739122,60.30,,
