Property Reference,Property Description,Rateable Value,Account Name,Liability Start,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post Code,Empty Date,Exemption Code
22460001810899,BUILDING UNDER RECONSTRUCTION,TO BE RATED,Sparquote Limited,28/07/2017,Suites 1-2,6th Flr,18-24 High Street,Edgware,Middlesex,HA8 7RP,28/07/2017,DE-MINIMUS RATEABLE VALUE
03412000010208,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Spyce Estates Limited,04/08/2017,Rooms G & H,5 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,04/08/2017,DE-MINIMUS RATEABLE VALUE
22460001810795,BUILDING UNDER RECONSTRUCTION,TO BE RATED,Sparquote Limited,19/08/2017,Suite 1a 1st Floor,18-24 High Street,Edgware,Middlesex,,HA8 7RP,19/08/2017,DE-MINIMUS RATEABLE VALUE
2246000181078A,BUILDING UNDER RECONSTRUCTION,TO BE RATED,Sparquote Limited,19/08/2017,Suite 1 1st Floor,18-24 High Street,Edgware,Middlesex,,HA8 7RP,19/08/2017,DE-MINIMUS RATEABLE VALUE
22440091510017,PROPERTY UNDERGOING MAJOR RECONSTRUCTION,TO BE RATED,St Barnabas Parochial Church Council,01/12/2016,2nd Flr Left,915 High Road,London,,,N12 8QJ,31/08/2017,DE-MINIMUS RATEABLE VALUE
2240009151008A,PROPERTY UNDERGOING MAJOR RECONSTRUCTION,TO BE RATED,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST BARNABAS WOODSIDE PARK ,03/05/2016,1st Floor Left,915 High Road,London,,,N12 8QJ,27/09/2017,DE-MINIMUS RATEABLE VALUE
2568001221006A,CAR PARKING SPACES AND PREMISES,"£1,200",Hertfordshire Martial Arts Limited,17/11/2017,Parking Spaces Front Of,122-128 Lancaster Road,New Barnet,Hertfordshire,,EN4 8AJ,30/09/2017,DE-MINIMUS RATEABLE VALUE
25680012210075,CAR PARKING SPACE AND PREMISES,"£1,800",Hertfordshire Martial Arts Limited,17/11/2017,Parking Spaces At 1-3 At R/o,122-128 Lancaster Road,New Barnet,Hertfordshire,,EN4 8AJ,30/09/2017,DE-MINIMUS RATEABLE VALUE
2568001221008B,CAR PARKING SPACE AND PREMISES,"£1,800",Hertfordshire Martial Arts Limited,17/11/2017,Parking Spaces At 4-6 At R/o,122-128 Lancaster Road,New Barnet,Hertfordshire,,EN4 8AJ,30/09/2017,DE-MINIMUS RATEABLE VALUE
04530000010058,PROPERTY UNDER CONSTRUCTION,TO BE RATED,BC Exchange Ltd,09/10/2017,2nd Flr 1,The Exchange,Brent Cross Gardens,London,,NW4 3RG,09/10/2017,DE-MINIMUS RATEABLE VALUE
04530000010062,PROPERTY UNDERGOING CONVERSION TO DOMESTIC,TO BE RATED,BC Exchange Ltd,09/10/2017,3rd Flr 1,The Exchange,Brent Cross Gardens,London,,NW4 3RG,09/10/2017,DE-MINIMUS RATEABLE VALUE
03412000010176,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Spyce Estates Ltd,01/12/2017,Room D,5 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/12/2017,DE-MINIMUS RATEABLE VALUE
03412000010195,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Spyce Estates Ltd,01/12/2017,Room F,5 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/12/2017,DE-MINIMUS RATEABLE VALUE
03412000010138,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Spyce Estates Limited,22/12/2017,Suite 6f 2nd Floor,Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,22/12/2017,DE-MINIMUS RATEABLE VALUE
03412000010119,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Spyce Estates Ltd,01/01/2018,Suite 6e 2nd Floor,Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/01/2018,DE-MINIMUS RATEABLE VALUE
22400070710253,OFFICES & PREMISES,"£2,400",Flint Grove Limited,08/03/2018,Suite K (left) 1st Fl 707,High Road,London,,,N12 0BT,04/01/2018,DE-MINIMUS RATEABLE VALUE
02650000010017,OFFICES AND PREMISES,TO BE RATED,Drawing And Planning Limited,05/01/2018,Unit 2 Bavdene Mews,R/o 25-27,The Burroughs,London,,NW4 4AR,05/01/2018,DE-MINIMUS RATEABLE VALUE
0453000011001A,PROPERTY UNDERGOING CONVERSION TO DOMESTIC,TO BE RATED,BC Exchange Ltd,19/01/2018,Ground Floor,1 The Exchange,Brent Cross Gardens,London,,NW4 3RG,19/01/2018,DE-MINIMUS RATEABLE VALUE
22400070710605,OFFICES & PREMISES,"£1,750",Finchley House Business Centre Ltd,31/01/2018,Suite C 2nd Fl 707,High Road,London,,,N12 0BT,31/01/2018,DE-MINIMUS RATEABLE VALUE
03412000010142,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Spyce Estates Ltd,01/02/2018,Room A,5 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/02/2018,DE-MINIMUS RATEABLE VALUE
0341200001018A,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Spyce Estates Limited,01/02/2018,Room E,5 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/02/2018,DE-MINIMUS RATEABLE VALUE
22400070710592,CAR PARK AND PREMISES,"£2,250",Bond Street Estates Plc,01/02/2018,707 High Road,London,,,,N12 0BT,01/02/2018,DE-MINIMUS RATEABLE VALUE
22400070714907,CAR PARKING SPACE AND PREMISES,"£2,400",Flint Grove Limited,08/03/2018,Car Spaces Finchley Business Centre,707 High Road,London,,,N12 0BT,01/02/2018,DE-MINIMUS RATEABLE VALUE
03412000010227,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Ocean House Business Centre Ltd,05/07/2013,Room A,3 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/03/2018,DE-MINIMUS RATEABLE VALUE
03412000010231,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Ocean House Business Centre Ltd,01/03/2018,Room B,3 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/03/2018,DE-MINIMUS RATEABLE VALUE
03412000010246,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Ocean House Business Centre Ltd,01/03/2018,Room C,3 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/03/2018,DE-MINIMUS RATEABLE VALUE
03412000010265,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Ocean House Business Centre Ltd,01/03/2018,Room E,3 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/03/2018,DE-MINIMUS RATEABLE VALUE
0341200001025A,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Oakforest Properties Ltd,05/07/2013,Room D,3 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/03/2018,DE-MINIMUS RATEABLE VALUE
0341200001027B,PROPERTY UNDER RECONSTRUCTION,TO BE RATED,Ocean House Business Centre Ltd,01/03/2018,Room F,3 Ocean House,Bentley Way,Lytton Road,London,EN5 5FP,01/03/2018,DE-MINIMUS RATEABLE VALUE
44760052610213,OFFICES AND PREMISES,"£1,900",Peter Steyne,01/03/2018,Room 4,526-528 Watford Way,London,,,NW7 4RS,01/03/2018,DE-MINIMUS RATEABLE VALUE
22400091510057,PROPERTY UNDERGOING MAJOR RECONSTRUCTION,TO BE RATED,St Barnabas Parochial Church Council,04/07/2016,3rd Flr Left,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510165,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 2,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510184,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 4,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510199,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 5,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510201,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 6,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510216,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 7,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510235,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 9,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510292,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 1 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510305,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 2 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510324,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 4 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510339,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 5 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510343,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 6 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510362,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 8 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510377,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 9 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510381,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 10 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510396,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 11 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510409,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 12 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510413,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 13 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510428,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 14 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510432,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 15 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510447,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space  16 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510451,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 17 Ex North,915 High Road,London,,,N12 8QB,01/04/2018,DE-MINIMUS RATEABLE VALUE
22400091510466,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 18 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
2240009151017B,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 3,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
2240009151022A,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 8,2nd Flr Left,915 High Road,London,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
2240009151031B,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 3 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
2240009151047A,CAR PARKING SPACE AND PREMISES,£600,The Parochial Church Council of the Ecclesiastical Parish of St Barnabas Woodside Park,06/10/2016,Car Parking Space 19 Ex North,915 High Road,London,,,N12 8QJ,01/04/2018,DE-MINIMUS RATEABLE VALUE
05480006009013,STORE AND PREMISES,"£1,650",London Borough Of Barnet Housing Accountancy,01/04/2000,Bst,60 Brookhill Road,Barnet,Hertfordshire,,EN4 8SL,01/04/2000,INDUSTRIAL
4492000601002B,STORE AND PREMISES,"£1,925",Mr K Afif,01/04/2000,Builders Store,60a Welbeck Road,Barnet,Hertfordshire,,EN4 8RY,01/04/2000,INDUSTRIAL
18460002100003,FACTORY AND PREMISES,"£3,550",Robinmast Ltd,31/01/2008,21 Graham Road,London,,,,NW4 3HD,01/04/2000,INDUSTRIAL
45420018719053,STORE AND PREMISES,"£3,100",London Borough Of Barnet Property and Valuation Department,14/09/2016,Bst,187 The Broadway,London,,,NW9 7DD,26/06/2000,INDUSTRIAL
16741000110049,STORE AND PREMISES,"£2,125",Galazio (clerical Services) Ltd,01/03/2002,R/o 1 The Broadway,Friern Barnet Road,London,,,N11 3DT,01/03/2002,INDUSTRIAL
19020090510101,WORKSHOP AND PREMISES,"£2,250",Romco Equipment Ltd,08/09/2000,Unit 9l Meadow Works,Great North Road,Barnet,Hertfordshire,,EN5 1AD,01/09/2005,INDUSTRIAL
2568001001001A,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Viewbell Properties Limited,15/07/2015,Gnd Fl Fnt,100-102 Lancaster Road,Barnet,Hertfordshire,,EN4 8AS,13/12/2005,INDUSTRIAL
12820000410251,STORE AND PREMISES,TO BE RATED,Finchley Developments C & G Ltd,01/05/2009,Gnd Fl Rear Pt,4 Dollis Park,London,,,N3 1HG,30/11/2006,INDUSTRIAL
39560000100007,STORE AND PREMISES,TO BE RATED,Urban Land Holdings Ltd,01/04/2010,1 Siamese Mews,London,,,,N3 2LD,01/04/2007,INDUSTRIAL
1036000452901B,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Cornwall Avenue Ltd,03/11/2015,Unit 4 Cornwall Works,Cornwall Avenue,London,,,N3 1LH,19/03/2010,INDUSTRIAL
16740009710042,STORE AND PREMISES,"£3,650",Mr J Stepney,01/04/2000,R/o,97 Friern Barnet Road,London,,,N11 3EU,22/10/2010,INDUSTRIAL
11040011210093,WAREHOUSE AND PREMISES (BUILDING UNDER REDEVELOPMENT,TO BE RATED,Cricklewood Developments Limited,11/12/2015,Gnd F Frnt,112 Cricklewood Lane,London,,,NW2 2DP,02/02/2012,INDUSTRIAL
1282000041027B,WAREHOUSE AND PREMISES,TO BE RATED,Finchley Developments C & G Ltd,01/05/2009,Gnd Fl Left Pt,4 Dollis Park,London,,,N3 1HG,18/01/2013,INDUSTRIAL
25680090220007,BUILDING UNDERGOING RECONSTRUCTION,TO BE RATED,Mr Benny Hoffman,08/02/2016,Embankment House,Lancaster Road,Barnet,Hertfordshire,,EN4 8AS,22/06/2013,INDUSTRIAL
1902009062000B,WAREHOUSE AND PREMISES,"£13,250",Morris Estates Limited,01/01/2014,Unit 4,Meadow Works Great North Road,Barnet,Herts,,EN5 1AD,01/01/2014,INDUSTRIAL
22422000110011,STORE AND PREMISES,TO BE RATED,Redrow Homes Ltd,03/03/2014,Centrovincial Management Services Lt,D Pt Bst Northway House High Road,London,,,N20 9LP,03/03/2014,INDUSTRIAL
22422000110026,STORE AND PREMISES,TO BE RATED,Redrow Homes Ltd,03/03/2014,Pt Bst Northway House,High Road,London,,,N20 9LP,03/03/2014,INDUSTRIAL
22422000110045,STORE AND PREMISES,TO BE RATED,Redrow Homes Ltd,03/03/2014,Pt Bst Northway House,High Road,London,,,N20 9LP,03/03/2014,INDUSTRIAL
16800002820005,WAREHOUSE AND PREMISES,TO BE RATED,Choiceplace Properties Limited,18/11/2013,28 Friern Park,London,,,,N12 9DA,01/04/2014,INDUSTRIAL
09240200830186,WORKSHOP AND PREMISES,"£10,750",Lease held with Liquidator - R B S Utilities Ltd,01/04/2015,Unit 18 Claremont Way Industrial Est,Claremont Way,London,,,NW2 1BG,10/04/2014,INDUSTRIAL
22460009210047,STORE AND PREMISES,"£3,800",Sharel Investments,21/03/2014,92b High Street,Edgware,,,,HA8 7HF,28/04/2014,INDUSTRIAL
09720000410024,STORE AND PREMISES,"£10,000",Mr Chiotis,17/05/2014,R/o,4a-8 Coleridge Road,London,,,N12 8DE,17/05/2014,INDUSTRIAL
22420106400002,PROPERTY UNDERGOING REDEVELOPMENT TO PARTIAL DOMESTIC,TO BE RATED,Woodstock Property Two Limited,07/08/2017,1064 High Road,London,,,,N20 0QP,30/06/2014,INDUSTRIAL
09240200830256,WAREHOUSE AND PREMISES,"£25,000",Lease held with Liquidator - R B S Utilities Ltd,01/04/2015,Unit 25 Claremont Way Industrial Est,Claremont Way,London,,,NW2 1BG,14/07/2014,INDUSTRIAL
38520090310058,WAREHOUSE AND PREMISES,TO BE RATED,Central Developments (UK) Limited,27/06/2014,Central House,24A St Wilfrids Road,New Barnet,Hertfordshire,,EN4 9SA,22/07/2014,INDUSTRIAL
1342001830000A,OFFICES AND PREMISES,TO BE RATED,Max Stone & Wendy Dixon & Lubomir Chemena,31/10/2014,183 East End Road,London,,,,N2 0LZ,31/10/2014,INDUSTRIAL
00640000100001,STORE AND PREMISES,"£14,000",Mr Mcdonnell,25/11/2014,1-3 Alderton Way,London,,,,NW4 3XS,25/11/2014,INDUSTRIAL
25680010010024,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Viewbell Properties Limited,15/07/2015,Gnd Fl Rear & R/o,100-102 Lancaster Road,Barnet,Hertfordshire,,EN4 8AS,04/02/2015,INDUSTRIAL
25680010010039,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Viewbell Properties Limited,15/07/2015,1st Fl 100-102,Lancaster Road,Barnet,Hertfordshire,,EN4 8AS,28/10/2015,INDUSTRIAL
10360004729012,PROPERTY CONVERTING TO DOMESTIC,TO BE RATED,Cornwall Avenue Limited,24/12/2015,Unit 5,Cornwall Works,Cornwall Avenue,London,,N3 1LD,24/12/2015,INDUSTRIAL
09860001900008,WAREHOUSE AND PREMISES,"£45,250",Sportec Limited - In Liquidation,20/11/2015,17 Colindale Avenue,London,,,,NW9 5DS,04/01/2016,INDUSTRIAL
09240200830241,WORKSHOP AND PREMISES,"£28,000",Dpf Services Ltd,14/07/2014,Unit 24 Claremont Way Industrial Est,Claremont Way,London,,,NW2 1BG,23/03/2016,INDUSTRIAL
15820091910101,VEHICLE REPAIR WORKSHOP AND PREMISES,"£3,600",Mr K Waite,01/01/2007,Railway Arch 10 R/o 919-921,Finchley Road,London,,,NW11 7PE,02/06/2016,INDUSTRIAL
0994003150000B,STORE AND PREMISES,"£25,250",Hindu Cultural Society ,12/03/2009,Store R/o,321 Colney Hatch Lane,London,,,N11 3DH,11/08/2016,INDUSTRIAL
24500000010062,WAREHOUSE AND PREMISES,"£14,500",Kidoloop Limited - In Liquidation,01/04/2016,Unit B5,Connaught Business Centre,Hyde Estate Road,London,,NW9 6JL,31/08/2016,INDUSTRIAL
24500000010077,WAREHOUSE AND PREMISES,"£14,750",Kidoloop Limited - In Liquidation,01/04/2016,Unit B6,Connaught Business Centre,Hyde Estate Road,London,,NW9 6JL,31/08/2016,INDUSTRIAL
13380014410041,WAREHOUSE AND PREMISES,"£21,250",Mr Harry Christie,24/11/2017,Warehouse R/o,144-146 East Barnet Road,Barnet,Hertfordshire,,EN4 8RD,24/10/2016,INDUSTRIAL
39340001600003,WORKSHOP AND PREMISES,"£28,500",Mr L Reid,01/06/2017,16 Sherwood Street,London,,,,N12 0NB,15/11/2016,INDUSTRIAL
17320001620009,WAREHOUSE AND PREMISES,"£178,000",Bread Factory Limited,31/03/2017,Unit 15-17 Garrick Industrial Centre,Irving Way,London,,,NW9 6AQ,25/01/2017,INDUSTRIAL
4696000531000B,STORE AND PREMISES,"£1,400",Taylor Maxwell & Co Ltd,01/02/2017,Garage at,Unit 4 Cosmo House,53 Wood Street,Barnet,Hertfordshire,EN5 4BS,01/02/2017,INDUSTRIAL
08740002610029,OFFICES AND PREMISES,"£19,750",Mr Guy Davis,01/02/2017,26a Church Lane,London,,,,N2 8DT,01/02/2017,INDUSTRIAL
22440092810107,WORKSHOP AND PREMISES,"£2,550",Shanly Homes Limited,30/03/2017,Unit 6b Brake Shear House,High Street,Barnet,Hertfordshire,,EN5 5SU,20/03/2017,INDUSTRIAL
05860000920002,WAREHOUSE AND PREMISES,"£120,000",Delphi Food Products Limited,21/03/2017,Unit 9 Brunswick Industrial Park,Brunswick Way,London,,,N11 1JL,23/05/2017,INDUSTRIAL
25680010700014,FACTORY AND PREMISES,"£24,250",Longhold Investments Limited,17/06/2017,107 Lancaster Road,Barnet,Hertfordshire,,,EN4 8AS,17/06/2017,INDUSTRIAL
0896000011001B,BUILDING UNDERGOING RECONSTRUCTION,TO BE RATED,Sunny Place Limited,12/12/2016,Grd Flr,1-2 Church Way,Edgware,Middlesex,,HA8 9AA,27/06/2017,INDUSTRIAL
44140017910024,FACTORY AND PREMISES,"£30,500",Victoria Road EN4 Developments Limited,23/07/2017,179a Victoria Road,Barnet,,,,EN4 9PA,23/07/2017,INDUSTRIAL
0088009192002B,WORKSHOP AND PREMISES,"£6,800",Mr Cameron Mcmurray,01/07/2016,Unit 2 The Mews,Barnet Business Centre Alston Road,Barnet,,,EN5 4EL,05/09/2017,INDUSTRIAL
05900011510066,WORKSHOP AND PREMISES,"£27,750",Mr Osman Kemal Osman,22/02/2017,Trendy House,2a Brunswick Avenue,London,,,N11 1JP,11/09/2017,INDUSTRIAL
2240009151049B,STORE AND PREMISES,"£9,600",THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST BARNABAS WOODSIDE PARK ,03/05/2016,Lower Gnd Flr,915 High Road,London,,,N12 8QJ,27/09/2017,INDUSTRIAL
25680012210018,STORE AND PREMISES,£860,Hertfordshire Martial Arts Limited,17/11/2017,Store R/o,122-128 Lancaster Road,New Barnet,Hertfordshire,,EN4 8AJ,30/09/2017,INDUSTRIAL
30560005020097,WORKSHOP AND PREMISES,"£48,250",Courtenay Investments Limited,22/11/2017,1st Floor Right,50 Moxon Street,Barnet,,,EN5 5TS,22/11/2017,INDUSTRIAL
0452007152001B,STORAGE,"£15,750",Hammerson (brent Cross) Limited,23/11/2017,Unit N22 A,Brent Cross Regional Shopping Centre,London,,,NW4 3FB,23/11/2017,INDUSTRIAL
128400141A0008,WAREHOUSE AND PREMISES,"£60,500",Pgmi Finchley Limited,05/12/2017,141a Dollis Road,London,,,,NW7 1JX,05/12/2017,INDUSTRIAL
430000002A000A,WORKSHOP AND PREMISES,"£7,900",Abbey Commercial Limited,12/12/2017,2a Torrington Park,London,,,,N12 9SS,12/12/2017,INDUSTRIAL
45420017610079,VEHICLE REPAIR WORKSHOP AND PREMISES,"£8,400",Mr Q Amir,01/01/2018,Unit 8 R/o 148-176,The Broadway,London,,,NW9 7AA,01/01/2018,INDUSTRIAL
2450009291001A,WAREHOUSE AND PREMISES,"£44,000",Telereal Trillium,15/01/2018,Romac House,The Hyde,London,,,NW9 6NW,15/01/2018,INDUSTRIAL
060800104233B6,VEHICLE REPAIR WORKSHOP AND PREMISES,"£5,400",Ms C Tichborne,25/01/2018,Unit 33b At 104-108,Bunns Lane,London,,,NW7 2AJ,25/01/2018,INDUSTRIAL
30560005020059,WORKSHOP AND PREMISES,"£115,000",Courtenay Investments Limited,06/03/2018,Bsmt Gnd And Pt 1st Floor Left,50 Moxon Street,Barnet,,,EN5 5TS,06/03/2018,INDUSTRIAL
37420000620008,WAREHOUSE AND PREMISES,"£24,000",Keep Calm And Carry On Beverage Company Ltd,17/07/2013,Unit 6 Mill Hill Industrial Estate,Flower Lane,London,,,NW7 2HU,09/03/2018,INDUSTRIAL
42100090120007,LAND USED FOR STORAGE AND PREMISES,"£28,000",London Borough Of Barnet Property And Valuation Dept,01/11/2006,Store Yard,Tapster Street,Barnet,Hertfordshire,,EN5 5TU,19/10/2006,LAND
05860009110134,CAR PARKING SPACES,"£28,000",UK Insurance Ltd,19/11/2012,Car Park Spaces,Brunswick Industrial Park,Brunswick Way,London,,N11 1JL,19/11/2012,LAND
37880001120003,LAND USED FOR STORAGE AND PREMISES,"£4,100",Ian J Tait Homes Ltd,31/12/2012,Site 9 & 11,St Albans Road,Barnet,Hertfordshire,,EN5 3BP,31/12/2012,LAND
4094000259001B,LAND USED FOR STORAGE AND PREMISES,"£27,250",Network Rail Infrastructure Limited,24/04/2013,Toyota Yard R/o Hendon Station,Station Road,London,,,NW4 4PN,24/04/2013,LAND
22000000210022,LAND USED FOR STORAGE AND PREMISES,"£4,650",Mr J Halberstadt,01/01/2004,2 Heriot Road,London,,,,NW4 2DG,16/04/2015,LAND
