HMRC,HMRC,15/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100041508,163711.45,Technical skills and expertise for Design Phase of VAT Registration Transformation project,EC3M 3BD
HMRC,HMRC,18/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100042506,71414.15,External analysis of IT Solutions & Delivery excluded applications.,EC3M 3BD
HMRC,HMRC,18/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100042510,95709.05,External analysis of IT Solutions & Delivery excluded applications.,EC3M 3BD
HMRC,HMRC,19/08/2011,Maintenance fees,Information Management Services,Accenture (UK) Limited,5100042822,575032.01,Accenture are supplying capability development services to IT Solutions.  ,EC3M 3BD
HMRC,HMRC,26/08/2011,Management Fee,Information Management Services,Aspire,5100038767,2928712.87,Management fee for the contracted services,TF3 3BD
HMRC,HMRC,26/08/2011,EDI design,Information Management Services,Aspire,5100038767,2861835.81,ASPIRE July Invoice Charges S10.1 - EDI,TF3 3BD
HMRC,HMRC,26/08/2011,Bus. Form Printing,Information Management Services,Aspire,5100038767,1222850.51,ASPIRE July Invoice Charges for S07.6 - NTC Flatpack,TF3 3BD
HMRC,HMRC,26/08/2011,Bus. Form Printing,Information Management Services,Aspire,5100038767,999902.83,ASPIRE July Invoice Charges for S07.1 -  Laser Printing,TF3 3BD
HMRC,HMRC,26/08/2011,Disaster recovery,Information Management Services,Aspire,5100038767,759778.28,ASPIRE July Invoice Charges for S11 Business Continuity and Disaster Recovery Services,TF3 3BD
HMRC,HMRC,26/08/2011,Data input or prep,Information Management Services,Aspire,5100038767,747198.67,ASPIRE July Invoice Charges for S03.2 Scanned Input,TF3 3BD
HMRC,HMRC,26/08/2011,Data input or prep,Information Management Services,Aspire,5100038767,505972.26,ASPIRE July Invoice Charges for S03.1 Manual Input,TF3 3BD
HMRC,HMRC,26/08/2011,Database analysis,Information Management Services,Aspire,5100038767,407243.83,Payment for analysis and research service,TF3 3BD
HMRC,HMRC,26/08/2011,Management Fee,Information Management Services,Aspire,5100038767,394076.44,Management fee for the contracted services,TF3 3BD
HMRC,HMRC,26/08/2011,Bus. Form Printing,Information Management Services,Aspire,5100038767,105143.3,ASPIRE July Invoice Charges for S07.12 - Mailsort,TF3 3BD
HMRC,HMRC,26/08/2011,Bus. Form Printing,Information Management Services,Aspire,5100038767,50335.79,ASPIRE July Invoice Charges for S07.3  - Plastic Card Production,TF3 3BD
HMRC,HMRC,26/08/2011,Disaster recovery,Information Management Services,Aspire,5100038767,12445.34,ASPIRE July Invoice Charges for S11 Business Continuity and Disaster Recovery Services,TF3 3BD
HMRC,HMRC,26/08/2011,Data input or prep,Information Management Services,Aspire,5100038767,8371.19,ASPIRE July Invoice Charges for S03.11 Caseflow scanning service,TF3 3BD
HMRC,HMRC,26/08/2011,Bus. Form Printing,Information Management Services,Aspire,5100038767,4637.51,ASPIRE July Invoice Charges for S07.2 - Impact Printing,TF3 3BD
HMRC,HMRC,26/08/2011,Bus. Form Printing,Information Management Services,Aspire,5100038767,3216.36,ASPIRE July Invoice Charges for S07.7 - NTC Giro,TF3 3BD
HMRC,HMRC,26/08/2011,Management Fee,Information Management Services,Aspire,5100038767,1458,Management fee for the contracted services,TF3 3BD
HMRC,HMRC,26/08/2011,Bus. Form Printing,Information Management Services,Aspire,5100038767,934.02,ASPIRE July Invoice Charges for S07.11 - Mail Merged Printing,TF3 3BD
HMRC,HMRC,26/08/2011,Data output prod,Information Management Services,Aspire,5100045133,44674235.83,July monthly payment for development and support for IT,TF3 3BD
HMRC,HMRC,26/08/2011,IT Software Capgemin,Information Management Services,Aspire,5100045133,11234854.8,July monthly payment for capital development of IT,TF3 3BD
HMRC,HMRC,26/08/2011,IT Hardware,Information Management Services,Aspire,5100045133,12693.41,The purchase of  Computer servers Via the Aspire Contract,TF3 3BD
HMRC,HMRC,26/08/2011,IT Hardware,Information Management Services,Aspire,5100045133,510.05,The purchase of  Laser printers Via the Aspire Contract,TF3 3BD
HMRC,HMRC,26/08/2011,IT Hardware,Information Management Services,Aspire,5100045133,77.34,The purchase of  Laser printers Via the Aspire Contract,TF3 3BD
HMRC,HMRC,30/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100045098,18840,Technical skills and expertise for Design Phase of Integrated Tariff Environment project ,EC3M 3BD
HMRC,HMRC,30/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100045098,16956,Technical skills and expertise for Design Phase of Integrated Tariff Environment project ,EC3M 3BD
HMRC,HMRC,30/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100045098,11304,Technical skills and expertise for Design Phase of Integrated Tariff Environment project ,EC3M 3BD
HMRC,HMRC,30/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100045098,11124,Technical skills and expertise for Design Phase of Integrated Tariff Environment project ,EC3M 3BD
HMRC,HMRC,30/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100045098,942,Technical skills and expertise for Design Phase of Integrated Tariff Environment project ,EC3M 3BD
HMRC,HMRC,30/08/2011,Software coding,Information Management Services,Accenture (UK) Limited,5100045099,160095.43,Technical skills and expertise for Design Phase of VAT Registration Transformation project,EC3M 3BD
HMRC,HMRC,04/08/2011,Contracted Out Services,People Function,Right Corecare,5100038546,119224.27,An outsourced contract providing staff with welfare and help-line services - the contract is DWP led and is provided to 19 organisations costs are divided on a head-count basis.,PO15 7AL
HMRC,HMRC,10/08/2011,Recruitment services,People Function,DWP,5100040142,57000,Recruitment service costs 2011 HR Fast Steam graduate intake.,FY5 3TA
HMRC,HMRC,10/08/2011,Recruitment services,People Function,DWP,5100040142,3130,Aministration charge for 2011 HR Fast Stream recruitment.,FY5 3TA
HMRC,HMRC,11/08/2011,Contracted Out Services,People Function,Capita Health Solutions Limited,5100040641,146741.85,"An outsourced contract providing on-site Occupational Health Services for 
HMRC staff. ",AB25 2ZP
HMRC,HMRC,04/08/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100038479,151396.23,Payment to Foreign & Commonwealth Office for costs of HMRC officers stationed abroad,MK10 1PX
HMRC,HMRC,10/08/2011,Valuation Services,Risk & Intelligence,Valuation Office Agency,5100040159,832508.25,Property valuations in respect of Inheritance Tax and other Tax cases,W1D 5BU
HMRC,HMRC,19/08/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100042943,32410.95,Payment to Foreign & Commonwealth Office for costs of HMRC officers stationed abroad,MK10 1PX
HMRC,HMRC,22/08/2011,Sys Install Services,Risk & Intelligence,NDI TECHNOLOGIES LTD,5100043327,47928,Upgrade to hardware and software used by HMRC to access Police National Computer system,EH48 1TP
HMRC,HMRC,25/08/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100044599,57144.31,Payment to Foreign & Commonwealth Office for costs of HMRC officers stationed abroad,MK10 1PX
HMRC,HMRC,02/08/2011,Legal Service Sol's,Solicitors Office,The Scotland Office,5100037679,220002.97,Costs incurred by OSAG (Office of Scottish Attorney General) for cases they undertake for HMRC.,EH3 7HW
HMRC,HMRC,05/08/2011,Solicitors Fees,Solicitors Office,Howes Percival Solicitors,5100038815,91393.52,Costs incurred by Solicitors working on behalf of HMRC.,NR3 1DD
HMRC,HMRC,05/08/2011,Solicitors Fees,Solicitors Office,Howes Percival Solicitors,5100038819,28161.43,Costs incurred by Solicitors working on behalf of HMRC.,NR3 1DD
HMRC,HMRC,05/08/2011,Solicitors Fees,Solicitors Office,Howes Percival Solicitors,5100038853,60694.72,Costs incurred by Solicitors working on behalf of HMRC.,NR3 1DD
HMRC,HMRC,05/08/2011,Solicitors Fees,Solicitors Office,Howes Percival Solicitors,5100038853,108,Costs incurred by Solicitors working on behalf of HMRC.,NR3 1DD
HMRC,HMRC,16/08/2011,Legal Service Sol's,Solicitors Office,Wilder Coe LLP,5100041838,26490.6,Costs incurred by Solicitors working on behalf of HMRC.,SG1 2XD
HMRC,HMRC,30/08/2011,Reference books,Solicitors Office,TSOL,5100045159,126989.1,Lion (Legal Database) Subscription,WC2B 4TS
HMRC,HMRC,03/08/2011,Legal Service Sol's,Specialist Investigations (SI),Howes Percival Solicitors,5100038192,78209.77,Legal Services,NR3 1DD
HMRC,HMRC,03/08/2011,Legal Serv's Credit,Specialist Investigations (SI),Howes Percival Solicitors,5100038192,2991.76,Legal Services,NR3 1DD
HMRC,HMRC,11/08/2011,Samplng & Analytical,Specialist Investigations (SI),L G C Ltd,5100040310,51021.6,Forensic Services,TW11 0LY
HMRC,HMRC,11/08/2011,Clerical training,Specialist Investigations (SI),BPP Professional Education,5100040799,45600,External Training - Insolvency Practitioner,W12 8AA
HMRC,HMRC,15/08/2011,Storage Seized Goods,Specialist Investigations (SI),Veolia Environmental Services Plc,5100041223,92425.42,Outsourced services for storing and disposing of seized goods,WS11 8JP
HMRC,HMRC,15/08/2011,Legal Service Sol's,Specialist Investigations (SI),Howes Percival Solicitors,5100041475,158665.07,Legal Services,NR3 1DD
HMRC,HMRC,15/08/2011,Legal Serv's Credit,Specialist Investigations (SI),Howes Percival Solicitors,5100041475,3999.21,Legal Services,NR3 1DD
HMRC,HMRC,16/08/2011,Disposal Seized Gds,Specialist Investigations (SI),Thamesdown Recycling,5100041857,47191.92,Outsourced services for storing and disposing of seized goods,SN6 6JR
HMRC,HMRC,22/08/2011,Disposal Seized Gds,Specialist Investigations (SI),TNT UK Limited,5100043414,201213.13,Outsourced services for storing and disposing of seized goods,BL8 9AR
