Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Publications,UK Trade & Investment - Strategic Trade,JONES YARRELL LEADENHALL,1069343,166.74,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Rail Fares,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287696,38,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Rail Fares,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287697,34,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Rail Fares Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287697,3.65,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Subsistence Payments Overseas,UK Trade & Investment - Marketing & Communications,"Personal Expense, Name Witheld",10287694,20,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287696,93.29,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287697,73.37,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287697,35.59,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Taxis Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287696,21.86,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/8/2012,Taxis Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287697,6.79,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Strategic Trade,BROOK STREET (UK) LTD,1069398,598.32,,AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1069410,240,,SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Chief Operating Officer,MORGAN LAW PARTNERS LLP,1069425,4658.83,,SW1Y 4EL,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,HUDSON GLOBAL RESOURCES LTD,1069457,1522.98,,G2 5HF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287700,220.25,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Mobile Call Charges,UK Trade & Investment - Strategic Relationship Management,VODAFONE LTD,1068219,75.19,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Printing,UK Trade & Investment - Defence and Security Organisation,FT SOLUTIONS (A DIVISION OF FT PRINT LTD),1069456,28,,SG13 7GX,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Publications,UK Trade & Investment - Strategic Trade,JONES YARRELL LEADENHALL,1069477,17.52,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Publications,UK Trade & Investment - Strategic Trade,JONES YARRELL LEADENHALL,1069485,155.3,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Publications,UK Trade & Investment - Strategic Trade,JONES YARRELL LEADENHALL,1069485,48.76,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Publications,UK Trade & Investment - Strategic Trade,JONES YARRELL LEADENHALL,1069494,162.44,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Publications,UK Trade & Investment - Strategic Trade,JONES YARRELL LEADENHALL,1069494,48.76,,E3 3JH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Subsistence Payments,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10287699,47.88,,SW1E 6SW,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287700,2.05,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/9/2012,Taxis,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10287699,90,,SW1E 6SW,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Accounting Services,UK Trade & Investment - Chief Operating Officer,AMEY COMMUNITY LTD,1069563,51062.89,,OX4 4DQ,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Catering Services,UK Trade & Investment - Trade Development,BARKER'S BAKERY LTD,1069358,42,,CB24 8SW,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Entertaining UK,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287712,24.48,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Trade Development,BROOK STREET (UK) LTD,1068958,430.56,,AL1 4JB,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287723,659.07,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287724,508.38,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Hotels Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287736,962.98,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Media Services,UK Trade & Investment - Chief Operating Officer,AB PUBLISHING LTD,1069589,7613,,SE1 0UE,SME,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287712,53.1,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Other IT Costs,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287722,20,,WA4 4AD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Other Media Costs,UK Trade & Investment - Chief Operating Officer,MEDIA ON DEMAND LTD,1069555,210,,GU7 1HE,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287723,72.96,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287724,262.84,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287736,50,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287712,9.2,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287712,88.6,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Rail Fares,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287723,2.8,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Rail Fares,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287724,10.6,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Rail Fares,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287736,19,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Stationery,UK Trade & Investment - Trade Development,BANNER BUSINESS SERVICES LTD,1069591,5.28,,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287712,4.4,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Subsistence Payments Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287736,67.34,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Taxis,UK Trade & Investment - Chief Operating Officer,ADDISON LEE plc,1069496,291.1,,NW1 3ER,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Taxis,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287736,80,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Taxis Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287723,12.27,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Taxis Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287724,8.87,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/12/2012,Taxis Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287736,73.51,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Air Fares Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287751,153.74,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1069380,102.89,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1069380,857.11,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1069271,1500,,SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1069610,1500,,SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Hotels Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287741,253.42,,G2 8LG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Hotels Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287751,210,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287730,8.4,,B5 5JU,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Mobile Call Charges,UK Trade & Investment - Investment Group,VODAFONE LTD,1068241,21.7,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287741,23.77,,G2 8LG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287751,24,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287730,15.5,,B5 5JU,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Printing,UK Trade & Investment - Trade Development,FT SOLUTIONS (A DIVISION OF FT PRINT LTD),1069602,93.6,,SG13 7GX,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Rail Fares,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287746,35,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287751,48.3,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Rail Fares,UK Trade & Investment - Strategic Relationship Management,"Personal Expense, Name Witheld",10287753,2,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Stationery,UK Trade & Investment - Trade Development,BANNER BUSINESS SERVICES LTD,1069603,45.92,,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Stationery,UK Trade & Investment - Trade Development,FT SOLUTIONS (A DIVISION OF FT PRINT LTD),1069680,39.6,,SG13 7GX,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287743,1.2,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287730,25,,B5 5JU,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287730,5,,B5 5JU,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Subsistence Payments,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10287731,21,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Subsistence Payments Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287741,38.88,,G2 8LG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287730,4.4,,B5 5JU,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10287731,45,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287741,26,,G2 8LG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287742,42,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287744,17.2,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis,UK Trade & Investment - Strategic Relationship Management,"Personal Expense, Name Witheld",10287745,17.4,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287746,8,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis,UK Trade & Investment - Strategic Relationship Management,"Personal Expense, Name Witheld",10287753,13,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287741,48.55,,G2 8LG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/13/2012,Taxis Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287751,21.35,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Courier Services,UK Trade & Investment - Trade Development,MAIL BOX EXPRESS (LEEDS) LTD,1069793,33,,LS11 9TU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Departmental Sponsored Training,UK Trade & Investment - Marketing & Communications,CABINET OFFICE,1069553,200,,CF14 3UW,GOV,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Trade Development,ADECCO UK LTD,1069707,802.01,,B37 7YE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,ADECCO UK LTD,1069685,1048.22,,B37 7YE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Hotels,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287756,62.9,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287781,369.39,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287782,376.71,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287754,40.04,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287783,83.02,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Other UK Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287756,3.4,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287777,11.7,,GU1 1UL,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Other UK Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287782,40.56,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,"Purchase of Equipment < £3,000",UK Trade & Investment - Chief Operating Officer,SPECIALIST COMPUTER CENTRES PLC,1069704,906.1,,B11 2LE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Rail Fares,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287754,34,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287777,28.8,,GU1 1UL,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Rail Fares,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287781,34.8,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Rail Fares,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287782,14,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Rail Fares Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287754,11.18,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Stationery,UK Trade & Investment - Trade Development,WISEMAN STATIONERY SUPPLIES LTD,1069791,202.94,,G75 9DE,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Subsistence Payments,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287756,5,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287777,26,,GU1 1UL,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Subsistence Payments Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287754,32.11,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287781,13.85,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287781,20,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287782,51.7,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Subsistence Payments Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287783,93.56,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287754,38,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287755,917,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287756,6,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287778,917,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287754,67.06,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287781,86.29,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10287782,50.95,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287783,46.99,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Taxis Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10287784,10.4,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/14/2012,Overseas Advances,Corporate Payments,"Personal Expense, Name Witheld",10287779,1200,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Strategic Relationship Management,ADECCO UK LTD,1069656,929.22,,B37 7YE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1069830,972.72,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1069831,1200,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1069832,461.11,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1069832,511.61,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Hotels,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287821,72,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Hotels Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10287838,249.8,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Media Services,UK Trade & Investment - Chief Operating Officer,MEDIA ON DEMAND LTD,1069850,33.84,,GU7 1HE,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Media Services,UK Trade & Investment - Chief Operating Officer,MEDIA ON DEMAND LTD,1069850,1900,,GU7 1HE,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287817,175.1,,WA4 4AD,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/15/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10287818,227.45,,WA4 4AD,EXT,,,Administration
