Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Postage,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288029,5.3,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Publications,UK Trade & Investment - Investment Group,CLEARVIEW IMAGING SERVICES LTD,1070668,132,,E3 3JQ,SME,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Publications,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288025,2.5,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288017,2.4,,B5 5JU,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Rail Fares,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288021,4,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Rail Fares,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288022,5.8,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Rail Fares Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288019,11.07,,G2 8LH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Rail Fares Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288022,6.58,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Marketing & Communications,BANNER BUSINESS SERVICES LTD,1070520,33.72,,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288024,23.57,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288024,3.6,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288026,11.58,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288026,25.57,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288026,23.15,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288026,2.98,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288026,0.95,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Stationery,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288026,16.2,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Subsistence Payments Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288019,27.04,,G2 8LH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Subsistence Payments Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288021,40.82,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Subsistence Payments Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288022,168.24,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Taxis Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288019,24.33,,G2 8LH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Taxis Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288021,111.56,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Taxis Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288022,45.81,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Telecommunications,UK Trade & Investment - Trade Development,VODAFONE LTD,1070519,6.6,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/26/2012,Telecommunications,UK Trade & Investment - Trade Development,VODAFONE LTD,1070581,6.6,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Accommodation Rentals,UK Trade & Investment - Trade Development,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,1070760,102,,SN2 1FF,GOV,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Air Fares Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288049,206,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Strategic Relationship Management,ADECCO UK LTD,1070690,1019.38,,B37 7YE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1070597,1500,,SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,ADECCO UK LTD,1070626,1099.58,,B37 7YE,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Hire of Conference Facilities,UK Trade & Investment - Trade Development,ELIOR UK PLC,1070748,130.1,,SK11 6ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Hospitality - UK,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288033,117.33,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288049,231.41,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Hotels Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288056,122.2,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,IT Software Licences,UK Trade & Investment - Chief Operating Officer,AINDALE BMS LTD T/A SOFTWARE RENEWAL CENTRE,1070697,479,,HD1 3ED,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Media Services,UK Trade & Investment - Chief Operating Officer,CLEARVIEW IMAGING SERVICES LTD,1070819,3445,,E3 3JQ,SME,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288034,3.6,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288041,234.5,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288042,217.55,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288043,227.75,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288044,305.85,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mileage Allowances,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288053,31.95,,NG2 4LA,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mobile Call Charges,UK Trade & Investment - Trade Development,VODAFONE LTD,1070750,78.66,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mobile Phones,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070504,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mobile Phones,UK Trade & Investment - Strategic Trade,VODAFONE LTD,1070515,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mobile Phones,UK Trade & Investment - Chief Operating Officer,VODAFONE LTD,1070592,11.71,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Mobile Phones,UK Trade & Investment - Chief Operating Officer,VODAFONE LTD,1070592,5.02,,NG24 2EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070746,16.4,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070751,49.2,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070766,32.8,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070769,8,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070769,41.2,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070784,231.9,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070786,16.4,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070790,129,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070792,16.4,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070811,16.4,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288035,16.04,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288049,3,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288056,20,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other Training Costs,UK Trade & Investment - Chief Operating Officer,BUSINESS NAVIGATORS (EUROPE) LTD,1070699,4123.7,,HG4 2PW,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other Training Costs,UK Trade & Investment - Chief Operating Officer,DOD'S PARLIAMENTARY COMMUNICATIONS LTD (WESTMINSTER EXPLAINED),1070807,2550,,SW1H 9BP,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other UK Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288033,54.8,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288034,4.6,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288042,108,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288043,34.99,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Other UK Travel & Subsistence,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288056,11.96,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Rail Fares,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288033,83.6,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288034,102.8,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288050,118,,SE1 1YW,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Rail Fares Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288035,17.84,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Rail Fares Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288049,8.63,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Static Line Rental,UK Trade & Investment - Chief Operating Officer,MINISTRY OF DEFENCE,1070772,2160.51,,L2 3YL,GOV,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Subsistence Payments,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288033,35.33,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288043,4.76,,BS1 6EH,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288053,4.25,,NG2 4LA,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Subsistence Payments Overseas,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288035,28.46,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Subsistence Payments Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288049,91.79,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Subsistence Payments Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288056,5.13,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Taxis,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288034,21.3,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Taxis,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288050,37.2,,SE1 1YW,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Taxis Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288049,52,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Taxis Overseas,UK Trade & Investment - Investment Group,"Personal Expense, Name Witheld",10288056,58.58,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Telecommunications,UK Trade & Investment - Trade Development,VODAFONE LTD,1070798,237.98,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Telecommunications,UK Trade & Investment - Trade Development,VODAFONE LTD,1070798,24.22,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Telecommunications,UK Trade & Investment - Trade Development,BRITISH TELECOMMUNICATIONS plc (BT),1070823,77.5,,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/27/2012,Telecommunications,UK Trade & Investment - Trade Development,BRITISH TELECOMMUNICATIONS plc (BT),1070823,12.47,,DH98 1BT,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Trade Development,BROOK STREET (UK) LTD,1070778,513.08,,AL1 4ZX,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Chief Operating Officer,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1070825,670.82,,SL1 1DB,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Hospitality - UK,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288061,5.26,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Hospitality - UK,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288062,93.9,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Hospitality - UK,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288064,128.71,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Hotels Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288071,721.8,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,IT Software Licences,UK Trade & Investment - Chief Operating Officer,INSIGHT DIRECT (UK) LTD,1070745,2544.48,,UB8 1PH,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Mobile Line Rental,UK Trade & Investment - Trade Development,VODAFONE LTD,1070564,6.6,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,FUJITSU SERVICES LTD,1070753,16.4,,WA3 9BD,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other IT Costs,UK Trade & Investment - Chief Operating Officer,BLUE SKY HOSTING LTD,1070833,159.2,,SW1E 6DX,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other Media Costs,UK Trade & Investment - Chief Operating Officer,DESIGN COUNCIL,1070883,3335.55,,EC1V 4AB,GOV,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Chief Executives Office,CABINET OFFICE,1070886,4099.32,,CF14 3UW,GOV,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288069,50,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288070,30,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other Overseas Travel & Subsistence,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288071,50.84,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other UK Travel & Subsistence,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288061,258,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Other UK Travel & Subsistence,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288064,6,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288061,34,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Rail Fares,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10288063,111.2,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Rail Fares,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288065,26,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Rail Fares,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288070,22.7,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Stationery,UK Trade & Investment - Marketing & Communications,BANNER BUSINESS SERVICES LTD,1070856,22.58,,NR3 1QU,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Subsistence Payments,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10288063,12.5,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Subsistence Payments,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288065,5,,GU1 4GA,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Subsistence Payments Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288071,28.36,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Taxis,UK Trade & Investment - Trade Development,"Personal Expense, Name Witheld",10288061,67,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Taxis,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288062,189.5,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Taxis,UK Trade & Investment - Chief Operating Officer,"Personal Expense, Name Witheld",10288063,15,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Taxis,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288064,54.8,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Taxis,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288071,59,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,Taxis Overseas,UK Trade & Investment - Defence and Security Organisation,"Personal Expense, Name Witheld",10288071,24.19,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/28/2012,UKTI MoD Control Account,UK Trade & Investment - Defence and Security Organisation,MINISTRY OF DEFENCE,1070854,353599.89,,L2 3YL,GOV,,,Programme
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Computer Consumables,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288087,15,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Computer Consumables,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288088,62.99,,SW1H 0ET,EXT,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Entertaining Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288083,7.35,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1070899,972.72,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1070901,960,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Hire of Agency Staff (Clerical/Secretariat/Other),UK Trade & Investment - Chief Operating Officer,MORGAN HUNT UK LTD,1070903,680.9,,EC4M 7EG,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Hire of Agency Staff (Professional/Management),UK Trade & Investment - Marketing & Communications,AQUENT,1070912,6278.21,,W1T 7RJ,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,FOREIGN AND COMMONWEALTH OFFICE (FCO),1069178,286.2,,MK10 1PX,GOV,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288083,851.83,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Hotels Overseas,UK Trade & Investment - Strategic Trade,"Personal Expense, Name Witheld",10288083,535.36,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Hotels Overseas,UK Trade & Investment - Strategic Relationship Management,"Personal Expense, Name Witheld",10288098,447.07,,SW1A 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Mobile Line Rental,UK Trade & Investment - Chief Operating Officer,VODAFONE LTD,1070915,19.8,,RG14 5FF,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,11/29/2012,Mobile Line Rental,UK Trade & Investment - Trade Development,VODAFONE LTD,1070930,6.6,,RG14 5FF,,,,Administration
