Supplier,Amount,Payment Date
ARJOHUNTLEIGH UK,2719.99,13/12/2013
ARK HOME HEALTHCARE LIMITED,1108.61,05/12/2013
ARK HOME HEALTHCARE LIMITED,880.74,05/12/2013
ARK HOME HEALTHCARE LIMITED,1232.42,05/12/2013
ARK HOME HEALTHCARE LIMITED,1231.92,05/12/2013
ARK HOME HEALTHCARE LIMITED,1240.13,05/12/2013
ARK HOME HEALTHCARE LIMITED,1232.93,05/12/2013
ARK HOME HEALTHCARE LIMITED,1231.92,05/12/2013
ARK HOME HEALTHCARE LIMITED,1234.7,05/12/2013
ARTIC BUILDING SERVICES LTD,26340,03/12/2013
ARTIC BUILDING SERVICES LTD,4640.26,23/12/2013
ARTIC BUILDING SERVICES LTD,4640.26,23/12/2013
ASD LEARNING LTD,1701.6,04/12/2013
ASD LEARNING LTD,1314,04/12/2013
ASD LEARNING LTD,1404,24/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6660,27/12/2013
ASD LEARNING LTD,1368,27/12/2013
ASD LEARNING LTD,1284,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASD LEARNING LTD,6300,27/12/2013
ASE CONSULTING LTD,5600,20/12/2013
ASHDOWN SUPPLIES,1176,04/12/2013
ASK (GREENWICH) LTD,208557.67,18/12/2013
ASK (GREENWICH) LTD,964003.62,24/12/2013
ASPREY MANAGEMENT SOLUTIONS,728.03,20/12/2013
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),799.91,02/12/2013
ASSETGROVE LETTINGS LTD,930,03/12/2013
ASSETGROVE LETTINGS LTD,980,03/12/2013
ASSETGROVE LETTINGS LTD,770,03/12/2013
ASSETGROVE LETTINGS LTD,715,03/12/2013
ASSETGROVE LETTINGS LTD,1250,31/12/2013
ASSETGROVE LETTINGS LTD,900,31/12/2013
ASSETGROVE LETTINGS LTD,1200,31/12/2013
ASSETGROVE LETTINGS LTD,1050,31/12/2013
ASSETGROVE LETTINGS LTD,840,31/12/2013
ASSOCIATION OF BUILDING ENGINEERS,1290,13/12/2013
ATKINSON LEWIS LIMITED,1777.8,18/12/2013
AURORA  LIFT LTD,217030,10/12/2013
AURORA  LIFT LTD,194435.5,18/12/2013
BAILEY ASSOCIATES,6573.1,12/12/2013
BAILEY ASSOCIATES,2230.51,20/12/2013
BALFOUR BEATTY CONSTRUCTION LTD,262229.88,12/12/2013
BANSAL AND LONG LTD,4877.26,13/12/2013
BARCHAM TREES PLC,20593.44,23/12/2013
BARDRA BUILDING SERVICES LTD,1350,13/12/2013
BARNFIELD PROJECT,4050,19/12/2013
BARRY BENNETT LTD,749.7,20/12/2013
BE-ACTIVE LTD,1814.4,13/12/2013
BECKETT RANKINE,4800,16/12/2013
BELL ASPHALT CO LTD,5032.8,13/12/2013
BENTO PROJECT LTD,2310,02/12/2013
BERKELEY HOMES ( EAST THAMES) LTD,2611957.2,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,916.63,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,512.8,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,858.92,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,2055.32,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1035.2,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,506.2,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,672.28,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,538.44,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,679.48,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1173.03,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,590.72,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,538.12,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,602.52,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,717.92,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,641,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1730.7,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,783.13,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1019.32,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1717.4,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,894.4,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1331.97,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,923.04,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,769.2,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,629.12,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,858.92,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,674.88,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,674.88,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1794.8,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,590.72,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1256.36,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,538.44,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1633.16,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1070.73,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1196.36,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1628.16,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1640.96,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,506.2,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,690.16,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,732.48,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,897.4,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,521.52,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,659.92,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,652.44,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,2392.28,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,865.35,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,697.2,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1717.4,13/12/2013
BEST VALUE HOME CARE SERVICES UK LTD,1042.52,16/12/2013
BETA DISTRIBUTION (SOUTH),6719.66,02/12/2013
BETA DISTRIBUTION (SOUTH),6719.66,03/12/2013
BETA DISTRIBUTION (SOUTH),6719.66,12/12/2013
BETA DISTRIBUTION (SOUTH),6719.66,13/12/2013
BETTER LETTINGS LTD,500,12/12/2013
BEVAN BRITTAN LLP,2615.4,05/12/2013
BEVAN BRITTAN LLP,13041.6,18/12/2013
BEVAN BRITTAN LLP,2169,24/12/2013
BEXLETTS,6525,20/12/2013
BEXLEY SAND & BALLAST CO LTD,600,11/12/2013
BIBBY FACTORS LIMITED,10799.08,27/12/2013
BIBBY FACTORS LTD,1271.15,02/12/2013
BIBBY FACTORS LTD,1940.52,10/12/2013
BIBBY FACTORS LTD,821.44,11/12/2013
BIG HAND PEOPLE LTD,3180,24/12/2013
BIG HAND PEOPLE LTD,2292,27/12/2013
BIG HAND PEOPLE LTD,2268,27/12/2013
BIG HAND PEOPLE LTD,840,30/12/2013
BILSON HENAKU SOLICITORS,2500,03/12/2013
BIRLEM LIMITED,5289.6,13/12/2013
BIRLEM LIMITED,11542.63,23/12/2013
BIRLEM LIMITED,11002.67,23/12/2013
BITE SIZE LTD,13531.2,27/12/2013
BLUE OCEAN SERVICES LTD,1846.08,04/12/2013
BLUE OCEAN SERVICES LTD,724.38,04/12/2013
BLUE OCEAN SERVICES LTD,801.16,04/12/2013
BLUE OCEAN SERVICES LTD,559.14,16/12/2013
BLUE OCEAN SERVICES LTD,575.82,16/12/2013
BLUE OCEAN SERVICES LTD,1429.43,16/12/2013
BLUE OCEAN SERVICES LTD,603.98,16/12/2013
BLUE OCEAN SERVICES LTD,1896.23,16/12/2013
BLUE OCEAN SERVICES LTD,569.38,16/12/2013
BLUE OCEAN SERVICES LTD,731.43,16/12/2013
BLUE OCEAN SERVICES LTD,836.64,16/12/2013
BLUE OCEAN SERVICES LTD,633.49,16/12/2013
BLUE OCEAN SERVICES LTD,3013.13,16/12/2013
BLUE OCEAN SERVICES LTD,744.6,16/12/2013
BLUE OCEAN SERVICES LTD,1890.95,16/12/2013
BLUE OCEAN SERVICES LTD,608.95,24/12/2013
BLUE OCEAN SERVICES LTD,1026.18,30/12/2013
BLUE OCEAN SERVICES LTD,775.85,30/12/2013
BLUE OCEAN SERVICES LTD,2156.43,30/12/2013
BLUE OCEAN SERVICES LTD,633.84,31/12/2013
BLUE OCEAN SERVICES LTD,564.08,31/12/2013
BLUE OCEAN SERVICES LTD,543.29,31/12/2013
BLUE OCEAN SERVICES LTD,598.3,31/12/2013
BLUE OCEAN SERVICES LTD,1499.94,31/12/2013
BLUE OCEAN SERVICES LTD,557.67,31/12/2013
BOND DICKINSON LLP,1076.4,30/12/2013
BONNAR KEENLYSIDE,7500,18/12/2013
BOTT & CO,2200,17/12/2013
BOTTOMLINE TECHNOLOGIES EUROPE LTD,4081.58,16/12/2013
BOTTOMLINE TECHNOLOGIES EUROPE LTD,3403.77,24/12/2013
BOURNE AMENITY LTD,505.44,05/12/2013
BOURNE AMENITY LTD,520.55,05/12/2013
BOURNE AMENITY LTD,557.05,05/12/2013
BRIAN POWER BUILDING LTD,190257.91,04/12/2013
BRIAN POWER BUILDING LTD,4717.44,09/12/2013
BRIDGE FORK LIFTS,1565.7,18/12/2013
BRYEN & LANGLEY LIMITED,1337.76,02/12/2013
BRYEN & LANGLEY LIMITED,1750.8,09/12/2013
BRYN MELYN CARE LTD,13199.14,24/12/2013
BRYN MELYN CARE LTD,21998.57,27/12/2013
BRYN MELYN CARE LTD,733.29,31/12/2013
BSI,822,17/12/2013
BSI,822,17/12/2013
BT PLC,3468.81,02/12/2013
BT PLC,583.18,10/12/2013
BT PLC,643.62,11/12/2013
BUCKS CONSULTANTS LTD,2000,10/12/2013
BUCKS CONSULTANTS LTD,2000,13/12/2013
BUPA CARE (WARREN LODGE NURSING HOME),1085.51,18/12/2013
BUPA CARE (WARREN LODGE NURSING HOME),2035.33,18/12/2013
BUPA CARE (WARREN LODGE NURSING HOME),2103.61,20/12/2013
BUPA CARE SERVICES,3214.29,18/12/2013
BUPA CARE SERVICES,3857.14,18/12/2013
BUPA CARE SERVICES,3985.71,20/12/2013
BURWOOD SCHOOL,1000,27/12/2013
C & C SECURITY SYSTEMS,516,06/12/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),1092,04/12/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),828,04/12/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),828,04/12/2013
CANON (UK) LIMITED,929.93,27/12/2013
CAPITA  BUSINESS SERVICES LTD,2880,02/12/2013
CAPITA  BUSINESS SERVICES LTD,728.2,09/12/2013
CAPITA  BUSINESS SERVICES LTD,3000,13/12/2013
CAPITA IT SERVICES (BSF) LIMITED,26895.49,02/12/2013
CAPITA IT SERVICES (BSF) LIMITED,2215.45,02/12/2013
CAPITA IT SERVICES (BSF) LIMITED,10514.02,20/12/2013
CAPITA IT SERVICES (BSF) LIMITED,19659.26,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,22794.78,20/12/2013
CAPITA IT SERVICES (BSF) LIMITED,12194.14,20/12/2013
CAPITA IT SERVICES (BSF) LIMITED,12179.23,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,10684.34,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,10248.07,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,10873.2,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,11267.64,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,11038.62,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,12308.28,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,12241.98,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,10820.1,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,11027.1,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,12241.98,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,11024.76,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,12303.79,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,23220.7,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,22613.12,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,17257.94,23/12/2013
CAPITA IT SERVICES (BSF) LIMITED,7095.95,24/12/2013
CAPITA IT SERVICES (BSF) LIMITED,11034.05,24/12/2013
CAPITAL HOMECARE (UK) LIMITED,680.68,18/12/2013
CAPITAL HOMECARE (UK) LIMITED,525.7,18/12/2013
CAPITAL HOMECARE (UK) LIMITED,776.8,18/12/2013
CAPITAL HOMECARE (UK) LIMITED,776.8,18/12/2013
CAPITAL HOMECARE (UK) LIMITED,776.8,18/12/2013
CAPITAL HOMECARE (UK) LIMITED,1202.22,23/12/2013
CAPITAL HOMECARE (UK) LIMITED,1091.64,23/12/2013
CAPITAL ROOFING CO LIMITED,4672.8,02/12/2013
CAPITAL ROOFING CO LIMITED,7696.8,10/12/2013
CAPITAL ROOFING CO LIMITED,3576,10/12/2013
CAPITAL ROOFING CO LIMITED,672,20/12/2013
CARE LTD,8571.43,24/12/2013
CARERS SUPPORT (BEXLEY),9250,16/12/2013
CARERS UK,3653.9,04/12/2013
CARETRADE CHARITABLE TRUST,2400,06/12/2013
CARETRADE CHARITABLE TRUST,2500,06/12/2013
CARLTON PROPERTY SERVICES,713,03/12/2013
CARLTON PROPERTY SERVICES,690,06/12/2013
CARLTON PROPERTY SERVICES,945,16/12/2013
CARLTON PROPERTY SERVICES,1890,16/12/2013
CARLTON PROPERTY SERVICES,945,16/12/2013
CARLTON PROPERTY SERVICES,6345,16/12/2013
CARLTON PROPERTY SERVICES,3036,16/12/2013
CARTER BROOKE LTD,1802.88,23/12/2013
CARTER BROOKE LTD,2071.92,23/12/2013
CASHFRIDAY LTD,4560,06/12/2013
CASSEL CENTRE,585,04/12/2013
CATFORD COURIERS,842.68,11/12/2013
CATHERINE RUSHFORTH & ASSOCIATES LIMITED,1440,03/12/2013
CATHERINE RUSHFORTH & ASSOCIATES LIMITED,720,11/12/2013
CATHERINE RUSHFORTH & ASSOCIATES LIMITED,1440,11/12/2013
CATRIONA STIRLING,1842,09/12/2013
CAVENDISH SCHOOL,6954.54,27/12/2013
CENTREPOINT SOHO LTD,48552.82,20/12/2013
CHARING VALE LTD,1949.9,20/12/2013
CHARLES DARWIN ACADEMY TRUST,775,05/12/2013
CHARLES DARWIN ACADEMY TRUST,775,05/12/2013
CHARLES DARWIN ACADEMY TRUST,775,05/12/2013
CHARLES DARWIN ACADEMY TRUST,775,27/12/2013
CHEQUERS CONTRACT SERVICES LIMITED,1056.55,13/12/2013
CHILDREN AND FAMILY CARE LIMITED,1080,18/12/2013
CHIVROSE HEALTHCARE LIMITED,1900.96,20/12/2013
CHUBB FIRE LIMITED,3298.61,13/12/2013
CHUBB FIRE LIMITED,648.48,13/12/2013
CIPFA BUSINESS LIMITED,1531.2,06/12/2013
CIPFA BUSINESS LIMITED,840.75,06/12/2013
CITY HEIGHTS(LONDON)LTD P WALKER A-F,328011.1,02/12/2013
CITY HEIGHTS(LONDON)LTD P WALKER A-F,93228.19,02/12/2013
CITY HEIGHTS(LONDON)LTD P WALKER A-F,47847.26,19/12/2013
CITY LIT,8333,27/12/2013
CIVICA LIMITED,7800,27/12/2013
CJS PORTSMOUTH LTD,654.29,20/12/2013
CLARKES TRAVEL LIMITED,945.16,19/12/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),3000,03/12/2013
CLYDE & CO LLP,976.76,13/12/2013
CLYDE & CO LLP,13500,23/12/2013
CNV LTD,7271.86,23/12/2013
CNV LTD,2015.96,23/12/2013
CNV LTD,2015.96,23/12/2013
COASTAL CARE HOME LTD T/AS BISHOPSTEIGNTON HOUSE,2325,20/12/2013
COMMSPLUS (TR) LTD,946.5,10/12/2013
COMMUNITY LINKS TRADING LIMITED,1941.6,13/12/2013
COMMUNITY SYSTEMS (NORTH LONDON) LTD,2000,03/12/2013
COMMUNITY SYSTEMS (NORTH LONDON) LTD,1666,19/12/2013
COMMUNITY SYSTEMS (NORTH LONDON) LTD,2083,19/12/2013
COMPENSATION SOLICITORS ONLINE,110341.62,24/12/2013
CONCORDE CEILINGS LIMITED,5118,20/12/2013
CONNECT FAMILY PLACEMENTS LTD,3681.6,05/12/2013
CONNECT FAMILY PLACEMENTS LTD,3681.6,05/12/2013
CONNECT FAMILY PLACEMENTS LTD,3804.32,24/12/2013
CONNECT FAMILY PLACEMENTS LTD,3804.32,24/12/2013
CONSTRUCTIONLINE,1056,03/12/2013
CONTACT COMMUNICATIONS LTD,57405.68,10/12/2013
CONTACT COMMUNICATIONS LTD,3834.67,19/12/2013
CONTINUUM SPORT & LEISURE LTD,7871.28,24/12/2013
CO-OPERATIVES UK LTD,804,16/12/2013
COPPARDS REMOVALS & STORAGE LTD,1000,16/12/2013
CORNER LODGE LTD,792,04/12/2013
CORNER LODGE LTD,2232,20/12/2013
CORNER LODGE LTD,2012.83,20/12/2013
CORNERSTONE BARRISTERS,3510,16/12/2013
COTSWOLD CHINE SCHOOL,43342.86,27/12/2013
CRAEGMOOR OLD RECTORY BREDE PRIORY,5592.98,20/12/2013
CRAEGMOOR SEABREEZES PRIORY,6387.68,20/12/2013
CRAFTY WIZARDS LTD,720,20/12/2013
CRAY VALLEY COMMUNICATIONS LTD,600,16/12/2013
CRAY VALLEY COMMUNICATIONS LTD,1428,16/12/2013
CREEKSIDE PRINT LTD,538,12/12/2013
CRESCENT COMMERCIAL STATIONERY & COMPUTER SUPS LTD,636,23/12/2013
CROFT MANAGEMENT CENTRE LTD,516,23/12/2013
CROMWOOD LTD,880,30/12/2013
CROYDON COUNCIL,36561,10/12/2013
CROYDON COUNCIL,36561,10/12/2013
CROYDON COUNCIL,2268,27/12/2013
CROYDON COUNCIL,4302.9,27/12/2013
CRUCKTON HALL SCHOOL,32710,27/12/2013
CRYSTAL ELECTRONICS LTD,1099.54,11/12/2013
CRYSTAL ELECTRONICS LTD,3512.09,23/12/2013
CRYSTAL WINDOWS & DOORS LTD,950,06/12/2013
CRYSTAL WINDOWS & DOORS LTD,662,13/12/2013
CSB LOGISTICS LTD,2575.04,03/12/2013
CSG ASSET MANAGEMENT LTD,11400,11/12/2013
CUNNINGHAM LINDSEY UK,2640,05/12/2013
CYCLEHOOP LTD,52439.4,03/12/2013
D CATCHESIDES LTD,19174.25,02/12/2013
D CATCHESIDES LTD,18356.83,19/12/2013
D CATCHESIDES LTD,62553.28,19/12/2013
D CATCHESIDES LTD,720,24/12/2013
DAISY COMMUNICATIONS LTD,3374.08,20/12/2013
DARTFORD METALCRAFTS,2108.4,20/12/2013
DARTFORD METALCRAFTS,2694,20/12/2013
DARTFORD METALCRAFTS,5412,20/12/2013
DARTFORD METALCRAFTS,3936,20/12/2013
DATA CARS (DESPATCH) LTD,645.65,04/12/2013
DAVID OGILVIE ENG LTD (D OGILVIE A/F),2295.6,17/12/2013
DE LAGE LANDEN LEASING LTD,411689.87,13/12/2013
DE SOUTTER MEDICAL LTD,1082.64,16/12/2013
DEAF ACCESS,661,06/12/2013
DEAN WILSON LLP SOLICITORS,17500000,17/12/2013
DESTINY,1110,11/12/2013
DIRECT LINGUISTS LTD,4492.55,03/12/2013
DOCKLANDS WASTE RECYCLING LTD,4620,23/12/2013
DOREE BONNER INTERNATIONAL,5121.6,18/12/2013
DUKERIES HEALTHCARE LTD,3797.46,24/12/2013
DURABLE CONTRACTS LTD,2601.73,04/12/2013
DURABLE CONTRACTS LTD,2416.54,09/12/2013
DURABLE CONTRACTS LTD,62265.1,19/12/2013
DURABLE CONTRACTS LTD,21373.18,19/12/2013
EAMONN DILLON COACHING LTD,4750,13/12/2013
EDF ENERGY,36818.33,27/12/2013
EDMUNDSON ELECTRICAL LTD,620.1,03/12/2013
EGBERT H TAYLOR & COMPANY,1906.56,06/12/2013
EGBERT H TAYLOR & COMPANY,1401.6,06/12/2013
EGBERT H TAYLOR & COMPANY,2013.16,06/12/2013
EGBERT H TAYLOR & COMPANY,1046.4,06/12/2013
EGBERT H TAYLOR & COMPANY,1292.16,06/12/2013
EGBERT H TAYLOR & COMPANY,745.22,06/12/2013
EGBERT H TAYLOR & COMPANY,639.9,06/12/2013
EGBERT H TAYLOR & COMPANY,2612.1,06/12/2013
EGBERT H TAYLOR & COMPANY,600,18/12/2013
EIGHT ASSOCIATES LTD,1020,13/12/2013
ELLIOTT GROUP LTD,934.56,30/12/2013
ELTHAM NEWS,563.33,10/12/2013
EMERGENCY EXIT ARTS,1897.2,27/12/2013
EMERGENCY EXIT ARTS,6802.28,27/12/2013
EMERGENCY EXIT ARTS,6900,27/12/2013
EMERSON NETWORK POWER,1618.13,09/12/2013
EMJ MANAGEMENT LTD,969.18,03/12/2013
EMJ MANAGEMENT LTD,1162.8,20/12/2013
EMPOWERING LIVES LTD,4446.43,06/12/2013
EMPOWERING LIVES LTD,2683.71,06/12/2013
EMS UK PLC,594.24,23/12/2013
ENABLE YOU SERVICE LIMITED,5110,13/12/2013
ENGLISH WOODLANDS,5158.14,06/12/2013
ENGLISH WOODLANDS,900,06/12/2013
ENGLISH WOODLANDS,5940,06/12/2013
ENGLISH WOODLANDS,534,18/12/2013
ENVIRONMENT AGENCY,37100.5,31/12/2013
EQUINOX CARE LTD,2050,13/12/2013
EQUINOX CARE LTD,1640,13/12/2013
EQUINOX CARE LTD,3086.27,20/12/2013
EQUINOX CARE LTD,3287.77,20/12/2013
EQUINOX CARE LTD,3208.5,20/12/2013
ERITH CONTRACTORS LTD,18959.68,10/12/2013
ERITH CONTRACTORS LTD,77212.06,19/12/2013
ERITH CONTRACTORS LTD,38932.07,24/12/2013
ERITH SCHOOL,2172.75,27/12/2013
ESSENTIAL SOCIAL CARE LTD,3085.95,16/12/2013
ESSENTIAL SOCIAL CARE LTD,4168.07,16/12/2013
ESSENTIAL SOCIAL CARE LTD,3232,16/12/2013
ESSENTIAL SOCIAL CARE LTD,4019.8,16/12/2013
ESSENTIAL SOCIAL CARE LTD,3232,16/12/2013
ESSENTIAL SOCIAL CARE LTD,3588.2,16/12/2013
ESSENTIAL SOCIAL CARE LTD,4146,16/12/2013
ESSENTIAL SOCIAL CARE LTD,510.66,16/12/2013
ETC SPORTS SURFACES LTD,5121.52,24/12/2013
EUROPLANT RENTALS LTD,1764,20/12/2013
EVAC AND CHAIR INTERNATIONAL LIMITED,1152,02/12/2013
EVAC AND CHAIR INTERNATIONAL LIMITED,1734,05/12/2013
EXPERT WITNESS,952.2,23/12/2013
EXPERT WITNESS,1012.5,23/12/2013
F G MARSHALL LTD,1342.2,20/12/2013
F R JONES & SON,1591.8,20/12/2013
F R JONES & SON,3220.21,20/12/2013
F R JONES & SON,1312.61,30/12/2013
FACULTATIEVE TECHNOLOGIES LTD,2568,05/12/2013
FACULTATIEVE TECHNOLOGIES LTD,6726,05/12/2013
FACULTATIEVE TECHNOLOGIES LTD,2119.92,11/12/2013
FACULTATIEVE TECHNOLOGIES LTD,44252.4,13/12/2013
FAIRDEAL WINDOWS LTD,5132.4,13/12/2013
FAMILY MOSAIC HOUSING,29120.67,18/12/2013
FAMILY MOSAIC HOUSING,29120.67,20/12/2013
FASTLANE COURIERS,1018.94,11/12/2013
FASTLANE COURIERS,901.7,23/12/2013
FENSCAPES,3287.48,24/12/2013
