objectid,par16cd,par16nm,par16nmw,lad16cd,lad16nm,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
8606,E04010643,Hedleyhope, ,E06000047,County Durham,415412,541031,-1.76200998,54.76399994,6478546.37535547,15791.696291905
8607,E04010644,Hilton, ,E06000047,County Durham,417107,522387,-1.73675001,54.59640121,4452061.1008797,10278.2515970378
8608,E04010645,Holwick, ,E06000047,County Durham,389827,526199,-2.15910006,54.63079834,23510224.8599404,29285.18294711
8609,E04010646,Hope, ,E06000047,County Durham,402251,507943,-1.96677995,54.46689987,10504048.0614288,14257.0274368505
8610,E04010647,Horden, ,E06000047,County Durham,444100,542084,-1.31603003,54.77180099,4770038.50255551,11153.1985175507
8611,E04010648,Hunderthwaite, ,E06000047,County Durham,393100,518561,-2.1082201,54.56219864,25489756.6402991,39300.4321925749
8612,E04010649,Hunstanworth, ,E06000047,County Durham,393429,547572,-2.10380006,54.82289886,32518912.2741157,27955.0996700756
8613,E04010650,Hutton Henry, ,E06000047,County Durham,441458,535598,-1.35801995,54.71369934,8145728.39310672,12125.8380080879
8614,E04010651,Hutton Magna, ,E06000047,County Durham,412661,511379,-1.80603004,54.49760056,5259242.50724945,9954.43766772747
8615,E04010652,Ingleton, ,E06000047,County Durham,416960,520682,-1.73912001,54.58110046,3427144.80120347,10088.9790558788
8616,E04010653,Kelloe, ,E06000047,County Durham,434802,535771,-1.46130002,54.71580124,11670666.4169492,16737.3606683134
8617,E04010654,Kimblesworth and Plawsworth, ,E06000047,County Durham,426216,548181,-1.59345996,54.82780075,6562022.44616678,14539.447136352
8618,E04010655,Lanchester, ,E06000047,County Durham,413909,546128,-1.78512001,54.80979919,40513912.5961973,51103.1718925413
8619,E04010656,Langleydale and Shotton, ,E06000047,County Durham,406967,523419,-1.89366996,54.60589981,18839724.3234395,27604.5262944217
8620,E04010657,Langton, ,E06000047,County Durham,415744,519573,-1.75800002,54.57109833,4392527.92125767,11136.9965630059
8621,E04010658,Lartington, ,E06000047,County Durham,397364,516027,-2.04225993,54.53950119,21982758.1251217,37917.5271004766
8622,E04010659,Little Lumley, ,E06000047,County Durham,431094,550250,-1.51732004,54.84609985,5265068.70653881,14985.442556258
8623,E04010660,Lunedale, ,E06000047,County Durham,387781,523630,-2.19069004,54.60770035,92106953.6570496,52776.317252786
8624,E04010661,Lynesack and Softley, ,E06000047,County Durham,409577,526705,-1.85315001,54.63539886,15126337.4604392,22503.2286159924
8625,E04010662,Marwood, ,E06000047,County Durham,404038,520289,-1.93904996,54.57780075,29216797.7447491,39045.2355990452
8626,E04010663,Mickleton, ,E06000047,County Durham,393814,521224,-2.09723997,54.58620071,19303468.8266131,33030.8662158729
8627,E04010664,Middleton in Teesdale, ,E06000047,County Durham,395986,528754,-2.06373,54.65390015,42523274.1144325,29754.3519942958
8628,E04010665,Middridge, ,E06000047,County Durham,425723,526162,-1.60307002,54.63000107,3214122.64575288,8787.03814016638
8629,E04010666,Monk Hesleden, ,E06000047,County Durham,445702,538565,-1.29167998,54.74000168,10917370.9490216,18155.8098295502
8630,E04010667,Mordon, ,E06000047,County Durham,432493,525028,-1.49833,54.61940002,22366959.8655827,28077.3710344526
8631,E04010668,Morton Tinmouth, ,E06000047,County Durham,418941,520763,-1.70846999,54.58169937,1671633.06426155,6030.721414925
8632,E04010669,Muggleswick, ,E06000047,County Durham,403414,546406,-1.94841003,54.8125,50349506.7012889,41791.4871327128
8633,E04010670,Murton, ,E06000047,County Durham,439216,546585,-1.39134002,54.81259918,7674594.38214324,13570.6871837752
8634,E04010671,Nesbitt, ,E06000047,County Durham,445508,536642,-1.29499996,54.72269821,1356047.58617488,5897.36948117072
8635,E04010672,Newbiggin, ,E06000047,County Durham,391302,530207,-2.13636994,54.66690063,18785269.6162653,20651.3996970923
8636,E04010673,North Lodge, ,E06000047,County Durham,427728,553313,-1.56944001,54.87379837,4847076.95175138,14200.5114803771
8637,E04010674,Ouston, ,E06000047,County Durham,426237,554921,-1.59253001,54.88840103,2540725.08308395,6874.20793886569
8638,E04010675,Ovington, ,E06000047,County Durham,413667,514710,-1.79034996,54.52750015,2111825.80264455,6256.87620955757
8639,E04010676,Pelton, ,E06000047,County Durham,424656,552637,-1.61737001,54.86790085,3748280.04688115,11882.7781343616
8640,E04010677,Peterlee, ,E06000047,County Durham,442854,540588,-1.33562005,54.75839996,8091994.0919329,16989.8975465269
8641,E04010678,Pittington, ,E06000047,County Durham,432730,544074,-1.49254,54.79050064,8255010.62879403,16795.7451182252
8642,E04010679,Raby with Keverstone, ,E06000047,County Durham,411782,522096,-1.81918001,54.59389877,11366310.606731,20285.9673862552
8643,E04010680,Rokeby, ,E06000047,County Durham,408171,513489,-1.87530005,54.51660156,4691270.91746997,14497.261929874
8644,E04010681,Romaldkirk, ,E06000047,County Durham,396609,521562,-2.05398989,54.58919907,5513267.26296169,21450.429979001
8645,E04010682,Sacriston, ,E06000047,County Durham,423381,547698,-1.63762999,54.82360077,4110191.07638531,12117.4393978316
8646,E04010683,Satley, ,E06000047,County Durham,410648,542759,-1.83598006,54.77959824,19918690.3456969,21810.0825810903
8647,E04010684,Scargill, ,E06000047,County Durham,402265,510265,-1.96654999,54.48770142,20988703.1640726,24813.8249906833
8648,E04010685,Seaham, ,E06000047,County Durham,441944,549684,-1.34844995,54.84019852,10025566.9438726,19351.9859058795
8649,E04010686,Seaton with Slingley, ,E06000047,County Durham,438780,549243,-1.39777005,54.83649826,5605757.30789362,11598.4836182271
8650,E04010687,Sedgefield, ,E06000047,County Durham,438220,528617,-1.40919006,54.65119934,49147023.2868808,43336.9749660691
8651,E04010688,Shadforth, ,E06000047,County Durham,435558,541063,-1.44893003,54.76319885,12625272.2609973,18479.2943690617
8652,E04010689,Sheraton with Hulam, ,E06000047,County Durham,444097,535408,-1.31709003,54.71179962,9459518.02465424,18664.2471527633
8653,E04010690,Sherburn Village, ,E06000047,County Durham,431848,542380,-1.50644004,54.77529907,5049573.7527875,14268.9444731215
8654,E04010691,Shildon, ,E06000047,County Durham,422704,526165,-1.64984,54.63010025,10151135.9592663,14680.5453384337
8655,E04010693,Shotton, ,E06000047,County Durham,439654,540369,-1.38537002,54.75669861,7331235.43401908,13580.6174365226
8656,E04010694,South Bedburn, ,E06000047,County Durham,407326,529502,-1.88795996,54.66059875,40924106.1625145,49845.0448280249
8657,E04010695,South Hetton, ,E06000047,County Durham,437759,544970,-1.41421998,54.7981987,3664585.53124753,12472.6496121886
8658,E04010696,Spennymoor, ,E06000047,County Durham,424403,533217,-1.62293005,54.69340134,30456478.6789429,31833.3070137226
8659,E04010697,Staindrop, ,E06000047,County Durham,411894,520775,-1.8175,54.58209991,8113949.97596841,21702.6962911017
8660,E04010698,Stanhope, ,E06000047,County Durham,391044,538217,-2.14061999,54.73880005,255515540.075473,80021.2579747004
8661,E04010699,Stanley, ,E06000047,County Durham,418475,552923,-1.71364999,54.87070084,36506652.7688408,33457.4626466109
8662,E04010700,Startforth, ,E06000047,County Durham,404131,515645,-1.93766999,54.53609848,4080431.29245508,10132.7362773664
8663,E04010701,Streatlam and Stainton, ,E06000047,County Durham,408027,519348,-1.87737,54.56930161,11896546.7336434,17807.4538287996
8664,E04010702,Thornley, ,E06000047,County Durham,436092,538914,-1.44088995,54.7439003,4629593.34745931,9965.12448850831
8665,E04010703,Tow Law, ,E06000047,County Durham,412111,539034,-1.81339002,54.74610138,1935174.38478712,6576.2624546955
8666,E04010704,Trimdon, ,E06000047,County Durham,437364,534340,-1.42172003,54.70270157,10247213.6598345,15882.6396907231
8667,E04010705,Trimdon Foundry, ,E06000047,County Durham,437522,536965,-1.41893005,54.72629929,2019780.67095271,8002.68341631651
8668,E04010706,Urpeth, ,E06000047,County Durham,424626,554398,-1.61767995,54.88370132,7502456.03224993,20822.1249940283
8669,E04010707,Wackerfield, ,E06000047,County Durham,415552,521847,-1.76084995,54.59159851,3046443.93087057,8353.36879451516
8670,E04010708,Waldridge, ,E06000047,County Durham,425332,549754,-1.60709,54.84199905,2913230.76898424,8333.93956762533
8671,E04010709,West Auckland, ,E06000047,County Durham,418141,526105,-1.72052002,54.62979889,1046437.42812186,4805.66317573092
8672,E04010710,West Rainton, ,E06000047,County Durham,431513,547203,-1.51111996,54.81869888,8405341.05148974,15116.8921125795
8673,E04010711,Westwick, ,E06000047,County Durham,407666,515959,-1.88303995,54.53879929,5921843.62468391,12234.4733508038
8674,E04010712,Wheatley Hill, ,E06000047,County Durham,438139,538524,-1.40915,54.74020004,5907848.65049005,12330.5299637994
8675,E04010713,Whorlton, ,E06000047,County Durham,410547,516213,-1.83850002,54.54109955,7969105.57481983,13315.7119413011
8676,E04010714,Windlestone, ,E06000047,County Durham,426465,527983,-1.59142005,54.64630127,7291815.91244707,15205.4021179786
8677,E04010715,Wingate, ,E06000047,County Durham,440089,533873,-1.37950003,54.69829941,10783202.4964236,20678.0358734879
8678,E04010716,Winston, ,E06000047,County Durham,412688,516802,-1.80537999,54.54629898,12283629.7114729,20694.6046347591
8679,E04010717,Witton Gilbert, ,E06000047,County Durham,424285,546049,-1.62370002,54.80870056,11074723.6437978,21475.7569749077
8680,E04010718,Witton-le-Wear, ,E06000047,County Durham,415026,532352,-1.76845002,54.68600082,7145675.16480051,13731.3815430045
8681,E04010719,Wolsingham, ,E06000047,County Durham,408076,537952,-1.87609994,54.73649979,85229816.7480172,59081.637388563
8682,E04010720,"Wolsingham Park Moor lands cmn to Stanhope, Tow Law and Wolsingham", ,E06000047,County Durham,403140,540914,-1.95272994,54.76309967,8388392.45942193,17430.3786926616
8683,E04010721,Woodland, ,E06000047,County Durham,404945,526437,-1.92491996,54.63299942,11657445.9203019,16840.1146004778
8684,E04010722,Wycliffe with Thorpe, ,E06000047,County Durham,411894,513405,-1.81779003,54.51580048,10182457.1917732,17556.3261364005
8685,E04010723,Lands Common to Brancepeth and Brandon and Byshottles, ,E06000047,County Durham,418709,539135,-1.71089005,54.74679947,43423.67589054,1076.1462533341
8686,E04010724,"Lands common to Hamsterley, Lynesack and Softley and South Bedburn", ,E06000047,County Durham,406778,532179,-1.89638996,54.68460083,8219595.88137468,23780.210607316
8687,E04010725,Acklington, ,E06000057,Northumberland,421107,602681,-1.66896999,55.31769943,17453853.3943783,28838.0770957494
8688,E04010726,Acomb, ,E06000057,Northumberland,393924,566929,-2.09650993,54.99689865,11489156.8393151,17553.18883835
8689,E04010727,Adderstone with Lucker, ,E06000057,Northumberland,413937,629153,-1.78064001,55.55590057,31267001.6359464,29478.2794541547
8690,E04010728,Akeld, ,E06000057,Northumberland,396328,629029,-2.05977011,55.55490112,15580838.898671,21725.2923269439
8691,E04010729,Allendale, ,E06000057,Northumberland,383988,552190,-2.25098991,54.86420059,108514106.888117,53897.9468298542
8692,E04010730,Alnham, ,E06000057,Northumberland,396301,613896,-2.05998993,55.41899872,59103655.7727714,46032.6765057404
8693,E04010731,Alnmouth, ,E06000057,Northumberland,424089,609167,-1.62143004,55.37590027,4402309.17109608,19968.9040795047
8694,E04010732,Alnwick, ,E06000057,Northumberland,415180,611196,-1.76190996,55.39450073,19323645.7946872,30222.7608105484
8695,E04010733,Alwinton, ,E06000057,Northumberland,385990,610638,-2.22270989,55.38949966,155343700.68761,78060.103830929
8696,E04010734,Amble by the Sea, ,E06000057,Northumberland,425772,603644,-1.59537995,55.32619858,5112024.8571366,16677.6789967454
8697,E04010735,Ancroft, ,E06000057,Northumberland,400932,646640,-1.98673999,55.71319962,47095488.7400587,44890.3033758539
8698,E04010737,Bamburgh, ,E06000057,Northumberland,417714,633392,-1.72049999,55.59379959,14449484.1765055,21882.8820840723
8699,E04010738,Bardon Mill, ,E06000057,Northumberland,377740,562444,-2.34912992,54.95610046,33561468.5249422,39760.7095809316
8700,E04010739,Bavington, ,E06000057,Northumberland,396400,580459,-2.05799007,55.11849976,32938186.9167103,32140.5381675954
8701,E04010741,Belford, ,E06000057,Northumberland,410344,631829,-1.83748996,55.58000183,21140143.9667141,22904.0690971075
8702,E04010742,Bellingham, ,E06000057,Northumberland,383020,585981,-2.26809001,55.16790009,57013906.8003643,40538.9770196683
8703,E04010743,Belsay, ,E06000057,Northumberland,408466,578813,-1.86886001,55.10369873,46554466.2677766,36444.3519497046
8704,E04010744,Berwick-upon-Tweed, ,E06000057,Northumberland,397382,654593,-2.04331994,55.7845993,25971752.647819,39299.9364851514
8705,E04010745,Bewick, ,E06000057,Northumberland,409456,622454,-1.85188997,55.49580002,26927602.0417519,28532.7753611446
8706,E04010746,Biddlestone, ,E06000057,Northumberland,394109,608839,-2.09451008,55.37350082,23700442.925986,28954.0845250504
8707,E04010747,Birtley, ,E06000057,Northumberland,388063,581109,-2.18871999,55.12419891,34628693.0929274,40742.9296826662
8708,E04010748,Blanchland, ,E06000057,Northumberland,396235,551898,-2.06017995,54.86190033,21987108.6900634,22293.5514266989
8709,E04010749,Bowsden, ,E06000057,Northumberland,398521,641704,-2.02507997,55.66880035,14287458.8057603,21145.7094983679
8710,E04010750,Branxton, ,E06000057,Northumberland,388975,636888,-2.17664003,55.62540054,6117010.93056959,12893.9519414107
8711,E04010751,Brinkburn, ,E06000057,Northumberland,410980,599531,-1.82866001,55.28979874,20820827.895883,34836.9135344473
8712,E04010752,Broomhaugh and Riding, ,E06000057,Northumberland,401985,561129,-1.97054994,54.94480133,7567289.39494314,14120.2881762948
8713,E04010753,Broomley and Stocksfield, ,E06000057,Northumberland,404110,559840,-1.93738997,54.93320084,17502046.0259878,23309.8050039653
8714,E04010754,Bywell, ,E06000057,Northumberland,403910,564675,-1.94044995,54.97669983,21424871.7752348,22182.9665182243
8715,E04010755,Callaly, ,E06000057,Northumberland,404054,608520,-1.93759,55.37070084,25967951.4640503,23064.8571189221
8716,E04010756,Capheaton, ,E06000057,Northumberland,403466,579308,-1.94721997,55.10820007,22264634.1884083,25662.5259725482
8717,E04010757,Carham, ,E06000057,Northumberland,385266,635214,-2.23545003,55.61029816,43299063.8869274,37482.6864269862
8718,E04010758,Cartington, ,E06000057,Northumberland,406648,603325,-1.89679003,55.32400131,30172868.6393596,34925.335816209
8719,E04010759,Chatton, ,E06000057,Northumberland,405225,630613,-1.91870999,55.56919861,68487687.2272173,48620.8999808936
8720,E04010760,Chillingham, ,E06000057,Northumberland,406806,625454,-1.89375997,55.52280045,15642280.8512095,20008.8181562305
8721,E04010761,Chollerton, ,E06000057,Northumberland,391967,576374,-2.12737012,55.08169937,57242119.7953282,47563.7532838207
8722,E04010762,Coanwood, ,E06000057,Northumberland,370293,557446,-2.46489,54.91080093,25768946.8259183,27488.9845104763
8723,E04010763,Corbridge, ,E06000057,Northumberland,398877,565282,-2.01907992,54.98210144,41494107.5367737,42419.4941495309
8724,E04010764,Cornhill-on-Tweed, ,E06000057,Northumberland,388195,640479,-2.18918991,55.65769958,19965419.112717,22921.9815470114
8725,E04010765,Corsenside, ,E06000057,Northumberland,390300,586625,-2.15384007,55.17380142,46530921.5943377,42249.4034571646
8726,E04010767,Cresswell, ,E06000057,Northumberland,429118,592958,-1.54375005,55.22999954,4823610.0466104,12612.6129336541
8727,E04010768,Denwick, ,E06000057,Northumberland,417864,616239,-1.71921003,55.43970108,48386907.6708694,63424.6559554575
8728,E04010769,Doddington, ,E06000057,Northumberland,398946,634211,-2.01829004,55.60150146,30014860.0733063,27482.993082058
8729,E04010770,Duddo, ,E06000057,Northumberland,392139,643192,-2.12658,55.68209839,28751275.8763067,28936.3101196548
8730,E04010771,Earle, ,E06000057,Northumberland,395291,622906,-2.07610011,55.49990082,34738462.3499674,36220.1695510649
8731,E04010772,Easington, ,E06000057,Northumberland,413353,634379,-1.78963995,55.60279846,11310364.1228184,19278.4295095775
8732,E04010773,East Bedlington, ,E06000057,Northumberland,427584,582963,-1.56884003,55.14030075,10723725.400158,30144.2188744758
8733,E04010774,East Chevington, ,E06000057,Northumberland,424939,599507,-1.60887003,55.28910065,13910908.3989072,17631.5320697613
8734,E04010775,Edlingham, ,E06000057,Northumberland,410802,609030,-1.83109999,55.37509918,42372928.2785815,33799.5774235276
8735,E04010776,Eglingham, ,E06000057,Northumberland,412649,619889,-1.80147004,55.47269821,45136058.822827,38706.7954835479
8736,E04010777,Ellingham, ,E06000057,Northumberland,415877,624896,-1.75013006,55.51760101,27363815.4536401,34455.899010627
8737,E04010778,Ellington and Linton, ,E06000057,Northumberland,426920,592020,-1.57840002,55.22169876,12372281.043112,18266.004858038
8738,E04010779,Elsdon, ,E06000057,Northumberland,394043,592627,-2.09520006,55.22779846,49696464.0442752,43414.7567839333
8739,E04010781,Ewart, ,E06000057,Northumberland,394649,631930,-2.08644009,55.58100128,13501402.7893844,24218.4265254732
8740,E04010782,Falstone, ,E06000057,Northumberland,369144,588038,-2.48613,55.18560028,116305605.75723,58084.2599080178
8741,E04010783,Featherstone, ,E06000057,Northumberland,368055,561578,-2.50026011,54.94779968,16428594.9238167,21748.0627263444
8742,E04010784,Felton, ,E06000057,Northumberland,418599,601772,-1.70854998,55.30970001,11400010.4726297,24728.497621208
8743,E04010785,Ford, ,E06000057,Northumberland,394441,637048,-2.08984995,55.6269989,47422029.9338125,46796.4366080731
8744,E04010786,Glanton, ,E06000057,Northumberland,406443,614487,-1.89976001,55.42419815,5111754.73982199,10307.8704275709
8745,E04010787,Greenhead, ,E06000057,Northumberland,368918,566659,-2.48733997,54.99349976,22127349.4946441,33699.0549885942
8746,E04010788,Greystead, ,E06000057,Northumberland,369699,581336,-2.47670007,55.12549973,79800979.8601247,58503.0358914335
8747,E04010789,Haltwhistle, ,E06000057,Northumberland,369935,565323,-2.47129989,54.98160172,12664204.6817616,17678.3272369871
8748,E04010790,Harbottle, ,E06000057,Northumberland,393188,602501,-2.10888004,55.31650162,41443439.5319438,41442.2956302906
8749,E04010791,Hartburn, ,E06000057,Northumberland,409619,585764,-1.85055995,55.16609955,18467578.6123181,22472.1446833877
8750,E04010792,Hartleyburn, ,E06000057,Northumberland,365202,559326,-2.5445199,54.92739868,14248592.7486085,22081.1718431733
8751,E04010793,Hauxley, ,E06000057,Northumberland,427679,602841,-1.56541002,55.31890106,3048657.51809303,8508.43934011124
8752,E04010794,Haydon, ,E06000057,Northumberland,384575,564565,-2.24252009,54.9754982,71254073.1352171,50780.2774721626
8753,E04010795,Healey, ,E06000057,Northumberland,401110,556044,-1.98422003,54.89910126,31418179.3611113,34980.9733515461
8754,E04010796,Hebron, ,E06000057,Northumberland,418420,589253,-1.71218002,55.19720078,20217621.2831465,21663.8278104113
8755,E04010797,Heddon-on-the-Wall, ,E06000057,Northumberland,412275,567300,-1.80964994,55.00009918,18811496.8970839,23739.6803227545
8756,E04010798,Hedgeley, ,E06000057,Northumberland,409795,616356,-1.84674001,55.44100189,36546058.9538314,31523.8772809076
8757,E04010800,Henshaw, ,E06000057,Northumberland,372966,572511,-2.42462993,55.04639816,53255813.7859271,57416.8677740815
8758,E04010801,Hepple, ,E06000057,Northumberland,392979,599086,-2.11209011,55.28590012,61063752.3443937,54013.9233084106
8759,E04010802,Hepscott, ,E06000057,Northumberland,422273,584124,-1.65206003,55.15100098,9360856.93338565,16957.0158481649
8760,E04010803,Hesleyhurst, ,E06000057,Northumberland,407569,598117,-1.88241005,55.27709961,9751941.92866547,17233.0620663302
8761,E04010804,Hexham, ,E06000057,Northumberland,392450,563526,-2.11946011,54.96630096,23981132.0370563,24893.5753364203
8762,E04010807,Hollinghill, ,E06000057,Northumberland,401922,593438,-1.97133005,55.23509979,49112468.093325,40821.6688856582
8763,E04010808,Holy Island, ,E06000057,Northumberland,413085,642802,-1.79349995,55.67850113,4819019.64329613,15089.457575226
8764,E04010810,Horsley, ,E06000057,Northumberland,407413,566630,-1.88566995,54.99420166,15880515.8437386,23531.1072756102
8765,E04010811,Humshaugh, ,E06000057,Northumberland,390281,571887,-2.15362,55.04140091,11974050.5443996,17306.1429354894
8766,E04010812,Ilderton, ,E06000057,Northumberland,398848,621308,-2.01978993,55.48559952,36325906.5745731,32474.1799384294
8767,E04010813,Ingram, ,E06000057,Northumberland,399307,616517,-2.01251006,55.44250107,53293253.5401362,44055.1965035124
8768,E04010814,Kielder, ,E06000057,Northumberland,364027,595539,-2.56745005,55.25270081,143851834.756667,72754.1650331359
8769,E04010815,Kilham, ,E06000057,Northumberland,386174,630666,-2.22080994,55.56949997,31618691.8609822,33297.2470950493
8770,E04010816,Kirknewton, ,E06000057,Northumberland,390630,626301,-2.1500001,55.53030014,72960223.5609627,48390.3986711749
8771,E04010817,Kirkwhelpington, ,E06000057,Northumberland,397420,584312,-2.0420301,55.15309906,48034233.2659085,38192.4671551286
8772,E04010818,Knaresdale with Kirkhaugh, ,E06000057,Northumberland,368433,551273,-2.49322009,54.8553009,90135435.1093032,39631.0952530579
8773,E04010819,Kyloe, ,E06000057,Northumberland,406070,640909,-1.90508997,55.6617012,39854894.4130808,48071.3071528
8774,E04010820,Lesbury, ,E06000057,Northumberland,423335,611567,-1.63312995,55.39749908,16470131.4390654,26282.7030418214
8775,E04010821,Lilburn, ,E06000057,Northumberland,403234,624790,-1.95035005,55.51679993,16209100.4068653,20296.7601615037
8776,E04010822,Longframlington, ,E06000057,Northumberland,412846,602630,-1.79913998,55.31760025,20633458.7480028,25958.745699419
8777,E04010823,Longhirst, ,E06000057,Northumberland,422843,589492,-1.64268005,55.19919968,11048430.0830776,17940.2021709223
8778,E04010824,Longhorsley, ,E06000057,Northumberland,414401,595181,-1.77502,55.25059891,25097508.8747944,28075.7511235045
8779,E04010825,Longhoughton, ,E06000057,Northumberland,423911,616614,-1.62361002,55.44279861,22995839.4383124,27371.6052186926
8780,E04010826,Lowick, ,E06000057,Northumberland,401443,637973,-1.97864997,55.63529968,37832943.5042579,35504.7939934523
8781,E04010827,Lynemouth, ,E06000057,Northumberland,429477,590830,-1.53832996,55.21080017,1396743.48885092,5507.06424917675
8782,E04010828,Matfen, ,E06000057,Northumberland,403038,573005,-1.95398998,55.05149841,42219462.9357331,38494.0503172125
8783,E04010829,Meldon, ,E06000057,Northumberland,413532,585821,-1.78912997,55.16650009,29129030.375163,30700.2997664307
8784,E04010830,Melkridge, ,E06000057,Northumberland,373370,567126,-2.41779995,54.9980011,17993537.0172919,27508.6216237124
8785,E04010831,Middleton, ,E06000057,Northumberland,410355,636548,-1.83713996,55.62239838,23828306.3335562,30700.7542847333
8786,E04010832,Milfield, ,E06000057,Northumberland,392955,633614,-2.11335993,55.59609985,6219642.82962891,12552.710963674
8787,E04010833,Mitford, ,E06000057,Northumberland,417238,584672,-1.73102999,55.15610123,15418683.5285685,22071.5222363799
8788,E04010834,Morpeth, ,E06000057,Northumberland,419875,585829,-1.68956995,55.16640091,8970436.55027846,13725.7813068958
8789,E04010835,Netherton, ,E06000057,Northumberland,398792,606529,-2.02061009,55.35279846,19098696.8521484,22048.6306834261
8790,E04010836,Netherwitton, ,E06000057,Northumberland,410977,590314,-1.82906997,55.20700073,37951000.994765,36693.9093867559
8791,E04010837,Newbiggin by the Sea, ,E06000057,Northumberland,429892,588790,-1.53201997,55.19250107,8729563.25438351,17871.2143590629
8792,E04010838,Newbrough, ,E06000057,Northumberland,385317,569081,-2.23115993,55.01610184,22937373.0086887,26295.8596756983
8793,E04010839,Newton-by-the-Sea, ,E06000057,Northumberland,421681,624589,-1.65823996,55.51459885,15843601.0000928,25490.3777234789
8794,E04010840,Newton-on-the-Moor and Swarland, ,E06000057,Northumberland,418586,604165,-1.70860004,55.33119965,24823592.8197768,39981.763994063
8795,E04010842,Choppington, ,E06000057,Northumberland,425516,584791,-1.60110998,55.15679932,10397749.5748159,17241.377854591
8796,E04010844,Nunnykirk, ,E06000057,Northumberland,409434,594519,-1.85317004,55.24480057,29033514.1213735,34849.1753070489
8797,E04010845,Ord, ,E06000057,Northumberland,397145,649633,-2.04703999,55.74010086,14884303.8233639,23029.6855295351
8798,E04010846,Otterburn, ,E06000057,Northumberland,387068,593281,-2.20489001,55.23360062,56815697.6419943,46780.7480725973
8799,E04010847,Ovingham, ,E06000057,Northumberland,408940,564328,-1.86187994,54.9734993,2260459.50207338,7809.29375806542
8800,E04010848,Ovington, ,E06000057,Northumberland,407166,563938,-1.88960004,54.97000122,3868032.81802037,9933.3499271157
8801,E04010850,Plenmeller with Whitfield, ,E06000057,Northumberland,375270,554728,-2.38702989,54.88669968,70869957.5121741,54042.6368864336
8802,E04010851,Ponteland, ,E06000057,Northumberland,414971,573419,-1.76718998,55.05500031,57561245.6747575,42110.4889643893
8803,E04010852,Prudhoe, ,E06000057,Northumberland,408762,562212,-1.86471999,54.95449829,14884829.8062845,21312.2063569987
8804,E04010853,Rennington, ,E06000057,Northumberland,420841,618943,-1.67196,55.46390152,23516131.7942084,24923.3952668834
8805,E04010854,Rochester, ,E06000057,Northumberland,378976,600605,-2.33266997,55.29909897,179201168.186327,73525.6530382788
8806,E04010855,Roddam, ,E06000057,Northumberland,402863,620163,-1.95626998,55.47529984,12346532.2898415,18134.4489153051
8807,E04010856,Rothbury, ,E06000057,Northumberland,405487,601709,-1.91510999,55.30939865,3935580.14070429,10539.1745532541
8808,E04010857,Rothley, ,E06000057,Northumberland,401695,589337,-1.97492003,55.19829941,24427865.2887852,26348.9261264545
8809,E04010858,Sandhoe, ,E06000057,Northumberland,396420,566318,-2.05749011,54.99140167,10902395.8977729,19430.1007081855
8810,E04010859,Shilbottle, ,E06000057,Northumberland,419205,608502,-1.69854999,55.37009811,14412713.0830639,22679.188906946
8811,E04010860,Shoreswood, ,E06000057,Northumberland,395464,647155,-2.07377005,55.71780014,10444864.2768392,16023.2404811398
8812,E04010861,Shotley Low Quarter, ,E06000057,Northumberland,406185,553567,-1.90514004,54.87680054,44291214.9132431,33608.4319172789
8813,E04010862,Simonburn, ,E06000057,Northumberland,383739,573002,-2.25605989,55.05120087,43630186.4862775,45207.8637686047
8814,E04010863,Slaley, ,E06000057,Northumberland,396674,557108,-2.05341005,54.90869904,27427945.9700862,27928.5491244411
8815,E04010864,Snitter, ,E06000057,Northumberland,401245,603754,-1.98193002,55.32780075,8587179.42464676,22131.9075771365
8816,E04010865,Stamfordham, ,E06000057,Northumberland,409000,571164,-1.86073005,55.03490067,32918027.4646467,29490.4785797346
8817,E04010866,Stannington, ,E06000057,Northumberland,420319,579302,-1.68306005,55.10770035,40256920.5535314,37100.2776744738
8818,E04010867,Tarset, ,E06000057,Northumberland,375699,591868,-2.38351989,55.22040176,107826108.216798,51403.3306274562
8819,E04010868,Thirlwall, ,E06000057,Northumberland,366339,568942,-2.52792001,55.01390076,32443931.0710783,34614.7828979113
8820,E04010869,Thirston, ,E06000057,Northumberland,418404,598319,-1.71185005,55.27870178,25717740.0369212,25992.9330205082
8821,E04010870,Thropton, ,E06000057,Northumberland,402759,602425,-1.95808005,55.3158989,3421369.80187993,12461.2708818133
8822,E04010871,Togston, ,E06000057,Northumberland,426232,602064,-1.58827996,55.31200027,4363660.47017234,10778.8929942141
8823,E04010872,Tritlington and West Chevington, ,E06000057,Northumberland,420109,593933,-1.68532002,55.23920059,30951927.2986655,40791.2471272621
8824,E04010873,Ulgham, ,E06000057,Northumberland,422906,591952,-1.64148998,55.22129822,7031871.15825892,14873.2264738615
8825,E04010874,Wall, ,E06000057,Northumberland,395185,570208,-2.07685995,55.02640152,24704428.4996524,26581.2617002879
8826,E04010875,Wallington Demesne, ,E06000057,Northumberland,404539,584459,-1.93032002,55.15439987,28357261.9134787,28889.8331613316
8827,E04010876,Warden, ,E06000057,Northumberland,389654,568663,-2.16332006,55.01240158,12219010.1141394,18843.449340902
8828,E04010877,Wark, ,E06000057,Northumberland,378855,577337,-2.33282995,55.09000015,94342554.6121075,51933.5068830721
