"","0-6","6-12","12-18","18-24","24-30","30-36","36-42","42-48","48-54","54-60","60-66","66-72","72-78","78-84","84-90","90-96","96-102","102+","No Operation Performed","Unknown"
"NWG",0,1.96078431372549,9.80392156862745,27.4509803921569,34.3137254901961,40.1960784313725,46.078431372549,49.0196078431373,59.8039215686274,63.7254901960784,64.7058823529412,72.5490196078431,75.4901960784314,76.4705882352941,77.4509803921569,80.392156862745,82.3529411764706,93.1372549019608,98.0392156862745,100
"OHM",2.64900662251656,7.28476821192053,13.9072847682119,23.1788079470199,33.1125827814570,37.7483443708609,47.0198675496689,62.2516556291391,63.5761589403973,65.5629139072848,70.8609271523179,78.1456953642384,84.1059602649007,84.7682119205298,85.4304635761589,86.7549668874172,88.7417218543046,96.0264900662252,98.0132450331126,100
"OLD",0.997506234413965,5.98503740648379,19.7007481296758,40.3990024937656,54.6134663341646,60.3491271820449,68.3291770573566,76.3092269326683,81.2967581047381,82.2942643391521,83.790523690773,86.5336658354115,87.780548628429,88.2793017456359,89.0274314214464,90.0249376558603,90.7730673316708,94.7630922693267,96.508728179551,100
"PAH",1.47058823529412,5.14705882352941,17.2794117647059,45.5882352941177,68.014705882353,72.4264705882353,76.1029411764706,82.7205882352941,86.0294117647059,88.235294117647,88.9705882352941,90.0735294117647,91.5441176470588,92.2794117647059,93.014705882353,93.3823529411765,93.75,97.7941176470588,100,100
"PCH",0,4.49438202247191,16.8539325842697,35.9550561797753,50.561797752809,58.4269662921348,62.9213483146067,73.0337078651685,79.7752808988764,82.0224719101124,84.2696629213483,85.3932584269663,86.5168539325843,86.5168539325843,86.5168539325843,86.5168539325843,86.5168539325843,92.1348314606741,100,100
"PEH",22.0338983050847,42.3728813559322,61.0169491525424,72.8813559322034,79.6610169491526,84.7457627118644,88.135593220339,89.8305084745763,89.8305084745763,89.8305084745763,89.8305084745763,93.2203389830509,96.6101694915254,98.3050847457627,98.3050847457627,98.3050847457627,98.3050847457627,100,100,100
"PET",3.75335120643432,9.6514745308311,24.1286863270777,51.7426273458445,67.0241286863271,71.0455764075067,77.7479892761394,86.058981233244,90.348525469169,92.225201072386,92.7613941018767,94.1018766756032,94.3699731903485,94.3699731903485,94.9061662198392,95.1742627345845,95.1742627345845,96.514745308311,98.1233243967829,100
"PGH",1.50115473441109,7.39030023094688,17.8983833718245,40.5311778290993,56.0046189376443,65.0115473441109,73.3256351039261,80.94688221709,83.6027713625866,85.5658198614319,87.9907621247113,91.2240184757506,92.6096997690531,93.7644341801386,94.5727482678984,96.189376443418,96.3048498845266,98.6143187066975,99.6535796766744,100
"PIL",2.69360269360269,6.3973063973064,18.8552188552189,33.6700336700337,48.1481481481482,53.8720538720539,62.6262626262626,72.7272727272727,76.4309764309764,78.7878787878788,79.4612794612795,82.1548821548822,84.5117845117845,85.5218855218855,86.1952861952862,86.8686868686869,87.2053872053872,92.2558922558923,96.6329966329967,100
"PIN",0,0.970873786407767,9.06148867313916,21.6828478964401,26.5372168284790,30.4207119741100,40.453074433657,48.5436893203884,52.4271844660194,55.3398058252427,57.2815533980583,62.4595469255664,64.4012944983819,65.0485436893204,66.990291262136,69.2556634304207,70.5501618122977,84.1423948220065,91.26213592233,100
"PLY",0.785854616895874,4.51866404715128,15.3241650294695,40.0785854616896,48.7229862475442,55.7956777996071,64.6365422396857,73.8703339882122,77.6031434184676,78.9783889980354,82.5147347740668,86.2475442043222,88.6051080550098,89.1944990176817,90.1768172888016,91.7485265225933,91.9449901768173,97.8388998035363,99.803536345776,100
"PMS",0,4.40771349862259,20.1101928374656,50.4132231404959,71.3498622589532,77.4104683195592,82.0936639118457,88.4297520661157,92.5619834710744,94.2148760330579,94.2148760330579,95.5922865013774,96.1432506887052,96.4187327823691,96.969696969697,96.969696969697,97.7961432506887,98.8980716253443,100,100
"QAP",0.458715596330275,9.32721712538226,27.3700305810398,54.2813455657492,74.4648318042813,80.1223241590214,85.3211009174312,90.0611620795107,93.5779816513761,94.4954128440367,95.7186544342508,96.4831804281346,97.0948012232416,97.2477064220184,97.4006116207951,97.7064220183486,98.6238532110092,99.0825688073395,100,100
"QEB",0.31055900621118,3.1055900621118,13.0434782608696,33.2298136645963,47.2049689440994,53.7267080745342,63.6645962732919,74.223602484472,79.192546583851,80.7453416149068,82.608695652174,86.335403726708,86.9565217391304,87.5776397515528,88.5093167701863,89.751552795031,90.6832298136646,96.583850931677,99.6894409937888,100
"QEG",2.78745644599303,8.3623693379791,25.7839721254355,52.9616724738676,67.9442508710801,74.2160278745645,80.1393728222996,83.623693379791,85.7142857142857,87.1080139372822,87.8048780487805,90.2439024390244,91.2891986062718,91.6376306620209,91.6376306620209,92.3344947735192,92.6829268292683,96.8641114982578,99.6515679442509,100
"QEQ",1.38888888888889,6.48148148148148,21.9907407407407,44.4444444444444,65.0462962962963,68.75,74.7685185185185,83.7962962962963,88.1944444444445,88.8888888888889,90.7407407407407,91.8981481481482,92.5925925925926,92.824074074074,93.287037037037,94.4444444444444,94.675925925926,99.537037037037,100,100
"QEW",2.38095238095238,11.9047619047619,29.1666666666667,50.5952380952381,63.6904761904762,67.2619047619048,73.8095238095238,77.9761904761905,79.1666666666667,79.7619047619048,80.357142857143,83.9285714285714,83.9285714285714,83.9285714285714,85.1190476190476,86.3095238095238,86.3095238095238,93.452380952381,98.2142857142857,100
"QKL",1.86915887850467,7.16510903426791,21.8068535825545,49.5327102803738,67.9127725856698,73.8317757009346,81.619937694704,86.6043613707165,90.031152647975,90.3426791277259,91.588785046729,93.7694704049844,94.0809968847352,94.392523364486,94.392523364486,95.0155763239875,95.9501557632399,97.5077881619938,100,100
"RAD",0.227272727272727,3.40909090909091,15.4545454545455,37.7272727272727,52.7272727272727,62.2727272727273,71.8181818181818,80.9090909090909,85.4545454545455,86.1363636363636,87.9545454545455,90.6818181818182,91.3636363636364,91.8181818181818,92.2727272727273,93.6363636363636,94.090909090909,95.2272727272727,98.8636363636364,100
"RBE",0.229357798165138,3.44036697247706,19.2660550458716,46.5596330275229,61.9266055045872,66.0550458715596,71.7889908256881,81.651376146789,85.7798165137615,86.0091743119266,87.6146788990826,88.7614678899082,90.3669724770642,91.0550458715596,91.743119266055,91.9724770642202,92.2018348623853,95.8715596330275,100,100
"RCH",1.75824175824176,6.15384615384615,15.8241758241758,34.9450549450549,53.4065934065934,58.6813186813187,63.5164835164835,74.5054945054945,80.2197802197802,81.3186813186813,83.956043956044,87.4725274725275,89.2307692307692,89.6703296703297,90.989010989011,93.6263736263736,94.2857142857143,98.2417582417582,98.901098901099,100
"RDE",1.64533820840951,7.86106032906764,23.2175502742230,46.9835466179159,61.7915904936015,68.1901279707495,76.599634369287,83.180987202925,87.5685557586837,89.3967093235832,91.2248628884826,93.235831809872,94.5155393053016,95.4296160877514,95.6124314442413,96.1608775137111,96.709323583181,97.6234003656307,100,100
"RED",1.38248847926267,6.4516129032258,20.2764976958525,41.0138248847926,63.1336405529954,69.1244239631336,72.8110599078341,79.7235023041475,82.4884792626728,85.2534562211982,86.1751152073733,87.0967741935484,88.4792626728111,88.9400921658986,89.8617511520738,91.705069124424,92.1658986175115,95.3917050691244,98.6175115207373,100
"RFH",0,1.48514851485149,5.94059405940594,19.3069306930693,27.7227722772277,32.1782178217822,44.0594059405941,55.4455445544554,61.3861386138614,63.3663366336634,66.8316831683168,73.2673267326733,75.7425742574257,78.2178217821782,80.6930693069307,83.1683168316832,84.6534653465347,89.6039603960396,97.029702970297,100
"RGH",3.125,6.25,12.0535714285714,29.0178571428571,40.1785714285714,43.75,50,61.6071428571429,68.3035714285714,69.1964285714286,74.1071428571429,77.6785714285714,80.8035714285714,82.1428571428571,83.9285714285714,85.2678571428571,87.9464285714286,97.7678571428571,100,100
"RLI",0.377358490566038,5.28301886792453,18.1132075471698,35.8490566037736,46.7924528301887,54.3396226415094,63.3962264150943,74.3396226415094,80.754716981132,84.9056603773585,89.811320754717,95.0943396226415,95.8490566037736,95.8490566037736,96.9811320754717,97.7358490566038,98.1132075471698,99.622641509434,100,100
"RLU",0.581395348837209,4.65116279069767,18.0232558139535,37.2093023255814,48.546511627907,54.0697674418605,60.4651162790698,67.7325581395349,75.5813953488372,79.3604651162791,82.2674418604651,86.9186046511628,88.3720930232558,89.5348837209302,89.8255813953488,91.2790697674419,93.8953488372093,97.3837209302326,100,100
"ROT",0.36101083032491,3.24909747292419,9.74729241877256,26.3537906137184,42.2382671480144,49.0974729241877,53.7906137184116,63.1768953068592,71.841155234657,77.2563176895307,79.0613718411552,81.5884476534296,86.2815884476534,86.6425992779783,87.3646209386281,88.086642599278,89.5306859205776,93.1407942238267,99.638989169675,100
"RPH",1.06666666666667,5.33333333333333,15.4666666666667,34.1333333333333,48.5333333333333,53.0666666666667,58.6666666666667,67.4666666666667,74.6666666666667,76.8,77.8666666666667,81.0666666666667,81.6,83.4666666666667,84.5333333333333,85.3333333333333,85.6,89.3333333333333,89.8666666666667,100
"RSC",0.886917960088692,3.76940133037694,13.5254988913525,31.4855875831486,46.7849223946785,53.2150776053215,64.3015521064302,78.7139689578714,83.5920177383592,85.5875831485587,88.2483370288248,91.130820399113,91.5742793791574,92.4611973392461,92.9046563192904,95.1219512195122,95.3436807095343,98.0044345898004,99.5565410199556,100
"RSS",0.325732899022801,2.60586319218241,9.44625407166124,22.8013029315961,30.2931596091205,31.9218241042345,35.5048859934853,45.928338762215,52.7687296416938,53.4201954397394,57.0032573289902,60.9120521172638,62.2149837133550,63.1921824104234,66.4495114006515,69.0553745928339,69.3811074918567,76.5472312703583,97.0684039087948,100
"RSU",3.2258064516129,8.79765395894428,21.9941348973607,49.266862170088,67.741935483871,73.900293255132,80.9384164222874,87.683284457478,90.9090909090909,92.0821114369501,93.841642228739,94.7214076246334,95.6011730205279,96.1876832844575,96.1876832844575,96.4809384164223,96.4809384164223,96.7741935483871,100,100
"RUS",1.35440180586907,5.86907449209932,22.5733634311512,56.2076749435666,73.13769751693,78.7810383747178,84.4243792325056,88.0361173814898,91.647855530474,91.8735891647855,93.2279909706546,93.4537246049661,93.6794582392776,93.9051918735891,94.1309255079007,94.5823927765237,95.0338600451467,98.1941309255079,100,100
"RVB",0.4739336492891,1.77725118483412,4.85781990521327,9.12322274881517,15.6398104265403,19.3127962085308,27.9620853080569,43.6018957345972,55.0947867298578,58.6492890995261,64.0995260663507,71.3270142180095,76.5402843601896,77.60663507109,80.6872037914692,84.478672985782,87.2037914691943,96.8009478672986,100,100
"RVN",0.234741784037559,6.8075117370892,23.7089201877934,47.4178403755868,65.0234741784037,69.9530516431925,73.4741784037559,79.3427230046948,81.924882629108,83.3333333333333,84.5070422535211,86.150234741784,86.6197183098591,86.6197183098591,87.0892018779343,88.0281690140845,88.7323943661972,92.9577464788732,99.7652582159624,100
"SAL",3.53982300884956,9.29203539823009,26.5486725663717,51.7699115044248,65.929203539823,72.566371681416,78.3185840707965,84.9557522123894,89.3805309734513,90.2654867256637,92.0353982300885,93.3628318584071,93.8053097345133,93.8053097345133,94.6902654867257,95.575221238938,96.0176991150443,98.6725663716815,100,100
"SAN",0.854700854700855,5.6980056980057,21.0826210826211,45.2991452991453,55.5555555555556,60.6837606837607,66.951566951567,75.2136752136752,79.4871794871795,80.6267806267806,83.1908831908832,85.7549857549858,87.1794871794872,88.034188034188,88.6039886039886,90.02849002849,90.8831908831909,97.7207977207977,99.4301994301994,100
"SCA",1.67364016736402,8.36820083682008,22.1757322175732,46.0251046025105,67.3640167364017,73.2217573221757,79.4979079497908,88.2845188284519,89.539748953975,89.9581589958159,89.9581589958159,90.794979079498,91.63179916318,92.468619246862,93.305439330544,93.723849372385,93.723849372385,96.234309623431,97.071129707113,100
"SCM",0.99255583126551,4.71464019851117,12.4069478908189,28.7841191066998,39.9503722084367,44.4168734491315,52.1091811414392,64.0198511166253,74.6898263027295,76.923076923077,78.908188585608,82.6302729528536,85.8560794044665,86.848635235732,89.5781637717122,90.0744416873449,91.0669975186104,96.029776674938,99.7518610421836,100
"SCU",0.869565217391304,3.91304347826087,11.7391304347826,23.0434782608696,33.9130434782609,36.9565217391304,41.7391304347826,53.0434782608696,57.3913043478261,59.5652173913043,61.304347826087,65.2173913043478,67.8260869565217,68.2608695652174,70,75.6521739130435,78.2608695652174,92.6086956521739,98.695652173913,100
"SDG",1.36363636363636,5,13.1818181818182,26.3636363636364,42.7272727272727,50.9090909090909,57.7272727272727,71.8181818181818,83.6363636363636,84.090909090909,86.8181818181818,90,91.3636363636364,92.2727272727273,92.7272727272727,93.6363636363636,93.6363636363636,97.2727272727273,100,100
"SEH",0.675675675675676,4.95495495495495,16.4414414414414,39.4144144144144,56.3063063063063,60.5855855855856,65.990990990991,74.0990990990991,81.7567567567567,84.2342342342342,85.3603603603603,88.063063063063,90.09009009009,90.7657657657658,91.6666666666667,92.5675675675676,93.918918918919,96.8468468468469,99.0990990990991,100
"SGH",1.98198198198198,5.76576576576577,13.8738738738739,33.5135135135135,49.9099099099099,58.9189189189189,64.3243243243243,74.7747747747748,81.6216216216216,82.7027027027027,85.4054054054054,89.5495495495496,90.8108108108108,91.8918918918919,92.2522522522523,94.2342342342343,95.1351351351352,98.918918918919,100,100
"SHC",1.34048257372654,6.4343163538874,17.6943699731903,41.8230563002681,56.3002680965147,59.7855227882037,67.5603217158177,77.7479892761394,81.2332439678284,82.573726541555,83.9142091152815,86.3270777479893,87.1313672922252,87.1313672922252,87.9356568364611,89.0080428954424,89.0080428954424,92.2252010723861,98.1233243967828,100
"SHH",0.414937759336100,8.7136929460581,24.0663900414938,48.1327800829876,60.9958506224066,64.3153526970954,68.8796680497925,76.7634854771784,81.3278008298755,82.5726141078838,84.6473029045643,87.136929460581,89.2116182572614,89.6265560165975,90.0414937759336,90.8713692946058,91.2863070539419,96.6804979253112,97.9253112033195,100
"SHJ",7.86516853932584,21.3483146067416,31.4606741573034,57.3033707865169,84.2696629213483,84.2696629213483,86.5168539325843,91.0112359550562,93.2584269662921,94.3820224719101,94.3820224719101,95.505617977528,95.505617977528,95.505617977528,95.505617977528,95.505617977528,95.505617977528,97.752808988764,100,100
"SLF",0.934579439252336,4.67289719626168,17.7570093457944,37.3831775700935,48.5981308411215,53.2710280373832,61.6822429906542,70.0934579439252,71.96261682243,72.8971962616822,74.2990654205607,77.1028037383177,78.5046728971963,78.9719626168224,82.7102803738318,85.0467289719626,85.5140186915888,93.4579439252336,100,100
"SMV",1.65289256198347,3.03030303030303,13.4986225895317,36.0881542699724,46.5564738292011,51.5151515151515,62.2589531680441,74.3801652892562,81.8181818181818,83.7465564738292,86.7768595041322,90.358126721763,90.9090909090909,91.1845730027548,91.4600550964187,92.0110192837465,92.0110192837465,96.1432506887052,98.6225895316804,100
"SOU",1.40186915887850,5.14018691588785,21.0280373831776,49.5327102803738,60.7476635514019,66.8224299065421,73.8317757009346,80.8411214953271,83.644859813084,84.5794392523364,85.981308411215,87.8504672897196,87.8504672897196,88.3177570093458,89.2523364485981,89.7196261682243,89.7196261682243,93.9252336448598,100,100
"SPH",0.495049504950495,6.18811881188119,24.2574257425743,54.7029702970297,68.3168316831683,74.009900990099,81.4356435643564,87.3762376237624,90.8415841584158,91.0891089108911,93.069306930693,94.5544554455445,95.049504950495,95.049504950495,95.7920792079208,96.2871287128713,96.5346534653465,98.2673267326733,100,100
"STD",0.543478260869565,2.17391304347826,7.06521739130435,16.8478260869565,35.3260869565217,38.0434782608696,44.5652173913044,54.8913043478261,64.1304347826087,68.4782608695652,69.5652173913043,72.8260869565217,76.6304347826087,78.804347826087,79.891304347826,81.5217391304348,84.2391304347826,95.6521739130435,99.4565217391304,100
"STH",0.512820512820513,3.58974358974359,25.6410256410256,53.8461538461538,67.6923076923077,72.8205128205128,77.948717948718,84.1025641025641,86.1538461538462,86.1538461538462,87.1794871794872,90.2564102564103,90.7692307692308,91.2820512820513,92.8205128205128,93.8461538461538,93.8461538461538,98.974358974359,100,100
"STM",0.763358778625954,4.58015267175573,11.4503816793893,24.4274809160305,31.2977099236641,37.4045801526718,41.9847328244275,51.9083969465649,61.8320610687023,64.8854961832061,68.7022900763359,76.3358778625954,79.3893129770992,80.9160305343511,81.679389312977,83.206106870229,85.4961832061069,97.709923664122,98.473282442748,100
"STO",1.2531328320802,6.51629072681704,19.7994987468672,41.6040100250627,57.8947368421053,66.6666666666667,72.6817042606516,80.7017543859649,85.2130325814536,86.4661654135338,87.719298245614,88.9724310776942,90.7268170426065,91.2280701754386,92.4812030075188,93.483709273183,93.734335839599,96.4912280701754,99.749373433584,100
"STR",0.625,3.125,15.625,31.875,43.4375,50,61.875,71.5625,78.125,79.0625,82.5,88.4375,90.3125,90.3125,91.5625,92.5,94.0625,97.1875,99.375,100
"SUN",0.269541778975741,3.77358490566038,19.4070080862534,43.1266846361186,57.9514824797844,63.0727762803235,70.88948787062,76.2803234501348,80.8625336927224,81.6711590296496,83.288409703504,86.2533692722372,87.8706199460916,88.1401617250674,88.4097035040431,89.487870619946,90.0269541778976,94.878706199461,99.4609164420485,100
"TGA",2.14285714285714,6.42857142857143,14.2857142857143,27.1428571428571,42.1428571428571,46.4285714285714,50.7142857142857,58.5714285714286,65,65.7142857142857,67.8571428571428,70.7142857142857,75.7142857142857,75.7142857142857,75.7142857142857,76.4285714285714,79.2857142857143,90.7142857142857,93.5714285714286,100
"TLF",1.46341463414634,6.34146341463415,17.5609756097561,36.0975609756098,46.8292682926829,51.7073170731707,55.609756097561,65.3658536585366,72.6829268292683,74.6341463414634,76.5853658536585,79.5121951219512,81.9512195121951,83.4146341463415,84.390243902439,88.780487804878,89.2682926829268,95.1219512195122,100,100
"TOR",6.07594936708861,10.8860759493671,20.2531645569620,34.1772151898734,45.5696202531646,49.620253164557,56.4556962025316,69.367088607595,75.1898734177215,77.4683544303797,81.7721518987342,84.8101265822785,87.0886075949367,87.5949367088608,89.873417721519,91.3924050632912,91.6455696202532,95.4430379746835,96.2025316455696,100
"TRA",1.09890109890110,5.49450549450549,26.3736263736264,53.8461538461538,69.2307692307692,72.5274725274725,76.9230769230769,80.2197802197802,83.5164835164835,84.6153846153846,86.8131868131868,87.9120879120879,90.1098901098901,90.1098901098901,91.2087912087912,91.2087912087912,93.4065934065934,95.6043956043956,98.901098901099,100
"UHC",1.27118644067797,11.0169491525424,34.5338983050847,62.5,79.4491525423729,83.0508474576271,86.4406779661017,89.1949152542373,91.1016949152543,91.3135593220339,92.3728813559322,93.2203389830509,93.8559322033899,94.0677966101695,94.2796610169492,94.9152542372882,95.3389830508475,96.3983050847458,99.5762711864407,100
"UHN",1.36570561456753,4.24886191198786,14.5675265553869,38.6949924127466,55.5386949924127,62.0637329286798,69.6509863429439,79.5144157814871,84.0667678300455,85.2807283763278,87.556904400607,89.0743550834598,89.5295902883156,89.8330804248862,90.288315629742,91.5022761760243,91.8057663125948,95.9028831562974,98.6342943854325,100
"UHW",0.91743119266055,2.75229357798165,7.79816513761468,16.9724770642202,32.1100917431193,36.9266055045872,42.8899082568807,55.045871559633,64.4495412844037,66.9724770642202,69.954128440367,74.5412844036697,78.6697247706422,79.8165137614679,81.651376146789,84.1743119266055,85.091743119266,94.2660550458716,99.5412844036697,100
"VIC",0.219298245614035,3.28947368421053,12.2807017543860,28.5087719298246,39.9122807017544,44.9561403508772,54.3859649122807,68.421052631579,74.561403508772,76.3157894736842,78.9473684210526,84.2105263157895,86.842105263158,87.061403508772,89.2543859649123,90.7894736842105,91.6666666666667,97.3684210526316,98.2456140350877,100
"WAR",4.84429065743945,8.99653979238754,23.8754325259516,52.9411764705882,74.39446366782,78.8927335640138,85.121107266436,91.6955017301038,94.8096885813149,95.1557093425605,95.5017301038062,96.1937716262976,96.1937716262976,96.5397923875432,96.5397923875432,96.5397923875432,97.2318339100346,98.6159169550173,99.6539792387543,100
"WAT",1.90023752969121,5.93824228028504,20.6650831353919,40.6175771971496,59.3824228028504,65.7957244655582,72.6840855106888,83.8479809976247,88.8361045130641,89.0736342042755,90.9738717339667,92.874109263658,93.5866983372922,93.5866983372922,94.2992874109264,95.0118764845606,95.0118764845606,97.8622327790974,100,100
"WCI",0.980392156862745,5.88235294117647,19.6078431372549,39.2156862745098,53.921568627451,56.8627450980392,61.7647058823529,77.4509803921569,82.3529411764706,83.3333333333333,83.3333333333333,84.3137254901961,88.235294117647,88.235294117647,89.2156862745098,90.1960784313726,91.1764705882353,97.0588235294118,99.0196078431373,100
"WDH",4.31372549019608,10.9803921568627,30.9803921568627,58.4313725490196,69.0196078431373,73.7254901960784,77.2549019607843,80.392156862745,84.7058823529412,85.8823529411765,85.8823529411765,86.2745098039216,86.6666666666667,86.6666666666667,87.0588235294118,87.0588235294118,87.4509803921569,89.0196078431372,95.6862745098039,100
"WES",1.72413793103448,6.89655172413793,28.4482758620690,46.551724137931,54.3103448275862,56.0344827586207,64.6551724137931,73.2758620689655,77.5862068965517,79.3103448275862,80.1724137931034,85.3448275862069,87.0689655172414,87.9310344827586,87.9310344827586,88.7931034482758,90.5172413793103,93.103448275862,100,100
"WEX",1.42450142450142,7.12250712250712,18.8034188034188,40.1709401709402,55.2706552706553,59.2592592592593,65.2421652421652,73.5042735042735,78.6324786324786,80.6267806267806,83.7606837606837,87.1794871794872,88.8888888888889,89.1737891737892,89.7435897435897,90.8831908831909,91.4529914529914,96.5811965811966,99.7150997150997,100
"WGH",0.925925925925926,4.16666666666667,16.6666666666667,36.5740740740741,53.2407407407407,58.3333333333333,63.4259259259259,74.537037037037,81.4814814814815,82.4074074074074,84.7222222222222,87.037037037037,89.3518518518518,89.8148148148148,91.2037037037037,91.6666666666667,92.1296296296296,94.9074074074074,98.6111111111111,100
"WHC",2.21518987341772,6.64556962025316,20.2531645569620,42.0886075949367,56.3291139240506,59.8101265822785,67.0886075949367,79.1139240506329,84.1772151898734,85.126582278481,87.6582278481013,89.2405063291139,92.0886075949367,92.7215189873418,94.620253164557,95.5696202531646,95.5696202531646,98.1012658227848,99.6835443037975,100
"WHH",0.3690036900369,7.74907749077491,25.4612546125461,47.6014760147602,68.2656826568266,73.0627306273063,76.7527675276753,84.1328413284133,90.0369003690037,90.7749077490775,91.8819188191882,91.8819188191882,93.3579335793358,93.7269372693727,93.7269372693727,94.0959409594096,95.2029520295203,98.1549815498155,100,100
"WHT",0.699300699300699,7.69230769230769,23.7762237762238,56.6433566433566,69.9300699300699,76.2237762237762,83.2167832167832,90.2097902097902,91.6083916083916,93.006993006993,94.4055944055944,94.4055944055944,94.4055944055944,95.104895104895,95.104895104895,95.8041958041958,95.8041958041958,97.9020979020979,100,100
"WIR",0,6.48148148148148,22.2222222222222,37.0370370370370,55.5555555555556,61.1111111111111,70.3703703703704,79.6296296296296,84.2592592592593,84.2592592592593,86.1111111111111,87.037037037037,89.8148148148148,91.6666666666667,91.6666666666667,92.5925925925926,92.5925925925926,99.074074074074,99.074074074074,100
"WMU",0.471698113207547,4.24528301886792,15.5660377358491,31.1320754716981,41.9811320754717,47.6415094339623,55.6603773584906,64.622641509434,72.1698113207547,75,76.8867924528302,81.6037735849057,84.433962264151,84.9056603773585,86.3207547169811,87.2641509433962,88.2075471698113,95.2830188679245,98.5849056603774,100
"WRC",0.498753117206983,2.74314214463840,10.9725685785536,22.1945137157107,33.9152119700748,37.4064837905237,47.6309226932668,61.3466334164589,67.3316708229426,70.3241895261845,73.8154613466334,80.0498753117207,83.5411471321696,85.286783042394,86.783042394015,90.0249376558603,90.7730673316708,96.508728179551,99.7506234413965,100
"WRG",0.888888888888889,3.33333333333333,10.6666666666667,26.6666666666667,41.1111111111111,46.4444444444444,53.1111111111111,64.8888888888889,73.7777777777778,75.5555555555555,78.6666666666667,83.5555555555555,85.5555555555555,86.6666666666667,88,89.5555555555555,91.5555555555555,96,98.8888888888889,100
"WRX",2.17391304347826,8.26086956521739,22.6086956521739,46.9565217391304,63.4782608695652,67.8260869565217,72.1739130434783,78.695652173913,80.8695652173913,83.0434782608696,83.9130434782609,86.5217391304348,89.1304347826087,89.5652173913043,89.5652173913043,90.4347826086956,90.8695652173913,93.0434782608695,99.5652173913043,100
"WSH",4.12371134020619,12.3711340206186,30.5841924398625,59.106529209622,81.786941580756,86.254295532646,89.3470790378007,92.4398625429553,95.1890034364261,95.53264604811,96.2199312714777,97.2508591065292,97.2508591065292,97.938144329897,97.938144329897,97.938144329897,97.938144329897,98.9690721649485,99.3127147766323,100
"WWG",1.94552529182879,8.56031128404669,21.4007782101167,43.1906614785992,60.3112840466926,63.8132295719844,69.2607003891051,74.3190661478599,80.9338521400778,82.4902723735408,84.8249027237354,86.3813229571984,87.9377431906615,87.9377431906615,89.4941634241245,90.6614785992218,91.828793774319,94.5525291828794,97.2762645914397,100
"WYB",0,0.840336134453782,8.40336134453782,24.3697478991597,42.8571428571429,43.6974789915966,49.5798319327731,58.8235294117647,63.8655462184874,65.5462184873949,66.3865546218487,70.5882352941176,71.4285714285714,73.9495798319328,76.4705882352941,78.1512605042017,78.9915966386554,90.7563025210084,99.1596638655462,100
"WYT",1.39372822299652,6.27177700348432,21.602787456446,45.993031358885,57.4912891986063,62.0209059233449,70.7317073170732,81.184668989547,83.623693379791,86.7595818815331,88.1533101045296,90.9407665505226,93.0313588850174,93.0313588850174,93.3797909407665,93.7282229965157,94.773519163763,97.212543554007,99.6515679442509,100
"YDH",2.33236151603499,4.66472303206997,17.7842565597668,47.5218658892128,64.1399416909621,70.5539358600583,74.6355685131195,81.9241982507289,86.5889212827988,88.9212827988338,90.3790087463557,91.5451895043732,92.7113702623907,92.7113702623907,93.8775510204081,93.8775510204081,94.1690962099125,98.5422740524781,99.4169096209912,100
"YEO",1.14285714285714,4.57142857142857,23.4285714285714,50.2857142857143,64,69.7142857142857,74.2857142857143,81.7142857142857,82.8571428571428,85.7142857142857,88,92,93.1428571428571,93.1428571428571,93.1428571428571,93.7142857142857,93.7142857142857,100,100,100
