Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,04.11.2015,16.12.2015,GPC11150000023,18.46
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,05.11.2015,16.12.2015,GPC11150000024,6.18
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,06.11.2015,16.12.2015,GPC11150000025,2.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,09.11.2015,16.12.2015,GPC11150000026,42.97
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,10.11.2015,16.12.2015,GPC11150000027,1.50
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,12.11.2015,16.12.2015,GPC11150000028,16.64
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,13.11.2015,16.12.2015,GPC11150000029,7.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,16.11.2015,16.12.2015,GPC11150000030,19.43
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,17.11.2015,16.12.2015,GPC11150000031,28.96
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,18.11.2015,16.12.2015,GPC11150000032,1.50
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,19.11.2015,16.12.2015,GPC11150000033,2.14
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,23.11.2015,16.12.2015,GPC11150000034,32.10
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,24.11.2015,16.12.2015,GPC11150000035,2.00
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,25.11.2015,16.12.2015,GPC11150000036,21.89
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,26.11.2015,16.12.2015,GPC11150000037,10.24
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,30.11.2015,16.12.2015,GPC11150000038,31.35
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,05.11.2015,16.12.2015,GPC11150000039,16.00
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Travelling Expenses,Human Resources Travel & Subsistence ,18.11.2015,16.12.2015,GPC11150000040,12.00
Stockport MBC,Services to People,Childrens & Educational Services,PICADILLY PLACE MAN LT,Travelling Expenses,Human Resources Travel & Subsistence ,27.11.2015,16.12.2015,GPC11150000041,7.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,02.11.2015,16.12.2015,GPC11150000042,-65.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.11.2015,16.12.2015,GPC11150000043,27.29
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,04.11.2015,16.12.2015,GPC11150000044,113.73
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.11.2015,16.12.2015,GPC11150000045,331.81
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.11.2015,16.12.2015,GPC11150000046,323.80
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,11.11.2015,16.12.2015,GPC11150000047,-141.40
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,12.11.2015,16.12.2015,GPC11150000048,-60.70
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,12.11.2015,16.12.2015,GPC11150000049,-80.70
Stockport MBC,Services to People,Childrens & Educational Services,PC WORLD ONLINE,Information and Communications Technology,Information Communication Technology  ,13.11.2015,16.12.2015,GPC11150000050,19.99
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,13.11.2015,16.12.2015,GPC11150000051,192.78
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,18.11.2015,16.12.2015,GPC11150000052,349.35
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,23.11.2015,16.12.2015,GPC11150000053,335.07
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,23.11.2015,16.12.2015,GPC11150000054,63.34
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,24.11.2015,16.12.2015,GPC11150000055,88.23
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,25.11.2015,16.12.2015,GPC11150000056,23.71
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,27.11.2015,16.12.2015,GPC11150000057,330.79
Stockport MBC,Services to People,Childrens & Educational Services,THE JOHN MILLINGTON,Expenses and Allowances,Human Resources Travel & Subsistence ,30.11.2015,16.12.2015,GPC11150000058,359.10
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,SAINSBURYS SMKT,Expenses and Allowances,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000059,7.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,BEST MAN LTD,Clothing Uniforns and Laundry,Clothing  ,04.11.2015,16.12.2015,GPC11150000060,85.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,IKEA SACAT,Office Expenses,Stationery    ,10.11.2015,16.12.2015,GPC11150000061,16.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,ARGOS LTD,Office Expenses,Stationery    ,24.11.2015,16.12.2015,GPC11150000062,13.03
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,WWW.INSIDEHOUSING.CO.U,Library Equipment,Education Library Books ,24.11.2015,16.12.2015,GPC11150000063,64.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,MCDONALDS,Expenses and Allowances,Human Resources Travel & Subsistence ,26.11.2015,16.12.2015,GPC11150000064,2.39
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,01.12.2015,16.12.2015,GPC11150000065,270.00
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED,Publicity and Promotion,Arts & Leisure Services  ,22.10.2015,16.12.2015,GPC11150000066,7.50
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44010600,Publicity and Promotion,Arts & Leisure Services  ,06.11.2015,16.12.2015,GPC11150000067,53.96
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44528260,Publicity and Promotion,Arts & Leisure Services  ,06.11.2015,16.12.2015,GPC11150000068,307.50
Stockport MBC,Services to People,Childrens & Educational Services,MOSTYN MUSIC,Furniture and Equipment,Furniture & Soft Furnishings  ,09.11.2015,16.12.2015,GPC11150000069,131.43
Stockport MBC,Services to People,Childrens & Educational Services,SALVATIONIST PUBLISHIN,Furniture and Equipment,Furniture & Soft Furnishings  ,19.11.2015,16.12.2015,GPC11150000070,3.95
Stockport MBC,Services to People,Childrens & Educational Services,PEMBURY ESTATES &,Care Payments,Social Community Care Supplies & Services  ,02.11.2015,16.12.2015,GPC11150000071,305.00
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44521295,Care Payments,Social Community Care Supplies & Services  ,02.11.2015,16.12.2015,GPC11150000072,79.00
Stockport MBC,Services to People,Childrens & Educational Services,SYKES COTTAGES,Care Payments,Social Community Care Supplies & Services  ,03.11.2015,16.12.2015,GPC11150000073,360.50
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,11.11.2015,16.12.2015,GPC11150000074,168.94
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,17.11.2015,16.12.2015,GPC11150000075,402.43
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Care Payments,Social Community Care Supplies & Services  ,19.11.2015,16.12.2015,GPC11150000076,508.94
Stockport MBC,Services to People,Childrens & Educational Services,DFS TRADING,Care Payments,Social Community Care Supplies & Services  ,23.11.2015,16.12.2015,GPC11150000077,118.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,23.11.2015,16.12.2015,GPC11150000078,163.51
Stockport MBC,Services to People,Childrens & Educational Services,PREMIER INN44034360,Care Payments,Social Community Care Supplies & Services  ,23.11.2015,16.12.2015,GPC11150000079,176.00
Stockport MBC,Services to People,Childrens & Educational Services,TVLICENSING.CO.UK,Care Payments,Social Community Care Supplies & Services  ,23.11.2015,16.12.2015,GPC11150000080,145.50
Stockport MBC,Services to People,Childrens & Educational Services,TVLICENSING.CO.UK,Care Payments,Social Community Care Supplies & Services  ,23.11.2015,16.12.2015,GPC11150000081,145.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Care Payments,Social Community Care Supplies & Services  ,30.11.2015,16.12.2015,GPC11150000082,94.76
Stockport MBC,Services to People,Childrens & Educational Services,UNIVERSITY OF MANCHESTER,Travelling Expenses,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000083,5.00
Stockport MBC,Services to People,Childrens & Educational Services,NORTHERN RAIL LTD-,Travelling Expenses,Human Resources Travel & Subsistence ,06.11.2015,16.12.2015,GPC11150000084,2.50
Stockport MBC,Services to People,Childrens & Educational Services,HEATON CHAPEL SST,Travelling Expenses,Human Resources Travel & Subsistence ,25.11.2015,16.12.2015,GPC11150000085,4.50
Stockport MBC,Services to People,Childrens & Educational Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,20.11.2015,16.12.2015,GPC11150000086,420.00
Stockport MBC,Services to People,Childrens & Educational Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,27.11.2015,16.12.2015,GPC11150000087,207.00
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,03.11.2015,16.12.2015,GPC11150000088,30.45
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,09.11.2015,16.12.2015,GPC11150000089,65.91
Stockport MBC,Services to People,Childrens & Educational Services,ALDI,Catering Supplies,Catering Food & Beverages ,10.11.2015,16.12.2015,GPC11150000090,25.72
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,10.11.2015,16.12.2015,GPC11150000091,21.73
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,10.11.2015,16.12.2015,GPC11150000092,11.12
Stockport MBC,Services to People,Childrens & Educational Services,ARGOS RETAIL GROUP,Furniture and Equipment,Environmental Services Technical Equipment ,10.11.2015,16.12.2015,GPC11150000093,206.93
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Furniture and Equipment,Environmental Services Technical Equipment ,16.11.2015,16.12.2015,GPC11150000094,30.98
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,16.11.2015,16.12.2015,GPC11150000095,76.92
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,17.11.2015,16.12.2015,GPC11150000096,2.81
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,18.11.2015,16.12.2015,GPC11150000097,118.08
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,23.11.2015,16.12.2015,GPC11150000098,48.71
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,30.11.2015,16.12.2015,GPC11150000099,8.45
Stockport MBC,Services to Place,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,07.11.2015,16.12.2015,GPC11150000100,14.99
Stockport MBC,Services to Place,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,12.11.2015,16.12.2015,GPC11150000101,50.03
Stockport MBC,Services to Place,Cultural & Related Services,A.C. BLACK,Publicity and Promotion,Arts & Leisure Services  ,16.11.2015,16.12.2015,GPC11150000102,78.13
Stockport MBC,Services to Place,Cultural & Related Services,Amazon UK Marketplace,Library Equipment,Education Library Books ,25.11.2015,16.12.2015,GPC11150000103,8.97
Stockport MBC,Services to Place,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,25.11.2015,16.12.2015,GPC11150000104,35.01
Stockport MBC,Services to Place,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,27.11.2015,16.12.2015,GPC11150000105,9.59
Stockport MBC,Services to Place,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,01.12.2015,16.12.2015,GPC11150000106,10.64
Stockport MBC,Corporate and Support Services,Central Support Costs,PEAPOD LEGAL OFFICE LT,Furniture and Equipment,Environmental Services Technical Equipment ,03.11.2015,16.12.2015,GPC11150000107,972.00
Stockport MBC,Corporate and Support Services,Central Services to the public,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.11.2015,16.12.2015,GPC11150000108,134.95
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,06.11.2015,16.12.2015,GPC11150000109,19.74
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,09.11.2015,16.12.2015,GPC11150000110,69.26
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,10.11.2015,16.12.2015,GPC11150000111,83.44
Stockport MBC,Corporate and Support Services,Central Support Costs,WWW.THELAWSOCIETY.ORG,Legal Fees,Legal Services  ,13.11.2015,16.12.2015,GPC11150000112,216.00
Stockport MBC,Corporate and Support Services,Adult Social Care,GRIFFIN HOUSE HOTE,Expenses and Allowances,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000113,89.00
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,10.11.2015,16.12.2015,GPC11150000114,163.71
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,16.11.2015,16.12.2015,GPC11150000115,123.17
Stockport MBC,Corporate and Support Services,Adult Social Care,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,16.11.2015,16.12.2015,GPC11150000116,26.77
Stockport MBC,Corporate and Support Services,Central Support Costs,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,17.11.2015,16.12.2015,GPC11150000117,179.01
Stockport MBC,Services to People,Housing (General Fund) Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,02.11.2015,16.12.2015,GPC11150000118,31.70
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,20.11.2015,16.12.2015,GPC11150000119,-38.75
Stockport MBC,Services to People,Adult Social Care,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,25.11.2015,16.12.2015,GPC11150000120,114.50
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED,Expenses and Allowances,Human Resources Travel & Subsistence ,12.11.2015,16.12.2015,GPC11150000121,10.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,PICADILLY PLACE MAN LT,Expenses and Allowances,Human Resources Travel & Subsistence ,16.11.2015,16.12.2015,GPC11150000122,5.84
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED,Expenses and Allowances,Human Resources Travel & Subsistence ,17.11.2015,16.12.2015,GPC11150000123,10.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,NCP LIMITED,Expenses and Allowances,Human Resources Travel & Subsistence ,01.12.2015,16.12.2015,GPC11150000124,13.34
Stockport MBC,Services to People,Public Health,SJASUPLIES,Office Expenses,Stationery    ,24.11.2015,16.12.2015,GPC11150000125,82.00
Stockport MBC,Services to People,Public Health,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,24.11.2015,16.12.2015,GPC11150000126,21.80
Stockport MBC,Services to People,Public Health,CROSS COUNTRY,Travelling Expenses,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000127,61.00
Stockport MBC,Services to People,Public Health,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000128,148.00
Stockport MBC,Services to People,Public Health,PAYPAL  ROSPA,Expenses and Allowances,Human Resources Training & Conferences ,05.11.2015,16.12.2015,GPC11150000129,-12.00
Stockport MBC,Services to People,Public Health,FTPE WEBTIS 1,Travelling Expenses,Human Resources Travel & Subsistence ,23.11.2015,16.12.2015,GPC11150000130,29.80
Stockport MBC,Services to People,Public Health,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,26.11.2015,16.12.2015,GPC11150000131,109.95
Stockport MBC,Services to People,Public Health,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,27.11.2015,16.12.2015,GPC11150000132,32.50
Stockport MBC,Corporate and Support Services,Environmental & Regulatory Services,WWW.NPASALES.CO.UK,Publicity and Promotion,Arts & Leisure Services  ,09.11.2015,16.12.2015,GPC11150000133,220.00
Stockport MBC,Corporate and Support Services,Environmental & Regulatory Services,Amazon UK Retail,Library Equipment,Education Library Books ,22.11.2015,16.12.2015,GPC11150000134,38.00
Stockport MBC,Corporate and Support Services,Environmental & Regulatory Services,ITUNES.COM/BILL,Information and Communications Technology,Information Communication Technology  ,28.11.2015,16.12.2015,GPC11150000135,0.79
Stockport MBC,Services to People,Childrens & Educational Services,LAEKING LIMITED,Clothing Uniforns and Laundry,Clothing  ,07.11.2015,16.12.2015,GPC11150000136,23.40
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Furniture and Equipment,Environmental Services Technical Equipment ,17.11.2015,16.12.2015,GPC11150000137,31.62
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Furniture and Equipment,Furniture & Soft Furnishings  ,21.11.2015,16.12.2015,GPC11150000138,31.32
Stockport MBC,Services to People,Childrens & Educational Services,NATIONAL RAILCARD,Travelling Expenses,Human Resources Travel & Subsistence ,30.11.2015,16.12.2015,GPC11150000139,30.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,30.11.2015,16.12.2015,GPC11150000140,56.41
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE,Travelling Expenses,Human Resources Travel & Subsistence ,30.11.2015,16.12.2015,GPC11150000141,42.33
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,03.11.2015,16.12.2015,GPC11150000142,35.00
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,06.11.2015,16.12.2015,GPC11150000143,118.94
Stockport MBC,Services to People,Childrens & Educational Services,GROSVENOR SERVICE STATION,Fuel,Vehicle Management Fuel ,12.11.2015,16.12.2015,GPC11150000144,25.09
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,13.11.2015,16.12.2015,GPC11150000145,112.62
Stockport MBC,Services to People,Childrens & Educational Services,GROSVENOR SERVICE STATION,Catering Supplies,Catering Food & Beverages ,18.11.2015,16.12.2015,GPC11150000146,25.02
Stockport MBC,Services to People,Childrens & Educational Services,METROLINK,Care Payments,Social Community Care Supplies & Services  ,19.11.2015,16.12.2015,GPC11150000147,50.00
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,21.11.2015,16.12.2015,GPC11150000148,209.92
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,22.11.2015,16.12.2015,GPC11150000149,-1.65
Stockport MBC,Services to People,Childrens & Educational Services,GROSVENOR SERVICE STATION,Fuel,Vehicle Management Fuel ,24.11.2015,16.12.2015,GPC11150000150,33.35
Stockport MBC,Services to People,Childrens & Educational Services,HMCOURTS-SERVICE.G,Care Payments,Social Community Care Supplies & Services  ,26.11.2015,16.12.2015,GPC11150000151,15.00
Stockport MBC,Services to People,Childrens & Educational Services,HMCOURTS-SERVICE.G,Care Payments,Social Community Care Supplies & Services  ,26.11.2015,16.12.2015,GPC11150000152,10.00
Stockport MBC,Services to People,Childrens & Educational Services,SAINSBURYS S/MKTS,Catering Supplies,Catering Food & Beverages ,28.11.2015,16.12.2015,GPC11150000153,2.69
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,28.11.2015,16.12.2015,GPC11150000154,133.14
Stockport MBC,Services to People,Childrens & Educational Services,MCDONALDS,Care Payments,Social Community Care Supplies & Services  ,27.11.2015,16.12.2015,GPC11150000155,6.67
Stockport MBC,Services to People,Childrens & Educational Services,POST OFFICE COUNTER,Office Expenses,Mail Services   ,04.11.2015,16.12.2015,GPC11150000156,154.00
Stockport MBC,Services to People,Childrens & Educational Services,CARD FACTORY,Office Expenses,Stationery    ,15.11.2015,16.12.2015,GPC11150000157,61.90
Stockport MBC,Services to People,Childrens & Educational Services,FARMFOODS- BELMONT,Expenses and Allowances,Catering  ,20.11.2015,16.12.2015,GPC11150000158,14.41
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISONS,Expenses and Allowances,Catering  ,20.11.2015,16.12.2015,GPC11150000159,23.17
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Publicity and Promotion,Arts & Leisure Services  ,25.11.2015,16.12.2015,GPC11150000160,320.00
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Publicity and Promotion,Arts & Leisure Services  ,25.11.2015,16.12.2015,GPC11150000161,320.00
Stockport MBC,Services to People,Childrens & Educational Services,FARMFOODS- BELMONT,Expenses and Allowances,Catering  ,27.11.2015,16.12.2015,GPC11150000162,22.63
Stockport MBC,Services to People,Childrens & Educational Services,WM MORRISONS,Expenses and Allowances,Catering  ,27.11.2015,16.12.2015,GPC11150000163,27.10
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Furniture and Equipment,Furniture & Soft Furnishings  ,27.11.2015,16.12.2015,GPC11150000164,21.00
