Supplier,Amount,Payment Date
ANDREWS SYKES LIMITED,881.28,18/04/2013
ANGELS HUMAN RESOURCES LTD,1938.4,10/04/2013
ANGELS HUMAN RESOURCES LTD,730.5,10/04/2013
ANGELS HUMAN RESOURCES LTD,720,15/04/2013
ANGELS HUMAN RESOURCES LTD,2062,15/04/2013
ANGELS HUMAN RESOURCES LTD,721.5,15/04/2013
ANGELS HUMAN RESOURCES LTD,612.51,15/04/2013
ANGELS HUMAN RESOURCES LTD,1816.25,15/04/2013
ANGELS HUMAN RESOURCES LTD,1326.12,15/04/2013
ANGELS HUMAN RESOURCES LTD,544.5,18/04/2013
ANGELS HUMAN RESOURCES LTD,688.5,18/04/2013
ANTALIS LIMITED,984.9,04/04/2013
ANTALIS LIMITED,710.4,04/04/2013
ANTALIS LIMITED,796.56,09/04/2013
ANTALIS LIMITED,1141.2,16/04/2013
AON,8736.93,24/04/2013
APEX LIFTS,61934.29,10/04/2013
APEX LIFTS,112548.02,17/04/2013
APEX LIFTS,193081.52,18/04/2013
APOLLO PROPERTY SERVICES GROUP LIMITED,20009.23,12/04/2013
APOLLO PROPERTY SERVICES GROUP LIMITED,192687.7,17/04/2013
APPLEGATE ALEXANDER & CO,978.72,08/04/2013
APPLIANCE TESTING SERVICES LTD,819,16/04/2013
ARCHITECTURAL DECORATORS LTD,103762.97,24/04/2013
ARCHWAY PROJECT,632.5,18/04/2013
ARCHWAY PROJECT,632.5,18/04/2013
ARDEN CHAMBERS LTD,1044,05/04/2013
ARDEN CHAMBERS LTD,600,25/04/2013
ARK HOME HEALTHCARE LIMITED,1147.53,04/04/2013
ARK HOME HEALTHCARE LIMITED,609.33,11/04/2013
ARK HOME HEALTHCARE LIMITED,724.35,11/04/2013
ARK HOME HEALTHCARE LIMITED,549.91,17/04/2013
ARK HOME HEALTHCARE LIMITED,913.75,17/04/2013
ARK HOME HEALTHCARE LIMITED,581.44,17/04/2013
ARK HOME HEALTHCARE LIMITED,556.97,17/04/2013
ARK HOME HEALTHCARE LIMITED,586.33,17/04/2013
ARK HOME HEALTHCARE LIMITED,609.63,17/04/2013
ARK HOME HEALTHCARE LIMITED,622.02,17/04/2013
ARK HOME HEALTHCARE LIMITED,520.49,17/04/2013
ARK HOME HEALTHCARE LIMITED,634,17/04/2013
ARK HOME HEALTHCARE LIMITED,562.05,17/04/2013
ARK HOME HEALTHCARE LIMITED,566.25,17/04/2013
ARK HOME HEALTHCARE LIMITED,560.56,17/04/2013
ARK HOME HEALTHCARE LIMITED,749.65,17/04/2013
ARK HOME HEALTHCARE LIMITED,1430.35,23/04/2013
ARK HOME HEALTHCARE LIMITED,1267.5,24/04/2013
ARK HOME HEALTHCARE LIMITED,1027,30/04/2013
ARK HOME HEALTHCARE LIMITED,1479,30/04/2013
ARMADA COMMUNITY PROJECT,2500,30/04/2013
ASD LEARNING LTD,4320,04/04/2013
ASD LEARNING LTD,4320,04/04/2013
ASD LEARNING LTD,900,05/04/2013
ASD LEARNING LTD,3420,16/04/2013
ASD LEARNING LTD,2037.6,16/04/2013
ASD LEARNING LTD,624,16/04/2013
ASD LEARNING LTD,900,16/04/2013
ASD LEARNING LTD,600,16/04/2013
ASHINGTON HOUSE LTD T/A  ASHINGTON HOUSE,5139.6,25/04/2013
ASK (GREENWICH) LTD,965663.94,19/04/2013
ASPREY MANAGEMENT SOLUTIONS,1560.06,16/04/2013
ASPREY MANAGEMENT SOLUTIONS,1456.06,18/04/2013
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),2839.15,23/04/2013
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),1117.14,23/04/2013
ATCO STRUCTURES UK LTD,504.4,04/04/2013
ATCO STRUCTURES UK LTD,915.2,04/04/2013
ATCO STRUCTURES UK LTD,915.2,09/04/2013
ATCO STRUCTURES UK LTD,504.4,04/04/2013
ATCO STRUCTURES UK LTD,915.2,22/04/2013
ATCO STRUCTURES UK LTD,504.4,22/04/2013
ATOMWIDE LIMITED,2097.6,11/04/2013
AURORA  LIFT LTD,1855.2,29/04/2013
AURORA  LIFT LTD,8300.16,29/04/2013
AUSTIN REYNOLDS LTD,1476.82,11/04/2013
AXCIS EDUCATION RECRUITMENT,1170,09/04/2013
AXCIS EDUCATION RECRUITMENT,1170,09/04/2013
AXCIS EDUCATION RECRUITMENT,1170,18/04/2013
AYERST ENVIRONMENTAL LTD,900,11/04/2013
AYERST ENVIRONMENTAL LTD,540,11/04/2013
AYERST ENVIRONMENTAL LTD,540,11/04/2013
B & J ENTERPRISES OF KENT,12432,26/04/2013
BABCOCK EDUCATION AND SKILLS LTD (INF),11709.6,18/04/2013
BAILEY ASSOCIATES,10300.74,10/04/2013
BAILEY ASSOCIATES,5766.56,29/04/2013
BAKER DEARING EDUCATIONAL TRUST,2355.6,09/04/2013
BALFOUR BEATTY CONSTRUCTION LTD,57826.73,30/04/2013
BAM CONSTRUCTION LIMITED,1122687.31,10/04/2013
BARNFIELD PROJECT,1800,16/04/2013
BATES WELLS & BRAITHWAITE LONDON LLP,7560,22/04/2013
BATHROOM WORLD,1411.32,11/04/2013
BCH ENTERPRISES LLIMITED,1644,11/04/2013
BCH ENTERPRISES LLIMITED,1860,11/04/2013
BELL DECORATING GROUP LIMITED,83798.53,04/04/2013
BELL DECORATING GROUP LIMITED,50972.48,11/04/2013
BERRYMANS LACE MAWER LLP,969.64,26/04/2013
BERWICK PARTNERS,10200,15/04/2013
BESPOKE CFT LIMITED,540,18/04/2013
BEST PROPERTY SERVICES,1900,11/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,808,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,837,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1700.4,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,501,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,533.4,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,500,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,865.2,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,584.6,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,533.16,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,596.44,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,710.92,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,592,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1079,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,888,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,835.52,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,668.2,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,501,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,913.68,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,616.1,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,513.5,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1867,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,671,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,599.6,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1205.36,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,514.08,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1882,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,514.08,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1700,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,755.41,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,717.05,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1624.44,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1700,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1700,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1366,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1882,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1664,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,725,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,501,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,653.75,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,641.6,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,850,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,507.6,05/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,850,09/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,528.17,15/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,1533.2,15/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,564.47,15/04/2013
BEST VALUE HOME CARE SERVICES UK LTD,729.6,15/04/2013
BETTERCARE KEYS LTD (TUDOR LODGE),10714.2,25/04/2013
BEXLEY COUNCIL,4214.98,15/04/2013
BIBBY FACTORS LTD,1992.68,04/04/2013
BIBBY FACTORS LTD,2267.78,23/04/2013
BIZYLET LTD,4988.4,18/04/2013
BIZYLET LTD,4988.4,26/04/2013
BLEEP COMPUTING LTD,3978,18/04/2013
BLUE OCEAN SERVICES LTD,3010.6,23/04/2013
BLUE OCEAN SERVICES LTD,725.25,23/04/2013
BLUE OCEAN SERVICES LTD,1874.8,23/04/2013
BLUE OCEAN SERVICES LTD,1532.6,23/04/2013
BLUE OCEAN SERVICES LTD,519.2,23/04/2013
BLUE OCEAN SERVICES LTD,507.6,23/04/2013
BLUE OCEAN SERVICES LTD,667.1,23/04/2013
BLUE OCEAN SERVICES LTD,3216.3,23/04/2013
BLUE OCEAN SERVICES LTD,725.25,23/04/2013
BLUE OCEAN SERVICES LTD,1874.8,23/04/2013
BLUE OCEAN SERVICES LTD,638.3,23/04/2013
BLUE OCEAN SERVICES LTD,1532.6,23/04/2013
BMS BUILDING MONITORING SERVICES LTD,876,15/04/2013
BOND PEARCE LLP,2298.24,18/04/2013
BONUS PASTOR CATHOLIC COLLEGE,1246,05/04/2013
BOTTOMLINE TECHNOLOGIES EUROPE LTD,4063.66,11/04/2013
BOTTOMLINE TECHNOLOGIES EUROPE LTD,3325.88,18/04/2013
BOUYGUES E & S INFRASTRUCTURE LTD,90743.16,17/04/2013
BOWDEN CATERING LTD T/A RELISH,2488,15/04/2013
BPP CONSTRUCTION CONSULTANTS LLP,1662.48,18/04/2013
BRAVE THE RAGE LTD,998.8,15/04/2013
BRIAN POWER BUILDING LTD,4302.6,17/04/2013
BRISTOL CITY COUNCIL,8759,24/04/2013
BRITISH GAS TRADING LIMITED,69021.73,18/04/2013
BRITISH PARKING ASSOCIATION,696,15/04/2013
BRITISH TELECOM PLC,555.93,29/04/2013
BRITISH TOURIST AUTHORITY,5400,18/04/2013
BROWNE JOCOBSON,652.8,04/04/2013
BROWNE JOCOBSON,708,04/04/2013
BRYEN & LANGLEY LIMITED,1958.4,11/04/2013
BRYEN & LANGLEY LIMITED,1673.94,11/04/2013
BT PLC,1104,10/04/2013
BT PLC,620.78,11/04/2013
BT PLC,531.38,18/04/2013
BT PLC,699.12,17/04/2013
BT PLC,3135.51,18/04/2013
BULL INFORMATION SOLUTIONS LTD,2674.74,18/04/2013
BULL INFORMATION SOLUTIONS LTD,111677.92,30/04/2013
C F MOLLER,13600.8,09/04/2013
CACI LIMITED,3600,11/04/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),18672,04/04/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),3276,18/04/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),1092,18/04/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),552,18/04/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),871.2,18/04/2013
CALDER INSULATIONS LIMITED (JR FOWLER A/F),1476,30/04/2013
CAN LONDON LTD,11952,17/04/2013
CAPITA  BUSINESS SERVICES LTD,3888,18/04/2013
CAPITA GAS REGISTRATION AND ANCILLARY SERV LTD,2061.84,18/04/2013
CAPITA IT SERVICES (BSF) LIMITED,10510.33,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,9727.32,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,11924.63,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,10601.35,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,10992.3,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,22155.28,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,10698.6,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,9703.25,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,20210.9,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,103328.51,05/04/2013
CAPITA IT SERVICES (BSF) LIMITED,31470.4,11/04/2013
CAPITA IT SERVICES (BSF) LIMITED,29670.05,11/04/2013
CAPITA IT SERVICES (BSF) LIMITED,74847.65,11/04/2013
CAPITA IT SERVICES (BSF) LIMITED,10391.05,11/04/2013
CAPITA IT SERVICES (BSF) LIMITED,38765.81,18/04/2013
CAPITA IT SERVICES (BSF) LIMITED,22138.37,26/04/2013
CAPITA IT SERVICES (BSF) LIMITED,10538.1,26/04/2013
CAPITA IT SERVICES (BSF) LIMITED,3638.4,29/04/2013
CAPITA IT SERVICES (BSF) LIMITED,10701.6,26/04/2013
CAPITA IT SERVICES (BSF) LIMITED,11002.5,26/04/2013
CAPITA IT SERVICES (BSF) LIMITED,9761.7,26/04/2013
CAPITA IT SERVICES (BSF) LIMITED,11934,29/04/2013
CAPITAL HOMECARE (UK) LIMITED,1959,15/04/2013
CAPITAL HOMECARE (UK) LIMITED,836.36,15/04/2013
CAPITAL HOMECARE (UK) LIMITED,1521.6,19/04/2013
CAPITAL HOMECARE (UK) LIMITED,1542.96,19/04/2013
CAPITAL ROOFING CO LIMITED,158305.69,11/04/2013
CARERS SUPPORT (BEXLEY),9250,10/04/2013
CARERS SUPPORT (BEXLEY),9250,18/04/2013
CARLTON PROPERTY SERVICES,5425,18/04/2013
CARRERA LITHO LTD,5160,04/04/2013
CASHFRIDAY LTD,1722.39,22/04/2013
CASHFRIDAY LTD,1713.77,22/04/2013
CATFORD COURIERS,1052.1,11/04/2013
CATHERINE RUSHFORTH & ASSOCIATES LIMITED,720,17/04/2013
CATHERINE RUSHFORTH & ASSOCIATES LIMITED,3600,17/04/2013
CAVENDISH SCHOOL,9272.73,30/04/2013
CAYSH HOUSING PROJECT,6931.04,18/04/2013
CAYSH HOUSING PROJECT,6931.04,18/04/2013
CAYSH HOUSING PROJECT,6931.04,18/04/2013
CAYSH HOUSING PROJECT,6931.04,19/04/2013
CEETEX LEISURE LTD,3450,15/04/2013
CENTAUR MINICOACHES,3090.48,16/04/2013
CENTRAL ELTHAM YOUTH PROJECT,2413.2,25/04/2013
CENTRAL ELTHAM YOUTH PROJECT,12500,30/04/2013
CHARING VALE LTD,1849.8,25/04/2013
CHARLTON ATHLETIC COMMUNITY TRUST,12500,30/04/2013
CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,995,09/04/2013
CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,576,22/04/2013
CHILDREN OF COLOUR LTD,4871.43,05/04/2013
CHIVROSE HEALTHCARE LIMITED,1821.42,25/04/2013
CHOICE LIFESTYLES LTD,4058,18/04/2013
CHOICE LIFESTYLES LTD,8116,18/04/2013
CHOICE LIFESTYLES LTD,8985.57,18/04/2013
CHP MANAGEMENT LTD,627.97,18/04/2013
CHP MANAGEMENT LTD,45000,18/04/2013
CHUBB FIRE LIMITED,519.95,11/04/2013
CHUBB FIRE LIMITED,818.41,16/04/2013
CHUBB FIRE LIMITED,5483.95,18/04/2013
CHUBB FIRE LIMITED,5018.28,18/04/2013
CHUBB FIRE LIMITED,1262.4,18/04/2013
CHUBB FIRE LIMITED,10033.22,18/04/2013
CHUBB FIRE LIMITED,507.36,18/04/2013
CITY CENTRAL CLEANING AND SUPPORT SERVICES,1065.56,30/04/2013
CITY CENTRAL CLEANING AND SUPPORT SERVICES,715.96,30/04/2013
CITY ELECTRICAL FACTORS LIMITED,534.19,17/04/2013
CITY HEIGHTS(LONDON)LTD P WALKER A-F,81350.45,17/04/2013
CITY HEIGHTS(LONDON)LTD P WALKER A-F,130527.89,17/04/2013
CITY LIT,8333,18/04/2013
CITY LIT,8333,18/04/2013
CIVICA LIMITED,7056,11/04/2013
CIVICA LIMITED,832.22,29/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),660,17/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),544,17/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),906,18/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),1086.5,18/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),576,18/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),600,18/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),726,18/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),504,18/04/2013
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),7500,23/04/2013
CLOCKWORK ESTATES LIMITED,614.22,09/04/2013
CLOCKWORK ESTATES LIMITED,1529.01,11/04/2013
CLOCKWORK ESTATES LIMITED,1480,11/04/2013
CLOCKWORK ESTATES LIMITED,1341.01,11/04/2013
CLOCKWORK ESTATES LIMITED,801.67,11/04/2013
CLYDE & CO LLP,774,17/04/2013
COASTAL CARE HOME LTD T/AS BISHOPSTEIGNTON HOUSE,4650,15/04/2013
COASTAL CARE HOME LTD T/AS BISHOPSTEIGNTON HOUSE,2250,26/04/2013
COBSEN-DAVIES ROOFING (LONDON) LTD,98634.11,17/04/2013
COLAN LTD,2352.6,23/04/2013
COLEMAN CTTS SOLICITORS,6500,17/04/2013
COMMOTION GROUP,7179.9,11/04/2013
COMMOTION GROUP,1133.58,18/04/2013
COMMSPLUS (TR) LTD,1602.24,15/04/2013
COMMUNITY OPTIONS,55415.75,04/04/2013
COMMUNITY SYSTEMS (NORTH LONDON) LTD,2000,11/04/2013
COMMUNITY SYSTEMS (NORTH LONDON) LTD,2500,11/04/2013
COMPLETE ECOLOGY LTD,3984,24/04/2013
COMPUTERSHARE VOUCHER SERVICES,1047.36,11/04/2013
COMPUTERSHARE VOUCHER SERVICES,1031.58,11/04/2013
CONNECT FAMILY PLACEMENTS LTD,3804.32,10/04/2013
CONNECT FAMILY PLACEMENTS LTD,3804.32,10/04/2013
CONSTRUCTION SKILLS,720,11/04/2013
CONTACT COMMUNICATIONS LTD,899.1,11/04/2013
CONTACT COMMUNICATIONS LTD,16843.07,17/04/2013
CONTACT COMMUNICATIONS LTD,16843.07,18/04/2013
CONTACT COMMUNICATIONS LTD,58670.2,18/04/2013
COOPERATIVE BANK COURT FEES AC,13992,13/04/2013
CORELOGIC LTD,104230.66,18/04/2013
CORNER LODGE LTD,1928.7,25/04/2013
CORRIGAN & CHAPMAN CONSTRUCTION LIMITED,2386.56,10/04/2013
CRAEGMOOR OLD RECTORY BREDE PRIORY,5358.99,26/04/2013
CRAEGMOOR SEABREEZES PRIORY,6120.43,25/04/2013
CRAFTY WIZARDS LTD,722.1,16/04/2013
CRAFTY WIZARDS LTD,1248,18/04/2013
CRAY VALLEY COMMUNICATIONS LTD,570,22/04/2013
CRAY VALLEY COMMUNICATIONS LTD,1032,22/04/2013
CREATIVE STUDIOS,600,22/04/2013
CREATIVE STUDIOS,960,22/04/2013
CREEKSIDE DESIGN TO PRINT LTD,647.8,18/04/2013
CRESCENT COMMERCIAL STATIONERY & COMPUTER SUPS LTD,517.53,09/04/2013
CRESCENT COMMERCIAL STATIONERY & COMPUTER SUPS LTD,556.14,23/04/2013
CRI,11482.45,04/04/2013
CRI,14682.48,04/04/2013
CRI,31416,04/04/2013
CRI,32129.08,04/04/2013
CRI,33504.71,04/04/2013
CRI,31993.79,04/04/2013
CRI,31490.15,05/04/2013
CRI,32917.18,05/04/2013
CRI,31187,05/04/2013
CRI,10338.75,05/04/2013
CRI,10338.75,05/04/2013
CRI,282579,10/04/2013
CROYDON COUNCIL,1920,04/04/2013
CROYDON COUNCIL,3531,15/04/2013
CROYDON COUNCIL,780,15/04/2013
CROYDON EDUCATION BUSINESS PARTNERSHIP,1008,23/04/2013
CRUCKTON HALL SCHOOL,32710,22/04/2013
CRYSTAL ELECTRONICS LTD,540,18/04/2013
CRYSTAL ELECTRONICS LTD,691.73,18/04/2013
CRYSTAL ELECTRONICS LTD,33109.24,18/04/2013
CRYSTAL WINDOWS & DOORS LTD,1300,11/04/2013
CSTS LTD,828,17/04/2013
CYMAR ELECTRONICS LTD,1206,11/04/2013
CYMAR ELECTRONICS LTD,979.2,22/04/2013
D FRIEDMAN & M WEISSBRAUN,520,11/04/2013
DAIRY CREST,3015.68,11/04/2013
DAIRY CREST,2295.9,11/04/2013
DAIRY CREST,4063.02,11/04/2013
DAIRY CREST,2860.05,11/04/2013
DAISY COMMUNICATIONS LTD,3364,18/04/2013
DANIELA LANGUAGES LTD,6165.45,24/04/2013
DANIELA LANGUAGES LTD,1490.6,24/04/2013
DANIELA LANGUAGES LTD,1506.75,24/04/2013
DARUMIAN INVESTMENT CO LTD,4000,18/04/2013
DATATRADE LTD,2500.27,23/04/2013
DATATRADE LTD,1250.14,23/04/2013
DATATRADE LTD,2500.27,26/04/2013
DBDA LTD,3150,18/04/2013
DBDA LTD,768.94,23/04/2013
DCM PROJECTS LTD,14949.6,18/04/2013
DE VERE VENUES LTD,1113.8,11/04/2013
DEPARTMENT OF EDUCATION,87348,23/04/2013
DESIGN ACT T/AS FIRSTHAND,11700,18/04/2013
DEVON COUNTY COUNCIL,3562.02,16/04/2013
DG SERVICING LTD,2463,11/04/2013
DIGITAL COPY,4781,18/04/2013
DIRECT LINGUISTS LTD,1307.5,12/04/2013
DUKERIES HEALTHCARE LTD,3638.57,25/04/2013
DURABLE CONTRACTS LTD,11426.4,11/04/2013
DURABLE CONTRACTS LTD,24175.52,17/04/2013
DURABLE CONTRACTS LTD,159454.02,17/04/2013
DX NETWORK SERVICES LTD,14277.8,11/04/2013
DXD APPLICATIONS & IT SOLUTIONS,6344,18/04/2013
DXD APPLICATIONS & IT SOLUTIONS,6344,25/04/2013
DYNAMIC BUILDING LIMITED,800.02,11/04/2013
DYNAMIC INITIATIVES LIMITED,628.8,11/04/2013
EAMONN DILLON COACHING LTD,3500,15/04/2013
EARLY EDUCATION,2700,17/04/2013
EAST LONDON BICYCLE ORGANISATION,2800,11/04/2013
EDEN PARK (STMS) LIMITED,546.72,16/04/2013
EDENRED (INCENTIVES & MOTIVATION) LTD,3506.25,22/04/2013
EDEXCEL LTD,805,12/04/2013
EDEXCEL LTD,1847,11/04/2013
EDF ENERGY,79006.92,11/04/2013
EDF ENERGY CUSTOMERS PLC,534.55,18/04/2013
EDWARD PAYNE & VENESS,1545.13,17/04/2013
EDWARD PAYNE & VENESS,1875,17/04/2013
EDWARD PAYNE & VENESS,822.5,17/04/2013
EDWARD PAYNE & VENESS,1800,17/04/2013
