Department Family                                 ,Entity                                            ,Date                   ,Expense Type                                      ,Expense Area                                      ,Supplier                                          ,Transaction Number                                ,Amount               ,VAT Registration Number                           
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Zoology Facility                                  ,GRI Labcare                                       ,CADPINVSM0000008171                               ,             210.3800,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Mineralogy Facility                               ,Meadowrose Scientific Limited                     ,CADPINVSM0000008173                               ,              66.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Science Facilities - Molecular Colle              ,Meadowrose Scientific Limited                     ,CADPINVSM0000008173                               ,             405.5600,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Zoology Research CLSD                             ,Meadowrose Scientific Limited                     ,CADPINVSM0000008173                               ,             432.5400,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Zoology Facility                                  ,Meadowrose Scientific Limited                     ,CADPINVSM0000008173                               ,            4099.0700,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Palaeontology Research                            ,Measurement Solutions Limited                     ,CADPINVSM0000008184                               ,            3900.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,GV Multi-media                                    ,CADPINVSM0000008201                               ,            7493.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Est - Routinemaint -Grounds Maint                 ,VE Production Display & Conservation              ,Armstrong Landscapes Ltd                          ,CADPINVSM0000008182                               ,            4686.0500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Alloway Timber (Southern) Ltd                     ,CADPINVSM0000008179                               ,             598.1800,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Alloway Timber (Southern) Ltd                     ,CADPINVSM0000008180                               ,             955.8000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Alloway Timber (Southern) Ltd                     ,CADPINVSM0000008180                               ,            1000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Exhibition Production                             ,PEG Vis Serv Temporary Exhibitions                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008185                               ,             708.2500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Exhibition/Expo Costs                             ,VE Production Display & Conservation              ,Unusual Rigging Ltd                               ,CADPINVSM0000008183                               ,             880.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Irrecoverable VAT                                 ,Palaeontology Admin                               ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,             101.4500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Apple Computer                                    ,CADPINVSM0000008189                               ,               6.3600,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Irrecoverable VAT                                 ,DCS Finance                                       ,Apple Computer                                    ,CADPINVSM0000008193                               ,              46.6200,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Collections Committee (Furniture)                 ,Harry Spurr t/a Stephenson Blake                  ,CADPINVSM0000008175                               ,             827.1200,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Collections Committee (Furniture)                 ,VWR International Ltd                             ,CADPINVSM0000008163                               ,             378.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Furniture & Fittings <£5K                   ,Collections Committee (Furniture)                 ,VWR International Ltd                             ,CADPINVSM0000008163                               ,            2204.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,P/L - Signage                                     ,VE Production Display & Conservation              ,Rivermeade Signs Ltd                              ,CADPINVSM0000008181                               ,            3478.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Professional Printing                             ,PEG Marketing                                     ,Newgate Concise                                   ,CADPINVSM0000008170                               ,            1195.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Professional Services/Fees                        ,PEG Visitor Offer Strat Non Exh Proj              ,Easy Tiger Creative Ltd                           ,CADPINVSM0000008205                               ,           10000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,MFD Security Ltd                                  ,CADPINVSM0000008198                               ,           11185.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,SVM Facilities Group Ltd                          ,CADPINVSM0000008197                               ,            1000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Professional Services/Fees                        ,Estates Buildings                                 ,SVM Facilities Group Ltd                          ,CADPINVSM0000008197                               ,            1500.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Sci Cap Irrecoverable VAT                         ,Collections Committee (Furniture)                 ,Ocean Design                                      ,CADPINVSM0000008164                               ,             737.6900,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Sci Cap Irrecoverable VAT                         ,Collections Committee (Furniture)                 ,Ocean Design                                      ,CADPINVSM0000008172                               ,             408.5600,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,               7.3200,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,               8.0800,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,              14.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,              21.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,              32.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,              37.1000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,              40.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,              53.8500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,              72.1500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,             105.2500,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,             115.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,             121.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,             135.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,             136.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,             156.5000,                                                  
DCMS                                              ,NHM                                               ,2012-05-18 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Alec Tiranti Ltd                                  ,CADPINVSM0000008166                               ,             181.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,B/S - Tangible Fixed Assets - Exhibi              ,PEG Visitor Offer Strat Non Exh Proj              ,Casson Mann                                       ,CADPINVSM0000008212                               ,            5614.5800,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,B/S - Tangible Fixed Assets - Exhibi              ,PEG Visitor Offer Strat Non Exh Proj              ,Casson Mann                                       ,CADPINVSM0000008213                               ,            2875.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,B/S - Tangible Fixed Assets - Exhibi              ,PEG Visitor Offer Strat Non Exh Proj              ,Turner & Townsend                                 ,CADPINVSM0000008211                               ,            2000.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              11.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              12.1000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              15.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              15.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              17.8200,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              18.3000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              24.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              30.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              35.6400,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              46.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              50.0500,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              57.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              77.5800,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,              77.6000,                                                  
DCMS                                              ,NHM                                               ,2012-05-29 00:00:00.000,Specimen Conservation                             ,Palaeontology Curation                            ,Conservation Resources (UK) Ltd                   ,CADPINVSM0000008219                               ,             116.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Agency Temporary Staff Costs                      ,VE Production Special Effects                     ,Spring Personnel                                  ,CADPINVSM0000008238                               ,             792.4000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Tangible F Assets - L&B - Fees              ,PEG Visitor Offer Strat Non Exh Proj              ,Dixon Jones Ltd                                   ,CADPINVSM0000008235                               ,            3333.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,B/S - Tangible Fixed Assets - Exhibi              ,PEG Visitor Offer Strat Non Exh Proj              ,Cassie Herschel-Shorland                          ,CADPINVSM0000008285                               ,            2500.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Elec Works                                        ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000008246                               ,            2896.1300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Elec Works                                        ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000008250                               ,            3930.5400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Elec Works                                        ,Estates Engineering                               ,Emcor Facility Services Ltd                       ,CADPINVSM0000008275                               ,             579.8800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Mineralogy Facility                               ,Oxford Instruments                                ,CADPINVSM0000008243                               ,            6497.7500,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Equip Hire & Maintenance (Leases)                 ,Mineralogy Facility                               ,Oxford Instruments                                ,CADPINVSM0000008243                               ,            9322.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Equipment < £5k                                   ,VE Production Special Effects                     ,Black Cat Displays Ltd                            ,CADPINVSM0000008233                               ,            2344.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Est - Routinemaint -Grounds Maint                 ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000008244                               ,             850.2000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Est - Site Preparation / Clearance                ,Estates Buildings                                 ,Romford Insulation Ltd                            ,CADPINVSM0000008264                               ,             400.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000008253                               ,             730.3000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Emcor Facility Services Ltd                       ,CADPINVSM0000008278                               ,            1443.1600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,Est RoutineMaint - Day to day Maint               ,Estates Buildings                                 ,Refix Maintenance Limited                         ,CADPINVSM0000008269                               ,            3977.0700,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Advertising Costs                           ,PEG Marketing                                     ,Total Media Limited                               ,CADPINVSM0000008286                               ,           13289.7000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Cynergin Consultants Ltd                          ,CADPINVSM0000008279                               ,              13.9100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Engineering                               ,Cynergin Consultants Ltd                          ,CADPINVSM0000008284                               ,              50.0800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008242                               ,               9.4800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008245                               ,              11.4900,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008246                               ,              18.4200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008247                               ,              10.1200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008248                               ,               4.7100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008249                               ,               9.6300,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008250                               ,              25.0000,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008251                               ,               7.4400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008252                               ,              15.9400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008254                               ,               6.0100,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008255                               ,               5.4400,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008256                               ,               3.2200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008257                               ,               5.4700,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008258                               ,               8.1800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008259                               ,               3.1200,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008275                               ,               3.6900,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008276                               ,              34.5800,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Emcor Facility Services Ltd                       ,CADPINVSM0000008277                               ,             112.3600,                                                  
DCMS                                              ,NHM                                               ,2012-05-30 00:00:00.000,P/L - Est Irrecoverable VAT R/Costs               ,Estates Management                                ,Romford Insulation Ltd                            ,CADPINVSM0000008264                               ,               3.5600,                                                  
