Transaction Date,Merchant Name,Total
04.07.14,BRENTFORD SERVICE,15.75 
04.07.14,CONVENIENCE CHEQUE FEE,27.86 
04.07.14,EC VEHICLE RENTAL,342.95 
04.07.14,EUROSTAR INTERNET,293.50 
04.07.14,GREATER ANGLIA,11.40 
04.07.14,ITUNES.COM/BILL,5.98 
04.07.14,LONDON OVERGROUND-,17.00 
04.07.14,SELFSERVE TICKET,8.90 
04.07.14,VICTORIA&ALBERT MUSEUM,10.90 
04.07.14,VICTORIA&ALBERT MUSEUM,9.55 
04.07.14,WWW.SURVEYANALYTICS.COM,150.37 
05.07.14,OYSTER AUTOTOPUP,20.00 
05.07.14,OYSTER AUTOTOPUP,40.00 
06.07.14,Amazon *Mktplce EU-UK,10.00 
06.07.14,Amazon *Mktplce EU-UK,227.94 
07.07.14,AVIS ENFIELD,54.84 
07.07.14,BP BULLSMOOR LANE F/STN,30.34 
07.07.14,CANNS DOWN PRESS LTD,282.04 
07.07.14,CUSTOM WORKS,458.70 
07.07.14,GARDNERS BOOKS LTD,222.34 
07.07.14,I F CARDBOARD CREA,248.33 
07.07.14,MACFARLANE PACKAGING,"1,270.62 "
07.07.14,POSTCRIPT SANDPIPE,604.98 
07.07.14,SCRIPT MEDIA GROUP,218.39 
07.07.14,WWW.IWEB-HOSTING.CO.UK,38.40 
08.07.14,8200,120.00 
08.07.14,CONVENIENCE CHEQUE FEE,2.50 
08.07.14,LONDON OVERGROUND-,8.90 
08.07.14,WORLDWIDE MAGAZINE DIS,17.30 
09.07.14,COACH AND HORSES,140.00 
09.07.14,CONSERVATION BY DE,"1,081.20 "
09.07.14,DABS.COM PLC,333.84 
09.07.14,DESIGN SUPPLY LTD,72.50 
09.07.14,G RYDER & CO LTD,261.42 
09.07.14,LONDON OVERGROUND-,11.40 
09.07.14,OYSTER BUS AUTOTOP,20.00 
09.07.14,PC WORLD ONLINE,119.98 
09.07.14,SELFSERVE TICKET,8.90 
09.07.14,WASABI,4.94 
09.07.14,WWW.SURVEYANALYTICS.COM,632.45 
09.07.14,XMA LTD,83.84 
10.07.14,8140,613.34 
10.07.14,BANNER BUSINESS SERVIC,36.83 
10.07.14,BANNER BUSINESS SERVIC,43.54 
10.07.14,BANNER BUSINESS SERVIC,76.49 
10.07.14,BANNER BUSINESS SERVIC,20.99 
10.07.14,BISTRO ALLEGRO,30.86 
10.07.14,BRITISH A   1258513561096,174.63 
10.07.14,CONVENIENCE CHEQUE FEE,12.27 
10.07.14,EC VEHICLE RENTAL,0.00 
10.07.14,ESSO CHISWICK FOVER,6.99 
10.07.14,GREEN MAGIC CO,77.40 
10.07.14,Hotel Rest le Chatelet,8.19 
10.07.14,ITUNES.COM/BILL,6.99 
10.07.14,LONDON OVERGROUND-,9.40 
10.07.14,LUL TICKET MACHINE,30.00 
10.07.14,LUL TICKET MACHINE,8.90 
10.07.14,OYSTER BUS AUTOTOP,20.00 
10.07.14,POST OFFICE COUNTER,12.80 
10.07.14,RADISSON BLU HOTEL BIR,10.95 
10.07.14,TICKETOFFICESALE,152.60 
10.07.14,WASABI,5.39 
10.07.14,WWW.NISBETS.COM,448.64 
10.07.14,XMA LTD,125.62 
11.07.14,8210,259.55 
11.07.14,8230,112.75 
11.07.14,CONVENIENCE CHEQUE FEE,7.69 
11.07.14,IMAGINGWAREHOUSE.C,-167.95 
11.07.14,LONDON OVERGROUND-,20.00 
11.07.14,OYSTER AUTOTOPUP,20.00 
11.07.14,TESCO DIRECT,18.00 
11.07.14,TNA BOOKSHOP,14.39 
11.07.14,WEETWOOD HALL LTD,21.40 
11.07.14,WEX PHOTOGRAPHIC,100.99 
11.07.14,WWW.CIMAGLOBAL.COM,165.00 
12.07.14,Amazon EU,55.53 
13.07.14,BALSAMIQ,14.44 
13.07.14,MORRISONS PETROL,29.49 
13.07.14,OYSTER AUTOTOPUP,20.00 
13.07.14,OYSTER BUS AUTOTOP,40.00 
13.07.14,ROADCHEF TIBSHELF,5.58 
13.07.14,WOOLLEY EDGE SOUTH MWSA,60.50 
14.07.14,Amazon *Mktplce EU-UK,12.98 
14.07.14,ANCESTORS OF DOVER LTD,462.00 
14.07.14,LONDON OVERGROUND-,20.00 
14.07.14,M6 TOLL,5.50 
14.07.14,PALACE COURT HOTEL,155.00 
14.07.14,PAYPAL *ICONINSTITU,102.00 
14.07.14,PEN&SWORD BOOKS LT,910.04 
14.07.14,SELFSERVE TICKET,9.00 
14.07.14,WWW.JA.NET,360.00 
15.07.14,8220,312.00 
15.07.14,ASKEWS LIBRARY SER,101.27 
15.07.14,AVIS LONDON,67.97 
15.07.14,BP MOTO HESTON EAST,56.90 
15.07.14,CONVENIENCE CHEQUE FEE,6.24 
15.07.14,LUL TICKET MACHINE,30.00 
15.07.14,M6 TOLL,5.50 
15.07.14,MAPLIN GLASGOW G1,24.95 
15.07.14,NEW SOUTHERN RAILW,34.90 
15.07.14,PRET A MANGER,4.85 
15.07.14,RIVERSIDE ENTERTAINMEN,6.00 
15.07.14,SCIENTIFIC LABORATORY,81.79 
15.07.14,SELFSERVE TICKET,38.30 
15.07.14,SELFSERVE TICKET,17.00 
15.07.14,TICKETOFFICESALE,45.00 
15.07.14,WILLINGTON HALL,42.45 
15.07.14,WWW.THIRSTYCUPS.COM,505.62 
15.07.14,XMA LTD,79.19 
16.07.14,ARQIVA WIFI,3.00 
16.07.14,BANNER BUSINESS SERVIC,62.19 
16.07.14,BANNER BUSINESS SERVIC,26.58 
16.07.14,BOOTS THE CHEMISTS,11.00 
16.07.14,CAFFE NERO,10.05 
16.07.14,LONDON OVERGROUND-,8.90 
16.07.14,LUL TICKET MACHINE,8.90 
16.07.14,LUL TICKET OFFICE.,1.90 
16.07.14,MARKS & SPENCER,13.81 
16.07.14,NCVO,493.00 
16.07.14,PRET A MANGER,7.05 
16.07.14,PRET A MANGER,5.35 
16.07.14,RINGGO,21.40 
16.07.14,SAINSBURYS S/MKTS,14.18 
16.07.14,SANEF AUTOROUTE,4.16 
16.07.14,SELFSERVE TICKET,7.00 
16.07.14,SELFSERVE TICKET,20.00 
16.07.14,SELFSERVE TICKET,8.90 
16.07.14,THE CHILTERN RLYWY,21.10 
16.07.14,TICKETOFFICESALE,22.60 
16.07.14,TRAVELODGE,14.10 
16.07.14,WEST COAST TRAINS,25.10 
17.07.14,8240,32.50 
17.07.14,Amazon *Mktplce EU-UK,11.97 
17.07.14,AU COQ HARDI,32.59 
17.07.14,AVIS LONDON,87.22 
17.07.14,BANNER BUSINESS SERVIC,21.36 
17.07.14,BANNER BUSINESS SERVIC,51.68 
17.07.14,BP BULLSMOOR LANE F/STN,28.49 
17.07.14,COLUMBUS TRAINLINE,2.00 
17.07.14,CONVENIENCE CHEQUE FEE,2.50 
17.07.14,LONDON OVERGROUND-,8.90 
17.07.14,LUL TICKET MACHINE,11.40 
17.07.14,LUL TICKET MACHINE,30.00 
17.07.14,OYSTER AUTOTOPUP,20.00 
17.07.14,PARKING AUTOMATE2311740,1.64 
17.07.14,PAYPAL *NATIONALARC,3.30 
17.07.14,RIVERSIDE ENTERTAINMEN,6.00 
17.07.14,SANEF AUTOROUTE,0.65 
17.07.14,SHELL SMALLFORD 16,30.00 
17.07.14,STARLING CLOUD,92.79 
17.07.14,TICKETOFFICESALE,8.90 
17.07.14,TRAINLINE.COM,31.62 
17.07.14,WEST COAST TRAINS,25.10 
18.07.14,8250,371.10 
18.07.14,Amazon *Mktplce EU-UK,2.81 
18.07.14,Atlassian,30.22 
18.07.14,AUX VILLES DU NORD,11.92 
18.07.14,AVIS ENFIELD,91.68 
18.07.14,AVIS LUTON,93.28 
18.07.14,BAJOLLE TAXIS,16.34 
18.07.14,BP,30.21 
18.07.14,CONVENIENCE CHEQUE FEE,7.42 
18.07.14,GORDON RESEARCH,24.17 
18.07.14,LE TULIPIER,189.50 
18.07.14,LONDON OVERGROUND-,50.00 
18.07.14,LONDON OVERGROUND-,5.00 
18.07.14,LONDON OVERGROUND-,20.00 
18.07.14,LUL TICKET MACHINE,20.00 
18.07.14,OYSTER AUTOTOPUP,20.00 
18.07.14,PAYPAL *JOHNCRIBBSO,476.28 
18.07.14,SANEF AUTOROUTE,4.17 
18.07.14,TRAINLINE.COM,43.86 
18.07.14,WWW.PETPLANET.CO.UK,39.99 
19.07.14,HOOTSUITE MEDIA INC.,9.67 
19.07.14,OYSTER AUTOTOPUP,20.00 
20.07.14,ORANGE (A/PM/02),3.60 
20.07.14,OYSTER AUTOTOPUP,20.00 
20.07.14,OYSTER AUTOTOPUP,20.00 
21.07.14,FIRST CAPITAL CONN,15.30 
21.07.14,KEW GARDENS HOTEL,120.00 
21.07.14,LONDON OVERGROUND-,30.00 
21.07.14,LUL TICKET OFFICE.,6.40 
21.07.14,NEW SOUTHERN RAILW,30.00 
21.07.14,OPEN UNIVERSITY,775.00 
21.07.14,RIVERSIDE ENTERTAINMEN,6.00 
21.07.14,SELFSERVE TICKET,38.30 
21.07.14,XMA LTD,484.37 
22.07.14,Amazon *Mktplce EU-UK,2.59 
22.07.14,Amazon *Mktplce EU-UK,640.00 
22.07.14,AVIS LUTON,43.09 
22.07.14,CIPD INTEGRA,290.00 
22.07.14,GREATER ANGLIA T/O,53.60 
22.07.14,LUL TICKET MACHINE,5.00 
22.07.14,MEETINGZONE LTD,18.97 
22.07.14,RIVERSIDE ENTERTAINMEN,6.00 
22.07.14,ROYAL TOBY HOTEL,15.40 
22.07.14,SELFSERVE TICKET,11.40 
22.07.14,SHELL SMALLFORD 16,15.13 
22.07.14,XMA LTD,157.76 
23.07.14,Amazon *Mktplce EU-UK,79.99 
23.07.14,ASKEWS LIBRARY SER,68.82 
23.07.14,BANNER BUSINESS SERVIC,88.61 
23.07.14,BUYSPARES,15.97 
23.07.14,ISTOCK *INTERNATIONAL,199.20 
23.07.14,LONDON & SOUTH EAS,11.40 
23.07.14,LONDON OVERGROUND-,5.40 
23.07.14,LUL TICKET MACHINE,20.00 
23.07.14,OYSTER AUTOTOPUP,20.00 
23.07.14,SNA MANUFACTURING LTD,40.14 
23.07.14,TOTAL MERCHANDISE LTD,350.40 
23.07.14,WWW.CUTPLASTICSHEETING,6.00 
23.07.14,WWW.OFFICEFURNITUREONL,654.00 
24.07.14,Amazon *Mktplce EU-UK,17.99 
24.07.14,BANNER BUSINESS SERVIC,245.72 
24.07.14,BANNER BUSINESS SERVIC,46.74 
24.07.14,BANNER BUSINESS SERVIC,1.25 
24.07.14,BANNER BUSINESS SERVIC,264.18 
24.07.14,BOOTS THE CHEMISTS,22.22 
24.07.14,BOOTS.COM,31.37 
24.07.14,LONDON OVERGROUND-,8.90 
24.07.14,LUL TICKET MACHINE,20.00 
24.07.14,MARKS & SPENCER,4.45 
24.07.14,PEARL DRY CLEANERS,104.00 
24.07.14,ROYAL MARITIMECLUB,112.00 
24.07.14,SELFSERVE TICKET,20.00 
24.07.14,T K MAXX,12.99 
24.07.14,WWW.ARMA.AC.UK,835.00 
24.07.14,WWW.PMGLTD.CO.UK,954.00 
24.07.14,XMA LTD,189.47 
25.07.14,LONDON OVERGROUND-,5.90 
25.07.14,LONDON OVERGROUND-,7.00 
25.07.14,OYSTER BUS AUTOTOP,20.00 
25.07.14,PAYPAL *BETTERWORLD,7.28 
26.07.14,BANNER BUSINESS SERVIC,33.55 
26.07.14,WWW.SHOP.CANTERBURY.AC.U,130.00 
27.07.14,HILTON HOTELS AIRPORT,212.69 
27.07.14,OYSTER AUTOTOPUP,20.00 
28.07.14,LUL TICKET OFFICE.,6.40 
28.07.14,MARKS & SPENCER,2.86 
28.07.14,NEW SOUTHERN RAILW,30.00 
29.07.14,ASKEWS LIBRARY SER,76.98 
29.07.14,LONDON OVERGROUND-,20.00 
29.07.14,LONDON OVERGROUND-,8.90 
29.07.14,PAYPAL *ISKO UK,150.00 
29.07.14,WWW.OX.AC.UK,55.00 
29.07.14,XMA LTD,842.42 
30.07.14,ALL SAINTS COLLEGE,400.00 
30.07.14,BANNER BUSINESS SERVIC,559.15 
30.07.14,DISPLAYSENSE.CO.UK,333.60 
30.07.14,HOUSE OF BATTERIES,312.91 
30.07.14,LONDON OVERGROUND-,20.00 
30.07.14,LONDON OVERGROUND-,50.00 
30.07.14,LONDON OVERGROUND-,8.90 
30.07.14,LUL TICKET MACHINE,9.00 
30.07.14,LUL TICKET MACHINE,60.00 
30.07.14,OYSTER AUTOTOPUP,20.00 
30.07.14,SELFSERVE TICKET,17.00 
30.07.14,WWW.KEELEFM.COM,280.00 
31.07.14,8170,208.00 
31.07.14,BANNER BUSINESS SERVIC,33.97 
31.07.14,BANNER BUSINESS SERVIC,30.81 
31.07.14,BANNER BUSINESS SERVIC,42.35 
31.07.14,CONVENIENCE CHEQUE FEE,4.16 
31.07.14,LONDON OVERGROUND-,8.00 
31.07.14,LONDON OVERGROUND-,20.00 
31.07.14,M6 TOLL,5.50 
31.07.14,OYSTER AUTOTOPUP,20.00 
31.07.14,PRESERVATION EQUIP,34.74 
31.07.14,SUNDAY RIVER STAGECOAC,93.92 
31.07.14,TESCO STORES 5508,3.00 
31.07.14,WWW.LAWRENCE.CO.UK,58.94 
31.07.14,WWW.MAXIMWEB.CO.UK,51.00 
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
