Geo_Name,Geo_Code,Projection_Code,Projection_Name,Mid_Year_Ending,Gender,Age,Population_Projection
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,20,11092
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,21,11061
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,22,11584
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,23,11794
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,24,12242
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,25,12380
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,26,12293
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,27,12325
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,28,12607
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,29,12641
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,30,12825
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,31,12631
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,32,12570
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,33,12510
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,34,12565
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,35,12805
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,36,12801
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,37,12528
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,38,11799
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,39,11693
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,40,11719
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,41,11906
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,42,12315
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,43,12709
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,44,12848
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,45,13261
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,46,13209
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,47,13357
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,48,13488
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,49,13532
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,50,13424
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,51,13766
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,52,13444
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,53,12951
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,54,12848
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,55,12581
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,56,12081
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,57,11619
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,58,11466
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,59,11033
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,60,10442
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,61,9853
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,62,9611
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,63,9565
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,64,9166
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,65,9161
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,66,9266
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,67,9149
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,68,9204
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,69,9273
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,70,8507
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,71,8414
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,72,8287
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,73,8009
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,74,7119
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,75,6437
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,76,6233
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,77,6231
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,78,5824
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,79,5673
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,80,5294
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,81,4950
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,82,4522
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,83,4439
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,84,4043
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,85,3731
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,86,3438
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,87,3075
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,88,2603
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,89,2327
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,90,1982
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,91,1705
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,92,1348
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,93,1178
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,94,888
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,95,661
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,96,507
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,97,287
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,98,223
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,99,145
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,100,90
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,101,64
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,102,38
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,103,26
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,104,12
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,105,8
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,106,2
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,107,1
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,108,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,109,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,110,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,111,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,112,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,113,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,114,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,115,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,116,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,117,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,118,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,119,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,120,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,121,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,122,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,123,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,124,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Females,125,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,0,12736
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,1,12546
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,2,12639
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,3,12787
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,4,13315
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,5,13103
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,6,12988
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,7,13253
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,8,13227
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,9,12663
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,10,12041
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,11,11803
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,12,11664
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,13,11299
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,14,11352
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,15,11475
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,16,12100
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,17,12433
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,18,12610
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,19,12334
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,20,12295
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,21,12162
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,22,12201
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,23,12021
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,24,12292
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,25,12334
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,26,12327
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,27,12332
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,28,12373
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,29,12434
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,30,12386
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,31,12391
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,32,12105
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,33,11922
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,34,11924
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,35,12195
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,36,12166
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,37,11459
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,38,11085
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,39,11030
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,40,11068
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,41,11388
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,42,11645
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,43,12151
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,44,12406
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,45,12500
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,46,12531
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,47,12680
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,48,13063
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,49,12926
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,50,13059
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,51,13175
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,52,13018
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,53,12854
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,54,12303
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,55,12155
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,56,11610
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,57,11368
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,58,11189
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,59,10658
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,60,10302
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,61,9886
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,62,9736
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,63,9356
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,64,9003
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,65,8961
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,66,8853
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,67,8695
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,68,8534
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,69,8397
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,70,7765
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,71,7599
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,72,7489
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,73,7096
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,74,6281
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,75,5483
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,76,5199
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,77,5142
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,78,4775
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,79,4495
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,80,3976
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,81,3650
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,82,3268
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,83,2979
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,84,2622
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,85,2350
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,86,1921
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,87,1707
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,88,1383
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,89,1195
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,90,964
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,91,771
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,92,536
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,93,437
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,94,291
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,95,217
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,96,154
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,97,86
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,98,48
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,99,25
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,100,19
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,101,9
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,102,5
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,103,4
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,104,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,105,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,106,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,107,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,108,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,109,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,110,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,111,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,112,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,113,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,114,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,115,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,116,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,117,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,118,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,119,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,120,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,121,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,122,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,123,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,124,0
Northern Ireland,N92000002,PPL,Low Migration,2016,Males,125,0
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,0,23472
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,1,24620
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,2,24625
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,3,24728
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,4,25204
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,5,25993
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,6,25779
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,7,25485
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,8,25854
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,9,25873
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,10,24682
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,11,23516
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,12,22907
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,13,22668
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,14,22195
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,15,22255
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,16,22425
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,17,23280
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,18,24293
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,19,23973
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,20,23101
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,21,23030
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,22,23084
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,23,23752
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,24,23745
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,25,24373
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,26,24567
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,27,24535
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,28,24572
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,29,24885
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,30,24994
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,31,25148
Northern Ireland,N92000002,PPL,Low Migration,2017,All People,32,24933
