Newcastle City Council Invoices over £500 paid in April 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Grand Total,"Capital/
Revenue"
Environment & Regeneration,Cityworks City Hall        ,01/04/10,THE CRACK LTD,4615345,1150.00,Revenue
Environment & Regeneration,Cityworks City Hall        ,21/04/10,THE R & B GROUP,4634232,630.00,Revenue
Environment & Regeneration,Cityworks City Hall        ,15/04/10,WALL TO WALL,4628834,1487.11,Revenue
Environment & Regeneration,Cityworks Clean E/C        ,18/04/10,ALPHA LETTERING,4631959,514.90,Revenue
Environment & Regeneration,Cityworks Clean E/C        ,15/04/10,PHS GROUP LTD,4630799,701.96,Revenue
Environment & Regeneration,Cityworks Community Serv    ,01/04/10,COXLODGE COMMUNITY ASSOCIATION,4616174,1150.00,Revenue
Environment & Regeneration,Cityworks Community Serv    ,01/04/10,COXLODGE COMMUNITY ASSOCIATION,4616176,1150.00,Revenue
Environment & Regeneration,Cityworks Community Serv    ,14/04/10,FENHAM HUT COMMUNITY ASSOCIATION,4629171,3172.64,Revenue
Environment & Regeneration,Cityworks Community Serv    ,01/04/10,GOSFORTH RESIDENTS ASSOCIATION,4616177,1000.00,Revenue
Environment & Regeneration,Cityworks Community Serv    ,25/04/10,LEMINGTON CENTRE,4639349,10000.00,Revenue
Environment & Regeneration,Cityworks Community Serv    ,01/04/10,MILLIN CENTRE,4616175,800.00,Revenue
Environment & Regeneration,Cityworks Community Serv    ,01/04/10,SAUDI SOCIETY,4616181,600.00,Revenue
Environment & Regeneration,Cityworks Community Serv    ,01/04/10,THOMAS GAUGHAN COMMUNITY ASSOCIATION,4616179,1770.50,Revenue
Environment & Regeneration,Cityworks East End Pool    ,25/04/10,NORTH EAST CHEMICALS LTD,4638250,3500.00,Revenue
Environment & Regeneration,Cityworks East End Pool    ,27/04/10,SKY,4643966,642.00,Revenue
Environment & Regeneration,Cityworks Elswick          ,28/04/10,ALBANY OFFICE FURNITURE SOLUTIONS,4623608,1080.00,Revenue
Environment & Regeneration,Cityworks Est/Surv Highway  ate,15/04/10,COUPE LINE LTD,4629937,12583.20,Revenue
Environment & Regeneration,Cityworks Est/Surv Highway  ate,19/04/10,COUPE LINE LTD,4633437,10768.30,Revenue
Environment & Regeneration,Cityworks Gosforth         ,20/04/10,ASA AWARD SCHEME,4615409,1267.50,Revenue
Environment & Regeneration,Cityworks Highways         ,20/04/10,BRITISH TELECOMMUNICATIONS PLC,4634068,9212.00,Revenue
Environment & Regeneration,Cityworks Highways         ,20/04/10,BRITISH TELECOMMUNICATIONS PLC,4634268,8864.00,Revenue
Environment & Regeneration,Cityworks Highways         ,08/04/10,CED LTD,4601985,2700.00,Revenue
Environment & Regeneration,Cityworks Highways         ,01/04/10,JCT CONSULTANCY,4615415,1664.94,Revenue
Environment & Regeneration,Cityworks Highways         ,29/04/10,THE HUMAN OFFICE LTD,4625973,1874.94,Revenue
Environment & Regeneration,Cityworks Highways         ,19/04/10,TYNESIDE TRAINING SERVICES LTD,3478805,1172.50,Revenue
Environment & Regeneration,Cityworks Jes Dene         ,29/04/10,CED,4629271,2700.00,Revenue
Environment & Regeneration,Cityworks Jes Dene         ,01/04/10,LONG ROKE SPAR,4591725,1360.45,Revenue
Environment & Regeneration,Cityworks Jes Dene         ,28/04/10,LONG ROKE SPAR,4645677,1125.00,Revenue
Environment & Regeneration,Cityworks Jes Dene         ,29/04/10,M & M STRUCTURES LTD,4625870,1576.80,Revenue
Environment & Regeneration,Cityworks Jes Dene         ,22/04/10,MARSHALLS MONO LTD,4628258,1501.19,Revenue
Environment & Regeneration,Cityworks Jes Dene         ,22/04/10,STEELWAY-FENSECURE,4618608,3213.81,Revenue
Environment & Regeneration,Cityworks Jes Dene         ,11/04/10,TMS MAINTENANCE LTD,4614387,650.00,Revenue
Environment & Regeneration,Cityworks Jes Dene         ,22/04/10,TMS MAINTENANCE LTD,4625950,650.00,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,22/04/10,A&S LOCKSMITHS,4631961,643.50,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,29/04/10,DUNLOP PLAYGROUND SERVICES,4647046,580.00,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,18/04/10,G & B CIVIL ENGINEERING LTD,4631492,2725.00,Capital
Environment & Regeneration,Cityworks Parks & C/side   ,29/04/10,G & B CIVIL ENGINEERING LTD,4646802,27650.98,Capital
Environment & Regeneration,Cityworks Parks & C/side   ,21/04/10,GLASDON MANUFACTURING LTD,4622789,5292.84,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,29/04/10,GORDON SQUARE SERVICES LTD,4647050,1450.00,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,01/04/10,GROUNDWORK SOUTH TYNESIDE,4616540,4000.00,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,28/04/10,GUSTHARTS,4627298,1125.50,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,12/04/10,JOHN HELLENS (CONTRACTS)LTD,4623562,32151.58,Capital
Environment & Regeneration,Cityworks Parks & C/side   ,18/04/10,JOHN HELLENS (CONTRACTS)LTD,4631477,72472.13,Capital
Environment & Regeneration,Cityworks Parks & C/side   ,15/04/10,KEEP BRITAIN TIDY,4611173,1625.00,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,25/04/10,ROK,4631478,212788.98,Capital
Environment & Regeneration,Cityworks Parks & C/side   ,22/04/10,SOUTHERN ELECTRIC CONTRACTING,4623563,1090.00,Revenue
Environment & Regeneration,Cityworks Parks & C/side   ,20/04/10,SOUTHERN GREEN,4634038,18865.01,Capital
Environment & Regeneration,Cityworks Parks & C/side   ,14/04/10,START FITNESS,4604064,665.00,Revenue
Environment & Regeneration,Cityworks Rangers          ,01/04/10,HORSEGATE WOOD,4614384,520.00,Revenue
Environment & Regeneration,Cityworks Rangers          ,21/04/10,IMAGE VISUAL COMMUNICATIONS,4634968,575.00,Revenue
Environment & Regeneration,Cityworks Rangers          ,08/04/10,LOSEHILL HALL,4618756,760.00,Revenue
Environment & Regeneration,Cityworks Rangers          ,08/04/10,LOSEHILL HALL,4618757,760.00,Revenue
Environment & Regeneration,Cityworks Rangers          ,01/04/10,OLIVER TREE SERVICE LTD,4614631,675.00,Revenue
Environment & Regeneration,Cityworks Scotswood        ,20/04/10,CEETEX (LEISURE) LTD,4632495,1326.00,Revenue
Environment & Regeneration,Cityworks Sports Dev       ,18/04/10,KENTON PARK SPORTS CENTRE,4632038,540.00,Revenue
Environment & Regeneration,Cityworks Sports Dev       ,13/04/10,SANDRA TURNEY SWIM SCHOOL LTD,4608702,980.00,Revenue
Environment & Regeneration,Cityworks Sports Dev       ,27/04/10,UNIVERSITY OF NEWCASTLE,4615410,1000.00,Revenue
Environment & Regeneration,Cityworks Training         ,14/04/10,NORTHUMBERLAND COLLEGE,4604307,43050.00,Revenue
Environment & Regeneration,Cityworks Westgate Centre  ,18/04/10,FRANCOTYP-POSTALIA LTD,4631503,505.88,Revenue
Environment & Regeneration,Cleansing/Wheeled Bins                 ,01/04/10,MDRC GROUP LTD,4616452,1275.00,Revenue
Environment & Regeneration,Cleansing/Wheeled Bins                 ,13/04/10,MDRC GROUP LTD,4627079,1190.00,Revenue
Environment & Regeneration,Cleansing/Wheeled Bins                 ,13/04/10,MDRC GROUP LTD,4627234,1275.00,Revenue
Environment & Regeneration,Cleansing/Wheeled Bins                 ,21/04/10,STRAIGHT RECYCLING SYSTEMS,4611345,12852.00,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,12/04/10,20-20 VISION SYSTEMS LTD,4624847,860.20,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,18/04/10,A&S LOCKSMITHS,4470688,550.98,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,29/04/10,ADT FIRE & SECURITY,4625233,736.41,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,29/04/10,ADT FIRE & SECURITY,4625692,856.90,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,29/04/10,ADT FIRE & SECURITY,4627296,909.64,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,07/04/10,BAILEYS BLINDS,4620222,1749.00,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,14/04/10,CHIRMARN LTD,4629291,3400.00,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,29/04/10,COMBINED POWER LTD,4642055,900.00,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,15/04/10,CONVEY BROTHERS,4620696,756.00,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,29/04/10,DEAF ALERTER PLC,4624836,1878.00,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,18/04/10,HONEYWELL BUILDING SOLUTIONS,4631466,11871.97,Revenue
Environment & Regeneration,CW Civic Serv Build Mngmt        ,07/04/10,MIS ENVIROMENTAL LTD,4619526,14705.00,Capital,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,13/04/10,MIS ENVIROMENTAL LTD,4493034,12410.00,Capital,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,14/04/10,MIS ENVIROMENTAL LTD,4628844,12410.00,Capital,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,21/04/10,MIS ENVIROMENTAL LTD,4636168,23360.00,Capital,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,22/04/10,MIS ENVIROMENTAL LTD,4619525,6930.00,Capital,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,07/04/10,Q MUSIC (NORTHERN) LTD,4618652,1423.60,Revenue,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,20/04/10,Redacted Personal Data,4631816,599.75,Revenue,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,01/04/10,THOMAS OWEN & SONS LTD,4595373,975.50,Revenue,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,29/04/10,THOMAS OWEN & SONS LTD,4630680,975.50,Revenue,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,25/04/10,TRACTEL UK LTD,4639638,620.00,Revenue,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,25/04/10,TRACTEL UK LTD,4639639,695.74,Revenue,
Environment & Regeneration,CW Civic Services Catering       ,22/04/10,NEWCASTLE GATESHEAD INITIATIVE,4638100,989.19,Revenue,
Environment & Regeneration,CW Civic Services Catering       ,22/04/10,NEWCASTLE GATESHEAD INITIATIVE,4638235,897.37,Revenue,
Environment & Regeneration,CW Civic Services Catering       ,22/04/10,NEWCASTLE GATESHEAD INITIATIVE,4638357,2250.00,Revenue,
Environment & Regeneration,CW Civic Services Catering       ,21/04/10,THE R & B GROUP,4631960,860.00,Revenue,
Environment & Regeneration,CW Civic Services Catering       ,13/04/10,UNIVERSAL AV SERVICES LTD,4627284,955.00,Revenue,
Environment & Regeneration,CW Civic Services Catering       ,21/04/10,WAVERLEY TBS LTD,4636177,625.87,Revenue
Environment & Regeneration,CW Civic Services Catering       ,22/04/10,WAVERLEY TBS LTD,4634999,547.75,Revenue
Environment & Regeneration,CW Civic Services Catering       ,22/04/10,WAVERLEY TBS LTD,4635015,858.24,Revenue
Environment & Regeneration,CW Civic Services Catering       ,22/04/10,WAVERLEY TBS LTD,4637394,781.90,Revenue
Environment & Regeneration,CW Civic Services Catering       ,22/04/10,WAVERLEY TBS LTD,4638072,1451.71,Revenue
Environment & Regeneration,CW Meals at Home                 ,01/04/10,G M PACKAGING,4615404,891.50,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633300,1323.69,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633302,623.50,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633304,955.78,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633305,559.08,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633306,514.06,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633307,1257.84,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633308,1377.56,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633310,797.52,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633321,692.22,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633323,1089.78,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633324,1314.88,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633325,760.58,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633414,1526.28,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633415,839.42,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633417,1465.09,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633419,1253.62,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4633422,1255.37,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634021,1725.97,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634022,2078.32,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634023,583.22,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634024,1124.90,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634027,616.61,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634028,1024.61,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634222,1158.38,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634223,589.34,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634225,954.06,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634226,1456.03,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634228,504.15,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634572,1166.35,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634573,1221.58,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634574,1159.74,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634577,1062.89,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4634579,1034.04,Revenue
Environment & Regeneration,CW School Security                     ,29/04/10,ADT FIRE & SECURITY,4636566,1140.82,Revenue
Environment & Regeneration,CW School Security                     ,14/04/10,TATES SECURITY SERVICES LTD,4628972,698.70,Revenue
Environment & Regeneration,CW School Security                     ,15/04/10,TATES SECURITY SERVICES LTD,4630664,535.50,Revenue
Environment & Regeneration,CW School Security                     ,18/04/10,TATES SECURITY SERVICES LTD,4631449,665.00,Revenue
Environment & Regeneration,CW School Security                     ,18/04/10,TATES SECURITY SERVICES LTD,4631450,571.20,Revenue
