Newcastle City Council Invoices over £500 paid in April 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Grand Total,"Capital/
Revenue"
Environment & Regeneration,Allendale Building                     ,28/04/10,ICI CONTRACT DIRECT,4625629,772.41,Revenue
Environment & Regeneration,Allendale Building                     ,01/04/10,INSTARMAC GROUP PLC,4615338,1434.72,Revenue
Environment & Regeneration,Allendale Building                     ,22/04/10,INSTARMAC GROUP PLC,4634270,1434.72,Revenue
Environment & Regeneration,Allendale Building                     ,25/04/10,INSTARMAC GROUP PLC,4634585,1434.72,Revenue
Environment & Regeneration,Allendale Building                     ,08/04/10,J T DOVE LTD,4620681,1141.44,Revenue
Environment & Regeneration,Allendale Building                     ,22/04/10,J T DOVE LTD,4637305,1345.84,Revenue
Environment & Regeneration,Allendale Building                     ,08/04/10,J&G ARCHIBALD LTD,4620798,1369.65,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,J&G ARCHIBALD LTD,4625237,589.05,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,J&G ARCHIBALD LTD,4625238,845.00,Revenue
Environment & Regeneration,Allendale Building                     ,19/04/10,J&G ARCHIBALD LTD,4632967,620.00,Revenue
Environment & Regeneration,Allendale Building                     ,22/04/10,J&G ARCHIBALD LTD,4636574,544.74,Revenue
Environment & Regeneration,Allendale Building                     ,26/04/10,J&G ARCHIBALD LTD,4642040,775.80,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,J&G ARCHIBALD LTD,4645173,1149.00,Revenue
Environment & Regeneration,Allendale Building                     ,29/04/10,J&G ARCHIBALD LTD,4632026,1475.10,Revenue
Environment & Regeneration,Allendale Building                     ,29/04/10,J&G ARCHIBALD LTD,4645175,876.20,Revenue
Environment & Regeneration,Allendale Building                     ,29/04/10,J&G ARCHIBALD LTD,4646720,598.20,Revenue
Environment & Regeneration,Allendale Building                     ,29/04/10,J&G ARCHIBALD LTD,4646721,797.60,Revenue
Environment & Regeneration,Allendale Building                     ,08/04/10,JEWSONS,4620680,901.08,Revenue
Environment & Regeneration,Allendale Building                     ,13/04/10,JEWSONS,4046409,624.64,Revenue
Environment & Regeneration,Allendale Building                     ,01/04/10,JT DOVE LTD,4615364,723.36,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,LEENGATE WELDING SUPPLIES (NE) LTD,4645634,770.60,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,LEENGATE WELDING SUPPLIES (NE) LTD,4645652,1196.41,Revenue
Environment & Regeneration,Allendale Building                     ,08/04/10,LORD HIRE CENTRES,4598616,587.00,Revenue
Environment & Regeneration,Allendale Building                     ,01/04/10,METALPOINT LTD,4614592,535.80,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625609,2000.14,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625611,514.35,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625612,530.38,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625615,2864.13,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625619,851.54,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625620,1291.65,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625621,654.36,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625696,3114.66,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625697,564.49,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625698,1020.00,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,MH SOUTHERN & CO LTD,4625702,878.65,Revenue
Environment & Regeneration,Allendale Building                     ,13/04/10,MH SOUTHERN & CO LTD,4627291,749.07,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,MH SOUTHERN & CO LTD,4645731,590.40,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,MH SOUTHERN & CO LTD,4645732,1724.19,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,MH SOUTHERN & CO LTD,4645733,839.36,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,MH SOUTHERN & CO LTD,4645734,1294.92,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,MH SOUTHERN & CO LTD,4645735,1804.92,Revenue
Environment & Regeneration,Allendale Building                     ,01/04/10,MOORES FURNITURE GROUP LTD,4580636,2178.80,Revenue
Environment & Regeneration,Allendale Building                     ,20/04/10,MOORES FURNITURE GROUP LTD,4622618,593.20,Revenue
Environment & Regeneration,Allendale Building                     ,20/04/10,MOORES FURNITURE GROUP LTD,4622619,1259.60,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,MOORES FURNITURE GROUP LTD,4634969,3762.50,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,NOMIX ENVIRO,4625869,594.43,Revenue
Environment & Regeneration,Allendale Building                     ,29/04/10,PILKINGTON UK LTD,4639706,1987.55,Revenue
Environment & Regeneration,Allendale Building                     ,01/04/10,PPG ARCHITECTURAL COATINGS UK LTD,4598537,1157.92,Revenue
Environment & Regeneration,Allendale Building                     ,08/04/10,PPG ARCHITECTURAL COATINGS UK LTD,4608539,971.20,Revenue
Environment & Regeneration,Allendale Building                     ,14/04/10,PPG ARCHITECTURAL COATINGS UK LTD,4608544,1456.80,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,PPG ARCHITECTURAL COATINGS UK LTD,4608548,728.40,Revenue
Environment & Regeneration,Allendale Building                     ,28/04/10,PPG ARCHITECTURAL COATINGS UK LTD,4618764,1456.80,Revenue
Environment & Regeneration,Allendale Building                     ,08/04/10,ROTATIONAL ENGINEERING,4608557,1242.00,Revenue
Environment & Regeneration,Allendale Building                     ,25/04/10,ROTATIONAL ENGINEERING,4630842,2232.00,Revenue
Environment & Regeneration,Allendale Building                     ,29/04/10,SHERRIFF AMENITY LTD,4645683,897.89,Revenue
Environment & Regeneration,Allendale Building                     ,18/04/10,SOVEREIGN CHEMICAL INDUSTRIES LTD,4631965,911.00,Revenue
Environment & Regeneration,Allendale Building                     ,29/04/10,T CROSSLING,4627009,668.12,Revenue
Environment & Regeneration,Allendale Building                     ,01/04/10,TARMAC NORTHERN LTD,4592633,2675.20,Revenue
Environment & Regeneration,Allendale Building                     ,15/04/10,TARMAC NORTHERN LTD,4614617,627.00,Revenue
Environment & Regeneration,Allendale Building                     ,01/04/10,TOR COATINGS LTD,4592604,6763.42,Revenue
Environment & Regeneration,Allendale Building                     ,14/04/10,TOR COATINGS LTD,4599716,4028.68,Revenue
Environment & Regeneration,Allendale Building                     ,21/04/10,TOR COATINGS LTD,4580634,940.16,Revenue
Environment & Regeneration,Allendale Building                     ,14/04/10,TRAVIS PERKINS TRADING CO LTD,4593962,572.88,Revenue
Environment & Regeneration,Allendale Building                     ,29/04/10,TRAVIS PERKINS TRADING CO LTD,4645617,683.68,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,W&M THOMPSON (EARTHWORKS) LTD,4624764,2023.23,Revenue
Environment & Regeneration,Allendale Building                     ,14/04/10,W&M THOMPSON (EARTHWORKS) LTD,4586201,1761.66,Revenue
Environment & Regeneration,Allendale Building                     ,14/04/10,W&M THOMPSON (EARTHWORKS) LTD,4591861,541.08,Revenue
Environment & Regeneration,Allendale Building                     ,25/04/10,W&M THOMPSON (EARTHWORKS) LTD,4638906,1112.51,Revenue
Environment & Regeneration,Allendale Building                     ,27/04/10,W&M THOMPSON (EARTHWORKS) LTD,4643659,997.04,Revenue
Environment & Regeneration,Allendale Building                     ,27/04/10,W&M THOMPSON (EARTHWORKS) LTD,4643660,1104.62,Revenue
Environment & Regeneration,Allendale Building                     ,27/04/10,W&M THOMPSON (EARTHWORKS) LTD,4643662,1791.36,Revenue
Environment & Regeneration,Allendale Building                     ,27/04/10,W&M THOMPSON (EARTHWORKS) LTD,4643664,535.86,Revenue
Environment & Regeneration,Allendale Building                     ,27/04/10,W&M THOMPSON (EARTHWORKS) LTD,4643667,544.68,Revenue
Environment & Regeneration,Allendale Building                     ,27/04/10,W&M THOMPSON (EARTHWORKS) LTD,4643770,2787.41,Revenue
Environment & Regeneration,Allendale Building                     ,22/04/10,WOLSELEY UK LTD,4618477,502.52,Revenue
Environment & Regeneration,Allendale Building                     ,01/04/10,WYKEHAM MATURE PLANTS,4614623,4280.00,Revenue
Environment & Regeneration,Allendale Building                     ,11/04/10,WYKEHAM MATURE PLANTS,4622578,5427.50,Revenue
Environment & Regeneration,Allendale Building                     ,12/04/10,WYKEHAM MATURE PLANTS,4625622,1271.05,Revenue
Environment & Regeneration,Allendale Building                     ,18/04/10,WYKEHAM MATURE PLANTS,4632010,2070.00,Revenue
Environment & Regeneration,Allendale Rd                           ,13/04/10,ARMITAGE VENESTA,4627076,955.80,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,ARMITAGE VENESTA,4642053,537.80,Revenue
Environment & Regeneration,Allendale Rd                           ,26/04/10,BALMORAL JOINERY,4620910,2311.00,Revenue
Environment & Regeneration,Allendale Rd                           ,18/04/10,BORDER HEATING SPARES,4631962,513.66,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,BSS GROUP PLC,4586673,6755.65,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,BSS GROUP PLC,4600099,8263.75,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,BSS GROUP PLC,4614562,742.68,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,BSS GROUP PLC,4628256,6755.65,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,BSS GROUP PLC,4620219,6755.65,Revenue
Environment & Regeneration,Allendale Rd                           ,25/04/10,CORMETON ELECTRONICS,4639604,3520.09,Revenue
Environment & Regeneration,Allendale Rd                           ,27/04/10,EDMUNDSON ELECTRICAL LTD,4643773,824.93,Revenue
Environment & Regeneration,Allendale Rd                           ,12/04/10,ELECTRIC CENTRE,4624833,1723.88,Revenue
Environment & Regeneration,Allendale Rd                           ,28/04/10,ENVIROVENT LTD,4645715,1760.00,Revenue
Environment & Regeneration,Allendale Rd                           ,28/04/10,ENVIROVENT LTD,4645716,1560.00,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,EYRE & ELLISTON LTD T/A EGS,4585493,620.55,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,EYRE & ELLISTON LTD T/A EGS,4587099,737.76,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,EYRE & ELLISTON LTD T/A EGS,4587256,2106.30,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,EYRE & ELLISTON LTD T/A EGS,4587292,1153.10,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,EYRE & ELLISTON LTD T/A EGS,4587298,2991.71,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,EYRE & ELLISTON LTD T/A EGS,4587319,1175.47,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,EYRE & ELLISTON LTD T/A EGS,4613442,500.60,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,EYRE & ELLISTON LTD T/A EGS,4613452,2289.40,Revenue
Environment & Regeneration,Allendale Rd                           ,06/04/10,EYRE & ELLISTON LTD T/A EGS,4613431,2821.56,Revenue
Environment & Regeneration,Allendale Rd                           ,07/04/10,EYRE & ELLISTON LTD T/A EGS,4613449,1225.00,Revenue
Environment & Regeneration,Allendale Rd                           ,07/04/10,EYRE & ELLISTON LTD T/A EGS,4613502,833.78,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,EYRE & ELLISTON LTD T/A EGS,4613432,3901.50,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,EYRE & ELLISTON LTD T/A EGS,4613438,3833.71,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,EYRE & ELLISTON LTD T/A EGS,4613511,1356.80,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,EYRE & ELLISTON LTD T/A EGS,4613693,2302.93,Revenue
Environment & Regeneration,Allendale Rd                           ,13/04/10,EYRE & ELLISTON LTD T/A EGS,4613681,691.20,Revenue
Environment & Regeneration,Allendale Rd                           ,20/04/10,EYRE & ELLISTON LTD T/A EGS,4613506,1193.71,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4637353,524.12,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4637354,3575.94,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4637367,1134.63,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4637878,635.76,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4637879,962.62,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4637882,592.44,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4638184,2734.48,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4638196,810.58,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,EYRE & ELLISTON LTD T/A EGS,4638221,854.60,Revenue
Environment & Regeneration,Allendale Rd                           ,26/04/10,EYRE & ELLISTON LTD T/A EGS,4557754,6319.51,Revenue
Environment & Regeneration,Allendale Rd                           ,26/04/10,EYRE & ELLISTON LTD T/A EGS,4613444,4250.38,Revenue
Environment & Regeneration,Allendale Rd                           ,27/04/10,EYRE & ELLISTON LTD T/A EGS,4639892,537.70,Revenue
Environment & Regeneration,Allendale Rd                           ,28/04/10,EYRE & ELLISTON LTD T/A EGS,4637358,583.14,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,EYRE & ELLISTON LTD T/A EGS,4637867,2557.40,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,EYRE & ELLISTON LTD T/A EGS,4637871,1012.41,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,FLEMING & CO (MACHINERY) LTD,4600804,909.00,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,FLEMING & CO (MACHINERY) LTD,4601519,606.00,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,FLEMING & CO (MACHINERY) LTD,4603904,727.20,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,FLEMING & CO (MACHINERY) LTD,4603918,666.60,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,FLEMING & CO (MACHINERY) LTD,4604014,1212.00,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,FLEMING & CO (MACHINERY) LTD,4608715,909.00,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,FLEMING & CO (MACHINERY) LTD,4622660,606.00,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,FLEMING & CO (MACHINERY) LTD,4625199,909.00,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,GARDINER SECURITY LTD,4620837,884.53,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,GARDINER SECURITY LTD,4620844,675.00,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,GARDINER SECURITY LTD,4620896,1247.02,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,GARDINER SECURITY LTD,4620904,837.40,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,GARDINER SECURITY LTD,4621862,576.00,Revenue
Environment & Regeneration,Allendale Rd                           ,11/04/10,GARDINER SECURITY LTD,4623042,2974.58,Revenue
Environment & Regeneration,Allendale Rd                           ,21/04/10,GARDINER SECURITY LTD,4636745,583.01,Revenue
Environment & Regeneration,Allendale Rd                           ,21/04/10,GARDINER SECURITY LTD,4636749,1157.23,Revenue
Environment & Regeneration,Allendale Rd                           ,18/04/10,HEATON CATERING EQUIPMENT LTD,4631971,1355.25,Revenue
Environment & Regeneration,Allendale Rd                           ,07/04/10,JAMES BURRELL LTD,4619530,1928.80,Revenue
Environment & Regeneration,Allendale Rd                           ,06/04/10,LLOYD WORRALL LTD,4598461,2230.60,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,LLOYD WORRALL LTD,4598466,764.41,Revenue
Environment & Regeneration,Allendale Rd                           ,11/04/10,METALPOINT LTD,4622656,592.90,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,NOSTALGIA FIREPLACES LTD,4625867,1500.00,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4584139,886.58,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4584141,900.00,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4584151,731.84,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4593731,4041.13,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4593734,1388.81,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4593735,1039.66,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4593742,604.70,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4593756,840.21,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4596194,3209.47,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,T CROSSLING,4597745,2700.00,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,T CROSSLING,4594545,821.00,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,T CROSSLING,4594547,987.01,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,T CROSSLING,4594548,613.95,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,T CROSSLING,4594552,876.14,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,T CROSSLING,4594582,1114.70,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,T CROSSLING,4594588,1800.00,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,T CROSSLING,4594594,877.30,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,T CROSSLING,4594625,663.52,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,T CROSSLING,4609812,809.32,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,T CROSSLING,4613401,506.45,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,T CROSSLING,4613409,637.56,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,T CROSSLING,4613477,1509.66,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,T CROSSLING,4613478,1670.46,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,T CROSSLING,4620827,506.45,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4619004,508.03,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4619046,507.08,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4619051,3888.00,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4619057,731.84,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4619079,1565.96,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4619088,1917.14,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4619091,506.45,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4619496,5690.10,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4620213,1281.23,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4620214,3304.25,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,T CROSSLING,4636590,579.18,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,T CROSSLING,4627016,4135.74,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,T CROSSLING,4627021,943.83,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,T CROSSLING,4627024,536.00,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,T CROSSLING,4627029,509.64,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,T CROSSLING,4627031,2170.76,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,T CROSSLING,4627034,584.01,Revenue
Environment & Regeneration,Allendale Rd                           ,29/04/10,T CROSSLING,4627047,553.72,Revenue
Environment & Regeneration,Allendale Rd                           ,28/04/10,TOTAL PUMP SOLUTIONS LTD,4645665,790.00,Revenue
Environment & Regeneration,Allendale Rd                           ,19/04/10,TRIO PLUS (UK) LTD,4632962,606.00,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,WOLSELEY UK LTD,4587089,1035.32,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,WOLSELEY UK LTD,4590875,651.88,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,WOLSELEY UK LTD,4590876,523.32,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,WOLSELEY UK LTD,4590878,654.63,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,WOLSELEY UK LTD,4590973,613.48,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,WOLSELEY UK LTD,4590978,730.07,Revenue
Environment & Regeneration,Allendale Rd                           ,01/04/10,WOLSELEY UK LTD,4591769,532.06,Revenue
Environment & Regeneration,Allendale Rd                           ,06/04/10,WOLSELEY UK LTD,4592576,677.12,Revenue
Environment & Regeneration,Allendale Rd                           ,06/04/10,WOLSELEY UK LTD,4592621,661.70,Revenue
Environment & Regeneration,Allendale Rd                           ,07/04/10,WOLSELEY UK LTD,4592583,609.94,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,WOLSELEY UK LTD,4598542,636.66,Revenue
Environment & Regeneration,Allendale Rd                           ,08/04/10,WOLSELEY UK LTD,4598958,811.04,Revenue
Environment & Regeneration,Allendale Rd                           ,13/04/10,WOLSELEY UK LTD,4600107,560.95,Revenue
Environment & Regeneration,Allendale Rd                           ,14/04/10,WOLSELEY UK LTD,4600119,657.43,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,WOLSELEY UK LTD,4606482,2193.35,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,WOLSELEY UK LTD,4606487,1905.07,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,WOLSELEY UK LTD,4606488,534.45,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,WOLSELEY UK LTD,4606489,767.44,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,WOLSELEY UK LTD,4606499,546.88,Revenue
Environment & Regeneration,Allendale Rd                           ,15/04/10,WOLSELEY UK LTD,4607746,8239.51,Revenue
Environment & Regeneration,Allendale Rd                           ,22/04/10,WOLSELEY UK LTD,4618481,777.28,Revenue
Environment & Regeneration,Allendale Rd                           ,27/04/10,WOLSELEY UK LTD,4622629,719.60,Revenue
Environment & Regeneration,Allendale Rd                           ,27/04/10,WOLSELEY UK LTD,4622642,525.61,Revenue
Environment & Regeneration,Allendale Rd                           ,27/04/10,WOLSELEY UK LTD,4622643,605.37,Revenue
Environment & Regeneration,Allendale Rd                           ,27/04/10,WOLSELEY UK LTD,4622646,677.19,Revenue
Environment & Regeneration,Allendale Rd                           ,28/04/10,WOLSELEY UK LTD,4622650,502.22,Revenue
Environment & Regeneration,Blacksmiths                            ,27/04/10,BRENDECK LTD,4629372,582.00,Revenue
Environment & Regeneration,Blacksmiths                            ,07/04/10,ECOLAB LTD,4563101,4679.99,Revenue
Environment & Regeneration,Blacksmiths                            ,07/04/10,GOTT TECHNICAL SERVICES LTD,4619514,1216.00,Revenue
Environment & Regeneration,Blacksmiths                            ,14/04/10,HILL & SMITH LTD,4628261,5290.46,Revenue
Environment & Regeneration,Blacksmiths                            ,01/04/10,INSTARMAC GROUP PLC,4608549,707.28,Revenue
Environment & Regeneration,Blacksmiths                            ,28/04/10,SIGNATURE LTD,4625862,785.00,Revenue
Environment & Regeneration,Blacksmiths                            ,15/04/10,SIGNFIX LTD,4604322,742.94,Revenue
Environment & Regeneration,Blacksmiths                            ,07/04/10,THE POST & COLUMN COMPANY LTD,4599717,8452.00,Revenue
Environment & Regeneration,Blacksmiths                            ,07/04/10,VISTA SIGNS LTD,4503489,514.79,Revenue
Environment & Regeneration,Blacksmiths                            ,28/04/10,WYBONE LTD,4638149,4180.68,Revenue
Environment & Regeneration,Cityworks  Eldon           ,08/04/10,DERWENT HEALTHCARE LIMITED,4593832,42880.00,Revenue
Environment & Regeneration,Cityworks  Eldon           ,20/04/10,SKY,4634599,574.00,Revenue
Environment & Regeneration,Cityworks  Eldon           ,21/04/10,SKY,4636692,1348.90,Revenue
Environment & Regeneration,Cityworks  Eldon           ,13/04/10,THOMAS OWEN & SONS LTD,4544430,1111.35,Revenue
Environment & Regeneration,Cityworks Cems & Crems     ,14/04/10,FACULTATIEVE TECHNOLOGIES,4628840,5200.08,Revenue
Environment & Regeneration,Cityworks Cems & Crems     ,14/04/10,FACULTATIEVE TECHNOLOGIES,4628841,5822.00,Revenue
Environment & Regeneration,Cityworks Cems & Crems     ,14/04/10,Redacted Personal Data,4628837,5920.00,Revenue
Environment & Regeneration,Cityworks Cems & Crems     ,14/04/10,Redacted Personal Data,4628838,4403.00,Revenue
Environment & Regeneration,Cityworks Cems & Crems     ,14/04/10,Redacted Personal Data,4628836,3607.50,Revenue
Environment & Regeneration,Cityworks Central Off      ,18/04/10,FENHAM SWIMMING PROJECT,4632004,917.18,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4625606,1721.08,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4625694,1067.67,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4627290,2958.14,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4628251,1687.09,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4629254,2034.68,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4629312,5470.37,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4629933,524.18,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4630665,906.65,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4631501,2249.13,Revenue
Environment & Regeneration,Cityworks Central Off      ,21/04/10,PERFORMING RIGHT SOCIETY LTD,4631800,1874.44,Revenue
Environment & Regeneration,Cityworks City Hall        ,05/04/10,NITELITES (F),4615348,510.00,Revenue
Environment & Regeneration,Cityworks City Hall        ,12/04/10,NOUVEAU SOLUTIONS LTD,4623932,2400.00,Revenue
Environment & Regeneration,Cityworks City Hall        ,20/04/10,PERFORMING RIGHT SOCIETY LTD,4623939,3122.91,Revenue
Environment & Regeneration,Cityworks City Hall        ,01/04/10,S D WALLACE LOCAL CREW LTD,4605186,660.00,Revenue
