Month,Page path level 2,Pageviews,Unique Pageviews,Avg. Time on Page,Bounce Rate,% Exit
Sep-16,/payments-to-suppliers/,11,9,00:02:49,0.00%,63.64%
Sep-16,/station-usage,11,8,00:00:18,0.00%,27.27%
Sep-16,/complaints-and-compliments/,10,9,00:01:00,0.00%,10.00%
Sep-16,/council-performance,10,9,00:00:18,0.00%,10.00%
Sep-16,/public-health-funerals/,10,9,00:01:08,0.00%,70.00%
Sep-16,/staff-headcount---posts/,10,9,00:00:54,100.00%,50.00%
Sep-16,/staff-headcount-fte/,10,10,00:03:47,0.00%,20.00%
Sep-16,/warley-ward,10,5,00:00:09,0.00%,0.00%
Sep-16,/councillor-allowances-and-expenses,9,6,00:00:22,50.00%,11.11%
Sep-16,/elland-ward,9,5,00:00:06,0.00%,22.22%
Sep-16,/new-business-rates-accounts-created/,9,9,00:00:23,100.00%,55.56%
Sep-16,/public-food-register,9,6,00:01:58,100.00%,22.22%
Sep-16,/crime-and-safety-data,8,4,00:02:52,0.00%,0.00%
Sep-16,/luddendenfoot-ward,8,3,00:00:15,0.00%,0.00%
Sep-16,/pay-policy,8,3,00:00:10,0.00%,12.50%
Sep-16,/public-health-data-by-ward,8,7,00:01:07,0.00%,12.50%
Sep-16,/road-safety-training-delivered-in-calderdale-primary-schools-2015-2016,8,4,00:00:06,0.00%,12.50%
Sep-16,/businesses-with-a-rateable-value-of-less-than-12000/,7,7,00:00:30,0.00%,28.57%
Sep-16,/contracts,7,3,00:00:10,0.00%,14.29%
Sep-16,/council-performance/,7,7,00:00:50,0.00%,85.71%
Sep-16,/elections-results,7,3,00:04:27,0.00%,14.29%
Sep-16,/free-school-meals-by-ward---primary-schools,7,4,00:00:19,100.00%,14.29%
Sep-16,/grants/,7,7,00:03:17,0.00%,28.57%
Sep-16,/salary-scales,7,4,00:00:04,0.00%,0.00%
Sep-16,/schools-list/,7,6,00:00:36,0.00%,28.57%
Sep-16,/sowerby-bridge-ward,7,5,00:00:46,100.00%,14.29%
Sep-16,/calderdale-carbon-dioxide-emissions-and-trajectory-2005-to-2014-/,6,5,00:00:35,100.00%,16.67%
Sep-16,/countryside-volunteers--expenses-claims/,6,4,00:00:34,100.00%,16.67%
Sep-16,/empty-properties/,6,5,00:01:06,0.00%,50.00%
Sep-16,/environmental-health-fixed-penalty-notices,6,2,00:00:06,0.00%,0.00%
Sep-16,/land-and-building-assets,6,4,00:00:27,100.00%,16.67%
Sep-16,/ovenden-ward,6,5,00:00:18,0.00%,16.67%
Sep-16,/parking-spaces,6,4,00:00:10,0.00%,16.67%
Sep-16,/planning-applications,6,5,00:00:59,0.00%,0.00%
Sep-16,/road-safety-training-delivered-in-calderdale-primary-schools-2015-2016/,6,5,00:00:33,0.00%,33.33%
Sep-16,/small-business-rate-relief/,6,5,00:00:31,0.00%,16.67%
Sep-16,/warley-ward/,6,5,00:00:57,0.00%,33.33%
Sep-16,/activity/,5,4,00:00:10,0.00%,0.00%
Sep-16,/bowling-greens/,5,5,00:00:00,100.00%,100.00%
Sep-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014,5,2,00:00:58,0.00%,40.00%
Sep-16,/council-budget/,5,5,00:11:14,0.00%,60.00%
Sep-16,/council-tax-charges/,5,5,00:01:37,50.00%,40.00%
Sep-16,/councillor-allowances-and-expenses/,5,5,00:02:32,0.00%,40.00%
Sep-16,/countryside-volunteers--expenses-claims,5,2,00:00:11,0.00%,0.00%
Sep-16,/fraud,5,3,00:00:10,0.00%,0.00%
Sep-16,/illingworth-and-mixenden-ward,5,3,00:00:11,0.00%,0.00%
Sep-16,/luddendenfoot-ward/,5,4,00:01:54,0.00%,0.00%
Sep-16,/new,5,2,00:03:14,0.00%,0.00%
Sep-16,/pay-policy/,5,3,00:00:46,0.00%,0.00%
Sep-16,/population-forecast,5,3,00:00:10,0.00%,0.00%
Sep-16,/public-toilets,5,4,00:00:10,0.00%,0.00%
Sep-16,/public-toilets/,5,4,00:01:52,0.00%,60.00%
Sep-16,/trade-unions,5,3,00:00:09,50.00%,40.00%
Sep-16,/contracts/,4,3,00:00:08,0.00%,0.00%
Sep-16,/crime-and-safety-data/,4,3,00:01:27,0.00%,0.00%
Sep-16,/elections-results/,4,3,00:04:30,0.00%,0.00%
Sep-16,/elland-ward/,4,3,00:00:32,0.00%,0.00%
Sep-16,/environmental-health-service-requests-2010-11-2014-15,4,2,00:00:06,0.00%,0.00%
Sep-16,/hipperholme-and-lightcliffe-ward,4,4,00:00:15,0.00%,0.00%
Sep-16,/lower-super-output-areas-by-postcode,4,2,00:00:05,0.00%,25.00%
Sep-16,/planning-applications/,4,3,00:02:54,0.00%,75.00%
Sep-16,/population-estimate,4,3,00:01:59,100.00%,25.00%
Sep-16,/population-forecast/,4,3,00:01:44,0.00%,25.00%
Sep-16,/public-health-data-by-ward/,4,4,00:00:00,0.00%,100.00%
Sep-16,/pupils-on-roll-by-ward,4,3,00:00:43,0.00%,0.00%
Sep-16,/rastrick-ward,4,2,00:00:05,0.00%,0.00%
Sep-16,/ryburn-ward/,4,4,00:02:13,0.00%,0.00%
Sep-16,/salary-scales/,4,4,00:00:49,0.00%,25.00%
Sep-16,/station-usage/,4,4,00:00:39,0.00%,25.00%
Sep-16,/wildflower-sites,4,2,00:00:43,0.00%,25.00%
Sep-16,/business-rates-accounts-in-credit/,3,3,00:02:12,0.00%,33.33%
Sep-16,/childrens-centres,3,1,00:00:32,0.00%,33.33%
Sep-16,/customer-meter-data,3,2,00:01:27,0.00%,0.00%
Sep-16,/domestic-consumption-monitor---monthly-meter-readings,3,2,00:00:52,0.00%,0.00%
Sep-16,/environmental-health-fixed-penalty-notices/,3,3,00:00:58,0.00%,0.00%
Sep-16,/fraud/,3,3,00:01:03,0.00%,33.33%
Sep-16,/illingworth-and-mixenden-ward/,3,2,00:00:29,0.00%,33.33%
Sep-16,/northowram-and-shelf-ward,3,3,00:00:23,0.00%,0.00%
Sep-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-,3,2,00:00:20,0.00%,0.00%
Sep-16,/parking-spaces/,3,3,00:01:22,0.00%,33.33%
Sep-16,/places-of-worship-in-calderdale/,3,2,00:01:00,0.00%,33.33%
Sep-16,/railway-stations,3,2,00:00:11,0.00%,0.00%
Sep-16,/railway-stations/,3,3,00:00:11,100.00%,66.67%
Sep-16,/school-admissions---allocations---primary-schools,3,2,00:00:21,0.00%,0.00%
Sep-16,/skircoat-ward,3,3,00:00:09,0.00%,0.00%
Sep-16,/sowerby-bridge-ward/,3,1,00:00:36,0.00%,33.33%
Sep-16,/trade-unions/,3,3,00:04:24,0.00%,0.00%
Sep-16,/ancient-monuments/,2,1,00:07:56,0.00%,50.00%
Sep-16,/calder-ward,2,2,00:00:21,0.00%,0.00%
Sep-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014/,2,1,00:00:23,0.00%,0.00%
Sep-16,/customer-contact,2,1,00:17:36,0.00%,0.00%
Sep-16,/environmental-health-service-requests-2010-11-2014-15/,2,2,00:01:09,0.00%,0.00%
Sep-16,/environmental-permits,2,1,00:00:13,0.00%,0.00%
Sep-16,/free-school-meals-by-ward---primary-schools/,2,2,00:01:14,0.00%,0.00%
Sep-16,/free-school-meals-by-ward---secondary-schools-,2,2,00:00:05,100.00%,50.00%
Sep-16,/greetland-and-stainland-ward,2,2,00:00:07,0.00%,0.00%
Sep-16,/lower-super-output-areas-by-postcode/,2,2,00:00:44,0.00%,0.00%
Sep-16,/mixed-water-supply,2,1,00:00:11,0.00%,0.00%
Sep-16,/mixed-water-supply/,2,1,00:00:27,0.00%,50.00%
Sep-16,/ovenden-ward/,2,2,00:00:02,0.00%,50.00%
Sep-16,/parkingaccount,2,2,00:00:09,0.00%,50.00%
Sep-16,/places-of-worship-in-calderdale,2,1,00:00:15,0.00%,50.00%
Sep-16,/primary-and-secondary-school-places-appealled-2011-2015,2,1,00:00:07,0.00%,0.00%
Sep-16,/primary-school-preferences-2011-2015,2,1,00:00:07,0.00%,0.00%
Sep-16,/public-food-register/,2,2,00:01:12,0.00%,0.00%
Sep-16,/pupils-on-roll-by-ward/,2,2,00:00:24,0.00%,0.00%
Sep-16,/secondary-schools---free-school-meals,2,2,00:00:05,0.00%,0.00%
Sep-16,/secondary-schools---free-school-meals/,2,2,00:00:00,100.00%,100.00%
Sep-16,/town-ward,2,2,00:00:08,0.00%,0.00%
Sep-16,/,1,1,00:00:05,0.00%,0.00%
Sep-16,/bike-racks,1,1,00:00:04,0.00%,0.00%
Sep-16,/bike-racks/,1,1,00:00:53,0.00%,0.00%
Sep-16,/childrens-centres/,1,1,00:00:55,0.00%,0.00%
Sep-16,/council-budget-old,1,1,00:00:08,0.00%,0.00%
Sep-16,/council-constitution/,1,1,00:00:00,100.00%,100.00%
Sep-16,/customer-meter-data/,1,1,00:00:09,0.00%,0.00%
Sep-16,/customer-transactions,1,1,00:00:03,0.00%,0.00%
Sep-16,/customer-transactions/,1,1,00:00:52,0.00%,0.00%
Sep-16,/disabled-blue-badges,1,1,00:00:00,100.00%,100.00%
Sep-16,/domestic-consumption-monitor---monthly-meter-readings/,1,1,00:01:39,0.00%,0.00%
Sep-16,/emergency-school-colsures,1,1,00:00:18,0.00%,0.00%
Sep-16,/emergency-school-colsures/,1,1,00:00:00,0.00%,100.00%
Sep-16,/environmental-health---litter-fixed-penalty-notices--fpns-,1,1,00:00:09,0.00%,0.00%
Sep-16,/environmental-health---litter-fixed-penalty-notices--fpns-/,1,1,00:00:00,0.00%,100.00%
Sep-16,/environmental-permits/,1,1,00:01:29,0.00%,0.00%
Sep-16,/fire-stations,1,1,00:00:00,100.00%,100.00%
Sep-16,/free-school-meals-by-ward---secondary-schools-/,1,1,00:00:35,0.00%,0.00%
Sep-16,/gritting-routes,1,1,00:00:13,0.00%,0.00%
Sep-16,/gritting-routes/,1,1,00:00:00,0.00%,100.00%
Sep-16,/hipperholme-and-lightcliffe-ward/,1,1,00:00:00,0.00%,100.00%
Sep-16,/jsna,1,1,00:00:06,0.00%,0.00%
Sep-16,/land-and-building-assets/,1,1,00:00:00,0.00%,100.00%
Sep-16,/mains-water-suuply,1,1,00:00:03,0.00%,0.00%
Sep-16,/mains-water-suuply/,1,1,00:00:29,0.00%,0.00%
Sep-16,/national-public-transport-access-nodes--naptan-,1,1,00:00:00,0.00%,100.00%
Sep-16,/northern-powergrid---demand-and-capacity-data-/,1,1,00:00:00,100.00%,100.00%
Sep-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-/,1,1,00:00:00,0.00%,100.00%
Sep-16,/organisation-chart.,1,1,00:00:00,100.00%,100.00%
Sep-16,/play-areas,1,1,00:00:00,0.00%,100.00%
Sep-16,/play-areas/,1,1,00:00:00,100.00%,100.00%
Sep-16,/population-estimate/,1,1,00:00:22,0.00%,0.00%
Sep-16,/primary-and-secondary-school-places-appealled-2011-2015/,1,1,00:00:18,0.00%,0.00%
Sep-16,/primary-school-preferences-2011-2015/,1,1,00:00:44,0.00%,0.00%
Sep-16,/primary-schools---free-school-meals/,1,1,00:00:00,100.00%,100.00%
Sep-16,/primary-schools---pupils-with-english-as-an-additional-language/,1,1,00:00:00,100.00%,100.00%
Sep-16,/procurement-card-transactions/,1,1,00:00:00,100.00%,100.00%
Sep-16,/recycling-and-household-waste,1,1,00:00:03,0.00%,0.00%
Sep-16,/resource_add/,1,1,00:00:06,0.00%,0.00%
Sep-16,/school-admissions---allocations---primary-schools/,1,1,00:00:07,0.00%,0.00%
Sep-16,/school-admissions---allocations---secondary-schools,1,1,00:00:09,0.00%,0.00%
Sep-16,/school-admissions---allocations---secondary-schools/,1,1,00:00:00,0.00%,100.00%
Sep-16,/secondary-school-admission-timeline,1,1,00:00:04,0.00%,0.00%
Sep-16,/secondary-school-admission-timeline/,1,1,00:02:08,0.00%,0.00%
Sep-16,/secondary-schools---pupils-with-english-as-an-additional-language,1,1,00:00:06,0.00%,0.00%
Sep-16,/secondary-schools---pupils-with-english-as-an-additional-language/,1,1,00:00:05,0.00%,0.00%
Sep-16,/skircoat-ward/,1,1,00:00:00,0.00%,100.00%
Sep-16,/staff-headcount,1,1,00:00:05,0.00%,0.00%
Sep-16,/theatres,1,1,00:00:00,100.00%,100.00%
Sep-16,/travel-and-subsistence-rates,1,1,00:00:16,0.00%,0.00%
Sep-16,/travel-and-subsistence-rates/,1,1,00:03:40,0.00%,0.00%
Sep-16,/traveline,1,1,00:00:11,0.00%,0.00%
Sep-16,/ward-boundaries,1,1,00:00:00,100.00%,100.00%
Sep-16,/wildflower-sites/,1,1,00:01:30,0.00%,0.00%
Oct-16,/resources/,407,134,00:00:49,0.00%,1.72%
Oct-16,/edit/,67,30,00:00:28,0.00%,0.00%
Oct-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward/,61,45,00:01:14,50.00%,14.75%
Oct-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward,59,24,00:00:26,33.33%,23.73%
Oct-16,/brighouse-ward,44,11,00:01:42,0.00%,4.55%
Oct-16,/sowerby-bridge-ward,36,15,00:00:36,100.00%,25.00%
Oct-16,/calderdale-business-properties---complete-list,33,22,00:00:26,20.00%,30.30%
Oct-16,/todmorden-ward,33,14,00:00:12,25.00%,6.06%
Oct-16,/illingworth-and-mixenden-ward,32,11,00:00:35,33.33%,3.12%
Oct-16,/council-performance,31,21,00:00:10,41.18%,29.03%
Oct-16,/planning-applications,28,14,00:01:16,0.00%,7.14%
Oct-16,/park-ward,25,9,00:00:25,25.00%,8.00%
Oct-16,/brighouse-ward/,24,17,00:00:28,0.00%,8.33%
Oct-16,/public-health-data-by-ward,24,11,00:00:17,28.57%,8.33%
Oct-16,/sowerby-bridge-ward/,24,13,00:00:33,0.00%,16.67%
Oct-16,/calderdale-carbon-dioxide-emissions-and-trajectory-2005-to-2014-,23,11,00:00:20,50.00%,8.70%
Oct-16,/schools-list,23,15,00:00:15,33.33%,8.70%
Oct-16,/calderdale-tourism---business-turnover-derived-from-tourism-and-related-expenditure-2014,22,8,00:00:17,0.00%,13.64%
Oct-16,/food-banks----free-meals-in-calderdale-,22,13,00:00:47,0.00%,13.64%
Oct-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014,20,6,00:00:16,0.00%,5.00%
Oct-16,/food-hygiene-ratings-for-calderdale,20,8,00:01:02,0.00%,10.00%
Oct-16,/contracts,19,11,00:00:46,20.00%,26.32%
Oct-16,/council-performance/,19,15,00:01:51,0.00%,42.11%
Oct-16,/allotments/,18,10,00:02:45,0.00%,11.11%
Oct-16,/flood-data,18,8,00:00:27,50.00%,16.67%
Oct-16,/pupils-on-roll-by-ward,18,7,00:00:31,0.00%,0.00%
Oct-16,/todmorden-ward/,18,16,00:00:33,0.00%,27.78%
Oct-16,/allotments,17,6,00:00:13,0.00%,0.00%
Oct-16,/planning-applications/,17,14,00:01:01,0.00%,11.76%
Oct-16,/schools-list/,17,11,00:03:07,0.00%,41.18%
Oct-16,/calder-ward,16,7,00:00:43,33.33%,12.50%
Oct-16,/calderdale-business-properties---complete-list/,16,14,00:05:07,0.00%,37.50%
Oct-16,/food-banks----free-meals-in-calderdale-/,16,14,00:00:48,50.00%,43.75%
Oct-16,/staff-headcount-fte,16,8,00:00:25,0.00%,0.00%
Oct-16,/calderdale-data-works-webstats,15,10,00:00:20,100.00%,20.00%
Oct-16,/open-postcode-geo,15,7,00:00:36,0.00%,13.33%
Oct-16,/complaints-and-compliments,14,4,00:00:42,0.00%,7.14%
Oct-16,/elland-ward,14,7,00:00:36,0.00%,14.29%
Oct-16,/population-estimate,14,6,00:00:21,100.00%,28.57%
Oct-16,/public-food-register,14,8,00:01:09,0.00%,7.14%
Oct-16,/activity/,13,10,00:00:26,100.00%,7.69%
Oct-16,/crime-and-safety-data,13,8,00:02:25,0.00%,7.69%
Oct-16,/flood-data/,13,9,00:00:31,0.00%,23.08%
Oct-16,/illingworth-and-mixenden-ward/,13,10,00:02:12,0.00%,0.00%
Oct-16,/northowram-and-shelf-ward,13,4,00:01:40,0.00%,7.69%
Oct-16,/public-health-data-by-ward/,13,7,00:00:34,0.00%,38.46%
Oct-16,/staff-headcount---posts,13,9,00:00:23,0.00%,7.69%
Oct-16,/business-rates-accounts-in-credit,12,10,00:00:08,0.00%,33.33%
Oct-16,/free-school-meals-by-ward---primary-schools,12,4,00:00:07,100.00%,8.33%
Oct-16,/hipperholme-and-lightcliffe-ward,12,4,00:00:10,0.00%,8.33%
Oct-16,/warley-ward,12,4,00:00:08,0.00%,16.67%
Oct-16,/council-budget,11,7,00:00:08,100.00%,18.18%
Oct-16,/councillor-allowances-and-expenses,11,7,00:00:21,16.67%,18.18%
Oct-16,/food-hygiene-ratings-for-calderdale/,11,10,00:00:10,0.00%,36.36%
Oct-16,/grants,11,7,00:00:11,100.00%,18.18%
Oct-16,/organisation-chart/,11,10,00:03:07,100.00%,36.36%
Oct-16,/town-ward,11,5,00:00:53,0.00%,0.00%
Oct-16,/calderdale-carbon-dioxide-emissions-and-trajectory-2005-to-2014-/,10,10,00:00:43,0.00%,0.00%
Oct-16,/contracts/,10,7,00:02:38,0.00%,20.00%
Oct-16,/elland-ward/,10,6,00:00:32,0.00%,0.00%
Oct-16,/fraud,10,3,00:00:14,100.00%,20.00%
Oct-16,/hipperholme-and-lightcliffe-ward/,10,5,00:02:18,0.00%,10.00%
Oct-16,/organisation-chart,10,6,00:00:06,100.00%,10.00%
Oct-16,/park-ward/,10,7,00:02:40,0.00%,30.00%
Oct-16,/staff-headcount-fte/,10,10,00:00:45,0.00%,50.00%
Oct-16,/businesses-with-a-rateable-value-of-less-than-12000,9,6,00:00:14,0.00%,11.11%
Oct-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014/,9,8,00:00:48,0.00%,0.00%
Oct-16,/complaints-and-compliments/,9,6,00:00:55,0.00%,11.11%
Oct-16,/crime-and-safety-data/,9,6,00:00:16,0.00%,44.44%
Oct-16,/population-estimate/,9,7,00:01:51,0.00%,11.11%
Oct-16,/staff-headcount---posts/,9,6,00:01:19,0.00%,44.44%
Oct-16,/warley-ward/,9,7,00:00:52,0.00%,22.22%
Oct-16,/calderdale-tourism---business-turnover-derived-from-tourism-and-related-expenditure-2014/,8,7,00:03:28,0.00%,0.00%
Oct-16,/customer-contact,8,6,00:00:25,100.00%,25.00%
Oct-16,/empty-properties,8,7,00:00:28,0.00%,0.00%
Oct-16,/free-school-meals-by-ward---secondary-schools-,8,4,00:00:10,0.00%,0.00%
Oct-16,/payments-to-suppliers,8,8,00:00:10,0.00%,12.50%
Oct-16,/secondary-pupils-on-roll-by-ward-,8,4,00:00:11,0.00%,0.00%
Oct-16,/calder-ward/,7,4,00:01:03,0.00%,14.29%
Oct-16,/calderdale-data-works-webstats/,7,6,00:00:45,0.00%,0.00%
Oct-16,/council-budget/,7,6,00:02:10,0.00%,14.29%
Oct-16,/councillor-allowances-and-expenses/,7,7,00:01:38,0.00%,42.86%
Oct-16,/new-business-rates-accounts-created,7,6,00:00:26,33.33%,28.57%
Oct-16,/payments-to-suppliers/,7,5,00:00:46,0.00%,42.86%
Oct-16,/public-food-register/,7,5,00:00:31,0.00%,42.86%
Oct-16,/small-business-rate-relief,7,6,00:00:20,50.00%,28.57%
Oct-16,/business-rates-accounts-in-credit/,6,6,00:01:27,100.00%,66.67%
Oct-16,/grants/,6,6,00:00:49,0.00%,16.67%
Oct-16,/jsna,6,2,00:00:20,0.00%,0.00%
Oct-16,/northern-powergrid---demand-and-capacity-data-/,6,5,00:05:51,33.33%,50.00%
Oct-16,/public-health-funerals,6,2,00:02:34,0.00%,33.33%
Oct-16,/ryburn-ward,6,4,00:00:13,0.00%,0.00%
Oct-16,/school-admissions---allocations---secondary-schools,6,4,00:00:24,0.00%,16.67%
Oct-16,/secondary-schools---free-school-meals,6,4,00:00:14,0.00%,0.00%
Oct-16,/senior-salaries,6,5,00:00:10,0.00%,0.00%
Oct-16,/street-lights-in-calderdale,6,6,00:00:15,60.00%,50.00%
Oct-16,/wildflower-sites,6,3,00:00:34,0.00%,33.33%
Oct-16,/businesses-with-a-rateable-value-of-less-than-12000/,5,5,00:00:43,0.00%,20.00%
Oct-16,/council-tax-charges,5,2,00:05:03,0.00%,0.00%
Oct-16,/council-tax-charges/,5,5,00:01:06,100.00%,40.00%
Oct-16,/customer-contact/,5,4,00:01:06,0.00%,40.00%
Oct-16,/customer-transactions,5,4,00:00:16,0.00%,0.00%
Oct-16,/greetland-and-stainland-ward,5,2,00:00:17,0.00%,0.00%
Oct-16,/grit-bins,5,3,00:00:06,50.00%,20.00%
Oct-16,/new,5,3,00:04:38,0.00%,0.00%
Oct-16,/new-business-rates-accounts-created/,5,5,00:01:28,100.00%,80.00%
Oct-16,/ovenden-ward,5,4,00:00:12,0.00%,20.00%
Oct-16,/rastrick-ward,5,2,00:00:11,0.00%,0.00%
Oct-16,/school-admissions---allocations---secondary-schools/,5,4,00:00:29,0.00%,40.00%
Oct-16,/senior-salaries/,5,4,00:00:09,100.00%,80.00%
Oct-16,/skircoat-ward,5,3,00:00:29,0.00%,0.00%
Oct-16,/town-ward/,5,3,00:00:09,0.00%,0.00%
Oct-16,/countryside-volunteers--expenses-claims,4,1,00:00:09,0.00%,0.00%
Oct-16,/jsna/,4,2,00:02:37,0.00%,0.00%
Oct-16,/lower-super-output-areas-by-postcode,4,2,00:00:29,0.00%,25.00%
Oct-16,/national-public-transport-access-nodes--naptan-,4,1,00:00:06,0.00%,0.00%
Oct-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-,4,3,00:01:02,0.00%,0.00%
Oct-16,/number-of-pupils-on-roll-in-primary-schools,4,3,00:00:18,0.00%,0.00%
Oct-16,/number-of-pupils-on-roll-in-secondary-schools,4,2,00:00:38,0.00%,0.00%
Oct-16,/open-postcode-geo/,4,4,00:06:31,0.00%,0.00%
Oct-16,/pay-policy,4,3,00:00:12,0.00%,0.00%
Oct-16,/pay-policy/,4,3,00:01:17,0.00%,50.00%
Oct-16,/procurement-card-transactions,4,3,00:00:14,0.00%,0.00%
Oct-16,/procurement-card-transactions/,4,3,00:00:03,100.00%,75.00%
Oct-16,/public-health-funerals/,4,3,00:00:29,0.00%,0.00%
Oct-16,/public-toilets/,4,3,00:00:06,100.00%,75.00%
Oct-16,/pupils-on-roll-by-ward/,4,1,00:01:39,0.00%,0.00%
Oct-16,/school-participation-in-bikeability,4,3,00:14:43,50.00%,75.00%
Oct-16,/secondary-school-preferences-2011-2015,4,3,00:00:16,0.00%,0.00%
Oct-16,/secondary-schools---free-school-meals/,4,3,00:00:42,100.00%,50.00%
Oct-16,/bowling-greens/,3,3,00:00:00,100.00%,100.00%
Oct-16,/elections-results,3,2,00:00:17,0.00%,33.33%
Oct-16,/empty-properties/,3,3,00:00:22,0.00%,66.67%
Oct-16,/environmental-health---litter-fixed-penalty-notices--fpns-,3,1,00:00:03,0.00%,0.00%
Oct-16,/environmental-health-service-requests-2010-11-2014-15,3,2,00:00:03,0.00%,0.00%
Oct-16,/fraud/,3,3,00:00:49,0.00%,0.00%
Oct-16,/free-school-meals-by-ward---primary-schools/,3,2,00:00:32,0.00%,0.00%
Oct-16,/grit-bins/,3,2,00:01:31,0.00%,33.33%
Oct-16,/national-public-transport-access-nodes--naptan-/,3,1,00:00:06,0.00%,0.00%
Oct-16,/northowram-and-shelf-ward/,3,3,00:00:23,0.00%,0.00%
Oct-16,/number-of-pupils-on-roll-in-primary-schools/,3,3,00:01:31,0.00%,66.67%
Oct-16,/number-of-pupils-on-roll-in-secondary-schools-by-year-group,3,1,00:00:26,0.00%,0.00%
Oct-16,/number-of-pupils-on-roll-in-secondary-schools/,3,3,00:00:24,0.00%,0.00%
Oct-16,/parking-spaces,3,3,00:00:13,0.00%,0.00%
Oct-16,/places-of-worship-in-calderdale/,3,2,00:01:17,50.00%,66.67%
Oct-16,/population-forecast,3,3,00:00:05,0.00%,0.00%
Oct-16,/population-forecast/,3,3,00:00:00,0.00%,100.00%
Oct-16,/primary-schools---free-school-meals,3,3,00:00:21,100.00%,66.67%
Oct-16,/recycling-and-household-waste,3,1,00:00:16,0.00%,0.00%
Oct-16,/small-business-rate-relief/,3,3,00:01:30,0.00%,66.67%
Oct-16,/ancient-monuments/,2,1,00:07:56,0.00%,50.00%
Oct-16,/countryside-volunteers--expenses-claims/,2,2,00:00:34,0.00%,0.00%
Oct-16,/customer-transactions/,2,2,00:01:26,0.00%,0.00%
Oct-16,/emergency-school-colsures,2,1,00:00:12,0.00%,0.00%
Oct-16,/environmental-health---litter-fixed-penalty-notices--fpns-/,2,1,00:01:05,0.00%,0.00%
Oct-16,/environmental-health-fixed-penalty-notices,2,2,00:00:02,100.00%,50.00%
Oct-16,/environmental-health-service-requests-2010-11-2014-15/,2,2,00:00:51,0.00%,50.00%
Oct-16,/environmental-permits,2,1,00:00:13,0.00%,0.00%
Oct-16,/environmental-permits/,2,2,00:01:29,100.00%,50.00%
Oct-16,/free-school-meals-by-ward---secondary-schools-/,2,2,00:00:25,0.00%,0.00%
Oct-16,/greetland-and-stainland-ward/,2,1,00:00:55,0.00%,0.00%
Oct-16,/lower-super-output-areas-by-postcode/,2,2,00:01:49,0.00%,0.00%
Oct-16,/luddendenfoot-ward,2,2,00:00:17,0.00%,0.00%
Oct-16,/northern-powergrid---substation-demand-data-for-calderdale,2,1,00:00:08,0.00%,50.00%
Oct-16,/northern-powergrid---substation-demand-data-for-calderdale/,2,1,00:00:09,0.00%,0.00%
Oct-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-/,2,2,00:00:37,0.00%,0.00%
Oct-16,/ovenden-ward/,2,2,00:00:00,0.00%,100.00%
Oct-16,/parking-spaces/,2,2,00:01:06,0.00%,0.00%
Oct-16,/parkingaccount,2,1,00:00:15,0.00%,0.00%
Oct-16,/primary-and-secondary-school-places-appealled-2011-2015,2,1,00:00:11,0.00%,0.00%
Oct-16,/primary-schools---free-school-meals/,2,2,00:00:13,50.00%,50.00%
Oct-16,/public-toilets,2,1,00:01:09,0.00%,0.00%
Oct-16,/retail-food-and-drink,2,1,00:00:24,0.00%,0.00%
Oct-16,/ryburn-ward/,2,2,00:00:24,0.00%,50.00%
Oct-16,/salary-scales/,2,1,00:00:29,0.00%,50.00%
Oct-16,/secondary-schools---special-educational-needs--sen-,2,2,00:00:13,100.00%,50.00%
Oct-16,/sports-centres-and-swimming-pools/,2,1,00:00:16,0.00%,50.00%
Oct-16,/street-lights-in-calderdale/,2,2,00:00:00,0.00%,100.00%
Oct-16,/travel-and-subsistence-rates,2,1,00:00:06,0.00%,50.00%
Oct-16,/ward-boundaries,2,1,00:00:22,0.00%,50.00%
Oct-16,/ward-boundaries/,2,1,00:00:10,0.00%,0.00%
Oct-16,/wildflower-sites/,2,2,00:00:48,0.00%,0.00%
Oct-16,/,1,1,00:00:23,0.00%,0.00%
Oct-16,"/?q=substation&sort=score+desc,+metadata_modified+desc",1,1,00:00:13,0.00%,0.00%
Oct-16,/ancient-monuments,1,1,00:00:00,0.00%,100.00%
Oct-16,/british-cycling-calderdale-ride-log,1,1,00:00:46,0.00%,0.00%
Oct-16,/calderdale-data-works-xml-schema,1,1,00:00:05,0.00%,0.00%
Oct-16,/calderdale-data-works-xml-schema/,1,1,00:04:07,0.00%,0.00%
Oct-16,/council-venues,1,1,00:00:06,0.00%,0.00%
Oct-16,/council-venues/,1,1,00:00:29,0.00%,0.00%
Oct-16,/customer-meter-data,1,1,00:00:07,0.00%,0.00%
Oct-16,/customer-meter-data/,1,1,00:00:05,0.00%,0.00%
Oct-16,/disabled-blue-badges,1,1,00:01:35,0.00%,0.00%
