Month,Page path level 2,Pageviews,Unique Pageviews,Avg. Time on Page,Bounce Rate,% Exit
May-16,/secondary-schools---special-educational-needs--sen-,1,1,00:00:20,0.00%,0.00%
May-16,/skate-and-bmx-parks/,1,1,00:00:00,100.00%,100.00%
May-16,/skircoat-ward,1,1,00:00:03,0.00%,0.00%
May-16,/spring-water-supply/,1,1,00:00:30,0.00%,0.00%
May-16,/ward-boundaries/,1,1,00:01:10,0.00%,0.00%
May-16,/youth-organisations,1,1,00:00:02,0.00%,0.00%
May-16,/youth-organisations/,1,1,00:00:00,100.00%,100.00%
Jun-16,/resources/,527,267,00:00:44,0.00%,1.90%
Jun-16,/edit/,236,100,00:00:35,0.00%,2.54%
Jun-16,/flood-data,87,34,00:01:10,26.67%,12.64%
Jun-16,/grants,45,23,00:01:14,0.00%,8.89%
Jun-16,/crime-and-safety-data,43,23,00:01:29,20.00%,4.65%
Jun-16,/flood-data/,40,31,00:00:49,100.00%,17.50%
Jun-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward,39,21,00:00:32,25.00%,20.51%
Jun-16,/fraud,35,13,00:01:27,60.00%,11.43%
Jun-16,/lower-super-output-areas-by-postcode,34,21,00:00:54,0.00%,26.47%
Jun-16,/calderdale-business-properties---complete-list,33,13,00:00:30,50.00%,15.15%
Jun-16,/primary-schools---pupils-with-english-as-an-additional-language,32,7,00:00:28,0.00%,6.25%
Jun-16,/public-health-data-by-ward,31,22,00:00:59,13.33%,22.58%
Jun-16,/primary-schools---free-school-meals,30,12,00:01:22,0.00%,6.67%
Jun-16,/organisation-chart,28,14,00:00:09,0.00%,7.14%
Jun-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward/,26,19,00:00:42,0.00%,11.54%
Jun-16,/secondary-schools---special-educational-needs--sen-,26,10,00:02:10,100.00%,3.85%
Jun-16,/population-estimate,25,10,00:00:41,0.00%,12.00%
Jun-16,/elections-results,21,8,00:02:43,0.00%,0.00%
Jun-16,/park-ward,21,10,00:00:10,50.00%,9.52%
Jun-16,/secondary-schools---pupils-with-english-as-an-additional-language,21,6,00:00:05,0.00%,14.29%
Jun-16,/councillor-allowances-and-expenses,20,12,00:00:25,14.29%,15.00%
Jun-16,/crime-and-safety-data/,19,13,00:03:30,0.00%,42.11%
Jun-16,/warley-ward,19,15,00:01:43,0.00%,21.05%
Jun-16,/business-rates-accounts-in-credit,18,14,00:00:26,33.33%,38.89%
Jun-16,/contracts,18,10,00:01:52,33.33%,22.22%
Jun-16,/payments-to-suppliers,18,11,00:00:54,0.00%,5.56%
Jun-16,/polling-stations,18,15,00:00:08,21.43%,33.33%
Jun-16,/todmorden-ward,18,11,00:01:14,0.00%,5.56%
Jun-16,/organisation-chart/,17,15,00:01:45,0.00%,17.65%
Jun-16,/polling-stations/,17,17,00:01:09,100.00%,76.47%
Jun-16,/primary-schools---free-school-meals/,17,14,00:00:49,100.00%,11.76%
Jun-16,/fraud/,16,10,00:00:43,0.00%,12.50%
Jun-16,/school-admissions---allocations---secondary-schools,16,10,00:01:39,0.00%,0.00%
Jun-16,/secondary-school-admission-timeline,16,10,00:01:57,0.00%,6.25%
Jun-16,/jsna,15,10,00:01:23,100.00%,20.00%
Jun-16,/salary-scales,15,5,00:01:35,0.00%,6.67%
Jun-16,/secondary-schools---pupils-with-english-as-an-additional-language/,15,14,00:00:51,0.00%,6.67%
Jun-16,/calderdale-business-properties---complete-list/,14,10,00:04:19,0.00%,7.14%
Jun-16,/grants/,14,13,00:03:02,0.00%,35.71%
Jun-16,/small-business-rate-relief,14,8,00:00:08,0.00%,21.43%
Jun-16,/council-performance,13,4,00:01:54,0.00%,0.00%
Jun-16,/new,13,8,00:03:13,0.00%,0.00%
Jun-16,/park-ward/,13,13,00:00:41,0.00%,7.69%
Jun-16,/payments-to-suppliers/,13,9,00:01:36,0.00%,53.85%
Jun-16,/planning-applications,13,7,00:00:10,0.00%,15.38%
Jun-16,/primary-schools---pupils-with-english-as-an-additional-language/,13,13,00:00:51,0.00%,7.69%
Jun-16,/businesses-with-a-rateable-value-of-less-than-12000,12,6,00:00:10,0.00%,8.33%
Jun-16,/skircoat-ward,12,10,00:00:53,0.00%,8.33%
Jun-16,/staff-headcount---posts,12,9,00:00:22,0.00%,16.67%
Jun-16,/disabled-blue-badges,11,6,00:00:14,100.00%,18.18%
Jun-16,/elland-ward,11,5,00:00:06,0.00%,9.09%
Jun-16,/empty-properties,11,6,00:00:07,0.00%,0.00%
Jun-16,/empty-properties/,11,8,00:02:38,33.33%,36.36%
Jun-16,/land-and-building-assets,11,7,00:00:06,0.00%,27.27%
Jun-16,/population-estimate/,11,6,00:01:18,0.00%,9.09%
Jun-16,/primary-schools---special-educational-needs--sen-,11,9,00:00:51,0.00%,0.00%
Jun-16,/public-health-data-by-ward/,11,10,00:01:25,0.00%,36.36%
Jun-16,/school-admissions---allocations---primary-schools,11,6,00:00:16,0.00%,18.18%
Jun-16,/secondary-schools---free-school-meals,11,5,00:00:08,0.00%,0.00%
Jun-16,/population-forecast,10,8,00:00:50,0.00%,10.00%
Jun-16,/schools-list,10,7,00:00:05,100.00%,40.00%
Jun-16,/british-cycling-calderdale-ride-log,9,6,00:00:07,0.00%,0.00%
Jun-16,/calder-ward,9,6,00:01:05,100.00%,22.22%
Jun-16,/new-business-rates-accounts-created,9,7,00:00:09,0.00%,33.33%
Jun-16,/procurement-card-transactions,9,7,00:00:04,100.00%,22.22%
Jun-16,/secondary-school-preferences-2011-2015,9,5,00:00:08,0.00%,11.11%
Jun-16,/secondary-schools---special-educational-needs--sen-/,9,9,00:00:33,0.00%,11.11%
Jun-16,/brighouse-ward,8,3,00:00:08,0.00%,0.00%
Jun-16,/greetland-and-stainland-ward,8,4,00:00:14,0.00%,0.00%
Jun-16,/lower-super-output-areas-by-postcode/,8,7,00:05:42,0.00%,0.00%
Jun-16,/northern-powergrid---substation-demand-data-for-calderdale,8,6,00:01:22,0.00%,0.00%
Jun-16,/ryburn-ward,8,5,00:00:14,0.00%,0.00%
Jun-16,/activity/,7,6,00:00:09,100.00%,28.57%
Jun-16,/business-rates-accounts-in-credit/,7,6,00:02:30,0.00%,42.86%
Jun-16,/councillor-allowances-and-expenses/,7,6,00:00:47,0.00%,42.86%
Jun-16,/ovenden-ward,7,5,00:00:17,0.00%,0.00%
Jun-16,/pay-policy,7,5,00:00:40,0.00%,14.29%
Jun-16,/primary-and-secondary-school-places-appealled-2011-2015,7,4,00:00:06,0.00%,0.00%
Jun-16,/secondary-schools---free-school-meals/,7,6,00:00:30,0.00%,14.29%
Jun-16,/small-business-rate-relief/,7,7,00:00:31,0.00%,28.57%
Jun-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014,6,4,00:00:06,0.00%,0.00%
Jun-16,/elland-ward/,6,3,00:00:18,0.00%,16.67%
Jun-16,/northern-powergrid---calderdale-investment-data,6,5,00:00:13,0.00%,0.00%
Jun-16,/northern-powergrid---demand-and-capacity-data-,6,5,00:00:29,0.00%,16.67%
Jun-16,/parkingaccount,6,2,00:00:05,0.00%,0.00%
Jun-16,/pay-policy/,6,3,00:03:46,0.00%,33.33%
Jun-16,/polling-station-districts,6,4,00:00:06,0.00%,33.33%
Jun-16,/public-toilets,6,3,00:00:07,0.00%,0.00%
Jun-16,/ryburn-ward/,6,4,00:01:04,0.00%,16.67%
Jun-16,/salary-scales/,6,4,00:00:38,100.00%,16.67%
Jun-16,/senior-salaries,6,4,00:00:22,0.00%,16.67%
Jun-16,/spring-water-supply,6,3,00:00:10,0.00%,0.00%
Jun-16,/staff-headcount-fte,6,2,00:00:51,0.00%,16.67%
Jun-16,/todmorden-ward/,6,6,00:01:16,0.00%,16.67%
Jun-16,/allotments,5,3,00:00:11,0.00%,0.00%
Jun-16,/elections-results/,5,4,00:00:38,0.00%,0.00%
Jun-16,/food-banks----free-meals-in-calderdale-,5,5,00:00:49,100.00%,60.00%
Jun-16,/hipperholme-and-lightcliffe-ward,5,2,00:00:21,0.00%,0.00%
Jun-16,/planning-applications/,5,5,00:00:55,0.00%,60.00%
Jun-16,/wildflower-sites,5,5,00:00:20,100.00%,60.00%
Jun-16,/businesses-with-a-rateable-value-of-less-than-12000/,4,4,00:00:59,0.00%,25.00%
Jun-16,/calderdale-data-works-webstats,4,3,00:07:49,0.00%,25.00%
Jun-16,/childrens-centres,4,2,00:01:17,0.00%,0.00%
Jun-16,/environmental-health-fixed-penalty-notices,4,3,00:00:07,0.00%,0.00%
Jun-16,/environmental-health-service-requests-2010-11-2014-15,4,4,00:00:06,0.00%,25.00%
Jun-16,/illingworth-and-mixenden-ward,4,3,00:00:07,0.00%,0.00%
Jun-16,/land-and-building-assets/,4,4,00:01:26,100.00%,50.00%
Jun-16,/luddendenfoot-ward,4,4,00:00:09,0.00%,0.00%
Jun-16,/mains-water-suuply,4,3,00:07:46,0.00%,0.00%
Jun-16,/number-of-pupils-on-roll-in-primary-schools,4,4,00:01:25,0.00%,50.00%
Jun-16,/ovenden-ward/,4,2,00:00:50,0.00%,25.00%
Jun-16,/parking-spaces,4,2,00:00:08,0.00%,0.00%
Jun-16,/places-of-worship-in-calderdale,4,3,00:00:35,0.00%,0.00%
Jun-16,/population-forecast/,4,4,00:06:54,0.00%,0.00%
Jun-16,/procurement-card-transactions/,4,3,00:01:36,0.00%,50.00%
Jun-16,/public-food-register,4,3,00:00:08,0.00%,25.00%
Jun-16,/public-health-funerals,4,1,00:00:07,0.00%,0.00%
Jun-16,/rastrick-ward,4,4,00:00:07,0.00%,0.00%
Jun-16,/sowerby-bridge-ward,4,4,00:00:05,0.00%,25.00%
Jun-16,/staff-headcount---posts/,4,4,00:10:21,0.00%,25.00%
Jun-16,/tennis-courts,4,2,00:00:06,0.00%,25.00%
Jun-16,/tennis-courts/,4,3,00:03:14,50.00%,50.00%
Jun-16,/town-ward,4,3,00:00:15,0.00%,0.00%
Jun-16,/trade-unions,4,3,00:00:33,0.00%,0.00%
Jun-16,/warley-ward/,4,3,00:00:53,0.00%,25.00%
Jun-16,/calderdale-tourism---business-turnover-derived-from-tourism-and-related-expenditure-2014,3,2,00:00:11,0.00%,0.00%
Jun-16,/calderdale-tourism---business-turnover-derived-from-tourism-and-related-expenditure-2014/,3,3,00:00:00,100.00%,100.00%
Jun-16,/contracts/,3,2,00:00:16,0.00%,33.33%
Jun-16,/council-performance/,3,2,00:01:52,0.00%,33.33%
Jun-16,/environmental-permits,3,1,00:00:05,0.00%,0.00%
Jun-16,/football-and-rugby-pitches,3,2,00:00:03,0.00%,33.33%
Jun-16,/greetland-and-stainland-ward/,3,3,00:03:43,0.00%,33.33%
Jun-16,/jsna/,3,3,00:02:55,0.00%,66.67%
Jun-16,/libraries-reader-groups,3,2,00:00:05,0.00%,0.00%
Jun-16,/northowram-and-shelf-ward,3,3,00:00:52,0.00%,0.00%
Jun-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-,3,2,00:00:08,100.00%,33.33%
Jun-16,/polling-station-districts/,3,3,00:01:07,0.00%,33.33%
Jun-16,/primary-school-preferences-2011-2015,3,1,00:00:03,0.00%,0.00%
Jun-16,/road-safety-training-delivered-in-calderdale-primary-schools-2015-2016,3,1,00:00:17,0.00%,0.00%
Jun-16,/schools-list/,3,3,00:00:00,100.00%,100.00%
Jun-16,/secondary-school-admission-timeline/,3,3,00:01:11,0.00%,0.00%
Jun-16,/travel-and-subsistence-rates,3,1,00:00:03,0.00%,0.00%
Jun-16,/weekly-markets,3,1,00:00:04,0.00%,0.00%
Jun-16,/ancient-monuments,2,1,00:00:01,0.00%,0.00%
Jun-16,/bowling-greens,2,1,00:00:02,0.00%,0.00%
Jun-16,/calderdale-tourism---sector-breakdown-of-trip-expenditure-2014/,2,2,00:00:40,0.00%,50.00%
Jun-16,/chemists-and-pharmacies,2,1,00:00:03,0.00%,0.00%
Jun-16,/council-constitution,2,2,00:00:05,100.00%,50.00%
Jun-16,/council-constitution/,2,2,00:00:00,100.00%,100.00%
Jun-16,/customer-transactions,2,1,00:00:05,0.00%,0.00%
Jun-16,/disabled-blue-badges/,2,2,00:00:06,0.00%,50.00%
Jun-16,/environmental-health-fixed-penalty-notices/,2,2,00:12:23,0.00%,0.00%
Jun-16,/environmental-health-service-requests-2010-11-2014-15/,2,2,00:00:00,0.00%,100.00%
Jun-16,/libraries,2,1,00:00:04,0.00%,0.00%
Jun-16,/new-business-rates-accounts-created/,2,2,00:00:50,100.00%,50.00%
Jun-16,/northern-powergrid---substation-demand-data-for-calderdale/,2,2,00:00:44,0.00%,50.00%
Jun-16,/number-of-pupils-on-roll-in-secondary-schools,2,1,00:00:02,0.00%,0.00%
Jun-16,/parkingaccount/,2,2,00:00:36,0.00%,0.00%
Jun-16,/play-areas,2,1,00:00:06,0.00%,0.00%
Jun-16,/primary-and-secondary-school-places-appealled-2011-2015/,2,2,00:01:22,0.00%,0.00%
Jun-16,/public-toilets/,2,2,00:00:41,100.00%,50.00%
Jun-16,/recycling-and-household-waste,2,1,00:00:09,0.00%,0.00%
Jun-16,/retail-food-and-drink,2,2,00:00:05,0.00%,0.00%
Jun-16,/school-admissions---allocations---secondary-schools/,2,2,00:01:09,0.00%,50.00%
Jun-16,/school-participation-in-bikeability,2,1,00:00:55,0.00%,0.00%
Jun-16,/senior-salaries/,2,2,00:01:04,0.00%,50.00%
Jun-16,/skate-and-bmx-parks,2,1,00:00:02,0.00%,0.00%
Jun-16,/skircoat-ward/,2,2,00:00:04,0.00%,50.00%
Jun-16,/sports-centres-and-swimming-pools,2,1,00:00:02,0.00%,0.00%
Jun-16,/spring-water-supply/,2,1,00:01:11,0.00%,0.00%
Jun-16,/test-1,2,1,00:00:03,0.00%,0.00%
Jun-16,/test-1/,2,2,00:00:10,0.00%,0.00%
Jun-16,/theatres,2,1,00:04:28,0.00%,0.00%
Jun-16,/town-ward/,2,2,00:00:30,0.00%,50.00%
Jun-16,/ward-boundaries,2,2,00:00:04,0.00%,0.00%
Jun-16,/youth-organisations,2,1,00:00:04,0.00%,0.00%
Jun-16,/allotments/,1,1,00:00:38,0.00%,0.00%
Jun-16,/approved-venues,1,1,00:00:03,0.00%,0.00%
Jun-16,/bike-racks,1,1,00:00:26,0.00%,0.00%
Jun-16,/bike-racks/,1,1,00:00:00,0.00%,100.00%
Jun-16,/bowling-greens/,1,1,00:00:00,100.00%,100.00%
Jun-16,/brighouse-ward/,1,1,00:00:00,0.00%,0.00%
Jun-16,/calder-ward/,1,1,00:00:00,0.00%,100.00%
Jun-16,/calderdale-data-works-webstats/,1,1,00:01:02,0.00%,0.00%
Jun-16,/cemeteries,1,1,00:00:04,0.00%,0.00%
Jun-16,/childrens-centres/,1,1,00:00:45,0.00%,0.00%
Jun-16,/council-venues,1,1,00:00:03,0.00%,0.00%
Jun-16,/council-venues/,1,1,00:00:00,100.00%,100.00%
Jun-16,/dentists,1,1,00:06:08,0.00%,0.00%
Jun-16,/dentists/,1,1,00:00:00,100.00%,100.00%
Jun-16,/emergency-school-colsures,1,1,00:00:33,0.00%,0.00%
Jun-16,/environmental-health---litter-fixed-penalty-notices--fpns-,1,1,00:01:18,0.00%,0.00%
Jun-16,/environmental-permits/,1,1,00:00:17,0.00%,0.00%
Jun-16,/grit-bins,1,1,00:00:02,0.00%,0.00%
Jun-16,/gritting-routes,1,1,00:00:02,0.00%,0.00%
Jun-16,/illingworth-and-mixenden-ward/,1,1,00:01:09,0.00%,0.00%
Jun-16,/local-council-offices,1,1,00:00:03,0.00%,0.00%
Jun-16,/luddendenfoot-ward/,1,1,00:00:00,0.00%,100.00%
Jun-16,/mixed-water-supply,1,1,00:00:01,0.00%,0.00%
Jun-16,/museums,1,1,00:03:16,0.00%,0.00%
Jun-16,/northern-powergrid---calderdale-investment-data/,1,1,00:00:20,0.00%,0.00%
Jun-16,/northern-powergrid---demand-and-capacity-data-/,1,1,00:00:32,0.00%,0.00%
Jun-16,/northowram-and-shelf-ward/,1,1,00:20:56,0.00%,0.00%
Jun-16,/number-of-pupils-on-roll-in-secondary-schools-by-year-group,1,1,00:00:08,0.00%,0.00%
Jun-16,/number-of-pupils-on-roll-in-secondary-schools/,1,1,00:00:41,0.00%,0.00%
Jun-16,/parking-permits,1,1,00:00:12,0.00%,0.00%
Jun-16,/parking-spaces/,1,1,00:00:00,0.00%,100.00%
Jun-16,/places-of-worship-in-calderdale/,1,1,00:03:20,0.00%,0.00%
Jun-16,/police-stations,1,1,00:00:03,0.00%,0.00%
Jun-16,/primary-school-admission-timeline,1,1,00:00:06,0.00%,0.00%
Jun-16,/primary-schools---special-educational-needs--sen-/,1,1,00:00:00,0.00%,100.00%
Jun-16,/public-health-funerals/,1,1,00:00:11,0.00%,0.00%
Jun-16,/railway-stations,1,1,00:00:00,100.00%,100.00%
Jun-16,/retail-food-and-drink/,1,1,00:00:00,100.00%,100.00%
Jun-16,/school-admissions---allocations---primary-schools/,1,1,00:00:18,0.00%,0.00%
Jun-16,/secondary-school-preferences-2011-2015/,1,1,00:01:22,0.00%,0.00%
Jun-16,/staff-headcount-fte/,1,1,00:01:08,0.00%,0.00%
Jun-16,/trade-unions/,1,1,00:00:00,0.00%,100.00%
Jun-16,/ward-boundaries/,1,1,00:00:00,0.00%,100.00%
Jul-16,/resources/,393,156,00:00:45,0.00%,1.53%
Jul-16,/activity/,126,121,00:00:38,0.00%,3.17%
Jul-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward,84,27,00:00:41,68.75%,23.81%
Jul-16,/edit/,80,32,00:00:30,0.00%,1.25%
Jul-16,/calderdale-imd-2015-results-at-lsoa--neighbourhood-and-ward/,65,38,00:00:33,94.12%,26.15%
Jul-16,/council-performance,53,30,00:00:57,60.00%,32.08%
Jul-16,/flood-data,47,22,00:00:11,21.43%,14.89%
Jul-16,/primary-schools---free-school-meals,35,11,00:01:03,0.00%,5.71%
Jul-16,/flood-data/,33,26,00:01:12,0.00%,21.21%
Jul-16,/food-banks----free-meals-in-calderdale-,32,16,00:00:29,0.00%,9.38%
Jul-16,/number-of-pupils-on-roll-in-primary-schools,31,11,00:01:21,0.00%,6.45%
Jul-16,/business-rates-accounts-in-credit,30,16,00:01:11,60.00%,23.33%
Jul-16,/number-of-pupils-on-roll-in-secondary-schools,30,10,00:01:29,33.33%,6.67%
Jul-16,/organisation-chart,29,12,00:00:20,0.00%,6.90%
Jul-16,/calderdale-business-properties---complete-list,26,17,00:02:15,50.00%,19.23%
Jul-16,/countryside-volunteers--expenses-claims,26,14,00:00:10,25.00%,11.54%
Jul-16,/businesses-with-a-rateable-value-of-less-than-12000,25,12,00:00:19,0.00%,4.00%
Jul-16,/emergency-school-colsures,25,10,00:03:06,50.00%,12.00%
Jul-16,/primary-schools---special-educational-needs--sen-,25,9,00:00:29,50.00%,8.00%
Jul-16,/secondary-schools---free-school-meals,25,9,00:00:28,0.00%,4.00%
Jul-16,/secondary-schools---pupils-with-english-as-an-additional-language,24,6,00:00:12,0.00%,0.00%
Jul-16,/council-performance/,23,19,00:00:27,0.00%,39.13%
Jul-16,/public-health-funerals,23,17,00:00:26,0.00%,17.39%
Jul-16,/primary-schools---pupils-with-english-as-an-additional-language,22,7,00:00:13,0.00%,4.55%
Jul-16,/secondary-schools---special-educational-needs--sen-,20,7,00:00:26,100.00%,5.00%
Jul-16,/businesses-with-a-rateable-value-of-less-than-12000/,17,12,00:00:45,0.00%,11.76%
Jul-16,/countryside-volunteers--expenses-claims/,16,13,00:03:37,0.00%,25.00%
Jul-16,/organisation-chart/,15,13,00:02:01,0.00%,20.00%
Jul-16,/public-health-data-by-ward,15,12,00:00:07,37.50%,26.67%
Jul-16,/salary-scales,15,6,00:00:14,0.00%,13.33%
Jul-16,/allotments,14,5,00:00:40,0.00%,7.14%
Jul-16,/payments-to-suppliers,14,11,00:00:07,0.00%,7.14%
Jul-16,/primary-schools---free-school-meals/,14,13,00:00:29,0.00%,7.14%
Jul-16,/staff-headcount---posts,14,6,00:00:43,0.00%,0.00%
Jul-16,/contracts,13,8,00:00:13,100.00%,30.77%
Jul-16,/food-banks----free-meals-in-calderdale-/,13,11,00:02:10,0.00%,38.46%
Jul-16,/number-of-pupils-on-roll-in-primary-schools/,13,6,00:00:58,0.00%,15.38%
Jul-16,/secondary-schools---pupils-with-english-as-an-additional-language/,13,9,00:00:06,0.00%,7.69%
Jul-16,/senior-salaries,13,7,00:00:19,0.00%,0.00%
Jul-16,/tennis-courts/,13,9,00:01:02,57.14%,69.23%
Jul-16,/small-business-rate-relief,12,7,00:00:28,0.00%,0.00%
Jul-16,/wildflower-sites,12,8,00:00:26,66.67%,16.67%
Jul-16,/calderdale-business-properties---complete-list/,11,11,00:01:11,0.00%,54.55%
Jul-16,/environmental-health---litter-fixed-penalty-notices--fpns-,11,7,00:01:37,0.00%,27.27%
Jul-16,/public-health-funerals/,11,10,00:06:17,0.00%,54.55%
Jul-16,/grants,10,7,00:00:35,0.00%,0.00%
Jul-16,/greetland-and-stainland-ward,10,3,00:00:26,0.00%,20.00%
Jul-16,/number-of-pupils-on-roll-in-secondary-schools/,10,9,00:00:05,100.00%,20.00%
Jul-16,/secondary-schools---free-school-meals/,10,9,00:00:19,0.00%,10.00%
Jul-16,/warley-ward,10,4,00:00:12,0.00%,0.00%
Jul-16,/allotments/,9,7,00:03:08,50.00%,44.44%
Jul-16,/business-rates-accounts-in-credit/,9,9,00:00:10,100.00%,66.67%
Jul-16,/environmental-health-fixed-penalty-notices,9,5,00:00:32,100.00%,11.11%
Jul-16,/illingworth-and-mixenden-ward,9,4,00:00:17,0.00%,11.11%
Jul-16,/park-ward,9,6,00:00:46,50.00%,22.22%
Jul-16,/schools-list,9,6,00:00:18,33.33%,44.44%
Jul-16,/staff-headcount---posts/,9,6,00:01:21,0.00%,11.11%
Jul-16,/todmorden-ward,9,2,00:00:10,0.00%,0.00%
Jul-16,/emergency-school-colsures/,8,6,00:00:57,0.00%,12.50%
Jul-16,/empty-properties,8,6,00:00:35,0.00%,0.00%
Jul-16,/new-business-rates-accounts-created,8,5,00:03:30,0.00%,12.50%
Jul-16,/ovenden-ward,8,7,00:02:23,0.00%,0.00%
Jul-16,/pay-policy,8,4,00:00:15,0.00%,12.50%
Jul-16,/councillor-allowances-and-expenses,7,5,00:00:12,25.00%,28.57%
Jul-16,/environmental-health-service-requests-2010-11-2014-15,7,6,00:03:08,0.00%,14.29%
Jul-16,/land-and-building-assets,7,4,00:00:08,0.00%,28.57%
Jul-16,/primary-schools---pupils-with-english-as-an-additional-language/,7,7,00:02:56,0.00%,0.00%
Jul-16,/public-health-data-by-ward/,7,6,00:01:09,100.00%,85.71%
Jul-16,/public-toilets,7,3,00:00:31,0.00%,0.00%
Jul-16,/school-admissions---allocations---secondary-schools,7,5,00:00:33,0.00%,28.57%
Jul-16,/bowling-greens/,6,5,00:04:42,80.00%,83.33%
Jul-16,/disabled-blue-badges,6,5,00:00:39,66.67%,50.00%
Jul-16,/elland-ward,6,3,00:00:21,0.00%,0.00%
Jul-16,/fraud,6,5,00:00:31,0.00%,0.00%
Jul-16,/illingworth-and-mixenden-ward/,6,6,00:01:07,0.00%,16.67%
Jul-16,/lower-super-output-areas-by-postcode,6,3,00:00:26,0.00%,0.00%
Jul-16,/new-business-rates-accounts-created/,6,5,00:00:54,100.00%,66.67%
Jul-16,/number-of-penalty-charge-notices--pcns--issued-and-ranked-by-street-,6,5,00:00:35,50.00%,50.00%
Jul-16,/payments-to-suppliers/,6,5,00:08:01,0.00%,50.00%
Jul-16,/polling-stations,6,4,00:00:10,50.00%,33.33%
Jul-16,/primary-schools---special-educational-needs--sen-/,6,5,00:00:45,0.00%,0.00%
Jul-16,/procurement-card-transactions,6,5,00:00:26,0.00%,16.67%
Jul-16,/public-food-register,6,4,00:00:09,0.00%,0.00%
Jul-16,/secondary-schools---special-educational-needs--sen-/,6,6,00:00:42,0.00%,0.00%
Jul-16,/todmorden-ward/,6,5,00:02:06,0.00%,0.00%
Jul-16,/bike-racks,5,3,00:00:12,0.00%,0.00%
Jul-16,/calderdale-data-works-webstats,5,4,00:03:50,0.00%,20.00%
Jul-16,/councillor-allowances-and-expenses/,5,5,00:00:58,0.00%,40.00%
Jul-16,/crime-and-safety-data,5,5,00:04:08,33.33%,20.00%
Jul-16,/jsna,5,4,00:00:19,0.00%,0.00%
Jul-16,/population-estimate,5,3,00:01:07,0.00%,20.00%
Jul-16,/school-admissions---allocations---secondary-schools/,5,4,00:00:25,0.00%,40.00%
Jul-16,/senior-salaries/,5,5,00:01:50,0.00%,40.00%
Jul-16,/staff-headcount-fte,5,4,00:00:07,0.00%,0.00%
Jul-16,/ward-boundaries,5,3,00:00:23,0.00%,0.00%
Jul-16,/warley-ward/,5,4,00:00:20,0.00%,20.00%
Jul-16,/ancient-monuments,4,1,00:00:08,0.00%,0.00%
Jul-16,/british-cycling-calderdale-ride-log,4,2,00:00:19,0.00%,0.00%
Jul-16,/contracts/,4,3,00:00:04,0.00%,50.00%
Jul-16,/council-constitution,4,3,00:00:52,0.00%,0.00%
Jul-16,/environmental-health---litter-fixed-penalty-notices--fpns-/,4,3,00:00:22,0.00%,25.00%
Jul-16,/fire-stations,4,3,00:00:27,0.00%,0.00%
Jul-16,/grants/,4,3,00:00:40,0.00%,25.00%
Jul-16,/ovenden-ward/,4,4,00:00:20,100.00%,75.00%
Jul-16,/park-ward/,4,4,00:05:04,0.00%,25.00%
Jul-16,/planning-applications,4,3,00:00:27,50.00%,25.00%
Jul-16,/polling-station-districts,4,3,00:00:38,100.00%,50.00%
Jul-16,/primary-school-preferences-2011-2015,4,2,00:01:51,0.00%,0.00%
Jul-16,/recycling-and-household-waste,4,2,00:00:12,100.00%,25.00%
Jul-16,/ryburn-ward,4,3,00:00:57,100.00%,25.00%
Jul-16,/salary-scales/,4,3,00:00:29,0.00%,0.00%
Jul-16,/schools-list/,4,4,00:01:42,0.00%,25.00%
Jul-16,/staff-headcount-fte/,4,4,00:00:25,0.00%,25.00%
Jul-16,/ward-boundaries/,4,3,00:01:28,0.00%,25.00%
Jul-16,/wildflower-sites/,4,3,00:01:09,0.00%,25.00%
Jul-16,/ancient-monuments/,3,3,00:00:12,100.00%,66.67%
Jul-16,/approved-venues,3,2,00:00:07,100.00%,33.33%
Jul-16,/cemeteries/,3,2,00:03:24,50.00%,66.67%
Jul-16,/childrens-centres,3,2,00:00:16,0.00%,0.00%
Jul-16,/customer-contact,3,2,00:00:39,0.00%,33.33%
Jul-16,/customer-transactions,3,2,00:00:12,0.00%,0.00%
Jul-16,/elections-results,3,3,00:00:54,0.00%,33.33%
Jul-16,/elland-ward/,3,2,00:00:44,0.00%,0.00%
Jul-16,/environmental-health-fixed-penalty-notices/,3,2,00:00:44,0.00%,33.33%
Jul-16,/environmental-permits,3,2,00:00:20,0.00%,0.00%
Jul-16,/grit-bins,3,3,00:00:16,100.00%,33.33%
Jul-16,/luddendenfoot-ward,3,1,00:00:20,0.00%,0.00%
Jul-16,/northern-powergrid---substation-demand-data-for-calderdale,3,2,00:00:06,0.00%,33.33%
Jul-16,/parish-boundaries,3,2,00:00:19,0.00%,0.00%
Jul-16,/parking-spaces,3,2,00:00:09,0.00%,0.00%
Jul-16,/parkingaccount,3,2,00:00:37,0.00%,0.00%
Jul-16,/pay-policy/,3,3,00:00:26,100.00%,66.67%
Jul-16,/population-forecast,3,2,00:00:07,0.00%,0.00%
Jul-16,/rastrick-ward,3,2,00:00:05,0.00%,33.33%
Jul-16,/ryburn-ward/,3,1,00:01:50,0.00%,33.33%
Jul-16,/school-participation-in-bikeability,3,2,00:01:29,0.00%,0.00%
Jul-16,/skircoat-ward,3,2,00:00:15,0.00%,33.33%
