Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Sheep,AnteMortem,Lameness - Not Defined,2017-11,England,2284,799613,146,0.286
Sheep,AnteMortem,Lameness - Not Defined,2017-12,England,2319,839444,143,0.276
Sheep,AnteMortem,Lameness - Not Defined,2017-10,Wales,2635,363721,19,0.724
Sheep,AnteMortem,Lameness - Not Defined,2017-11,Wales,2912,299865,19,0.971
Sheep,AnteMortem,Lameness - Not Defined,2017-12,Wales,2461,230189,18,1.069
Sheep,AnteMortem,Lameness ??? Not Defined,2017-10,England,9,795335,146,0.001
Sheep,AnteMortem,Lameness ??? Not Defined,2017-12,England,2,839444,143,0
Sheep,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-10,England,240,795335,146,0.03
Sheep,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-11,England,223,799613,146,0.028
Sheep,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-12,England,227,839444,143,0.027
Sheep,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-10,Wales,22,363721,19,0.006
Sheep,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-11,Wales,2,299865,19,0.001
Sheep,AnteMortem,"Localised Swelling/ Lumps (e.g. Abscess, Tumour)",2017-12,Wales,3,230189,18,0.001
Sheep,AnteMortem,Localised Swelling/Lumps,2017-10,England,1,795335,146,0
Sheep,AnteMortem,Maggots,2017-10,England,10,795335,146,0.001
Sheep,AnteMortem,Mastitis,2017-10,England,446,795335,146,0.056
Sheep,AnteMortem,Mastitis,2017-11,England,312,799613,146,0.039
Sheep,AnteMortem,Mastitis,2017-12,England,318,839444,143,0.038
Sheep,AnteMortem,Moribund/ Recumbent,2017-10,England,37,795335,146,0.005
Sheep,AnteMortem,Moribund/ Recumbent,2017-11,England,38,799613,146,0.005
Sheep,AnteMortem,Moribund/ Recumbent,2017-12,England,32,839444,143,0.004
Sheep,AnteMortem,Moribund/ Recumbent,2017-10,Wales,12,363721,19,0.003
Sheep,AnteMortem,Neurological Signs,2017-10,England,19,795335,146,0.002
Sheep,AnteMortem,Neurological Signs,2017-11,England,16,799613,146,0.002
Sheep,AnteMortem,Neurological Signs,2017-12,England,21,839444,143,0.003
Sheep,AnteMortem,Neurological Signs,2017-10,Wales,3,363721,19,0.001
Sheep,AnteMortem,Neurological Signs,2017-11,Wales,1,299865,19,0
Sheep,AnteMortem,Neurological Signs,2017-12,Wales,3,230189,18,0.001
Sheep,AnteMortem,Orf,2017-10,England,225,795335,146,0.028
Sheep,AnteMortem,Orf,2017-11,England,129,799613,146,0.016
Sheep,AnteMortem,Orf,2017-12,England,84,839444,143,0.01
Sheep,AnteMortem,Orf,2017-10,Wales,23,363721,19,0.006
Sheep,AnteMortem,Orf,2017-11,Wales,1,299865,19,0
Sheep,AnteMortem,Orf,2017-12,Wales,6,230189,18,0.003
Sheep,AnteMortem,Other *,2017-10,England,388,795335,146,0.049
Sheep,AnteMortem,Other *,2017-11,England,383,799613,146,0.048
Sheep,AnteMortem,Other *,2017-12,England,69,839444,143,0.008
Sheep,AnteMortem,Other *,2017-10,Wales,20,363721,19,0.005
Sheep,AnteMortem,Other *,2017-11,Wales,11,299865,19,0.004
Sheep,AnteMortem,Other *,2017-12,Wales,55,230189,18,0.024
Sheep,AnteMortem,Papilloma,2017-10,England,3,795335,146,0
Sheep,AnteMortem,Prolapsed,2017-10,England,11,795335,146,0.001
Sheep,AnteMortem,Prolapsed,2017-11,England,10,799613,146,0.001
Sheep,AnteMortem,Prolapsed,2017-12,England,12,839444,143,0.001
Sheep,AnteMortem,Prolapsed,2017-10,Wales,2,363721,19,0.001
Sheep,AnteMortem,Prolapsed,2017-11,Wales,3,299865,19,0.001
Sheep,AnteMortem,Sheep Scab ,2017-10,England,1,795335,146,0
Sheep,AnteMortem,Sheep Scab ,2017-11,England,30,799613,146,0.004
Sheep,AnteMortem,Sheep Scab ,2017-12,England,11,839444,143,0.001
Sheep,AnteMortem,Sheep Scab ,2017-10,Wales,10,363721,19,0.003
Sheep,AnteMortem,Sheep Scab ,2017-11,Wales,12,299865,19,0.004
Sheep,AnteMortem,Sheep Scab ,2017-12,Wales,21,230189,18,0.009
Sheep,AnteMortem,Skin Condition,2017-10,England,646,795335,146,0.081
Sheep,AnteMortem,Skin Condition,2017-11,England,600,799613,146,0.075
Sheep,AnteMortem,Skin Condition,2017-12,England,834,839444,143,0.099
Sheep,AnteMortem,Skin Condition,2017-10,Wales,441,363721,19,0.121
Sheep,AnteMortem,Skin Condition,2017-11,Wales,498,299865,19,0.166
Sheep,AnteMortem,Skin Condition,2017-12,Wales,318,230189,18,0.138
Sheep,AnteMortem,Slaughtered in Lairage,2017-10,England,19,795335,146,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2017-11,England,13,799613,146,0.002
Sheep,AnteMortem,Slaughtered in Lairage,2017-12,England,23,839444,143,0.003
Sheep,AnteMortem,Slaughtered in Lairage,2017-10,Wales,2,363721,19,0.001
Sheep,AnteMortem,Slaughtered in Lairage,2017-11,Wales,10,299865,19,0.003
Sheep,AnteMortem,Slaughtered in Lairage,2017-12,Wales,4,230189,18,0.002
Sheep,AnteMortem,Suspect Emaciation/Poor Condition,2017-10,England,1,795335,146,0
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2017-10,England,26,795335,146,0.003
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2017-11,England,16,799613,146,0.002
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2017-12,England,12,839444,143,0.001
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2017-10,Wales,5,363721,19,0.001
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2017-11,Wales,18,299865,19,0.006
Sheep,AnteMortem,Trauma - Fracture/Dislocations,2017-12,Wales,10,230189,18,0.004
Sheep,AnteMortem,Trauma - Soft Tissue,2017-10,England,92,795335,146,0.012
Sheep,AnteMortem,Trauma - Soft Tissue,2017-11,England,33,799613,146,0.004
Sheep,AnteMortem,Trauma - Soft Tissue,2017-12,England,16,839444,143,0.002
Sheep,AnteMortem,Trauma - Soft Tissue,2017-10,Wales,22,363721,19,0.006
Sheep,AnteMortem,Trauma - Soft Tissue,2017-11,Wales,16,299865,19,0.005
Sheep,AnteMortem,Trauma - Soft Tissue,2017-12,Wales,7,230189,18,0.003
Sheep,Carcase,Abscess Forequarters,2017-10,England,6362,795335,146,0.8
Sheep,Carcase,Abscess Forequarters,2017-11,England,5962,799613,146,0.746
Sheep,Carcase,Abscess Forequarters,2017-12,England,6825,839444,143,0.813
Sheep,Carcase,Abscess Forequarters,2017-10,Wales,1424,363721,19,0.392
Sheep,Carcase,Abscess Forequarters,2017-11,Wales,1106,299865,19,0.369
Sheep,Carcase,Abscess Forequarters,2017-12,Wales,440,230189,18,0.191
Sheep,Carcase,Abscess Hindquarters,2017-10,England,2485,795335,146,0.312
Sheep,Carcase,Abscess Hindquarters,2017-11,England,2545,799613,146,0.318
Sheep,Carcase,Abscess Hindquarters,2017-12,England,2927,839444,143,0.349
Sheep,Carcase,Abscess Hindquarters,2017-10,Wales,490,363721,19,0.135
Sheep,Carcase,Abscess Hindquarters,2017-11,Wales,440,299865,19,0.147
Sheep,Carcase,Abscess Hindquarters,2017-12,Wales,227,230189,18,0.099
Sheep,Carcase,Abscess Neck,2017-10,England,5961,795335,146,0.749
Sheep,Carcase,Abscess Neck,2017-11,England,5324,799613,146,0.666
Sheep,Carcase,Abscess Neck,2017-12,England,5749,839444,143,0.685
Sheep,Carcase,Abscess Neck,2017-10,Wales,1142,363721,19,0.314
Sheep,Carcase,Abscess Neck,2017-11,Wales,1034,299865,19,0.345
Sheep,Carcase,Abscess Neck,2017-12,Wales,1189,230189,18,0.517
Sheep,Carcase,Bruising ??? Traumatic,2017-10,England,1169,795335,146,0.147
Sheep,Carcase,Bruising ??? Traumatic,2017-11,England,1182,799613,146,0.148
Sheep,Carcase,Bruising ??? Traumatic,2017-12,England,1568,839444,143,0.187
Sheep,Carcase,Bruising ??? Traumatic,2017-10,Wales,623,363721,19,0.171
Sheep,Carcase,Bruising ??? Traumatic,2017-11,Wales,593,299865,19,0.198
Sheep,Carcase,Bruising ??? Traumatic,2017-12,Wales,847,230189,18,0.368
Sheep,Carcase,Bruising ??? Wool Pull,2017-10,England,588,795335,146,0.074
Sheep,Carcase,Bruising ??? Wool Pull,2017-11,England,511,799613,146,0.064
Sheep,Carcase,Bruising ??? Wool Pull,2017-12,England,599,839444,143,0.071
Sheep,Carcase,Bruising ??? Wool Pull,2017-10,Wales,87,363721,19,0.024
Sheep,Carcase,Bruising ??? Wool Pull,2017-11,Wales,132,299865,19,0.044
Sheep,Carcase,Bruising ??? Wool Pull,2017-12,Wales,277,230189,18,0.12
Sheep,Carcase,Contamination,2017-10,England,25908,795335,146,3.257
Sheep,Carcase,Contamination,2017-11,England,23298,799613,146,2.914
Sheep,Carcase,Contamination,2017-12,England,28331,839444,143,3.375
Sheep,Carcase,Contamination,2017-10,Wales,4953,363721,19,1.362
Sheep,Carcase,Contamination,2017-11,Wales,3935,299865,19,1.312
Sheep,Carcase,Contamination,2017-12,Wales,4389,230189,18,1.907
Sheep,Carcase,Cysticercus ovis (Carcase),2017-10,England,1986,795335,146,0.25
Sheep,Carcase,Cysticercus ovis (Carcase),2017-11,England,2262,799613,146,0.283
Sheep,Carcase,Cysticercus ovis (Carcase),2017-12,England,2829,839444,143,0.337
Sheep,Carcase,Cysticercus ovis (Carcase),2017-10,Wales,1157,363721,19,0.318
Sheep,Carcase,Cysticercus ovis (Carcase),2017-11,Wales,1391,299865,19,0.464
Sheep,Carcase,Cysticercus ovis (Carcase),2017-12,Wales,1980,230189,18,0.86
Sheep,Carcase,Hydatid Cyst,2017-10,England,87,795335,146,0.011
Sheep,Carcase,Hydatid Cyst,2017-11,England,48,799613,146,0.006
Sheep,Carcase,Hydatid Cyst,2017-12,England,94,839444,143,0.011
Sheep,Carcase,Hydatid Cyst,2017-10,Wales,1,363721,19,0
Sheep,Carcase,Hydatid Cyst,2017-11,Wales,5,299865,19,0.002
Sheep,Carcase,Hydatid Cyst,2017-12,Wales,6,230189,18,0.003
Sheep,Carcase,Joint Lesions,2017-10,England,3615,795335,146,0.455
Sheep,Carcase,Joint Lesions,2017-11,England,4102,799613,146,0.513
Sheep,Carcase,Joint Lesions,2017-12,England,5357,839444,143,0.638
Sheep,Carcase,Joint Lesions,2017-10,Wales,1521,363721,19,0.418
Sheep,Carcase,Joint Lesions,2017-11,Wales,1748,299865,19,0.583
Sheep,Carcase,Joint Lesions,2017-12,Wales,1975,230189,18,0.858
Sheep,Carcase,Other,2017-10,England,4501,795335,146,0.566
Sheep,Carcase,Other,2017-11,England,5349,799613,146,0.669
Sheep,Carcase,Other,2017-12,England,7118,839444,143,0.848
Sheep,Carcase,Other,2017-10,Wales,617,363721,19,0.17
Sheep,Carcase,Other,2017-11,Wales,964,299865,19,0.321
Sheep,Carcase,Other,2017-12,Wales,2738,230189,18,1.189
Sheep,Carcases,Abscesses ??? Forequarters,2017-10,England,6,795335,146,0.001
Sheep,Carcases,Abscesses ??? Hindquarters,2017-10,England,2,795335,146,0
Sheep,Carcases,Abscesses ??? Neck,2017-10,England,5,795335,146,0.001
Sheep,Carcases,Contamination,2017-10,England,71,795335,146,0.009
Sheep,Carcases,Contamination,2017-12,Wales,3,230189,18,0.001
Sheep,Carcases,Joint Lesions (Incl. Arthritis),2017-10,England,5,795335,146,0.001
Sheep,Offal,Abscess - Single,2017-11,England,1,799613,146,0
Sheep,Offal,Contamination,2017-10,England,9784,795335,146,1.23
Sheep,Offal,Contamination,2017-11,England,9049,799613,146,1.132
Sheep,Offal,Contamination,2017-12,England,8832,839444,143,1.052
Sheep,Offal,Contamination,2017-10,Wales,5333,363721,19,1.466
Sheep,Offal,Contamination,2017-11,Wales,7430,299865,19,2.478
Sheep,Offal,Contamination,2017-12,Wales,6840,230189,18,2.971
Sheep,Offal,Cysticercus ovis (Offal),2017-10,England,4122,795335,146,0.518
Sheep,Offal,Cysticercus ovis (Offal),2017-11,England,4459,799613,146,0.558
Sheep,Offal,Cysticercus ovis (Offal),2017-12,England,5645,839444,143,0.672
Sheep,Offal,Cysticercus ovis (Offal),2017-10,Wales,1250,363721,19,0.344
Sheep,Offal,Cysticercus ovis (Offal),2017-11,Wales,1700,299865,19,0.567
Sheep,Offal,Cysticercus ovis (Offal),2017-12,Wales,1911,230189,18,0.83
Sheep,Offal,Cysticercus tenuicollis,2017-10,England,57189,795335,146,7.191
Sheep,Offal,Cysticercus tenuicollis,2017-11,England,58917,799613,146,7.368
Sheep,Offal,Cysticercus tenuicollis,2017-12,England,64201,839444,143,7.648
Sheep,Offal,Cysticercus tenuicollis,2017-10,Wales,27408,363721,19,7.535
Sheep,Offal,Cysticercus tenuicollis,2017-11,Wales,32625,299865,19,10.88
Sheep,Offal,Cysticercus tenuicollis,2017-12,Wales,29181,230189,18,12.677
Sheep,Offal,Fluke Immature,2017-10,England,9332,795335,146,1.173
Sheep,Offal,Fluke Immature,2017-11,England,11229,799613,146,1.404
Sheep,Offal,Fluke Immature,2017-12,England,12149,839444,143,1.447
Sheep,Offal,Fluke Immature,2017-10,Wales,592,363721,19,0.163
Sheep,Offal,Fluke Immature,2017-11,Wales,704,299865,19,0.235
Sheep,Offal,Fluke Immature,2017-12,Wales,746,230189,18,0.324
Sheep,Offal,Fluke Mature,2017-10,England,36416,795335,146,4.579
Sheep,Offal,Fluke Mature,2017-11,England,42903,799613,146,5.365
Sheep,Offal,Fluke Mature,2017-12,England,56354,839444,143,6.713
Sheep,Offal,Fluke Mature,2017-10,Wales,12494,363721,19,3.435
Sheep,Offal,Fluke Mature,2017-11,Wales,14709,299865,19,4.905
Sheep,Offal,Fluke Mature,2017-12,Wales,18587,230189,18,8.075
Sheep,Offal,Hepatic Scarring,2017-10,England,7,795335,146,0.001
Sheep,Offal,Historic Liver Scarring,2017-10,England,3556,795335,146,0.447
Sheep,Offal,Historic Liver Scarring,2017-11,England,5546,799613,146,0.694
Sheep,Offal,Historic Liver Scarring,2017-12,England,5751,839444,143,0.685
Sheep,Offal,Historic Liver Scarring,2017-10,Wales,111,363721,19,0.031
Sheep,Offal,Historic Liver Scarring,2017-11,Wales,224,299865,19,0.075
Sheep,Offal,Historic Liver Scarring,2017-12,Wales,119,230189,18,0.052
Sheep,Offal,Hydatid Cyst,2017-10,England,1191,795335,146,0.15
Sheep,Offal,Hydatid Cyst,2017-11,England,1584,799613,146,0.198
Sheep,Offal,Hydatid Cyst,2017-12,England,1622,839444,143,0.193
Sheep,Offal,Hydatid Cyst,2017-10,Wales,109,363721,19,0.03
Sheep,Offal,Hydatid Cyst,2017-11,Wales,64,299865,19,0.021
Sheep,Offal,Hydatid Cyst,2017-12,Wales,83,230189,18,0.036
Sheep,Offal,Kidney Lesions ,2017-11,England,2,799613,146,0
Sheep,Offal,Lung Abscesses,2017-10,England,3818,795335,146,0.48
