Organisation Name,Organisation Code,Directorate/Service,Cost Centre,Detail Code,Service Category label,Supplier Name,Payment Date,Transaction Number,Net Amount,Purpose of Spend,Procurement Classification,Card Transaction
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Corporate Director,2100,00013,Travel & Subsistence,Lufthansa,31/07/2017,PC 218/ 21,169.7,2 x flights Chief Executive Frankfurt ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1300,30187,Engraving,BM Graham Ltd,31/07/2017,PC 218/ 22,83.33,Silver decanter label - Sir Gerald,Corporate & Democratic Core,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1300,30131,Hospitality,Sainsbury's,31/07/2017,PC 218/ 23,43.7,Snacks/Nibbles reception Gerald Howarth,Corporate & Democratic Core,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1314,00006,Training Expenses,Practical Action ,31/07/2017,PC 218/ 24,20,donation for training materials,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Pyramid Steel,31/07/2017,PC 218/ 27,4.28,BZP Setscrews,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,30354,Contribution To Handy-Man Serv,Discount Store,31/07/2017,PC 218/ 28,1.45,Parking,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Screwfix,31/07/2017,PC 218/ 29,35.69,Lightswitch,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,30354,Contribution To Handy-Man Serv,Parking,31/07/2017,PC 218/ 30,0.64,test,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Screwfix,31/07/2017,PC 218/ 31,28.13,2 Gang Socket,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,30354,Contribution To Handy-Man Serv,Screwfix,31/07/2017,PC 218/ 32,19.72,Cable ties,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Screwfix,31/07/2017,PC 218/ 33,17.82,Retractable Knife,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,31/07/2017,PC 218/ 34,31.65,Fire Extinguishers,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,B&Q,31/07/2017,PC 218/ 35,19.06,Impact Spray,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,30354,Contribution To Handy-Man Serv,Pyramid Steel,31/07/2017,PC 218/ 36,5,Car Park,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Jewson,31/07/2017,PC 218/ 37,21.57,BCI Post Crete,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2565,80431,Admin Equipment,Safescan,31/07/2017,PC 218/ 40,164.9,Coin Counter,Markets and Car Boot Sales,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Magnum,31/07/2017,PC 218/ 41,114.67,Blue Polymain,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Travis Perkins,31/07/2017,PC 218/ 42,163,Hardwood Plywood,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,B&Q,31/07/2017,PC 218/ 43,54.1,Vinyl Flooring,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Carpetright,31/07/2017,PC 218/ 44,208.13,Eden Flooring,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Wickes,31/07/2017,PC 218/ 45,667.64,Sink,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Wickes,31/07/2017,PC 218/ 46,66.18,Soil Pipe,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,B&Q,31/07/2017,PC 218/ 47,100.9,Tiles,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Screwfix,31/07/2017,PC 218/ 48,45.16,Holesaw,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,B&Q,31/07/2017,PC 218/ 49,53.56,White Trim,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,40012,Contract Costs,Wickes,31/07/2017,PC 218/ 50,222.78,Riser Drain,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,40012,Contract Costs,Wickes,31/07/2017,PC 218/ 51,66.65,Gravel,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,40012,Contract Costs,B&Q,31/07/2017,PC 218/ 52,20.44,White Trim,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Magnum,31/07/2017,PC 218/ 53,344.82,Various Plumbing Supplies,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,40012,Contract Costs,Wickes,31/07/2017,PC 218/ 54,60.67,Wall Unit,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Screwfix,31/07/2017,PC 218/ 55,52.98,Kudox Type,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,40012,Contract Costs,B&Q,31/07/2017,PC 218/ 56,5.11,White Trim,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Screwfix,31/07/2017,PC 218/ 57,70.78,Door Handles,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Screwfix,31/07/2017,PC 218/ 58,25.41,Chisel,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6593,40012,Contract Costs,Screwfix,31/07/2017,PC 218/ 59,300.72,6 way CSU,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,40012,Contract Costs,B&Q,31/07/2017,PC 218/ 60,25,Poly Sheet,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 1,83.36,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 2,6.4,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30004,Administrative Equipment,Lyreco,31/07/2017,PC 221 / 3,17.62,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 4,5.99,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Stationery,Lyreco,31/07/2017,PC 221 / 5,0.77,STATIONERY,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3306,30206,Paper,Lyreco,31/07/2017,PC 221 / 6,169,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 7,14.4,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 8,13.18,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 9,6,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30004,Administrative Equipment,Lyreco,31/07/2017,PC 221 / 10,19.01,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3401,30229,Stationery,Lyreco,31/07/2017,PC 221 / 11,44.58,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Planning,2609,30229,Stationery,Lyreco,31/07/2017,PC 221 / 12,22.35,STATIONERY,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 13,8.69,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 14,24.9,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3805,30229,Stationery,Lyreco,31/07/2017,PC 221 / 15,9.56,STATIONERY,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 16,2.45,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3306,30206,Paper,Lyreco,31/07/2017,PC 221 / 17,203.1,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 18,197.5,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Stationery,Lyreco,31/07/2017,PC 221 / 19,25.37,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Stationery,Lyreco,31/07/2017,PC 221 / 20,65.12,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Stationery,Lyreco,31/07/2017,PC 221 / 21,58.75,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 22,29.98,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1316,30229,Stationery,Lyreco,31/07/2017,PC 221 / 23,9.6,STATIONERY,Corporate & Democratic Core,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,31/07/2017,PC 221 / 24,5.8,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Stationery,Lyreco,31/07/2017,PC 221 / 25,25.13,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3306,30206,Paper,Lyreco,31/07/2017,PC 221 / 26,37.05,STATIONERY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Stationery,Lyreco,31/07/2017,PC 221 / 27,23.71,STATIONERY,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Planning,2609,30229,Stationery,Lyreco,31/07/2017,PC 221 / 28,29.18,STATIONERY,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3304,30418,General Hardware,Staples,31/07/2017,PC 221 / 31,118.8,Stationery Credit note,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3300,00006,Training Expenses,VUE COMP TIA,31/07/2017,PC 221 / 32,273.6,Training Material,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3304,30419,Network Software,Zoho,31/07/2017,PC 221 / 33,2566.5,AD audit software,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2402,30090,Bed & Breakfast,Travelodge,31/07/2017,PC 221 / 35,59.17,B&B,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,80023,Car Park Charges,RUSHMOOR BC,31/07/2017,PC 221 / 38,74.62,TEST PARKING TICKETS,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,80023,Car Park Charges,RUSHMOOR BC,31/07/2017,PC 221 / 39,44.87,TEST PARKING TICKETS,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,80023,Car Park Charges,RUSHMOOR BC,31/07/2017,PC 221 / 40,14.83,TEST PARKING TICKETS,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,80023,Car Park Charges,RUSHMOOR BC,31/07/2017,PC 221 / 41,6.03,TEST PARKING TICKETS,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1202,30203,Other Disbursements,HCC,31/07/2017,PC 221 / 42,46.67,PHOTOGRAPHY,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Corporate Director,3102,30060,Conferences And Seminars,PREMIER INN,31/07/2017,PC 221 / 43,12.08,REFUND,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3805,30159,Magistrates Court Fees,HM Courts,31/07/2017,PC 223 / 1,741,247 C Tax Summons,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3805,30159,Magistrates Court Fees,HM Courts,31/07/2017,PC 223 / 2,1029,343 C Tax Summons,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3804,30159,Magistrates Court Fees,HM Courts,31/07/2017,PC 223 / 3,219,73 NNDR Summons,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,9323,90151,Cash Received re Homeslessness,Premier Inn,31/07/2017,PC 223 / 5,413,bed and breakfast,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1411,30236,Public Relations/Consultations,Mailchimp,31/07/2017,PC 223 / 7,38.99,Monthly plan - 2801 - 5000 subscribers,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1411,30236,Public Relations/Consultations,Facebook,31/07/2017,PC 223 / 8,15.21,Boosted post - Get Involved fair,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2533,30480,Victoria Day,Facebook,31/07/2017,PC 223 / 9,37.74,Boosted post - Victoria Day,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,9359,90227,Parliamentary Elections Verification - Miscellaneous,Facebook,31/07/2017,PC 223 / 10,8.53,Boosted post - election day,Central Services to the Public,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1314,30004,Administrative Equipment,Adobe,31/07/2017,PC 223 / 11,118,Design software,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2217,10026,General Repairs / Maintenance,North Hamp & Wilts Mag Court,31/07/2017,PC 223 / 13,226,App to Court to move Travellers,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1202,30067,Counsels Fees,North Hamp & Wilts Mag Court,31/07/2017,PC 223 / 14,226,App to Court to move Travellers,Over/Under Recovery on Support Services,GPC
