Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category/Summary
03.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,75.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,23.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,8.14,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,1.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,29.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,85.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,46.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,6.14,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,14.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,79.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,292.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,BYKER LODGE,FREEMAN CATERING BUTCH,15.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,99.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,40,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,BYKER LODGE,FREEMAN CATERING BUTCH,52.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,93.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,BYKER LODGE,FREEMAN CATERING BUTCH,19.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,12.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,BYKER LODGE,BRAKE BROS LTD,91.43,School meals,CATERERS
02.09.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,118.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,84.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,29.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,BYKER LODGE,FREEMAN CATERING BUTCH,12.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,97.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,196.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,27.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,50,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.09.2015,MONKCHESTER ROAD,BRAKE BROS LTD,189.97,School meals,CATERERS
01.09.2015,CONNIE LEWCOCK,BRAKE BROS LTD,53.13,School meals,CATERERS
01.09.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,132.94,School meals,CATERERS
01.09.2015,GOSFORTH ACADEMY,ON A ROLL SANDWICH COM,27.55,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
01.09.2015,CIVIC BANQUETING,ON A ROLL SANDWICH COM,179.56,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
31.08.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,4.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,6.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,11.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,13.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,51.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,6.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,49.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,25.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,0.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,51.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,34.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,45.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
31.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
28.08.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,51.86,School meals,CATERERS
28.08.2015,KENTON SCHOOL,BRAKE BROS LTD,518.78,School meals,CATERERS
27.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.08.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,701.61,School meals,CATERERS
27.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,86.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
27.08.2015,CIVIC BANQUETING,BLAKEMORE FOODSERVICE,146.74,School meals,CATERERS
27.08.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,193.11,School meals,CATERERS
27.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,59.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,4.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,23.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,220.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,101.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,BYKER LODGE,FREEMAN CATERING BUTCH,20.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,28.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,BYKER LODGE,BRAKE BROS LTD,44.85,School meals,CATERERS
26.08.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,17.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,16.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,29.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,49.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,14.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,2.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,243.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,10.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,55.25,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,74.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
26.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,66.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,31.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,348.07,School meals,CATERERS
25.08.2015,CIVIC BANQUETING,ON A ROLL SANDWICH COM,50.85,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
25.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,4.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,36.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,CONNIE LEWCOCK,BRAKE BROS LTD,51.82,School meals,CATERERS
25.08.2015,CONNIE LEWCOCK,BLAKEMORE FOODSERVICE,574.5,School meals,CATERERS
25.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,6.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,6.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,GOSFORTH ACADEMY,ON A ROLL SANDWICH COM,26.31,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
25.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,62.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,43.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,24.3,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
25.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,28.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,4.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,82.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,8.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,10.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,4.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,3.81,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,49.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,32.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.08.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,188.61,School meals,CATERERS
20.08.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,181.25,School meals,CATERERS
19.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,6.14,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,91.78,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,59.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,72.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,38.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,CIVIC BANQUETING,BRAKE BROS LTD,311.83,School meals,CATERERS
19.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,16.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,20.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,23.82,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,CIVIC BANQUETING,ON A ROLL SANDWICH COM,33.9,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
19.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,49.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,26.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,38.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,47.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,CONNIE LEWCOCK,BLAKEMORE FOODSERVICE,236.23,School meals,CATERERS
18.08.2015,BYKER LODGE,FREEMAN CATERING BUTCH,48.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,12.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,CONNIE LEWCOCK,BRAKE BROS LTD,95.46,School meals,CATERERS
18.08.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,78.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,BYKER LODGE,FREEMAN CATERING BUTCH,34.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,35.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,231.09,School meals,CATERERS
18.08.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,47.18,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,BYKER LODGE,FREEMAN CATERING BUTCH,27.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,4.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,150.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,97.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,168.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,195.91,School meals,CATERERS
18.08.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,86.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
18.08.2015,GOSFORTH ACADEMY,BLAKEMORE FOODSERVICE,583.44,School meals,CATERERS
17.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,31.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.08.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,59.43,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.08.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
17.08.2015,Communities,AMAZON UK MARKETPLACE,26.99,ALTAI ALL ROUND METAL DETECTOR,BOOK STORES
