OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Name1,Name2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 16/17,MIN Date SBRR,MAX Date SBDR,SBRR Relief,Lower Multiplier,Trans Relief,Mandatory%,Mand Relief,Discretionary%,Disc Relief,Retail Relief 15/16,ReOcc Relief,MIN Date From Relief,MAX Date To Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,,,MM02 SITE 17229 AT MERTON IMPORTS,RUSSELL ROAD,BIRKENHEAD,MERSEYSIDE,CH42 1LU,21320722911,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,21/09/2007,,,,,6100,5300,COMMUNICATION STATION AND PREMISES,2952,2952.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BEB TAXIS LTD,T/A WIRRAL CALLBACK CARS,,,11 ST PAULS ROAD,BIRKENHEAD,WIRRAL,,CH42 3UY,21360001104,11-13 OLD CHESTER ROAD,WIRRAL,MERSEYSIDE,,CH63 7LA,01/11/2014,,,,,1925,1700,TAXI OFFICE AND PREMISES,931,931.7,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,A & M TYRES LTD,,,,53 ST PAULS ROAD,BIRKENHEAD,WIRRAL,,CH42 3UY,21360005302,,,,,,01/04/2014,,,,,4000,3900,STORE AND PREMISES,1936,0,01/04/2014,,-1884,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BOOKER LTD,,,,BOOKER CASH & CARRY,UNION STREET,BIRKENHEAD,MERSEYSIDE,CH42 3TL,21390000103,"FAO J SLIWKA, ASST ACCOUNTANT",PARKWAY BUSINESS CENTRE,DEESIDE INDUSTRIAL PARK,FLINTSHIRE,CH5 2LE,01/04/2000,,,,,81000,71500,WAREHOUSE AND PREMISES,40257,40257,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VIKING CENTRE & YOUTH CLUB LTD,,VIKING BOYS CLUB,,THORSWAY,BIRKENHEAD,WIRRAL,,CH42 1NW,21480000102,VIKING BOYS CLUB,THORSWAY,BIRKENHEAD,MERSEYSIDE,CH42 1NW,01/04/2000,,,,,9200,9200,CLUB & PREMISES,4572,0,,,0,,0,0.8,-3547.52,0.2,-886.88,,,01/04/2000,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VAUXCARE WIRRAL LTD,,,,2 VALIANT WAY,NEW CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 9HS,21560000208,2 VALIANT WAY,NEW CHESTER ROAD,BIRKENHEAD,,CH41 9HS,19/08/2010,,,,,18250,17500,WORKSHOP AND PREMISES,9070,9070.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SCREWFIX DIRECT LTD,C/O RATE ACCOUNT MANAGEMENT,,,3 VALIANT WAY,NEW CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 9HS,21560000301,COLLIERS INT RATING UK LLP,"12TH FLOOR, ELEVEN BRINDLEY PLACE","2 BRUNSWICK SQUARE, BRINDLEYPLAC",BIRMINGHAM,B1 2LP,27/10/2006,,,,,49000,45250,WORKSHOP AND PREMISES,24353,24353,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLOVER TECHNICAL SERVICES LTD,,,,4 VALIANT WAY,LAIRDSIDE TECHNOLOGY PARK,BIRKENHEAD,BIRKENHEAD,CH41 9HS,21560000405,4 VALIANT WAY,NEW CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 9HS,24/06/2005,,,,,25750,21750,WORKSHOP AND PREMISES,12797,12797.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SCANDALS LIMITED,,,,4 MARION STREET,BIRKENHEAD,WIRRAL,,CH41 6LT,21740000403,4 MARION STREET,BIRKENHEAD,MERSEYSIDE,,CH41 6LT,21/09/2001,,,,,2050,1925,SHOP AND PREMISES,992,0,01/04/2005,,-965.55,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAKING SPACE,,,,OFFICE AT 183 BEDFORD ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 2AW,22080018303,46 ALLEN STREET,WARRINGTON,CHESHIRE,,WA2 7JB,01/12/2003,,,,,1975,1625,OFFICES AND PREMISES,981,0,,,0,,0,0.8,-761.56,0.2,-190.39,,,01/04/2004,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GOYARARU ARTS LTD,,,,8 BROWNING AVENUE,BIRKENHEAD,MERSEYSIDE,,CH42 2DF,22100000806,8 BROWNING AVENUE,BIRKENHEAD,MERSEYSIDE,,CH42 2DF,01/04/2000,,,,,2250,2250,SCHOOL OF DANCING & PREMISES,1089,0,01/04/2005,,-1059.75,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROCK STATION HOTEL LTD,,,,ROCK STATION,HIGHFIELD ROAD,BIRKENHEAD,MERSEYSIDE,CH42 2BU,22460000103,,,,,,01/10/2009,,,,,4000,6500,PUBLIC HOUSE AND PREMISES,1936,0,01/10/2009,,-1884,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,R S MCOLL LTD MARTIN RETAIL,,,,2 KING STREET,BIRKENHEAD,WIRRAL,,CH42 2AJ,22540000201,MARTIN HOUSE,ASHWELLS ROAD,BRENTWOOD,ESSEX,CM15 9ST,01/04/2010,,,,,2025,,SHOP AND PREMISES,980,980.1,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,OUTLOOK GROUP LTD,,,,458 NEW CHESTER ROAD,BIRKENHEAD,WIRRAL,,CH42 2AE,22800045801,458 NEW CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 2AE,01/04/2000,,,,,9400,8100,"WORKSHOP, OFFICE AND PREMISES",4549,2577.68,01/04/2005,,-1918.96,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PJS CARE LIMITED,,,,493,OLD CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,CH42 4NG,22840047505,,,,,,01/04/2011,,,,,18750,15000,SURGERY AND PREMISES,9318,9318.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LITTLE CHERUBS DAY NURSERY,(BIRKENHEAD) LTD,,,533 OLD CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 4NQ,22840053309,533 OLD CHESTER ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 4NQ,18/12/2008,,,,,5000,4250,NURSERY & PREMISES,2420,0,01/04/2010,,-2355,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NATIONAL TYRE SERVICE LTD,,,,97 ROCK LANE EAST,BIRKENHEAD,MERSEYSIDE,,CH42 1PE,23040002301,REGENT HOUSE,HEATON LANE,STOCKPORT,CHESHIRE,SK4 1BS,01/04/2000,,,,,14750,14500,WORKSHOP AND PREMISES,7139,7139,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LEVERBROOK EXPORT LTD,,,,33 ROCK LANE WEST,BIRKENHEAD,MERSEYSIDE,,CH42 1RE,23060003309,33 ROCK LANE WEST,BIRKENHEAD,MERSEYSIDE,,CH42 1RE,01/04/2000,,,,,9600,8100,STORE AND PREMISES,5445,4763.78,01/04/2005,,-662.92,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL HIRE LTD,,,,67 ROCK LANE WEST,BIRKENHEAD,MERSEYSIDE,,CH42 1RE,23060006701,67 ROCK LANE WEST,BIRKENHEAD,MERSEYSIDE,,CH42 1RE,01/04/2000,,,,,12000,10750,STORE AND PREMISES,5808,5808,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LAIRD SPORTS CLUB 1993 LTD,,CAMMELL LAIRD SPORTS CLUB ,,93 ST PETERS ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 1PY,23140000302,CAMMELL LAIRD SPORTS CLUB 93,ST PETERS ROAD,BIRKENHEAD,MERSEYSIDE,CH42 1PY,01/04/2000,,,,,21750,19500,CLUB AND PREMISES,10809,0,,,0,,0,0,0,1,-10483.5,,,01/04/2000,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,"LAW, HR & ASSET MANAGEMENT",,AMBULANCE STATION,,BENTINCK STREET,BIRKENHEAD,MERSEYSIDE,,CH41 4DY,24110000109,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING,CLEVELAND STREET,BIRKENHEAD MERSEYSIDE,CH41 6BU,24/09/2015,Y,24/09/2015,,Occupation Prohibited by Law,20250,30250,AMBULANCE STATION AND PREMISES,4852,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THEXTON PROPERTIES LIMITED,,,,167 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1AY,24190016707,167 BRIDGE STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1AY,28/08/2009,,,,,7100,6300,PUBLIC HOUSE AND PREMISES,8228,8228,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CITY ELECTRICAL FACTORS LTD,,,,CITY ELECTRICAL FACTORS,BROOK STREET,BIRKENHEAD,MERSEYSIDE,CH41 3SE,24230003004,NORTH WEST DIVISION,GEORGINA MACKIE HOUSE,141 FARMER WARD ROAD,"KENILWORTH, ",CV8 2SU,01/04/2000,,,,,12750,11000,WAREHOUSE AND PREMISES,6171,6171,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SANCTUARY (NORTH WEST) HOUSING,ASSOCIATION LTD,,,7 CARDIGAN AVENUE,BIRKENHEAD,MERSEYSIDE,,CH41 4NH,24280000708,COSMOPOLITAN HOUSE,2 MARYBONE,LIVERPOOL,,L3 2BY,30/09/2013,,,,,7800,7700,DAY CARE CENTRE AND PREMISES,3775,3775.2,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LAWTONS FURNITURE LTD,,,,17-21 CATHCART STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3NL,24310001706,8 WIRRAL MOUNT,WIRRAL,MERSEYSIDE,,CH48 6EW,01/01/2010,,,,,27250,25750,FACTORY AND PREMISES,13543,13543.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WALSH AUTO ENGINEERING LTD,,,,LAND AT 23-25 CATHCART STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3JY,24310002304,164-190 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3QQ,01/04/2000,,,,,2075,1625,LAND USED FOR STORAGE AND PREMISES,1004,0,01/04/2005,,-977.33,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MACHFAB STRUCTURAL,INSTALLATIONS LTD,,,37 CATHCART STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3JY,24310003701,,,,,,01/02/2013,,,,,5200,5000,WAREHOUSE AND PREMISES,2516,0,01/02/2013,,-2449.2,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JOHN MIGHALL & CO LTD,,,,81 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3QB,24370008107,81 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3QB,01/04/2002,,,,,14250,14250,WAREHOUSE AND PREMISES,6897,6897,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PRIMESIGHT LTD,,,,AD RT MAIDEN 1373 AT,99 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 3QB,24370009909,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS,01/09/2009,,,,,1000,1425,ADVERTISING RIGHT AND PREMISES,484,484,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLEVELAND FINANCIAL SERVICES LTD,,,,116 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3RB,24370011608,,,,,,01/04/2012,,,,,20750,21000,WORKSHOP AND PREMISES,10312,10312.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SENAR PRECISION ENGINEERING,LTD,,,118 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3QP,24370011805,,,,,,01/11/2010,,,,,35000,43000,FACTORY AND PREMISES,17395,17395,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,OXTON ENGINEERING COMPANY LTD,,,,122 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3RB,24370012206,,,,,,01/09/2012,,,,,30750,31500,WAREHOUSE AND PREMISES,15282,15282.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL SPORTS & LEISURE LTD,,,,164-190 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3QQ,24370016404,164-190 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3QQ,01/04/2000,,,,,41500,32000,SHOP AND PREMISES,20625,20625.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,IRVING LITTLE & CO IN LIQ,,,,213-219 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,,CH41 3QE,24370021703,C/O ATICUS RECOVERY,1 HANSON ROAD,AINTREE,LIVERPOOL,L9 7BP,01/04/2000,Y,01/06/2016,Liquidator,,12750,13000,SHOWROOM AND PREMISES,1597,0,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PRIMESIGHT LTD,,,,AD RT MAIDEN 3013 ADJ,364-370 CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 8EG,24370036408,UNIT 9 WESPOINT ENTERPRISE PARK,CLARENCE AVENUE,TRAFFORD PARK,MANCHESTER,M17 1QS,01/09/2009,,,,,1350,1425,ADVERTISING RIGHT,653,653.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL MULTICULTURAL CENTRE,,,,111 CONWAY STREET,BIRKENHEAD,MERSEYSIDE,,CH41 4AF,24470011106,111 CONWAY STREET,BIRKENHEAD,MERSEYSIDE,,CH41 4AF,01/04/2000,,,,,17750,17750,COMMUNITY CENTRE,8821,0,,,0,,0,0.8,-6844.4,0.2,-1711.1,,,01/04/2000,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,UNITE THE UNION,,,,132-134 CONWAY STREET,BIRKENHEAD,MERSEYSIDE,,CH41 6JE,24470013205,FAO FINANCE,2 CHURCH HILL WAY ,LIVERPOOL,,L3 8EF,23/10/2015,,,,,6300,5700,SHOP AND PREMISES,3049,3049.2,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLEAR CHANNEL UK LTD NNDR DEPT,,,,ADV RIGHT (0305 0243) FRONTING,85-102 CONWAY COURT,CONWAY STREET,BIRKENHEAD MERSEYSIDE,CH41 4LN,24470024303,ORION GATE,GUILDFORD ROAD,WOKING,,GU22 7NJ,01/04/2000,,,,,480,450,ADVERTISING RIGHTS,232,232.32,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLEAR CHANNEL UK LTD NNDR DEPT,,,,ADV RGT ADSHEL 0305 0224 FRONTING,238-240 CONWAY STREET,BIRKENHEAD,MERSEYSIDE,CH41 4AQ,24470024407,ORION GATE,GUILDFORD ROAD,WOKING,,GU22 7NJ,01/04/2000,,,,,480,450,ADVERTISING RIGHTS,232,232.32,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,F P AUTO BODY REPAIRS LTD,,,,41 CORPORATION ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 3NG,24490004107,41 CORPORATION ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 3NG,01/04/2000,,,,,6000,5200,WORKSHOP AND PREMISES,2904,0,01/04/2005,,-2826,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL METROPOLITAN COLLEGE,,,,WIRRAL BUS & MANAGEMENT CENTRE,10 EUROPA BOULEVARD,BIRKENHEAD,MERSEYSIDE,CH41 4NT,24720000104,FINANCE DEPT,WIRRAL BUSINESS & MANAGEMENT CENTRE,10 EUROPA BOULEVARD,BIRKENHEAD,CH41 4NT,01/04/2000,,,,,205000,190500,"EDUCATION,BUSINESS & MANAGEMENT CENTRE &",101885,20377,,,0,,0,0.8,-79048,0,0,,,01/04/2000,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NATIONAL OFFENDER MANAGEMENT,SERVICE (NORTH),,,MERSEYSIDE PROBATION CENTRE,40 EUROPA BOULEVARD,BIRKENHEAD,MERSEYSIDE,CH41 4PE,24720000301,C/O CUSHMAN & WAKEFIELD,VITTORIA HOUSE,VITTORIA WALK,CHELTENHAM,GL50 1TW,01/04/2000,,,,,159000,97000,OFFICES AND PREMISES,79023,79023,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JACOBS PENSION FUND,,,,6 EUROPA BOULEVARD,BIRKENHEAD,MERSEYSIDE,,CH41 4PE,24720000601,4 EUROPA BOULEVARD,BIRKENHEAD,,,CH41 4PE,23/03/2016,Y,23/03/2016,,,126000,94500,OFFICES AND PREMISES,62622,62622,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WINE MANAGEMENT SERVICES LTD,,,,THE WINE LODGE,CHARING CROSS,BIRKENHEAD,MERSEYSIDE,CH41 6EJ,24730000116,SEAMUS O'DONNELLS,40 EXMOUTH STREET,BIRKENHEAD,WIRRAL,CH41 4NG,15/05/2012,,,,,79000,87500,PUBLIC HOUSE AND PREMISES,39263,39263,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RKM VENTURES LTD,,,,4 FREEMAN STREET,BIRKENHEAD,MERSEYSIDE,,CH41 1BR,24830000409,34 MOUNT PLEASANT ROAD,WALLASEY,,,CH45 5EW,10/10/2014,Y,10/10/2014,,,3400,3900,PUBLIC HOUSE AND PREMISES,1838,1838.9,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BARCLAYS BANK PLC,,,,172 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 6EA,24970017208,C/O CBRE LTD,55 TEMPLE ROW,BIRMINGHAM,,B2 5LS,03/05/2013,,,,,182000,181000,SHOP AND PREMISES,83496,83496,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BARCLAYS BANK PLC,,,,"182 -186, GRANGE ROAD",BIRKENHEAD,MERSEYSIDE,,CH41 6EA,24970018205,C/O CBRE LTD,55 TEMPLE ROW,BIRMINGHAM,,B2 5LS,29/07/2013,,,,,169000,,BANK AND PREMISES,83993,83993,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WATERSTONES BOOKSELLERS LTD,,,,188 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 6EA,24970019203,ROYAL HOUSE,PRINCES GATE HOMER ROAD,SOLIHULL,,B91 3QQ,01/04/2000,,,,,146000,146000,SHOP AND PREMISES,67095,67095,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SUPERDRUG STORES PLC,,,,205A GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 2PF,24970020501,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/04/2000,,,,,166000,166000,SHOP AND PREMISES,76041,76041,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THOMAS COOK RETAIL LTD,,,,208 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 6NZ,24970020802,UK PROPERTY,PO BOX 701 UNITS 15-16 CONINGSBY R,PETERBOROUGH,,PE3 8AB,01/04/2004,,,,,67500,67000,SHOP AND PREMISES,31062,31062.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LLOYDS BANKING GROUP,,,,208-210 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 6EA,24970021006,C/O CBRE LTD,55 TEMPLE ROW,BIRMINGHAM,,B2 5LS,01/04/2000,,,,,114000,111000,SHOP AND PREMISES,52185,52185,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BOOTS UK LTD (STORE 1161),,,,209-215 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 2PH,24970021504,C/O GERALD EVE,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/04/2000,,,,,226000,228500,SHOP AND PREMISES,103873,103873,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ICELAND FOODS LTD,,,,221-225 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 2PH,24970022102,SECOND AVENUE,DEESIDE INDUSTRIAL PARK,DEESIDE,FLINTSHIRE,CH5 2NW,01/04/2000,,,,,150000,158000,SHOP AND PREMISES,74550,74550,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ASDA STORES LTD,,,,"222, GRANGE ROAD",BIRKENHEAD,MERSEYSIDE,,CH41 6EB,24970022201,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 3WX,01/11/2011,,,,,1670000,,Superstore and Premises,829990,829990,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SAYERS THE BAKERS LTD,,,,GROUND FLOOR AT,241 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,CH41 2PH,24970024108,SIDNEY STREET,BOLTON,LANCS,,BL3 6BG,30/08/2013,,,,,13250,21000,CAFE AND PREMISES,5929,5929,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THOMAS ESTATES LTD,C/O GERALD EVE LLP (RPMS),,,243-247 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 2PH,24970024305,35 KINGS HILL AVENUE,WEST MALLING,KENT,,ME19 4DN,01/04/2000,,,,,41250,46250,SHOP AND PREMISES,19010,19010.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE LIQUID EMPORIUM LTD,,,,248 GRANGE ROAD,BIRKENHEAD,WIRRAL,,CH41 6EB,24970024803,HANOVER BUILDINGS,11-13 HANOVER STREET,LIVERPOOL,,L1 3DN,10/03/2014,,,,,8800,9900,SHOP AND PREMISES,3920,1372.21,10/03/2014,,-1059.84,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ALADDINS CAVE (WIRRAL) LTD,,,,252 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 6EB,24970025204,,,,,,29/10/2009,,,,,23750,27000,SHOP AND PREMISES,10934,10934,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EYE WALA LTD (FAO MR AZAM ALI),T/A I CARE OPTICIANS,,,254 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 6EB,24970025401,128 THATTO HEATH ROAD,ST HELENS,MERSEYSIDE,,WA9 5PE,01/02/2014,,,,,13750,15250,SHOP AND PREMISES,6655,6655,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,P GRIFFITHS FOODS LTD,,,,264 GRANGE ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 6EB,24970026207,MACDONALDS RESTAURANT,WELTON ROAD,WIRRAL,MERSEYSIDE,CH62 3PN,19/11/2000,,,,,37500,42500,SHOP AND PREMISES,18637,18637.5,,,0,,0,,0,,0,,,,
