Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,06/01/2014,NEWBOLD COMMUNITY PLAYGROUP,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,039.30"
Rochdale BC,29/01/2014,NEWLINE ADAPTATIONS LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£6,050.00"
Rochdale BC,06/01/2014,NHS GREATER MANCHESTER CSU,Healthcare,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£7,017.67"
Rochdale BC,21/01/2014,NISAI LEARNING,Education,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"£1,500.00"
Rochdale BC,20/01/2014,NO GRAFFITI (MANCHESTER) LTD,Environmental Services,ECONOMY AND ENVIRONMENT,GRAFFITI TEAM,"£1,000.00"
Rochdale BC,17/01/2014,NOMS AGENCY,Social Community Care Supplies & Services,CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£3,042.00"
Rochdale BC,06/01/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,470.15"
Rochdale BC,06/01/2014,NORDEN PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£2,732.40"
Rochdale BC,09/01/2014,NORNIR LIMITED,Consultancy,EARLY HELP AND SCHOOLS,GENERAL BOROUGHWIDE YOUTH SERVICE,"£1,500.00"
Rochdale BC,10/01/2014,NORTH WEST PORTABLES,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,£552.00
Rochdale BC,30/12/2013,NORTHENDEN TRAVEL,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,£963.43
Rochdale BC,02/01/2014,NORTHERNCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,190.00"
Rochdale BC,09/01/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Stationery,FINANCE SERVICES,BLUE BADGES,"£1,090.20"
Rochdale BC,09/01/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Stationery,FINANCE SERVICES,TECHNICAL SUPPORT,"£4,312.50"
Rochdale BC,08/01/2014,NORTHGATE INFORMATION SOLUTIONS UK LTD,Stationery,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£1,225.00"
Rochdale BC,10/01/2014,NORWOOD ELECTRICAL (UK) LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£2,018.35"
Rochdale BC,10/01/2014,NORWOOD ELECTRICAL (UK) LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,"£7,242.45"
Rochdale BC,16/01/2014,NPOWER LIMITED,Utilities,PROPERTY AND HIGHWAYS,STREET LIGHTING ENERGY,"£179,538.83"
Rochdale BC,23/01/2014,NSL LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£6,148.00"
Rochdale BC,23/01/2014,NSL LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£31,709.39"
Rochdale BC,13/01/2014,OCE FINANCE,Financial Services,CORPORATE SERVICES,PRODUCTION,"£6,470.05"
Rochdale BC,31/01/2014,OCE FINANCE,Financial Services,CORPORATE SERVICES,PRODUCTION,"£7,043.86"
Rochdale BC,31/01/2014,OCE FINANCE,Financial Services,CORPORATE SERVICES,PRODUCTION,"£7,043.86"
Rochdale BC,06/01/2014,OFFICE DEPOT UK LIMITED,Stationery,EARLY HELP AND SCHOOLS,GOVERNORS SERVICES,£635.92
Rochdale BC,21/01/2014,OFFICE DEPOT UK LIMITED,Stationery,FINANCE SERVICES,PR MEDIA AND MARKETING,£864.64
Rochdale BC,27/01/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,SKILLS OUTREACH,"£7,500.00"
Rochdale BC,28/01/2014,OLDHAM & ROCHDALE GROUNDWORK TRUST LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,SKILLS OUTREACH,"£7,500.00"
Rochdale BC,21/01/2014,OLDHAM COLLEGE,Human Resources,EARLY HELP AND SCHOOLS,POST 16 RDALE PUPILS IN COLLEGES/ISP,"£3,057.67"
Rochdale BC,27/01/2014,OLDHAM COMMUNITY LEISURE LTD,Financial Services,EARLY HELP AND SCHOOLS,HEYWOOD - EXTERNAL FUNDED PROJECTS,£960.00
Rochdale BC,08/01/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CORPORATE SERVICES,REFRESH PROGRAMME,"£1,120.00"
Rochdale BC,14/01/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CORPORATE SERVICES,REFRESH PROGRAMME,£560.00
Rochdale BC,20/01/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CORPORATE SERVICES,REFRESH PROGRAMME,£700.00
Rochdale BC,31/01/2014,OSCAR ASSOCIATES UK LTD,Human Resources,CORPORATE SERVICES,REFRESH PROGRAMME,£700.00
Rochdale BC,06/01/2014,OULDER HILL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,450.25"
Rochdale BC,06/01/2014,OULDER HILL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,058.41"
Rochdale BC,13/01/2014,OVER AUDIO,Education,ECONOMY AND ENVIRONMENT,EQUIPMENT - LEISURE CENTRES,"£24,414.40"
Rochdale BC,24/01/2014,OXFORD UNIVERSITY PRESS,Mail Services ,EARLY HELP AND SCHOOLS,EQUALITIES TEAM RESOURCES,£611.35
Rochdale BC,06/01/2014,PARENTS AND CHILDREN TOGETHER,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£31,534.00"
Rochdale BC,29/01/2014,PARKWOOD HEALTHCARE LIMITED,Healthcare,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£14,191.66"
Rochdale BC,24/01/2014,PATROL,Facilities & Management Services,PROPERTY AND HIGHWAYS,DECRIMINALISATION OF CAR PARKING,"£2,129.40"
Rochdale BC,17/01/2014,PAYNE SECURITY,Building Construction Materials,ECONOMY AND ENVIRONMENT,REG LIC  GENERAL,£509.50
Rochdale BC,30/12/2013,PEARL PHARMACY,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£2,240.92"
Rochdale BC,29/01/2014,PENDLETON RESIDENTIAL CARE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£4,370.00"
Rochdale BC,09/01/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£1,400.00"
Rochdale BC,09/01/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£2,625.00"
Rochdale BC,09/01/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,£525.00
Rochdale BC,09/01/2014,PENNINE CARE IN PATIENT SERVICES PRIORY,Healthcare,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,£700.00
Rochdale BC,10/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,ADULT CARE HEAD OF SERVICE,"£11,111.00"
Rochdale BC,07/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"£10,578.00"
Rochdale BC,07/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"£16,194.00"
Rochdale BC,08/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"£7,770.00"
Rochdale BC,08/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"£6,102.00"
Rochdale BC,08/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"£15,057.17"
Rochdale BC,08/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS GRANT,"£2,484.00"
Rochdale BC,07/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CASTLETON LANGUAGE UNIT,"£1,636.00"
Rochdale BC,20/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CASTLETON LANGUAGE UNIT,"£4,090.00"
Rochdale BC,02/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£99,010.42"
Rochdale BC,07/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,ICAN,"£4,269.00"
Rochdale BC,22/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,ICAN,"£5,692.00"
Rochdale BC,03/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 H & C,"£3,246.00"
Rochdale BC,31/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,PRIMARY AND COM HEALTH,"£2,500.00"
Rochdale BC,15/01/2014,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SEN EARLY YEARS,"£13,312.71"
Rochdale BC,22/01/2014,PHOENIX SOFTWARE LIMITED,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,£791.05
Rochdale BC,17/01/2014,PINSENT MASONS LLP,Legal Services,PHYSICAL DIS & OLDER PEOPLE,ADULT CARE HEAD OF SERVICE,"£2,627.00"
Rochdale BC,15/01/2014,PITNEY BOWES POSTAGE BY PHONE,Mail Services ,ECONOMY AND ENVIRONMENT,EM MAIL ROOM,£937.57
Rochdale BC,10/01/2014,PLAYBROKERS LTD,Sports & Playground Equipment & Maintenance,ECONOMY AND ENVIRONMENT,PLAYGROUND SERVICES,"£4,588.50"
Rochdale BC,21/01/2014,PLP CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HEYBROOK HEATING CONTROL SYSTEM UPGRADE,"£4,698.50"
Rochdale BC,22/01/2014,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,Financial Services,CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£8,648.19"
Rochdale BC,31/01/2014,POLICE AND CRIME COMMISSIONER FOR GTR MANCHESTER,Financial Services,CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£2,693.39"
Rochdale BC,27/01/2014,PONTVILLE SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£22,734.00"
Rochdale BC,13/01/2014,POSITIVE STEPS OLDHAM - KICKSTART,Financial Services,EARLY HELP AND SCHOOLS,ROCHDALE CONNEXTIONS PARTNERSHIP,"£49,712.00"
Rochdale BC,13/01/2014,POSITIVE STEPS OLDHAM - KICKSTART,Financial Services,EARLY HELP AND SCHOOLS,ROCHDALE CONNEXTIONS PARTNERSHIP,"£49,185.50"
Rochdale BC,24/01/2014,POST OFFICE COUNTERS LTD,Clothing,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£2,145.00"
Rochdale BC,30/01/2014,POSTURITE (UK) LTD,Furniture & Soft Furnishings,FINANCE SERVICES,TECHNICAL SUPPORT,"£1,107.90"
Rochdale BC,09/01/2014,PR NEWSWIRE EUROPE LTD,Education,FINANCE SERVICES,PR MEDIA AND MARKETING,"£1,100.00"
Rochdale BC,29/01/2014,PR NEWSWIRE EUROPE LTD,Education,FINANCE SERVICES,PR MEDIA AND MARKETING,"£2,000.00"
Rochdale BC,16/01/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£500.00
Rochdale BC,03/01/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,919.05"
Rochdale BC,10/01/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,798.88"
Rochdale BC,16/01/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,523.81"
Rochdale BC,24/01/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,648.66"
Rochdale BC,31/01/2014,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£6,765.18"
Rochdale BC,02/01/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£2,148.41"
Rochdale BC,02/01/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,658.40"
Rochdale BC,02/01/2014,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,804.88"
Rochdale BC,06/01/2014,PRESTIGE SALES AND LETTINGS LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT PREVENTIVE,"£1,100.00"
Rochdale BC,16/01/2014,PRIESTLEYS & SMITHIES (ROCHDALE) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,£869.85
Rochdale BC,21/01/2014,PRIORY ROSES,Unclassifiable,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,£654.24
Rochdale BC,31/01/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£3,103.94"
Rochdale BC,28/01/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,259.41"
Rochdale BC,22/01/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DOWLING STREET OCC THERAPY,£560.00
Rochdale BC,16/01/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£1,170.00"
Rochdale BC,16/01/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£2,553.97"
Rochdale BC,21/01/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£1,483.75"
Rochdale BC,30/01/2014,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£1,462.50"
Rochdale BC,31/12/2013,PRISM UK MEDICAL LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£5,599.00"
Rochdale BC,14/01/2014,PROBRAND LIMITED,Information Communication Technology,EARLY HELP AND SCHOOLS,AUTISM,£672.70
Rochdale BC,17/01/2014,PROGRESS CARE HOUSING ASSOCIATION LTD,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,"£3,588.08"
Rochdale BC,30/01/2014,PROGRESS CARE HOUSING ASSOCIATION LTD,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,"£4,485.10"
Rochdale BC,13/01/2014,PUNJAB CRICKET CLUB,Arts & Leisure Services,CORPORATE SERVICES,MEMBERS SMALL CAPITAL GRANTS,£700.00
Rochdale BC,13/01/2014,QUICKHEARTLIMITED,Consultancy,LEARNING DIS & MENTAL HEALTH,ADULT CARE ADMIN,"£1,200.00"
Rochdale BC,30/01/2014,R S COMPONENTS,Health & Safety ,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,£802.58
Rochdale BC,31/01/2014,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,PLAY DEVELOPMENT TEAM,"£32,000.00"
Rochdale BC,01/01/2014,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£7,425.00"
Rochdale BC,01/01/2014,RAINBOW SCENT,Unclassifiable,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£2,500.00"
Rochdale BC,06/01/2014,RAINBOWS END PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,960.20"
Rochdale BC,06/01/2014,RAINBOWS END PRIVATE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£8,102.64"
Rochdale BC,24/01/2014,REACH TRAINING,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,£510.00
Rochdale BC,24/01/2014,REACH TRAINING,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,£500.00
Rochdale BC,23/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,(TYS) TARGETED YOUTH SUPPORT- EXT FUNDED,"£1,000.00"
Rochdale BC,21/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,11 TELFORD WAY,£595.00
Rochdale BC,24/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,11 TELFORD WAY,£875.00
Rochdale BC,10/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,"£2,485.92"
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,"£1,646.68"
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,£828.64
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,"£1,657.28"
Rochdale BC,14/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,ADULT PLACEMENT SCHEME,"£1,390.93"
Rochdale BC,23/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,AP RESPITE,£606.76
Rochdale BC,30/01/2014,REDACTED - PERSONAL DATA,Financial Services,EARLY HELP AND SCHOOLS,ASYLUM SEEKERS,£750.00
Rochdale BC,30/01/2014,REDACTED - PERSONAL DATA,Housing Management,CHILDREN’S SOCIAL CARE,ASYLUM SEEKERS,"£1,258.77"
Rochdale BC,23/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,BIBS UNIT,£604.80
Rochdale BC,07/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,BOARSHAW - PLACE PLANNING,"£1,065.00"
Rochdale BC,24/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,PROPERTY AND HIGHWAYS,BOARSHAW RD BRIDGE,£680.00
Rochdale BC,02/01/2014,REDACTED - PERSONAL DATA,Legal Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£924.00
Rochdale BC,08/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£660.00
Rochdale BC,09/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£568.50
Rochdale BC,09/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£2,340.00"
Rochdale BC,14/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£780.00
Rochdale BC,14/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£1,800.00"
Rochdale BC,17/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£2,700.00"
Rochdale BC,17/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,"£6,720.00"
Rochdale BC,31/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£540.00
Rochdale BC,07/01/2014,REDACTED - PERSONAL DATA,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,DIRECT PAYMENTS TO CARERS,£500.00
Rochdale BC,29/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,EARLY YEARS FOUNDATION STAGE 11/12,"£2,175.00"
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,943.00"
Rochdale BC,02/01/2014,REDACTED - PERSONAL DATA,Human Resources,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£14,734.83"
Rochdale BC,21/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£630.00
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£980.10
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,470.15"
Rochdale BC,15/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£950.00
Rochdale BC,13/01/2014,REDACTED - PERSONAL DATA,Financial Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - ADULT PLACEMENTS,"£1,012.44"
Rochdale BC,14/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - ADULT PLACEMENTS,"£1,454.32"
Rochdale BC,16/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - ADULT PLACEMENTS,"£1,522.90"
Rochdale BC,21/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,"£2,075.00"
Rochdale BC,07/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,LITTLEBOROUGH ROOF REPLACEMENT,"£2,149.99"
Rochdale BC,07/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£3,342.50"
Rochdale BC,02/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,"£2,500.00"
Rochdale BC,31/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,£625.00
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£858.33
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£558.36
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£588.06
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£858.33
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£558.36
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£558.36
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£558.36
Rochdale BC,06/01/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,£558.36
