Full Property Address,Property Reference Number,Current Rateable Value,Current Relief Type Description,Primary Liable party name,Account Start date,Account Reference Number
"S-Mart Convenience Store, Roose Road, Barrow In Furness, Cumbria, LA13 OEE",108359009150N,11500,Small Business Relief England,Roose Car Wash Ltd T/A Smart Safe Ltd,01/04/2013,5000015863
"Spring Mount Walney, Amphitrite Street, Barrow In Furness, Cumbria, LA14 3BZ",102101409005N,3400,Mandatorary Relief,Walney Community Trust,01/04/2005,5000011709
"Stall 113,, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511127N,3100,Empty Property Rate Non-Industrial,Barrow Borough Council,01/11/2014,5000016701
"Stall 2, Meat Hall, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511280N,5200,Empty Property Rate Non-Industrial,Barrow Borough Council,28/10/2006,5000012033
"Stall 8, Meat Hall, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511336N,6800,Increased Retail Relief,N & S Rhodes Butchers Ltd,26/04/2014,5000016424
"Stall 8, Meat Hall, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511336N,6800,Small Business Relief England,N & S Rhodes Butchers Ltd,26/04/2014,5000016424
"Stalls 37 & 38, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510370N,3300,Small Business Relief England,Ian Ford Books Ltd,03/04/2000,5000008173
"Stalls 39 & 40, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510264N,3300,Small Business Relief England,Fat Bobs Cds Ltd,09/02/2004,5000010478
"St Andrews Engineering Ltd, St Andrews Crossing, Barrow In Furness, Cumbria, LA14 2SS",103360609110N,11250,Small Business Relief England,"St Andrews Engineering Ltd,",01/04/1990,5000000199
"St Bernards Rc School, Rating Lane, Barrow In Furness, Cumbria, LA13 9LE",110457509020N,262500,Mandatorary Relief,St Bernard'S Rc School,01/04/2014,5000016478
"St Columba'S Rc Primary School, Church Lane, Barrow In Furness, Cumbria, LA14 3AD",102412409500N,19250,Mandatorary Relief,St Columba'S Rc Primary School,01/04/2014,5000016475
"St Patrick'S Catholic Club, Farm Street, Barrow In Furness, Cumbria, LA14 2RX",103223609060N,9600,Empty Property Rate Charitable,Lancaster Rc Diocesan Trustees,14/10/2013,5000016615
"St Paul'S Ce Junior School, Hawcoat Lane, Barrow In Furness, Cumbria, LA14 4HF",109130109080N,18000,Mandatorary Relief,Cumbria County Council,01/10/1993,5000003234
"St Perrans Scout Troop, Yarlside Road, Barrow In Furness, Cumbria, LA13 OEU",111478209060N,3150,Mandatorary Relief,St Perrans Scout Group,01/04/1990,5000001074
"St Pius X R C School, Schneider Road, Barrow In Furness, Cumbria, LA14 4AA",106362109430N,22750,Mandatorary Relief,Cumbria County Council,01/04/1990,5000000802
"Suite 14 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, ",104457709082N,2700,Small Business Relief England,Rv Projects (Europe) Ltd,01/09/2014,5000016604
"Suite 1 At, 22a, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119500224N,11750,Mandatorary Relief,Womens Community Matters,01/10/2013,5000016133
"Suite 2 Victoria Hall, Rawlinson Street, Barrow In Furness, Cumbria, ",104457709071N,910,Small Business Relief England,Glazzy Gas Limited,01/07/2012,5000015433
"Suite 3 Furness Gate, Furness Business Park, Peter Green Way, Barrow-In-Furness, Cumbria, LA14 2PE",104233909063N,15000,Mandatorary Relief,Tcv Employment And Training Services Limited,01/05/2013,5000015926
"Sure Start Community Centre Ormsgill, Millstone Avenue, Barrow In Furness, Cumbria, LA14 4BP",106542969030N,12000,Mandatorary Relief,Action For Children,01/04/2008,5000013101
"Terry Chemicals Ltd, Beckside, Dalton In Furness, Cumbria, LA15 8DP",113181209050N,14500,Small Business Relief England,"Terry Chemicals Ltd,",01/04/1990,5000001253
"Tesco, 331, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BS",104457709036N,29250,Increased Retail Relief,Tesco Stores Ltd,07/12/2012,5000015913
"The Custom House, 1, Abbey Road, Barrow In Furness, Cumbria, LA14 5UF",104531209082N,39250,Increased Retail Relief,The Custom House Bw Ltd,03/12/1999,5000008287
"The Derby, 246, Dalton Road, Barrow In Furness, Cumbria, LA14 1DN",104417302460N,10250,Increased Retail Relief,Five (Uk) Limited,26/09/2014,5000016628
"The Drawing Room, Ramsden House, 121-123, Duke Street, Barrow In Furness, Cumbria, LA14 1XA",105119501212N,12400,Increased Retail Relief,Kirkstall Ventures Ltd,20/08/2012,5000015672
"The Drawing Room, Ramsden House, 121-123, Duke Street, Barrow In Furness, Cumbria, LA14 1XA",105119501212N,12400,Small Business Relief England,Kirkstall Ventures Ltd,20/08/2012,5000015672
"The Last Orders Inn, Rawlinson Street, Barrow In Furness, Cumbria, LA14 2DG",105457701400N,16150,Increased Retail Relief,Hawthorn Leisure Honey Limited,20/10/2014,5000016657
"The Old Dairy, Roose Road, Barrow In Furness, Cumbria, LA13 0EP",111458879013N,5500,Small Business Relief England,Woodbine Dairy Ltd,06/05/2013,5000015983
"The Old Methodist Chapel, Roose Road, Barrow In Furness, Cumbria, LA13 9RG",108359009021N,4200,Small Business Relief England,Barrow Central Construction Ltd,01/07/2012,5000015927
"The Wood Company, Strand, Barrow In Furness, LA14 2JQ",105160909095N,0,Small Business Relief England,2nd Timearound(South Lakes) Ltd,01/01/2013,5000015759
"Underwater Diving Services, Anchorline Basin, Ramsden Dock Road, Barrow In Furness, Cumbria, LA14 2TB",103357209034N,4750,Small Business Relief England,"Underwater Diving Services,",01/04/2005,5000014562
"Unit 10, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570100N,10500,Small Business Relief England,Subconsult Ltd,01/06/2013,5000015956
"Unit 10 Meetings Industrial Estate, Park Road, Barrow In Furness, Cumbria, LA14 4TL",106552709083N,4450,Small Business Relief England,Kendall Bros Ltd,24/01/1996,5000005279
"Unit 11 & 12, Meetings Ind Est, Park Road, Barrow In Furness, Cumbria, LA14 4TL",106552700011N,5500,Small Business Relief England,Furness M.O.T Ltd,01/10/2013,5000016378
"Unit 16 Meetings Industrial Estate, Park Road, Barrow In Furness, Cumbria, LA14 4TL",106552700133N,5400,Small Business Relief England,Cumbria Car Centre Ltd,01/11/2007,5000012672
"Unit 1 78-80, Dalton Road, Barrow In Furness, Cumbria, LA14 1JJ",105117300780N,32250,Empty Property Rate Non-Industrial,Cash Converters Limited,27/01/2012,5000015387
"Unit 1b The Old Fire Station, Abbey Road, Barrow In Furness, Cumbria, LA14 1XH",104500108241N,3850,Small Business Relief England,Knox Accounting Ltd,01/04/2012,5000015627
"Unit 1f, Ashburner Way, Barrow-In-Furness, Cumbria, LA14 5UG",104274209244N,8700,Small Business Relief England,Vexstar Trading Ltd T/A Execost Engineering,01/06/2012,5000015505
"Unit 1 The Ginnell, Portland Crescent, Barrow In Furness, Cumbria, LA14 1DB",105154100015N,4650,Small Business Relief England,Got It Covered Ltd,18/07/2005,5000011387
"Unit 2 & 3 Station Yard, Duddon Road, Askam In Furness, Cumbria, LA16 7AL",112595509160N,8900,Small Business Relief England,H Barker Props Ltd,01/03/2001,5000009076
"Unit 2, 78-80, Dalton Road, Barrow In Furness, Cumbria, LA14 1JH",105117300781N,32000,Increased Retail Relief,Whitley-Hall Limited,21/06/2013,5000016019
"Unit 27 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909228N,3700,Mandatorary Relief,Creative Support Ltd,01/01/2012,5000015117
"Unit 28, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909128N,4950,Small Business Relief England,Johnston Recruitment Ltd,06/07/1998,5000006966
"Unit 29 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909229N,3700,Mandatorary Relief,Creative Support Ltd,01/01/2012,5000015118
"Unit 2, Long Lane Ind Estate, Billings Road, Long Lane, Barrow In Furness, LA13 0SG",113487309114N,10250,Empty Property Rate Industrial,E Sutton &Son Ltd,23/09/2013,5000016264
"Unit 30 Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909233N,5100,Small Business Relief England,Idomainz Ltd,15/09/2014,5000016594
"Unit 3 Long Lane Industrial Estate, Billings Road, Dalton In Furness, Cumbria, LA13 0SG",113487309111N,9500,Empty Property Rate Industrial,E Sutton & Son Ltd,01/06/2014,5000016496
"Unit 3 R/0, 331, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BS",104457709040N,11500,Empty Property Rate Non-Industrial,J R Gabriel Properties Ltd,24/12/2013,5000016362
"Unit 3 Steele'S Yard, Ashburner Way, Barrow-In-Furness, Cumbria, LA14 5UG",104274209123N,2550,Small Business Relief England,R S Properties Ltd,23/03/2007,5000012577
"Unit 40, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909040N,4550,Small Business Relief England,Integrated Network Systems Limited,24/07/2014,5000016616
"Unit 43, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909143N,8500,Mandatorary Relief,Age Uk,01/03/2004,5000010495
"Unit 44, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909144N,7900,Small Business Relief England,Fell View Joinery Ltd,25/04/2009,5000013575
"Unit 45, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909145N,4550,Mandatorary Relief,Age Uk Trading Ltd T/A Age Uk Training,21/09/2011,5000015334
"Unit 46, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909146N,4600,Small Business Relief England,Elevated Systems Technology Limited,17/11/2014,5000016693
"Unit 54, Trinity Enterprise Centre, Furness Business Park, Ironworks Road, Barrow In Furness, Cumbria, LA14 2PN",104233909255N,7800,Small Business Relief England,Pc Supplies Ltd,27/08/2014,5000016598
"Unit 5, Andrews Court, Andrews Way, Barrow In Furness, Cumbria, LA14 2UE",105253570005N,11500,Small Business Relief England,Barrow Training Partners Ltd,01/11/2004,5000010984
"Unit 6, Forge Close, Barrow In Furness, Cumbria, LA14 2UF",104253570060N,8900,Small Business Relief England,Sts Electrical Limited,15/07/2011,5000014842
"Units 21 & 22 , Meetings Industrial Estate, Park Road, Barrow-In-Furness, Cumbria, LA14 4TL",106552700211N,6300,Small Business Relief England,Larkin Engineering Services Limited,06/09/2013,5000016154
"Units 23 24 & 25, Meetings Industrial Estate, Park Road, Barrow-In-Furness, Cumbria, LA14 4TL",106552700139N,14500,Small Business Relief England,Searle Audio Ltd,01/04/2009,5000013614
"Urban Extreme Ltd Indoor Skate Park, James Freel Close, Barrow In Furness, Cumbria, ",104233409205N,44500,Mandatorary Relief,Urban Extreme Ltd,28/07/2014,5000016538
"Vickerstown Pub, Central Drive, Barrow In Furness, Cumbria, LA14 3HU",102411900192N,14750,Increased Retail Relief,Inn-Assist Limited,18/08/2011,5000015219
"Vickerstown Pub, Central Drive, Barrow In Furness, Cumbria, LA14 3HU",102411900192N,14750,Small Business Relief England,Inn-Assist Limited,18/08/2011,5000015219
"Victoria Hall, Suite 12a, Rawlinson Street, Barrow In Furness, Cumbria, LA14 1BX",104457709083N,3500,Small Business Relief England,Teem Recruitment Ltd,05/01/2015,5000016813
"Walney Central Pre School,, Central Drive, Barrow In Furness, Cumbria, LA14 3HY",102411901042N,5500,Mandatorary Relief,Walney Central Pre-School,01/09/2013,5000016266
"Walney Road Offices (Tb Group Yard), Unit 1, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209068N,6800,Small Business Relief England,Turnstone Consulting Ltd,01/04/2012,5000015398
"Walney School, Sandy Gap Lane, Barrow In Furness, Cumbria, LA14 3JL",102407209020N,312500,Mandatorary Relief,Walney School,01/04/2010,5000014143
"Warehouse Adj Bridgegate Garage, Flass Lane, Barrow In Furness, Cumbria, LA13 OBZ",110224209200N,7900,Small Business Relief England,T W & A Pullin Ltd,25/02/2004,5000010725
"Warehouse And Premises, Tippins Lane, Tippings Lane, Askam In Furness, Cumbria, LA16 7HA",112599002554N,14250,Small Business Relief England,Furness Cars & Commercials Ltd,19/11/1991,5000001983
"Washington Hotel, Roose Road, Barrow In Furness, Cumbria, LA13 9RG",108359009010N,28000,Empty Property Rate Non-Industrial,Beth Bidents Limited,20/02/2015,5000017008
"West Mount Lawn Tennis & Bowling, Abbey Road, Barrow In Furness, Cumbria, LA14 5LF",107100109360N,1750,Mandatory CASC Relief,West Mount Tennis & Bowling Club,01/04/1990,5000000844
"West Shore Bowling Club, 32, Biggar Bank Road, Barrow In Furness, Cumbria, LA14 3YF",102106800320N,9700,Small Business Relief England,West Shore Bowling Club,01/04/1990,5000000055
"White Horse Inn, 6-8, Market Street, Dalton In Furness, Cumbria, LA15 8AT",113187600060N,9000,Increased Retail Relief,Specpride Limited,29/06/2012,5000015454
"White Horse Inn, 6-8, Market Street, Dalton In Furness, Cumbria, LA15 8AT",113187600060N,9000,Small Business Relief England,Specpride Limited,29/06/2012,5000015454
"Yarlside Stores, Yarlside Road, Barrow In Furness, Cumbria, LA13 OEY",111478209050N,10500,Increased Retail Relief,Holbeck Stores Limited T/A Yarlside Stores,28/10/2013,5000016139
"Yarlside Stores, Yarlside Road, Barrow In Furness, Cumbria, LA13 OEY",111478209050N,10500,Small Business Relief England,Holbeck Stores Limited T/A Yarlside Stores,28/10/2013,5000016139
