BODY NAME,SERVICE LABEL COMMITTEE,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER  ID,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,POSTAGES,06/03/2015,261110,1016.66,ROYAL MAIL GROUP LTD,100469,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,METERED WATER CHARGE,13/03/2015,261569,1010.42,SEVERN TRENT WATER LIMITED,100487,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,06/03/2015,261140,1008,NEWARK SECURITY SERVICES LTD,100371,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PARISH CNCLS AND VOL BODIES,27/03/2015,262577,1000,TRENT BRIDGE COMMUNITY SPORTS TRUST,103586,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EQUIPMENT FOR RESALE,20/03/2015,261926,990.58,J P LENNARD LTD,100234,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PAYMENTS TO NOTTS COUNTY CNCL,06/03/2015,261103,990,NOTTINGHAMSHIRE COUNTY COUNCIL,100393,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,LEGAL FEES COURTS,27/03/2015,262736,981,HMCTS,101145,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PROFESSIONAL SERVICES,20/03/2015,262173,975,ACCEPT MANAGEMENT,101627,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,EH MINOR DEFAULT WORKS,20/03/2015,261887,975,TOPARIA SUMMITS LTD,104936,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,CCTV OPERATION,20/03/2015,261489,972.6,NOTTINGHAMSHIRE COUNTY COUNCIL,100393,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,PLAY LEADERSHIP,27/03/2015,262448,965,NEWARK & SHERWOOD PLAY SUPPORT GROUP,100362,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262669,954.53,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G991,STORES RECEIPTS,20/03/2015,261956,954.2,EMO OIL LTD,100728,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,20/03/2015,262154,952.83,BRITISH GAS BUSINESS,100840,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,20/03/2015,261892,943.25,EVERYDAY CHAMPIONS CATERING,104880,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,13/03/2015,261624,938.88,CITY ELECTRICAL FACTORS LTD,100091,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,PROFESSIONAL SERVICES,27/03/2015,262469,936,BROXTOWE BOROUGH COUNCIL,100063,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LOCAL NATURE RESERVES MAINTNCE,27/03/2015,262746,930,ROBERT MARSHALL LANDSCAPING,101908,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,ELECTION EXPENSES,27/03/2015,262446,927.54,PRINT IMAGE FACILITIES LLP,101902,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262675,918.18,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PROFESSIONAL SERVICES,13/03/2015,261421,900,ACCEPT MANAGEMENT,101627,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,20/03/2015,261889,900,ROBIN HOOD THEATRE COMPANY LTD,103423,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,OTHER EQUIPMENT AND TOOLS,27/03/2015,262614,890.26,J P LENNARD LTD,100234,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,SHERWOOD AND NEWARK CAB,13/03/2015,261538,889,NCC PENSION FUND,101894,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262677,882.49,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,CHAUFFEUR SERVICES,13/03/2015,261391,873.25,AURA JOURNEYS,101222,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,PREVENTION FUND,19/03/2015,3950,866.67,REDACTED PERSONAL DATA,104941,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G991,STORES RECEIPTS,13/03/2015,261227,865.44,PARTIC MOTOR SPARES LTD,100421,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PREMISES REPAIRS & RENEWALS,27/03/2015,262548,850,JCP POWER & DATA CONTRACTORS LTD,100243,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,20/03/2015,261895,850,TOURISM SOUTH EAST,104938,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,DISABLED FACILITIES,27/03/2015,262500,848.44,DAVID P FORMON B.D.C LTD,100122,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262023,847.27,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,MOBILE PHONE COSTS,20/03/2015,262088,836.2,EE LTD,104602,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261961,828.26,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,20/03/2015,261907,827.5,NEWARK ADVERTISER CO LTD,100363,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262632,825.94,ELECTRICAL SAFETY SYSTEMS LTD,100147,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,13/03/2015,261662,825,ELECTRICAL SAFETY SYSTEMS LTD,100147,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,FLEXIBLE RESOURCES,13/03/2015,261470,818.9,GHM PLANNING,104881,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MILEAGE,20/03/2015,262045,800,NEWARK SELF DRIVE HIRE,104304,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,13/03/2015,261408,800,NOTTS SAVE A LIFE LTD,101541,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262674,799.01,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LICENSED BAR PROVISIONS,13/03/2015,261419,786.47,CLASSIC DRINKS,100794,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MATERIALS,20/03/2015,261958,785.62,ARCO LIMITED,102144,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,COMPUTER EQUIPMENT PURCHASE,13/03/2015,261492,785,SSL247 LTD,100827,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261959,783.08,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PUBLICATIONS FOR RESALE,19/03/2015,4028,783,NATIONAL PORTRAIT GALLERY,104860,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,CONTRACTUAL SERVICES,20/03/2015,261934,780,CIPFA BUSINESS LTD,100090,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,PREMISES REPAIRS & RENEWALS,27/03/2015,262593,773,JCP POWER & DATA CONTRACTORS LTD,100243,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,13/03/2015,261566,773,JOHNSTON PUBLISHING LTD,100249,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,TRI SCAN PAYMENTS,06/03/2015,261167,772.5,TRISCAN SYSTEMS LIMITED,100573,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262683,772.2,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261992,764.56,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262652,763.11,LINDUM GROUP LTD,100651,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262010,761.29,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,CATERING SERVICES CONTRACTORS,20/03/2015,262035,759.9,KELHAM HALL LTD,102116,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,POLICY SUPPORT,13/03/2015,261531,758,NOTTINGHAM CITY COUNCIL,100390,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,GAS,20/03/2015,262147,755.77,BRITISH GAS BUSINESS,100840,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,CONTRACTUAL SERVICES,27/03/2015,262666,752.44,EXPERIENCE NOTTINGHAMSHIRE LTD,102053,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PROMOTION OF EVENTS,20/03/2015,261918,750,APL MEDIA LTD,104863,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,20/03/2015,261929,750,EMINTELL LTD,104877,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G992,REPAIRS AND MAINTENANCE,27/03/2015,262621,750,EURO MUNICIPAL LIMITED,104878,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262011,745.21,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PRINTING,13/03/2015,261643,742.92,CANON (UK) LTD,101374,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262685,741.09,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,OTHER EQUIPMENT AND TOOLS,13/03/2015,261378,740,JCP POWER & DATA CONTRACTORS LTD,100243,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262027,738.41,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262051,723.7,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262028,722.12,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262676,721.92,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262672,717.98,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261966,714.9,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262048,714.01,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,CLEANING MATERIALS,27/03/2015,262574,712,WILLIAMS POWER TRANSMISSION,104829,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262631,706.19,ELECTRICAL SAFETY SYSTEMS LTD,100147,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262039,705.55,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G995,PROFESSIONAL SERVICES,06/03/2015,261219,704,DISCLOSURE & BARRING SERVICE,101817,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262681,701.39,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,13/03/2015,261399,700,NOTTINGHAM CITY COUNCIL,100390,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,CHAIRMAN - PERSONAL ALLOWANCE,13/03/2015,261667,700,REDACTED PERSONAL DATA,102423,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,OTHER EQUIPMENT AND TOOLS,13/03/2015,261385,698,JCP POWER & DATA CONTRACTORS LTD,100243,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G991,STORES RECEIPTS,13/03/2015,261592,695.68,DENNIS EAGLE LTD,100797,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262021,693.5,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,AGENCY STAFF,13/03/2015,261540,690.49,COMENSURA LTD,100106,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261975,687.09,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262680,686.39,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262019,684.22,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262024,682.95,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262671,678.98,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,ADVERTISING,20/03/2015,262073,675,M WIDDUP & SONS LTD,102821,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262682,666.76,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,27/03/2015,262524,663,JCP POWER & DATA CONTRACTORS LTD,100243,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261944,662.15,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262001,661.29,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,PREVENTION FUND,30/03/2015,263014,660,BARNBYGATE METHODIST CHURCH,100714,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,METERED WATER CHARGE,27/03/2015,262177,653.05,SEVERN TRENT WATER LIMITED,100487,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262029,652.91,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262049,652.4,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PROFESSIONAL SERVICES,27/03/2015,262474,652.24,INTERNATIONAL ZOO VETERINARY GROUP,104885,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PREMISES REPAIRS & RENEWALS,27/03/2015,262709,650,SUNRISE WINDOW SYSTEMS LTD,101218,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261988,643.06,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262016,642.71,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262017,641.64,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,FREELANCE INSTRUCTORS,06/03/2015,261174,640,REDACTED PERSONAL DATA,101780,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G995,TELEPHONES,20/03/2015,262182,638.69,DAISY COMMUNICATIONS LTD,100847,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,27/03/2015,262595,638.34,HI-SPEC FACILITIES SUPPORT CO PLC,101303,P154146,OFFICE CLEANING - FEBRUARY 2015,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,CONTRACTUAL SERVICES,27/03/2015,262597,638.34,HI-SPEC FACILITIES SUPPORT CO PLC,101303,P154147,OFFICE CLEANING - FEBRUARY 2015,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LICENSED BAR PROVISIONS,27/03/2015,262168,629.97,CLASSIC DRINKS,100794,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262686,629.2,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261970,625.56,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262639,623.25,BRONBURY SERVICES LTD,100060,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,PUBLICATIONS,20/03/2015,262085,622,THOMSON REUTERS (PROFESSIONAL) UK LTD,104540,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,PUBLICATIONS,20/03/2015,261665,621,THOMSON REUTERS (PROFESSIONAL) UK LTD,104540,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262018,620.41,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262003,620.1,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262667,619.89,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,MOBILE PHONE COSTS,20/03/2015,262087,618.54,EE LTD,104602,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,13/03/2015,261622,617,HONEYWELL - NOVAR SYSTEMS LTD,100213,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261947,613.1,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261979,611.43,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,STATIONERY,13/03/2015,261393,610.75,CANON (UK) LTD,101374,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262026,610.68,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261963,606.29,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,REPAIRS AND MAINTENANCE,06/03/2015,261133,602.35,JGS BUILDING SERVICES,104887,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262679,600.82,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G992,PREMIUM ALL RISKS,27/03/2015,262698,600.38,ZURICH INSURANCE GROUP LTD,100937,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G992,REPAIRS AND MAINTENANCE,27/03/2015,262622,600,BURROWS RECOVERY,102360,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ADVERTISING,20/03/2015,261908,600,IMMEDIATE MEDIA COMPANY BRISTOL LTD,104884,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,POLICY & FINANCE,G450,INTERNAL TRAINING,13/03/2015,261406,600,NOTTS SAVE A LIFE LTD,101541,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,REPAIRS AND MAINTENANCE,06/03/2015,261139,600,ROBERT MARSHALL LANDSCAPING,101908,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ITEMS FOR RESALE,27/03/2015,262464,600,WESTFIELD PATTERNS LTD,104943,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,LICENCES,27/03/2015,262618,600,XN LEISURE SYSTEMS LTD,100616,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,PROMOTION OF EVENTS,13/03/2015,261485,599,MEMBERLINKS LIMITED,104580,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262014,596.34,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,CONTRACTUAL SERVICES,27/03/2015,262748,594.53,BROXTOWE BOROUGH COUNCIL,100063,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261969,585.9,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,PLANNED MAINTENANCE - GROVE,06/03/2015,261247,585.25,COOPER PLUMBING,100110,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,MERCHANDISE,27/03/2015,262614,585,J P LENNARD LTD,100234,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261954,583.26,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262037,580.65,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261999,579.29,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOMES & COMMUNITIES,G430,PROFESSIONAL SERVICES,20/03/2015,261910,578,CIVICA LTD,100092,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,OTHER EQUIPMENT AND TOOLS,27/03/2015,262608,575.15,TOTAL INTEGRATED SOLUTIONS LTD,104742,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262050,572.62,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262005,572.08,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261964,571.91,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,ECONOMIC DEVELOPMENT,G420,CONTRACTUAL SERVICES,27/03/2015,262597,571.02,HI-SPEC FACILITIES SUPPORT CO PLC,101303,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262007,571,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261948,568.11,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262008,567.54,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,27/03/2015,262650,567.3,LINDUM GROUP LTD,100651,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,262022,566.28,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261974,556.22,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,G997,CONTRACT WORK,20/03/2015,261965,555.86,RIXONWAY KITCHENS LTD,101367,,,
NEWARK AND SHERWOOD DISTRICT COUNCIL,LEISURE & ENVIRONMENT,G440,ELECTRICITY,27/03/2015,262517,550,JCP POWER & DATA CONTRACTORS LTD,100243,,,
