Crown Prosecution Service,Crown Prosecution Service,11/06/2010,"Crown Court (Counsel, GFS)",Fraud Prosecution Division,Lowe Christopher ,81137,30012.83
Crown Prosecution Service,Crown Prosecution Service,11/06/2010,"Crown Court (Counsel, GFS)",Fraud Prosecution Division,Strong Adrian ,81238,42301.72
Crown Prosecution Service,Crown Prosecution Service,11/06/2010,File Storage,Central Fraud Group,HM Revenue and Customs,81765,8404.39
Crown Prosecution Service,Crown Prosecution Service,11/06/2010,Other Accommodation Costs,Central Fraud Group,HM Revenue and Customs,81765,1848.47
Crown Prosecution Service,Crown Prosecution Service,11/06/2010,Transcriptions And Translation,Central Fraud Group,HM Revenue and Customs,81765,18403.36
Crown Prosecution Service,Crown Prosecution Service,11/06/2010,Computer Services,Finance Directorate,Procserve Shared Services London,81775,94412.43
Crown Prosecution Service,Crown Prosecution Service,11/06/2010,Logica contract,Business Information Sys Dir,Logica UK Limited London,81787,57973.56
Crown Prosecution Service,Crown Prosecution Service,11/06/2010,Managed Telephony Service,Business Information Sys Dir,Global Crossing Ltd,81809,92604.26
Crown Prosecution Service,Crown Prosecution Service,11/06/2010,New Works,Finance Directorate,Skansen Interiors Ltd,81812,254629.57
Crown Prosecution Service,Crown Prosecution Service,14/06/2010,"Crown Court (Counsel, GFS)",Manchester,Cole Gordon ,82319,27847.18
Crown Prosecution Service,Crown Prosecution Service,14/06/2010,"Crown Court (Counsel, GFS)",London,Pattison Catherine ,82556,53343.33
Crown Prosecution Service,Crown Prosecution Service,14/06/2010,Crown Court (VHCC),London,Katz Philip ,82638,26387.58
Crown Prosecution Service,Crown Prosecution Service,14/06/2010,Electricity,National FM Business Centre,EDF Energy,82918,28144.97
Crown Prosecution Service,Crown Prosecution Service,14/06/2010,General Management Professional Services Design & Development,Corporate,Capgemini UK Plc Woking,82935,52405
Crown Prosecution Service,Crown Prosecution Service,15/06/2010,"Crown Court (Counsel, GFS)",Fraud Prosecution Division,Cole Gordon ,83457,28598.92
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Glasgow Oliver ,84227,51117.52
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Cheema Parmjit Kaur ,84229,36272.72
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Evans Julian ,84304,26760.55
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Heywood Mark Adrian ,84306,77378.14
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",Norfolk,Howes Sally ,84307,51176.77
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Laidlaw Jonathan ,84339,47861.11
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Bunyan Angus Guy ,84398,60506.77
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Shaw Michael ,84403,38624.93
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",Manchester,Flewitt Neil ,84519,55063.57
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Whittam Richard ,84664,43892.42
Crown Prosecution Service,Crown Prosecution Service,16/06/2010,"Crown Court (Counsel, GFS)",London,Watson Hal ,84723,30601.96
Crown Prosecution Service,Crown Prosecution Service,17/06/2010,Crown Court (VHCC),Organised Crime Division,Marshall Andrew ,85354,26650.47
Crown Prosecution Service,Crown Prosecution Service,17/06/2010,"Crown Court (Counsel, GFS)",West Midlands,Raggatt Timothy ,85387,36080.89
Crown Prosecution Service,Crown Prosecution Service,17/06/2010,"Crown Court (Counsel, GFS)",London,Cray Timothy ,85574,89954.45
Crown Prosecution Service,Crown Prosecution Service,17/06/2010,Crown Court (VHCC),Central Fraud Group,Christie Richard Hamish ,85600,115663.57
Crown Prosecution Service,Crown Prosecution Service,17/06/2010,Postage,London,Government Car and Despatch Agency,85929,130044.45
Crown Prosecution Service,Crown Prosecution Service,17/06/2010,Provision of Witness Service,Essex,Essex Police Authority,85943,42446.25
Crown Prosecution Service,Crown Prosecution Service,17/06/2010,New Works,Manchester,Jennor (Partitions and Ceilings) Ltd St Helens,85952,30191.77
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,"Crown Court (Counsel, GFS)",Cambridgeshire,Carter William Andrew ,86422,26005.16
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,"Crown Court (Counsel, GFS)",London,Temple Benjamin ,86495,30396.45
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,"Crown Court (Counsel, GFS)",Sussex,Flint Simon ,86502,42048.3
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,Foreign Witness Expenses,Fraud Prosecution Division,Metropolitan Police Authority,86515,2782.02
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,Foreign Witness Expenses,London,Metropolitan Police Authority,86515,68243.66
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,"Crown Court (Counsel, GFS)",London,Hooper Martin ,86531,46625.84
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,"Crown Court (Counsel, GFS)",Cambridgeshire,Baker Maureen Anne ,86611,43322.91
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,Crown Court (VHCC),Lancashire,Cummings Brian ,86705,32893.54
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,Inter Departmental Funding Transfers,Corporate,National Policing Improvement Agency Bramshill,86928,50000
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,Facilities Management,National FM Business Centre,ISS Facility Services Ltd,86938,86946.16
Crown Prosecution Service,Crown Prosecution Service,18/06/2010,Fittings,Northumbria,Temperature Control Limited Manchester,86968,86229.76
Crown Prosecution Service,Crown Prosecution Service,22/06/2010,Transcriptions And Translation,Finance Directorate,Wordwave International Ltd,88780,27674.85
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,"Crown Court (Counsel, GFS)",Manchester,Menary Andrew ,89021,30887.81
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,"Crown Court (Counsel, GFS)",West Mercia,Morse Malcolm George ,89121,34495.76
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,"Crown Court (Counsel, GFS)",London,Penny Duncan ,89124,31830.5
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,"Crown Court (Counsel, GFS)",Devon & Cornwall,Fitton Michael ,89228,48042.32
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,"Crown Court (Counsel, GFS)",Northumbria,Woodcock Robert ,89410,28983.43
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,"Crown Court (Counsel, GFS)",Lancashire,Conrad Alan ,89503,40210.54
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,Logica contract,London,Logica UK Limited London,89704,29727.16
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,New Works,London,Skyline Office Interiors Ltd,89719,41558.33
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,New Works,Cumbria,Jennor (Partitions and Ceilings) Ltd St Helens,89720,70261.01
Crown Prosecution Service,Crown Prosecution Service,23/06/2010,Postage,South Wales,DX Network Services Ltd,89729,31602.95
Crown Prosecution Service,Crown Prosecution Service,24/06/2010,"Crown Court (Counsel, GFS)",London,Sheff Janine ,90279,25308.94
Crown Prosecution Service,Crown Prosecution Service,24/06/2010,"Crown Court (Counsel, GFS)",Sussex,Kent Alan ,90288,36093.29
Crown Prosecution Service,Crown Prosecution Service,24/06/2010,"Crown Court (Counsel, GFS)",London,Stimpson C ,90394,39149.8
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Cyclical Maintenance,Corporate,DTZ Debenham Tie Leung,90610,51479.81
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Landlord Service Charge,Corporate,DTZ Debenham Tie Leung,90610,860091.52
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,National Non Domestic Rates,Corporate,DTZ Debenham Tie Leung,90610,11721.41
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Rent,Corporate,DTZ Debenham Tie Leung,90610,5631503.22
Crown Prosecution Service,Crown Prosecution Service,24/06/2010,"Crown Court (Counsel, GFS)",London,Bex Katherine ,90726,42479.89
Crown Prosecution Service,Crown Prosecution Service,24/06/2010,Furniture (Capital Costs),Manchester,Kinnarps Colnbrook,90863,72771.78
Crown Prosecution Service,Crown Prosecution Service,25/06/2010,Logica contract,Business Information Sys Dir,Logica UK Limited London,91961,351576.02
Crown Prosecution Service,Crown Prosecution Service,25/06/2010,Managed Telephony Service,Business Information Sys Dir,Global Crossing Ltd,91980,25690.59
Crown Prosecution Service,Crown Prosecution Service,28/06/2010,"Crown Court (Counsel, GFS)",London,Jafferjee Aftab ,92379,32304.64
Crown Prosecution Service,Crown Prosecution Service,28/06/2010,"Crown Court (Counsel, GFS)",Cambridgeshire,Pini John ,92815,33364.23
Crown Prosecution Service,Crown Prosecution Service,28/06/2010,Reactive Maintenance,National FM Business Centre,HM Revenue and Customs,92966,35169.15
Crown Prosecution Service,Crown Prosecution Service,28/06/2010,Communication & Technical Equipment (Capital Costs),Finance Directorate,Security Services Group,92977,925092.97
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Office Machinery (Capital Costs),National FM Business Centre,Supply 999 Ltd,93896,26842.88
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Logica contract,Business Information Sys Dir,Logica UK Limited London,93899,47000
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Cyclical Maintenance,Corporate,DTZ Debenham Tie Leung,94193,57554.25
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Landlord Service Charge,Corporate,DTZ Debenham Tie Leung,94193,138834.09
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,National Non Domestic Rates,Corporate,DTZ Debenham Tie Leung,94193,680801.87
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Rent,Corporate,DTZ Debenham Tie Leung,94193,208655.69
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Logica contract,Business Information Sys Dir,Logica UK Limited London,94194,652073.57
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Fittings,Finance Directorate,Logica UK Limited London,94195,511024.97
Crown Prosecution Service,Crown Prosecution Service,29/06/2010,Logica contract,Business Information Sys Dir,Logica UK Limited London,94195,710750.61
Crown Prosecution Service,Crown Prosecution Service,30/06/2010,"Crown Court (Counsel, GFS)",Staffordshire,Millington Christopher ,94197,57244.59
Crown Prosecution Service,Crown Prosecution Service,30/06/2010,"Crown Court (Counsel, GFS)",London,Staples Joanna ,94265,51382.53
Crown Prosecution Service,Crown Prosecution Service,30/06/2010,"Crown Court (Counsel, GFS)",Gwent,Spencer Robin ,94653,35791.9
Crown Prosecution Service,Crown Prosecution Service,30/06/2010,"Crown Court (Counsel, GFS)",London,Gibbons Orlando ,94664,66853.6
Crown Prosecution Service,Crown Prosecution Service,30/06/2010,"Crown Court (Counsel, GFS)",Staffordshire,Lockhart Andrew ,94667,29260.91
Crown Prosecution Service,Crown Prosecution Service,30/06/2010,"Crown Court (Counsel, GFS)",Special Crime Division,Dennis M ,94687,61376.64
