	18802				Baked beans in sauce	p	3	3	3	4	4	4	5	5	6	6	6	7	7	8	8	8	8	8	8	7	7	7	7	7	8	7	7	6	6	6	6	7	8	8	9	10	10	10	10	10
	18803				Other canned beans and pulses	p	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	2	2	2
	19101			Other canned vegetables		p	1	1	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	4	5	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	4	3	4	4
	19201			Dried pulses other than air-dried		p	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2
	19501			Air-dried vegetables		p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
	19602				Tomato puree and vegetable purees	p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	19603				Vegetable juices eg tomato juice, carrot juice	p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0
	20301			Peas, frozen		p	2	2	2	3	3	4	4	4	5	4	5	5	5	5	6	5	6	6	5	5	5	5	6	6	5	5	5	4	4	4	4	4	4	4	5	5	5	5	5	5
	20401			Beans, frozen		p	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1
	20601				Ready meals and other vegetable products, frozen or not frozen	p	0	1	1	1	1	1	1	1	2	3	3	3	5	6	7	8	10	11	13	15	16	15	16	16	16	18	17	17	19	18	19	21	21	21	21	21	24	23	25	27
	20604				All vegetable takeaway products	p	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	3	3	3	4	4	6	7	7	7	9	6	7	6	7	8	8	8	8	8	9	8	8	8	9
	20801			Other frozen vegetables		p	1	1	2	2	2	3	3	3	4	3	4	5	5	6	6	7	8	10	10	9	9	10	10	10	10	10	9	5	5	6	5	5	5	5	5	5	5	5	6	6
	21001			Fresh oranges		p	2	3	3	3	3	4	4	4	4	5	5	5	6	6	7	6	7	7	6	5	6	6	6	6	6	5	6	6	6	7	6	7	6	7	6	6	7	7	7	7
	21401			Other fresh citrus fruits		p	1	1	1	2	2	2	3	3	3	4	3	4	5	5	5	6	6	6	7	7	7	8	8	9	9	9	10	10	12	12	12	12	13	13	14	14	14	15	15	16
	21701			Fresh apples		p	4	6	6	8	8	8	9	10	11	12	12	12	14	14	15	16	19	21	20	16	18	19	19	20	20	19	20	19	21	22	21	21	22	23	22	23	23	22	24	25
	21801			Fresh pears		p	1	1	1	1	1	1	1	2	1	2	2	2	2	2	3	3	4	4	4	4	4	4	5	5	5	5	5	5	5	6	6	6	7	6	6	6	7	7	6	7
	22101			Fresh stone fruit		p	1	1	1	1	1	2	2	2	2	3	3	3	4	5	4	5	5	6	5	6	7	7	7	8	8	11	11	12	14	15	15	17	18	16	16	15	16	17	18	18
	22201			Fresh grapes		p	0	0	0	1	1	1	1	2	1	2	2	2	3	3	4	4	5	6	6	7	7	8	8	9	10	11	10	12	13	14	14	17	17	17	18	18	19	20	19	20
	22701			Other fresh soft fruit		p	0	1	0	1	1	1	2	2	1	2	2	2	2	2	3	3	3	3	3	3	4	5	5	5	6	7	7	8	10	12	15	17	19	22	21	24	25	25	28	26
	22801			Fresh bananas		p	2	3	3	4	4	4	5	5	6	6	7	8	9	9	11	12	14	15	15	15	16	16	18	20	22	22	21	22	21	19	19	21	21	21	21	20	21	20	20	21
	22901			Fresh melons		p	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	5	4	4	4	5	4	5	4
	23101			Other fresh fruit		p	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	3	4	4	4	5	4	6	7	8	8	10	8	10	9	10	11
	23301			Tinned peaches, pears and pineapples		p	2	3	3	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
	23601			All other tinned or bottled fruit		p	3	3	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	5	4	4	4	5	5	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4
	24001			Dried fruit		p	2	2	2	3	3	4	4	4	3	4	4	4	5	5	4	4	5	5	5	5	5	5	5	6	5	5	5	5	6	5	6	7	7	7	7	8	8	9	9	9
	24101			Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits		p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1
	24502				Nuts and edible seeds	p	1	1	1	2	2	2	3	2	3	3	3	3	4	5	4	4	5	6	6	7	7	6	7	7	7	6	7	9	9	10	12	14	14	14	13	15	15	15	18	21
	24503				Peanut butter	p	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
	24801			Pure fruit juices		p	1	1	2	2	3	4	5	7	7	8	9	11	12	13	17	18	19	24	20	20	18	20	22	24	27	27	28	27	27	25	23	30	36	36	35	32	33	37	37	37
	25102			White bread, standard, unsliced		p	5	6	6	9	9	10	10	11	10	10	9	8	10	10	10	12	11	7	7	7	8	7	6	6	5	5	6	5	5	4	7	5	5	4	5	4	4	4	4	4
	25202			White bread, standard, sliced		p	11	12	13	14	16	17	19	21	21	21	21	22	19	19	19	19	20	22	20	19	18	19	17	14	13	14	14	24	25	28	23	25	25	28	33	34	31	30	32	30
	25701			White bread, premium, sliced and unsliced		p																			3	3	2	2	7	10	11	10	11	3	2	1	1	1	0	0	0	0	0	0	0	0
	25801			White bread, soft grain, sliced and unsliced		p																			2	2	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	25901			Brown bread, sliced and unsliced		p	2	2	3	3	4	5	7	6	6	6	7	8	8	8	9	9	9	10	9	9	8	8	7	7	7	7	6	3	4	4	4	4	4	5	6	6	6	6	6	5
	26001			Wholemeal and granary bread, sliced and unsliced		p	0	1	1	1	1	2	3	3	4	5	6	7	11	10	10	10	10	10	10	10	9	8	9	8	7	8	9	9	9	9	12	15	17	17	18	19	17	19	17	18
	26302			Rolls - white, brown or wholemeal		p	2	3	1	1	4	5	6	7	8	8	9	10	10	11	12	12	13	14	13	12	13	14	13	12	12	12	12	13	13	13	14	13	14	15	15	16	16	15	15	16
	26303			Malt bread and fruit loaves		p	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	26304			Vienna and french bread		p	0	0	2	3	0	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	4	4	5	5	5	5	5	5	4	4	5	5	5	5	5	6	6	6	6
	26305			Starch reduced bread and rolls		p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
	26308			Other breads		p	0	0	0	0	1	1	1	1	1	1	1	2	3	4	4	5	5	5	4	5	5	6	7	8	9	9	9	10	11	11	12	13	14	15	16	15	16	19	22	24
	26309			Sandwiches		p	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	2	3	3	3	3	4	5	5	4	6	6	6	7	7	7	8	8	8	9	9	9	11
	26310			Sandwiches from takeaway		p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	3	3	3	3	3	4	3	4	3	4	4
	26311			Takeaway breads		p																												3	3	3	3	3	3	3	3	3	4	3	4	4
	26401	Flour				p	2	2	3	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	3	2	3	2	2	2	3	2	3	2	3	3	3	3	4	4	4	6	5	5
	27001			Cakes and pastries, not frozen		p	11	12	12	14	15	18	20	22	23	24	25	26	27	30	31	32	35	35	36	39	41	43	45	48	47	47	48	45	46	46	48	49	48	48	50	50	48	50	54	52
	27002			Takeaway pastries		p																												1	1	1	1	1	1	1	1	1	1	1	1	1
	26701		Buns, scones and teacakes			p	2	2	2	3	3	3	3	4	4	4	4	5	5	5	6	7	7	8	9	9	9	8	11	11	10	10	11	8	9	10	12	11	11	11	12	13	13	13	14	16
	27702		Chocolate biscuits			p	4	4	5	5	7	8	9	10	11	12	12	13	13	15	16	17	17	18	19	20	20	20	24	23	23	22	23	22	24	21	20	20	20	19	22	24	24	25	25	25
	27402			Sweet biscuits (not chocolate) and cereal bars		p	6	8	9	10	11	12	14	14	15	14	15	15	16	16	17	17	19	20	20	20	19	19	22	22	21	20	22	21	24	23	26	27	28	30	35	34	35	37	40	40
	27403			Cream crackers and other unsweetened biscuits		p	1	2	2	3	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	5	4	5	5	5	5	5	5	5	5	6	6	6
	27101		Crispbread			p	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	3	3	3	3	4	4	5
	28101		Oatmeal and oat products			p	0	0	0	1	1	1	1	1	1	1	1	2	2	2	3	2	2	3	2	1	1	1	1	2	1	2	2	2	2	2	2	3	3	3	4	4	4	4	5	5
	28202			Muesli		p	0	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	3	3	3	2	3	2	3	4	4	4	4	4	5	4	5	4	5	5	6	5	6
	28203			High fibre breakfast cereals		p	1	2	2	2	3	3	4	4	4	5	6	6	7	8	8	9	10	11	11	11	12	12	13	13	14	12	12	14	14	15	15	16	16	16	16	17	17	17	16	17
	28204			Sweetened breakfast cereals		p	1	1	1	2	2	2	2	3	3	3	4	4	5	5	5	6	6	7	8	7	9	9	9	9	9	12	12	11	11	11	11	10	10	10	11	13	11	12	11	12
	28205			Other breakfast cereals		p	1	1	1	2	2	2	3	3	3	4	4	4	5	5	6	6	7	8	8	8	8	8	10	8	9	7	7	7	7	8	7	8	9	8	9	9	9	11	11	12
	28502			Canned or fresh carton custard		p	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3
	28503			All canned milk puddings		p	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	2	2	2	2	1	1
	28601		Puddings			p	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	2	2	2	3	3	3	3	3	3	4	4	4	5	5	4	5	5	6	6	6	5	5
	28702			Dried rice		p	0	0	0	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	7	9	9	7	8	8	7	8	8	8	8	9	8	11	11	10	11	11	11
	28703			Cooked rice		p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	2	2	2	2	3	4	5	5	5	6	6
	28704			Takeaway rice		p	0	0	0	0	0	1	1	1	1	1	1	1	1	2	1	2	2	2	3	2	2	5	6	7	7	7	6	13	12	13	13	13	13	13	12	13	13	12	14	14
	29001		Invalid foods, slimming foods and sports foods			p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	2	2	4	2	3	5	4	6	6	7
	29101		Infant cereal foods			p	0	0	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
	29402		Cakes and pastries - frozen			p	0	0	1	1	1	1	2	3	3	2	3	3	3	3	4	5	6	6	7	8	8	8	7	6	6	6	6	4	4	4	3	3	3	3	4	4	3	3	4	3
	29501			Canned pasta		p	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
	29502			Dried and fresh pasta		p																									6	8	9	11	11	10	11	10	10	11	13	14	15	15	16	16
	29503			Takeaway pasta and noodles		p																												1	1	1	1	1	1	1	1	1	1	1	1	1
	29601			Pizzas, frozen and not frozen		p	0	0	0	0	0	0	0	0	0	3	3	3	4	5	6	8	10	11	12	14	13	16	18	20	20	21	19	22	21	21	22	23	23	23	24	25	26	26	28	29
	29602			Takeaway pizza		p	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	4	4	5	6	5	12	9	10	11	14	14	23	20	22	22	24	23	28	25	21	28	29	33	27
	299		Other cereal convenience foods			p	2	3	4	5	6	7	9	11	12	8	9	10	12	12	13	16	17	22	24	19	20	22	24	26	24	24	28	33	35	33	31	32	34	33	35	38	42	41	43	47
	29907			Cake, pudding and dessert mixes		p	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	3	3	2	2	2	2	2	2	2	2	2	2	2
	29909			Cereal snacks		p	1	1	1	1	1	1	1	1	2	1	2	2	3	3	3	4	4	6	6	5	6	7	6	7	8	7	8	11	12	10	9	9	9	9	10	12	13	13	14	16
	29915			Quiches and flans, frozen and not frozen		p	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	3	3	3	4	5	5	5	6	5	5	5	5	5	5	5	5	6
	29916			Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers		p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	2	2	2	2
	29919			Other cereal foods, frozen and not frozen		p	1	2	2	3	3	4	6	7	7	3	4	5	6	6	7	8	9	12	13	10	10	11	13	13	11	12	14	14	13	14	13	14	16	15	17	18	21	19	20	21
	30101		Other cereals			p	0	0	0	0	0	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	3	4	5	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2
	30401		Tea			p	6	6	7	14	13	13	13	14	14	17	20	21	19	19	19	19	21	23	21	19	20	19	19	19	21	19	19	18	18	16	16	16	16	16	16	18	19	18	18	18
	30701		Coffee beans and ground coffee			p	0	1	1	1	1	1	2	2	2	2	2	3	3	3	3	3	3	2	3	3	3	4	4	4	4	5	4	3	3	4	3	3	3	4	4	4	5	5	8	7
	30801		Instant coffee			p	4	5	6	9	11	12	13	12	12	14	17	19	22	21	21	21	19	20	18	19	21	21	22	20	24	17	19	19	17	17	18	17	18	18	20	22	21	22	24	24
	30901		Coffee essences			p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	31001		Tea and coffee from takeaway			p																													0	0	0	0	0	0	0	0	0	0	0	1
	31201		Cocoa and chocolate drinks			p	1	1	1	1	2	2	2	2	2	2	2	2	3	3	4	3	4	3	3	2	2	2	3	3	4	4	4	3	2	2	2	3	3	3	3	3	3	3	4	4
	31301		Malt drinks and chocolate versions of malted drinks			p	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	3	5	6	6	5	5	5	5	3	4	3	2	1	2	2	2	1	1	1	1	1	1	1	1
	31401		Mineral or spring waters			p										0	0	1	1	1	1	3	3	4	6	5	5	6	6	7	8	8	8	8	8	9	10	10	12	10	9	9	10	10	12	12
	31501		Baby foods			p	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3	3	3	3	3	3	2	3	3	4	3	5	4	4	5	5
	31801		Soups - canned or cartons			p	2	3	3	3	3	4	4	5	5	5	5	5	5	6	6	6	6	7	7	7	8	7	9	9	10	9	10	10	11	11	12	12	12	12	13	14	14	15	17	16
	31901		Soups - dehydrated or powdered			p	0	1	1	1	1	1	1	1	2	2	2	2	2	2	2	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	3	3
	32001		Soups - from takeaway			p																												0	0	0	0	1	1	1	0	0	1	0	0	1
	32302			Salad dressings		p	0	1	1	1	1	1	1	1	2	2	2	2	3	2	3	3	3	3	4	4	4	4	5	5	6	6	7	9	10	10	11	11	11	12	12	13	13	14	14	15
	32303			Other spreads and dresssings		p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	4	5
	32702			Pickles		p	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	3	3	4	4	4	3	3	2	3	3	3	3	3	3	3	3
	32703			Sauces		p	2	3	3	3	4	4	5	6	6	7	7	7	8	8	9	10	11	13	15	16	16	17	19	22	24	23	27	27	27	27	29	29	30	32	32	36	36	36	38	39
	32704			Takeaway sauces and mayonnnaise		p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2
	32801		Stock cubes and meat and yeast extracts			p	1	1	1	2	2	2	2	3	2	3	3	3	3	3	4	3	4	4	4	4	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	6	6
	32901		Jelly squares or crystals			p	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2
	33203		Ice cream tub or block			p	1	1	2	2	3	3	4	4	5	5	5	5	6	6	7	8	9	10	10	9	10	10	8	6	6	8	8	9	9	10	9	9	10	9	10	10	10	11	12	12
	33302			Ice cream cornets, choc-ices, lollies with ice cream		p	0	1	1	1	1	1	2	2	2	2	2	2	3	3	3	4	4	5	5	5	6	7	8	10	10	8	10	8	9	8	8	8	8	7	8	9	9	8	9	9
	33303			Ice lollies, sorbet, frozen mousse, frozen yoghurt		p	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4
	33304			Takeaway ice cream, ice cream products, milkshakes		p																												1	1	1	1	1	1	1	1	1	1	1	1	1
	33901		Soya and novel protein foods			p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	4	3	4	3	3	3	3	4	3	3	4	4	5	4	4	5	4
	33401		Salt			p	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
	33501		Artificial sweeteners			p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	2	2
	33602			Vinegar		p																												1	1	1	1	1	1	1	1	1	2	2	1	2
	33603			Spices and dried herbs		p																												5	5	5	5	6	5	5	6	7	7	7	7	7
	33604			Bisto, gravy granules, stuffing mix, baking powder, yeast		p																												5	5	6	5	6	5	6	6	6	6	6	7	7
	33605			Wine and beer making kits		p																												0	0	0	0	0	0	0	0	0	0	0	0	0
	33606			Fruit teas, instant tea, herbal tea, rosehip tea		p																												2	2	2	2	2	2	2	2	2	2	2	2	2
	33607			Other payments for food and drink, type not specified		p	2	2	3	3	3	4	4	5	5	6	6	7	8	8	8	9	9	11	12	11	11	11	11	11	11	10	13	2	2	2	5	3	3	4	6	5	3	3	3	3
	32101		Other takeaway food brought home			p																												0	0	0	0	0	0	0	0	0	0	0	0	0
	32201		Meals on wheels - items not specified			p																												0	1	2	1	1	1	1	1	0	1	1	1	0
	34001		Soft drinks, concentrated, not low calorie			p																			14	12	11	10	11	11	10	11	12	10	10	11	11	10	11	10	10	11	10	8	8	8
	34101		Soft drinks, not concentrated,  not low calorie			p																			22	23	23	27	28	28	28	31	33	41	44	50	51	47	47	47	48	52	52	51	51	52
	34301		Soft drinks, concentrated, low calorie			p																			2	3	4	4	3	4	4	4	3	3	3	2	2	2	3	3	3	3	4	6	7	8
	34401		Soft drinks, not concentrated, low calorie			p																			10	11	11	13	14	14	15	15	17	17	18	19	17	17	20	20	19	20	23	28	30	32
	35001		Chocolate bars - solid			p																			13	14	13	15	17	16	17	15	19	18	17	18	20	20	20	21	22	23	25	26	29	31
	35101		Chocolate bars - filled			p																			27	29	30	31	34	38	37	34	46	39	36	39	40	36	37	39	40	44	45	47	43	44
	35202		Chewing gum			p																			1	1	1	1	1	1	2	2	2	3	3	3	3	3	3	4	4	3	3	3	3	3
	35301			Mints		p																			2	1	1	1	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2
	35302			Boiled sweets		p																			11	13	12	13	12	12	11	12	12	16	17	16	16	15	15	16	16	18	18	20	22	22
	35401		Fudges, toffees, caramels			p																			2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
	35501		Takeaway confectionery			p																												0	0	0	0	0	0	0	0	0	0	0	0	0
	38102		Beers			p																			18	18	19	21	23	25	21	21	24	20	20	19	18	16	19	20	17	21	21	19	21	20
	38202		Lagers and continental beers			p																			26	27	26	31	33	35	36	36	42	46	45	51	49	47	49	47	45	48	48	48	49	51
	38302		Ciders and perry			p																			7	6	7	10	11	8	9	8	8	7	6	8	7	7	8	11	11	13	14	15	15	17
	38402			Champagne, sparkling wines and wine with mixer		p																			1	1	1	1	2	2	1	1	1	7	7	8	10	8	12	11	7	8	16	10	13	16
	38403			Table wine		p																			49	55	54	64	66	74	96	89	102	100	103	110	121	126	121	128	123	135	137	145	150	145
	38501		Spirits with mixer			p																			0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1
	38601		Fortified wines			p																			11	9	10	9	10	10	8	9	10	9	10	8	8	8	7	7	7	6	6	7	7	7
	38701		Spirits			p																			37	39	33	40	40	36	36	40	45	46	45	47	44	42	46	47	43	48	54	51	61	58
	38801		Liqueurs and cocktails			p																			3	2	3	2	2	3	3	3	4	5	6	6	5	6	7	6	7	7	9	7	9	8
	38901		Alcopops			p																			0	0	0	0	0	1	0	1	3	6	6	6	4	4	4	2	3	2	3	3	3	2
