Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,CONTRACTORS AND CLAIM COSTS,SUBSIDENCE PUMPING STATIONS,PROF SER-ENVIRONMENTAL SRVICES,DONCASTER EAST I D B,0000198886,258.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,LOGISTICS-WAREHOUSE&STORAGE,THE DERITEND GROUP LIMITE,0000198022,2750.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000198052,19980.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198561,628.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198562,11.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198563,214.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198564,352.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198565,283.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198566,39.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198567,498.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198568,311.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198569,761.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198570,84.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198571,378.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198572,109.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198574,907.61
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198578,2814.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PSPES NOT APPLICABLE,JEREMY BENN ASSOCIATES LT,0000198665,920.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/01/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BLACK DRAIN DRAINAGE BOAR,0000198697,596.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198710,109.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198711,60.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198712,67.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198713,44.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000198714,52.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,1450.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,1186.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,366.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000198718,608.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER TMP STFF-TEMP WRKERS,DONCASTER EAST I D B,0000198874,19.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198874,73.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198874,3.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,FACILITIES - SECURITY,DONCASTER EAST I D B,0000198875,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198876,1700.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198876,120.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,"CONSTRUCTION-BLD,REPR&MAINTNCE",DONCASTER EAST I D B,0000198876,2069.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198877,199.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER TMP STFF-TEMP WRKERS,DONCASTER EAST I D B,0000198878,328.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198878,1196.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198878,10.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER-ENVIRONMENTAL SRVICES,DONCASTER EAST I D B,0000198878,65.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198879,432.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER TMP STFF-TEMP WRKERS,DONCASTER EAST I D B,0000198880,19.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198880,2.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198880,3.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198881,664.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198881,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198882,199.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER TMP STFF-TEMP WRKERS,DONCASTER EAST I D B,0000198883,410.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198883,630.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198883,20.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,"CONSTRUCTION-BLD,REPR&MAINTNCE",DONCASTER EAST I D B,0000198883,976.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198884,297.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER TMP STFF-TEMP WRKERS,DONCASTER EAST I D B,0000198885,16.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198885,18.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198885,4.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198885,0.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER-ENVIRONMENTAL SRVICES,DONCASTER EAST I D B,0000198885,3.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,DONCASTER EAST I D B,0000198887,2436.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,CONSTRUCTION-MAIN CONTRACTORS,DONCASTER EAST I D B,0000198888,509.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,"CONSTRUCTION-BLD,REPR&MAINTNCE",DONCASTER EAST I D B,0000198888,54.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,TRAVEL&EVENTS-VEHICLE HIRE,DONCASTER EAST I D B,0000198888,681.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER TMP STFF-TEMP WRKERS,DONCASTER EAST I D B,0000198889,3848.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ICT-TELECOMS,DONCASTER EAST I D B,0000198889,414.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,"CONSTRUCTION-BLD,REPR&MAINTNCE",DONCASTER EAST I D B,0000198889,341.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,PROF SER-ENVIRONMENTAL SRVICES,INTEGRATED WATER SERVICES,0000198908,89.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000199201,26.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000199202,27.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000199203,114.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2013,SUB PUMP STTN MAINTENANCE-PWER,SUBSIDENCE PUMPING STATIONS,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000199204,80.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199055,1.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199057,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199163,11.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199183,2.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199185,8.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199189,12.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199191,7.77
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199194,6.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,10 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199196,3.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,12 HOUR ALLOWANCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199033,10.23
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,12 HOUR ALLOWANCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199046,3.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,12 HOUR ALLOWANCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199057,6.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199028,11.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199034,23.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199035,10.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199036,55.58
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199040,10.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199043,11.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199046,15.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199047,16.79
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199050,26.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199051,13.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199052,19.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199057,14.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199061,371.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199183,16.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199185,60.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199189,18.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199191,40.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,24 HOUR SUBSISTENCE ALLOWANCE,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199194,22.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,5 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199032,14.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,5 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199055,2.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,5 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199057,4.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2013,5 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000199061,7.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,5 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199185,3.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2013,5 HRS + SUBSISTENCE-CLOSED,SURFACE HAZARDS,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000199191,4.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2013,CHILDCARE VOUCHERS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000198573,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2013,CHILDCARE VOUCHERS,SURFACE HAZARDS,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000198573,243.00
