De ref,school name,address 1,town,postcode,school type,management type,constituency,council,rural     
5016612,Bronte Primary School,39 BALLINASKEAGH ROAD,BANBRIDGE,BT325BL,Primary,Controlled,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016616,Drumadonnell Primary School,133 DROMARA ROAD,BANBRIDGE,BT325EY,Primary,Controlled,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016643,Richmond Primary School,1 OLD OMAGH ROAD,DUNGANNON,BT702EZ,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5016658,Orchard County Primary School,65 BLACKISLAND ROAD,CRAIGAVON,BT621NH,Primary,Controlled,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5016680,Killyman Primary School,15 TREWMOUNT ROAD,DUNGANNON,BT716RL,Primary,Controlled,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5030958,"St John's Primary School, Eglish",57 EGLISH ROAD,CRAIGAVON,BT621NL,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5030972,"St Oliver Plunkett's Primary School, Forkhill",11 SCHOOL ROAD,NEWRY,BT359SN,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5030975,"St Malachy's Primary School, Ballymoyer",74 BALLYMOYER ROAD,ARMAGH,BT602LA,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031070,"St Michael's Primary School, N'hamilton",86 DUNDALK STREET,NEWRY,BT350PB,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031080,Clintyclay Primary School,81 CLONMORE ROAD,DUNGANNON,BT716HX,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031086,Clonalig Primary School,120 CONCESSION ROAD,NEWRY,BT359JE,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031088,Dromintee Primary School,8 BALLYNAMADDA ROAD,NEWRY,BT358TD,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031103,Tannaghmore Primary School,LAKE STREET,CRAIGAVON,BT679DY,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5031107,"St Teresa's Primary School, Tullyherron",60 TULLYHERRON ROAD,ARMAGH,BT602UF,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031108,Clea Primary School,85 CLAY ROAD,KEADY,BT603QX,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031110,Christian Brothers' Primary School,"GREENPARK, KEADY ROAD",ARMAGH,BT604AB,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5031126,Mount St Catherine's Primary School,11 WINDMILL HILL,ARMAGH,BT604BR,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5031130,Cloughoge Primary School,81 CHANCELLORS ROAD,NEWRY,BT358NG,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban
5031133,"St Malachy's Primary School, Armagh",CHAPEL LANE,ARMAGH,BT617EG,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5031135,"St Olivers' Primary School, Carrickravaddy",2 ROXBOROUGH ROAD,NEWRY,BT350QJ,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031138,"St Joseph's Primary School, Madden",50 FARNALOY ROAD,ARMAGH,BT603LR,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031146,Anamar Primary School,67 KILTYBANE ROAD,NEWRY,BT359BH,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031148,"St Patrick's Primary School, Crossmaglen",54 CARRAN ROAD,NEWRY,BT359JL,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031154,Killean Primary School,29 KILLEEN SCHOOL ROAD,NEWRY,BT358RX,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031158,"St Patrick's Primary School, Newry",20 BALLINLARE GARDENS,NEWRY,BT356EX,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban
5031160,"St Teresa's Primary School, Lurgan",36 TARRY LANE,LURGAN,BT679LQ,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031163,"St Brigid's Primary School, G'drummond",63 GLASSDRUMMAN ROAD,NEWRY,BT359DY,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031164,"St Mary's Primary School, Maghery",84 MAGHERY ROAD,DUNGANNON,BT716PA,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031166,"St Michael's Primary School, Clady",62 CLADYMORE ROAD,ARMAGH,BT602EP,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031167,"St James' Primary School, Drumatee",164 DERRYRAINE ROAD,ARMAGH,BT601QF,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031168,"St Patrick's Primary School, Aghacommon",14 DERRYMACASH ROAD,CRAIGAVON,BT666LG,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5031169,"St Brigid's Primary School, Drumilly",17 CARROWBANE ROAD,BELLEEK,BT357QL,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031172,"St Mary's Primary School, Granemore",123 GRANEMORE ROAD,ARMAGH,BT602NJ,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031176,"St Peter's Primary School, Cloughreagh",66 DERRYMORE ROAD,NEWRY,BT357DN,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban
5031183,"St Patrick's Primary School, Armagh",LOUGHGALL ROAD,ARMAGH,BT617NN,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5031184,"St Anthony's Primary School, Craigavon",TULLYGALLY ROAD,CRAIGAVON,BT655BL,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5031188,"St Joseph's Primary School, Meigh",1 SEAFIN ROAD,NEWRY,BT358LA,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031318,"Killowen Primary School, Rostrevor",88 KILLOWEN OLD ROAD,NEWRY,BT343AE,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5031325,"St Joseph's Primary School, Ballymartin",18 BALLYMARTIN VILLAGE,NEWRY,BT344PA,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5031340,"St Joseph's Convent Primary School, Newry",19 EDWARD STREET,NEWRY,BT356AN,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban
5031516,Moneydarragh Primary School,101 LONGSTONE ROAD,NEWRY,BT344UZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5031558,Ballyholland Primary School,60 BETTYS HILL ROAD,NEWRY,BT342ND,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5031589,Grange Primary School,20 LURGANCONARY ROAD,NEWRY,BT344LL,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5031609,"Carrick Primary School, Warenpoint",61 BALLYDESLAND ROAD,WARRENPOINT,BT343QA,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
5031653,"St Matthew's Primary School, Magheramayo",27 DOLLYS BRAE,CASTLEWELLAN,BT319AZ,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5031667,"St Patrick's Primary School, Maralin",12 BALLYMACBREDAN ROAD,CRAIGAVON,BT670QU,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031669,"St John's Primary School, Gilford",42A CASTLE HILL,CRAIGAVON,BT636HH,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5031694,"Holy Cross Primary School, Kilkeel",6 ATTICAL BOG ROAD,NEWRY,BT344HT,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5031695,"St Mary's Primary School, Barr",3 SCHOOL ROAD,NEWRY,BT341SX,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5031697,"St Patrick's Primary School, Mayobridge",9 CHAPEL HILL,NEWRY,BT342EX,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5032208,Ballylifford Primary School,142 BALLINDERRY BRIDGE ROAD,COOKSTOWN,BT800AY,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032262,Lissan Primary School,6 CLAGGAN ROAD,COOKSTOWN,BT809XE,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032306,"St Malachy's Primary School, Glencull",107 OMAGH ROAD,DUNGANNON,BT702DB,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032387,Derrylatinee Primary School,50 DERRYLATINEE ROAD,DUNGANNON,BT701PS,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032463,Blessed Patrick O'loughran Primary School,136 OLD CAULFIELD ROAD,DUNGANNON,BT703NQ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032558,Laghey Primary School,5 TAMNAMORE ROAD,DUNGANNON,BT716RJ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032585,Edendork Primary School,181 COALISLAND ROAD,DUNGANNON,BT714DP,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032591,Roan St Patrick's Primary School,114 KILLYLISS ROAD,DUNGANNON,BT701LE,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032592,"St Mary's Primary School, Lisbuoy",16 LISNAGOWAN ROAD,DUNGANNON,BT703LH,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032624,"St Macartan's Primary School, Clogher",4 BALLAGH ROAD,CLOGHER,BT760HE,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032678,"St Patrick's Primary School, Donaghmore",16 POMEROY ROAD,DUNGANNON,BT703HG,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032692,"St Mary's Primary School, Stewartstown",22 WEST STREET,STEWARTSTOWN,BT715HT,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032697,"St Patrick's Primary School, Aughadarragh",32 AUGHADARRAGH ROAD,AUGHER,BT770ET,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032698,"St Brigid's Primary School, Mountjoy",166 MOUNTJOY ROAD,COALISLAND,BT715DY,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032699,"St Mary's Primary School, Dunamore",40 DUNNAMORE ROAD,COOKSTOWN,BT809NT,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032703,"St Peters' Primary School, Moortown",24 ARDBOE ROAD,COOKSTOWN,BT800HT,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032713,Derrychrin Primary School,30 DRUMENNY ROAD,COOKSTOWN,BT800BX,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032714,"Holy Family Primary School, Aughamullan",88 COOLE ROAD,DUNGANNON,BT715DR,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032715,"St John's Primary School, Moy",15 BENBURB ROAD,DUNGANNON,BT717SQ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032717,"St Patrick's Primary School, Mullinahoe",75 MULLANAHOE ROAD,DUNGANNON,BT715AU,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032727,"St Brigid's Primary School, Augher",11 DUNROE ROAD,AUGHER,BT770ED,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032729,"St John's Primary School, Kingisland",56 REENADERRY ROAD,DUNGANNON,BT714QN,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5032734,"St Mary's Primary School, Cabra",10 WHITES ROAD,DUNGANNON,BT703AN,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032735,"St Mary's Primary School, Ballygawley",1 WHITEBRIDGE ROAD,BALLYGAWLEY,BT702JH,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5032736,"St Mary's Primary School, Fivemiletown",70 COLEBROOKE ROAD,FIVEMILETOWN,BT750SA,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5033003,"St Paul's Primary School, Cabra",35 BALLYKEEL ROAD,NEWRY,BT345RH,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5033004,"St Mary's Primary School, Rathfriland",57 DOWNPATRICK STREET,NEWRY,BT345DQ,Primary,Catholic Maintained,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5033006,"St Michael's Primary School, Finnis",145 RATHFRILAND ROAD,DROMORE,BT252EE,Primary,Catholic Maintained,LAGAN VALLEY,NEWRY MOURNE AND DOWN,Rural
5033011,"St Mary's Primary School, Dechomet",6 CLOSKELT ROAD,CASTLEWELLAN,BT319QE,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5033025,"St Patrick's Primary School, Ballymaghery",13 CASTLEWELLAN ROAD,NEWRY,BT345UY,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5033324,"St Patrick's Primary School, Derrynaseer",3 AGHALEE ROAD,CRAIGAVON,BT670AR,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036000,"St Colman's Primary School, Dromore",47 GALLOWS STREET,DROMORE,BT251BD,Primary,Catholic Maintained,LAGAN VALLEY,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5036001,"St Mary's Primary School, Glassdrumman",277 GLASSDRUMMAN ROAD,NEWRY,BT344QN,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5036006,"St Mary's Primary School, Derrymore",20A DERRYMORE ROAD,CRAIGAVON,BT670BW,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036009,"St Mary's Primary School, Derrytrasna",191 DERRYTRASNA ROAD,CRAIGAVON,BT666NR,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036031,"St Patrick's Primary School, Loup",119 RUSKEY ROAD,MAGHERAFELT,BT457TS,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5036033,"St Joseph's Primary School, Galbally",7 LURGYLEA ROAD,DUNGANNON,BT702NX,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5036043,"St Mary's Primary School, Banbridge",31 REILLY PARK,BANBRIDGE,BT323DJ,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5036047,"St Patrick's Primary School, Annaghmore",10 ANNAGHMORE ROAD,DUNGANNON,BT714QZ,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5036057,"St Malachy's Primary School, Drumullan",75 MONEYHAW ROAD,MAGHERAFELT,BT457XR,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5036061,"St Colman's Primary School, Annaclone",24 MONTEITH ROAD,BANBRIDGE,BT325LS,Primary,Catholic Maintained,SOUTH DOWN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036064,"St Malachy's Primary School, C'croppan",3 CHAPEL ROAD,NEWRY,BT357HF,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5036087,"St Mary's Primary School, Mullaghbawn",17 MAPHONER ROAD,NEWRY,BT359TP,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5036099,"St Patrick's Primary School, Cullyhanna",TULLYNAVALL ROAD,NEWRY,BT350PZ,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5036101,St Brendan's Primary School,MOYRAVERTY,CRAIGAVON,BT655HS,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5036108,"St Joseph's Primary School, Killeenan",13 CLOUGHFIN ROAD,COOKSTOWN,BT809JB,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5036110,"St Joseph's Primary School, Bessbrook",28 CONVENT HILL,NEWRY,BT357AW,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5036118,"St Mary's Primary School, Pomeroy",5 CAVANAKEERAN ROAD,DUNGANNON,BT702RD,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5036120,"St Patrick's Primary School, Moneymore",9 SPRINGHILL ROAD,MAGHERAFELT,BT457NG,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5036121,St Jarlath's Primary School,89 CHARLEMONT ROAD,DUNGANNON,BT717HH,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036122,Jonesborough Primary School,54 THE VILLAGE,NEWRY,BT358HR,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5036130,St Laurence O'Toole's Primary School,41 MAIN STREET,BELLEEK,BT357PH,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Rural
5036136,"Sacred Heart Primary School, Rock",TULLYODONNELL ROAD,DUNGANNON,BT703JE,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Rural
5036173,"St John the Baptist Primary School, Portadown",250 GARVAGHY ROAD,CRAIGAVON,BT621EB,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5036180,"St Oliver Plunkett's Primary School, Ballyhegan",14 BALLYHEGAN ROAD,LOUGHGALL,BT618PX,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036363,"St Mary's Primary School, Aughnacloy",CALEDON ROAD,AUGHNACLOY,BT696AJ,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5036400,"St Colman's Primary School, Bann",10 DRUMNASCAMPH ROAD,CRAIGAVON,BT636DU,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036409,"St Ronan's Primary School, Newry",ASHGROVE AVENUE,NEWRY,BT341PR,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
5036433,"St Malachy's Primary School, Carnagat",11 MARTINS LANE,NEWRY,BT358PJ,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban
5036457,"St Francis' Primary School, Aghaderg",24 DONARD VIEW ROAD,BANBRIDGE,BT323LN,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036463,"St Joseph's Primary School, Caledon",14 DERRYCOURTNEY ROAD,CALEDON,BT684UF,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Rural
5036504,"St Patrick's Primary School, Dungannon",KILLYMAN ROAD,DUNGANNON,BT716DE,Primary,Catholic Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban
5036545,"St Colmans' Primary School, Kilkeel",5 GREENCASTLE ROAD,NEWRY,BT344DE,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
5036567,"Holy Trinity Primary School, Cookstown",44 FAIRHILL ROAD,COOKSTOWN,BT808AG,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Urban
5036572,"St Colman's Primary School, Saval",43 SHEEPTOWN ROAD,NEWRY,BT342LA,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5036583,"St Dallan's Primary School, Warrenpoint",20 CLONALLAN ROAD,WARRENPOINT,BT343RP,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
5036586,Presentation Primary School,THOMAS STREET,CRAIGAVON,BT623AH,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5036590,Primate Dixon Primary School,4 SCHOOL LANE,COALISLAND,BT714NW,Primary,Catholic Maintained,MID ULSTER,MID ULSTER,Urban
5036595,"St Peter's Primary School, Collegelands",90 COLLEGELANDS ROAD,DUNGANNON,BT716SW,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036598,"Our Lady's Primary School, Tullysaran",12 MILLTOWN ROAD,DUNGANNON,BT717NJ,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036605,"St Patrick's Primary School, Drumgreenagh",40 LONGSTONE HILL,NEWRY,BT345BT,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5036610,St Francis' of  Assisi Primary School,24 MADDEN ROW,KEADY,BT603RW,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036622,"St John's Primary School, Middletown",14 RATHTRILLICK ROAD,ARMAGH,BT604HT,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036633,"St Francis' Primary School, Lurgan",28 FRANCIS STREET,LURGAN,BT666DL,Primary,Catholic Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5036634,"St Clare's Abbey Primary School, Newry",1 HIGH STREET,NEWRY,BT341HD,Primary,Catholic Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban
5036639,Our Lady's and St Mochua's Primary School,91 DERRYNOOSE ROAD,KEADY,BT603EZ,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5036673,St Bronagh's Primary School,42 CHURCH STREET,ROSTREVOR,BT343BB,Primary,Catholic Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5036675,St Joseph's and St James' Primary School,34 CHAPEL STREET,NEWRY,BT356SY,Primary,Catholic Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Rural
5046137,Seagoe Primary School,83 SEAGOE ROAD,PORTADOWN,BT635HS,Primary,Other Maintained,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5046241,Drelincourt Infants School,23A BALLINAHONE AVENUE,ARMAGH,BT601EE,Primary,Other Maintained,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5046597,Bunscoil an Iuir,74 KILMOREY STREET,NEWRY,BT342DH,Primary,Other Maintained,NEWRY AND ARMAGH,NEWRY MOURNE AND DOWN,Urban
5046637,Gaelscoil U? Neill,104 WASHINGBAY ROAD,COALISLAND,BT714PU,Primary,Other Maintained,MID ULSTER,MID ULSTER,Rural
5046692,Gaelscoil Na mBeann,139A NEWCASTLE ROAD,KILKEEL,BT344NL,Primary,Other Maintained,SOUTH DOWN,NEWRY MOURNE AND DOWN,Urban
5046695,Gaelscoil Aodha Rua,97 DONAGHMORE ROAD,DUNGANNON,BT701HD,Primary,Other Maintained,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban
5046699,Gaelscoil Eoghain,32 CHAPEL STREET,COOKSTOWN,BT808QD,Primary,Other Maintained,MID ULSTER,MID ULSTER,Urban
5056013,Kilbroney Integrated Primary School,15 CLOUGHMORE ROAD,NEWRY,BT343EL,Primary,Controlled Integrated,SOUTH DOWN,NEWRY MOURNE AND DOWN,Rural
5066540,Bridge Integrated Primary School,BALLYGOWAN ROAD,BANBRIDGE,BT323EL,Primary,GMI,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5066553,Portadown Integrated Primary School,1 KERNAN ROAD,PORTADOWN,BT635RR,Primary,GMI,UPPER BANN,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5066554,Windmill Integrated Primary School,30 OLD EGLISH ROAD,DUNGANNON,BT717BE,Primary,GMI,FERMANAGH AND SOUTH TYRONE,MID ULSTER,Urban
5066578,Saints & Scholars Int Primary School,KILLUNEY PARK,ARMAGH,BT619HG,Primary,GMI,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
5066657,Phoenix Integrated Primary School,80 FOUNTAIN STREET,COOKSTOWN,BT808QF,Primary,GMI,MID ULSTER,MID ULSTER,Urban
5620263,Royal School,COLLEGE HILL,ARMAGH,BT619DG,prep dept,Voluntary,NEWRY AND ARMAGH,"ARMAGH CITY, BANBRIDGE AND CRAIGAVON",Urban
