Organisation Name,Department where exp. Incurred,Service Category Label,Supplier (Beneficiary),Purpose of Expenditure,Procurement (Merchant) Category,Purchase Date,Settlement Date,Transaction Number,Net Amount (£)
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,21.05.2015,16.06.2015,GPC05150000032,19.69
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,22.05.2015,16.06.2015,GPC05150000033,12.44
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,01.06.2015,16.06.2015,GPC05150000034,64.01
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,12.05.2015,16.06.2015,GPC05150000035,8.00
Stockport MBC,Services to People,Childrens & Educational Services,NORTHERN RAIL LTD,Travelling Expenses,Human Resources Travel & Subsistence ,20.05.2015,16.06.2015,GPC05150000036,3.40
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,06.05.2015,16.06.2015,GPC05150000037,23.71
Stockport MBC,Services to People,Childrens & Educational Services,OUP BOOKS,Library Equipment,Education Library Books ,13.05.2015,16.06.2015,GPC05150000038,28.84
Stockport MBC,Services to People,Childrens & Educational Services,PEARSON ED LTD,Library Equipment,Education Library Books ,11.05.2015,16.06.2015,GPC05150000039,136.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,19.05.2015,16.06.2015,GPC05150000040,24.73
Stockport MBC,Corporate and Support Services,Central Support Costs,PSC BUSINESS CONSULTAN,Information and Communications Technology,Information Communication Technology  ,20.05.2015,16.06.2015,GPC05150000041,237.60
Stockport MBC,Services to People,Childrens & Educational Services,CAPITA BUSINESS SERVS,Expenses and Allowances,Human Resources Training & Conferences ,26.05.2015,16.06.2015,GPC05150000042,478.80
Stockport MBC,Services to People,Adult Social Care,WWW.FLYBE.CODBY39P,Travelling Expenses,Human Resources Travel & Subsistence ,22.05.2015,16.06.2015,GPC05150000043,259.52
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,06.05.2015,16.06.2015,GPC05150000044,131.60
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,PIZZA EXPRESS,Expenses and Allowances,Human Resources Travel & Subsistence ,07.05.2015,16.06.2015,GPC05150000045,20.45
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRAVELODGE WEBSITE,Expenses and Allowances,Human Resources Travel & Subsistence ,07.05.2015,16.06.2015,GPC05150000046,190.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,MCDONALDS,Expenses and Allowances,Human Resources Travel & Subsistence ,08.05.2015,16.06.2015,GPC05150000047,2.39
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,MCDONALDS,Expenses and Allowances,Human Resources Travel & Subsistence ,08.05.2015,16.06.2015,GPC05150000048,2.09
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,TRADE.SCOUTSHOP,Office Expenses,Stationery    ,12.05.2015,16.06.2015,GPC05150000049,36.74
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,Optimalprint,Expenses and Allowances,Catering  ,19.05.2015,16.06.2015,GPC05150000050,16.18
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,GUOMAN GROSVENOR HTL,Expenses and Allowances,Catering  ,28.05.2015,16.06.2015,GPC05150000051,130.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,GUOMAN GROSVENOR HTL,Expenses and Allowances,Catering  ,28.05.2015,16.06.2015,GPC05150000052,130.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,GUOMAN GROSVENOR HTL,Expenses and Allowances,Catering  ,28.05.2015,16.06.2015,GPC05150000053,130.00
Stockport MBC,Corporate and Support Services,Corporate & Democratic Core,FTPE WEBTIS 1,Travelling Expenses,Human Resources Travel & Subsistence ,01.06.2015,16.06.2015,GPC05150000054,28.30
Stockport MBC,Services to People,Childrens & Educational Services,BANKSMUSICPUBLICAT,Furniture and Equipment,Furniture & Soft Furnishings  ,05.05.2015,16.06.2015,GPC05150000055,32.95
Stockport MBC,Services to People,Childrens & Educational Services,WWW.MUSICSHOPEUROPE.C,Furniture and Equipment,Furniture & Soft Furnishings  ,05.05.2015,16.06.2015,GPC05150000056,65.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.OUTOFTHEARK.COM,Furniture and Equipment,Furniture & Soft Furnishings  ,05.05.2015,16.06.2015,GPC05150000057,25.70
Stockport MBC,Services to People,Childrens & Educational Services,ASMSALESLTD,Furniture and Equipment,Furniture & Soft Furnishings  ,06.05.2015,16.06.2015,GPC05150000058,43.75
Stockport MBC,Services to People,Childrens & Educational Services,WWW.SAXTETPUBLICATIONS,Furniture and Equipment,Furniture & Soft Furnishings  ,06.05.2015,16.06.2015,GPC05150000059,33.00
Stockport MBC,Services to People,Childrens & Educational Services,UOM CAR PARKS,Publicity and Promotion,Arts & Leisure Services  ,11.05.2015,16.06.2015,GPC05150000060,3.00
Stockport MBC,Services to People,Childrens & Educational Services,MOSTYN MUSIC,Furniture and Equipment,Furniture & Soft Furnishings  ,14.05.2015,16.06.2015,GPC05150000061,22.00
Stockport MBC,Services to People,Childrens & Educational Services,PRINTMYTICKETS,Publicity and Promotion,Arts & Leisure Services  ,21.05.2015,16.06.2015,GPC05150000062,44.50
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,22.05.2015,16.06.2015,GPC05150000063,28.10
Stockport MBC,Services to People,Childrens & Educational Services,AO RETAIL LIMITED,Care Payments,Social Community Care Supplies & Services  ,26.05.2015,16.06.2015,GPC05150000064,398.00
Stockport MBC,Services to People,Childrens & Educational Services,HOMEFAIR (NORTH WEST),Care Payments,Social Community Care Supplies & Services  ,26.05.2015,16.06.2015,GPC05150000065,144.00
Stockport MBC,Services to People,Childrens & Educational Services,IKEA ONLINE,Care Payments,Social Community Care Supplies & Services  ,26.05.2015,16.06.2015,GPC05150000066,105.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,01.06.2015,16.06.2015,GPC05150000067,154.53
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,01.06.2015,16.06.2015,GPC05150000068,55.39
Stockport MBC,Services to People,Childrens & Educational Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,08.05.2015,16.06.2015,GPC05150000069,1.70
Stockport MBC,Services to People,Childrens & Educational Services,HEATON CHAPEL SST,Travelling Expenses,Human Resources Travel & Subsistence ,18.05.2015,16.06.2015,GPC05150000070,3.00
Stockport MBC,Services to People,Childrens & Educational Services,NCP LIMITED - MJV,Travelling Expenses,Human Resources Travel & Subsistence ,22.05.2015,16.06.2015,GPC05150000071,14.50
Stockport MBC,Services to People,Childrens & Educational Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,01.05.2015,16.06.2015,GPC05150000072,231.00
Stockport MBC,Services to People,Childrens & Educational Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,05.05.2015,16.06.2015,GPC05150000073,230.00
Stockport MBC,Services to People,Childrens & Educational Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,18.05.2015,16.06.2015,GPC05150000074,-30.00
Stockport MBC,Services to People,Childrens & Educational Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,18.05.2015,16.06.2015,GPC05150000075,-80.00
Stockport MBC,Services to People,Childrens & Educational Services,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,18.05.2015,16.06.2015,GPC05150000076,-130.00
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,05.05.2015,16.06.2015,GPC05150000077,13.37
Stockport MBC,Services to People,Childrens & Educational Services,P J BAGS,Furniture and Equipment,Environmental Services Technical Equipment ,07.05.2015,16.06.2015,GPC05150000078,40.00
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,07.05.2015,16.06.2015,GPC05150000079,6.00
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,11.05.2015,16.06.2015,GPC05150000080,40.09
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Catering Supplies,Catering Food & Beverages ,17.05.2015,16.06.2015,GPC05150000081,20.73
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Office Expenses,Mail Services   ,19.05.2015,16.06.2015,GPC05150000082,68.28
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,02.05.2015,16.06.2015,GPC05150000083,12.99
Stockport MBC,Corporate and Support Services,Cultural & Related Services,WWW.CORNFLOWER LTD,Library Equipment,Education Library Books ,01.05.2015,16.06.2015,GPC05150000084,17.97
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,04.05.2015,16.06.2015,GPC05150000085,12.74
Stockport MBC,Corporate and Support Services,Cultural & Related Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,05.05.2015,16.06.2015,GPC05150000086,41.92
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,10.05.2015,16.06.2015,GPC05150000087,5.74
Stockport MBC,Corporate and Support Services,Cultural & Related Services,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,11.05.2015,16.06.2015,GPC05150000088,33.30
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Marketplace,Furniture and Equipment,Environmental Services Technical Equipment ,19.05.2015,16.06.2015,GPC05150000089,3.98
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon Svcs EuropeSAR,Furniture and Equipment,Environmental Services Technical Equipment ,20.05.2015,16.06.2015,GPC05150000090,7.28
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon Svcs EuropeSAR,Library Equipment,Education Library Books ,22.05.2015,16.06.2015,GPC05150000091,14.83
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon Svcs EuropeSAR,Library Equipment,Education Library Books ,23.05.2015,16.06.2015,GPC05150000092,14.18
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,22.05.2015,16.06.2015,GPC05150000093,15.98
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,22.05.2015,16.06.2015,GPC05150000094,9.66
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,24.05.2015,16.06.2015,GPC05150000095,22.99
Stockport MBC,Corporate and Support Services,Cultural & Related Services,Amazon UK Retail,Library Equipment,Education Library Books ,22.05.2015,16.06.2015,GPC05150000096,3.63
Stockport MBC,Corporate and Support Services,Cultural & Related Services,SHEFFIELD TRANS MODELS,Library Equipment,Education Library Books ,21.05.2015,16.06.2015,GPC05150000097,24.70
Stockport MBC,Corporate and Support Services,Cultural & Related Services,AUTO HERITAGE,Library Equipment,Education Library Books ,27.05.2015,16.06.2015,GPC05150000098,6.95
Stockport MBC,Corporate and Support Services,Cultural & Related Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,01.06.2015,16.06.2015,GPC05150000099,461.55
Stockport MBC,Corporate and Support Services,Central Support Costs,PEAPOD LEGAL OFFICE LT,Furniture and Equipment,Environmental Services Technical Equipment ,01.05.2015,16.06.2015,GPC05150000100,972.00
Stockport MBC,Corporate and Support Services,Central Support Costs,PEAPOD LEGAL OFFICE LT,Furniture and Equipment,Environmental Services Technical Equipment ,01.05.2015,16.06.2015,GPC05150000101,972.00
Stockport MBC,Corporate and Support Services,Central Services to the public,Amazon UK Retail,Office Expenses,Stationery    ,07.05.2015,16.06.2015,GPC05150000102,32.44
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPANIES HOUSE,Professional Fees,Consultancy   ,13.05.2015,16.06.2015,GPC05150000103,6.00
Stockport MBC,Corporate and Support Services,Central Support Costs,COMPANIES HOUSE,Professional Fees,Consultancy   ,18.05.2015,16.06.2015,GPC05150000104,1.00
Stockport MBC,Corporate and Support Services,Central Services to the public,Amazon UK Retail,Office Expenses,Stationery    ,19.05.2015,16.06.2015,GPC05150000105,8.10
Stockport MBC,Corporate and Support Services,Central Support Costs,JORDAN PUBLISHING,Library Equipment,Education Library Books ,22.05.2015,16.06.2015,GPC05150000106,55.00
Stockport MBC,Services to People,Adult Social Care,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,01.05.2015,16.06.2015,GPC05150000107,85.68
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,15.05.2015,16.06.2015,GPC05150000108,20.00
Stockport MBC,Services to People,Adult Social Care,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,20.05.2015,16.06.2015,GPC05150000109,180.13
Stockport MBC,Services to People,Public Health,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,21.05.2015,16.06.2015,GPC05150000110,240.00
Stockport MBC,Services to People,Public Health,CROSS COUNTRY,Travelling Expenses,Human Resources Travel & Subsistence ,05.05.2015,16.06.2015,GPC05150000111,79.60
Stockport MBC,Services to People,Public Health,ROSPA,Staff Training,Human Resources  ,05.05.2015,16.06.2015,GPC05150000112,134.80
Stockport MBC,Services to People,Public Health,HIGH STREET VOUCHE,Library Equipment,Education Library Books ,07.05.2015,16.06.2015,GPC05150000113,100.00
Stockport MBC,Services to People,Public Health,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,26.05.2015,16.06.2015,GPC05150000114,187.20
Stockport MBC,Services to People,Public Health,BANGOR UNIVERSITY,Fees and Charges,UNCLASSIFIED  ,27.05.2015,16.06.2015,GPC05150000115,345.00
Stockport MBC,Corporate and Support Services,Environmental & Regulatory Services,ITUNES.COM/BILL,Information and Communications Technology,Information Communication Technology  ,28.05.2015,16.06.2015,GPC05150000116,0.79
Stockport MBC,Services to People,Childrens & Educational Services,LASTMINUTE.COM/UK-GBP,Staff Training,Human Resources  ,06.05.2015,16.06.2015,GPC05150000117,150.00
Stockport MBC,Services to People,Childrens & Educational Services,Amazon UK Retail,Office Expenses,Stationery    ,11.05.2015,16.06.2015,GPC05150000118,12.50
Stockport MBC,Services to People,Childrens & Educational Services,PAYPAL  FORESTSCHOO,Fees and Charges,"Works - Construction, Repair & Maintenance  ",13.05.2015,16.06.2015,GPC05150000119,40.00
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,04.05.2015,16.06.2015,GPC05150000120,145.31
Stockport MBC,Services to People,Childrens & Educational Services,Amazon Svcs EuropeSAR,Care Payments,Social Community Care Supplies & Services  ,06.05.2015,16.06.2015,GPC05150000121,54.93
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,11.05.2015,16.06.2015,GPC05150000122,166.35
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,17.05.2015,16.06.2015,GPC05150000123,130.37
Stockport MBC,Services to People,Childrens & Educational Services,ESSO GREAT MOOR SSTN,Fuel,Vehicle Management Fuel ,20.05.2015,16.06.2015,GPC05150000124,40.00
Stockport MBC,Services to People,Childrens & Educational Services,KFC STOCKTON,Publicity and Promotion,Arts & Leisure Services  ,23.05.2015,16.06.2015,GPC05150000125,26.94
Stockport MBC,Services to People,Childrens & Educational Services,SAINSBURY'S SMKT,Catering Supplies,Catering Food & Beverages ,23.05.2015,16.06.2015,GPC05150000126,2.50
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,24.05.2015,16.06.2015,GPC05150000127,133.79
Stockport MBC,Services to People,Childrens & Educational Services,W M MORRISON PLC,Furniture and Equipment,Furniture & Soft Furnishings  ,06.05.2015,16.06.2015,GPC05150000128,54.69
Stockport MBC,Services to People,Childrens & Educational Services,THE TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,22.05.2015,16.06.2015,GPC05150000129,202.67
Stockport MBC,Services to People,Childrens & Educational Services,THE Z HOTEL SHOREDITCH,Expenses and Allowances,Human Resources Travel & Subsistence ,22.05.2015,16.06.2015,GPC05150000130,123.00
Stockport MBC,Services to People,Childrens & Educational Services,THE Z HOTEL SHOREDITCH,Expenses and Allowances,Human Resources Travel & Subsistence ,22.05.2015,16.06.2015,GPC05150000131,123.00
Stockport MBC,Corporate and Support Services,Central Services to the public,TFGM METROLINK,Travelling Expenses,Human Resources Travel & Subsistence ,21.05.2015,16.06.2015,GPC05150000132,3.80
Stockport MBC,Corporate and Support Services,Central Support Costs,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,13.05.2015,16.06.2015,GPC05150000133,5.90
Stockport MBC,Corporate and Support Services,Central Support Costs,WEST COAST TRAINS,Travelling Expenses,Human Resources Travel & Subsistence ,28.05.2015,16.06.2015,GPC05150000134,5.90
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,01.05.2015,16.06.2015,GPC05150000135,20.00
Stockport MBC,Services to People,Adult Social Care,HMCOURTS-SERVICE.G,Legal Fees,Legal Services  ,21.05.2015,16.06.2015,GPC05150000136,20.00
Stockport MBC,Services to People,Adult Social Care,THE OFFICE ISLINGT,Publicity and Promotion,Arts & Leisure Services  ,29.05.2015,16.06.2015,GPC05150000137,265.80
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,01.05.2015,16.06.2015,GPC05150000138,73.62
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,05.05.2015,16.06.2015,GPC05150000139,30.28
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,11.05.2015,16.06.2015,GPC05150000140,88.50
Stockport MBC,Services to People,Childrens & Educational Services,ASDA STORES 4840,Catering Supplies,Catering Food & Beverages ,15.05.2015,16.06.2015,GPC05150000141,10.60
Stockport MBC,Services to People,Childrens & Educational Services,TESCO STORES 3378,Catering Supplies,Catering Food & Beverages ,18.05.2015,16.06.2015,GPC05150000142,101.64
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,05.05.2015,16.06.2015,GPC05150000143,22.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.POSTURITE.CO.UK,Office Expenses,Stationery    ,06.05.2015,16.06.2015,GPC05150000144,32.28
Stockport MBC,Services to People,Childrens & Educational Services,STOCKPORT M B C,Care Payments,Social Community Care Supplies & Services  ,12.05.2015,16.06.2015,GPC05150000145,22.00
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,12.05.2015,16.06.2015,GPC05150000146,338.13
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Care Payments,Social Community Care Supplies & Services  ,12.05.2015,16.06.2015,GPC05150000147,48.25
Stockport MBC,Services to People,Childrens & Educational Services,IKEA ONLINE,Care Payments,Social Community Care Supplies & Services  ,13.05.2015,16.06.2015,GPC05150000148,260.00
Stockport MBC,Services to People,Childrens & Educational Services,PC WORLD ONLINE,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000149,399.00
Stockport MBC,Services to People,Childrens & Educational Services,HOMEBASE.CO.UK,Care Payments,Social Community Care Supplies & Services  ,20.05.2015,16.06.2015,GPC05150000150,18.94
Stockport MBC,Services to People,Childrens & Educational Services,WWW.REINFORCEDBEDS.CO.,Care Payments,Social Community Care Supplies & Services  ,20.05.2015,16.06.2015,GPC05150000151,713.00
Stockport MBC,Services to People,Childrens & Educational Services,WWW.JUMPNATION.COM,Care Payments,Social Community Care Supplies & Services  ,01.05.2015,16.06.2015,GPC05150000152,10.45
Stockport MBC,Services to People,Childrens & Educational Services,WWW.BAAF.ORG.UK,Library Equipment,Education Library Books ,11.05.2015,16.06.2015,GPC05150000153,1.40
Stockport MBC,Services to People,Childrens & Educational Services,WWW.BAAF.ORG.UK,Library Equipment,Education Library Books ,18.05.2015,16.06.2015,GPC05150000154,23.90
Stockport MBC,Services to People,Childrens & Educational Services,ALTON TOWERS,Care Payments,Social Community Care Supplies & Services  ,19.05.2015,16.06.2015,GPC05150000155,31.50
Stockport MBC,Services to People,Childrens & Educational Services,BLUE MAZE LIMITED,Care Payments,Social Community Care Supplies & Services  ,21.05.2015,16.06.2015,GPC05150000156,7.95
Stockport MBC,Services to People,Childrens & Educational Services,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,28.05.2015,16.06.2015,GPC05150000157,245.31
Stockport MBC,Services to Place,Central Support Costs,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,18.05.2015,16.06.2015,GPC05150000158,157.55
Stockport MBC,Services to Place,Central Support Costs,VIRGINTRAINS.CO.UK,Travelling Expenses,Human Resources Travel & Subsistence ,27.05.2015,16.06.2015,GPC05150000159,84.00
Stockport MBC,Corporate and Support Services,Central Services to the public,MERCURE NOTTINGHAM HOTEL,Travelling Expenses,Human Resources Travel & Subsistence ,08.05.2015,16.06.2015,GPC05150000160,89.00
Stockport MBC,Corporate and Support Services,Central Services to the public,MERCURE NOTTINGHAM HOTEL,Travelling Expenses,Human Resources Travel & Subsistence ,13.05.2015,16.06.2015,GPC05150000161,9.95
Stockport MBC,Corporate and Support Services,Central Services to the public,TRAINLINE.COM,Travelling Expenses,Human Resources Travel & Subsistence ,14.05.2015,16.06.2015,GPC05150000162,195.74
