Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Transaction Number,Amount,Description,Expenditure Type
Land Registry,Land Registry,09/07/2013,RFS15 - Plymouth Drakes Hill Court,Waste Disposal,Carillion Services Ltd,Large,957387,19.92,Waste Disposal,Administration
Land Registry,Land Registry,09/07/2013,RFS15 - Plymouth Drakes Hill Court,Property Maintenance,Carillion Services Ltd,Large,957387,3354.8,Property Maintenance,Administration
Land Registry,Land Registry,09/07/2013,RFS15 - Plymouth Drakes Hill Court,Pest Control,Carillion Services Ltd,Large,957387,540.84,Pest Control,Administration
Land Registry,Land Registry,09/07/2013,Telford Office,Vending Machine Consumables & Repairs,Carillion Services Ltd,Large,957387,226.96,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/07/2013,Gloucester Computer Centre,FF&F:Maintenance,Carillion Services Ltd,Large,957387,182.32,FF&F:Maintenance,Administration
Land Registry,Land Registry,09/07/2013,Croydon Office,Water,Carillion Services Ltd,Large,957387,1580.69,Water,Administration
Land Registry,Land Registry,09/07/2013,Croydon Office,Grounds Maintenance,Carillion Services Ltd,Large,957387,80.86,Grounds Maintenance,Administration
Land Registry,Land Registry,09/07/2013,Gloucester Computer Centre,Grounds Maintenance,Carillion Services Ltd,Large,957387,157.07,Grounds Maintenance,Administration
Land Registry,Land Registry,09/07/2013,Peterborough Office,Grounds Maintenance,Carillion Services Ltd,Large,957387,157.07,Grounds Maintenance,Administration
Land Registry,Land Registry,09/07/2013,RFS15 - Plymouth Drakes Hill Court,Grounds Maintenance,Carillion Services Ltd,Large,957387,295.91,Grounds Maintenance,Administration
Land Registry,Land Registry,09/07/2013,Nottingham Office,Vending Machine Consumables & Repairs,Carillion Services Ltd,Large,957387,176.93,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,FM Managed Services,Carillion Services Ltd,Large,957387,11114.05,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,1253.51,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,RFS15 - Plymouth Drakes Hill Court,FM Managed Services,Carillion Services Ltd,Large,957387,668.43,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,RFS15 - Plymouth Drakes Hill Court,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,117.9,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Weymouth Office,FM Managed Services,Carillion Services Ltd,Large,957387,3947.53,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Weymouth Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,303.73,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Croydon Office,FM Managed Services,Carillion Services Ltd,Large,957387,8081.41,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Croydon Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,473.24,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Wales Office,FM Managed Services,Carillion Services Ltd,Large,957387,7566.03,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Wales Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,373.63,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Coventry Office,FM Managed Services,Carillion Services Ltd,Large,957387,7875.53,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Coventry Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,797.74,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Gloucester Office,FM Managed Services,Carillion Services Ltd,Large,957387,4179.51,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Gloucester Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,494.21,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Gloucester Computer Centre,FM Managed Services,Carillion Services Ltd,Large,957387,1859.04,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Gloucester Computer Centre,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,458.47,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Leicester Office,FM Managed Services,Carillion Services Ltd,Large,957387,3728.36,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Leicester Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,431.64,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Nottingham Office,FM Managed Services,Carillion Services Ltd,Large,957387,9922.54,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Nottingham Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,1409.74,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Peterborough Office,FM Managed Services,Carillion Services Ltd,Large,957387,4092.01,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Peterborough Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,465.62,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Telford Office,FM Managed Services,Carillion Services Ltd,Large,957387,3680.07,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Telford Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,417.21,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,RFS1 - Telford,FM Managed Services,Carillion Services Ltd,Large,957387,347.6,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,RFS1 - Telford,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,103.92,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Birkenhead Office,FM Managed Services,Carillion Services Ltd,Large,957387,4806.84,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Birkenhead Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,393.15,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Durham Office,FM Managed Services,Carillion Services Ltd,Large,957387,7669.41,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Durham Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,493.43,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Fylde Office,FM Managed Services,Carillion Services Ltd,Large,957387,6919.51,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Fylde Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,343.15,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Hull Office,FM Managed Services,Carillion Services Ltd,Large,957387,4208.83,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,Hull Office,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,385.63,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,RFS4 - Coventry,FM Managed Services,Carillion Services Ltd,Large,957387,13.61,Facilities Managed Service,Administration
Land Registry,Land Registry,09/07/2013,RFS4 - Coventry,FM Ext Helpdesk,Carillion Services Ltd,Large,957387,7.09,Facilities External Help Desk,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Electricity,Carillion Services Ltd,Large,957387,42457.06,Electricity,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Gas,Carillion Services Ltd,Large,957387,1758.99,Gas,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Water,Carillion Services Ltd,Large,957387,6891.67,Water,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Pest Control,Carillion Services Ltd,Large,957387,522.57,Pest Control,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Office Cleaning Expenses,Carillion Services Ltd,Large,957387,9275.7,Office Cleaning Expenses,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Security Expenses,Carillion Services Ltd,Large,957387,22575.17,Security Expenses,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Property Maintenance,Carillion Services Ltd,Large,957387,15413.84,Property Maintenance,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Grounds Maintenance,Carillion Services Ltd,Large,957387,1931.72,Grounds Maintenance,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,FF&F:Maintenance,Carillion Services Ltd,Large,957387,546.96,FF&F:Maintenance,Administration
Land Registry,Land Registry,09/07/2013,Peterborough Office,Electricity,Carillion Services Ltd,Large,957387,24226.31,Electricity,Administration
Land Registry,Land Registry,09/07/2013,Peterborough Office,Gas,Carillion Services Ltd,Large,957387,2565.3,Gas,Administration
Land Registry,Land Registry,09/07/2013,Dir: HR,Gas,Carillion Services Ltd,Large,957387,818.4,Gas,Administration
Land Registry,Land Registry,09/07/2013,Dir: Finance,Gas,Carillion Services Ltd,Large,957387,198.22,Gas,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Waste Disposal,Carillion Services Ltd,Large,957387,2096,Waste Disposal,Administration
Land Registry,Land Registry,09/07/2013,Birkenhead Office,Vending Machine Consumables & Repairs,Carillion Services Ltd,Large,957387,737.23,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/07/2013,RFS8 - Birkenhead,Vending Machine Consumables & Repairs,Carillion Services Ltd,Large,957387,54.62,Vending Machine Consumables & Repairs,Administration
Land Registry,Land Registry,09/07/2013,Dir: HR,Electricity,Carillion Services Ltd,Large,957387,1314.91,Electricity,Administration
Land Registry,Land Registry,09/07/2013,Dir: HR,Waste Disposal,Carillion Services Ltd,Large,957387,60.42,Waste Disposal,Administration
Land Registry,Land Registry,09/07/2013,Dir: HR,Security Expenses,Carillion Services Ltd,Large,957387,935.41,Security Expenses,Administration
Land Registry,Land Registry,09/07/2013,Dir: HR,Property Management; Other Fees,Carillion Services Ltd,Large,957387,1527.96,Property Management; Other Fees,Administration
Land Registry,Land Registry,09/07/2013,Peterborough Office,Water,Carillion Services Ltd,Large,957387,2037.91,Water,Administration
Land Registry,Land Registry,09/07/2013,Dir: Finance,"Property Management; Advice, Surveys & Inspections",Carillion Services Ltd,Large,957387,760,"Property Management; Advice, Surveys & Inspections",Administration
Land Registry,Land Registry,09/07/2013,Dir: Finance,Electricity,Carillion Services Ltd,Large,957387,921.89,Electricity,Administration
Land Registry,Land Registry,09/07/2013,Business Continuity,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,487.4,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Director of Information Systems,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1369.04,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Weymouth Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,146.53,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Peterborough Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,530.77,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Employee & Management Support Manager,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1309.22,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Croydon Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,339.08,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Central Facilities Management Team,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,4983.95,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Wales Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,350.8,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Plymouth Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,404.24,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Director of Operations,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,556.04,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Gloucester Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,625.85,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,IS Service Delivery,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,4461.97,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Survey & Mapping Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,436.69,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Telford Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,338.6,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Hull Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1726.17,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Leicester Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,39.76,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Property Asset Management Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,3305.6,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Coventry Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,41.23,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Durham Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,800.52,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Nottingham Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,-29.4,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,LR Sports Council,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,106.71,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Finance Director,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,218.6,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Director of Legal Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,-177.13,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Independent Complaints Reviewer,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,246.96,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,National Lawyer Training,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,290.25,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Corporate Legal Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1682.09,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Guarantee & Litigation,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,427.76,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Technical Assurance Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,387.87,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Registration Legal Services Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,163.88,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Learning and Development,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,508.94,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Governance & Policy,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1499.48,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Finance Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,940.5,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Business Development,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,7279.7,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Capability,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,672.96,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Internal Solutions Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,3513.53,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,External Solutions Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,-43.76,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Business Planning Assurance and Risk Management,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,295.32,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Internal Audit,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1214.9,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Customer Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1513.75,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,International Unit,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,577.54,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Projects and Programme Centre,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,746.94,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Corp Procurement,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,3161.91,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Commercial Director,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1517.77,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Product Development & Management,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,3972.09,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Marketing Services Team,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,691.96,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,HR,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,11745.55,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Research & Data Mining,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1681.16,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Stakeholder Management,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,74.94,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Commercial & Customer Strategy & Performance,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1542.2,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Central Operations Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,3041.71,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Chief Executives Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,3238.16,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Dir: (Add Value) Commercial & Customer,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,65.53,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Dir: HR,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,5608.37,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Dir: Operations,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,2695.4,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Dir: Legal Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,1359.62,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Dir: (Statutory) Commercial & Customer,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,19695.3,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Dir: Finance,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,2471.85,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,Strategy Team,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,262.23,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,LR Board & Board Chair,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,957402,35.45,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,09/07/2013,IS Service Delivery,Telephone Costs,Vodafone Corporate Ltd,Large,957403,-6106.64,Telephone Costs,Administration
Land Registry,Land Registry,09/07/2013,IS Service Delivery,Data Network Lines,Vodafone Corporate Ltd,Large,957403,57823.8,Data Network Lines,Administration
Land Registry,Land Registry,10/07/2013,Hull Office,Rates Payable,Kingston Upon Hull City Council,Large,472104,13424,Rates Payable,Administration
Land Registry,Land Registry,11/07/2013,Finance Director,Auditors Remuneration,National Audit Office,Large,957856,47500,Auditors Remuneration,Administration
Land Registry,Land Registry,12/07/2013,Professional Library,Online Law Updated,Thomson Reuters,Large,958101,39000,Online Law Updated,Administration
Land Registry,Land Registry,15/07/2013,Nottingham Office,Rates Payable,Nottingham City Council,Large,801276,968.6,Rates Payable,Administration
Land Registry,Land Registry,16/07/2013,IS Service Delivery,Computer Equipment Maintenance,IBM United Kingdom Ltd,Large,958683,-2656471,Computer Equipment Maintenance,Administration
Land Registry,Land Registry,16/07/2013,IS Service Delivery,Computer Equipment Maintenance,IBM United Kingdom Ltd,Large,958683,2523650,Computer Equipment Maintenance,Administration
Land Registry,Land Registry,16/07/2013,Wales Office,Letter Post,Royal Mail,Large,958753,7916.01,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Durham Office,Letter Post,Royal Mail,Large,958753,7672.17,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Peterborough Office,Letter Post,Royal Mail,Large,958753,2901.75,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Fylde Office,Letter Post,Royal Mail,Large,958753,5034.85,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Croydon Office,Letter Post,Royal Mail,Large,958753,2875.93,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Gloucester Office,Letter Post,Royal Mail,Large,958753,4115.56,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Leicester Office,Letter Post,Royal Mail,Large,958753,2647.98,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Nottingham Office,Letter Post,Royal Mail,Large,958753,5039.29,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Plymouth Office,Letter Post,Royal Mail,Large,958753,4062.56,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Weymouth Office,Letter Post,Royal Mail,Large,958753,3227.97,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Telford Office,Letter Post,Royal Mail,Large,958753,3380.62,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Coventry Office,Letter Post,Royal Mail,Large,958753,9066.99,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Hull Office,Letter Post,Royal Mail,Large,958753,2553.8,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Croydon Sub-Office,Letter Post,Royal Mail,Large,958753,1058.33,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Birkenhead Office,Letter Post,Royal Mail,Large,958753,3989.23,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Land Charges,Letter Post,Royal Mail,Large,958753,1354.18,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,Central Facilities Management Team,Letter Post,Royal Mail,Large,958753,4.47,Letter Post,Administration
Land Registry,Land Registry,16/07/2013,IS Service Delivery,Letter Post,Royal Mail,Large,958753,15384.54,Letter Post,Administration
Land Registry,Land Registry,17/07/2013,Property Asset Management Group,Service Charges,Capita Property and Infrastructure Limited,Large,959009,28641.32,Service Charges,Administration
Land Registry,Land Registry,17/07/2013,Dir: (Statutory) Commercial & Customer,Professional Services,Specialist Computer Centres Plc - SCC,Large,959014,23042.41,Professional Services,Administration
Land Registry,Land Registry,17/07/2013,Dir: (Statutory) Commercial & Customer,Professional Services,Specialist Computer Centres Plc - SCC,Large,959014,29725.39,Professional Services,Administration
Land Registry,Land Registry,17/07/2013,Central RFS,RFS Outsourced Services,TNT (UK) Ltd,Large,959015,102974.79,File Store Outsourced Services,Administration
Land Registry,Land Registry,17/07/2013,Central RFS,RFS Outsourced Services,TNT (UK) Ltd,Large,959015,177203.81,File Store Outsourced Services,Administration
Land Registry,Land Registry,17/07/2013,Property Asset Management Group,Rent Payable,Jones Lang LaSalle Ltd,Large,472320,1125,Rent Payable,Administration
Land Registry,Land Registry,17/07/2013,Property Asset Management Group,Rent Payable,Jones Lang LaSalle Ltd,Large,472320,375,Rent Payable,Administration
Land Registry,Land Registry,17/07/2013,Property Asset Management Group,Rent Payable,Jones Lang LaSalle Ltd,Large,472320,1500,Rent Payable,Administration
Land Registry,Land Registry,17/07/2013,Nottingham Office,Rates Payable,Nottingham City Council,Large,219620,-4914.33,Rates Payable,Administration
Land Registry,Land Registry,18/07/2013,Dir: Operations,Property Maintenance,Carillion Services Ltd,Large,959244,57314.48,Property Maintenance,Administration
Land Registry,Land Registry,18/07/2013,Dir: Operations,FF&F:Removals,Carillion Services Ltd,Large,959244,58750.64,FF&F:Removals,Administration
Land Registry,Land Registry,18/07/2013,Commercial & Customer Strategy & Performance,Market Research,Market & Opinion Research International Ltd,SME,959250,21676,Market Research,Administration
Land Registry,Land Registry,22/07/2013,IS Service Delivery,Computer Equipment Maintenance,MicroStrategy Ltd,SME,959795,144086.36,Computer Equipment Maintenance,Administration
Land Registry,Land Registry,22/07/2013,Business Continuity,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,123.49,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Director of Information Systems,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,71.48,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Weymouth Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,177.05,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Employee & Management Support Manager,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,189.53,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Croydon Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,51.56,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Central Facilities Management Team,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,2244.89,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Wales Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,201.46,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Fylde Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,70.98,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Director of Operations,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,213.47,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Gloucester Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,-74.55,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,IS Service Delivery,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,996.88,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Telford Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,-3.76,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Hull Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,-73.03,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Property Asset Management Group,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,1145.43,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Coventry Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,116.4,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Durham Office,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,82.21,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,22/07/2013,Director of Legal Services,Travel & Subsistence General Duty,Redfern Travel Ltd,Large,959799,546.78,Travel & Subsistence General Duty,Administration
