Year,MthAndYrCode,Trust,New_Hospital,Type,FourAndUnder_sum,FiveToTwelve_sum,OverTwelve_sum,Total_sum
2012/13,December 2012,Western,Tyrone County,Type 3,"1,066.00",0.00,0.00,"1,066.00"
2012/13,January 2013,Belfast,Mater,Type 1,"2,442.00","1,193.00",0.00,"3,635.00"
2012/13,January 2013,Belfast,Royal Victoria,Type 1,"3,775.00","2,892.00",0.00,"6,667.00"
2012/13,January 2013,Belfast,Royal Victoria (ENT & RAES),Type 2,"1,186.00",0.00,0.00,"1,186.00"
2012/13,January 2013,Belfast,RBHSC,Type 1,"2,153.00",411.00,0.00,"2,564.00"
2012/13,January 2013,Northern,Antrim Area,Type 1,"3,606.00","1,905.00",258.00,"5,769.00"
2012/13,January 2013,Northern,Causeway,Type 1,"2,452.00",860.00,95.00,"3,407.00"
2012/13,January 2013,Northern,Mid-Ulster,Type 3,609.00,0.00,0.00,609.00
2012/13,January 2013,Northern,Whiteabbey,Type 3,621.00,0.00,0.00,621.00
2012/13,January 2013,South Eastern,Ards MIU,Type 3,664.00,0.00,0.00,664.00
2012/13,January 2013,South Eastern,Bangor MIU,Type 3,712.00,0.00,0.00,712.00
2012/13,January 2013,South Eastern,Downe,Type 2,"1,396.00",251.00,42.00,"1,689.00"
2012/13,January 2013,South Eastern,Lagan Valley,Type 2,"1,805.00",290.00,49.00,"2,144.00"
2012/13,January 2013,South Eastern,Ulster,Type 1,"4,802.00","1,626.00",223.00,"6,651.00"
2012/13,January 2013,Southern,Armagh Community,Type 3,503.00,0.00,0.00,503.00
2012/13,January 2013,Southern,Craigavon Area,Type 1,"4,672.00","1,317.00",0.00,"5,989.00"
2012/13,January 2013,Southern,Daisy Hill,Type 1,"2,894.00",326.00,0.00,"3,220.00"
2012/13,January 2013,Southern,South Tyrone,Type 3,"1,409.00",1.00,0.00,"1,410.00"
2012/13,January 2013,Western,Altnagelvin Area,Type 1,"3,314.00","1,132.00",11.00,"4,457.00"
2012/13,January 2013,Western,South West Acute,Type 1,"2,057.00",249.00,0.00,"2,306.00"
2012/13,January 2013,Western,Tyrone County,Type 3,"1,109.00",1.00,0.00,"1,110.00"
2012/13,February 2013,Belfast,Mater,Type 1,"2,186.00","1,242.00",0.00,"3,428.00"
2012/13,February 2013,Belfast,Royal Victoria,Type 1,"3,510.00","2,571.00",6.00,"6,087.00"
2012/13,February 2013,Belfast,Royal Victoria (ENT & RAES),Type 2,"1,182.00",0.00,0.00,"1,182.00"
2012/13,February 2013,Belfast,RBHSC,Type 1,"2,284.00",389.00,0.00,"2,673.00"
2012/13,February 2013,Northern,Antrim Area,Type 1,"3,406.00","1,975.00",187.00,"5,568.00"
2012/13,February 2013,Northern,Causeway,Type 1,"2,411.00",641.00,42.00,"3,094.00"
2012/13,February 2013,Northern,Mid-Ulster,Type 3,583.00,0.00,0.00,583.00
2012/13,February 2013,Northern,Whiteabbey,Type 3,712.00,0.00,0.00,712.00
2012/13,February 2013,South Eastern,Ards MIU,Type 3,720.00,0.00,0.00,720.00
