Year,MthAndYrCode,Trust,New_Hospital,Type,FourAndUnder_sum,FiveToTwelve_sum,OverTwelve_sum,Total_sum
2008/09,April 2008,Belfast,Belfast City,Type 1,"3,391.00",473.00,1.00,"3,865.00"
2008/09,April 2008,Belfast,Mater,Type 1,"3,142.00",486.00,0.00,"3,628.00"
2008/09,April 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,224.00",862.00,0.00,"6,086.00"
2008/09,April 2008,Belfast,RBHSC,Type 1,"2,480.00",398.00,0.00,"2,878.00"
2008/09,April 2008,Northern,Antrim Area,Type 1,"4,728.00",667.00,10.00,"5,405.00"
2008/09,April 2008,Northern,Causeway,Type 1,"3,186.00",172.00,0.00,"3,358.00"
2008/09,April 2008,Northern,Mid-Ulster,Type 2,"1,346.00",141.00,0.00,"1,487.00"
2008/09,April 2008,Northern,Whiteabbey,Type 2,"1,813.00",4.00,0.00,"1,817.00"
2008/09,April 2008,South Eastern,Ards MIU,Type 3,943.00,0.00,0.00,943.00
2008/09,April 2008,South Eastern,Bangor MIU,Type 3,832.00,0.00,0.00,832.00
2008/09,April 2008,South Eastern,Downe,Type 2,"1,974.00",88.00,0.00,"2,062.00"
2008/09,April 2008,South Eastern,Lagan Valley,Type 2,"2,410.00",244.00,7.00,"2,661.00"
2008/09,April 2008,South Eastern,Ulster,Type 1,"5,370.00",605.00,3.00,"5,978.00"
2008/09,April 2008,Southern,Armagh Community,Type 3,790.00,0.00,0.00,790.00
2008/09,April 2008,Southern,Craigavon Area,Type 1,"5,567.00",388.00,0.00,"5,955.00"
2008/09,April 2008,Southern,Daisy Hill,Type 1,"2,773.00",113.00,0.00,"2,886.00"
2008/09,April 2008,Southern,South Tyrone,Type 3,"1,332.00",0.00,0.00,"1,332.00"
2008/09,April 2008,Western,Altnagelvin Area,Type 1,"3,571.00",459.00,0.00,"4,030.00"
2008/09,April 2008,Western,South West Acute,Type 1,"1,922.00",26.00,0.00,"1,948.00"
2008/09,April 2008,Western,Tyrone County,Type 2,"1,780.00",4.00,0.00,"1,784.00"
2008/09,May 2008,Belfast,Belfast City,Type 1,"3,554.00",323.00,0.00,"3,877.00"
2008/09,May 2008,Belfast,Mater,Type 1,"3,363.00",412.00,0.00,"3,775.00"
2008/09,May 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,067.00",896.00,0.00,"5,963.00"
2008/09,May 2008,Belfast,RBHSC,Type 1,"2,674.00",260.00,0.00,"2,934.00"
2008/09,May 2008,Northern,Antrim Area,Type 1,"5,239.00",630.00,0.00,"5,869.00"
2008/09,May 2008,Northern,Causeway,Type 1,"3,688.00",155.00,0.00,"3,843.00"
2008/09,May 2008,Northern,Mid-Ulster,Type 2,"1,563.00",85.00,0.00,"1,648.00"
2008/09,May 2008,Northern,Whiteabbey,Type 2,"1,895.00",6.00,0.00,"1,901.00"
2008/09,May 2008,South Eastern,Ards MIU,Type 3,924.00,0.00,0.00,924.00
2008/09,May 2008,South Eastern,Bangor MIU,Type 3,"1,019.00",0.00,0.00,"1,019.00"
2008/09,May 2008,South Eastern,Downe,Type 2,"2,010.00",158.00,0.00,"2,168.00"
2008/09,May 2008,South Eastern,Lagan Valley,Type 2,"2,725.00",164.00,4.00,"2,893.00"
2008/09,May 2008,South Eastern,Ulster,Type 1,"5,808.00",446.00,5.00,"6,259.00"
2008/09,May 2008,Southern,Armagh Community,Type 3,771.00,0.00,0.00,771.00
2008/09,May 2008,Southern,Craigavon Area,Type 1,"5,713.00",635.00,0.00,"6,348.00"
2008/09,May 2008,Southern,Daisy Hill,Type 1,"3,085.00",104.00,0.00,"3,189.00"
2008/09,May 2008,Southern,South Tyrone,Type 3,"1,572.00",0.00,0.00,"1,572.00"
2008/09,May 2008,Western,Altnagelvin Area,Type 1,"3,927.00",609.00,2.00,"4,538.00"
2008/09,May 2008,Western,South West Acute,Type 1,"2,078.00",42.00,1.00,"2,121.00"
2008/09,May 2008,Western,Tyrone County,Type 2,"2,105.00",3.00,0.00,"2,108.00"
2008/09,June 2008,Belfast,Belfast City,Type 1,"3,436.00",327.00,0.00,"3,763.00"
2008/09,June 2008,Belfast,Mater,Type 1,"3,065.00",485.00,0.00,"3,550.00"
2008/09,June 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,662.00",955.00,1.00,"5,618.00"
2008/09,June 2008,Belfast,RBHSC,Type 1,"2,465.00",239.00,0.00,"2,704.00"
2008/09,June 2008,Northern,Antrim Area,Type 1,"4,785.00",807.00,1.00,"5,593.00"
2008/09,June 2008,Northern,Causeway,Type 1,"3,249.00",276.00,1.00,"3,526.00"
2008/09,June 2008,Northern,Mid-Ulster,Type 2,"1,508.00",31.00,0.00,"1,539.00"
2008/09,June 2008,Northern,Whiteabbey,Type 2,"1,786.00",8.00,0.00,"1,794.00"
2008/09,June 2008,South Eastern,Ards MIU,Type 3,850.00,0.00,0.00,850.00
2008/09,June 2008,South Eastern,Bangor MIU,Type 3,881.00,0.00,0.00,881.00
2008/09,June 2008,South Eastern,Downe,Type 2,"1,940.00",96.00,0.00,"2,036.00"
2008/09,June 2008,South Eastern,Lagan Valley,Type 2,"2,591.00",95.00,0.00,"2,686.00"
2008/09,June 2008,South Eastern,Ulster,Type 1,"5,656.00",430.00,1.00,"6,087.00"
2008/09,June 2008,Southern,Armagh Community,Type 3,759.00,0.00,0.00,759.00
2008/09,June 2008,Southern,Craigavon Area,Type 1,"5,604.00",432.00,0.00,"6,036.00"
2008/09,June 2008,Southern,Daisy Hill,Type 1,"2,899.00",102.00,0.00,"3,001.00"
2008/09,June 2008,Southern,South Tyrone,Type 3,"1,521.00",0.00,0.00,"1,521.00"
2008/09,June 2008,Western,Altnagelvin Area,Type 1,"3,489.00",733.00,0.00,"4,222.00"
2008/09,June 2008,Western,South West Acute,Type 1,"2,000.00",18.00,0.00,"2,018.00"
2008/09,June 2008,Western,Tyrone County,Type 2,"1,953.00",2.00,0.00,"1,955.00"
2008/09,July 2008,Belfast,Belfast City,Type 1,"3,403.00",328.00,1.00,"3,732.00"
2008/09,July 2008,Belfast,Mater,Type 1,"2,966.00",390.00,0.00,"3,356.00"
2008/09,July 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,305.00",574.00,0.00,"5,879.00"
2008/09,July 2008,Belfast,RBHSC,Type 1,"2,199.00",101.00,0.00,"2,300.00"
2008/09,July 2008,Northern,Antrim Area,Type 1,"4,553.00",802.00,5.00,"5,360.00"
2008/09,July 2008,Northern,Causeway,Type 1,"3,279.00",330.00,0.00,"3,609.00"
2008/09,July 2008,Northern,Mid-Ulster,Type 2,"1,440.00",18.00,0.00,"1,458.00"
2008/09,July 2008,Northern,Whiteabbey,Type 2,"1,581.00",6.00,0.00,"1,587.00"
2008/09,July 2008,South Eastern,Ards MIU,Type 3,835.00,0.00,0.00,835.00
2008/09,July 2008,South Eastern,Bangor MIU,Type 3,862.00,0.00,0.00,862.00
2008/09,July 2008,South Eastern,Downe,Type 2,"1,885.00",83.00,0.00,"1,968.00"
2008/09,July 2008,South Eastern,Lagan Valley,Type 2,"2,408.00",127.00,0.00,"2,535.00"
2008/09,July 2008,South Eastern,Ulster,Type 1,"5,163.00",589.00,2.00,"5,754.00"
2008/09,July 2008,Southern,Armagh Community,Type 3,664.00,0.00,0.00,664.00
2008/09,July 2008,Southern,Craigavon Area,Type 1,"5,351.00",389.00,0.00,"5,740.00"
2008/09,July 2008,Southern,Daisy Hill,Type 1,"2,804.00",138.00,0.00,"2,942.00"
2008/09,July 2008,Southern,South Tyrone,Type 3,"1,314.00",0.00,0.00,"1,314.00"
2008/09,July 2008,Western,Altnagelvin Area,Type 1,"3,619.00",526.00,0.00,"4,145.00"
2008/09,July 2008,Western,South West Acute,Type 1,"2,048.00",35.00,0.00,"2,083.00"
2008/09,July 2008,Western,Tyrone County,Type 2,"1,668.00",7.00,0.00,"1,675.00"
2008/09,August 2008,Belfast,Belfast City,Type 1,"3,087.00",355.00,0.00,"3,442.00"
2008/09,August 2008,Belfast,Mater,Type 1,"3,155.00",282.00,0.00,"3,437.00"
2008/09,August 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,707.00",415.00,0.00,"5,122.00"
2008/09,August 2008,Belfast,RBHSC,Type 1,"1,959.00",140.00,0.00,"2,099.00"
2008/09,August 2008,Northern,Antrim Area,Type 1,"4,286.00","1,032.00",0.00,"5,318.00"
2008/09,August 2008,Northern,Causeway,Type 1,"3,388.00",324.00,0.00,"3,712.00"
2008/09,August 2008,Northern,Mid-Ulster,Type 2,"1,485.00",11.00,0.00,"1,496.00"
2008/09,August 2008,Northern,Whiteabbey,Type 2,"1,715.00",18.00,0.00,"1,733.00"
2008/09,August 2008,South Eastern,Ards MIU,Type 3,756.00,0.00,0.00,756.00
2008/09,August 2008,South Eastern,Bangor MIU,Type 3,890.00,0.00,0.00,890.00
2008/09,August 2008,South Eastern,Downe,Type 2,"1,879.00",92.00,0.00,"1,971.00"
2008/09,August 2008,South Eastern,Lagan Valley,Type 2,"2,494.00",110.00,0.00,"2,604.00"
2008/09,August 2008,South Eastern,Ulster,Type 1,"5,317.00",512.00,3.00,"5,832.00"
2008/09,August 2008,Southern,Armagh Community,Type 3,632.00,0.00,0.00,632.00
2008/09,August 2008,Southern,Craigavon Area,Type 1,"5,254.00",326.00,0.00,"5,580.00"
2008/09,August 2008,Southern,Daisy Hill,Type 1,"2,785.00",52.00,0.00,"2,837.00"
2008/09,August 2008,Southern,South Tyrone,Type 3,"1,288.00",0.00,0.00,"1,288.00"
2008/09,August 2008,Western,Altnagelvin Area,Type 1,"3,765.00",408.00,0.00,"4,173.00"
2008/09,August 2008,Western,South West Acute,Type 1,"1,979.00",35.00,0.00,"2,014.00"
2008/09,August 2008,Western,Tyrone County,Type 2,"1,794.00",3.00,0.00,"1,797.00"
2008/09,September 2008,Belfast,Belfast City,Type 1,"3,376.00",335.00,0.00,"3,711.00"
2008/09,September 2008,Belfast,Mater,Type 1,"2,996.00",536.00,0.00,"3,532.00"
2008/09,September 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,112.00",830.00,1.00,"5,943.00"
2008/09,September 2008,Belfast,RBHSC,Type 1,"2,436.00",210.00,0.00,"2,646.00"
2008/09,September 2008,Northern,Antrim Area,Type 1,"4,514.00",822.00,0.00,"5,336.00"
2008/09,September 2008,Northern,Causeway,Type 1,"3,029.00",235.00,0.00,"3,264.00"
2008/09,September 2008,Northern,Mid-Ulster,Type 2,"1,447.00",10.00,0.00,"1,457.00"
2008/09,September 2008,Northern,Whiteabbey,Type 2,"1,840.00",10.00,0.00,"1,850.00"
2008/09,September 2008,South Eastern,Ards MIU,Type 3,830.00,0.00,0.00,830.00
2008/09,September 2008,South Eastern,Bangor MIU,Type 3,973.00,0.00,0.00,973.00
2008/09,September 2008,South Eastern,Downe,Type 2,"1,755.00",82.00,0.00,"1,837.00"
2008/09,September 2008,South Eastern,Lagan Valley,Type 2,"2,532.00",74.00,0.00,"2,606.00"
2008/09,September 2008,South Eastern,Ulster,Type 1,"5,290.00",616.00,0.00,"5,906.00"
2008/09,September 2008,Southern,Armagh Community,Type 3,686.00,0.00,0.00,686.00
2008/09,September 2008,Southern,Craigavon Area,Type 1,"5,373.00",454.00,0.00,"5,827.00"
2008/09,September 2008,Southern,Daisy Hill,Type 1,"2,705.00",100.00,0.00,"2,805.00"
2008/09,September 2008,Southern,South Tyrone,Type 3,"1,308.00",0.00,0.00,"1,308.00"
2008/09,September 2008,Western,Altnagelvin Area,Type 1,"3,819.00",571.00,0.00,"4,390.00"
2008/09,September 2008,Western,South West Acute,Type 1,"1,849.00",30.00,0.00,"1,879.00"
2008/09,September 2008,Western,Tyrone County,Type 2,"1,742.00",8.00,0.00,"1,750.00"
2008/09,October 2008,Belfast,Belfast City,Type 1,"3,325.00",662.00,0.00,"3,987.00"
2008/09,October 2008,Belfast,Mater,Type 1,"2,894.00",602.00,0.00,"3,496.00"
2008/09,October 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,975.00",800.00,0.00,"5,775.00"
2008/09,October 2008,Belfast,RBHSC,Type 1,"2,172.00",345.00,0.00,"2,517.00"
2008/09,October 2008,Northern,Antrim Area,Type 1,"4,472.00",908.00,0.00,"5,380.00"
2008/09,October 2008,Northern,Causeway,Type 1,"2,858.00",272.00,0.00,"3,130.00"
2008/09,October 2008,Northern,Mid-Ulster,Type 2,"1,484.00",25.00,0.00,"1,509.00"
2008/09,October 2008,Northern,Whiteabbey,Type 2,"1,718.00",20.00,0.00,"1,738.00"
2008/09,October 2008,South Eastern,Ards MIU,Type 3,785.00,0.00,0.00,785.00
2008/09,October 2008,South Eastern,Bangor MIU,Type 3,986.00,0.00,0.00,986.00
2008/09,October 2008,South Eastern,Downe,Type 2,"1,827.00",97.00,0.00,"1,924.00"
2008/09,October 2008,South Eastern,Lagan Valley,Type 2,"2,624.00",94.00,0.00,"2,718.00"
2008/09,October 2008,South Eastern,Ulster,Type 1,"5,089.00",896.00,38.00,"6,023.00"
2008/09,October 2008,Southern,Armagh Community,Type 3,696.00,0.00,0.00,696.00
2008/09,October 2008,Southern,Craigavon Area,Type 1,"5,335.00",361.00,0.00,"5,696.00"
2008/09,October 2008,Southern,Daisy Hill,Type 1,"2,605.00",101.00,0.00,"2,706.00"
2008/09,October 2008,Southern,South Tyrone,Type 3,"1,152.00",0.00,0.00,"1,152.00"
2008/09,October 2008,Western,Altnagelvin Area,Type 1,"3,653.00",435.00,0.00,"4,088.00"
2008/09,October 2008,Western,South West Acute,Type 1,"1,871.00",59.00,0.00,"1,930.00"
2008/09,October 2008,Western,Tyrone County,Type 2,"1,668.00",2.00,0.00,"1,670.00"
2008/09,November 2008,Belfast,Belfast City,Type 1,"2,888.00",838.00,5.00,"3,731.00"
2008/09,November 2008,Belfast,Mater,Type 1,"2,563.00",715.00,0.00,"3,278.00"
2008/09,November 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,527.00","1,021.00",1.00,"5,549.00"
2008/09,November 2008,Belfast,RBHSC,Type 1,"2,342.00",15.00,0.00,"2,357.00"
2008/09,November 2008,Northern,Antrim Area,Type 1,"4,095.00","1,056.00",19.00,"5,170.00"
2008/09,November 2008,Northern,Causeway,Type 1,"2,841.00",287.00,1.00,"3,129.00"
2008/09,November 2008,Northern,Mid-Ulster,Type 2,"1,391.00",53.00,0.00,"1,444.00"
2008/09,November 2008,Northern,Whiteabbey,Type 2,"1,647.00",43.00,0.00,"1,690.00"
2008/09,November 2008,South Eastern,Ards MIU,Type 3,758.00,0.00,0.00,758.00
2008/09,November 2008,South Eastern,Bangor MIU,Type 3,863.00,0.00,0.00,863.00
2008/09,November 2008,South Eastern,Downe,Type 2,"1,736.00",74.00,0.00,"1,810.00"
2008/09,November 2008,South Eastern,Lagan Valley,Type 2,"2,524.00",77.00,0.00,"2,601.00"
2008/09,November 2008,South Eastern,Ulster,Type 1,"4,703.00","1,139.00",95.00,"5,937.00"
2008/09,November 2008,Southern,Armagh Community,Type 3,613.00,0.00,0.00,613.00
2008/09,November 2008,Southern,Craigavon Area,Type 1,"5,254.00",427.00,0.00,"5,681.00"
2008/09,November 2008,Southern,Daisy Hill,Type 1,"2,420.00",75.00,0.00,"2,495.00"
2008/09,November 2008,Southern,South Tyrone,Type 3,"1,109.00",0.00,0.00,"1,109.00"
2008/09,November 2008,Western,Altnagelvin Area,Type 1,"3,564.00",657.00,1.00,"4,222.00"
2008/09,November 2008,Western,South West Acute,Type 1,"1,826.00",79.00,0.00,"1,905.00"
2008/09,November 2008,Western,Tyrone County,Type 2,"1,628.00",8.00,0.00,"1,636.00"
2008/09,December 2008,Belfast,Belfast City,Type 1,"2,808.00",942.00,33.00,"3,783.00"
2008/09,December 2008,Belfast,Mater,Type 1,"2,568.00",835.00,2.00,"3,405.00"
2008/09,December 2008,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,020.00","1,459.00",8.00,"5,487.00"
2008/09,December 2008,Belfast,RBHSC,Type 1,"2,364.00",743.00,0.00,"3,107.00"
2008/09,December 2008,Northern,Antrim Area,Type 1,"3,976.00","1,460.00",78.00,"5,514.00"
2008/09,December 2008,Northern,Causeway,Type 1,"2,834.00",375.00,1.00,"3,210.00"
2008/09,December 2008,Northern,Mid-Ulster,Type 2,"1,325.00",52.00,0.00,"1,377.00"
2008/09,December 2008,Northern,Whiteabbey,Type 2,"1,773.00",48.00,0.00,"1,821.00"
2008/09,December 2008,South Eastern,Ards MIU,Type 3,680.00,0.00,0.00,680.00
2008/09,December 2008,South Eastern,Bangor MIU,Type 3,715.00,0.00,0.00,715.00
2008/09,December 2008,South Eastern,Downe,Type 2,"1,706.00",120.00,0.00,"1,826.00"
2008/09,December 2008,South Eastern,Lagan Valley,Type 2,"2,500.00",193.00,2.00,"2,695.00"
2008/09,December 2008,South Eastern,Ulster,Type 1,"4,528.00","1,434.00",126.00,"6,088.00"
2008/09,December 2008,Southern,Armagh Community,Type 3,564.00,0.00,0.00,564.00
2008/09,December 2008,Southern,Craigavon Area,Type 1,"5,061.00",864.00,0.00,"5,925.00"
2008/09,December 2008,Southern,Daisy Hill,Type 1,"2,541.00",107.00,0.00,"2,648.00"
2008/09,December 2008,Southern,South Tyrone,Type 3,903.00,0.00,0.00,903.00
2008/09,December 2008,Western,Altnagelvin Area,Type 1,"3,374.00",766.00,2.00,"4,142.00"
2008/09,December 2008,Western,South West Acute,Type 1,"1,795.00",102.00,0.00,"1,897.00"
2008/09,December 2008,Western,Tyrone County,Type 2,"1,610.00",14.00,1.00,"1,625.00"
2008/09,January 2009,Belfast,Belfast City,Type 1,"2,443.00",882.00,50.00,"3,375.00"
2008/09,January 2009,Belfast,Mater,Type 1,"2,372.00",619.00,107.00,"3,098.00"
2008/09,January 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,067.00","1,252.00",174.00,"5,493.00"
2008/09,January 2009,Belfast,RBHSC,Type 1,"1,906.00",386.00,2.00,"2,294.00"
2008/09,January 2009,Northern,Antrim Area,Type 1,"3,718.00","1,191.00",125.00,"5,034.00"
2008/09,January 2009,Northern,Causeway,Type 1,"2,491.00",403.00,52.00,"2,946.00"
2008/09,January 2009,Northern,Mid-Ulster,Type 2,"1,274.00",77.00,0.00,"1,351.00"
2008/09,January 2009,Northern,Whiteabbey,Type 2,"1,570.00",22.00,0.00,"1,592.00"
2008/09,January 2009,South Eastern,Ards MIU,Type 3,625.00,0.00,0.00,625.00
2008/09,January 2009,South Eastern,Bangor MIU,Type 3,792.00,0.00,0.00,792.00
2008/09,January 2009,South Eastern,Downe,Type 2,"1,685.00",198.00,5.00,"1,888.00"
2008/09,January 2009,South Eastern,Lagan Valley,Type 2,"2,270.00",124.00,1.00,"2,395.00"
2008/09,January 2009,South Eastern,Ulster,Type 1,"4,151.00","1,116.00",217.00,"5,484.00"
2008/09,January 2009,Southern,Armagh Community,Type 3,584.00,0.00,0.00,584.00
2008/09,January 2009,Southern,Craigavon Area,Type 1,"4,848.00",678.00,1.00,"5,527.00"
2008/09,January 2009,Southern,Daisy Hill,Type 1,"2,392.00",67.00,0.00,"2,459.00"
2008/09,January 2009,Southern,South Tyrone,Type 3,"1,014.00",0.00,0.00,"1,014.00"
2008/09,January 2009,Western,Altnagelvin Area,Type 1,"3,359.00",657.00,0.00,"4,016.00"
2008/09,January 2009,Western,South West Acute,Type 1,"1,622.00",140.00,0.00,"1,762.00"
2008/09,January 2009,Western,Tyrone County,Type 2,"1,562.00",22.00,0.00,"1,584.00"
2008/09,February 2009,Belfast,Belfast City,Type 1,"2,393.00",994.00,66.00,"3,453.00"
2008/09,February 2009,Belfast,Mater,Type 1,"2,272.00",719.00,76.00,"3,067.00"
2008/09,February 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"3,970.00","1,387.00",74.00,"5,431.00"
2008/09,February 2009,Belfast,RBHSC,Type 1,"2,007.00",460.00,0.00,"2,467.00"
2008/09,February 2009,Northern,Antrim Area,Type 1,"3,561.00","1,214.00",100.00,"4,875.00"
2008/09,February 2009,Northern,Causeway,Type 1,"2,561.00",399.00,25.00,"2,985.00"
2008/09,February 2009,Northern,Mid-Ulster,Type 2,"1,331.00",61.00,0.00,"1,392.00"
2008/09,February 2009,Northern,Whiteabbey,Type 2,"1,556.00",24.00,0.00,"1,580.00"
2008/09,February 2009,South Eastern,Ards MIU,Type 3,686.00,0.00,0.00,686.00
2008/09,February 2009,South Eastern,Bangor MIU,Type 3,772.00,0.00,0.00,772.00
2008/09,February 2009,South Eastern,Downe,Type 2,"1,495.00",172.00,2.00,"1,669.00"
2008/09,February 2009,South Eastern,Lagan Valley,Type 2,"2,352.00",150.00,3.00,"2,505.00"
2008/09,February 2009,South Eastern,Ulster,Type 1,"4,404.00",935.00,112.00,"5,451.00"
2008/09,February 2009,Southern,Armagh Community,Type 3,582.00,0.00,0.00,582.00
2008/09,February 2009,Southern,Craigavon Area,Type 1,"4,854.00",523.00,0.00,"5,377.00"
2008/09,February 2009,Southern,Daisy Hill,Type 1,"2,370.00",73.00,0.00,"2,443.00"
2008/09,February 2009,Southern,South Tyrone,Type 3,"1,086.00",0.00,0.00,"1,086.00"
2008/09,February 2009,Western,Altnagelvin Area,Type 1,"3,290.00",697.00,3.00,"3,990.00"
2008/09,February 2009,Western,South West Acute,Type 1,"1,563.00",152.00,0.00,"1,715.00"
2008/09,February 2009,Western,Tyrone County,Type 2,"1,350.00",13.00,0.00,"1,363.00"
2008/09,March 2009,Belfast,Belfast City,Type 1,"2,776.00","1,114.00",160.00,"4,050.00"
2008/09,March 2009,Belfast,Mater,Type 1,"2,646.00",898.00,54.00,"3,598.00"
2008/09,March 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,425.00","1,580.00",77.00,"6,082.00"
2008/09,March 2009,Belfast,RBHSC,Type 1,"2,328.00",739.00,2.00,"3,069.00"
2008/09,March 2009,Northern,Antrim Area,Type 1,"4,131.00","1,548.00",79.00,"5,758.00"
2008/09,March 2009,Northern,Causeway,Type 1,"2,889.00",616.00,15.00,"3,520.00"
2008/09,March 2009,Northern,Mid-Ulster,Type 2,"1,502.00",40.00,0.00,"1,542.00"
2008/09,March 2009,Northern,Whiteabbey,Type 2,"1,835.00",17.00,0.00,"1,852.00"
2008/09,March 2009,South Eastern,Ards MIU,Type 3,873.00,0.00,0.00,873.00
2008/09,March 2009,South Eastern,Bangor MIU,Type 3,965.00,0.00,0.00,965.00
2008/09,March 2009,South Eastern,Downe,Type 2,"1,943.00",107.00,0.00,"2,050.00"
2008/09,March 2009,South Eastern,Lagan Valley,Type 2,"2,597.00",229.00,50.00,"2,876.00"
2008/09,March 2009,South Eastern,Ulster,Type 1,"5,300.00","1,026.00",176.00,"6,502.00"
2008/09,March 2009,Southern,Armagh Community,Type 3,745.00,0.00,0.00,745.00
2008/09,March 2009,Southern,Craigavon Area,Type 1,"5,892.00",509.00,0.00,"6,401.00"
2008/09,March 2009,Southern,Daisy Hill,Type 1,"2,948.00",52.00,0.00,"3,000.00"
2008/09,March 2009,Southern,South Tyrone,Type 3,"1,347.00",0.00,0.00,"1,347.00"
2008/09,March 2009,Western,Altnagelvin Area,Type 1,"3,775.00","1,010.00",7.00,"4,792.00"
2008/09,March 2009,Western,South West Acute,Type 1,"2,001.00",271.00,3.00,"2,275.00"
2008/09,March 2009,Western,Tyrone County,Type 3,"1,042.00",3.00,0.00,"1,045.00"
2009/10,April 2009,Belfast,Belfast City,Type 1,"2,660.00","1,159.00",5.00,"3,824.00"
2009/10,April 2009,Belfast,Mater,Type 1,"2,502.00",828.00,35.00,"3,365.00"
2009/10,April 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,542.00","1,622.00",47.00,"6,211.00"
2009/10,April 2009,Belfast,RBHSC,Type 1,"2,178.00",704.00,1.00,"2,883.00"
2009/10,April 2009,Northern,Antrim Area,Type 1,"4,223.00","1,111.00",17.00,"5,351.00"
2009/10,April 2009,Northern,Causeway,Type 1,"3,041.00",494.00,1.00,"3,536.00"
2009/10,April 2009,Northern,Mid-Ulster,Type 2,"1,521.00",30.00,0.00,"1,551.00"
2009/10,April 2009,Northern,Whiteabbey,Type 2,"1,619.00",20.00,0.00,"1,639.00"
2009/10,April 2009,South Eastern,Ards MIU,Type 3,832.00,0.00,0.00,832.00
2009/10,April 2009,South Eastern,Bangor MIU,Type 3,877.00,0.00,0.00,877.00
2009/10,April 2009,South Eastern,Downe,Type 2,"1,967.00",137.00,2.00,"2,106.00"
2009/10,April 2009,South Eastern,Lagan Valley,Type 2,"2,458.00",301.00,30.00,"2,789.00"
2009/10,April 2009,South Eastern,Ulster,Type 1,"4,809.00","1,203.00",163.00,"6,175.00"
2009/10,April 2009,Southern,Armagh Community,Type 3,652.00,0.00,0.00,652.00
2009/10,April 2009,Southern,Craigavon Area,Type 1,"5,582.00",567.00,1.00,"6,150.00"
2009/10,April 2009,Southern,Daisy Hill,Type 1,"2,740.00",275.00,0.00,"3,015.00"
2009/10,April 2009,Southern,South Tyrone,Type 3,"1,393.00",0.00,0.00,"1,393.00"
2009/10,April 2009,Western,Altnagelvin Area,Type 1,"3,608.00",963.00,7.00,"4,578.00"
2009/10,April 2009,Western,South West Acute,Type 1,"2,173.00",143.00,0.00,"2,316.00"
2009/10,April 2009,Western,Tyrone County,Type 3,"1,115.00",1.00,0.00,"1,116.00"
2009/10,May 2009,Belfast,Belfast City,Type 1,"2,826.00","1,068.00",0.00,"3,894.00"
2009/10,May 2009,Belfast,Mater,Type 1,"2,900.00",582.00,15.00,"3,497.00"
2009/10,May 2009,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,050.00","1,585.00",13.00,"5,648.00"
2009/10,May 2009,Belfast,RBHSC,Type 1,"2,357.00",466.00,0.00,"2,823.00"
2009/10,May 2009,Northern,Antrim Area,Type 1,"4,627.00","1,136.00",0.00,"5,763.00"
2009/10,May 2009,Northern,Causeway,Type 1,"3,172.00",429.00,1.00,"3,602.00"
2009/10,May 2009,Northern,Mid-Ulster,Type 2,"1,607.00",39.00,0.00,"1,646.00"
2009/10,May 2009,Northern,Whiteabbey,Type 2,"1,784.00",29.00,0.00,"1,813.00"
2009/10,May 2009,South Eastern,Ards MIU,Type 3,847.00,0.00,0.00,847.00
2009/10,May 2009,South Eastern,Bangor MIU,Type 3,944.00,0.00,0.00,944.00
2009/10,May 2009,South Eastern,Downe,Type 2,"2,026.00",85.00,0.00,"2,111.00"
2009/10,May 2009,South Eastern,Lagan Valley,Type 2,"2,550.00",232.00,5.00,"2,787.00"
2009/10,May 2009,South Eastern,Ulster,Type 1,"4,963.00","1,154.00",127.00,"6,244.00"
2009/10,May 2009,Southern,Armagh Community,Type 3,740.00,0.00,0.00,740.00
2009/10,May 2009,Southern,Craigavon Area,Type 1,"5,671.00",606.00,2.00,"6,279.00"
2009/10,May 2009,Southern,Daisy Hill,Type 1,"2,748.00",162.00,0.00,"2,910.00"
2009/10,May 2009,Southern,South Tyrone,Type 3,"1,419.00",0.00,0.00,"1,419.00"
2009/10,May 2009,Western,Altnagelvin Area,Type 1,"3,615.00","1,009.00",4.00,"4,628.00"
2009/10,May 2009,Western,South West Acute,Type 1,"2,105.00",225.00,2.00,"2,332.00"
2009/10,May 2009,Western,Tyrone County,Type 3,"1,137.00",8.00,0.00,"1,145.00"
2009/10,June 2009,Belfast,Belfast City,Type 1,"3,031.00",710.00,5.00,"3,746.00"
2009/10,June 2009,Belfast,Mater,Type 1,"2,964.00",553.00,3.00,"3,520.00"
