Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category/Summary
11.06.2015,ST JOSEPHS RC,BRAKE BROS LTD,134.86,School meals,CATERERS
11.06.2015,DINNINGTON FIRST,BLAKEMORE FOODSERVICE,7.76,School meals,CATERERS
11.06.2015,CENTRAL WALKER,JR HOLLAND FOODSERVICE,30.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,BROADWOOD PRIMARY,FREEMAN CATERING BUTCH,34.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,205.49,School meals,CATERERS
11.06.2015,OUR LADY & ST ANNES,BLAKEMORE FOODSERVICE,292.09,School meals,CATERERS
11.06.2015,ST PAULS CE,FREEMAN CATERING BUTCH,26.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,KINGSTON PARK,FREEMAN CATERING BUTCH,20.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,SACRED HEART PRI,JR HOLLAND FOODSERVICE,11.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,WELBECK PRIMARY,FREEMAN CATERING BUTCH,75.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,19.43,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,ST CATHERINES,FREEMAN CATERING BUTCH,29.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,ST JOHNS PRIMARY,FREEMAN CATERING BUTCH,19.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,THOMAS BEWICK,FREEMAN CATERING BUTCH,24.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,ARTHURS WESTAGE,BLAKEMORE FOODSERVICE,350.43,School meals,CATERERS
11.06.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,77.39,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,LEMINGTON RIVERSIDE,FREEMAN CATERING BUTCH,36.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,ST OSWALDS,BLAKEMORE FOODSERVICE,137.83,School meals,CATERERS
11.06.2015,HAWTHORN PRIMARY,JR HOLLAND FOODSERVICE,7.89,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,REGENT FARM FIRST,FREEMAN CATERING BUTCH,51.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,WEST JESMOND,FREEMAN CATERING BUTCH,106.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,REGENT FARM FIRST,FREEMAN CATERING BUTCH,14.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,ST GEORGES RC,BRAKE BROS LTD,62.42,School meals,CATERERS
11.06.2015,ST CATHERINES,BLAKEMORE FOODSERVICE,159.31,School meals,CATERERS
11.06.2015,ARTHURS WESTAGE,JR HOLLAND FOODSERVICE,74.69,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,WAVERLEY PRIMARY,FREEMAN CATERING BUTCH,44.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,13.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,SIMONSIDE COMMUNITY,FREEMAN CATERING BUTCH,29.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
11.06.2015,SOUTH GOSFORTH,BLAKEMORE FOODSERVICE,207.14,School meals,CATERERS
11.06.2015,BEECH HILL,JR HOLLAND FOODSERVICE,13.53,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,SIR CHARLES PARSONS,BRAKE BROS LTD,204.39,School meals,CATERERS
10.06.2015,WEST JESMOND,BRAKE BROS LTD,24.18,School meals,CATERERS
10.06.2015,ST ALBANS RC,BRAKE BROS LTD,331.15,School meals,CATERERS
10.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,34.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,THOMAS BEWICK,BRAKE BROS LTD,103.28,School meals,CATERERS
10.06.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,12.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,16.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,212.88,School meals,CATERERS
10.06.2015,GOSFORTH ACADEMY,SMART FOOD UK LIMITED,292,School meals,CATERERS
10.06.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,319.48,School meals,CATERERS
10.06.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,32.71,School meals,CATERERS
10.06.2015,CHILLINGHAM ROAD,BRAKE BROS LTD,313.43,School meals,CATERERS
10.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,198.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,ST MARKS RC,BRAKE BROS LTD,87.33,School meals,CATERERS
10.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,65.27,School meals,CATERERS
10.06.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,20.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,WALKERGATE PRIMARY,BRAKE BROS LTD,388.94,School meals,CATERERS
10.06.2015,ST LAWRENCES RC,BRAKE BROS LTD,59.41,School meals,CATERERS
10.06.2015,ST PAULS CE,BRAKE BROS LTD,89.47,School meals,CATERERS
10.06.2015,ST MICHAELS RC,BRAKE BROS LTD,97.25,School meals,CATERERS
10.06.2015,MONKCHESTER ROAD,BRAKE BROS LTD,146.32,School meals,CATERERS
10.06.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,51.5,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,48.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,WEST WALKER,BRAKE BROS LTD,314.78,School meals,CATERERS
10.06.2015,CANNING STREET,BRAKE BROS LTD,223.5,School meals,CATERERS
10.06.2015,CIVIC BANQUETING,BRAKE BROS LTD,239,School meals,CATERERS
10.06.2015,TRINITY DENEVIEW,BRAKE BROS LTD,121.97,School meals,CATERERS
10.06.2015,CENTRAL WALKER,BRAKE BROS LTD,266.37,School meals,CATERERS
10.06.2015,FARNE PRIMARY,BRAKE BROS LTD,113.5,School meals,CATERERS
10.06.2015,HILTON PRIMARY,BRAKE BROS LTD,175.01,School meals,CATERERS
10.06.2015,WALKER TECHNOLOGY,SMART FOOD UK LIMITED,329,School meals,CATERERS
10.06.2015,BROADWOOD PRIMARY,BRAKE BROS LTD,158.47,School meals,CATERERS
10.06.2015,ENGLISH MARTYRS,BRAKE BROS LTD,255.39,School meals,CATERERS
10.06.2015,KENTON SCHOOL,SMART FOOD UK LIMITED,342.14,School meals,CATERERS
10.06.2015,BENFIELD SCHOOL,BRAKE BROS LTD,259.17,School meals,CATERERS
10.06.2015,SACRED HEART HIGH,SMART FOOD UK LIMITED,411.14,School meals,CATERERS
10.06.2015,ST TERESAS,BRAKE BROS LTD,52.79,School meals,CATERERS
10.06.2015,KENTON SCHOOL,BRAKE BROS LTD,970.63,School meals,CATERERS
10.06.2015,CRAGSIDE PRIMARY,BRAKE BROS LTD,65.32,School meals,CATERERS
10.06.2015,SACRED HEART PRI,BRAKE BROS LTD,230.97,School meals,CATERERS
10.06.2015,WELBECK PRIMARY,BRAKE BROS LTD,251.79,School meals,CATERERS
10.06.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,195.33,School meals,CATERERS
10.06.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,70.69,School meals,CATERERS
10.06.2015,ST OSWALDS,BRAKE BROS LTD,76.25,School meals,CATERERS
10.06.2015,SACRED HEART HIGH,BRAKE BROS LTD,339.29,School meals,CATERERS
10.06.2015,BYKER LODGE,BRAKE BROS LTD,113.51,School meals,CATERERS
10.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,40,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,BENTON PARK,BRAKE BROS LTD,176.04,School meals,CATERERS
10.06.2015,GOSFORTH JUNIOR,SMART FOOD UK LIMITED,256,School meals,CATERERS
10.06.2015,TYNEVIEW PRIMARY,BRAKE BROS LTD,325.85,School meals,CATERERS
10.06.2015,WEST JESMOND,BRAKE BROS LTD,24.18,School meals,CATERERS
10.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,41.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
10.06.2015,ST VINCENTS RC,BRAKE BROS LTD,211.41,School meals,CATERERS
10.06.2015,ST CATHERINES,BRAKE BROS LTD,417.56,School meals,CATERERS
10.06.2015,BYKER PRIMARY,BRAKE BROS LTD,148.32,School meals,CATERERS
10.06.2015,"Wellbeing, Care and Learning",AMAZON UK MARKETPLACE,198.49,MEMBRANE BLACK WALLET CASE FOR SAMSUN GALAXY,BOOK STORES
09.06.2015,REGENT FARM FIRST,BRAKE BROS LTD,62.38,School meals,CATERERS
09.06.2015,WALKERGATE PRIMARY,BLAKEMORE FOODSERVICE,26.96,School meals,CATERERS
09.06.2015,WAVERLEY PRIMARY,BLAKEMORE FOODSERVICE,345.71,School meals,CATERERS
09.06.2015,CONNIE LEWCOCK,BRAKE BROS LTD,37.98,School meals,CATERERS
09.06.2015,MOUNTFIELD PRIMARY,BLAKEMORE FOODSERVICE,187.1,School meals,CATERERS
09.06.2015,WALKER TECHNOLOGY,BLAKEMORE FOODSERVICE,11.17,School meals,CATERERS
09.06.2015,BYKER PRIMARY,BLAKEMORE FOODSERVICE,463.07,School meals,CATERERS
09.06.2015,KINGSTON PARK,BLAKEMORE FOODSERVICE,22.39,School meals,CATERERS
09.06.2015,ENGLISH MARTYRS,BLAKEMORE FOODSERVICE,8.61,School meals,CATERERS
09.06.2015,CHRIST CHURCH,BRAKE BROS LTD,205.47,School meals,CATERERS
09.06.2015,MONKCHESTER ROAD,BLAKEMORE FOODSERVICE,101.97,School meals,CATERERS
09.06.2015,NEWBURN MANOR,BRAKE BROS LTD,169.5,School meals,CATERERS
09.06.2015,BEECH HILL,BLAKEMORE FOODSERVICE,306.21,School meals,CATERERS
09.06.2015,KINGSTON PARK,BRAKE BROS LTD,13.26,School meals,CATERERS
09.06.2015,KENTON SCHOOL,BLAKEMORE FOODSERVICE,2544.17,School meals,CATERERS
09.06.2015,GOSFORTH PARK,BLAKEMORE FOODSERVICE,2.52,School meals,CATERERS
09.06.2015,WEST WALKER,BLAKEMORE FOODSERVICE,211.1,School meals,CATERERS
09.06.2015,SIMONSIDE COMMUNITY,BLAKEMORE FOODSERVICE,146.37,School meals,CATERERS
09.06.2015,SOUTH GOSFORTH,BRAKE BROS LTD,96.85,School meals,CATERERS
09.06.2015,ST CUTHBERTS KENT,BRAKE BROS LTD,237.63,School meals,CATERERS
09.06.2015, BRIDGEWATER,BLAKEMORE FOODSERVICE,36.67,School meals,CATERERS
09.06.2015,BROADWOOD PRIMARY,BLAKEMORE FOODSERVICE,207.76,School meals,CATERERS
09.06.2015,CIVIC BANQUETING,BLAKEMORE FOODSERVICE,152.83,School meals,CATERERS
09.06.2015,BENFIELD SCHOOL,BLAKEMORE FOODSERVICE,28.39,School meals,CATERERS
09.06.2015,LEMINGTON RIVERSIDE,BLAKEMORE FOODSERVICE,171.84,School meals,CATERERS
09.06.2015,SIR CHARLES PARSONS,BLAKEMORE FOODSERVICE,198.56,School meals,CATERERS
09.06.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,102.56,School meals,CATERERS
09.06.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,292.75,School meals,CATERERS
09.06.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,92.68,School meals,CATERERS
09.06.2015,NEWBURN MANOR,BLAKEMORE FOODSERVICE,84.11,School meals,CATERERS
09.06.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,212.12,School meals,CATERERS
09.06.2015,ST CUTHBERTS WALB,BLAKEMORE FOODSERVICE,6.75,School meals,CATERERS
09.06.2015,ST CHARLES' RC,BLAKEMORE FOODSERVICE,12.4,School meals,CATERERS
09.06.2015,TYNEVIEW PRIMARY,BLAKEMORE FOODSERVICE,343.5,School meals,CATERERS
09.06.2015,KINGSTON PARK,BLAKEMORE FOODSERVICE,190.31,School meals,CATERERS
09.06.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,300.89,School meals,CATERERS
09.06.2015,BEECH HILL,BRAKE BROS LTD,250.21,School meals,CATERERS
09.06.2015,CONNIE LEWCOCK,BLAKEMORE FOODSERVICE,369.93,School meals,CATERERS
09.06.2015,ST JOHN VIANNEY,BRAKE BROS LTD,132.08,School meals,CATERERS
09.06.2015,ST GEORGES RC,BRAKE BROS LTD,75.63,School meals,CATERERS
09.06.2015,MILECASTLE PRIMARY,BLAKEMORE FOODSERVICE,273.48,School meals,CATERERS
09.06.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,93.29,School meals,CATERERS
09.06.2015,BENFIELD SCHOOL,BLAKEMORE FOODSERVICE,738.38,School meals,CATERERS
09.06.2015,CHEVIOT PRIMARY,BLAKEMORE FOODSERVICE,29.75,School meals,CATERERS
09.06.2015,HILTON PRIMARY,BLAKEMORE FOODSERVICE,69.2,School meals,CATERERS
09.06.2015,WEST WALKER,BLAKEMORE FOODSERVICE,6.75,School meals,CATERERS
09.06.2015,WELBECK PRIMARY,BLAKEMORE FOODSERVICE,21.26,School meals,CATERERS
09.06.2015,REGENT FARM FIRST,BLAKEMORE FOODSERVICE,318.87,School meals,CATERERS
09.06.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,626.63,School meals,CATERERS
09.06.2015,WEST JESMOND,BRAKE BROS LTD,200.96,School meals,CATERERS
09.06.2015,KENTON SCHOOL,BLAKEMORE FOODSERVICE,265.76,School meals,CATERERS
09.06.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,26.43,School meals,CATERERS
09.06.2015,FARNE PRIMARY,BLAKEMORE FOODSERVICE,183.05,School meals,CATERERS
09.06.2015,ST CUTHBERTS WALB,BLAKEMORE FOODSERVICE,194.41,School meals,CATERERS
09.06.2015,BEECH HILL,BLAKEMORE FOODSERVICE,12.16,School meals,CATERERS
09.06.2015,ARCHBISHOP RUNCIE,BRAKE BROS LTD,187.97,School meals,CATERERS
09.06.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,93.09,School meals,CATERERS
09.06.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,78.21,School meals,CATERERS
09.06.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,300.07,School meals,CATERERS
09.06.2015,THOMAS BEWICK,BLAKEMORE FOODSERVICE,18.9,School meals,CATERERS
09.06.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,288.37,School meals,CATERERS
09.06.2015,GOSFORTH PARK,BLAKEMORE FOODSERVICE,2.52,School meals,CATERERS
09.06.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,454.2,School meals,CATERERS
09.06.2015,CHEVIOT PRIMARY,BLAKEMORE FOODSERVICE,171.36,School meals,CATERERS
09.06.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,171,School meals,CATERERS
09.06.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,104.93,School meals,CATERERS
09.06.2015,DINNINGTON FIRST,BLAKEMORE FOODSERVICE,219.55,School meals,CATERERS
09.06.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,215.55,School meals,CATERERS
09.06.2015,STOCKSFIELD AVENUE,BLAKEMORE FOODSERVICE,283.17,School meals,CATERERS
09.06.2015,LINHOPE PRU,BLAKEMORE FOODSERVICE,92.94,School meals,CATERERS
09.06.2015,ST BEDES RC,BRAKE BROS LTD,143.41,School meals,CATERERS
09.06.2015,ENGLISH MARTYRS,BLAKEMORE FOODSERVICE,217.87,School meals,CATERERS
09.06.2015,KENTON BAR,BRAKE BROS LTD,406.78,School meals,CATERERS
09.06.2015,KINGSTON PARK,BRAKE BROS LTD,265.07,School meals,CATERERS
09.06.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,285.69,School meals,CATERERS
09.06.2015,CENTRAL WALKER,BLAKEMORE FOODSERVICE,221.72,School meals,CATERERS
09.06.2015,LEMINGTON RIVERSIDE,BLAKEMORE FOODSERVICE,22.53,School meals,CATERERS
09.06.2015,GOSFORTH JUNIOR,BRAKE BROS LTD,269.67,School meals,CATERERS
09.06.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,55.87,School meals,CATERERS
09.06.2015,THOMAS BEWICK,BLAKEMORE FOODSERVICE,137.03,School meals,CATERERS
09.06.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,964.15,School meals,CATERERS
09.06.2015,KNOPLAW PRIMARY,BLAKEMORE FOODSERVICE,259.48,School meals,CATERERS
09.06.2015, BRIDGEWATER,BLAKEMORE FOODSERVICE,357.71,School meals,CATERERS
09.06.2015,ST VINCENTS RC,BLAKEMORE FOODSERVICE,323.87,School meals,CATERERS
09.06.2015,WALBOTTLE VILLAGE,BLAKEMORE FOODSERVICE,214.74,School meals,CATERERS
09.06.2015,ST LAWRENCES RC,BLAKEMORE FOODSERVICE,117.09,School meals,CATERERS
09.06.2015,ST MARYS CATHOLIC,BLAKEMORE FOODSERVICE,459.82,School meals,CATERERS
09.06.2015,ST JOHN VIANNEY,BLAKEMORE FOODSERVICE,240.91,School meals,CATERERS
09.06.2015,WEST DENTON PRIMARY,BLAKEMORE FOODSERVICE,209.38,School meals,CATERERS
09.06.2015,NORTH FAWDON,BLAKEMORE FOODSERVICE,130.77,School meals,CATERERS
09.06.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,294.77,School meals,CATERERS
09.06.2015,WALKERGATE PRIMARY,BLAKEMORE FOODSERVICE,396.46,School meals,CATERERS
09.06.2015,ST GEORGES RC,BLAKEMORE FOODSERVICE,132.7,School meals,CATERERS
09.06.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,869.9,School meals,CATERERS
09.06.2015,ST CHARLES' RC,BRAKE BROS LTD,122.03,School meals,CATERERS
09.06.2015,ST TERESAS,BRAKE BROS LTD,63.68,School meals,CATERERS
09.06.2015,WELBECK PRIMARY,BLAKEMORE FOODSERVICE,391.88,School meals,CATERERS
09.06.2015,GRANGE FIRST SCHOOL,BRAKE BROS LTD,216.93,School meals,CATERERS
09.06.2015,HILTON PRIMARY,BLAKEMORE FOODSERVICE,409.72,School meals,CATERERS
09.06.2015,CHEVIOT PRIMARY,BLAKEMORE FOODSERVICE,91.59,School meals,CATERERS
09.06.2015,ST MARKS RC,BLAKEMORE FOODSERVICE,236.94,School meals,CATERERS
09.06.2015,KENTON BAR,BLAKEMORE FOODSERVICE,209.57,School meals,CATERERS
09.06.2015,WYNDHAM PRIMARY,BLAKEMORE FOODSERVICE,19.58,School meals,CATERERS
09.06.2015,ST MICHAELS RC,BRAKE BROS LTD,87.3,School meals,CATERERS
09.06.2015,WYNDHAM PRIMARY,BLAKEMORE FOODSERVICE,99.56,School meals,CATERERS
09.06.2015,WALKER TECHNOLOGY,BLAKEMORE FOODSERVICE,1837.23,School meals,CATERERS
09.06.2015,NEWBURN MANOR,BLAKEMORE FOODSERVICE,154.01,School meals,CATERERS
09.06.2015,ST ALBANS RC,BLAKEMORE FOODSERVICE,376.34,School meals,CATERERS
09.06.2015,ST CHARLES' RC,BLAKEMORE FOODSERVICE,21.35,School meals,CATERERS
09.06.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,123.33,School meals,CATERERS
08.06.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,30.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,13.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,219.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WEST WALKER,JR HOLLAND FOODSERVICE,48.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,12.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,13.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,50.1,School meals,CATERERS
08.06.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,68.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,REGENT FARM FIRST,BRAKE BROS LTD,145.67,School meals,CATERERS
08.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,1.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,8.28,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,181.33,School meals,CATERERS
08.06.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,6.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015, BRIDGEWATER,BRAKE BROS LTD,423.1,School meals,CATERERS
08.06.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,79.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,140.25,School meals,CATERERS
08.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,23.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,43.29,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WESTGATE VICTORIA,BRAKE BROS LTD,237.87,School meals,CATERERS
08.06.2015,WALBOTTLE CAMPUS,BRAKE BROS LTD,182.72,School meals,CATERERS
08.06.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,130.05,School meals,CATERERS
08.06.2015,WEST JESMOND,BRAKE BROS LTD,255.11,School meals,CATERERS
08.06.2015,STOCKSFIELD AVENUE,BRAKE BROS LTD,333.1,School meals,CATERERS
08.06.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,8.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,21.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,5.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,ST CHARLES' RC,BRAKE BROS LTD,97.98,School meals,CATERERS
08.06.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,100.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,1.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,BEECH HILL,BRAKE BROS LTD,152.12,School meals,CATERERS
08.06.2015, BRIDGEWATER,JR HOLLAND FOODSERVICE,34.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,12.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,SOUTH GOSFORTH,BRAKE BROS LTD,144.76,School meals,CATERERS
08.06.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,89.28,School meals,CATERERS
08.06.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,22.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,62.27,School meals,CATERERS
08.06.2015,KENTON BAR,JR HOLLAND FOODSERVICE,17.76,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,56.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,1.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,8.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,GOSFORTH PARK,BRAKE BROS LTD,469.13,School meals,CATERERS
08.06.2015,DINNINGTON FIRST,BRAKE BROS LTD,266.23,School meals,CATERERS
08.06.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,166.24,School meals,CATERERS
08.06.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,51.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,95.68,School meals,CATERERS
08.06.2015,HADRIAN SCHOOL,BRAKE BROS LTD,181.17,School meals,CATERERS
08.06.2015,ST MARKS RC,JR HOLLAND FOODSERVICE,3.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,0.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,82.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.06.2015,Communities,"AMAZON SVCS EUROPE,SAR",21.4,4 SAMSUNG GALAXY IN CAR CHARGERS,BOOK STORES
05.06.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,127.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
05.06.2015,HILTON PRIMARY,BRAKE BROS LTD,527.57,School meals,CATERERS
05.06.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,39.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
05.06.2015,THOMAS BEWICK,JR HOLLAND FOODSERVICE,42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
05.06.2015,HAWTHORN PRIMARY,BRAKE BROS LTD,306.98,School meals,CATERERS
05.06.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,24.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
05.06.2015,THOMAS BEWICK,BRAKE BROS LTD,91.02,School meals,CATERERS
05.06.2015,THOMAS BEWICK,BRAKE BROS LTD,30.63,School meals,CATERERS
