Organisation Name,Organisation Code,Directorate/Service,Cost Centre,Detail Code,Service Category label,Supplier Name,Payment Date,Transaction Number,Net Amount,Purpose of Spend,Procurement Classification,Card Transaction
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",KEBUR,31/03/2016,161/7,34.63,BALLAST,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,20006,"Highways, Roads & Transport Services",ESSO,31/03/2016,161/8,64,FUEL,Fuel Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",LOCKRITE,31/03/2016,161/9,26.1,LOCKS,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,20006,"Highways, Roads & Transport Services",JET KINGSMEAD S/STN,31/03/2016,161/10,30.85,FUEL,Fuel Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,20006,"Highways, Roads & Transport Services",SHELL,31/03/2016,161/11,13.67,FUEL,Fuel Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",JEWSONS,31/03/2016,161/12,7.49,MACADAM,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",MPD FARNHAM,31/03/2016,161/13,7.75,13 PIN SOCKET,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",MPD FARNHAM,31/03/2016,161/14,-7.75,13 PIN SOCKET,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",HALFORDS,31/03/2016,161/15,16.67,JERRYCAN,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",POUNDLAND,31/03/2016,161/16,3,MATERIALS,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30496,"Highways, Roads & Transport Services",VUE*NCS CITB,31/03/2016,161/19,19.5,CITB TEST,Skilled Up Project Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30496,"Highways, Roads & Transport Services",VUE*NCS CITB,31/03/2016,161/20,19.5,CITB TEST,Skilled Up Project Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",SCREWFIX,31/03/2016,161/21,16.66,DECKTITE SCREWS,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",WILKINSONS,31/03/2016,161/22,9.08,BLACK PAINT,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",JET SERVICE STATION,31/03/2016,161/23,4.16,CAR SHAMPOO,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,"Highways, Roads & Transport Services",THE RANGE,31/03/2016,161/24,14.99,STORAGE TRUNK,Handyman Materials,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2517,10096,Cultural and Related Services,Iron Mongery Direct,31/03/2016,158/1,38.22,Door Signage,Maintenance Pavilions/Building,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2517,10096,Cultural and Related Services,Locks Online,31/03/2016,158/2,170.58,Door cut out,Maintenance Pavilions/Building,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1211,30234,Planning Services,Wiggly Wigglers,31/03/2016,158/3,154,Fairtrade Event supplies,Promotions,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2517,10096,Cultural and Related Services,Iron Mongery Direct,31/03/2016,158/4,5.88,Door Signage,Maintenance Pavilions/Building,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1211,30234,Planning Services,Amazon,31/03/2016,158/5,72.02,Fairtrade Event supplies,Promotions,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1211,30234,Planning Services,Amazon,31/03/2016,158/6,26.84,Fairtrade Event supplies,Promotions,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1211,30234,Planning Services,Amazon,31/03/2016,158/7,31.07,Fairtrade Event supplies,Promotions,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1211,30234,Planning Services,Amazon,31/03/2016,158/8,3.99,Fairtrade Event supplies,Promotions,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,9322,90001,Other,British Redcross,31/03/2016,158/9,11.48,Online donation,Expenditure,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1211,30234,Planning Services,Wiggly Wigglers,31/03/2016,158/10,22.95,Bird food,Promotions,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2518,30237,Cultural and Related Services,Facebook,31/03/2016,158/12,112.33,Show Ads,Publicity And Advertising,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2518,30307,Cultural and Related Services,Facebook,31/03/2016,158/13,49.7,SNAP Ads,Snap Discos,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2518,30209,Cultural and Related Services,Amazon,31/03/2016,158/14,9.99,Cinema DVD - Lady Van,Payments To Artistes,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2518,30209,Cultural and Related Services,Amazon,31/03/2016,158/15,9.99,Cinema DVD - Carol,Payments To Artistes,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6535,40012,Cultural and Relates Services,Shop Display,31/03/2016,158/16,521.15,Foyer Leaflet Racks,Contract Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1411,30120,Over/Under Recovery on Support Services,Freeparking,31/03/2016,158/19,15.58,rushmoor.com domain renewal 1 year,Website Support/Development,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1402,00006,Over/Under Recovery on Support Services,Lynda training,31/03/2016,158/20,25.42,Online training - monthly,Training Expenses,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1411,30236,Over/Under Recovery on Support Services,MailChimp,31/03/2016,158/21,7.03,Monthly plan 0 -500 subscribers,Public Relations/Consultations,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1402,30004,Over/Under Recovery on Support Services,Adobe,31/03/2016,158/22,106.4,Design software,Administrative Equipment,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1413,30107,Planning Services,Facebook,31/03/2016,158/23,30,Facebook advertising,Economic Development Promotion,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2518,30131,Cultural and Related Services,Wetherspoons,31/03/2016,158/25,19.65,Octagon Yeovil Lunch,Hospitality,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2518,30209,Cultural and Related Services,Amazon,31/03/2016,158/26,12.49,Cinema BluRay Dressmaker,Payments To Artistes,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3300,00013,Over/Under Recovery on Support Services,SW Trains,31/03/2016,158/29,61.6,Travel to Expo,Travel & Subsistence,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1411,60027,Over/Under Recovery on Support Services,Apple Store,31/03/2016,158/30,361.62,Tablet for Karen Edwards,Office Accommodation,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2565,30197,Markets and Car Boot Sales,Apple Store,31/03/2016,158/31,428.34,Tablet for John Trusler,Operational Equipment,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,5335,40012,Over/Under Recovery on Support Services,Amazon UK,31/03/2016,158/34,87.27,Name wipe board for Zone 1,Contract Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2402,30187,Other Housing Services,HMCS,31/03/2016,158/36,50,Court Fee,Court Fee,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1402,30028,Over/Under Recovery on Support Services,Stationery Office,31/03/2016,158/38,84.75,Programme Mgt books,Books & Publications,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,6573,40012,Other,Guildford BC,31/03/2016,158/39,715.55,Depot Pre App fee,Contract Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,5335,40012,Over/Under Recovery on Support Services,Amazon,31/03/2016,158/40,3.1,Printable filing inserts for hanging files,Contract Costs,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,9440,90202,Corporate & Democratic Core,Sainsbury's ,31/03/2016,158/43,45,Gift Cards for Prizes - Mayors Ball,Mayor,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,9440,90202,Corporate & Democratic Core,Sainsbury's ,31/03/2016,158/44,39,Prizes for raffle - mayors ball,Mayor,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/46,3,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Other Housing Services,BANNER,31/03/2016,158/47,8.76,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/48,55.97,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/49,4.01,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/50,10.55,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/51,52.05,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Planning,2612,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/52,5.8,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/53,17.01,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Planning,2612,30004,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/54,155.9,STATIONERY,Administrative Equipment,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/55,955.48,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/56,68.15,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Other Housing Services,BANNER,31/03/2016,158/57,16.72,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1415,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/59,19.83,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,"Strategy, Engagement and Organisational Development",1415,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/60,81.32,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Other Housing Services,BANNER,31/03/2016,158/61,4.47,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/62,50.66,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3401,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/63,12.24,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3401,30229,Over/Under Recovery on Support Services,BANNER,31/03/2016,158/64,7.58,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,30229,Other Housing Services,BANNER,31/03/2016,158/65,2.42,STATIONERY,Stationery,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,00006,Over/Under Recovery on Support Services,Chartered Institute of Environmental Health,31/03/2016,80007422,175,Asbestos Course,Training Expenses,CC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,5329,40012,Central Services to the Public,Rapid Electronics,31/03/2016,80007423,154.37,Fan Heaters,Contract Costs,CC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,5329,40012,Central Services to the Public,Rapid Electronics,31/03/2016,80007424,308.74,4 Fan Heaters,Contract Costs,CC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Legal,1202,30028,Over/Under Recovery on Support Services,Bath Publishing Ltd,31/03/2016,80007432,43.5,Practical Guide to Permitted Change of Use,Books & Publications,CC
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
