Organisation Name,Organisation Code,Directorate/Service,Cost Centre,Detail Code,Service Category label,Supplier Name,Payment Date,Transaction Number,Net Amount,Purpose of Spend,Procurement Classification,Card Transaction
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Stationery,Lyreco,30/11/2017,PC 235/ 159,47.05,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 160,32.54,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Planning,2609,30229,Stationery,Lyreco,30/11/2017,PC 235/ 161,30.2,stationery ,Planning Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 162,1.3,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 163,14.82,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 164,9.82,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3401,30229,Stationery,Lyreco,30/11/2017,PC 235/ 165,21.66,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 166,2.34,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 167,1.36,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30229,Stationery,Lyreco,30/11/2017,PC 235/ 168,1.36,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2510,30229,Stationery,Lyreco,30/11/2017,PC 235/ 169,21.86,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 170,16.57,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1312,30229,Stationery,Lyreco,30/11/2017,PC 235/ 171,12.57,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Lyreco,30/11/2017,PC 235/ 172,11.99,stationery ,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2537,80023,Car Park Charges,Rushmoor Borough Council,30/11/2017,PC 235/ 175,194.1,Car Park Testing (refunded by Parking),"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Financial Services,3811,00013,Travel & Subsistence,Travelodge,30/11/2017,PC 235/ 176,50.84,Hotel accommodation,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Wickes,30/11/2017,PC 235/ 179,2.47,Plastic Pipe,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Halfords,30/11/2017,PC 235/ 180,12.5,Headlamps,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Challenge Fencing,30/11/2017,PC 235/ 181,5.69,Half round rail,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 182,4,Masonry Drill Bit,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Screwfix,30/11/2017,PC 235/ 183,75,Drill,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,Kebur Concrete,30/11/2017,PC 235/ 184,68.57,Gravel Board,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2549,30010,Handyman Materials,B&Q,30/11/2017,PC 235/ 185,42.41,Trellis,"Highways, Roads & Transport Services",GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1411,30236,Public Relations/Consultations,Mailchimp,30/11/2017,PC 242/1,38.23,Monthly plan - 2801 - 5000 subscribers,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1314,30004,Administrative Equipment,Adobe,30/11/2017,PC 242/2,118,Design software,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1411,30236,Public Relations/Consultations,Shutterstock,30/11/2017,PC 242/3,29,Photography,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2518,30101,Equipment Maintenance,Tesco,30/11/2017,PC 242/6,39,Microwave,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Community,2518,30101,Equipment Maintenance,Screw fix,30/11/2017,PC 242/7,10.36,screws and eye hooks,Cultural and Related Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2402,30090,Bed & Breakfast,Travelodge,30/11/2017,PC 242/10,70.83,Temporary Accommodation,Other Housing Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2218,30197,Operational Equipment,ClassMarker.com,30/11/2017,PC 242/11,153.5,Software,Environmental & Regulatory Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3305,10026,General Repairs / Maintenance,Screwfix,30/11/2017,PC 242/14,16.83,Pipe Insulation,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3307,30229,Stationery,Viking Direct,30/11/2017,PC 242/15,5.22,Desk Calenders,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3305,30197,Operational Equipment,Amazon,30/11/2017,PC 242/16,14.45,Fire document holder,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Democratic and Customer Services Unit,1327,30229,Stationery,Amazon,30/11/2017,PC 242/17,29.43,Stationery - Folders,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,ICT and Facilities,3305,30197,Operational Equipment,Nisbets,30/11/2017,PC 242/18,32.96,Tea/ Coffee jug,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,00006,Training Expenses,Hilton Gdn Inn,30/11/2017,PC 242/21,338,Accommodation,Over/Under Recovery on Support Services,GPC
Rushmoor Borough Council,http://opendatacommunities.org/id/district-council/rushmoor,Environmental Health and Housing,2203,30131,Hospitality,LancCCrickt Club,30/11/2017,PC 242/22,23.3,Sundries - repaid,Over/Under Recovery on Support Services,GPC
