Unique Reference Number,Date,Merchant Category Code,Location,Merchant Category Group,Amount,Supplier,Comment
FCOGPC130600558,19/06/2013,Fast Food Restaurants,United Kingdom,Entertainment,811.74,WWW.MISSION COMMS,Official contracted catering company
FCOGPC130600559,19/06/2013,Fast Food Restaurants,United Kingdom,Entertainment,538.27,WWW.MISSION COMMS,Official contracted catering company
FCOGPC130600560,21/06/2013,Restaurants,United Kingdom,Entertainment,624.6,ITIHAAS,
FCOGPC130600561,24/06/2013,Restaurants,Hong Kong,Entertainment,1034.86,THE CHINA CLUB      05,
FCOGPC130600562,25/06/2013,Caterers,Singapore,Entertainment,539.47,DIAL A CURRY-RANGOON R,
FCOGPC130600563,25/06/2013,Restaurants,Armenia,Entertainment,1429.69,PILSNER HOUSE,
FCOGPC130600564,05/06/2013,Pkg Stores/Beer/Wine/Liquor,Hong Kong,Food & Drink,1094.07,BB&R (HK) LIMITED,Re-stock of wine cellar at Residence overseas
FCOGPC130600565,05/06/2013,Pkg Stores/Beer/Wine/Liquor,Trinidad & Tobago,Food & Drink,640.67,VINTAGE IMPORTS LTD,
FCOGPC130600566,06/06/2013,Pkg Stores/Beer/Wine/Liquor,Malta,Food & Drink,557.14,FARSONSDIRECT.COM,Beverages for use at official events overseas
FCOGPC130600567,10/06/2013,Pkg Stores/Beer/Wine/Liquor,Turks & Caicos Islands,Food & Drink,762.17,GRAND TURK LIQUORS, Refreshments for use at Queen's Birthday Party held overseas
FCOGPC130600568,11/06/2013,Misc Food Stores - Default,United Kingdom,Food & Drink,616.21,H GUNTON LTD,
FCOGPC130600569,11/06/2013,Candy/Nut/Confection Stores,"Virgin Islands, British",Food & Drink,826.56,PRESTIGE HOUSE OF FA,Remaining payment for building works at Governor's Office overseas
FCOGPC130600570,11/06/2013,Med/Health Services - Def,Indonesia,Health,739.07,YAYASAN SOS MEDIKA,
FCOGPC130600571,21/06/2013,Med/Health Services - Def,Singapore,Health,716.21,RAFFLES MEDICAL,
FCOGPC130600572,03/06/2013,Hotels/Motels/Resorts,Kazakhstan,Hotels,727.47,AYT HOTEL,
FCOGPC130600573,03/06/2013,Hotels/Motels/Resorts,Malawi,Hotels,503.57,CAPITAL HOTEL,
FCOGPC130600574,03/06/2013,Hotels/Motels/Resorts,El Salvador,Hotels,1056,CROWNE PLAZA ,
FCOGPC130600575,03/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,625,DOUBLE TREE (DCC),
FCOGPC130600576,03/06/2013,Hotels/Motels/Resorts,Australia,Hotels,667.77,DUXTON HOTEL,
FCOGPC130600577,03/06/2013,Hotels/Motels/Resorts,Oman,Hotels,2341.45,GRAND HYATT ,
FCOGPC130600578,03/06/2013,Hotels/Motels/Resorts,Republic of Korea,Hotels,1538.83,HANWHA HOTELS AND RESO,
FCOGPC130600579,03/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,625,IBIS ,
FCOGPC130600580,03/06/2013,Hotels/Motels/Resorts,ROM,Hotels,583.44,RADISSON BLU - RECEP,
FCOGPC130600581,03/06/2013,Hotels/Motels/Resorts,Oman,Hotels,596.17,THE CHEDI ,
FCOGPC130600582,03/06/2013,Hotels/Motels/Resorts,Belgium,Hotels,541.93,THON HOTEL EU (OPERA),
FCOGPC130600583,04/06/2013,Hotels/Motels/Resorts,Canada,Hotels,1207.89,CHATEAU LAURIER,
FCOGPC130600584,04/06/2013,Hotels/Motels/Resorts,Hong Kong,Hotels,882.72,HOLIDAY INN ,
FCOGPC130600585,04/06/2013,Hotels/Motels/Resorts,Brazil,Hotels,927.72,WINDSOR ATLANTICA HOTE,
FCOGPC130600586,05/06/2013,Hotels/Motels/Resorts,Vietnam,Hotels,761.25,CTY CP AN PHU HUNG,
FCOGPC130600587,05/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,1196,EUROPEAN TRAVEL,
FCOGPC130600588,05/06/2013,Hotels/Motels/Resorts,Hong Kong,Hotels,784.04,HOLIDAY INN,
FCOGPC130600589,05/06/2013,Hotels/Motels/Resorts,Mexico,Hotels,574.29,HOTEL MOON SUNRISE,
FCOGPC130600590,05/06/2013,Hotels/Motels/Resorts,Mexico,Hotels,574.29,HOTEL MOON SUNRISE,
FCOGPC130600591,05/06/2013,Hotels/Motels/Resorts,Taiwan,Hotels,1117.16,Le Meridien ,
FCOGPC130600592,05/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,524.23,MALMAISON HOTEL,
FCOGPC130600593,06/06/2013,Hotels/Motels/Resorts,Switzerland,Hotels,510.71,Grand Hotel Kempinski,
FCOGPC130600594,06/06/2013,Hotels/Motels/Resorts,Switzerland,Hotels,509.73,Grand Hotel Kempinski,
FCOGPC130600595,06/06/2013,Hotels/Motels/Resorts,China,Hotels,531.3,ZHONGXINHUANG,
FCOGPC130600596,06/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,553.75,LOUGH ERNE GOLF RESORT,
FCOGPC130600597,06/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,532,STRAND PALACE HOTEL,
FCOGPC130600598,06/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,2197.8,THISTLE CITY ,
FCOGPC130600599,07/06/2013,Hotels/Motels/Resorts,Malaysia,Hotels,508.61,PUTRAJAYA SHANGRI-LA-F,
FCOGPC130600600,07/06/2013,Hotels/Motels/Resorts,India,Hotels,1209.59,TAJ MAHAL HOTEL,
FCOGPC130600601,07/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,840.48,THE MERCHANT HOTEL LTD,
FCOGPC130600602,10/06/2013,Hotels/Motels/Resorts,China,Hotels,904.09,CROWN PLAZA HOTEL CITY,
FCOGPC130600603,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,558,CROWNE PLAZA,
FCOGPC130600604,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,558,CROWNE PLAZA,
FCOGPC130600605,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,558,CROWNE PLAZA,
FCOGPC130600606,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,558,CROWNE PLAZA,
FCOGPC130600607,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,558,CROWNE PLAZA,
FCOGPC130600608,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,744,CROWNE PLAZA,
FCOGPC130600609,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,744,CROWNE PLAZA,
FCOGPC130600610,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,744,CROWNE PLAZA,
FCOGPC130600611,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,744,CROWNE PLAZA,
FCOGPC130600612,10/06/2013,Hotels/Motels/Resorts,Guatemala,Hotels,1495.79,HOTEL CASA ,
FCOGPC130600613,10/06/2013,Hotels/Motels/Resorts,Taiwan,Hotels,1498.64,Howard Plaza Hotel Civ,
FCOGPC130600614,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,625,IBIS ,
FCOGPC130600615,10/06/2013,Hotels/Motels/Resorts,Egypt,Hotels,570.72,KEMPINSKI L,
FCOGPC130600616,10/06/2013,Hotels/Motels/Resorts,United States,Hotels,1353.33,MILLENNIUM UN PLAZA,
FCOGPC130600617,10/06/2013,Hotels/Motels/Resorts,United States,Hotels,1640.94,MILLENNIUM UN PLAZA,
FCOGPC130600618,10/06/2013,Hotels/Motels/Resorts,Netherlands,Hotels,660.18,PALEIS HOTEL,
FCOGPC130600619,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,1187.2,PARK PLAZA ,
FCOGPC130600620,10/06/2013,Hotels/Motels/Resorts,Turkey,Hotels,908.9,PERA PALACE HOTEL,
FCOGPC130600621,10/06/2013,Hotels/Motels/Resorts,Turkey,Hotels,915.96,PERA PALACE HOTEL,
FCOGPC130600622,10/06/2013,Hotels/Motels/Resorts,Australia,Hotels,725.47,Quest ,
FCOGPC130600623,10/06/2013,Hotels/Motels/Resorts,Qatar,Hotels,514.37,RADISSON BLU HO,
FCOGPC130600624,10/06/2013,Hotels/Motels/Resorts,Jamaica,Hotels,1004.01,SPANISH COURT H,
FCOGPC130600625,10/06/2013,Hotels/Motels/Resorts,Hong Kong,Hotels,695.19,THE EXCELSIOR HOTEL,
FCOGPC130600626,10/06/2013,Hotels/Motels/Resorts,Hong Kong,Hotels,631.72,THE EXCELSIOR HOTEL,
FCOGPC130600627,10/06/2013,Hotels/Motels/Resorts,United States,Hotels,578.98,THE RITZ CARLTON ATL D,
FCOGPC130600628,10/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,709.56,THISTLE ROYAL ,
FCOGPC130600629,10/06/2013,Hotels/Motels/Resorts,Malaysia,Hotels,552.44,TRADERS HOTEL ,
FCOGPC130600630,11/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,1408,HOLIDAY INNS,
FCOGPC130600631,11/06/2013,Hotels/Motels/Resorts,Canada,Hotels,728.11,L'HERMITAGE HOTEL,
FCOGPC130600632,11/06/2013,Hotels/Motels/Resorts,Indonesia,Hotels,625.72,MANDARIN ORIENTALHOTEL,
FCOGPC130600633,11/06/2013,Hotels/Motels/Resorts,Brazil,Hotels,855.34,SOFITEL ,
FCOGPC130600634,11/06/2013,Hotels/Motels/Resorts,Brazil,Hotels,855.34,SOFITEL ,
FCOGPC130600635,11/06/2013,Hotels/Motels/Resorts,Jamaica,Hotels,877.58,SPANISH COURT H,
FCOGPC130600636,12/06/2013,Hotels/Motels/Resorts,Australia,Hotels,706.59, MARRIOTT HOTE,
FCOGPC130600637,12/06/2013,Hotels/Motels/Resorts,Australia,Hotels,529.29,MARRIOTT HOTE,
FCOGPC130600638,12/06/2013,Hotels/Motels/Resorts,Australia,Hotels,527.63, MARRIOTT HOTE,
FCOGPC130600639,12/06/2013,Hotels/Motels/Resorts,Australia,Hotels,525.91, MARRIOTT HOTE,
FCOGPC130600640,12/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,690,COPTHORNE ,
FCOGPC130600641,12/06/2013,Hotels/Motels/Resorts,Singapore,Hotels,633.31,STUDIO M HOTEL (FRONT,
FCOGPC130600642,13/06/2013,Hotels/Motels/Resorts,Australia,Hotels,514.85, MARRIOTT HOTE,
FCOGPC130600643,13/06/2013,Hotels/Motels/Resorts,Australia,Hotels,521.15, MARRIOTT HOTE,
FCOGPC130600644,13/06/2013,Hotels/Motels/Resorts,Australia,Hotels,522.64, MARRIOTT HOTE,
FCOGPC130600645,13/06/2013,Hotels/Motels/Resorts,Australia,Hotels,683.32, MARRIOTT HOTE,
FCOGPC130600646,13/06/2013,Hotels/Motels/Resorts,Australia,Hotels,679.68, MARRIOTT HOTE,
FCOGPC130600647,13/06/2013,Hotels/Motels/Resorts,Australia,Hotels,916.14, MARRIOTT HOTE,
FCOGPC130600648,13/06/2013,Hotels/Motels/Resorts,Australia,Hotels,524.3, MARRIOTT HOTE,
FCOGPC130600649,13/06/2013,Hotels/Motels/Resorts,Australia,Hotels,657.49, MARRIOTT HOTE,
FCOGPC130600650,13/06/2013,Hotels/Motels/Resorts,Bahamas,Hotels,1131.84,BRITISH COLONIAL HOTEL,
FCOGPC130600651,13/06/2013,Hotels/Motels/Resorts,Turkey,Hotels,509.46,DEDEMAN TUR.YON.A.S.,
FCOGPC130600652,13/06/2013,Hotels/Motels/Resorts,Egypt,Hotels,684.81,KEMPINSKI  HOTEL,
FCOGPC130600653,13/06/2013,Hotels/Motels/Resorts,Egypt,Hotels,684.81,KEMPINSKI  HOTEL,
FCOGPC130600654,14/06/2013,Hotels/Motels/Resorts,St Lucia,Hotels,565.07,AUBERGE SERAPHINE HOTE,
FCOGPC130600655,14/06/2013,Hotels/Motels/Resorts,Colombia,Hotels,569.96,BH EL RETIRO,
FCOGPC130600656,14/06/2013,Hotels/Motels/Resorts,Singapore,Hotels,509.36,ORCHARD PARADE HOTEL,
FCOGPC130600657,14/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,555,THE GROSVENOR,
FCOGPC130600658,14/06/2013,Hotels/Motels/Resorts,Panama,Hotels,770.99,WALDORF FINANZAS,
FCOGPC130600659,17/06/2013,Hotels/Motels/Resorts,Germany,Hotels,545.33,Arcotel John F,
FCOGPC130600660,17/06/2013,Hotels/Motels/Resorts,Brazil,Hotels,571.51,BRASIL 21 CONVENTION,
FCOGPC130600661,17/06/2013,Hotels/Motels/Resorts,Brazil,Hotels,631.84,BRASIL21 CONVENTION SU,
FCOGPC130600662,17/06/2013,Hotels/Motels/Resorts,Australia,Hotels,1060.34, MARRIOTT HOTE,
FCOGPC130600663,17/06/2013,Hotels/Motels/Resorts,Costa Rica,Hotels,575.99,CROWNE PLAZA ,
FCOGPC130600664,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,700,HILTON,
FCOGPC130600665,17/06/2013,Hotels/Motels/Resorts,Colombia,Hotels,560.97,HOTEL  PLAZA,
FCOGPC130600666,17/06/2013,Hotels/Motels/Resorts,Czech Republic,Hotels,746.01,IRON GATE,
FCOGPC130600667,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,900,JURYS INN,
FCOGPC130600668,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,540,JURYS INN,
FCOGPC130600669,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,540,JURYS INN,
FCOGPC130600670,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,540,JURYS INN,
FCOGPC130600671,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,540,JURYS INN,
FCOGPC130600672,17/06/2013,Hotels/Motels/Resorts,United States,Hotels,823.36,MILLENNIUM UN PLAZA,
FCOGPC130600673,17/06/2013,Hotels/Motels/Resorts,Singapore,Hotels,650.3,ORCHARD PARADE HOTEL,
FCOGPC130600674,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,761.55,PARK INN ,
FCOGPC130600675,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,757,PARK PLAZA ,
FCOGPC130600676,17/06/2013,Hotels/Motels/Resorts,Australia,Hotels,565.55,PEPPERS/MANTRA/BKFREE,
FCOGPC130600677,17/06/2013,Hotels/Motels/Resorts,Malta,Hotels,1144.36,PRELUNA HOTEL & SPA,
FCOGPC130600678,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,652,PREMIER INN44011950,
FCOGPC130600679,17/06/2013,Hotels/Motels/Resorts,Egypt,Hotels,1200.09,SAVOY ,
FCOGPC130600680,17/06/2013,Hotels/Motels/Resorts,El Salvador,Hotels,571.32,SHERATON PRESIDENTE,
FCOGPC130600681,17/06/2013,Hotels/Motels/Resorts,Australia,Hotels,1458.49,Stamford Plaza ,
FCOGPC130600682,17/06/2013,Hotels/Motels/Resorts,Australia,Hotels,582.89, MARRIOT,
FCOGPC130600683,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,1672.6,THE FITZWILLIAM HOTEL,
FCOGPC130600684,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,750,THE GROSVENOR,
FCOGPC130600685,17/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,750,THE GROSVENOR,
FCOGPC130600686,17/06/2013,Hotels/Motels/Resorts,United States,Hotels,690.21,THE POD 39 HOTEL,
FCOGPC130600687,17/06/2013,Hotels/Motels/Resorts,Singapore,Hotels,712.24,TRADERS HOTEL,
FCOGPC130600688,18/06/2013,Hotels/Motels/Resorts,Panama,Hotels,509.41,CONTABILIDAD HR,
FCOGPC130600689,18/06/2013,Hotels/Motels/Resorts,Hungary,Hotels,7415.96,LE MERIDIEN ,
FCOGPC130600690,18/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,957,PREMIER INN,
FCOGPC130600691,18/06/2013,Hotels/Motels/Resorts,Jamaica,Hotels,861.09,SPANISH COURT H,
FCOGPC130600692,18/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,661.02,THE FITZWILLIAM HOTEL,
FCOGPC130600693,19/06/2013,Hotels/Motels/Resorts,El Salvador,Hotels,1801.86,CROWNE PLAZA ,
FCOGPC130600694,19/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,575,HOLIDAY INN ,
FCOGPC130600695,19/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,575,HOLIDAY INN ,
FCOGPC130600696,19/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,572.9,JURYS INN ,
FCOGPC130600697,19/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,761.8,PREMIER INN,
FCOGPC130600698,20/06/2013,Hotels/Motels/Resorts,Canada,Hotels,697.21,CARMANA PLAZA,
FCOGPC130600699,20/06/2013,Hotels/Motels/Resorts,Canada,Hotels,716.11,CARMANA PLAZA,
FCOGPC130600700,20/06/2013,Hotels/Motels/Resorts,Dominican Republic,Hotels,1043.69,HOSTAL NICOLAS DE OVAN,
FCOGPC130600701,20/06/2013,Hotels/Motels/Resorts,Qatar,Hotels,1443.17,INTER CONTINENT,
FCOGPC130600702,20/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,1520.2,PARK AVENUE HOTEL,
FCOGPC130600703,20/06/2013,Hotels/Motels/Resorts,Tunisia,Hotels,707.58,SHERATON ,
FCOGPC130600704,20/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,540,THE EUROPA HOTEL,
FCOGPC130600705,20/06/2013,Hotels/Motels/Resorts,Panama,Hotels,773.84,WALDORF FINANZAS,
FCOGPC130600706,21/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,708,CHARLEMONT ARMS HOTEL,
FCOGPC130600707,24/06/2013,Hotels/Motels/Resorts,Malaysia,Hotels,1263.85,DOUBLETREE BY HILTON,
FCOGPC130600708,24/06/2013,Hotels/Motels/Resorts,Bermuda,Hotels,1304.56,FARIMONT HAMILTON LODG,
FCOGPC130600709,24/06/2013,Hotels/Motels/Resorts,Bermuda,Hotels,1064.28,FARIMONT HAMILTON LODG,
FCOGPC130600710,24/06/2013,Hotels/Motels/Resorts,United States,Hotels,1227.37,GEORGETOWN INN,
FCOGPC130600711,24/06/2013,Hotels/Motels/Resorts,Taiwan,Hotels,511.35,Grand Formosa Regent T,
FCOGPC130600712,24/06/2013,Hotels/Motels/Resorts,Oman,Hotels,577.44,GRAND HYATT ,
FCOGPC130600713,24/06/2013,Hotels/Motels/Resorts,Switzerland,Hotels,1438.82,Hotel Intercontinental,
FCOGPC130600714,24/06/2013,Hotels/Motels/Resorts,Switzerland,Hotels,2280.89,Hotel Intercontinental,
FCOGPC130600715,24/06/2013,Hotels/Motels/Resorts,Nicaragua,Hotels,2537.57,HOTEL CROWNE PLAZA ,
FCOGPC130600716,24/06/2013,Hotels/Motels/Resorts,Switzerland,Hotels,517.81,Hotel Les Nations SA,
FCOGPC130600717,24/06/2013,Hotels/Motels/Resorts,Honduras,Hotels,925.65,HOTEL MARRIOTT,
FCOGPC130600718,24/06/2013,Hotels/Motels/Resorts,United States,Hotels,733.4,HOTEL PALOMAR ,
FCOGPC130600719,24/06/2013,Hotels/Motels/Resorts,United States,Hotels,777.39,HOTEL PALOMAR ,
FCOGPC130600720,24/06/2013,Hotels/Motels/Resorts,United States,Hotels,550.04,HOTEL PALOMAR ,
FCOGPC130600721,24/06/2013,Hotels/Motels/Resorts,United States,Hotels,550.04,HOTEL PALOMAR ,
FCOGPC130600722,24/06/2013,Hotels/Motels/Resorts,Sweden,Hotels,559.8,HOTELL LUNDIA,
FCOGPC130600723,24/06/2013,Hotels/Motels/Resorts,Canada,Hotels,1133,METROPOLITAN HOTEL,
FCOGPC130600724,24/06/2013,Hotels/Motels/Resorts,Canada,Hotels,1121.75,METROPOLITAN HOTEL,
FCOGPC130600725,24/06/2013,Hotels/Motels/Resorts,United States,Hotels,813.01,SAVOY SUITES HOTEL,
FCOGPC130600726,24/06/2013,Hotels/Motels/Resorts,China,Hotels,868.75,THE KERRY  HOTEL,
FCOGPC130600727,24/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,3450.15,THE LANDMARK,
FCOGPC130600728,24/06/2013,Hotels/Motels/Resorts,Singapore,Hotels,662.89,Victoria Glory PL,
FCOGPC130600729,25/06/2013,Hotels/Motels/Resorts,Uzbekistan,Hotels,518.79,CHINA,
FCOGPC130600730,25/06/2013,Hotels/Motels/Resorts,Thailand,Hotels,527.8,IMPERIAL ,
FCOGPC130600731,25/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,1240,PREMIER INN,
FCOGPC130600732,25/06/2013,Hotels/Motels/Resorts,Malta,Hotels,1051.61,RADISSON BLUE,
FCOGPC130600733,25/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,741,STRAND PALACE HOTEL,
FCOGPC130600734,25/06/2013,Hotels/Motels/Resorts,Singapore,Hotels,688.52,Victoria Glory PL,
FCOGPC130600735,26/06/2013,Hotels/Motels/Resorts,Hong Kong,Hotels,1100.42,HPNP - FRONT OFFICE,
FCOGPC130600736,27/06/2013,Hotels/Motels/Resorts,Canada,Hotels,1088.22,CHATEAU LAURIER,
FCOGPC130600737,27/06/2013,Hotels/Motels/Resorts,Canada,Hotels,772.08,CHATEAU LAURIER,
FCOGPC130600738,27/06/2013,Hotels/Motels/Resorts,Luxembourg,Hotels,1110.62,Hotel Sofitel,
FCOGPC130600739,27/06/2013,Hotels/Motels/Resorts,Armenia,Hotels,849.74,HOTEL YEREVAN-REST. 1,
FCOGPC130600740,27/06/2013,Hotels/Motels/Resorts,United States,Hotels,1276.4,MILLENNIUM UN PLAZA,
FCOGPC130600741,27/06/2013,Hotels/Motels/Resorts,Kenya,Hotels,819.12,WINDSOR GOLF $C,
FCOGPC130600742,28/06/2013,Hotels/Motels/Resorts,Canada,Hotels,904.43,CHATEAU LAURIER,
FCOGPC130600743,28/06/2013,Hotels/Motels/Resorts,Canada,Hotels,1221.59,CHATEAU LAURIER,
FCOGPC130600744,28/06/2013,Hotels/Motels/Resorts,Australia,Hotels,556.03,DUXTON HOTEL ,
FCOGPC130600745,28/06/2013,Hotels/Motels/Resorts,Australia,Hotels,801.39,DUXTON HOTEL ,
FCOGPC130600746,28/06/2013,Hotels/Motels/Resorts,Australia,Hotels,763.77,DUXTON HOTEL ,
FCOGPC130600747,28/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,899.75,MARRIOTT,
FCOGPC130600748,28/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,-796,MARRIOTT,
FCOGPC130600749,28/06/2013,Hotels/Motels/Resorts,United Kingdom,Hotels,796,MARRIOTT,
FCOGPC130600750,11/06/2013,Insurance Sales/Underwrite,St Lucia,Insurance,737.68,WEST INDIES GENERAL IN,
FCOGPC130600751,04/06/2013,Motoring,St Lucia,Motoring,782.61,PRESTIGE AUTO IMPORTS,
FCOGPC130600752,06/06/2013,Motoring,St Lucia,Motoring,781.13,PRESTIGE AUTO IMPORTS,
FCOGPC130600753,07/06/2013,Motoring,France,Motoring,789.45,ESPACE NORD AUTO,
FCOGPC130600754,11/06/2013,Motoring,St Lucia,Motoring,-785.31,PRESTIGE AUTO IMPORTS,
FCOGPC130600755,14/06/2013,Motoring,Guatemala,Motoring,640.52,AUTO SERVICIOS COFAL,
FCOGPC130600756,27/06/2013,Motoring,Malaysia,Motoring,863.03,SYS AUTOMOBILE-KL,
FCOGPC130600757,28/06/2013,Motoring,United Kingdom,Motoring,648.91,ALROMA DIST. LTD,
FCOGPC130600758,03/06/2013,Wholesale Clubs,Russia,Other Retailers,673.7,METRO STORE 1013,
FCOGPC130600759,04/06/2013,Wholesale Clubs,Russia,Other Retailers,1434.55,METRO STORE 1013,
FCOGPC130600760,06/06/2013,Misc Specialty Retail,Guyana,Other Retailers,738.18,COURTS GUYANA INC,
FCOGPC130600761,06/06/2013,Computer Software Stores,Austria,Other Retailers,548.84,Ditech 1200,
FCOGPC130600762,06/06/2013,Computer Software Stores,Austria,Other Retailers,1225.6,Ditech 1200,
FCOGPC130600763,06/06/2013,Stationery/Office Supplies,Australia,Other Retailers,547.01,SURRY HILLS OFFICE,
FCOGPC130600764,07/06/2013,Stationery Stores,United Kingdom,Other Retailers,531.35,BANNER BUSINESS SERVIC,
FCOGPC130600765,10/06/2013,Variety Stores,Spain,Other Retailers,566.28,19 MAKRO ALCOBENDAS,
FCOGPC130600766,10/06/2013,Computers/Peripherals/Software,United Kingdom,Other Retailers,953.05,WWW.MISCO.CO.UK,
FCOGPC130600767,11/06/2013,Book Stores,Japan,Other Retailers,1397.8,FUJISAN.CO.JP,
FCOGPC130600768,11/06/2013,Book Stores,Japan,Other Retailers,1371.98,FUJISAN.CO.JP,
FCOGPC130600769,11/06/2013,News Dealers/Newsstands,Costa Rica,Other Retailers,524.2,GRUPO NACION BUSCOMI,
FCOGPC130600770,13/06/2013,Wholesale Clubs,Turkey,Other Retailers,1501.06,GUNEY 2M DAGITIM,
FCOGPC130600771,13/06/2013,Misc General Merchandise,Uruguay,Other Retailers,809.98,ITSS,
FCOGPC130600772,13/06/2013,Computers/Peripherals/Software,Barbados,Other Retailers,704.68,PROMOTECH BUSINESS SOL,
FCOGPC130600773,14/06/2013,"Gift, Card, Novelty Stores",United Kingdom,Other Retailers,6435,THE BRIDGE SHOP,
FCOGPC130600774,17/06/2013,Postage Stamps,United Kingdom,Other Retailers,700,ROYAL MAIL FEES,
FCOGPC130600775,19/06/2013,Misc Specialty Retail,Argentina,Other Retailers,642.73,TESTO ARGENTINA SA,
FCOGPC130600776,20/06/2013,Computers/Peripherals/Software,Turkey,Other Retailers,576.18,BISMAK BURO MAKINA,
FCOGPC130600777,21/06/2013,Book Stores,United Kingdom,Other Retailers,540,EMERALD GROUP PUBL,
FCOGPC130600778,24/06/2013,Misc Specialty Retail,Iceland,Other Retailers,615.22,Mekka Wines & Spirits,
FCOGPC130600779,24/06/2013,Book Stores,United States,Other Retailers,511.05,SHRM LEARNING INTER,
FCOGPC130600780,25/06/2013,Wholesale Clubs,Russia,Other Retailers,1328.72,METRO STORE 1013,
FCOGPC130600781,26/06/2013,Stationery Stores,Turkey,Other Retailers,781.7,SELALE KIRTASIYE,
FCOGPC130600782,26/06/2013,Computers/Peripherals/Software,United Kingdom,Other Retailers,561.32,WWW.BALLICOM.CO.UK,
FCOGPC130600783,27/06/2013,Computers/Peripherals/Software,United States,Other Retailers,1201.27,CORPORATE ARMOR,
FCOGPC130600784,21/06/2013,Service Stations,Greece,Petrol,838.26,KORAKIANITIS,
FCOGPC130600785,03/06/2013,Colleges/Univ/Jc/Profession,United Kingdom,Services,546.01,BPP PROF EDUCATION,
FCOGPC130600786,03/06/2013,Telecommunication Services,Iceland,Services,806.36,Vodafone/verslanirSkut,
FCOGPC130600787,04/06/2013,Business Services - Default,United Kingdom,Services,600,CLEARVIEW IMAGING SERV,
FCOGPC130600788,04/06/2013,Business/Secretarial School,United Kingdom,Services,1260,FOCUS PROJECT MGMNT (E,
FCOGPC130600789,04/06/2013,Public Warehousing,Panama,Services,579.32,I STORAGE,
FCOGPC130600790,04/06/2013,Employment/Temp Help Agen,Australia,Services,1208.21,ROSS HUMAN DIRECTION,
FCOGPC130600791,04/06/2013,Employment/Temp Help Agen,Australia,Services,1172.26,ROSS HUMAN DIRECTION,
FCOGPC130600792,04/06/2013,Business Services - Default,Indonesia,Services,584.03,SEMPURNA FOTO COPY,
FCOGPC130600793,06/06/2013,Charitable/Soc Service Orgs,Australia,Services,2421.6,CEDA,
FCOGPC130600794,06/06/2013,Quick Copy/Repro Services,Australia,Services,534.95,CITYWIDE PRINT,
FCOGPC130600795,06/06/2013,Computer Program/Sys Design,United Kingdom,Services,564.24,XMA LTD,
