Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207579,2880.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207580,4493.59
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207581,4516.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,SOIL ENGINEERING GEOSERVI,0000207689,2349.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207693,62152.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000207694,1215.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207695,148.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207696,108.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207697,117.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207698,103.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,GEOL-CONSULTANTS LTD,0000207701,400.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,ENERGY&UTILITIES-ELECTRICITY,SCOTTISH POWER,0000207707,183.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",FENCING WORKS TO 2 COLLAP,0000207708,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207731,78.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207732,81.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207733,81.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207734,78.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207735,103.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207736,113.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207768,123.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207769,114.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207770,8586.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207771,146.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207772,442.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207773,146.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207774,201.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207775,173.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207776,424.23
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,BALFOUR BEATTY CIVIL ENG,0000207777,6533.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",INCIDENTAL EXPENDITURE DU,0000207800,111.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,"CONSTRUCTION-BLD,REPR&MAINTNCE",COMPENSATION FOR LOSS OF,0000207803,3500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000207816,265.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000207817,34162.21
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,SOIL ENGINEERING GEOSERVI,0000207821,375.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207871,780.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207873,6131.27
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207874,1402.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207896,3137.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207897,1893.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207898,910.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207899,2207.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207900,618.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207901,78.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207902,58.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207903,63.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207904,412.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207905,435.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207906,61.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207907,508.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207908,265.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207909,370.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207910,81.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,CORNERSTONE  PROJECTS LTD,0000207911,122.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000207912,78.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,CORNERSTONE  PROJECTS LTD,0000207914,103.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,CORNERSTONE  PROJECTS LTD,0000207915,81.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207916,267.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207917,217.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207918,372.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207919,365.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207920,412.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207921,182.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207922,205.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207923,633.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207924,180.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207925,372.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207926,180.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207927,502.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207928,3123.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207930,105.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207931,44.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207932,184.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207933,236.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207934,118.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207935,550.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207936,205.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207937,215.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207938,525.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207939,296.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207940,252.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207941,229.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207942,462.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207943,53.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207944,313.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000207946,753.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/01/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,NAL PLANT LIMITED,0000207965,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207980,256.77
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207981,256.77
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207982,476.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,ALLIANCE CONSTRUCTION SOL,0000207983,610.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000208051,1164.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000208052,9508.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000208053,576.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000208054,494.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000208059,1610.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000208060,855.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208062,31.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,SOIL ENGINEERING GEOSERVI,0000208063,11352.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000208064,550.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000208065,720.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000208066,585.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,LLETTYSHENKIN CONS CO LTD,0000208073,176.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208127,40.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONTRACTORS AND CLAIM COSTS,SURFACE HAZARDS,CONSTRUCTION-MAIN CONTRACTORS,JIM DAVIES CIVIL ENGINEER,0000208145,7943.10
