Department Family ,Entity ,Date ,Expense Type ,Expense Area ,Supplier ,Transaction Number ,Amount ,Invoice Description ,Postal Code ,Supplier Type ,Contract Number ,Project Code ,Expenditure Type 
Crown Prosecution Service,Crown Prosecution Service,03/11/2011,Crown Court Graduated Fee Scheme,Central Fraud Group,Bryant-Heron Mark Nicholas ,1131108,"31,562.09",Crown Court Graduated Fee Scheme,WC2A 2JR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,04/11/2011,Crown Court Graduated Fee Scheme,London,Dawes James ,1131586,"42,648.20",Crown Court Graduated Fee Scheme,EC4Y 9DB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,04/11/2011,Crown Court Graduated Fee Scheme,London,Burgess Jenny ,1131671,"28,823.60",Crown Court Graduated Fee Scheme,EC4Y 9DB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,04/11/2011,Crown Court Graduated Fee Scheme,Special Crime Division,Laidlaw Jonathan ,1131789,"46,331.57",Crown Court Graduated Fee Scheme,EC4Y 7BE,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Munday Andrew ,1131919,"27,694.50",Legacy RCPO Scheme Fees,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/11/2011,Crown Court Graduated Fee Scheme,Avon & Somerset,Matthews Lynne ,1132259,"30,322.92",Crown Court Graduated Fee Scheme,BS1 4PR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Menary Andrew ,1132265,"45,342.64",Legacy RCPO Scheme Fees,L2 9YH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,08/11/2011,Crown Court Graduated Fee Scheme,Central Fraud Group,Huntley Clare ,1132454,"26,186.54",Crown Court Graduated Fee Scheme,WC2A 2JR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,08/11/2011,Crown Court Graduated Fee Scheme,Central Fraud Group,Bryant-Heron Mark Nicholas ,1132698,"39,338.23",Crown Court Graduated Fee Scheme,WC2A 2JR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/11/2011,Crown Court Graduated Fee Scheme,Sussex,Laing Christine ,1133006,"79,500.68",Crown Court Graduated Fee Scheme,EC4Y 9AU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/11/2011,Crown Court Graduated Fee Scheme,London,Whittam Richard ,1133019,"116,211.55",Crown Court Graduated Fee Scheme,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/11/2011,Crown Court Graduated Fee Scheme,Dorset,Jewell Matthew ,1133116,"34,957.18",Crown Court Graduated Fee Scheme,EC4Y 7EP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/11/2011,Crown Court Graduated Fee Scheme,Dorset,Shaw Barnaby ,1133179,"30,306.35",Crown Court Graduated Fee Scheme,EC4Y 7EP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/11/2011,Crown Court Graduated Fee Scheme,Dorset,Bowes Michael Anthony ,1133804,"80,801.38",Crown Court Graduated Fee Scheme,WC2R 1BA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/11/2011,Crown Court Very High Cost Cases,Special Crime Division,Edis Andrew ,1133995,"69,481.14",Crown Court Very High Cost Cases,EC4Y 7BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/11/2011,Crown Court Graduated Fee Scheme,Manchester,Priestley Roderick ,1134081,"34,820.69",Crown Court Graduated Fee Scheme,M2 5EL,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/11/2011,Crown Court Graduated Fee Scheme,West Yorkshire,Tehrani Christopher ,1134104,"40,209.61",Crown Court Graduated Fee Scheme,LS1 2SJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Black John ,1134219,"25,872.00",Legacy RCPO Scheme Fees,EC4A 3EB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/11/2011,Crown Court Graduated Fee Scheme,West Yorkshire,Macdonald Alistair Neil ,1134297,"26,310.22",Crown Court Graduated Fee Scheme,LS1 2SJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/11/2011,Crown Court Very High Cost Cases,London,Heywood Mark QC ,1135197,"100,656.00",Crown Court Very High Cost Cases,EC4Y 7DN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/11/2011,Crown Court Graduated Fee Scheme,London,Devlin Timothy ,1135497,"72,641.05",Crown Court Graduated Fee Scheme,EC4A 1JQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/11/2011,Crown Court Graduated Fee Scheme,Northumbria,Knox Christopher ,1135670,"44,787.64",Crown Court Graduated Fee Scheme,NE1 3DE,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/11/2011,Crown Court Graduated Fee Scheme,Northumbria,Graham Michael ,1135803,"29,518.28",Crown Court Graduated Fee Scheme,NE1 3DE,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,22/11/2011,Crown Court Graduated Fee Scheme,London,Gadsden Mark ,1136037,"51,798.86",Crown Court Graduated Fee Scheme,EC4Y 9DB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,22/11/2011,Crown Court Graduated Fee Scheme,London,Aylett Crispin David William  ,1136089,"25,698.22",Crown Court Graduated Fee Scheme,WC1R 5BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,22/11/2011,Crown Court Graduated Fee Scheme,Lancashire,Cross Anthony ,1136106,"34,615.32",Crown Court Graduated Fee Scheme,M2 5EL,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,22/11/2011,Crown Court Graduated Fee Scheme,Hampshire,Feest Adam ,1136160,"54,863.57",Crown Court Graduated Fee Scheme,SO23 8BW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,22/11/2011,Crown Court Graduated Fee Scheme,London,Jafferjee Aftab ,1136248,"86,505.44",Crown Court Graduated Fee Scheme,EC4Y 9DB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,23/11/2011,Crown Court Graduated Fee Scheme,West Yorkshire,Myerson Simon ,1136679,"71,517.41",Crown Court Graduated Fee Scheme,LS1 2ND,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,23/11/2011,Crown Court Graduated Fee Scheme,Special Crime Division,Dennis M ,1136722,"25,701.61",Crown Court Graduated Fee Scheme,EC4Y 7DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Singer Philip ,1137052,"25,530.00",Blackfriars CC 241011/3110111,EC4Y 7AH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Crown Court Graduated Fee Scheme,Hampshire,Reid David ,1137109,"31,248.10",Crown Court Graduated Fee Scheme,EC4Y 7EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Crown Court Graduated Fee Scheme,Central Fraud Group,Connolly Dominic ,1137191,"35,469.66",Crown Court Graduated Fee Scheme,EC4V 5BY,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Munday Andrew ,1137263,"25,168.50",Legacy RCPO Scheme Fees,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Crown Court Graduated Fee Scheme,London,Przybylska Sarah ,1137469,"67,900.24",Crown Court Graduated Fee Scheme,EC4Y 7BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Crown Court Graduated Fee Scheme,West Midlands,Mousley Timothy ,1137543,"68,233.13",Crown Court Graduated Fee Scheme,EC4Y 7DE,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Crown Court Graduated Fee Scheme,Dorset,Worsley Mark Indra ,1137608,"27,602.15",Crown Court Graduated Fee Scheme,BS1 2HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Crown Court Graduated Fee Scheme,London,Millett Kenneth ,1137660,"99,818.03",Crown Court Graduated Fee Scheme,EC4Y 7BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Parroy Michael ,1137683,"27,037.74",Southwark CC 121011-311011,EC4Y 7EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Selby Sarah ,1137917,"56,022.26",Crown Court Graduated Fee Scheme,WC2A 2JR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Mably Louis ,1137932,"27,215.16",Crown Court Graduated Fee Scheme,EC4Y 7DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Wild Simon ,1137981,"83,202.56",Crown Court Graduated Fee Scheme,WC2A 2JR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Emlyn-Jones William ,1138027,"55,041.11",Crown Court Graduated Fee Scheme,WC1R 5BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Munday Andrew ,1138061,"38,213.87",Birmingham CC 070410 - 300410,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Very High Cost Cases,Organised Crime Division,Leach Robin ,1138069,"27,516.00",Crown Court Very High Cost Cases,EC4Y 7EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Donne Jeremy ,1138189,"56,601.60",Crown Court Graduated Fee Scheme,EC4R 0EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Smart Roger ,1138191,"28,560.16",Crown Court Graduated Fee Scheme,EC4R 0EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Hallam Jacob ,1138239,"48,371.80",Crown Court Graduated Fee Scheme,EC4Y 7DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Aylett Crispin David William  ,1138275,"102,657.88",Crown Court Graduated Fee Scheme,WC1R 5BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Aaronberg David Jeffrey ,1138282,"45,733.70",Legacy RCPO Scheme Fees,EC4V 6AU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Denison Simon ,1138350,"54,066.04",Crown Court Graduated Fee Scheme,EC4Y 7DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,London,Shotton S ,1138351,"25,579.99",Crown Court Graduated Fee Scheme,EC4V 6AU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Very High Cost Cases,Organised Crime Division,Wass Sasha ,1138378,"59,327.82",Crown Court Very High Cost Cases,EC4Y 7DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Crown Court Graduated Fee Scheme,Avon & Somerset,Vaitilingham Adam ,1138406,"35,558.23",Crown Court Graduated Fee Scheme,BS1 1DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Stubbs Andrew ,1138625,"33,406.20",Legacy RCPO Scheme Fees,LS1 2ND,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Legacy RCPO Scheme Fees,Central Fraud Group,Miskin Charles ,1138794,"33,438.00",Legacy RCPO Scheme Fees,WC2R 3AA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,02/11/2011,Reprographics - Other Costs,London,Xerox (UK) Ltd,5012368,"38,572.83",Arrears 010711 - 300911,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,02/11/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5012369,"101,767.92",T3 Revised Core Infrastucture Transition Charge,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,02/11/2011,Other Accommodation Costs,Corporate,ISS Facility Services Ltd,5012378,"104,986.63",Other Accommodation Costs,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,03/11/2011,Facilities Management,Central Fraud Group,Xerox (UK) Ltd,5012407,"3,466.94",Copy Charges,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,03/11/2011,Facilities Management,Manchester,Xerox (UK) Ltd,5012407,"30,918.06",Copy Charges,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,03/11/2011,Facilities Management,Special Crime Division,Xerox (UK) Ltd,5012407,"6,509.91",Copy Charges,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,03/11/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5012408,"124,276.01",T3 Computer hookup charges,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,03/11/2011,Transcriptions And Translation,Corporate,J L Harpham Ltd,5012409,"72,250.56",Transcriptions And Translation,YO1 8AJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,03/11/2011,Fittings,Corporate,Cofely,5012423,"61,943.50",CPS Leicester Heating installation,HP12 3TA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,04/11/2011,Transcriptions And Translation,Corporate,Mendip Media Group Ltd Tiverton,5012478,"60,596.64",Transcriptions And Translation,EX16 6SS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/11/2011,Transcriptions And Translation,Corporate,Wordwave International Ltd,5012511,"32,686.09",Transcriptions And Translation,EC4A 2AG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,09/11/2011,PCPS Awarding Charges,Human Resource Directorate,Department for Work and Pensions,5012575,"60,288.96",Pensions admin fee,CF14 3UW,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,09/11/2011,Transcriptions And Translation,Corporate,AVR Transcription Ltd Bolton,5012578,"66,710.45",Transcriptions And Translation,BL6 6HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/11/2011,Courier Services,Hertfordshire,Hertfordshire Constabulary,5012651,"46,879.20",Courier Service Charge Oct 2011 - March 2012,AL8 6XF,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/11/2011,Contractor/Service (Contract Management) - Global Crossing,Business Information Sys Dir,Global Crossing Ltd,5012660,"30,916.29",Communications Services,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,15/11/2011,Computer Services,Finance Directorate,Mckesson Information Solutions,5012763,"59,834.60",Farms extension contract,CV34 6NZ,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,17/11/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5012847,"133,248.19",T3 revised core infrastructure,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/11/2011,Electricity,Corporate,EDF Energy,5012871,"14,659.01",Energy,PL3 5XQ,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,18/11/2011,Electricity,Corporate,EDF Energy,5012871,"21,988.51",Energy,PL3 5XQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/11/2011,Facilities Management,Corporate,ISS Facility Services Ltd,5012899,"43,806.27",Catering/Cleaning,GU21 5RW,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,18/11/2011,Facilities Management,Corporate,ISS Facility Services Ltd,5012899,"65,709.41",Catering/Cleaning,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/11/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5012905,"255,890.53",Computer Installation & Network Linkup,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,23/11/2011,Reprographics - Other Costs,London,Xerox (UK) Ltd,5012943,"74,595.35",charges for 010711-300911 copying,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/11/2011,New Works,Corporate,Jennor (Partitions and Ceilings) Ltd St Helens,5013013,"30,647.57",work at Bankside chambers warringtron,WA10 1JB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5013082,"30,308.40",Logica contract,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/11/2011,Global Crossing Quarterly Management Charge,Business Information Sys Dir,Global Crossing Ltd,5013087,"723,715.49",Global Crossing Quarterly Management Charge,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5013148,"89,253.22",Computer Installation & Networking,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,29/11/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5013148,"294,528.48",Computer Installations and networking,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Avon & Somerset,Logica UK Limited London,5013195,"3,236.56",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Central Fraud Group,Logica UK Limited London,5013195,"2,600.28",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Corporate,Logica UK Limited London,5013195,"4,732.54",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Corporate,Logica UK Limited London,5013195,794.46,Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Essex,Logica UK Limited London,5013195,"13,365.71",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Finance Directorate,Logica UK Limited London,5013195,211.28,Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Hampshire,Logica UK Limited London,5013195,"9,498.73",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Human Resource Directorate,Logica UK Limited London,5013195,96.11,Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Kent,Logica UK Limited London,5013195,"8,840.80",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,London,Logica UK Limited London,5013195,"15,158.16",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Manchester,Logica UK Limited London,5013195,"13,841.80",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Merseyside,Logica UK Limited London,5013195,"3,984.60",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Northumbria,Logica UK Limited London,5013195,"10,000.27",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Nottinghamshire,Logica UK Limited London,5013195,"30,381.62",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,South Wales,Logica UK Limited London,5013195,"11,159.78",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Special Crime Division,Logica UK Limited London,5013195,"3,310.42",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,Thames Valley,Logica UK Limited London,5013195,"13,302.49",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,West Midlands,Logica UK Limited London,5013195,"13,068.43",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica / Xerox MFD click charges,West Yorkshire,Logica UK Limited London,5013195,"27,700.98",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Logica contract,Business Information Sys Dir,Logica UK Limited London,5013195,"13,029.50",Xerox MFD Click Charges October 2011,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Other Accommodation Costs,Corporate,ISS Facility Services Ltd,5013197,"51,395.99",Other Accommodation Costs,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/11/2011,Reactive Maintenance,Corporate,ISS Facility Services Ltd,5013197,"9,893.76",Reactive Maintenance,GU21 5RW,Not available,Not available,Not available,Programme
