Department family,Entity,Date ,Expense type,Expense area,Supplier,Transaction number,Amount 
CLG,The Planning Inspectorate,01/09/2010,Specialist Contractors,NSI Fees,THE STEP CONSULTANCY LTD,1215,1316.00
CLG,The Planning Inspectorate,01/09/2010,Specialist Contractors,NSI Fees,RICHARD MOON,201008.INSP,1120.00
CLG,The Planning Inspectorate,01/09/2010,Specialist Contractors,NSI Fees,STAR PLANNING & DEVELOPMENT LTD,544,792.75
CLG,The Planning Inspectorate,02/09/2010,Post & Courier,Estates,ROYAL MAIL - Peterborough,1105315606,15800.00
CLG,The Planning Inspectorate,02/09/2010,Systems Delivery,Human Resources,LOGICA IT SERVICES UK LTD,HRS114952,4956.56
CLG,The Planning Inspectorate,02/09/2010,Specialist Contractors,NSI Fees,STUART HALL,PINS 08/10,3360.00
CLG,The Planning Inspectorate,02/09/2010,Post & Courier,Estates,ROYAL MAIL - Peterborough,9030654007,2100.28
CLG,The Planning Inspectorate,02/09/2010,Specialist Contractors,NSI Fees,SIOBHAN WATSON,33,1792.00
CLG,The Planning Inspectorate,02/09/2010,Specialist Contractors,NSI Fees,ARROWSMITH ASSOCIATES,1400,1776.60
CLG,The Planning Inspectorate,02/09/2010,Specialist Contractors,NSI Fees,THE TYLER PARKER PARTNERSHIP LTD,8964A,1480.50
CLG,The Planning Inspectorate,02/09/2010,Print,Admin Support,TAURUS PRINT & DESIGN LIMITED,17794,849.23
CLG,The Planning Inspectorate,02/09/2010,Specialist Contractors,NSI Fees,W D M PLANNING LTD,311/P,840.00
CLG,The Planning Inspectorate,02/09/2010,Systems Delivery,Human Resources,LOGICA IT SERVICES UK LTD,HRS115032,439.16
CLG,The Planning Inspectorate,03/09/2010,Electricity,Estates,EDF ENERGY,0094,9860.99
CLG,The Planning Inspectorate,03/09/2010,Telecoms,Estates,HIGHWAYS AGENCY,46244,3368.26
CLG,The Planning Inspectorate,03/09/2010,Specialist Contractors,NSI Fees,DAVID HAINSWORTH,35,2829.40
CLG,The Planning Inspectorate,03/09/2010,Specialist Contractors,NSI Fees,H J L PLANNING,PI/027/AUGUST(2),2303.00
CLG,The Planning Inspectorate,03/09/2010,Staff Training & Development,Information Services,QA LTD,I317281,1158.75
CLG,The Planning Inspectorate,03/09/2010,Staff Training & Development,Information Services,QA LTD,I317282,1158.75
CLG,The Planning Inspectorate,03/09/2010,Specialist Contractors,NSI Fees,ALISON CLACK,PINS042,1260.00
CLG,The Planning Inspectorate,03/09/2010,Specialist Contractors,NSI Fees,GC PLANNING PARTNERSHIP,158,1118.60
CLG,The Planning Inspectorate,03/09/2010,Specialist Contractors,NSI Fees,ALISON CLACK,PINS041,952.00
CLG,The Planning Inspectorate,03/09/2010,Specialist Contractors,NSI Fees,ALISON CLACK,PINS040,840.00
CLG,The Planning Inspectorate,03/09/2010,Post & Courier,Director Wales,ROYAL MAIL - Peterborough,9030620194,782.19
CLG,The Planning Inspectorate,03/09/2010,Staff Medical Care,Human Resources,HEALTH MANAGEMENT LTD,0000064169,657.00
CLG,The Planning Inspectorate,06/09/2010,Specialist Contractors,NSI Fees,SIMON MILES PLANNING,PINS/2010/08,6244.00
CLG,The Planning Inspectorate,06/09/2010,Specialist Contractors,NSI Fees,DC PLANNING LTD,10/788,4079.60
CLG,The Planning Inspectorate,06/09/2010,Post & Courier,Estates,CITY LINK BRISTOL,963249517,1957.88
CLG,The Planning Inspectorate,06/09/2010,Specialist Contractors,NSI Fees,JACQUES PARTNERSHIP,1741,1809.50
CLG,The Planning Inspectorate,06/09/2010,Staff Training & Development,Director Wales,UNIVERSITY OF WEST OF ENGLAND,SN204358/1,1800.00
CLG,The Planning Inspectorate,06/09/2010,Specialist Contractors,NSI Fees,C G DOWN,10040,1612.10
CLG,The Planning Inspectorate,06/09/2010,Specialist Contractors,Tree Preservation Orders,SYMBIOSIS,3968,1447.60
CLG,The Planning Inspectorate,06/09/2010,Specialist Contractors,NSI Fees,MARTIN H SEDDON LTD,321,1316.00
CLG,The Planning Inspectorate,06/09/2010,Specialist Contractors,NSI Fees,MIKE STONES PARTNERSHIP,344,1118.60
CLG,The Planning Inspectorate,06/09/2010,Specialist Contractors,NSI Fees,SIMON MILES PLANNING,PINS/2010/08,550.28
CLG,The Planning Inspectorate,07/09/2010,Records Storage,Admin Support,IRON MOUNTAIN,W570794-W570802,5097.67
CLG,The Planning Inspectorate,07/09/2010,Specialist Contractors,NSI Fees,GRAHAM M GARNHAM,39,2464.00
CLG,The Planning Inspectorate,07/09/2010,Specialist Contractors,NSI Fees,THE PLANNING COMPANY (WORCESTER) LTD,P-09-001-019,1809.50
CLG,The Planning Inspectorate,07/09/2010,Specialist Contractors,NSI Fees,DESIGN 2,100/172,1612.10
CLG,The Planning Inspectorate,07/09/2010,Specialist Contractors,Tree Preservation Orders,BRIAN G CRANE & ASSOCIATES,564,1085.70
CLG,The Planning Inspectorate,07/09/2010,Maintenance & Support,Information Services,NCC SERVICES LTD,E795474,887.13
CLG,The Planning Inspectorate,08/09/2010,Specialist Contractors,NSI Fees,GRAHAM M GARNHAM,40,2464.00
CLG,The Planning Inspectorate,08/09/2010,Specialist Contractors,NSI Fees,CAMBRIDGE HOUSING & ENVIRONMENTAL CONSULTANTS,10-13,1480.50
CLG,The Planning Inspectorate,08/09/2010,Specialist Contractors,NSI Fees,STEPHEN JOB ASSOCIATES LTD,472,1316.00
CLG,The Planning Inspectorate,08/09/2010,Specialist Contractors,NSI Fees,ENERGIA CONSULTANTS LTD,ECL/PM/PINS/98,1260.00
CLG,The Planning Inspectorate,08/09/2010,Managed / Outsourced Services,Information Services,SYNETRIX LTD,INV21882,979.83
CLG,The Planning Inspectorate,08/09/2010,Specialist Contractors,NSI Fees,W D M PLANNING LTD,313-P,840.00
CLG,The Planning Inspectorate,08/09/2010,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,A-22324607,693.16
CLG,The Planning Inspectorate,08/09/2010,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,A-22324608,689.46
CLG,The Planning Inspectorate,09/09/2010,Interpretation & Translation Services,Director Wales,TROSOL,17064,6362.94
CLG,The Planning Inspectorate,09/09/2010,Staff Training & Development,Management & Development Training,UNIVERSITY OF WEST OF ENGLAND,SN204630/1,1952.00
CLG,The Planning Inspectorate,09/09/2010,Specialist Contractors,Tree Preservation Orders,ALDERWOOD CONSULTING LTD,10066,1809.50
CLG,The Planning Inspectorate,09/09/2010,Staff Training & Development,Director Wales,UNIVERSITY OF WEST OF ENGLAND,SN204462/1,1800.00
CLG,The Planning Inspectorate,09/09/2010,Post & Courier,Estates,ROYAL MAIL - Peterborough,9030746088,1540.62
CLG,The Planning Inspectorate,09/09/2010,Specialist Contractors,NSI Fees,EGGLETON PLANNING & DESIGN,166,1480.50
CLG,The Planning Inspectorate,09/09/2010,Specialist Contractors,NSI Fees,EGGLETON PLANNING & DESIGN,167,1151.50
CLG,The Planning Inspectorate,09/09/2010,Specialist Contractors,NSI Fees,JIM METCALF,PINS-28,1120.00
CLG,The Planning Inspectorate,10/09/2010,Staff Medical Care,Human Resources,HEALTH MANAGEMENT LTD,0000064320,1250.00
CLG,The Planning Inspectorate,10/09/2010,Specialist Contractors,Tree Preservation Orders,DAVID THORMAN ARBORICULTURAL,2721,1447.60
CLG,The Planning Inspectorate,10/09/2010,Advertising,Rights Of Way,PENNA BARKERS,398083,665.49
CLG,The Planning Inspectorate,13/09/2010,Building Management,Estates,PRUPIM LTD,924640,474369.04
CLG,The Planning Inspectorate,13/09/2010,Building Management,Estates,TAYLOR WOODROW CONSTRUCTION,10090072,53310.71
CLG,The Planning Inspectorate,13/09/2010,Maintenance & Support,Information Services,CIVICA SERVICES,1004705,13330.49
CLG,The Planning Inspectorate,13/09/2010,Building Management,Estates,TAYLOR WOODROW CONSTRUCTION,10090072,4292.87
CLG,The Planning Inspectorate,13/09/2010,Commercial Services,Business Planning & Finance,BARCLAYCARD BUSINESS,471532 06490 57916,2469.93
CLG,The Planning Inspectorate,13/09/2010,Specialist Contractors,NSI Fees,GARY DEANE ASSOCIATES,130910,2467.50
CLG,The Planning Inspectorate,13/09/2010,Print,Admin Support,TAURUS PRINT & DESIGN LIMITED,17890,1990.00
CLG,The Planning Inspectorate,13/09/2010,Building Management,Estates,TAYLOR WOODROW CONSTRUCTION,10090072,1390.54
CLG,The Planning Inspectorate,13/09/2010,Specialist Contractors,NSI Fees,CLIVE TOKLEY,65-010,1260.00
CLG,The Planning Inspectorate,13/09/2010,Gas,Estates,CORONA ENERGY,V5052297,1023.79
CLG,The Planning Inspectorate,13/09/2010,Office Consumables,Admin Support,SUPPLIES TEAM,3480351,614.36
CLG,The Planning Inspectorate,13/09/2010,Office Supplies,Admin Support,ENTERPRISE STATIONERY LIMITED,082905,468.00
CLG,The Planning Inspectorate,14/09/2010,Vehicle Hire,Admin Support,Arval UK Ltd,1014722240,15742.06
CLG,The Planning Inspectorate,14/09/2010,Staff Training & Development,Planning Casework ,UNIVERSITY OF WEST OF ENGLAND,SN204267/1,1800.00
CLG,The Planning Inspectorate,14/09/2010,Staff Training & Development,Information Services,LEARNING TREE INTERNATIONAL LTD,IN478723,1475.00
CLG,The Planning Inspectorate,14/09/2010,Staff Training & Development,Information Services,LEARNING TREE INTERNATIONAL LTD,IN478701,1475.00
CLG,The Planning Inspectorate,14/09/2010,Post & Courier,Estates,CITY LINK BRISTOL,963249640,1441.01
CLG,The Planning Inspectorate,14/09/2010,Operational Services,Human Resources,LRQA,10002696,916.50
CLG,The Planning Inspectorate,14/09/2010,Staff Training & Development,Information Services,QA LTD,I318805,580.00
CLG,The Planning Inspectorate,14/09/2010,Office Supplies,Admin Support,COMPUTACENTRE(UK) LTD,7227853,502.20
CLG,The Planning Inspectorate,15/09/2010,Legal Services,Director Wales,TREASURY SOLICITOR (FINANCE BR,102976,11455.31
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,CLARK PLANNING CONSULTANT LTD,10/020,4340.00
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,PHILIPPA JARVIS,332,3125.50
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,FITZSIMON PLANNING & DEVELOPMENT,PINS/10/13,2730.70
CLG,The Planning Inspectorate,15/09/2010,Staff Training & Development,Planning Casework ,UNIVERSITY OF WEST OF ENGLAND,SN204747/1,1800.00
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,MARTIN H SEDDON LTD,324,1316.00
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,BROOKES ASSOCIATES,PINS 9/10,1260.00
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,MIKE CROFT,PINS049,1148.00
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,RICHARD MOON,201009.Insp,1120.00
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,EVANS PLANNING & DEVELOPMENT CONSULTANCY,002279,987.00
CLG,The Planning Inspectorate,15/09/2010,Specialist Contractors,NSI Fees,ALISON CLACK,PINS 044,840.00
CLG,The Planning Inspectorate,16/09/2010,Telecoms,Estates,HIGHWAYS AGENCY,46337,5969.06
CLG,The Planning Inspectorate,16/09/2010,Specialist Contractors,NSI Fees,MARTIN CHAMPION,00236,4244.10
CLG,The Planning Inspectorate,16/09/2010,Staff Training & Development,Information Services,F1 TRAINING & COMPUTING SYSTEMS,107007,3150.00
CLG,The Planning Inspectorate,16/09/2010,Staff Training & Development,Information Services,F1 TRAINING & COMPUTING SYSTEMS,107009,3150.00
CLG,The Planning Inspectorate,16/09/2010,Specialist Contractors,NSI Fees,ROGER DEAN,RGD/P/SEPT/10,2744.00
CLG,The Planning Inspectorate,16/09/2010,Office Consumables,Admin Support,SUPPLIES TEAM,3484629,2610.19
CLG,The Planning Inspectorate,16/09/2010,Staff Training & Development,Information Services,F1 TRAINING & COMPUTING SYSTEMS,107008,2133.00
CLG,The Planning Inspectorate,16/09/2010,Post & Courier,Estates,ROYAL MAIL - Peterborough,9030824086,2066.22
CLG,The Planning Inspectorate,16/09/2010,Specialist Contractors,NSI Fees,CAMBRIDGE HOUSING & ENVIRONMENTAL CONSULTANTS,10/14,1645.00
CLG,The Planning Inspectorate,16/09/2010,Specialist Contractors,NSI Fees,MARK BALCHIN,0108,1400.00
CLG,The Planning Inspectorate,16/09/2010,Staff Training & Development,Information Services,F1 TRAINING & COMPUTING SYSTEMS,107006,1066.50
CLG,The Planning Inspectorate,16/09/2010,Staff Training & Development,Information Services,F1 TRAINING & COMPUTING SYSTEMS,107006,1066.50
CLG,The Planning Inspectorate,16/09/2010,Specialist Contractors,NSI Fees,RICHARD MOON,201010,1120.00
CLG,The Planning Inspectorate,16/09/2010,Specialist Contractors,NSI Fees,CHRIS CHECKLEY,39/10/PINS,840.00
CLG,The Planning Inspectorate,16/09/2010,Specialist Contractors,NSI Fees,CLIVE TOKLEY,66/2010,700.00
CLG,The Planning Inspectorate,16/09/2010,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,A-22352234,693.16
CLG,The Planning Inspectorate,17/09/2010,Specialist Contractors,NSI Fees,DAVID KAISERMAN,1077-1085,3024.00
CLG,The Planning Inspectorate,17/09/2010,Specialist Contractors,NSI Fees,GRAHAM SNOWDON,38,1904.00
CLG,The Planning Inspectorate,17/09/2010,Specialist Contractors,NSI Fees,CHRIS THOMAS PLANNING,038,1708.00
CLG,The Planning Inspectorate,17/09/2010,Specialist Contractors,NSI Fees,URBAN & RURAL PLANNING ASSOCIATES LTD,1640,1579.20
CLG,The Planning Inspectorate,17/09/2010,Specialist Contractors,Tree Preservation Orders,P G BIDDLE,2010/29,1232.00
CLG,The Planning Inspectorate,17/09/2010,Specialist Contractors,NSI Fees,LYNNE EVANS,10/018,1120.00
CLG,The Planning Inspectorate,17/09/2010,Specialist Contractors,Tree Preservation Orders,ALAN J ENGLEY & ASSOCIATES,00488,1085.70
CLG,The Planning Inspectorate,17/09/2010,Print,Admin Support,TAURUS PRINT & DESIGN LIMITED,17949,849.23
CLG,The Planning Inspectorate,17/09/2010,Advertising,Rights Of Way,PENNA BARKERS,398587,593.05
CLG,The Planning Inspectorate,20/09/2010,Post & Courier,Estates,CITY LINK BRISTOL,963249759,2040.75
CLG,The Planning Inspectorate,20/09/2010,Specialist Contractors,Tree Preservation Orders,A C S CONSULTING,1580,1737.35
CLG,The Planning Inspectorate,20/09/2010,Specialist Contractors,NSI Fees,DAVID HAINSWORTH,36,1645.00
CLG,The Planning Inspectorate,20/09/2010,Specialist Contractors,NSI Fees,EGGLETON PLANNING & DESIGN,168,1579.20
CLG,The Planning Inspectorate,20/09/2010,Specialist Contractors,NSI Fees,JOHN G MILLARD,PINS/1016,1120.00
CLG,The Planning Inspectorate,20/09/2010,Specialist Contractors,NSI Fees,JULIE GERMAN,61,1120.00
CLG,The Planning Inspectorate,20/09/2010,Specialist Contractors,NSI Fees,SCOTTS PLANNING SERVICES,6-10 (I),840.00
CLG,The Planning Inspectorate,20/09/2010,Advertising,Rights Of Way,PENNA BARKERS,398839,616.27
CLG,The Planning Inspectorate,20/09/2010,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,A-22377853,693.16
CLG,The Planning Inspectorate,21/09/2010,Specialist Contractors,NSI Fees,CHRISTOPHER GETHIN,PINS10-901,1974.00
CLG,The Planning Inspectorate,22/09/2010,Legal Services,Quality Assurance Unit,TREASURY SOLICITOR (FINANCE BR,102383,56579.58
CLG,The Planning Inspectorate,22/09/2010,Specialist Contractors,NSI Fees,JACQUES PARTNERSHIP,1745,1776.60
CLG,The Planning Inspectorate,22/09/2010,Specialist Contractors,Tree Preservation Orders,B J UNWIN FORESTRY CONSULTANCY,3465,1737.12
CLG,The Planning Inspectorate,22/09/2010,Water,Estates,BRISTOL WESSEX BILLING SERVICE,M11616179,1006.00
CLG,The Planning Inspectorate,22/09/2010,Specialist Contractors,NSI Fees,JOHN COLBURN,PINS 10/08,980.00
CLG,The Planning Inspectorate,22/09/2010,Staff Training & Development,Information Services,PDP COMPANIES LTD,PDPT-RM1&2-11578,695.00
CLG,The Planning Inspectorate,22/09/2010,Specialist Contractors,Tree Preservation Orders,KEITH RUSHFORTH,3051,723.80
CLG,The Planning Inspectorate,22/09/2010,Specialist Contractors,NSI Fees,THE STEP CONSULTANCY LTD,1216,658.00
CLG,The Planning Inspectorate,23/09/2010,Building Management,Estates,BRISTOL CITY COUNCIL,7 OF 10-50009600229,59128.07
CLG,The Planning Inspectorate,23/09/2010,Specialist Contractors,Tree Preservation Orders,A C S CONSULTING,1581,1411.41
CLG,The Planning Inspectorate,24/09/2010,Maintenance & Support,Information Services,SOFTWARE BOX LTD,INV46093,10633.75
CLG,The Planning Inspectorate,24/09/2010,Staff Training & Development,Information Services,PEARCE MAYFIELD,7525,1805.00
CLG,The Planning Inspectorate,24/09/2010,Post & Courier,Estates,ROYAL MAIL - Peterborough,9030918026,2006.46
CLG,The Planning Inspectorate,24/09/2010,Staff Training & Development,Quality Assurance Unit,UNIVERSITY OF WEST OF ENGLAND,SN206874/1,1952.00
CLG,The Planning Inspectorate,24/09/2010,Staff Training & Development,PCS Informed Customer Unit & Procedure Policy,UNIVERSITY OF WEST OF ENGLAND,SN206876/1,1952.00
CLG,The Planning Inspectorate,24/09/2010,Post & Courier,Estates,CITY LINK BRISTOL,963249884,1616.61
CLG,The Planning Inspectorate,24/09/2010,Staff Training & Development,Policy,RTPI CONFERENCES,209633/SL,1556.00
CLG,The Planning Inspectorate,24/09/2010,Staff Training & Development,Planning Officers,UNIVERSITY OF WEST OF ENGLAND,SN206875/1,1800.00
CLG,The Planning Inspectorate,27/09/2010,Office Consumables,Admin Support,SUPPLIES TEAM,3519021,4204.15
CLG,The Planning Inspectorate,27/09/2010,Specialist Contractors,NSI Fees,CARBROOK ASSOCIATES,11/10/PINS,3304.00
CLG,The Planning Inspectorate,27/09/2010,Office Consumables,Admin Support,SUPPLIES TEAM,3522161,2968.19
CLG,The Planning Inspectorate,27/09/2010,Specialist Contractors,NSI Fees,ELIZABETH LAWRENCE LTD,24,2796.50
CLG,The Planning Inspectorate,27/09/2010,Specialist Contractors,NSI Fees,JDA DEVELOPMENT & PLANNING SERVICE,501,2240.00
CLG,The Planning Inspectorate,27/09/2010,Specialist Contractors,Tree Preservation Orders,KEITH RUSHFORTH,3052,1592.36
CLG,The Planning Inspectorate,27/09/2010,Specialist Contractors,NSI Fees,CHARISMA SPATIAL PLANNING,10011,1480.50
CLG,The Planning Inspectorate,27/09/2010,Specialist Contractors,NSI Fees,ELIZABETH LAWRENCE LTD,25,987.00
CLG,The Planning Inspectorate,27/09/2010,Catering,AD Development Plans,EUREST SUTCLIFFE,1002287904,457.11
CLG,The Planning Inspectorate,27/09/2010,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,A-22403142,512.54
CLG,The Planning Inspectorate,28/09/2010,Specialist Contractors,NSI Fees,G POWYS JONES,2010(3),5362.70
CLG,The Planning Inspectorate,28/09/2010,Specialist Contractors,NSI Fees,STUART HALL,PINS 09/10,3052.00
CLG,The Planning Inspectorate,28/09/2010,Staff Training & Development,Information Services,QA LTD,I320674,2080.00
CLG,The Planning Inspectorate,28/09/2010,Staff Training & Development,Information Services,QA LTD,I320675,2080.00
CLG,The Planning Inspectorate,28/09/2010,Staff Training & Development,Information Services,QA LTD,I320673,772.50
CLG,The Planning Inspectorate,28/09/2010,Specialist Contractors,NSI Fees,THE STEP CONSULTANCY LTD,1217,658.00
CLG,The Planning Inspectorate,28/09/2010,Specialist Contractors,NSI Fees,G POWYS JONES,2010(3),561.00
CLG,The Planning Inspectorate,28/09/2010,Specialist Contractors,NSI Fees,DAVID STORRIE ASSOCIATES,995DSA109510,542.85
CLG,The Planning Inspectorate,29/09/2010,Specialist Contractors,NSI Fees,CAMBRIDGE HOUSING & ENVIRONMENTAL CONSULTANTS,10/16,1645.00
CLG,The Planning Inspectorate,29/09/2010,Specialist Contractors,NSI Fees,CAMBRIDGE HOUSING & ENVIRONMENTAL CONSULTANTS,10/15,1645.00
CLG,The Planning Inspectorate,29/09/2010,Specialist Contractors,NSI Fees,GRAHAM M GARNHAM,41,1120.00
CLG,The Planning Inspectorate,29/09/2010,Managed / Outsourced Services,Information Services,SYNETRIX LTD,INV21961,913.89
CLG,The Planning Inspectorate,29/09/2010,Specialist Contractors,NSI Fees,CARBROOK ASSOCIATES,12/10/PINS,840.00
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
