Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,VAT Registration Number,Type,Account Code,Cost Centre,Reporting Month,Currency Unit
BIS,NERC,28-JUN-2010,,,Sun Microsystems Ltd,55348," 58,916.62 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,28-JUN-2010,Research Grant Expenditure,NERC - CEH Director Office,University of Southampton,60041," 51,314.00 ",,SUPPLIERS,1001,63001,June 2010,GBP
BIS,NERC,29-JUN-2010,,,Technology Strategy Board,36607," 39,104.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,29-JUN-2010,,,University of Leicester,58761," 68,563.80 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,29-JUN-2010,,,Directflight Ltd,59646," 36,749.83 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,29-JUN-2010,,,Directflight Ltd,61774," 82,720.00 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,29-JUN-2010,,,Directflight Ltd,63924," 41,296.93 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,29-JUN-2010,,,R S Aqua Ltd,61872," 74,262.71 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,29-JUN-2010,,,Stanley Services Ltd,61868," 166,643.33 ",,SUPPLIERS,,,June 2010,GBP
BIS,NERC,30-JUN-2010,GPC Clearing - NERC,,RBS Commercial Cards,65277," 626,347.25 ",,SUPPLIERS,6476,0,June 2010,GBP
