Supplier,Payment Date,Amount
ADECCO UK LTD,22/02/2011,973.18
ADECCO UK LTD,22/02/2011,1039.68
ADT FIRE AND SECURITY PLC,07/02/2011,6995.92
ADT FIRE AND SECURITY PLC,18/02/2011,2667.91
ADVANCED MACHINERY SERVICES LTD,08/02/2011,960
AGE CONCERN GREENWICH LTD,02/02/2011,130267.68
AGE CONCERN GREENWICH LTD,22/02/2011,14956.96
AHOY CENTRE,17/02/2011,6500
AIRWAVE  SOLUTIONS LTD,23/02/2011,1371.69
AJ HOWARD INDUSTRIAL SUPPLIES LTD (ENGINEERSTORE),17/02/2011,549.81
ALLIANCEBERNSTEIN LIMITED,10/02/2011,101037.42
ALLIANCEBERNSTEIN LIMITED,10/02/2011,235753.99
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,507.6
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,564
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1391.2
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1372.4
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,537.6
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1401.6
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1664.33
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1643.47
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1815.96
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1350.66
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1652.05
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1652.05
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1741.24
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1674.12
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1800
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1448.4
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1427.69
ALLIED HEALTH PROFESSIONS LTD T/A SWP,02/02/2011,1470
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1598.12
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1598.12
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1598.12
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1577.56
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1577.56
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1674.12
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1741.49
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1815.96
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1401.6
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1705.21
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1470
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1597.5
ALLIED HEALTH PROFESSIONS LTD T/A SWP,07/02/2011,1421.63
ALLIED HEALTH PROFESSIONS LTD T/A SWP,11/02/2011,1790.65
ALLIED HEALTH PROFESSIONS LTD T/A SWP,11/02/2011,1674.12
ALLIED HEALTH PROFESSIONS LTD T/A SWP,11/02/2011,1800
ALLIED HEALTH PROFESSIONS LTD T/A SWP,11/02/2011,1447.86
ALLIED HEALTH PROFESSIONS LTD T/A SWP,11/02/2011,1645.13
ALLIED HEALTH PROFESSIONS LTD T/A SWP,14/02/2011,1741.49
ALLIED HEALTH PROFESSIONS LTD T/A SWP,14/02/2011,1741.49
ALLIED HEALTH PROFESSIONS LTD T/A SWP,14/02/2011,1800
ALLIED HEALTH PROFESSIONS LTD T/A SWP,14/02/2011,1470
ALLIED HEALTH PROFESSIONS LTD T/A SWP,14/02/2011,1645.13
ALLIED HEALTH PROFESSIONS LTD T/A SWP,14/02/2011,1597.5
ALLIED HEALTH PROFESSIONS LTD T/A SWP,16/02/2011,1674.12
ALLIED HEALTH PROFESSIONS LTD T/A SWP,16/02/2011,1401.6
ALLIED HEALTH PROFESSIONS LTD T/A SWP,16/02/2011,1815.96
ALLIED HEALTH PROFESSIONS LTD T/A SWP,16/02/2011,1639.55
ALLIED HEALTH PROFESSIONS LTD T/A SWP,16/02/2011,1451.88
ALLIED HEALTH PROFESSIONS LTD T/A SWP,23/02/2011,1815.96
ALLPAY NET LIMITED,25/02/2011,11219.62
ALLPAY NET LIMITED,25/02/2011,11033.35
ALLPAY NET LIMITED,25/02/2011,12807.67
ALLTYPE ROOFING SUPPLIES LTD,09/02/2011,552.25
AMBER CAR SERVICES LTD,15/02/2011,1102.8
AMBER CAR SERVICES LTD,25/02/2011,535.08
AMBER LANGIS LIMITED,22/02/2011,587.5
AMBER LIGHT SCIENCE OF EQUILIBRIUM LIMITED,07/02/2011,809
AMBER LIGHT SCIENCE OF EQUILIBRIUM LIMITED,07/02/2011,709.09
AMBER LIGHT SCIENCE OF EQUILIBRIUM LIMITED,07/02/2011,2454.5
AMPHLETT LISSIMORE SOLICITORS,09/02/2011,154000
AMPHLETT LISSIMORE SOLICITORS,09/02/2011,194700
AMPHLETT LISSIMORE SOLICITORS,17/02/2011,196258
ANDARA TOOLS AND PLANT HIRE,09/02/2011,4197.95
ANDARA TOOLS AND PLANT HIRE,24/02/2011,3615.08
ANDREW BINNELL & ASSOCIATES LTD,15/02/2011,3240
ANGELS HUMAN RESOURCES LTD,08/02/2011,536.11
ANGELS HUMAN RESOURCES LTD,22/02/2011,988.51
ANSCO ARENA LIMITED,18/02/2011,5249.66
ANTHONY GOLD SOLICITORS,24/02/2011,6500
APEX LIFTS,23/02/2011,69127.32
APEX LIFTS,28/02/2011,7800
APOLLO PROPERTY SERVICES GROUP LIMITED,07/02/2011,19391.61
APOLLO PROPERTY SERVICES GROUP LIMITED,15/02/2011,18007.2
APOLLO PROPERTY SERVICES GROUP LIMITED,15/02/2011,1319.4
APOLLO PROPERTY SERVICES GROUP LIMITED,21/02/2011,1073319.17
APOLLO PROPERTY SERVICES GROUP LIMITED,23/02/2011,29393.14
APOLLO PROPERTY SERVICES GROUP LIMITED,23/02/2011,1431.46
APOLLO PROPERTY SERVICES GROUP LIMITED,23/02/2011,18070.33
APOLLO PROPERTY SERVICES GROUP LIMITED,23/02/2011,13311.6
APOLLO PROPERTY SERVICES GROUP LIMITED,23/02/2011,56643.9
APOLLO PROPERTY SERVICES GROUP LIMITED,23/02/2011,21245.18
APOLLO PROPERTY SERVICES GROUP LIMITED,23/02/2011,8350.73
APOLLO PROPERTY SERVICES GROUP LIMITED,23/02/2011,27453.56
APOLLO PROPERTY SERVICES GROUP LIMITED,25/02/2011,3659.38
APOLLO PROPERTY SERVICES GROUP LIMITED,28/02/2011,1551.6
ARCADIS UK LIMITED,03/02/2011,10357.63
ARCADIS UK LIMITED,18/02/2011,10357.63
ARCHANT LIFE LIMITED,22/02/2011,500
ARMSTRONG INTEGRATED LTD,07/02/2011,1814.2
ASD METAL SERVICES,07/02/2011,574.3
ASD METAL SERVICES,07/02/2011,1288.02
ASHDOWN SUPPLIES,25/02/2011,987
ASHWELL RECYCLED TIMBER PRODUCTS LTD,22/02/2011,552
ASK (GREENWICH) LTD,14/02/2011,875673.46
ASPEN HEATING LTD,07/02/2011,32001.84
ASPEN HEATING LTD,24/02/2011,120383.71
ASPREY MANAGEMENT SOLUTIONS,23/02/2011,1207.4
ASPREY MANAGEMENT SOLUTIONS,23/02/2011,12000
ASRA GREATER LONDON HOUSING ASSOCIATION LTD,22/02/2011,8280.41
AUDIT COMMISION,02/02/2011,56464.8
AUDIT COMMISION,17/02/2011,50196
AUDIT COMMISION,17/02/2011,3500.4
AUDIT COMMISION,28/02/2011,19800
AUTOMOBILE ASSOCIATION,14/02/2011,1654.4
AVERY HILL DAY NURSERY,08/02/2011,2673
AXCIS EDUCATION RECRUITMENT,08/02/2011,1158
AXCIS EDUCATION RECRUITMENT,08/02/2011,780
AXCIS EDUCATION RECRUITMENT,08/02/2011,926.4
AXCIS EDUCATION RECRUITMENT,08/02/2011,624
AXCIS EDUCATION RECRUITMENT,08/02/2011,780
AXCIS EDUCATION RECRUITMENT,16/02/2011,1158
AXCIS EDUCATION RECRUITMENT,16/02/2011,732
AXCIS EDUCATION RECRUITMENT,16/02/2011,624
AXCIS EDUCATION RECRUITMENT,24/02/2011,1158
AXCIS EDUCATION RECRUITMENT,24/02/2011,780
AXCIS EDUCATION RECRUITMENT,28/02/2011,1158
B & J ENTERPRISES OF KENT,25/02/2011,3763.2
B H EDUCATION,15/02/2011,3300
BABCOCK EDUCATION AND SKILLS LTD (INF),08/02/2011,48122.89
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,99875
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,80252.5
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,8812.5
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,5875
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,63156.25
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,8812.5
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,58750
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,50718.88
BABCOCK EDUCATION AND SKILLS LTD (INF),09/02/2011,5875
BABCOCK EDUCATION AND SKILLS LTD (INF),28/02/2011,6194.33
BABCOCK EDUCATION AND SKILLS LTD (INF),28/02/2011,1711.04
BAILEY ASSOCIATES,04/02/2011,1560.96
BAILEY ASSOCIATES,04/02/2011,11268.25
BAILEY ASSOCIATES,21/02/2011,2811.34
BAILEY ASSOCIATES,21/02/2011,9884.95
BAILEY ASSOCIATES,25/02/2011,13023.81
BAILY GARNER LLP,22/02/2011,2660.12
BALFOUR BEATTY CONSTRUCTION SCOTTISH & SOUTHERN LT,28/02/2011,232945.5
BARCHAM TREES PLC,09/02/2011,18316.55
BARCHAM TREES PLC,14/02/2011,868.68
BARLOW LYDE AND GILBERT LLP,03/02/2011,1531.47
BARLOW LYDE AND GILBERT LLP,08/02/2011,2058.69
BARLOW LYDE AND GILBERT LLP,18/02/2011,895.94
BARLOW LYDE AND GILBERT LLP,18/02/2011,4696.76
BARNFIELD PROJECT,04/02/2011,24583
BAY MEDIA,08/02/2011,3066.75
BEACH COMMUNICATIONS,03/02/2011,559.42
BEACH COMMUNICATIONS,03/02/2011,5987.75
BEACH COMMUNICATIONS,03/02/2011,3233.22
BEACH COMMUNICATIONS,03/02/2011,4203.76
BEACH COMMUNICATIONS,03/02/2011,5592
BEACH COMMUNICATIONS,03/02/2011,1638.15
BEACH COMMUNICATIONS,03/02/2011,554.06
BEACH COMMUNICATIONS,03/02/2011,1248.26
BEACH COMMUNICATIONS,03/02/2011,7239.65
BEACH COMMUNICATIONS,25/02/2011,7890.29
BENSASSON AND CHALMERS LIMITED,17/02/2011,3900
BENSASSON AND CHALMERS LIMITED,28/02/2011,7292.08
BERTRAM LIBRARY SERVICES,03/02/2011,1659.25
BERTRAM LIBRARY SERVICES,11/02/2011,1397.47
BERTRAM LIBRARY SERVICES,25/02/2011,1905.85
BERTRAM LIBRARY SERVICES,28/02/2011,1033.39
BEST PROPERTY SERVICES,18/02/2011,1100
BEST VALUE HOME CARE SERVICES UK LTD,09/02/2011,676.47
BEST VALUE HOME CARE SERVICES UK LTD,09/02/2011,650.76
BEST VALUE HOME CARE SERVICES UK LTD,09/02/2011,650.76
BEST VALUE HOME CARE SERVICES UK LTD,09/02/2011,676.47
BEST VALUE HOME CARE SERVICES UK LTD,09/02/2011,650.76
BEST VALUE HOME CARE SERVICES UK LTD,18/02/2011,542.56
BEST VALUE HOME CARE SERVICES UK LTD,21/02/2011,2175.19
BEST VALUE HOME CARE SERVICES UK LTD,21/02/2011,582.62
BEST VALUE HOME CARE SERVICES UK LTD,21/02/2011,505.8
BEST VALUE HOME CARE SERVICES UK LTD,21/02/2011,593.35
BEST VALUE HOME CARE SERVICES UK LTD,21/02/2011,1833.44
BEST VALUE HOME CARE SERVICES UK LTD,21/02/2011,968.65
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,562.95
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,723.32
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,919.57
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,612.55
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,2295.72
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,2706.82
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,1240.1
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,1116.67
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,764.34
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,801.39
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,938.73
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,855.4
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,526.82
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,1529.22
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,676.07
BEST VALUE HOME CARE SERVICES UK LTD,22/02/2011,824.46
BEST VALUE HOME CARE SERVICES UK LTD,23/02/2011,2205.84
BEST VALUE HOME CARE SERVICES UK LTD,23/02/2011,671.34
BEST VALUE HOME CARE SERVICES UK LTD,23/02/2011,535.67
BEST VALUE HOME CARE SERVICES UK LTD,23/02/2011,617.57
BEST VALUE HOME CARE SERVICES UK LTD,23/02/2011,1993.58
BEST VALUE HOME CARE SERVICES UK LTD,23/02/2011,739.58
BEST VALUE HOME CARE SERVICES UK LTD,23/02/2011,695.31
BEST VALUE HOME CARE SERVICES UK LTD,24/02/2011,963.92
BEST VALUE HOME CARE SERVICES UK LTD,24/02/2011,523.32
BEST VALUE HOME CARE SERVICES UK LTD,24/02/2011,676.47
BEST VALUE HOME CARE SERVICES UK LTD,24/02/2011,787.89
BEST VALUE HOME CARE SERVICES UK LTD,24/02/2011,1953.4
BEST VALUE HOME CARE SERVICES UK LTD,24/02/2011,695.31
BEST VALUE HOME CARE SERVICES UK LTD,24/02/2011,632.2
BEST VALUE HOME CARE SERVICES UK LTD,28/02/2011,656.86
BEST VALUE HOME CARE SERVICES UK LTD,28/02/2011,891.82
BEVAN BRITTAN LLP,03/02/2011,4912.44
BEVAN BRITTAN LLP,23/02/2011,4124.74
BIBBY FACTORS YORKSHIRE LIMITED,01/02/2011,2097.32
BIBBY FACTORS YORKSHIRE LIMITED,01/02/2011,524.36
BIBBY FACTORS YORKSHIRE LIMITED,01/02/2011,723.57
BIBBY FACTORS YORKSHIRE LIMITED,01/02/2011,538.54
BIBBY FACTORS YORKSHIRE LIMITED,02/02/2011,526.34
BIBBY FACTORS YORKSHIRE LIMITED,02/02/2011,1214.8
BIBBY FACTORS YORKSHIRE LIMITED,08/02/2011,2108.7
BIBBY FACTORS YORKSHIRE LIMITED,08/02/2011,524.36
BIBBY FACTORS YORKSHIRE LIMITED,09/02/2011,723.57
BIBBY FACTORS YORKSHIRE LIMITED,09/02/2011,538.54
BIBBY FACTORS YORKSHIRE LIMITED,09/02/2011,526.34
BIBBY FACTORS YORKSHIRE LIMITED,09/02/2011,1214.8
BIBBY FACTORS YORKSHIRE LIMITED,15/02/2011,2097.32
BIBBY FACTORS YORKSHIRE LIMITED,15/02/2011,524.36
BIBBY FACTORS YORKSHIRE LIMITED,15/02/2011,723.57
BIBBY FACTORS YORKSHIRE LIMITED,15/02/2011,526.34
BIBBY FACTORS YORKSHIRE LIMITED,15/02/2011,1214.8
BIBBY FACTORS YORKSHIRE LIMITED,21/02/2011,507.52
BIBBY FACTORS YORKSHIRE LIMITED,21/02/2011,2097.32
BIBBY FACTORS YORKSHIRE LIMITED,21/02/2011,524.36
BIBBY FACTORS YORKSHIRE LIMITED,21/02/2011,723.57
BIBBY FACTORS YORKSHIRE LIMITED,22/02/2011,526.34
BIBBY FACTORS YORKSHIRE LIMITED,22/02/2011,1428.37
BIG HAND PEOPLE LTD,04/02/2011,2136
BIOSHOCK NETWORKS LIMITED,16/02/2011,2500
BITE CP LTD,25/02/2011,4855.1
BITE CP LTD,28/02/2011,4449.73
BIZYLET LTD,21/02/2011,1032
BLACKHEATH HALLS,24/02/2011,2454
BLENHEIM CDP,04/02/2011,800
BLUE OCEAN SERVICES LTD,16/02/2011,770.82
BLUE OCEAN SERVICES LTD,18/02/2011,570.99
BOSTOCK MARKETING GROUP LTD,14/02/2011,1175
BOSTOCK MARKETING GROUP LTD,16/02/2011,587.5
BOURNE AMENITY LTD,24/02/2011,546
BOW EDUCATIONAL MAINTENANCE,18/02/2011,7242.91
BOW EDUCATIONAL MAINTENANCE,23/02/2011,4110.44
BRANDABLES LTD,22/02/2011,1842
BREYER GROUP PLC,01/02/2011,1508.89
BRIDGE 86,22/02/2011,18425.41
BROOK STREET BUREAU PLC,08/02/2011,758.67
BROOK STREET BUREAU PLC,08/02/2011,808.78
BROOK STREET BUREAU PLC,08/02/2011,588.07
BROOK STREET BUREAU PLC,08/02/2011,774.82
BROOK STREET BUREAU PLC,08/02/2011,508.62
BROOK STREET BUREAU PLC,08/02/2011,961.56
BROOK STREET BUREAU PLC,15/02/2011,846.96
BROOK STREET BUREAU PLC,15/02/2011,994.26
BROOK STREET BUREAU PLC,15/02/2011,994.26
BROOK STREET BUREAU PLC,15/02/2011,985.05
BROOK STREET BUREAU PLC,15/02/2011,705.14
BROOK STREET BUREAU PLC,15/02/2011,709.85
BROOK STREET BUREAU PLC,17/02/2011,645.89
BROOK STREET BUREAU PLC,21/02/2011,807.36
BROOK STREET BUREAU PLC,22/02/2011,933.72
BROOK STREET BUREAU PLC,22/02/2011,933.72
BROOK STREET BUREAU PLC,22/02/2011,774.82
BROOK STREET BUREAU PLC,22/02/2011,933.72
BROOK STREET BUREAU PLC,23/02/2011,645.89
BROWNS BOOKS FOR STUDENTS,04/02/2011,773.5
BRYEN & LANGLEY LIMITED,11/02/2011,925.9
BRYEN & LANGLEY LIMITED,16/02/2011,702.65
BT PLC,07/02/2011,1479
BT PLC,07/02/2011,1479
BT PLC,07/02/2011,1069.25
BT PLC,07/02/2011,838.7
BT PLC,10/02/2011,1856.88
BT PLC,14/02/2011,1069.7
BT PLC,17/02/2011,885.82
BT PLC,21/02/2011,1146.8
BT PLC,21/02/2011,1171.2
BT PLC,21/02/2011,865.67
BT PLC,22/02/2011,606.13
BURO HAPPOLD LTD,22/02/2011,18000
C AND D CONSULTANTS SOUTHERN LIMITED,03/02/2011,8700
C AND D CONSULTANTS SOUTHERN LIMITED,18/02/2011,11400
C.J. UPTON & SONS,17/02/2011,1657.3
CAI VISION -CI LIMITED,23/02/2011,28232.08
CALDER INSULATIONS LIMITED (JR FOWLER A/F),07/02/2011,16445.3
CALDER INSULATIONS LIMITED (JR FOWLER A/F),08/02/2011,631.2
CALDER INSULATIONS LIMITED (JR FOWLER A/F),08/02/2011,720
CALDER INSULATIONS LIMITED (JR FOWLER A/F),08/02/2011,528.75
CALDER INSULATIONS LIMITED (JR FOWLER A/F),10/02/2011,672
CALDER INSULATIONS LIMITED (JR FOWLER A/F),24/02/2011,720
CALDER INSULATIONS LIMITED (JR FOWLER A/F),24/02/2011,552
CALDER INSULATIONS LIMITED (JR FOWLER A/F),25/02/2011,672
CALDER INSULATIONS LIMITED (JR FOWLER A/F),25/02/2011,1704
CALFORD SEADEN (HEALTH & SAFETY) LTD,21/02/2011,1031.06
CAPITA  BUSINESS SERVICES LTD,09/02/2011,4118.88
CAPITA  BUSINESS SERVICES LTD,25/02/2011,14952
CAPITA  BUSINESS SERVICES LTD,25/02/2011,14640.5
CAPITA IT SERVICES (BSF) LIMITED,07/02/2011,2389.1
CAPITA IT SERVICES (BSF) LIMITED,07/02/2011,4067.45
CAPITA IT SERVICES (BSF) LIMITED,07/02/2011,3509
CAPITA IT SERVICES (BSF) LIMITED,07/02/2011,13013.5
CAPITA SHG RESOURCING (SOCIAL HSG),07/02/2011,4635.38
CAPITA SHG RESOURCING (SOCIAL HSG),21/02/2011,7890
CAPITAL ROOFING CO LIMITED,02/02/2011,4845.7
CAPITAL ROOFING CO LIMITED,07/02/2011,1620
CAPITAL ROOFING CO LIMITED,11/02/2011,951.75
CARDWELL CHILDRENS CENTRE,22/02/2011,28032.34
CARE OUTLOOK,16/02/2011,912.25
CARE OUTLOOK,16/02/2011,672.1
CARE OUTLOOK,16/02/2011,649.88
CARE OUTLOOK,16/02/2011,2284.46
CARE OUTLOOK,16/02/2011,2994.24
CARE OUTLOOK,16/02/2011,837.63
CARE OUTLOOK,16/02/2011,612.47
CARE OUTLOOK,16/02/2011,710.97
CARE OUTLOOK,16/02/2011,966.78
CARE OUTLOOK,16/02/2011,637.63
CARE OUTLOOK,16/02/2011,649.98
CARE OUTLOOK,16/02/2011,914.81
CARE OUTLOOK,16/02/2011,1877.6
CARE OUTLOOK,16/02/2011,662.29
CARE OUTLOOK,16/02/2011,649.98
CARE OUTLOOK,16/02/2011,1421.94
CARE OUTLOOK,16/02/2011,910.97
CARE OUTLOOK,16/02/2011,528.02
CARE OUTLOOK,16/02/2011,934.87
CARE OUTLOOK,16/02/2011,660.74
CARE OUTLOOK,16/02/2011,949.41
CARE OUTLOOK,16/02/2011,837.63
CARE OUTLOOK,16/02/2011,1879.62
CARE OUTLOOK,16/02/2011,723.16
CARE OUTLOOK,16/02/2011,1014.1
CARE OUTLOOK,16/02/2011,651.28
CARE OUTLOOK,16/02/2011,587.31
CARE OUTLOOK,16/02/2011,637.63
CARE OUTLOOK,16/02/2011,864.32
CARE OUTLOOK,16/02/2011,837.63
CARE OUTLOOK,16/02/2011,600.2
CARE OUTLOOK,16/02/2011,550.48
CARE OUTLOOK,16/02/2011,889.35
CARE OUTLOOK,16/02/2011,7211.4
CARE OUTLOOK,16/02/2011,1821.94
CARE OUTLOOK,16/02/2011,695.31
CARE OUTLOOK,16/02/2011,577.46
CARE OUTLOOK,16/02/2011,8386.62
CARE OUTLOOK,16/02/2011,723.32
CARE OUTLOOK,16/02/2011,782.97
CARE OUTLOOK,17/02/2011,930.21
CARE OUTLOOK,17/02/2011,786.99
CARE OUTLOOK,17/02/2011,520.44
CARE OUTLOOK,22/02/2011,910.97
CARE OUTLOOK,22/02/2011,878.23
CARE OUTLOOK,24/02/2011,567.12
CARE QUALITY COMMISSION,17/02/2011,596
CARE QUALITY COMMISSION,18/02/2011,1242
CAROUSEL RIDES LTD,21/02/2011,1556.87
CARPENTER & LOWE LTD,09/02/2011,2115
CARPET CORNER,23/02/2011,1371
CARPET CORNER,23/02/2011,2124
CARPET CORNER,25/02/2011,2120
CARPET CORNER,25/02/2011,1534
CARR-GOMM SOCIETY,22/02/2011,16880.68
CATHERINE RUSHFORTH & ASSOCIATES LIMITED,04/02/2011,4320
CAYSH HOUSING PROJECT,22/02/2011,7487.28
CBCE 2008 ADMIN OFFICE,18/02/2011,660
CEDARMORE HOUSING ASSOCIATION LTD,22/02/2011,1725.36
CENATUS CIC,15/02/2011,1000
CENTAUR MINICOACHES,17/02/2011,688
CENTREPOINT,22/02/2011,9984.91
CHARLTON PARK RFC,15/02/2011,900
CHESTNUT PRODUCTS LTD,08/02/2011,736.73
CHESTNUT PRODUCTS LTD,08/02/2011,1573.33
CHOICE SUPPORT,22/02/2011,4931.17
CHP MANAGEMENT LTD,15/02/2011,8514.81
CHP MANAGEMENT LTD,28/02/2011,132355.8
CHUBB FIRE LIMITED,03/02/2011,687.55
CHUBB FIRE LIMITED,23/02/2011,2993.64
CIPFA BUSINESS LIMITED,02/02/2011,775.5
CITY CENTRAL CLEANING AND SUPPORT SERVICES,22/02/2011,1221.6
CITY OF LONDON,01/02/2011,5338.25
CITY OF LONDON,09/02/2011,3914.95
CIVICA LIMITED,28/02/2011,881.25
CLARKES TRAVEL LIMITED,09/02/2011,566.4
CLASSROOM LIMITED,09/02/2011,1560
CLASSROOM LIMITED,09/02/2011,1248
CLASSROOM LIMITED,09/02/2011,1560
CLEVELAND POTASH LTD,09/02/2011,1190.16
CLEVELAND POTASH LTD,22/02/2011,12207.72
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),02/02/2011,5674.5
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),24/02/2011,4300
