Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,ALLEN LANE LTD,22625,1560,,SW1Y 5JH,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MORGAN HUNT UK LTD,23112,1356,,EC4M 7EG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Air Travel Overseas-Default,Marketing & Communications - Communications,"Personal Expense, Name Witheld",23302,97.9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Taxi Services UK-Default,Marketing & Communications - Communications,"Personal Expense, Name Witheld",23302,60,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-Default,Marketing & Communications - Communications,"Personal Expense, Name Witheld",23302,5.7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-Default,Marketing & Communications - Communications,"Personal Expense, Name Witheld",23302,4.15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,ALLEN LANE LTD,23331,1950,,BN11 2BW,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23704,54.12,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23704,29.7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23704,10.9,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23704,4.95,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23704,26.11,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23704,5.7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Rail Travel Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23705,1.08,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23705,22.25,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23705,5.79,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23705,40,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23705,78.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23705,25.82,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",23705,16.39,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",23706,75.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Strategic Trade - Developed Markets,"Personal Expense, Name Witheld",23707,21.45,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Strategic Trade - Developed Markets,"Personal Expense, Name Witheld",23707,117,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Hotel & Accommodation UK-UKTI (BIS) Devolved Admin,Strategic Trade - Developed Markets,"Personal Expense, Name Witheld",23707,206,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Strategic Trade - Developed Markets,"Personal Expense, Name Witheld",23707,10,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Strategic Trade - Developed Markets,"Personal Expense, Name Witheld",23707,31.64,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Developed Markets,"Personal Expense, Name Witheld",23707,2.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Developed Markets,"Personal Expense, Name Witheld",23707,6.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",23708,20,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",23708,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",23708,8.72,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",23708,5.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",23708,13.7,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",23709,115.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Hotel & Accommodation UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",23709,54,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",23709,10.55,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",23709,46.54,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23710,1.11,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23710,42.75,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Relationship Management,"Personal Expense, Name Witheld",23710,68.91,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23711,73,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Hotel & Accommodation UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23711,85,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23711,3.49,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23711,17.47,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",23711,8.1,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,ADAM PHONES LTD,23805,214.05,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,ADAM PHONES LTD,23805,324.16,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,ADAM PHONES LTD,23808,353.95,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,ADAM PHONES LTD,23808,167.29,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,ADAM PHONES LTD,23809,154.54,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Other Telephone Costs-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,ADAM PHONES LTD,23809,148.02,,W4 2ST,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,17/02/2014,Leasing of Reprographic Equipment-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development",RICOH UK LTD,23823,31.54,,NN4 7YL,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,18/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,23840,881.16,,SL1 1DB,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,18/02/2014,Stationery-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,BANNER BUSINESS SERVICES LTD,23893,3.92,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,18/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23931,15.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,18/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Partnerships & Business,"Personal Expense, Name Witheld",23931,15,,,EMPLOYEE,,,Administration
