Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Taxi Services Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21483,8.51,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Hotel & Accommodation Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21483,303.35,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21483,30,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21483,38.75,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21483,15.43,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21483,38,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",21483,484.09,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Services Industries,"Personal Expense, Name Witheld",21484,5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Strategic Trade - Services Industries,"Personal Expense, Name Witheld",21484,1.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,"Personal Expense, Name Witheld",21485,20.29,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,"Personal Expense, Name Witheld",21485,10.35,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,"Personal Expense, Name Witheld",21485,18.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21486,3.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21486,33.32,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21486,25,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21486,25.99,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21486,5.2,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",21487,50,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",21487,76.56,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Subsistence Overseas-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Regional Directorates,"Personal Expense, Name Witheld",21487,71.1,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21489,18.2,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Programme and Projects Service-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,NOW-C-CHANGE LTD (SEVENHILL GROUP),21494,2655.86,,RG26 3AU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21495,20.37,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Stationery-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,BANNER BUSINESS SERVICES LTD,21555,336.85,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Stationery-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,BANNER BUSINESS SERVICES LTD,21557,46.23,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Telecoms-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Head DSO Office,INTERCALL CONFERENCING SERVICES LTD,21565,167.65,,GL4 3HX,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Head DSO Office,JONES YARRELL LEADENHALL,21579,100.94,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Rentals Under Non-PFI Operating Leases - Buildings-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,LONDON & PARTNERS LTD,21593,6300,,SE1 2RR,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21604,14.41,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21605,42.67,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21607,162.31,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21608,21.25,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21609,124.64,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21610,65.77,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",VODAFONE LTD,21611,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Telecoms-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,21613,2.19,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development",VODAFONE LTD,21619,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21623,35.83,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,05/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21630,17.52,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,"Investment Development - Managing Director & Operations, Investment Development",VODAFONE LTD,9663,6.6,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,19782,881.16,,SL1 1DB,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Translation Services-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,FCO SERVICES,20683,2881.57,,MK19 7BH,WGA ONLY,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,VODAFONE LTD,20886,44.05,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,VODAFONE LTD,20892,-3.82,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,VODAFONE LTD,20896,-0.5,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,20904,881.16,,SL1 1DB,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21230,30,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21230,3.94,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Subsistence UK-Default,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21230,4.15,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Chief Operating Officer - Chief Operating Officer,"Personal Expense, Name Witheld",21230,12.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21498,6.21,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21498,34.91,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21500,34.72,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21500,178.64,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21518,22.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21520,16.24,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21522,19.57,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21523,27.01,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21524,16.62,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21524,7.04,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21525,0.02,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21525,0.05,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21533,88.93,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21535,100.81,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21535,137.69,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21536,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21537,14.02,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21538,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21539,22.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21540,20.88,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21540,24.36,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21541,51.79,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21542,30.94,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21543,30.34,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21544,22.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21545,24.62,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21546,26.62,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21546,103.97,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21547,5.53,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21548,13.41,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21550,22.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21551,15.87,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,VODAFONE LTD,21553,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,VODAFONE LTD,21612,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Middle-East, Russia, Turkey & Africa","Personal Expense, Name Witheld",21616,29.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Publications-UKTI (BIS) Devolved Admin,"Strategic Trade - Managing Director, Strategic Trade",JONES YARRELL LEADENHALL,21632,21.25,,E3 3JG,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Investment Development - Strategic Investment & Accounts,VODAFONE LTD,21636,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,21644,13.41,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Computer Equipment-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,CORE TECHNOLOGY SYSTEMS (UK) LTD,21685,35222.04,,E1 8DE,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Static Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,MINISTRY OF DEFENCE,21703,2041.45,,L2 3YL,WGA ONLY,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Advertising-UKTI (BIS) Devolved Admin,Chief Operating Officer - Strategy & Human Resources,CLEARVIEW IMAGING SERVICES LTD,21715,905,,E3 3JQ,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,21723,15.44,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Stationery-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development",BANNER BUSINESS SERVICES LTD,21725,91.98,,NR3 1QU,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Phones-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,21726,13.41,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Other ICT Costs-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,FUJITSU SERVICES LTD,21728,213,,WA3 9BD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Other ICT Costs-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,FUJITSU SERVICES LTD,21729,57828.2,,WA3 9BD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Rail Travel UK-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",21763,23.4,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Strategic Trade - Infrastructure & Life Science,"Personal Expense, Name Witheld",21763,30,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",21764,7.5,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Other Travel-UKTI (BIS) Devolved Admin,Defence and Security Organisation - Business Development,"Personal Expense, Name Witheld",21764,8.8,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21765,20,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21765,17.94,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mileage Allowance UK-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,"Personal Expense, Name Witheld",21765,246.6,,,EMPLOYEE,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,21792,6.24,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,"Trade Development - Managing Director, Trade Development",VODAFONE LTD,21799,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,CAPITA RESOURCING LTD,21805,3498,,DL1 9HN,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Trade Development - Service Delivery,VODAFONE LTD,21816,0.38,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,ADECCO UK LTD,21852,761.53,,WD6 1HY,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,Hire of Agency Staff-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,ADECCO UK LTD,21864,617.92,,B37 7YE,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,06/02/2014,IT Infrastructure Support-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,FUJITSU SERVICES LTD,21991,497.5,,WA3 9BD,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Mobile Call Charges-UKTI (BIS) Devolved Admin,Marketing & Communications - Communications,VODAFONE LTD,20064,4.8,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Air Travel UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",21314,78.5,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Taxi Services UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",21314,58.5,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Subsistence UK-UKTI (BIS) Devolved Admin,"Strategic Trade - Energy, Advanced Engineering and ICT","Personal Expense, Name Witheld",21314,28.51,,SW1H 0ET,,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,21615,15.39,,RG14 5FF,VENDOR,,,Administration
"Department for Business, Innovation and Skills",UK Trade and Investment Administration,07/02/2014,Mobile Line Rental-UKTI (BIS) Devolved Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,21624,15.39,,RG14 5FF,VENDOR,,,Administration
