ID,LSOA11CD,POPULATION,CRIMETYPE1,TIMEPERIOD,RT1000POP,NO_INCID
868,E01025408,1454,All Burglary,SEP-2014 to AUG-2015,15,22
878,E01025409,1340,All Burglary,SEP-2014 to AUG-2015,1,2
883,E01025411,2025,All Burglary,SEP-2014 to AUG-2015,3,6
887,E01025412,1478,All Burglary,SEP-2014 to AUG-2015,3,5
890,E01025413,1780,All Burglary,SEP-2014 to AUG-2015,1,2
894,E01025414,1565,All Burglary,SEP-2014 to AUG-2015,3,4
359,E01025415,2044,All Burglary,SEP-2014 to AUG-2015,2,4
368,E01025416,1524,All Burglary,SEP-2014 to AUG-2015,5,8
238,E01025160,1263,All Burglary,SEP-2014 to AUG-2015,6,7
252,E01025162,1358,All Burglary,SEP-2014 to AUG-2015,12,16
376,E01025190,1691,All Burglary,SEP-2014 to AUG-2015,6,10
389,E01025193,1330,All Burglary,SEP-2014 to AUG-2015,2,3
427,E01025197,1348,All Burglary,SEP-2014 to AUG-2015,3,4
442,E01025199,1668,All Burglary,SEP-2014 to AUG-2015,7,12
657,E01025260,1495,All Burglary,SEP-2014 to AUG-2015,7,10
678,E01025262,1514,All Burglary,SEP-2014 to AUG-2015,1,1
506,E01025344,1372,All Burglary,SEP-2014 to AUG-2015,7,10
550,E01025356,1534,All Burglary,SEP-2014 to AUG-2015,6,9
842,E01025402,1434,All Burglary,SEP-2014 to AUG-2015,6,8
844,E01025403,2066,All Burglary,SEP-2014 to AUG-2015,4,8
264,E01025164,1397,All Burglary,SEP-2014 to AUG-2015,8,11
268,E01025165,1498,All Burglary,SEP-2014 to AUG-2015,6,9
451,E01025200,1552,All Burglary,SEP-2014 to AUG-2015,4,6
215,E01025202,1415,All Burglary,SEP-2014 to AUG-2015,4,6
218,E01025203,1672,All Burglary,SEP-2014 to AUG-2015,6,10
223,E01025204,1638,All Burglary,SEP-2014 to AUG-2015,3,5
234,E01025206,1157,All Burglary,SEP-2014 to AUG-2015,2,2
250,E01025209,1674,All Burglary,SEP-2014 to AUG-2015,13,22
332,E01025211,1433,All Burglary,SEP-2014 to AUG-2015,4,6
353,E01025213,1130,All Burglary,SEP-2014 to AUG-2015,12,13
685,E01025263,1537,All Burglary,SEP-2014 to AUG-2015,1,2
690,E01025264,1472,All Burglary,SEP-2014 to AUG-2015,4,6
576,E01025363,1339,All Burglary,SEP-2014 to AUG-2015,10,13
582,E01025364,1261,All Burglary,SEP-2014 to AUG-2015,6,7
849,E01025404,1190,All Burglary,SEP-2014 to AUG-2015,4,5
851,E01025405,1192,All Burglary,SEP-2014 to AUG-2015,3,4
276,E01025168,1091,All Burglary,SEP-2014 to AUG-2015,3,3
284,E01025170,1664,All Burglary,SEP-2014 to AUG-2015,9,15
706,E01025265,1471,All Burglary,SEP-2014 to AUG-2015,7,10
712,E01025266,1259,All Burglary,SEP-2014 to AUG-2015,8,10
338,E01025309,1166,All Burglary,SEP-2014 to AUG-2015,8,9
363,E01025312,1664,All Burglary,SEP-2014 to AUG-2015,13,21
384,E01025315,1749,All Burglary,SEP-2014 to AUG-2015,5,9
390,E01025316,1481,All Burglary,SEP-2014 to AUG-2015,5,7
399,E01025317,1187,All Burglary,SEP-2014 to AUG-2015,15,18
412,E01025319,2138,All Burglary,SEP-2014 to AUG-2015,3,7
421,E01025320,1293,All Burglary,SEP-2014 to AUG-2015,3,4
430,E01025321,1313,All Burglary,SEP-2014 to AUG-2015,4,5
856,E01033226,1143,All Burglary,SEP-2014 to AUG-2015,11,13
580,E01025459,1704,All Burglary,SEP-2014 to AUG-2015,4,6
585,E01025460,2055,All Burglary,SEP-2014 to AUG-2015,7,15
588,E01025461,1924,All Burglary,SEP-2014 to AUG-2015,6,12
592,E01025462,1731,All Burglary,SEP-2014 to AUG-2015,8,13
596,E01025463,1393,All Burglary,SEP-2014 to AUG-2015,5,7
598,E01025464,1274,All Burglary,SEP-2014 to AUG-2015,5,6
603,E01025465,1111,All Burglary,SEP-2014 to AUG-2015,5,5
609,E01025466,1482,All Burglary,SEP-2014 to AUG-2015,4,6
619,E01025467,1997,All Burglary,SEP-2014 to AUG-2015,1,1
635,E01025470,1486,All Burglary,SEP-2014 to AUG-2015,7,11
651,E01025472,1417,All Burglary,SEP-2014 to AUG-2015,4,6
656,E01025473,1423,All Burglary,SEP-2014 to AUG-2015,8,11
662,E01025474,1159,All Burglary,SEP-2014 to AUG-2015,14,16
668,E01025475,1451,All Burglary,SEP-2014 to AUG-2015,2,3
696,E01025476,1354,All Burglary,SEP-2014 to AUG-2015,4,5
700,E01025477,1221,All Burglary,SEP-2014 to AUG-2015,7,8
703,E01025478,1174,All Burglary,SEP-2014 to AUG-2015,3,3
707,E01025479,1965,All Burglary,SEP-2014 to AUG-2015,18,36
724,E01025481,1469,All Burglary,SEP-2014 to AUG-2015,5,7
858,E01025406,1238,All Burglary,SEP-2014 to AUG-2015,4,5
862,E01025407,1996,All Burglary,SEP-2014 to AUG-2015,6,12
294,E01025173,1649,All Burglary,SEP-2014 to AUG-2015,6,10
343,E01025184,1665,All Burglary,SEP-2014 to AUG-2015,8,14
513,E01025239,1390,All Burglary,SEP-2014 to AUG-2015,6,8
517,E01025240,1592,All Burglary,SEP-2014 to AUG-2015,9,14
544,E01025243,1968,All Burglary,SEP-2014 to AUG-2015,13,25
557,E01025245,2629,All Burglary,SEP-2014 to AUG-2015,5,13
591,E01025250,1729,All Burglary,SEP-2014 to AUG-2015,6,11
818,E01025273,1418,All Burglary,SEP-2014 to AUG-2015,2,3
836,E01025274,1903,All Burglary,SEP-2014 to AUG-2015,6,11
437,E01025322,1379,All Burglary,SEP-2014 to AUG-2015,4,6
444,E01025323,1118,All Burglary,SEP-2014 to AUG-2015,7,8
447,E01025324,1476,All Burglary,SEP-2014 to AUG-2015,3,4
462,E01025326,1476,All Burglary,SEP-2014 to AUG-2015,2,3
466,E01025327,1361,All Burglary,SEP-2014 to AUG-2015,6,8
471,E01025329,1437,All Burglary,SEP-2014 to AUG-2015,1,2
472,E01025330,1354,All Burglary,SEP-2014 to AUG-2015,1,1
473,E01025331,1420,All Burglary,SEP-2014 to AUG-2015,4,6
899,E01025279,1938,All Burglary,SEP-2014 to AUG-2015,7,13
903,E01025280,1792,All Burglary,SEP-2014 to AUG-2015,9,17
907,E01025281,1513,All Burglary,SEP-2014 to AUG-2015,5,8
919,E01025284,1798,All Burglary,SEP-2014 to AUG-2015,8,15
621,E01025468,1711,All Burglary,SEP-2014 to AUG-2015,1,1
882,E01025410,1378,All Burglary,SEP-2014 to AUG-2015,4,6
375,E01025417,1432,All Burglary,SEP-2014 to AUG-2015,6,8
381,E01025418,1434,All Burglary,SEP-2014 to AUG-2015,3,4
392,E01025419,1589,All Burglary,SEP-2014 to AUG-2015,1,1
403,E01025420,2731,All Burglary,SEP-2014 to AUG-2015,4,12
411,E01025421,2421,All Burglary,SEP-2014 to AUG-2015,4,9
415,E01025422,1338,All Burglary,SEP-2014 to AUG-2015,4,6
362,E01025188,2000,All Burglary,SEP-2014 to AUG-2015,11,21
369,E01025189,1704,All Burglary,SEP-2014 to AUG-2015,12,21
840,E01025276,1744,All Burglary,SEP-2014 to AUG-2015,13,23
940,E01025305,1658,All Burglary,SEP-2014 to AUG-2015,4,7
629,E01025469,1545,All Burglary,SEP-2014 to AUG-2015,3,4
643,E01025471,1517,All Burglary,SEP-2014 to AUG-2015,3,4
728,E01025482,1438,All Burglary,SEP-2014 to AUG-2015,3,5
733,E01025483,2220,All Burglary,SEP-2014 to AUG-2015,2,4
738,E01025484,2003,All Burglary,SEP-2014 to AUG-2015,2,4
742,E01025485,1698,All Burglary,SEP-2014 to AUG-2015,3,5
752,E01025487,1670,All Burglary,SEP-2014 to AUG-2015,1,2
766,E01025491,1798,All Burglary,SEP-2014 to AUG-2015,4,7
798,E01025495,2069,All Burglary,SEP-2014 to AUG-2015,10,20
804,E01025497,1538,All Burglary,SEP-2014 to AUG-2015,2,3
822,E01025500,1540,All Burglary,SEP-2014 to AUG-2015,3,5
861,E01025502,1615,All Burglary,SEP-2014 to AUG-2015,3,5
429,E01025423,1374,All Burglary,SEP-2014 to AUG-2015,7,10
438,E01025424,1296,All Burglary,SEP-2014 to AUG-2015,2,2
443,E01025425,1370,All Burglary,SEP-2014 to AUG-2015,4,5
450,E01025426,1241,All Burglary,SEP-2014 to AUG-2015,12,15
458,E01025427,1354,All Burglary,SEP-2014 to AUG-2015,4,5
464,E01025428,1581,All Burglary,SEP-2014 to AUG-2015,4,6
469,E01025429,1377,All Burglary,SEP-2014 to AUG-2015,1,2
475,E01025430,1958,All Burglary,SEP-2014 to AUG-2015,2,3
378,E01025191,1256,All Burglary,SEP-2014 to AUG-2015,2,3
382,E01025192,1427,All Burglary,SEP-2014 to AUG-2015,4,6
941,E01025306,1854,All Burglary,SEP-2014 to AUG-2015,18,34
333,E01025308,1703,All Burglary,SEP-2014 to AUG-2015,11,18
921,E01025286,1795,All Burglary,SEP-2014 to AUG-2015,17,31
923,E01025288,1600,All Burglary,SEP-2014 to AUG-2015,8,13
928,E01025293,2038,All Burglary,SEP-2014 to AUG-2015,5,10
715,E01025480,1404,All Burglary,SEP-2014 to AUG-2015,3,4
748,E01025486,1626,All Burglary,SEP-2014 to AUG-2015,3,5
885,E01025506,1950,All Burglary,SEP-2014 to AUG-2015,10,19
889,E01025507,1496,All Burglary,SEP-2014 to AUG-2015,5,8
891,E01025508,1328,All Burglary,SEP-2014 to AUG-2015,4,5
896,E01025510,1364,All Burglary,SEP-2014 to AUG-2015,15,20
898,E01025511,1139,All Burglary,SEP-2014 to AUG-2015,4,5
483,E01025431,1753,All Burglary,SEP-2014 to AUG-2015,8,14
489,E01025433,1795,All Burglary,SEP-2014 to AUG-2015,3,5
416,E01025196,1631,All Burglary,SEP-2014 to AUG-2015,3,5
342,E01025310,1555,All Burglary,SEP-2014 to AUG-2015,7,11
347,E01025311,1333,All Burglary,SEP-2014 to AUG-2015,11,14
930,E01025295,2610,All Burglary,SEP-2014 to AUG-2015,10,27
932,E01025297,2020,All Burglary,SEP-2014 to AUG-2015,10,20
934,E01025299,1457,All Burglary,SEP-2014 to AUG-2015,3,5
935,E01025300,1099,All Burglary,SEP-2014 to AUG-2015,13,14
937,E01025302,1247,All Burglary,SEP-2014 to AUG-2015,3,4
938,E01025303,1331,All Burglary,SEP-2014 to AUG-2015,6,8
478,E01025333,1252,All Burglary,SEP-2014 to AUG-2015,2,3
480,E01025334,1533,All Burglary,SEP-2014 to AUG-2015,1,2
