post_date,Category,Spend,Number of Transactions
15/05/2014,Travel/Airlines," £(1,697.75)",1
15/05/2014,Computer Program/Sys Design, £610.46 ,1
15/05/2014,Computer Program/Sys Design," £1,473.81 ",1
15/05/2014,Electrical Parts/Equipment," £1,032.00 ",1
15/05/2014,Electrical Parts/Equipment," £1,422.94 ",1
15/05/2014,Electrical Parts/Equipment, £903.79 ,1
15/05/2014,Catalog Merchant," £1,051.87 ",1
15/05/2014,Training," £1,500.00 ",1
15/05/2014,Computer Software Stores, £853.34 ,1
15/05/2014,Hotels, £773.47 ,1
15/05/2014,Furniture/Equip Stores," £1,499.00 ",1
15/05/2014,Furniture/Equip Stores, £545.28 ,1
15/05/2014,Hotels, £624.20 ,1
15/05/2014,Hotels, £693.70 ,1
15/05/2014,Travel/Airlines, £770.70 ,1
15/05/2014,Catering," £1,041.33 ",1
15/05/2014,Travel/Airlines, £615.36 ,1
15/05/2014,Travel/Airlines," £2,203.24 ",1
15/05/2014,Travel/Airlines," £2,833.34 ",1
15/05/2014,Travel/Airlines," £2,203.35 ",1
15/05/2014,Travel/Airlines, £898.90 ,1
15/05/2014,Travel/Airlines, £607.40 ,1
15/05/2014,Travel/Airlines, £641.93 ,1
15/05/2014,Hotels," £1,316.13 ",1
15/05/2014,Travel/Airlines," £(1,029.84)",1
15/05/2014,Travel/Airlines, £502.23 ,1
16/05/2014,Travel/Airlines, £908.78 ,1
16/05/2014,Computers/Peripherals/Software, £927.00 ,1
16/05/2014,Direct Marketers, £874.97 ,1
16/05/2014,Hotels, £500.47 ,1
16/05/2014,Car Hire," £2,776.19 ",1
16/05/2014,Travel/Airlines," £2,074.92 ",1
16/05/2014,Travel/Airlines," £2,076.96 ",1
16/05/2014,Travel/Airlines, £726.80 ,1
16/05/2014,Travel/Airlines, £760.30 ,1
16/05/2014,Travel/Airlines, £760.30 ,1
16/05/2014,Travel/Airlines, £(684.76),1
16/05/2014,Hotels," £2,257.46 ",1
16/05/2014,Travel/Airlines, £792.93 ,1
16/05/2014,Hotels," £1,005.92 ",1
16/05/2014,Advertising Services," £1,597.20 ",1
16/05/2014,Hardware Stores, £815.98 ,1
16/05/2014,Electrical Parts/Equipment, £849.67 ,1
16/05/2014,Electrical Parts/Equipment," £1,461.60 ",1
16/05/2014,Electrical Parts/Equipment, £984.00 ,1
16/05/2014,Computers/Peripherals/Software," £1,140.16 ",1
16/05/2014,Travel/Airlines, £606.90 ,1
16/05/2014,Travel/Airlines, £606.90 ,1
16/05/2014,Direct Marketers," £1,184.04 ",1
16/05/2014,Travel/Airlines, £648.30 ,1
16/05/2014,Travel/Airlines, £648.30 ,1
16/05/2014,Travel/Airlines," £2,661.25 ",1
16/05/2014,Travel/Airlines," £2,006.70 ",1
16/05/2014,Travel/Airlines," £1,422.50 ",1
16/05/2014,Travel/Airlines," £2,213.95 ",1
16/05/2014,Travel/Airlines, £990.70 ,1
16/05/2014,Travel/Airlines," £1,219.80 ",1
16/05/2014,Travel/Airlines," £1,628.91 ",1
16/05/2014,Travel/Airlines, £855.84 ,1
16/05/2014,Travel/Airlines, £(695.00),1
16/05/2014,Travel/Airlines," £(1,628.91)",1
16/05/2014,Diy & Household Stores," £1,800.00 ",1
16/05/2014,Lumber/Build. Supply Stores," £1,356.14 ",1
16/05/2014,Lumber/Build. Supply Stores, £784.13 ,1
16/05/2014,"Heating, Plumbing, Air Cond"," £1,353.24 ",1
16/05/2014,Electrical Parts/Equipment, £703.66 ,1
16/05/2014,Computers/Peripherals/Software," £1,080.00 ",1
19/05/2014,Lumber/Build. Supply Stores, £912.44 ,1
19/05/2014,Electrical Parts/Equipment, £583.96 ,1
19/05/2014,Electrical Parts/Equipment," £2,068.50 ",1
19/05/2014,"Heating, Plumbing, Air Cond"," £1,110.70 ",1
19/05/2014,Travel/Airlines," £2,091.03 ",1
19/05/2014,Travel/Airlines," £1,680.00 ",1
19/05/2014,Travel/Airlines," £2,891.65 ",1
19/05/2014,Travel/Airlines," £1,333.50 ",1
19/05/2014,Travel/Airlines," £1,021.60 ",1
19/05/2014,Travel/Airlines," £1,000.00 ",1
19/05/2014,Hotels, £830.22 ,1
19/05/2014,Travel/Airlines," £(1,333.38)",1
19/05/2014,Hotels, £825.92 ,1
19/05/2014,Electrical Parts/Equipment, £554.40 ,1
19/05/2014,Architectural/Eng/Survey, £642.41 ,1
19/05/2014,Electrical Parts/Equipment, £541.92 ,1
19/05/2014,Hotels," £3,006.23 ",1
19/05/2014,Hotels," £1,037.89 ",1
19/05/2014,Hotels," £1,058.82 ",1
19/05/2014,Hotels, £651.50 ,1
19/05/2014,Hotels, £543.63 ,1
19/05/2014,Hotels, £561.18 ,1
19/05/2014,Travel/Airlines, £596.40 ,1
19/05/2014,Travel/Airlines, £612.29 ,1
19/05/2014,Travel/Airlines, £612.29 ,1
19/05/2014,Travel/Airlines, £612.29 ,1
19/05/2014,Travel/Airlines," £1,318.25 ",1
19/05/2014,Travel/Airlines," £2,000.90 ",1
19/05/2014,Travel/Airlines," £1,290.77 ",1
19/05/2014,Travel/Airlines," £1,202.05 ",1
19/05/2014,Travel/Airlines, £798.55 ,1
19/05/2014,Travel/Airlines, £599.30 ,1
19/05/2014,Travel/Airlines, £577.75 ,1
19/05/2014,Drapery & Upholstery Stores, £687.50 ,1
19/05/2014,Misc Home Furnishing Specialty," £1,015.00 ",1
19/05/2014,Travel/Airlines, £693.15 ,1
19/05/2014,Industrial Supplies ," £1,422.72 ",1
19/05/2014,Hotels," £5,489.42 ",1
19/05/2014,Hotels, £846.44 ,1
19/05/2014,Travel/Airlines, £705.55 ,1
19/05/2014,Travel/Airlines, £781.16 ,1
19/05/2014,Hotels," £1,590.09 ",1
19/05/2014,Hotels," £1,771.82 ",1
19/05/2014,Computers/Peripherals/Software, £927.00 ,1
19/05/2014,Hotels, £957.55 ,1
19/05/2014,Hotels, £958.16 ,1
19/05/2014,Hotels, £764.40 ,1
19/05/2014,Hotels, £981.81 ,1
20/05/2014,Travel/Airlines, £702.24 ,1
20/05/2014,Hotels, £717.25 ,1
20/05/2014,Travel/Airlines, £612.29 ,1
20/05/2014,Travel/Airlines," £1,857.51 ",1
20/05/2014,Travel/Airlines, £543.40 ,1
20/05/2014,Diy & Household Stores," £1,349.60 ",1
20/05/2014,Hotels, £852.00 ,1
20/05/2014,Hotels," £1,426.09 ",1
20/05/2014,Training, £576.00 ,1
20/05/2014,Travel/Airlines," £4,393.00 ",1
20/05/2014,Computer Program/Sys Design, £895.25 ,1
20/05/2014,Computer Program/Sys Design, £741.52 ,1
21/05/2014,Computer Program/Sys Design," £1,452.63 ",1
21/05/2014,Computer Program/Sys Design," £1,364.60 ",1
21/05/2014,Computer Program/Sys Design, £714.10 ,1
21/05/2014,Travel/Airlines, £716.75 ,1
21/05/2014,Travel/Airlines," £2,308.85 ",1
21/05/2014,Travel/Airlines," £3,527.95 ",1
21/05/2014,Travel/Airlines," £(3,589.95)",1
21/05/2014,Electrical Parts/Equipment, £558.32 ,1
21/05/2014,Metal Service Centers," £1,464.51 ",1
21/05/2014,Electrical Parts/Equipment," £1,072.80 ",1
21/05/2014,Electrical Parts/Equipment," £1,160.34 ",1
21/05/2014,Commercial Equipment," £1,032.00 ",1
21/05/2014,Travel/Airlines, £621.43 ,1
21/05/2014,Hotels, £720.19 ,1
21/05/2014,Travel/Airlines," £1,008.65 ",1
21/05/2014,Travel/Airlines, £757.92 ,1
21/05/2014,Travel/Airlines, £509.79 ,1
21/05/2014,Travel/Airlines, £684.20 ,1
21/05/2014,Travel/Airlines, £762.54 ,1
21/05/2014,Travel/Airlines," £1,400.80 ",1
21/05/2014,Travel/Airlines," £1,400.80 ",1
21/05/2014,Travel/Airlines," £2,733.28 ",1
21/05/2014,Travel/Airlines," £2,266.85 ",1
21/05/2014,Travel/Airlines," £2,266.85 ",1
21/05/2014,Travel/Airlines," £1,436.95 ",1
21/05/2014,Travel/Airlines, £557.00 ,1
21/05/2014,Travel/Airlines, £580.70 ,1
21/05/2014,Industrial Supplies , £803.48 ,1
21/05/2014,Hotels, £549.56 ,1
21/05/2014,Travel/Airlines, £774.49 ,1
22/05/2014,Travel/Airlines, £596.27 ,1
22/05/2014,Hotels," £1,428.49 ",1
22/05/2014,Travel/Airlines," £2,398.60 ",1
22/05/2014,Travel/Airlines," £2,747.12 ",1
22/05/2014,Travel/Airlines," £1,972.95 ",1
22/05/2014,Travel/Airlines," £1,972.95 ",1
22/05/2014,Travel/Airlines," £1,635.15 ",1
22/05/2014,Travel/Airlines," £1,635.15 ",1
22/05/2014,Travel/Airlines, £840.15 ,1
22/05/2014,Travel/Airlines," £2,049.45 ",1
22/05/2014,Travel/Airlines," £1,754.95 ",1
22/05/2014,Travel/Airlines, £789.80 ,1
22/05/2014,Travel/Airlines," £2,630.50 ",1
22/05/2014,Travel/Airlines," £2,630.50 ",1
22/05/2014,Travel/Airlines," £(2,171.30)",1
22/05/2014,Computers/Peripherals/Software," £1,974.60 ",1
22/05/2014,Travel/Airlines, £769.07 ,1
22/05/2014,Electrical Parts/Equipment, £867.60 ,1
22/05/2014,Training," £1,100.00 ",1
22/05/2014,Hotels," £1,374.44 ",1
22/05/2014,Stationery/Office Supplies," £1,030.00 ",1
22/05/2014,Travel/Airlines," £1,457.05 ",1
22/05/2014,Travel/Airlines," £1,919.45 ",1
22/05/2014,Travel/Airlines," £4,390.95 ",1
22/05/2014,Travel/Airlines," £1,046.80 ",1
22/05/2014,Travel/Airlines, £833.60 ,1
22/05/2014,Insurance Sales/Underwrite, £978.96 ,1
23/05/2014,Stationery Stores, £534.10 ,1
23/05/2014,Stationery Stores, £898.43 ,1
23/05/2014,Computer Program/Sys Design, £514.55 ,1
23/05/2014,Computer Program/Sys Design, £566.16 ,1
23/05/2014,Travel/Airlines, £855.89 ,1
23/05/2014,Travel/Airlines," £(1,297.80)",1
23/05/2014,Hotels, £964.92 ,1
23/05/2014,Lumber/Build. Supply Stores, £652.39 ,1
23/05/2014,Lumber/Build. Supply Stores," £1,099.24 ",1
23/05/2014,Travel/Airlines, £987.00 ,1
23/05/2014,Travel/Airlines, £987.00 ,1
23/05/2014,Travel/Airlines, £602.80 ,1
23/05/2014,Professional Services ," £1,184.40 ",1
23/05/2014,Travel/Airlines, £644.90 ,1
23/05/2014,Travel/Airlines," £1,040.75 ",1
23/05/2014,Travel/Airlines," £3,145.95 ",1
23/05/2014,Travel/Airlines," £3,884.90 ",1
23/05/2014,Travel/Airlines," £3,884.90 ",1
23/05/2014,Travel/Airlines," £4,738.85 ",1
23/05/2014,Travel/Airlines," £(2,695.65)",1
23/05/2014,Travel/Airlines, £(550.70),1
23/05/2014,Diy & Household Stores," £2,929.02 ",1
23/05/2014,Furniture/Equip Stores, £699.92 ,1
23/05/2014,Hotels, £899.30 ,1
23/05/2014,Direct Marketers," £1,250.00 ",1
23/05/2014,Travel/Airlines, £545.45 ,1
23/05/2014,Travel/Airlines, £911.90 ,1
26/05/2014,Hotels, £829.20 ,1
26/05/2014,Hotels, £595.97 ,1
26/05/2014,Hotels, £552.26 ,1
26/05/2014,Hotels," £3,652.13 ",1
26/05/2014,Furniture/Equip Stores," £3,045.60 ",1
26/05/2014,Diy & Household Stores," £2,881.12 ",1
26/05/2014,Travel/Airlines," £1,157.36 ",1
26/05/2014,Travel/Airlines," £3,091.63 ",1
26/05/2014,Travel/Airlines, £586.58 ,1
26/05/2014,Travel/Airlines, £586.58 ,1
26/05/2014,Travel/Airlines, £771.50 ,1
26/05/2014,Travel/Airlines, £811.25 ,1
26/05/2014,Travel/Airlines," £4,176.55 ",1
26/05/2014,Travel/Airlines, £599.30 ,1
26/05/2014,Travel/Airlines, £854.20 ,1
26/05/2014,Travel/Airlines, £550.30 ,1
26/05/2014,Travel/Airlines, £550.30 ,1
26/05/2014,Travel/Airlines," £4,390.95 ",1
26/05/2014,Travel/Airlines," £4,390.95 ",1
26/05/2014,Travel/Airlines," £4,390.95 ",1
26/05/2014,Travel/Airlines," £4,722.90 ",1
26/05/2014,Travel/Airlines," £4,704.35 ",1
26/05/2014,Travel/Airlines, £791.30 ,1
26/05/2014,Electrical Parts/Equipment, £632.71 ,1
26/05/2014,Hotels, £652.47 ,1
26/05/2014,Travel/Airlines, £607.78 ,1
26/05/2014,Travel/Airlines, £638.94 ,1
26/05/2014,Hotels, £958.84 ,1
26/05/2014,Diy & Household Stores, £876.36 ,1
26/05/2014,Architectural/Eng/Survey, £928.80 ,1
26/05/2014,Electrical Parts/Equipment, £617.35 ,1
26/05/2014,Lumber/Build. Supply Stores," £1,701.22 ",1
26/05/2014,Lumber/Build. Supply Stores," £(1,314.58)",1
26/05/2014,Travel/Airlines," £2,327.61 ",1
26/05/2014,Travel/Airlines," £3,152.91 ",1
26/05/2014,Travel/Airlines," £3,420.00 ",1
26/05/2014,Travel/Airlines," £2,213.95 ",1
26/05/2014,Travel/Airlines," £(2,213.95)",1
26/05/2014,Travel/Airlines, £(930.70),1
26/05/2014,Travel/Airlines," £(1,219.80)",1
26/05/2014,Hotels, £649.35 ,1
27/05/2014,Travel/Airlines," £3,781.20 ",1
27/05/2014,Electrical Parts/Equipment, £680.74 ,1
27/05/2014,Hotels," £1,185.01 ",1
27/05/2014,Travel/Airlines," £3,051.75 ",1
27/05/2014,Travel/Airlines, £840.15 ,1
27/05/2014,Travel/Airlines," £3,051.75 ",1
