DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ControlDate,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_kg,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation,NotAcceptable2,ReasonForRefusal,DecsionControlDate,NumberOfConsignments
2017-07-08,2017,Q3,Jul,8,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),200,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-08,2017,Q3,Jul,8,2017-07,,IN,Heathrow,IN,India,GB,GB,7099990,Other,950,3846,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-08,2017,Q3,Jul,8,2017-07,,CN,Heathrow,CN,China,GB,GB,7049090,Other,200,1140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-08,2017,Q3,Jul,8,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,200,800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-08,2017,Q3,Jul,8,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1280,15360,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-08,2017,Q3,Jul,8,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-08,2017,Q3,Jul,8,2017-07,,ET,Heathrow,ET,Ethiopia,GB,GB,9041200,Crushed or ground,80,2000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,,1
2017-07-08,2017,Q3,Jul,8,2017-07,,ET,Heathrow,ET,Ethiopia,GB,GB,9041200,Crushed or ground,80,2000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-08,2017,Q3,Jul,8,2017-07,,ET,Heathrow,ET,Ethiopia,GB,GB,9041200,Crushed or ground,80,2000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Salmonella spp.,satisfactory,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,409,936,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),296,1480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,1179,3078,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),12,144,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),44,286,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,225,900,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),450,2250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),79,3300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),300,1500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,TH,Heathrow,TH,Thailand,GB,GB,7093000,Aubergines (eggplants),6,30,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),1072,2141,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,150,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,3200,40000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,3200,40000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),76,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-09,2017,Q3,Jul,9,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),100,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Heathrow,IN,India,GB,GB,7099990,Other,720,2620,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),130,844,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,DO,Gatwick,DO,Dominican Republic,GB,GB,7096099,Other,248,943,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24920,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24880,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24920,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,1800,16200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,1800,16200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,10560,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2300,11500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,7200,36000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,7200,36000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,7200,36000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,10063094,Medium grain,2400,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Heathrow,IN,India,GB,GB,7099990,Other,750,2730,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,1000,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,1000,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,6000,28200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,6000,28200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,JP,Southampton P,JP,Japan,GB,GB,19059055,Extruded or expanded products savoury or salted,145,221.35,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2392,11960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2310,11550,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2290,11450,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,3600,16200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,80620,Dried,1650,20625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,20,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,CN,Felixstowe P,CN,China,GB,GB,9023000,Black tea (fermented) and partly fermented tea in immediate packings of a content not exceeding 3|kg,125,2100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2392,13156,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2068,14240,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,600,6000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,200,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,80,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,NG,Heathrow,NG,Nigeria,GB,GB,12077000,Melon seeds,13,325,Human consumption,Not Satisfactory,no,2. Destruction,Not Done,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),,1
2017-07-10,2017,Q3,Jul,10,2017-07,,NG,Heathrow,NG,Nigeria,GB,GB,12077000,Melon seeds,13,325,Human consumption,Not Satisfactory,no,2. Destruction,Not Done,Not Done,No,-,-,-,destruction,6. Other create RASFF notification,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,US,Felixstowe P,US,United States,GB,GB,8025100,In shell,20,19958,Further process,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,US,Felixstowe P,US,United States,GB,GB,8025100,In shell,20,19958,Further process,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Further process,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8042090,Dried,600,7200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9109105,Curry,250,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,250,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,2600,12900,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Liverpool,IN,India,GB,GB,13023290,Of guar seeds,360,9000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Liverpool,IN,India,GB,GB,13023290,Of guar seeds,360,9000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Liverpool,IN,India,GB,GB,13023290,Of guar seeds,360,9000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Liverpool,IN,India,GB,GB,13023290,Of guar seeds,360,9000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,100,720,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,8,0.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2400,12000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,80,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,600,15000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,540,13500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,HK,Felixstowe P,HK,China,GB,GB,9023000,Black tea (fermented) and partly fermented tea in immediate packings of a content not exceeding 3|kg,79,882.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,HK,Felixstowe P,HK,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,70,840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-10,2017,Q3,Jul,10,2017-07,,IN,Belfast City Council (CED),IN,India,GB,GB,9042200,Crushed or ground,70,1400,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,,1
