Geo_Name,Geo_Code,Mid_Year_Ending,Gender,Age,Population_Estimate
Belfast East,N06000001,2001,All People,57,1024
Belfast East,N06000001,2001,All People,58,1077
Belfast East,N06000001,2001,All People,59,968
Belfast East,N06000001,2001,All People,60,819
Belfast East,N06000001,2001,All People,61,852
Belfast East,N06000001,2001,All People,62,921
Belfast East,N06000001,2001,All People,63,911
Belfast East,N06000001,2001,All People,64,884
Belfast East,N06000001,2001,All People,65,890
Belfast East,N06000001,2001,All People,66,812
Belfast East,N06000001,2001,All People,67,836
Belfast East,N06000001,2001,All People,68,858
Belfast East,N06000001,2001,All People,69,852
Belfast East,N06000001,2001,All People,70,913
Belfast East,N06000001,2001,All People,71,901
Belfast East,N06000001,2001,All People,72,826
Belfast East,N06000001,2001,All People,73,753
Belfast East,N06000001,2001,All People,74,834
Belfast East,N06000001,2001,All People,75,813
Belfast East,N06000001,2001,All People,76,761
Belfast East,N06000001,2001,All People,77,750
Belfast East,N06000001,2001,All People,78,702
Belfast East,N06000001,2001,All People,79,683
Belfast East,N06000001,2001,All People,80,633
Belfast East,N06000001,2001,All People,81,628
Belfast East,N06000001,2001,All People,82,458
Belfast East,N06000001,2001,All People,83,395
Belfast East,N06000001,2001,All People,84,366
Belfast East,N06000001,2001,All People,85,324
Belfast East,N06000001,2001,All People,86,325
Belfast East,N06000001,2001,All People,87,260
Belfast East,N06000001,2001,All People,88,213
Belfast East,N06000001,2001,All People,89,185
Belfast East,N06000001,2001,All People,90,600
Belfast East,N06000001,2001,Females,0,409
Belfast East,N06000001,2001,Females,1,524
Belfast East,N06000001,2001,Females,2,544
Belfast East,N06000001,2001,Females,3,530
Belfast East,N06000001,2001,Females,4,558
Belfast East,N06000001,2001,Females,5,498
Belfast East,N06000001,2001,Females,6,525
Belfast East,N06000001,2001,Females,7,564
Belfast East,N06000001,2001,Females,8,539
Belfast East,N06000001,2001,Females,9,562
Belfast East,N06000001,2001,Females,10,596
Belfast East,N06000001,2001,Females,11,579
Belfast East,N06000001,2001,Females,12,598
Belfast East,N06000001,2001,Females,13,574
Belfast East,N06000001,2001,Females,14,613
Belfast East,N06000001,2001,Females,15,596
Belfast East,N06000001,2001,Females,16,568
Belfast East,N06000001,2001,Females,17,584
Belfast East,N06000001,2001,Females,18,512
Belfast East,N06000001,2001,Females,19,430
Belfast East,N06000001,2001,Females,20,425
Belfast East,N06000001,2001,Females,21,460
Belfast East,N06000001,2001,Females,22,465
Belfast East,N06000001,2001,Females,23,477
Belfast East,N06000001,2001,Females,24,479
Belfast East,N06000001,2001,Females,25,559
Belfast East,N06000001,2001,Females,26,547
Belfast East,N06000001,2001,Females,27,611
Belfast East,N06000001,2001,Females,28,648
Belfast East,N06000001,2001,Females,29,647
Belfast East,N06000001,2001,Females,30,670
Belfast East,N06000001,2001,Females,31,711
Belfast East,N06000001,2001,Females,32,729
Belfast East,N06000001,2001,Females,33,689
Belfast East,N06000001,2001,Females,34,793
Belfast East,N06000001,2001,Females,35,749
Belfast East,N06000001,2001,Females,36,766
Belfast East,N06000001,2001,Females,37,756
Belfast East,N06000001,2001,Females,38,698
Belfast East,N06000001,2001,Females,39,698
Belfast East,N06000001,2001,Females,40,739
Belfast East,N06000001,2001,Females,41,674
Belfast East,N06000001,2001,Females,42,693
Belfast East,N06000001,2001,Females,43,644
Belfast East,N06000001,2001,Females,44,655
Belfast East,N06000001,2001,Females,45,647
Belfast East,N06000001,2001,Females,46,543
Belfast East,N06000001,2001,Females,47,531
Belfast East,N06000001,2001,Females,48,550
Belfast East,N06000001,2001,Females,49,504
Belfast East,N06000001,2001,Females,50,512
Belfast East,N06000001,2001,Females,51,503
Belfast East,N06000001,2001,Females,52,495
Belfast East,N06000001,2001,Females,53,528
Belfast East,N06000001,2001,Females,54,596
Belfast East,N06000001,2001,Females,55,491
Belfast East,N06000001,2001,Females,56,506
Belfast East,N06000001,2001,Females,57,559
Belfast East,N06000001,2001,Females,58,560
Belfast East,N06000001,2001,Females,59,492
Belfast East,N06000001,2001,Females,60,445
Belfast East,N06000001,2001,Females,61,447
Belfast East,N06000001,2001,Females,62,485
Belfast East,N06000001,2001,Females,63,476
Belfast East,N06000001,2001,Females,64,469
Belfast East,N06000001,2001,Females,65,506
Belfast East,N06000001,2001,Females,66,465
Belfast East,N06000001,2001,Females,67,453
Belfast East,N06000001,2001,Females,68,484
Belfast East,N06000001,2001,Females,69,478
Belfast East,N06000001,2001,Females,70,534
Belfast East,N06000001,2001,Females,71,535
Belfast East,N06000001,2001,Females,72,491
Belfast East,N06000001,2001,Females,73,447
Belfast East,N06000001,2001,Females,74,499
Belfast East,N06000001,2001,Females,75,487
Belfast East,N06000001,2001,Females,76,442
Belfast East,N06000001,2001,Females,77,468
Belfast East,N06000001,2001,Females,78,437
Belfast East,N06000001,2001,Females,79,442
Belfast East,N06000001,2001,Females,80,414
Belfast East,N06000001,2001,Females,81,394
Belfast East,N06000001,2001,Females,82,291
Belfast East,N06000001,2001,Females,83,255
Belfast East,N06000001,2001,Females,84,262
Belfast East,N06000001,2001,Females,85,220
Belfast East,N06000001,2001,Females,86,226
Belfast East,N06000001,2001,Females,87,181
Belfast East,N06000001,2001,Females,88,151
Belfast East,N06000001,2001,Females,89,133
Belfast East,N06000001,2001,Females,90,484
Belfast East,N06000001,2001,Males,0,418
Belfast East,N06000001,2001,Males,1,521
Belfast East,N06000001,2001,Males,2,615
Belfast East,N06000001,2001,Males,3,502
Belfast East,N06000001,2001,Males,4,548
Belfast East,N06000001,2001,Males,5,570
Belfast East,N06000001,2001,Males,6,554
Belfast East,N06000001,2001,Males,7,549
Belfast East,N06000001,2001,Males,8,584
Belfast East,N06000001,2001,Males,9,673
Belfast East,N06000001,2001,Males,10,595
Belfast East,N06000001,2001,Males,11,639
Belfast East,N06000001,2001,Males,12,581
Belfast East,N06000001,2001,Males,13,611
Belfast East,N06000001,2001,Males,14,629
Belfast East,N06000001,2001,Males,15,609
Belfast East,N06000001,2001,Males,16,563
Belfast East,N06000001,2001,Males,17,544
Belfast East,N06000001,2001,Males,18,565
Belfast East,N06000001,2001,Males,19,486
Belfast East,N06000001,2001,Males,20,484
Belfast East,N06000001,2001,Males,21,478
Belfast East,N06000001,2001,Males,22,438
Belfast East,N06000001,2001,Males,23,386
Belfast East,N06000001,2001,Males,24,418
Belfast East,N06000001,2001,Males,25,500
Belfast East,N06000001,2001,Males,26,530
Belfast East,N06000001,2001,Males,27,572
Belfast East,N06000001,2001,Males,28,580
Belfast East,N06000001,2001,Males,29,584
Belfast East,N06000001,2001,Males,30,662
Belfast East,N06000001,2001,Males,31,628
Belfast East,N06000001,2001,Males,32,651
Belfast East,N06000001,2001,Males,33,673
Belfast East,N06000001,2001,Males,34,685
Belfast East,N06000001,2001,Males,35,705
Belfast East,N06000001,2001,Males,36,697
Belfast East,N06000001,2001,Males,37,719
Belfast East,N06000001,2001,Males,38,666
Belfast East,N06000001,2001,Males,39,652
Belfast East,N06000001,2001,Males,40,660
Belfast East,N06000001,2001,Males,41,662
Belfast East,N06000001,2001,Males,42,592
Belfast East,N06000001,2001,Males,43,638
Belfast East,N06000001,2001,Males,44,580
Belfast East,N06000001,2001,Males,45,576
Belfast East,N06000001,2001,Males,46,536
Belfast East,N06000001,2001,Males,47,558
Belfast East,N06000001,2001,Males,48,570
Belfast East,N06000001,2001,Males,49,539
Belfast East,N06000001,2001,Males,50,510
Belfast East,N06000001,2001,Males,51,491
Belfast East,N06000001,2001,Males,52,473
Belfast East,N06000001,2001,Males,53,496
Belfast East,N06000001,2001,Males,54,534
Belfast East,N06000001,2001,Males,55,490
Belfast East,N06000001,2001,Males,56,458
Belfast East,N06000001,2001,Males,57,465
Belfast East,N06000001,2001,Males,58,517
Belfast East,N06000001,2001,Males,59,476
Belfast East,N06000001,2001,Males,60,374
Belfast East,N06000001,2001,Males,61,405
Belfast East,N06000001,2001,Males,62,436
Belfast East,N06000001,2001,Males,63,435
Belfast East,N06000001,2001,Males,64,415
Belfast East,N06000001,2001,Males,65,384
Belfast East,N06000001,2001,Males,66,347
Belfast East,N06000001,2001,Males,67,383
Belfast East,N06000001,2001,Males,68,374
Belfast East,N06000001,2001,Males,69,374
Belfast East,N06000001,2001,Males,70,379
Belfast East,N06000001,2001,Males,71,366
Belfast East,N06000001,2001,Males,72,335
Belfast East,N06000001,2001,Males,73,306
Belfast East,N06000001,2001,Males,74,335
Belfast East,N06000001,2001,Males,75,326
Belfast East,N06000001,2001,Males,76,319
Belfast East,N06000001,2001,Males,77,282
Belfast East,N06000001,2001,Males,78,265
Belfast East,N06000001,2001,Males,79,241
Belfast East,N06000001,2001,Males,80,219
Belfast East,N06000001,2001,Males,81,234
Belfast East,N06000001,2001,Males,82,167
Belfast East,N06000001,2001,Males,83,140
Belfast East,N06000001,2001,Males,84,104
Belfast East,N06000001,2001,Males,85,104
Belfast East,N06000001,2001,Males,86,99
Belfast East,N06000001,2001,Males,87,79
Belfast East,N06000001,2001,Males,88,62
Belfast East,N06000001,2001,Males,89,52
Belfast East,N06000001,2001,Males,90,116
Belfast East,N06000001,2002,All People,0,977
Belfast East,N06000001,2002,All People,1,822
Belfast East,N06000001,2002,All People,2,1029
Belfast East,N06000001,2002,All People,3,1137
Belfast East,N06000001,2002,All People,4,1031
Belfast East,N06000001,2002,All People,5,1120
Belfast East,N06000001,2002,All People,6,1061
Belfast East,N06000001,2002,All People,7,1070
Belfast East,N06000001,2002,All People,8,1111
Belfast East,N06000001,2002,All People,9,1124
Belfast East,N06000001,2002,All People,10,1214
Belfast East,N06000001,2002,All People,11,1168
Belfast East,N06000001,2002,All People,12,1205
Belfast East,N06000001,2002,All People,13,1165
Belfast East,N06000001,2002,All People,14,1171
Belfast East,N06000001,2002,All People,15,1221
Belfast East,N06000001,2002,All People,16,1181
Belfast East,N06000001,2002,All People,17,1124
Belfast East,N06000001,2002,All People,18,1113
Belfast East,N06000001,2002,All People,19,1008
Belfast East,N06000001,2002,All People,20,1005
Belfast East,N06000001,2002,All People,21,911
Belfast East,N06000001,2002,All People,22,947
Belfast East,N06000001,2002,All People,23,940
Belfast East,N06000001,2002,All People,24,920
Belfast East,N06000001,2002,All People,25,948
Belfast East,N06000001,2002,All People,26,1086
Belfast East,N06000001,2002,All People,27,1136
Belfast East,N06000001,2002,All People,28,1201
Belfast East,N06000001,2002,All People,29,1229
Belfast East,N06000001,2002,All People,30,1257
Belfast East,N06000001,2002,All People,31,1361
Belfast East,N06000001,2002,All People,32,1326
Belfast East,N06000001,2002,All People,33,1341
Belfast East,N06000001,2002,All People,34,1334
Belfast East,N06000001,2002,All People,35,1435
Belfast East,N06000001,2002,All People,36,1457
Belfast East,N06000001,2002,All People,37,1453
Belfast East,N06000001,2002,All People,38,1450
Belfast East,N06000001,2002,All People,39,1348
Belfast East,N06000001,2002,All People,40,1333
Belfast East,N06000001,2002,All People,41,1389
Belfast East,N06000001,2002,All People,42,1332
Belfast East,N06000001,2002,All People,43,1268
Belfast East,N06000001,2002,All People,44,1262
Belfast East,N06000001,2002,All People,45,1217
Belfast East,N06000001,2002,All People,46,1211
Belfast East,N06000001,2002,All People,47,1072
Belfast East,N06000001,2002,All People,48,1089
Belfast East,N06000001,2002,All People,49,1105
Belfast East,N06000001,2002,All People,50,1031
Belfast East,N06000001,2002,All People,51,993
Belfast East,N06000001,2002,All People,52,982
Belfast East,N06000001,2002,All People,53,955
Belfast East,N06000001,2002,All People,54,1000
Belfast East,N06000001,2002,All People,55,1089
Belfast East,N06000001,2002,All People,56,970
Belfast East,N06000001,2002,All People,57,956
Belfast East,N06000001,2002,All People,58,1007
Belfast East,N06000001,2002,All People,59,1065
Belfast East,N06000001,2002,All People,60,939
Belfast East,N06000001,2002,All People,61,805
Belfast East,N06000001,2002,All People,62,836
Belfast East,N06000001,2002,All People,63,905
Belfast East,N06000001,2002,All People,64,896
Belfast East,N06000001,2002,All People,65,858
Belfast East,N06000001,2002,All People,66,863
Belfast East,N06000001,2002,All People,67,797
Belfast East,N06000001,2002,All People,68,810
Belfast East,N06000001,2002,All People,69,829
Belfast East,N06000001,2002,All People,70,830
Belfast East,N06000001,2002,All People,71,886
Belfast East,N06000001,2002,All People,72,880
Belfast East,N06000001,2002,All People,73,789
Belfast East,N06000001,2002,All People,74,730
Belfast East,N06000001,2002,All People,75,802
Belfast East,N06000001,2002,All People,76,775
Belfast East,N06000001,2002,All People,77,732
Belfast East,N06000001,2002,All People,78,706
Belfast East,N06000001,2002,All People,79,657
Belfast East,N06000001,2002,All People,80,643
Belfast East,N06000001,2002,All People,81,570
Belfast East,N06000001,2002,All People,82,582
Belfast East,N06000001,2002,All People,83,423
Belfast East,N06000001,2002,All People,84,361
Belfast East,N06000001,2002,All People,85,333
Belfast East,N06000001,2002,All People,86,283
Belfast East,N06000001,2002,All People,87,273
Belfast East,N06000001,2002,All People,88,230
Belfast East,N06000001,2002,All People,89,176
Belfast East,N06000001,2002,All People,90,631
Belfast East,N06000001,2002,Females,0,477
Belfast East,N06000001,2002,Females,1,406
Belfast East,N06000001,2002,Females,2,525
Belfast East,N06000001,2002,Females,3,532
Belfast East,N06000001,2002,Females,4,523
Belfast East,N06000001,2002,Females,5,560
Belfast East,N06000001,2002,Females,6,497
Belfast East,N06000001,2002,Females,7,520
Belfast East,N06000001,2002,Females,8,557
Belfast East,N06000001,2002,Females,9,544
Belfast East,N06000001,2002,Females,10,556
Belfast East,N06000001,2002,Females,11,573
Belfast East,N06000001,2002,Females,12,577
Belfast East,N06000001,2002,Females,13,592
Belfast East,N06000001,2002,Females,14,567
Belfast East,N06000001,2002,Females,15,606
Belfast East,N06000001,2002,Females,16,598
Belfast East,N06000001,2002,Females,17,575
Belfast East,N06000001,2002,Females,18,572
Belfast East,N06000001,2002,Females,19,470
Belfast East,N06000001,2002,Females,20,444
Belfast East,N06000001,2002,Females,21,430
Belfast East,N06000001,2002,Females,22,475
Belfast East,N06000001,2002,Females,23,499
Belfast East,N06000001,2002,Females,24,512
Belfast East,N06000001,2002,Females,25,514
Belfast East,N06000001,2002,Females,26,565
Belfast East,N06000001,2002,Females,27,586
Belfast East,N06000001,2002,Females,28,621
Belfast East,N06000001,2002,Females,29,648
Belfast East,N06000001,2002,Females,30,645
Belfast East,N06000001,2002,Females,31,689
Belfast East,N06000001,2002,Females,32,711
Belfast East,N06000001,2002,Females,33,709
Belfast East,N06000001,2002,Females,34,675
Belfast East,N06000001,2002,Females,35,778
Belfast East,N06000001,2002,Females,36,747
Belfast East,N06000001,2002,Females,37,759
Belfast East,N06000001,2002,Females,38,738
Belfast East,N06000001,2002,Females,39,693
Belfast East,N06000001,2002,Females,40,696
Belfast East,N06000001,2002,Females,41,734
Belfast East,N06000001,2002,Females,42,665
Belfast East,N06000001,2002,Females,43,683
Belfast East,N06000001,2002,Females,44,634
Belfast East,N06000001,2002,Females,45,647
Belfast East,N06000001,2002,Females,46,641
Belfast East,N06000001,2002,Females,47,545
Belfast East,N06000001,2002,Females,48,535
Belfast East,N06000001,2002,Females,49,544
Belfast East,N06000001,2002,Females,50,504
Belfast East,N06000001,2002,Females,51,497
Belfast East,N06000001,2002,Females,52,494
Belfast East,N06000001,2002,Females,53,488
Belfast East,N06000001,2002,Females,54,513
Belfast East,N06000001,2002,Females,55,575
Belfast East,N06000001,2002,Females,56,489
Belfast East,N06000001,2002,Females,57,502
Belfast East,N06000001,2002,Females,58,549
Belfast East,N06000001,2002,Females,59,557
Belfast East,N06000001,2002,Females,60,482
Belfast East,N06000001,2002,Females,61,435
Belfast East,N06000001,2002,Females,62,445
Belfast East,N06000001,2002,Females,63,475
Belfast East,N06000001,2002,Females,64,469
Belfast East,N06000001,2002,Females,65,467
Belfast East,N06000001,2002,Females,66,492
Belfast East,N06000001,2002,Females,67,463
Belfast East,N06000001,2002,Females,68,448
Belfast East,N06000001,2002,Females,69,470
Belfast East,N06000001,2002,Females,70,471
Belfast East,N06000001,2002,Females,71,526
Belfast East,N06000001,2002,Females,72,525
Belfast East,N06000001,2002,Females,73,474
Belfast East,N06000001,2002,Females,74,434
Belfast East,N06000001,2002,Females,75,485
Belfast East,N06000001,2002,Females,76,470
Belfast East,N06000001,2002,Females,77,433
Belfast East,N06000001,2002,Females,78,449
Belfast East,N06000001,2002,Females,79,418
Belfast East,N06000001,2002,Females,80,417
Belfast East,N06000001,2002,Females,81,380
Belfast East,N06000001,2002,Females,82,359
Belfast East,N06000001,2002,Females,83,277
Belfast East,N06000001,2002,Females,84,232
Belfast East,N06000001,2002,Females,85,243
Belfast East,N06000001,2002,Females,86,192
Belfast East,N06000001,2002,Females,87,196
Belfast East,N06000001,2002,Females,88,160
Belfast East,N06000001,2002,Females,89,131
Belfast East,N06000001,2002,Females,90,497
Belfast East,N06000001,2002,Males,0,500
Belfast East,N06000001,2002,Males,1,416
Belfast East,N06000001,2002,Males,2,504
Belfast East,N06000001,2002,Males,3,605
Belfast East,N06000001,2002,Males,4,508
Belfast East,N06000001,2002,Males,5,560
Belfast East,N06000001,2002,Males,6,564
Belfast East,N06000001,2002,Males,7,550
Belfast East,N06000001,2002,Males,8,554
Belfast East,N06000001,2002,Males,9,580
Belfast East,N06000001,2002,Males,10,658
Belfast East,N06000001,2002,Males,11,595
Belfast East,N06000001,2002,Males,12,628
Belfast East,N06000001,2002,Males,13,573
Belfast East,N06000001,2002,Males,14,604
Belfast East,N06000001,2002,Males,15,615
Belfast East,N06000001,2002,Males,16,583
Belfast East,N06000001,2002,Males,17,549
Belfast East,N06000001,2002,Males,18,541
Belfast East,N06000001,2002,Males,19,538
Belfast East,N06000001,2002,Males,20,561
Belfast East,N06000001,2002,Males,21,481
Belfast East,N06000001,2002,Males,22,472
Belfast East,N06000001,2002,Males,23,441
Belfast East,N06000001,2002,Males,24,408
Belfast East,N06000001,2002,Males,25,434
Belfast East,N06000001,2002,Males,26,521
Belfast East,N06000001,2002,Males,27,550
Belfast East,N06000001,2002,Males,28,580
Belfast East,N06000001,2002,Males,29,581
Belfast East,N06000001,2002,Males,30,612
Belfast East,N06000001,2002,Males,31,672
Belfast East,N06000001,2002,Males,32,615
Belfast East,N06000001,2002,Males,33,632
Belfast East,N06000001,2002,Males,34,659
Belfast East,N06000001,2002,Males,35,657
Belfast East,N06000001,2002,Males,36,710
Belfast East,N06000001,2002,Males,37,694
Belfast East,N06000001,2002,Males,38,712
Belfast East,N06000001,2002,Males,39,655
Belfast East,N06000001,2002,Males,40,637
Belfast East,N06000001,2002,Males,41,655
Belfast East,N06000001,2002,Males,42,667
Belfast East,N06000001,2002,Males,43,585
Belfast East,N06000001,2002,Males,44,628
Belfast East,N06000001,2002,Males,45,570
Belfast East,N06000001,2002,Males,46,570
Belfast East,N06000001,2002,Males,47,527
Belfast East,N06000001,2002,Males,48,554
Belfast East,N06000001,2002,Males,49,561
Belfast East,N06000001,2002,Males,50,527
Belfast East,N06000001,2002,Males,51,496
Belfast East,N06000001,2002,Males,52,488
Belfast East,N06000001,2002,Males,53,467
Belfast East,N06000001,2002,Males,54,487
Belfast East,N06000001,2002,Males,55,514
Belfast East,N06000001,2002,Males,56,481
Belfast East,N06000001,2002,Males,57,454
Belfast East,N06000001,2002,Males,58,458
Belfast East,N06000001,2002,Males,59,508
Belfast East,N06000001,2002,Males,60,457
Belfast East,N06000001,2002,Males,61,370
Belfast East,N06000001,2002,Males,62,391
Belfast East,N06000001,2002,Males,63,430
Belfast East,N06000001,2002,Males,64,427
Belfast East,N06000001,2002,Males,65,391
Belfast East,N06000001,2002,Males,66,371
Belfast East,N06000001,2002,Males,67,334
Belfast East,N06000001,2002,Males,68,362
Belfast East,N06000001,2002,Males,69,359
Belfast East,N06000001,2002,Males,70,359
Belfast East,N06000001,2002,Males,71,360
Belfast East,N06000001,2002,Males,72,355
Belfast East,N06000001,2002,Males,73,315
Belfast East,N06000001,2002,Males,74,296
Belfast East,N06000001,2002,Males,75,317
Belfast East,N06000001,2002,Males,76,305
Belfast East,N06000001,2002,Males,77,299
Belfast East,N06000001,2002,Males,78,257
Belfast East,N06000001,2002,Males,79,239
Belfast East,N06000001,2002,Males,80,226
Belfast East,N06000001,2002,Males,81,190
Belfast East,N06000001,2002,Males,82,223
Belfast East,N06000001,2002,Males,83,146
Belfast East,N06000001,2002,Males,84,129
Belfast East,N06000001,2002,Males,85,90
Belfast East,N06000001,2002,Males,86,91
Belfast East,N06000001,2002,Males,87,77
Belfast East,N06000001,2002,Males,88,70
Belfast East,N06000001,2002,Males,89,45
Belfast East,N06000001,2002,Males,90,134
Belfast East,N06000001,2003,All People,0,992
Belfast East,N06000001,2003,All People,1,950
Belfast East,N06000001,2003,All People,2,812
Belfast East,N06000001,2003,All People,3,990
Belfast East,N06000001,2003,All People,4,1109
Belfast East,N06000001,2003,All People,5,1034
Belfast East,N06000001,2003,All People,6,1120
Belfast East,N06000001,2003,All People,7,1056
Belfast East,N06000001,2003,All People,8,1048
Belfast East,N06000001,2003,All People,9,1099
Belfast East,N06000001,2003,All People,10,1114
Belfast East,N06000001,2003,All People,11,1195
Belfast East,N06000001,2003,All People,12,1161
Belfast East,N06000001,2003,All People,13,1191
Belfast East,N06000001,2003,All People,14,1158
Belfast East,N06000001,2003,All People,15,1172
Belfast East,N06000001,2003,All People,16,1215
Belfast East,N06000001,2003,All People,17,1170
Belfast East,N06000001,2003,All People,18,1088
Belfast East,N06000001,2003,All People,19,1031
Belfast East,N06000001,2003,All People,20,1086
Belfast East,N06000001,2003,All People,21,973
Belfast East,N06000001,2003,All People,22,931
Belfast East,N06000001,2003,All People,23,943
Belfast East,N06000001,2003,All People,24,955
Belfast East,N06000001,2003,All People,25,979
Belfast East,N06000001,2003,All People,26,961
Belfast East,N06000001,2003,All People,27,1081
Belfast East,N06000001,2003,All People,28,1175
Belfast East,N06000001,2003,All People,29,1187
Belfast East,N06000001,2003,All People,30,1260
Belfast East,N06000001,2003,All People,31,1238
Belfast East,N06000001,2003,All People,32,1358
Belfast East,N06000001,2003,All People,33,1346
Belfast East,N06000001,2003,All People,34,1339
Belfast East,N06000001,2003,All People,35,1317
Belfast East,N06000001,2003,All People,36,1446
Belfast East,N06000001,2003,All People,37,1436
Belfast East,N06000001,2003,All People,38,1445
Belfast East,N06000001,2003,All People,39,1439
Belfast East,N06000001,2003,All People,40,1318
Belfast East,N06000001,2003,All People,41,1324
Belfast East,N06000001,2003,All People,42,1379
Belfast East,N06000001,2003,All People,43,1328
Belfast East,N06000001,2003,All People,44,1253
Belfast East,N06000001,2003,All People,45,1247
Belfast East,N06000001,2003,All People,46,1204
Belfast East,N06000001,2003,All People,47,1198
Belfast East,N06000001,2003,All People,48,1059
Belfast East,N06000001,2003,All People,49,1082
Belfast East,N06000001,2003,All People,50,1092
Belfast East,N06000001,2003,All People,51,1022
Belfast East,N06000001,2003,All People,52,989
Belfast East,N06000001,2003,All People,53,975
Belfast East,N06000001,2003,All People,54,947
Belfast East,N06000001,2003,All People,55,981
Belfast East,N06000001,2003,All People,56,1076
Belfast East,N06000001,2003,All People,57,955
Belfast East,N06000001,2003,All People,58,954
Belfast East,N06000001,2003,All People,59,987
Belfast East,N06000001,2003,All People,60,1041
Belfast East,N06000001,2003,All People,61,927
Belfast East,N06000001,2003,All People,62,799
Belfast East,N06000001,2003,All People,63,832
Belfast East,N06000001,2003,All People,64,896
Belfast East,N06000001,2003,All People,65,879
Belfast East,N06000001,2003,All People,66,834
Belfast East,N06000001,2003,All People,67,845
Belfast East,N06000001,2003,All People,68,780
Belfast East,N06000001,2003,All People,69,771
Belfast East,N06000001,2003,All People,70,800
Belfast East,N06000001,2003,All People,71,807
Belfast East,N06000001,2003,All People,72,858
Belfast East,N06000001,2003,All People,73,851
Belfast East,N06000001,2003,All People,74,761
Belfast East,N06000001,2003,All People,75,709
Belfast East,N06000001,2003,All People,76,770
Belfast East,N06000001,2003,All People,77,749
Belfast East,N06000001,2003,All People,78,687
Belfast East,N06000001,2003,All People,79,675
Belfast East,N06000001,2003,All People,80,611
Belfast East,N06000001,2003,All People,81,603
Belfast East,N06000001,2003,All People,82,543
Belfast East,N06000001,2003,All People,83,522
Belfast East,N06000001,2003,All People,84,380
Belfast East,N06000001,2003,All People,85,325
Belfast East,N06000001,2003,All People,86,289
Belfast East,N06000001,2003,All People,87,241
Belfast East,N06000001,2003,All People,88,245
Belfast East,N06000001,2003,All People,89,194
Belfast East,N06000001,2003,All People,90,641
Belfast East,N06000001,2003,Females,0,461
Belfast East,N06000001,2003,Females,1,466
Belfast East,N06000001,2003,Females,2,404
Belfast East,N06000001,2003,Females,3,498
Belfast East,N06000001,2003,Females,4,529
Belfast East,N06000001,2003,Females,5,527
Belfast East,N06000001,2003,Females,6,561
Belfast East,N06000001,2003,Females,7,496
Belfast East,N06000001,2003,Females,8,511
Belfast East,N06000001,2003,Females,9,554
Belfast East,N06000001,2003,Females,10,548
Belfast East,N06000001,2003,Females,11,552
Belfast East,N06000001,2003,Females,12,570
Belfast East,N06000001,2003,Females,13,568
Belfast East,N06000001,2003,Females,14,588
Belfast East,N06000001,2003,Females,15,569
Belfast East,N06000001,2003,Females,16,606
Belfast East,N06000001,2003,Females,17,588
Belfast East,N06000001,2003,Females,18,552
