Newcastle City Council Invoices over £500 paid in July 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Adult and Culture,Social Services-Carefirst              ,05/07/10,SCARBOROUGH COURT NURSING HOME,4725925,Revenue,2433.74
Adult and Culture,Social Services-Carefirst              ,05/07/10,SILVER HOWE CARE CENTRE,4726016,Revenue,1293.68
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOLWAY HOUSE,4741727,Revenue,1055.96
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOLWAY HOUSE,4741728,Revenue,1071.36
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOUTH CHOWDENE NURSING HOME,4741770,Revenue,1218.80
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOUTH QUAY CARE HOME,4741780,Revenue,4232.80
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOUTHERN CROSS HEALTHCARE,4741798,Revenue,30315.95
Adult and Culture,Social Services-Carefirst              ,05/07/10,SOUTHERN CROSS HEALTHCARE,4726042,Revenue,1222.30
Adult and Culture,Social Services-Carefirst              ,05/07/10,SOUTHERN CROSS HEALTHCARE,4726009,Revenue,1280.20
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOUTHERN CROSS HEALTHCARE GROUP LTD,4741736,Revenue,3280.20
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOUTHERN CROSS HEALTHCARE GROUP PLC,4741777,Revenue,5262.96
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOUTHERN CROSS HEALTHCARE GROUP PLC,4741748,Revenue,6968.48
Adult and Culture,Social Services-Carefirst              ,05/07/10,SOUTHERN CROSS HEALTHCARE GROUP PLC,4725926,Revenue,3641.92
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOVEREIGN COURT,4741769,Revenue,26738.71
Adult and Culture,Social Services-Carefirst              ,18/07/10,SOVEREIGN LODGE,4741732,Revenue,29247.00
Adult and Culture,Social Services-Carefirst              ,05/07/10,ST AIDENS COTTAGE,4725987,Revenue,2640.40
Adult and Culture,Social Services-Carefirst              ,05/07/10,ST ANNES RESIDENTIAL HOME,4725941,Revenue,1230.60
Adult and Culture,Social Services-Carefirst              ,12/07/10,ST ANTHONYS OF PADUA CARE SERVICES,4735990,Revenue,29436.84
Adult and Culture,Social Services-Carefirst              ,04/07/10,ST ANTHONYS OF PADUA CARE SERVICES,4724042,Revenue,13224.00
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST CATHERINES,4741724,Revenue,43890.11
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST CATHERINES,4741802,Revenue,2772.40
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST CUTHBERTS CARE,4741741,Revenue,9848.40
Adult and Culture,Social Services-Carefirst              ,12/07/10,ST CUTHBERTS CARE,4735984,Revenue,29628.32
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST JOSEPHS,4741765,Revenue,21281.51
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST JOSEPHS,4741810,Revenue,1468.00
Adult and Culture,Social Services-Carefirst              ,05/07/10,ST MARKS COURT,4726001,Revenue,7403.04
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST MARY MAGDALENE,4741739,Revenue,15369.73
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST MARYS CONVENT,4741766,Revenue,1215.28
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST OSWALDS NURSING HOME,4741773,Revenue,1259.08
Adult and Culture,Social Services-Carefirst              ,18/07/10,ST PETERS COURT,4741767,Revenue,1092.60
Adult and Culture,Social Services-Carefirst              ,05/07/10,ST SAVIOURS CARE HOME LTD,4725953,Revenue,1106.78
Adult and Culture,Social Services-Carefirst              ,05/07/10,STANLEY BURN RESIDENTIAL CARE HOME,4725905,Revenue,1176.60
Adult and Culture,Social Services-Carefirst              ,05/07/10,STANLEY PARK CARE CENTRE,4725982,Revenue,3777.76
Adult and Culture,Social Services-Carefirst              ,05/07/10,STANTON LODGE,4725892,Revenue,3572.67
Adult and Culture,Social Services-Carefirst              ,05/07/10,SUNNINGDALE LODGE EMI UNIT,4725933,Revenue,2613.24
Adult and Culture,Social Services-Carefirst              ,05/07/10,SUNNINGDALE NH TAMWORTH,4726003,Revenue,1037.52
Adult and Culture,Social Services-Carefirst              ,05/07/10,SUTHERLAND COURT,4726014,Revenue,13366.37
Adult and Culture,Social Services-Carefirst              ,05/07/10,SWAN LODGE,4725951,Revenue,3699.16
Adult and Culture,Social Services-Carefirst              ,12/07/10,THE CAMPHILL VILLAGE TRUST,4735965,Revenue,824.40
Adult and Culture,Social Services-Carefirst              ,05/07/10,THE EDWARD LLOYD TRUST,4726036,Revenue,14734.15
Adult and Culture,Social Services-Carefirst              ,12/07/10,THE EDWARD LLOYD TRUST,4735982,Revenue,80613.76
Adult and Culture,Social Services-Carefirst              ,05/07/10,THE FOXWALLS,4725970,Revenue,2171.00
Adult and Culture,Social Services-Carefirst              ,18/07/10,THE HOLLIES RES HOME (RETFORD),4741787,Revenue,861.12
Adult and Culture,Social Services-Carefirst              ,18/07/10,THE HOLLIES RES HOME (RETFORD),4741788,Revenue,861.12
Adult and Culture,Social Services-Carefirst              ,18/07/10,THE HOLLIES RES HOME (RETFORD),4741789,Revenue,861.12
Adult and Culture,Social Services-Carefirst              ,05/07/10,THE LAWNS,4725927,Revenue,791.84
Adult and Culture,Social Services-Carefirst              ,18/07/10,THE MEADOWS RES HOME,4741783,Revenue,1278.16
Adult and Culture,Social Services-Carefirst              ,05/07/10,THE STANHOPE SUITE,4725957,Revenue,1422.96
Adult and Culture,Social Services-Carefirst              ,05/07/10,THOMAS KNIGHT CARE HOME,4725989,Revenue,1585.66
Adult and Culture,Social Services-Carefirst              ,05/07/10,THORNBECK COLLEGE,4726041,Revenue,21995.19
Adult and Culture,Social Services-Carefirst              ,18/07/10,THROCKLEY NURSING HOME,4741720,Revenue,25807.33
Adult and Culture,Social Services-Carefirst              ,18/07/10,THROCKLEY NURSING HOME,4741800,Revenue,869.60
Adult and Culture,Social Services-Carefirst              ,05/07/10,UNITED RESPONSE,4726033,Revenue,4296.07
Adult and Culture,Social Services-Carefirst              ,12/07/10,UNITED RESPONSE,4735978,Revenue,24961.41
Adult and Culture,Social Services-Carefirst              ,12/07/10,UNITED RESPONSE,4735979,Revenue,66719.84
Adult and Culture,Social Services-Carefirst              ,12/07/10,UNITED RESPONSE,4735980,Revenue,46677.30
Adult and Culture,Social Services-Carefirst              ,05/07/10,VALLEY VIEW RESIDENTIAL HOME,4725943,Revenue,2441.55
Adult and Culture,Social Services-Carefirst              ,05/07/10,VOYAGE,4726012,Revenue,6237.24
Adult and Culture,Social Services-Carefirst              ,05/07/10,WALKER LODGE,4725930,Revenue,44492.48
Adult and Culture,Social Services-Carefirst              ,05/07/10,WALLACE MEWS,4725990,Revenue,17484.76
Adult and Culture,Social Services-Carefirst              ,05/07/10,WALLDENE COURT,4725898,Revenue,2499.36
Adult and Culture,Social Services-Carefirst              ,18/07/10,WAVERLEY LODGE,4741758,Revenue,31337.80
Adult and Culture,Social Services-Carefirst              ,18/07/10,WAVERLEY LODGE,4741809,Revenue,1468.00
Adult and Culture,Social Services-Carefirst              ,18/07/10,WENSLEY HOUSE,4741786,Revenue,1083.08
Adult and Culture,Social Services-Carefirst              ,04/07/10,WEST DENTON ASSOCIATION,4724043,Revenue,17952.40
Adult and Culture,Social Services-Carefirst              ,05/07/10,WESTERLEIGH HOUSE,4725902,Revenue,1259.16
Adult and Culture,Social Services-Carefirst              ,05/07/10,WESTMINSTER HAWTHORNS,4725956,Revenue,5770.93
Adult and Culture,Social Services-Carefirst              ,18/07/10,WESTOE GRANGE,4741782,Revenue,1712.00
Adult and Culture,Social Services-Carefirst              ,18/07/10,WESTWOOD LODGE NURSING HOME,4741792,Revenue,76705.42
Adult and Culture,Social Services-Carefirst              ,18/07/10,WESTWOOD LODGE NURSING HOME,4741813,Revenue,3861.60
Adult and Culture,Social Services-Carefirst              ,05/07/10,WHEATFIELD COURT,4725896,Revenue,41640.89
Adult and Culture,Social Services-Carefirst              ,05/07/10,WHEATFIELD COURT,4726048,Revenue,2174.00
Adult and Culture,Social Services-Carefirst              ,18/07/10,WHICKHAM VILLA,4741721,Revenue,17755.36
Adult and Culture,Social Services-Carefirst              ,05/07/10,WHORLTON GRANGE,4725903,Revenue,19766.01
Adult and Culture,Social Services-Carefirst              ,05/07/10,WHORLTON GRANGE,4725904,Revenue,2226.35
Adult and Culture,Social Services-Carefirst              ,18/07/10,WICKWAR NURSING HOME,4741785,Revenue,1338.80
Adult and Culture,Social Services-Carefirst              ,05/07/10,WILLOW LODGE,4725928,Revenue,1284.40
Adult and Culture,Social Services-Carefirst              ,18/07/10,WINDSOR COURT NURSING &,4741793,Revenue,4559.68
Adult and Culture,Social Services-Carefirst              ,05/07/10,WOODHOUSE COTTAGE,4725972,Revenue,5946.92
Adult and Culture,Social Services-Carefirst              ,05/07/10,WOODLANDS CARE HOME FOR THE ELDERLY,4726026,Revenue,16548.33
Adult and Culture,Social Services-Carefirst              ,05/07/10,WORDSWORTH HOUSE,4726034,Revenue,52398.12
Adult and Culture,Social Services-Carefirst              ,05/07/10,WORDSWORTH HOUSE,4726056,Revenue,4744.53
Chief Executives,Chief Exec's Off Comm Devt   ,14/07/10,HEALTH WORKS NEWCASTLE,4738622,Revenue,600.00
Chief Executives,Chief Exec's Off Comm Devt   ,19/07/10,MPH ACCESSIBLE MEDIA,4743805,Revenue,1260.00
Chief Executives,Chief Exec's Off Comm Devt   ,19/07/10,NEWCASTLE HEALTHY CITY PROJECT,4743806,Revenue,2752.60
Chief Executives,Chief Exec's Off Comm Devt   ,14/07/10,Redacted Personal Data,4738811,Revenue,612.50
Chief Executives,Chief Exec's Off Comm Devt   ,22/07/10,SCOTSWOOD AREA STRATEGY,4731076,Revenue,14700.00
Chief Executives,Chief Exec's Off Comm Devt   ,04/07/10,THE ANGELOU CENTRE,4700243,Revenue,576.00
Chief Executives,Chief Exec's Off Comm Devt   ,04/07/10,XEROX (UK) LTD,4700110,Revenue,928.88
Chief Executives,Chief Exec's Off Comm Devt   ,22/07/10,XEROX UK,4715548,Revenue,1218.59
Chief Executives,Chief Exec's Off Corp Bus Mngmt  ,04/07/10,ALBANY OFFICE FURNITURE SOLUTIONS,4712114,Revenue,1140.00
Chief Executives,Chief Exec's Off Corp Bus Mngmt  ,04/07/10,ALBANY OFFICE FURNITURE SOLUTIONS,4712242,Revenue,1140.00
Chief Executives,Chief Exec's Off Corp Bus Mngmt  ,05/07/10,DOREE BONNER INTERNATIONAL,4726810,Revenue,2950.00
Chief Executives,Chief Exec's Off Corp Bus Mngmt  ,18/07/10,ROCKET SOFTWARE UK LTD,4724021,Revenue,2800.00
Chief Executives,Chief Exec's Off Soc Policy   ,29/07/10,ANCHOR TRUST,4758531,Revenue,4800.00
Chief Executives,Chief Exec's Off Soc Policy   ,29/07/10,BARNARDO'S NORTH EAST,4758530,Revenue,3650.00
Chief Executives,Chief Exec's Off Soc Policy   ,07/07/10,FAMILY HEALTH & COMMUNITY EXEC. COM.,4730429,Revenue,4048.54
Chief Executives,Chief Exec's Off Soc Policy   ,07/07/10,KIDS KABIN,4730430,Revenue,960.00
Chief Executives,Chief Exec's Off Soc Policy   ,07/07/10,NACRO,4730431,Revenue,8073.00
Chief Executives,Chief Exec's Off Soc Policy   ,29/07/10,NEWCASTLE PROPS,4753392,Revenue,7180.00
Chief Executives,Chief Exec's Off Soc Policy   ,26/07/10,NORTH GOSFORTH CARERS SUPPORT,4753395,Revenue,1619.00
Chief Executives,Chief Exec's Off Soc Policy   ,29/07/10,NORTH MUSIC TRUST,4730433,Revenue,6500.00
Chief Executives,Chief Exec's Off Soc Policy   ,29/07/10,NORTHEAST SPECIAL NEEDS NETWORK,4758532,Revenue,6900.00
Chief Executives,Chief Exec's Off Soc Policy   ,26/07/10,NORTHWEST CARERS GROUP,4753394,Revenue,2000.00
Chief Executives,Chief Exec's Off Soc Policy   ,26/07/10,SCOTSWOOD COMMUNITY GARDEN,4753396,Revenue,650.00
Chief Executives,Chief Exec's Off Soc Policy   ,29/07/10,THE KEYFUND FEDERATION LTD,4753393,Revenue,2700.00
Chief Executives,Chief Exec's Off Soc Policy   ,07/07/10,THE NATIONAL TRUST INNER CITY PROJECT,4730432,Revenue,4675.00
Chief Executives,Coroners                               ,05/07/10,COOPERATIVE FUNERAL SERVICE,4724849,Revenue,1170.00
Chief Executives,Coroners                               ,05/07/10,COOPERATIVE FUNERAL SERVICE,4724850,Revenue,1218.00
Chief Executives,Coroners                               ,29/07/10,COOPERATIVE FUNERAL SERVICE,4753419,Revenue,1911.00
Chief Executives,Coroners                               ,12/07/10,CSC (ELDON SQUARE) LTD,4735258,Capital,237653.67
Chief Executives,Coroners                               ,12/07/10,FORENSICS LTD,4735001,Revenue,895.00
Chief Executives,Coroners                               ,12/07/10,FORENSICS LTD,4735004,Revenue,940.00
Chief Executives,Coroners                               ,29/07/10,FORENSICS LTD,4753420,Revenue,1140.00
Chief Executives,Coroners                               ,29/07/10,FORENSICS LTD,4753421,Revenue,900.00
Chief Executives,Coroners                               ,11/07/10,FORENSICS LTD,4733440,Revenue,770.00
Chief Executives,Coroners                               ,05/07/10,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,4724855,Revenue,1352.00
Chief Executives,Coroners                               ,12/07/10,NEWCASTLE UPON TYNE HOSPITALS NHS TRUST,4735674,Revenue,12827.93
Chief Executives,Coroners                               ,19/07/10,PATHOLOGY LIMITED,4739886,Revenue,677.60
Chief Executives,Coroners                               ,29/07/10,Redacted Personal Data,4757965,Revenue,1263.91
Chief Executives,Coroners                               ,29/07/10,Redacted Personal Data,4757964,Revenue,1263.19
Chief Executives,Coroners                               ,19/07/10,Redacted Personal Data,4739882,Revenue,766.10
Chief Executives,Coroners                               ,19/07/10,Redacted Personal Data,4739891,Revenue,619.50
Chief Executives,Coroners                               ,19/07/10,Redacted Personal Data,4739887,Revenue,824.40
Chief Executives,CXO - Asst Chief Exec      ,07/07/10,DTLR,4729791,Revenue,16058.00
Chief Executives,CXO - Asst Chief Exec      ,14/07/10,HPM LTD,4738460,Revenue,996.00
Chief Executives,CXO - Asst Chief Exec      ,21/07/10,THE WORK FOUNDATION,4748322,Revenue,1366.50
Chief Executives,CXO - Asst Chief Exec      ,26/07/10,UNIVERSITY OF NORTHUMBRIA,4752072,Revenue,550.00
Chief Executives,CXO - Insurance Payments -    ,12/07/10,CRUTES LAW FIRM,4735021,Revenue,1100.00
Chief Executives,CXO - Insurance Payments -    ,12/07/10,LANGLEYS,4735504,Revenue,5726.31
Chief Executives,CXO - Insurance Payments -    ,28/07/10,UPTIN MOTORS LTD,4756148,Revenue,1013.74
Chief Executives,CXO - Social Inclusion     ,26/07/10,AYESHA SWEET HOUSE,4753286,Revenue,650.00
Chief Executives,CXO - Social Inclusion     ,19/07/10,DISABILITY NORTH,4742834,Revenue,700.00
Chief Executives,CXO - Social Inclusion     ,30/06/10,EUROPEAN CONSULAR AND COMMERCIAL OFF,4708161,Revenue,2500.00
Chief Executives,CXO - Social Inclusion     ,30/06/10,INTERNATIONAL CENTRE FOR LIFE,4721099,Revenue,3453.61
Chief Executives,CXO - Social Inclusion     ,30/06/10,MT AUDIO SYSTEMS,4721093,Revenue,1060.00
Chief Executives,CXO - Social Inclusion     ,26/07/10,NORTHERN REVIVE CIC,4753280,Revenue,1650.00
Chief Executives,CXO - Social Inclusion     ,06/07/10,SERVICE POINT DOCUMENT MANAGEMENT,4728886,Revenue,5225.00
Chief Executives,CXO - Treasury Mgmt Pymts -   ,27/07/10,GATESHEAD MBC,4628923,Revenue,54741.25
Chief Executives,CXO - Treasury Mgmt Pymts -   ,15/07/10,STERLING INTERNATIONAL BROKERS LTD,4739607,Revenue,1572.60
Chief Executives,CXO - Treasury Mgmt Pymts -   ,15/07/10,TRADITION UK LTD,4739609,Revenue,22798.35
Chief Executives,CXO - Treasury Mgmt Pymts -   ,15/07/10,TULLETT PREBON,4739608,Revenue,13842.61
Chief Executives,CXO Accountancy         ,28/07/10,CHILDRENS HEART UNIT FUND,4756129,Revenue,5269.03
Chief Executives,CXO Accountancy         ,28/07/10,MENINGITIS RESEARCH FOUNDATION,4756131,Revenue,2634.51
Chief Executives,CXO Accountancy         ,28/07/10,THE MENINGITIS TRUST,4756130,Revenue,2634.51
Chief Executives,CXO Accountancy            ,19/07/10,AUDIT COMMISSION,4744012,Revenue,1142.00
Chief Executives,CXO Accountancy            ,08/07/10,AUDIT COMMISSION,4718858,Revenue,3337.00
Chief Executives,CXO Accountancy            ,19/07/10,DATASTOR,4744011,Revenue,581.19
Chief Executives,CXO Accountancy            ,30/06/10,DATASTOR,4721112,Revenue,517.43
Chief Executives,CXO Arts & Cul          ,29/07/10,BLEEP 2000 (COMPUTERS) LTD,4757935,Revenue,3247.00
Chief Executives,CXO Arts & Cul             ,11/07/10,I LOVE PROMOTING,4718917,Revenue,525.00
Chief Executives,CXO Arts & Cul             ,15/07/10,JAMES MILNE ASSOCIATES,4731246,Revenue,800.00
Chief Executives,CXO Arts & Cul             ,13/07/10,LAPWING CRAFTS,4736829,Revenue,872.00
Chief Executives,CXO Arts & Cul             ,18/07/10,NEWCASTLE GATESHEAD INITIATIVE,4733663,Revenue,55055.33
Chief Executives,CXO Arts & Cul             ,08/07/10,PRIORY COACH & BUS LTD,4729734,Revenue,563.74
Chief Executives,CXO Arts & Cul             ,14/07/10,Redacted Personal Data,4736827,Revenue,600.00
Chief Executives,CXO Arts & Cul             ,19/07/10,Redacted Personal Data,4742823,Revenue,1494.00
Chief Executives,CXO Arts & Cul             ,29/07/10,Redacted Personal Data,4758172,Revenue,1200.00
Chief Executives,CXO Arts & Cul             ,21/07/10,Redacted Personal Data,4748297,Revenue,1175.00
Chief Executives,CXO Arts & Cul             ,13/07/10,Redacted Personal Data,4736830,Revenue,1250.00
Chief Executives,CXO Arts & Cul             ,13/07/10,Redacted Personal Data,4736828,Revenue,527.50
Chief Executives,CXO Arts & Cul             ,14/07/10,RIVER ESCAPES,4737151,Revenue,506.70
Chief Executives,CXO Arts & Cul             ,29/07/10,ROYAL MAIL GROUP PLC,4733807,Revenue,1046.70
Chief Executives,CXO Arts & Cul             ,26/07/10,STAGECOACH SERVICES LIMITED,4753319,Revenue,601.57
Chief Executives,CXO Arts & Cul             ,06/07/10,TYNESIDE IRISH FESTIVAL,4705227,Revenue,500.82
Chief Executives,CXO Comm Safety            ,07/07/10,AEL SYSTEMS LTD,4729903,Revenue,900.00
Chief Executives,CXO Comm Safety            ,14/07/10,BARNARDOS,4738058,Revenue,29356.00
Chief Executives,CXO Comm Safety            ,14/07/10,CMA TRAINING,4738604,Revenue,635.60
Chief Executives,CXO Comm Safety            ,13/07/10,NCJ MEDIA LTD,4736852,Revenue,950.00
Chief Executives,CXO Comm Safety            ,13/07/10,NCJ MEDIA LTD,4736853,Revenue,950.00
Chief Executives,CXO Comm Safety            ,13/07/10,NCJ MEDIA LTD,4736854,Revenue,750.00
Chief Executives,CXO Comm Safety            ,13/07/10,NCJ MEDIA LTD,4736915,Revenue,950.00
Chief Executives,CXO Comm Safety            ,14/07/10,NORTHERN PRIDE,4738606,Revenue,1000.00
Chief Executives,CXO Comm Safety            ,28/07/10,NORTHUMBRIA PROBATION BOARD,4733452,Revenue,9050.40
Chief Executives,CXO Comm Safety            ,15/07/10,STATEX PRESS NORTHERN LTD,4740336,Revenue,1308.00
Chief Executives,CXO Comm Safety            ,11/07/10,STATEX PRESS NORTHERN LTD,4733455,Revenue,797.00
Chief Executives,CXO Comm Safety            ,15/07/10,STREETWISE YOUNG PEOPLES PROJECT,4740335,Revenue,5000.00
Chief Executives,CXO Comm Safety            ,07/07/10,STRYKER COMMUNICATIONS LTD,4729905,Revenue,900.00
Chief Executives,CXO Comm Safety            ,13/07/10,THE ASSEMBLY ROOMS (NEWCASTLE) LTD,4736917,Revenue,1492.70
Chief Executives,CXO Comm Safety            ,13/07/10,TOTAL LABELLING SOLUTIONS LTD,4736849,Revenue,555.00
Chief Executives,CXO Comm Safety            ,07/07/10,TWAFA,4729902,Revenue,2675.00
Chief Executives,CXO Comm Safety            ,14/07/10,VICTIM SUPPORT,4738059,Revenue,24347.00
Chief Executives,CXO Comm Safety            ,11/07/10,VICTIM SUPPORT,4733456,Revenue,4612.00
Chief Executives,CXO Comm Safety            ,11/07/10,VICTIM SUPPORT,4733451,Revenue,6250.00
Chief Executives,CXO Comm Safety            ,11/07/10,VICTIM SUPPORT,4733457,Revenue,4720.00
Chief Executives,CXO Corp Procurement       ,07/07/10,GATESHEAD MBC,4730102,Revenue,37112.00
Chief Executives,CXO Health & Safety        ,18/07/10,LOCAL GOVERNMENT ASSOCIATION,4738817,Revenue,519.00
Chief Executives,CXO NFR                 ,25/07/10,ATKINS LTD,4749435,Capital,5100.00
Chief Executives,CXO NFR                 ,07/07/10,BELLWAY HOMES,4729572,Capital,42705.92
Chief Executives,CXO NFR                 ,26/07/10,BUILDING FUTURES EAST,4752737,Revenue,39025.00
Chief Executives,CXO NFR                 ,26/07/10,BUILDING FUTURES EAST,4752738,Revenue,36506.00
Chief Executives,CXO NFR                 ,26/07/10,CONTACT CENTRE PROFESSIONAL LTD,4752739,Revenue,53438.65
Chief Executives,CXO NFR                 ,18/07/10,D2 YOUTH ZONE LTD,4741386,Revenue,1750.00
Chief Executives,CXO NFR                 ,12/07/10,DEPARTMENT FOR WORK & PENSIONS,4735175,Revenue,44241.08
Chief Executives,CXO NFR                 ,29/07/10,EAST END COMMUNITY DEVELOPMENT ALLIANCE,4757684,Revenue,7049.00
Chief Executives,CXO NFR                 ,29/07/10,EAST END COMMUNITY DEVELOPMENT ALLIANCE,4757685,Revenue,11052.00
Chief Executives,CXO NFR                 ,26/07/10,FAIRBRIDGE IN TYNE AND WEAR,4751287,Revenue,16200.00
Chief Executives,CXO NFR                 ,22/07/10,FOUNDRY MEDIA,4749436,Revenue,15859.00
Chief Executives,CXO NFR                 ,22/07/10,FOUNDRY MEDIA,4749437,Revenue,8479.00
Chief Executives,CXO NFR                 ,07/07/10,GALLIFORDTRY INFRASTRUCTURE LTD,4723757,Capital,25683.48
Chief Executives,CXO NFR                 ,22/07/10,HOME GROUP LTD,4749438,Revenue,6921.55
Chief Executives,CXO NFR                 ,27/07/10,HOTSPUR PRIMARY SCHOOL,4752986,Revenue,4950.00
Chief Executives,CXO NFR                 ,27/07/10,JET,4755084,Revenue,10253.00
Chief Executives,CXO NFR                 ,28/07/10,JET,4756816,Revenue,46815.00
Chief Executives,CXO NFR                 ,26/07/10,LEARNING LINKS EUROPE LTD,4752735,Revenue,58739.64
Chief Executives,CXO NFR                 ,26/07/10,LEARNING LINKS EUROPE LTD,4752736,Revenue,40075.00
Chief Executives,CXO NFR                 ,13/07/10,NE POLISH COMMUNITY ORG,4736600,Revenue,3100.00
Chief Executives,CXO NFR                 ,05/07/10,NEWCASTLE AND GATESHEAD ARTS STUDIO LTD,4726895,Revenue,11495.00
Chief Executives,CXO NFR                 ,25/07/10,NEWCASTLE FUTURES (CENTRAL FUND),4751278,Revenue,113233.00
Chief Executives,CXO NFR                 ,21/07/10,NEWCASTLE FUTURES (CENTRAL FUND),4746515,Revenue,8344.00
Chief Executives,CXO NFR                 ,25/07/10,NEWCASTLE FUTURES (FLEXIBLE FUND),4751279,Revenue,16442.00
Chief Executives,CXO NFR                 ,01/07/10,NEWCASTLE FUTURES (FLEXIBLE FUND),4722599,Revenue,25877.00
Chief Executives,CXO NFR                 ,08/07/10,NEWCASTLE SOCIETY FOR BLIND PEOPLE,4731730,Revenue,11187.00
Chief Executives,CXO NFR                 ,25/07/10,NEWCASTLE SOCIETY FOR BLIND PEOPLE,4749439,Revenue,9149.00
Chief Executives,CXO NFR                 ,22/07/10,NORTHERN LEARNING TRUST,4749440,Revenue,16380.00
Chief Executives,CXO NFR                 ,25/07/10,NORTHERN LEARNING TRUST,4751275,Revenue,69300.00
Chief Executives,CXO NFR                 ,25/07/10,NORTHERN LEARNING TRUST,4751276,Revenue,24803.00
Chief Executives,CXO NFR                 ,20/07/10,NORTHUMBERLAND COUNTY SCOUT COUNCIL,4746518,Revenue,6310.00
Chief Executives,CXO NFR                 ,25/07/10,OUSEBURN TRUST,4749441,Revenue,17594.82
Chief Executives,CXO NFR                 ,25/07/10,OWN IT LTD,4751277,Revenue,27042.00
Chief Executives,CXO NFR                 ,13/07/10,PATCHWORK PLANET PRODUCTIONS CIC,4736601,Revenue,5000.00
Chief Executives,CXO NFR                 ,15/07/10,SCOTSWOOD AREA STRATEGY,4740341,Revenue,3925.00
Chief Executives,CXO NFR                 ,29/07/10,THE PRINCES TRUST,4757686,Revenue,5778.55
Chief Executives,CXO NFR                 ,25/07/10,TURNER & TOWNSEND,4750660,Capital,13548.82
Chief Executives,CXO NFR                 ,25/07/10,TURNER & TOWNSEND,4750661,Capital,8250.00
Chief Executives,CXO NFR                 ,13/07/10,TYNE & WEAR  WOMENS BASKETBALL,4736602,Revenue,5000.00
Chief Executives,CXO Occupational Health    ,20/07/10,FIRST ASSIST SERVICES LTD,4722500,Revenue,1283.33
Chief Executives,CXO Occupational Health    ,01/07/10,FIRST ASSIST SERVICES LTD,4707501,Revenue,1283.33
Chief Executives,CXO Occupational Health    ,29/07/10,MEDICALS DIRECT HEALTHCARE LTD,4734209,Revenue,6043.18
Chief Executives,CXO Occupational Health    ,05/07/10,NEWCASTLE SPORTS INJURY CLINIC,4726242,Revenue,1127.00
Chief Executives,CXO Occupational Health    ,05/07/10,NEWCASTLE SPORTS INJURY CLINIC,4726243,Revenue,4746.00
Chief Executives,CXO Occupational Health    ,29/07/10,NEWCASTLE SPORTS INJURY CLINIC,4756591,Revenue,1219.00
Chief Executives,CXO Occupational Health    ,29/07/10,NEWCASTLE SPORTS INJURY CLINIC,4756592,Revenue,5311.00
Chief Executives,CXO Occupational Health    ,11/07/10,NEWCASTLE SPORTS INJURY CLINIC,4734208,Revenue,5650.00
Chief Executives,CXO Reg & Euro             ,15/07/10,DURHAM ENTERPRISE ASSOCIATES LTD,4740024,Revenue,1719.21
Chief Executives,CXO Reg & Euro             ,22/07/10,DURHAM ENTERPRISE ASSOCIATES LTD,4749779,Revenue,19781.10
Chief Executives,CXO Reg & Euro             ,30/06/10,DURHAM ENTERPRISE ASSOCIATES LTD,4721062,Revenue,6987.19
Chief Executives,CXO Reg & Euro             ,30/06/10,NEWCASTLE FUTURES (CENTRAL FUND),4721061,Revenue,1897.79
Chief Executives,CXO Reg & Euro             ,01/07/10,SES CIC,4713959,Revenue,20901.52
Chief Executives,CXO Training               ,21/07/10,ASHRIDGE,4747989,Revenue,14310.00
Chief Executives,CXO Training               ,21/07/10,ASHRIDGE,4747990,Revenue,14310.00
Chief Executives,CXO Training               ,21/07/10,ASHRIDGE,4747991,Revenue,14310.00
Chief Executives,CXO Training               ,21/07/10,GED LAING PERSONAL SAFETY TRAINING,4747992,Revenue,1370.96
Chief Executives,CXO Training               ,21/07/10,GED LAING PERSONAL SAFETY TRAINING,4748319,Revenue,684.95
Chief Executives,CXO Training               ,29/07/10,ILLUMINE LTD,4758491,Revenue,1710.70
Chief Executives,CXO Training               ,21/07/10,IODA,4748320,Revenue,829.46
Chief Executives,CXO Training               ,05/07/10,MYKNOWLEDGEMAP,4726173,Revenue,34688.70
Chief Executives,CXO Training               ,05/07/10,MYKNOWLEDGEMAP,4726174,Revenue,15410.90
Chief Executives,CXO Training               ,05/07/10,MYKNOWLEDGEMAP,4726175,Revenue,27000.00
Chief Executives,CXO Training               ,21/07/10,Redacted Personal Data,4748300,Revenue,650.00
