List,Year,Order,Level,Award,Name,Citation,County
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Yasmin WALJEE ,For services to Disadvantaged Young Muslims.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Frank Harrison WALKER ,Lately Chief Minister of Jersey.  For public service.,Channel Islands
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr George Donald WALKER ,For charitable services.,Aberdeenshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Barbara Anne WARD ,"Principal, Cross and Passion College, Ballycastle, County Antrim.  For services to Education in Northern Ireland.",Antrim
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mike WATSON ,"Area Manager, Central London Tribunals Service, Ministry of Justice.",Surrey
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ronald WATT ,For services to Karate.,Aberdeenshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Catherine Mary WELLINGBROOK-DOSWELL ,For services to the Administration of Justice in North East London.,Essex
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Mark WESTON ,"Grade B2, Ministry of Defence.",Bristol
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nicholas John WHEELER ,"Lately Chief Executive, Pembrokeshire Coast National Park Authority. For services to the Environment.",Pembrokeshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roger WHITE ,"Lately Chief Executive, ASDAN (Award Scheme Development and Accreditation Network). For services to Young People.",Bristol
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David WHITEHEAD ,"Director, British Ports Association.  For services to the Ports Industry.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Kenneth WILD ,For services to Financial Reporting.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter WILKINSON ,"Lately Technical Specialist, Environment Agency Wales. For public service.",Cardiff
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Michael WILLIAMS ,"Chairman, Deeside College Corporation, Flintshire. For services to Further Education in Wales.",Cheshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jean Susan WILSON ,"Principal and Chief Executive, South Thames College.  For services to local and national Further Education.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret WILSON ,For services to the Administration of Justice in London.,Surrey
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert William Gordon WILSON ,"Lately Deputy Head of the Committee Office, House of Commons.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Rev Can Andrew WINGATE ,For Inter-faith Relations and to the community in Leicester.,Leicestershire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Pamela WRIGHT ,"Executive Headteacher, Wade Deacon High School, Halton, Cheshire. For services to local and national Education.",Merseyside
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen WYLER ,"Director, Development Trusts Association.  For services to the Voluntary Sector.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Tariq ABBASI ,"Director, Greenwich Islamic Centre. For services to Community Cohesion in the London Boroughs of Greenwich and Bexley.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Heather ABBOTT ,"For services to the community in Holyhead, Anglesey.",Anglesey
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John James ADAMS ,For services to the Fishing Industry in South Wales.,Vale of Glamorgan
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Barbara Elizabeth ALEXANDER ,For voluntary service to the British Red Cross Society in Lancashire.,Lancashire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Heather Anita ALLEN ,For services to the Voluntary Sector.,Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Norah Damaris ALLEN ,"For services to HM Prison Featherstone, Wolverhampton and to the community in Cannock Chase, Staffordshire.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Debra ALLOTT ,"Senior Executive Officer, Jobcentre Plus, Department for Work and Pensions.",South Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul ANDERSON ,"Chief Executive Officer, UK Centre for Carnival Arts.  For services to the Arts.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Andreas Georgios ANDREOU ,"Executive Assistant, Universities and Skills Group, Department for Business, Innovation and Skills.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Elizabeth ANDREWS ,For services to Disabled Children and their Families.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Joyce ANDREWS ,For voluntary service to Wimbledon and Merton Swimming Club.,London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Carol ARMSTRONG ,"Higher Officer Intelligence and National Operations, Border Force, UK Border Agency, Home Office.",Down
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David John ASKER ,"Head, Learning and Skills, HM Prison Wandsworth, HM Prison Service, Ministry of Justice.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter Mark ASTLEY ,"Head of Public Protection, Warrington Borough Council.  For services to Consumers in the North West.",Cheshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Thomas Hume ATTENBURGH ,For voluntary service to the Scouts in Edinburgh.,Edinburgh
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Shirley AUSTIN ,Lately Occupational Therapy Technician.  For services to Healthcare in Hampshire.,Hampshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Sydney George BADLAND ,For services to the community in North Wales.,Denbighshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Anthony BAGNALL ,"Farm Foreman, HM Prison Bullingdon, HM Prison Service, Ministry of Justice.",Oxfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Kathleen BAILEY ,"Lately Judges' Lodgings Manager and Chef, HM Courts Service, West Midlands, Ministry of Justice.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Jaswinder BAINS ,"Chief Executive, Ashram Housing Association. For services to Social Housing and to Community Cohesion in the West Midlands.",West Midlands
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Peter George BAKER ,"Security Vetting Officer, Department of Health.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Qadir BAKHSH ,For services to Community Cohesion in the East of England.,Essex
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Miriam Philomena BALDOCK ,"For services to West Bletchley Community Association, Bletchley, Milton Keynes.",Buckinghamshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Harold Mike BARNABY ,For services to Visually Impaired People in Lincolnshire and Overseas.,Lincolnshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Wendy BARNES ,"Assistant Personal Secretary, Private Office, HM Revenue and Customs.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Elizabeth Jane BARRON ,"Curriculum Manager for Science and Sport, Inverness College.  For services to Science Engagement.",Inverness-shire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean BARTLETT ,"For services to the Aylesbury Estate, London Borough of Southwark.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Helen Marie BATTY ,"Higher Executive Officer, Jobcentre Plus, Department for Work and Pensions.",West Yorkshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Ronald Keith BEADLE ,For voluntary service to St John Ambulance in Suffolk and London District.,Suffolk
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John BEATTIE ,"Councillor, Castlereagh Borough Council.  For services to Local Government in Northern Ireland.",Down
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Jane Elizabeth BEAUMONT ,"Director of Accreditation, United Kingdom Accreditation Service.  For services to Industry.",London
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Roger Hugh BEECHING ,"For services to the community in Sawbridgeworth, Hertfordshire.",Hertfordshire
New Year,2011,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Shaben BEGUM ,"Director, Scottish Independent Advocacy Alliance.  For services to Healthcare.",Edinburgh
