List,Year,Order,Level,Award,Name,Citation,County
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Steven John DALTON ,"Managing Director, Sony Pencoed, Bridgend. For services to Industry in Wales.",Bridgend
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elaine DAVIDSON ,"Headteacher, Tanshall Primary School, Fife.  For services to Education.",Fife
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr John DAVIES ,"Lately Consultant Cardiologist, Royal Gwent Hospital.  For services to Medicine.",Monmouthshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Julie Elizabeth DAVIES ,"Business Crime Manager, Staffordshire Police.  For services to the Police.",Staffordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Tom DAVIES ,"Commissioner for Wales, Independent Police Complaints Commission.  For public service.",Vale of Glamorgan
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Richard Kelsey DE QUIDT ,"Lately Chief Executive, Football Licensing Authority.  For services to Sport.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Pinnaduwage Ariyaratne DE SILVA ,"Lately Consultant Physician, Genito Urinary and HIV Medicine, Dewsbury District Hospital, West Yorkshire.  For services to Medicine.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jean Marianne DENT ,"Lately Director of City Development, Leeds City Council.  For services to Local Government.",West Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Monsignor John DEVINE ,For services to Inter-faith Relations in the North West.,Cheshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John DIXON ,"Executive Director, Adults and Children and Deputy Chief Executive, West Sussex County Council.  For services to Local Government.",West Sussex
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alexander Frank DOWNIE ,For public service in the Isle of Man.,Isle of Man
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Norman Henry DRAPER ,"Justices' Clerk for Merseyside, HM Courts Service, Ministry of Justice.",Merseyside
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gordon D'SILVA ,"Chief Executive, Training for Life.  For services to Social Enterprise in London and Devon.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Martin DUFFELL ,"Chief Dealer, UK Debt Management Office, HM Treasury.",Kent
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith DUGGAN ,"Lately Headteacher, Gateway Primary School, Westminster, London.  For services to Education.",Fife
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Phyllis DUNIPACE ,"Lately Director of Children's Services, London Borough of Lambeth.  For services to Families.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen Lloyd DUNMORE ,For services to the Public and Voluntary Sectors.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith Melville DUNN KSTJ,"Chief Executive, Order of St John Priory for Wales, St John Cymru Wales.  For service to Healthcare",Gwent
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen DUNNE ,"Grade B1, Ministry of Defence.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Valerie Gail EASTERBROOK ,"Lately Chief Executive, Chartered Institute of Internal Auditors.  For services to the Auditing Profession.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Clayton EDWARDS ,For services to the community in Somerset.,Somerset
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Digby EMSON ,"Superintendent Pharmacist, Boots The Chemist and Lately Chairman, Company Chemists' Association.  For services to Healthcare.",Nottinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Carole EVANS ,"Grade 7, Head of Contact Centre, Driver and Vehicle Licensing Agency, Department for Transport.",Carmarthenshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard Anthony Spencer EVERARD DL,For services to the community in Leicestershire and Rutland.,Leicestershire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Semage Rupasiri FERNANDO ,"Managing Director, Ardmel Group Ltd.  For services to Charity.",Fife
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Melanie FIELD ,"Head, Discrimination Law Team, Government Equalities Office.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Michael John FIELD ,"Chairman of the Corporation, Great Yarmouth College. For services to the Voluntary Sector.",Suffolk
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Johan FINDLAY JP,For services to the Administration of Justice in Scotland.,Dumfries
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John FITZPATRICK ,"Headteacher, Williamwood High School, East Renfrewshire.  For services to Education.",Renfrewshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Kevin FITZPATRICK ,For services to Disabled People in Wales.,Swansea
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Christopher FRANKLIN ,"Chairman, Committee of Postgraguate Dental Deans and Directors and Professor and Honorary Consultant Oral Pathologist.  For services to Healthcare.",South Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James GALE ,For services to the Horseracing Industry.,South Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Colin GIBBS ,"Senior Lawyer, Crown Prosecution Service.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Paul GILBERT ,"Professor Clinical Psychologist, Derbyshire Mental Health Services NHS Trust.  For services to Healthcare.",Derbyshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Evelyn Margaret GILL ,"Chief Scientific Adviser, Rural and Environment, Scottish Government",Edinburgh
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Christopher GLANCY TD,"Senior Depute Fiscal, Crown Office and Procurator Fiscal Service, Scottish Executive.",Renfrewshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Julian GOLDBERG ,"Consultant Orthopaedic Surgeon, Royal National Orthopaedic Hospital NHS Trust and Founder, Medical Futures Innovation Awards. For services to Medicine.",Hertfordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Dillian Rosalind GORDON ,"Lately Curator, National Gallery.  For services to Early Italian Painting.",Oxfordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Jeune GUISHARD-PINE ,Educational Psychologist and Counsellor. For services to Families.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Alison HADLEY ,"Head of Teenage Pregnancy Unit, Department for Education.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen HALE ,"Lately Director, Green Alliance. For services to the Environment.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Alan HAMER ,For services to Heritage Education.,West Sussex
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Coun Mrs Mimi HARKER ,"For services to Women particularly Black, Asian and Minority Ethnic Women in the Public Sector and to the community in Amersham, Buckinghamshire",Buckinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William Charles HARPUR ,"Principal, Ballycastle High School, County Antrim.  For services to Education in Northern Ireland.",Antrim
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul Francis HARRIS ,"Operations Director, Makita Manufacturing Europe Ltd.  For services to International Trade.",Shropshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mark Andrew HARVEY ,For public service.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Edward HAVARD ,"Head of Gas Policy, Energy Markets and Infrastructure Group, Department of Energy and Climate Change.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Patricia Stacey HENCHIE ,"Lately Headteacher, Lowther Primary School, Richmond-upon-Thames. For services to Education.",Devon
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Helen Elisabeth HIGSON ,"Senior Pro-Vice-Chancellor and Professor of Higher Education Learning and Management, Aston University.  For services to Higher Education.",Warwickshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Tatjana HINE ,"Managing Director, TBDA (Scotland) Ltd.  For services to Business.",Glasgow
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Marian HOLMES ,"Chief Executive, Civil Service Sports Council.",Buckinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Susan HOYLE ,For services to Contemporary Dance.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert Merfyn HUGHES ,"Lately Inward Investment Manager, Department for Economy and Transport, Welsh Assembly Government.",Denbighshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Trevor George HURSTHOUSE ,"Chairman, Specialist Engineering Contractors' Group.  For services to the Construction Industry.",Nottinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ven Dr Michael IPGRAVE ,For services to Inter-faith Relations in London.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elizabeth IVIL ,"Lately Headteacher, Oakley Cross Primary School and Nursery, County Durham. For services to Education.",Durham
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jane Thérèse JACKSON ,"Artistic Director, Artes Mundi.  For services to Art.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Michael Christopher JACKSON ,"Professor of Management Systems and  Dean, Business School, University of Hull. For services to Higher Education and to Business.",East Riding of Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Miles JACOBSON ,"Studio Director, Sports Interactive.  For services to the Computer Games Industry.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Robyn Anne JONES ,"Chief Executive, CH & Co. For services to the Hospitality Industry.",Berkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William John KEAST ,Lately National Government Adviser on Religious Education.  For services to Education.,Cornwall
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alastair KENT ,"Director, Genetic Alliance UK.  For services to Healthcare",Cambridgeshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Nargis KHAN ,"Deputy Chair, Community Wellbeing Board, Local Government Association.  For services to Local Government.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Herbert KRETZMER ,Lyricist and Songwriter.  For services to Music.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Burt KWOUK ,Actor.  For services to Drama.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter KYLE ,"Lately Chief Executive, Shakespeare's Globe Theatre.  For services to Drama.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard Edward Dominic LANGFORD ,For services to Sailing and to Windsurfing.,Rutland
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Maureen LAYCOCK ,"Lately Headteacher, Firth Park Community Arts College, Sheffield. For services to Education.",South Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Geraldine LEJEUNE ,"Director, Berkshire East and South Buckinghamshire Women's Aid.  For services to Vulnerable Families.",Berkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Ann LENNOX ,For services to Oxfam.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Victor LEVERETT ,"Business Development Director, Finmeccanica UK Ltd.  For services to the Defence Industry.",Essex
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Tracey LOCKE ,"HR Director, Benefits and Credits, London, HM Revenue and Customs.",Cambridgeshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stuart Alan LONG ,"Grade B2, Ministry of Defence.",Bristol
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard LONGTHORP ,"Chairman, Agri-Skills Strategy Group.  For services to the Farming Industry.",East Riding of Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Christopher Robin LOWE ,"Professor of Biotechnology, University of Cambridge.  For services to Science.",Essex
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Francis LYNCH ,"Assistant Director, Heathrow, UK Border Agency, Home Office",Berkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Stewart LYNCH ,"Lately Head, BBC Science Unit.  For services to Broadcasting.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alexander Wright MACCORMICK ,"Grade B1, Ministry of Defence.",Suffolk
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Magnus Calum MACFARLANE-BARROW ,For services to Mary's Meals Charity.,Argyll and Bute
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Douglas MACLEAN ,For services to Music and to Charity in Scotland.,Perth and Kinross
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Donald James Renwick MACRAE ,For services to Enterprise and to Rural Development in Scotland.,Edinburgh
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Nicol MANSON ,"Chairman, Highlands and Loch Ness Marketing Group.  For services to the Tourist Industry in Scotland.",Inverness-shire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor David Clive Anthony MANT ,"Emeritus Professor of General Practice, University of Oxford.  For services to Medicine.",Oxfordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,"  MARGARET, VISCOUNTESS THURSO ",For services to the community in Caithness.,Caithness
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Colin MATTHEWS ,Composer.  For services to Music.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Edward MCARDLE ,"Lately Registrar, General Teaching Council for Northern Ireland.  For services to Education.",Belfast
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Thomas MCCALL ,"Clerk and Chief Executive, Newry and Mourne District Council.  For services to Local Government in Northern Ireland.",Down
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William Gerard MCGUINNESS ,"Client Manager Aerospace and Defence Team, Invest Northern Ireland, Northern Ireland Executive.",Antrim
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Comghall MCNALLY ,For services to Legal Education in Northern Ireland.,Belfast
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sheila MEADOWS ,For services to Education in Wales.,Wrexham
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Colin Douglas Livingstone MENZIES ,For services to the Church of England.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret Whyte MOFFAT ,For charitable services in North Ayrshire.,Ayrshire and Arran
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Paul MORRIS ,"For services to the community in Finsbury Park, London Borough of Islington.",Hertfordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr John Lowrie MORRISON ,For services to Art and to Charity in Scotland.,Argyll and Bute
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Mohammed MOSSADAQ ,"Equality Adviser, Hampshire County Council.  For services to Local Government.",Hampshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Neville Anthony NAGLER ,For services to Inter-faith Relations and to Jewish People.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sally Christine NEOCOSMOS ,"Lately Interim Registrar, School of Oriental and African Studies, University of London.  For services to Higher Education.",South Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret NICOL ,"Lately Board Member, Scottish Qualifications Authority.  For services to Education in Fife",Dundee
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gerald Ernest OPPENHEIM ,"Director of Policy and Partnerships, Big Lottery Fund.  For services to the Voluntary Sector.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret Ann OWEN ,"For services to Human Rights, particularly Widows Overseas.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Keith Bruce PANES ,"Lately Academy Project Lead, Schools Directorate, Department for Education.",Buckinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Vivienne Mary Hunt PARRY ,For services to the Public Understanding of Science.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Brian George PATTERSON ,"General Medical Practioner and lately Chairman, British Medical Association, Northern Ireland.  For services to Healthcare.",Antrim
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Myra PEARSON ,"Head, School of Education, University of Aberdeen.  For services to Higher Education.",Stirling and Falkirk
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Pauline Marion PENDLEBURY ,"Consultant Headteacher, Bradford, West Yorkshire. For services to Education.",Londonderry
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Paul Lasseter PHILLIPS ,"Principal and Chief Executive, Weston College, Weston-super-Mare.  For services to Further Education and to the Voluntary Sector.",Monmouthshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William POLLARD ,"Deputy Director, Business.gov Programme, London, HM Revenue and Customs",Hertfordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Sandy POWELL ,Costume Designer.  For services to the Film Industry.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Patrick Ralph PRINT ,"Lately Chairman, British Horse Society.  For services to Equestrianism.",Buckinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Gary PUGH ,"Director of Forensic Services, Metropolitan Police Service.  For services to the Police.",Berkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Alison QUANT ,"President, ADEPT (Assoication of Directors of Environment, Economy Planning and Transport).  For services to Local Government",Hampshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Barrington QUIN ,"Lately Chief Executive, Royal British Legion Industries.  For services to ex-Servicemen and Women.",Kent
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Victoria Anne RANSON ,"Grade 6, Head of Intelligence Assessment, London, HM Revenue and Customs.",Surrey
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Major Ralston Ashley RAWLINS TD DL,For services to the community in West Yorkshire.,West Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nicholas Philip REEVES ,"Executive Director, Chartered Institution of Water and Environmental  Management. For services to the Environment.",Berkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Matthew Gilbert RHODES ,For services to Pro Bono Legal Advice.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nirpal Singh RIAT ,For services to Charity and to Punjabi People.,Buckinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ellis RICH ,For services to the Music Publishing Industry.,Essex
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Rehana RICHENS ,"Consultant Midwife and Honorary Lecturer, City University, Warwickshire.  For services to Midwifery and Nursing.",Warwickshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Colin RIGBY ,"Lately Member, Blackburn with Darwen Council.  For services to Local Government.",Greater Manchester
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Sonia ROLT FRS,For services to Industrial Archaeology and to Heritage.,Gloucestershire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Shelia Kathleen ROSENBERG ,For services to ESOL Teaching,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Barbara ROSS ,For services to Gender Dysphoria.,Norfolk
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Hood ROSS ,"Lately Chairman, Leadership Foundation for Higher Education.  For voluntary service to Higher Education.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Colin ROY ,For services to the community in the West Midlands.,West Midlands
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret RYALL ,"Headteacher, Our Lady of Victories Primary School, London Borough of Wandsworth. For services to Education",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Jennifer Ann SAINT ,"Lately Dean of School, Nottingham Trent University.  For services to Further and Higher Education.",Nottinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Tina SAMPSON ,"Head, Direct Communications Unit, Prime Minister's Office.",Kent
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jonathan SANDS ,"Chairman, Elmwood Design Ltd.  For services to the Creative Industries.",West Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Tanya SARNE ,Designer.  For services to the Fashion Industry.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Gillian SAUNDERS ,"Secretariat Team Leader, Social Security Advisory Committee, Department for Work and Pensions.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Theonitsa SERGIDES ,"Headteacher, Grafton Primary School, London Borough of Islington. For services to Education.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Helen SEXTON ,"Lately Principal and Chief Executive, National Star College, Cheltenham. For services to local and national Special Needs Education.",Devon
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Kay SHELDON ,"Commissioner, Care Quality Commission.  For services to Healthcare.",Norfolk
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Em Patricia Avis SHENTON ,"Director of Academies and Trust School Development, Liverpool John Moores University. For services to Education and Training.",Greater Manchester
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Colin Deverell SMITH ,For services to Assured Food Standards.,Buckinghamshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Edward SMITH ,"Lately Head of Customer Standards, Department for Work and Pensions.",Berkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Elizabeth Ogilvy STATHAM ,"Lately Head of Ethnic Minority and Traveller Achievement Service, Hampshire County Council. For services to Education.",Hampshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Fiona STEELE FBA,"Professor of Social Statistics, University of Bristol.  For services to Social Science.",Bristol
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew Robert Colin STEPHENS ,"Head of International Engagement and Board Secretary, British Library. For services to Scholarship.",Hertfordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Allison STREETLY ,"National Director, NHS Sickle Cell and Thalassaemia Screening Programme.  For services to Healthcare.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Edward SUGDEN ,"Managing Director, Knitwear Division, Johnstons of Elgin.  For services to the Textile Industry in Scotland.","Roxburgh, Ettrick and Lauderdale"
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Lynne SULLIVAN ,For services to Architecture.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Moira SWANN ,"Lately Corporate Director, Children's Services, Cumbria County Council.  For services to Families.",Gloucestershire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Chu Ting TANG ,"For services to Chinese People in Chinatown, Westminster, London.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Purnima TANUKU ,"Chief Executive, National Day Nurseries Association.  For services to Families.",Lancashire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr John Crawshaw TAYLOR ,Inventor. For services to Business and to Horology.,Isle of Man
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Philip John TAYLOR ,"Senior Governor, HM Prison Wormwood Scrubs, HM Prison Service, Ministry of Justice.",Oxfordshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Peter Brian TERRY ,"Consultant in Obstetrics and Gynaecology, Aberdeen Royal Infirmary and Chairman of the British Medical Association Scottish Council.  For services to Medicine.",Aberdeenshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard THOMPSON ,Folk Musician and Songwriter.  For services to Music.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Nichola TINKLER ,"Lately Head of Business Development, Child Exploitation and Online Protection Centre.  For public service.",Dorset
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Leslie TIPPIN ,"Grade B2, Ministry of Defence.",London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Geoffrey Railton TOMLINSON ,"Professor of Engineering Dynamics, University of Sheffield.  For services to Technology.",South Yorkshire
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Carol TURLEY ,"Research Scientist, Plymouth Marine Laboratory.  For services to Science.",Devon
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Janet Lesley VEITCH ,For services to Women's Rights and to Gender Equality.,London
New Year,2011,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David WADDINGTON ,"Lately Principal, Hartlepool College of Further Education. For services to Education and Training.",North Yorkshire
