OrganisationNameLabel,OrganisationURI,EffectiveDate,Directorate/ServiceWhereExpenditureIncurred,ServiceCategoryLabel,ServiceCategoryURI,Supplier,SupplierRegisteredCompany Number,PaymentDate,TransactionNumber,NetAmount,IrrecoverableVAT,PurposeOfSpend,ProcurementClassification:ProclassLabel,ProcrementClassification:ProClassCode
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,285,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,142.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,142.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,213.75,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,213.75,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,213.75,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,142.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,142.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,142.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,356.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,142.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,142.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,142.5,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,356.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,2560839,09/09/2015,52176,71.25,0,Machine maintenance contract from 1,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Macdonald & Company Freelance Ltd,3882135,30/09/2015,52177,1295,0,TO SUPPLY IAN LUNN TO DEVELOPMENT,999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,ARCO LIMITED,133804,16/09/2015,52178,95.2,0,251000 Arco Premium Disposable Ear Plugs,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,DAISY COMMUNICATIONS LTD,4145329,14/09/2015,52179,593.04,0,"Daisy Line Rental Charges (Service),",271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Soopa Doopa Branding Ltd,7550313,09/09/2015,52183,265,0,Invest in South Lakeland Pens (500,191800,Facilities Public Relations & Image
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Carus Green Ltd,7262136,09/09/2015,52184,104.17,0,SLDC Business Lunch Event - 16th October,192110,Facilities Room Hire
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,NORTHGATE VEHICLE HIRE LTD,1434157,14/09/2015,52185,384.4,0,van hire for 30 days as discussed with,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,NORTHGATE VEHICLE HIRE LTD,1434157,14/09/2015,52186,384.4,0,van hire for 30 days as discussed with,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,IOSH Services Ltd (Books),,09/09/2015,52187,150,0,Managing safelty workbooks,999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,VOLVO GROUP UK LTD,2190944,14/09/2015,52188,380.28,0,Sensor,381000,Vehicle Mgt Commercial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environment and Housing,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,GROWING CONCERNS LANDSCAPING,,09/09/2015,52193,1306.4,0,Payment to Growing Concerns for Handy,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,09/09/2015,52194,400,0,Monthly rent ,999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,09/09/2015,52195,500,0,Monthly rent ,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Landlord,,09/09/2015,52196,520,0,Monthly rent ,202000,Financial Services Rents
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,NORTHGATE VEHICLE HIRE LTD,1434157,28/09/2015,52197,14.4,0,S. FAWCETT/PLANNERS - REGIONAL MEETING,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ITPS Professional Services Ltd (DD),,01/09/2015,52198,913.24,0,WLR3 Business Line Rental and Zen Lite,271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ITPS Professional Services Ltd (DD),,01/09/2015,52198,505.73,0,WLR3 Business Line Rental and Zen Lite,271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ITPS Professional Services Ltd (DD),,01/09/2015,52199,53.6,0,WLR3 Business Line Rental and Zen Lite,271700,ICT Telecommunications Fixed
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,SOCITM LIMITED,4396808,14/09/2015,52200,297,0,Insight Subscription Renewal September,152200,Consultancy Technical & Feasibility
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,James Andrews Recruitment Solutions,6834852,21/09/2015,52201,731.25,0,Payment for - Housing,261400,HR Temporary & Agency Staff
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,SUMO GUY,,14/09/2015,52202,35.3,0,Sumo Books,261500,HR Training & Conferences
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,WORKSOLVE PEOPLE SOLUTIONS LTD,7395622,14/09/2015,52203,1487.5,0,Chris Dilworth Consultancy work,261500,HR Training & Conferences
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,FORBES SOLICITORS,,14/09/2015,52204,294,0,Monthly bill- general employment advice,281300,Legal Services Legal Opinion
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,SPECSAVERS,2604077,14/09/2015,52205,34,0,"Corporate Eye Testing Service, VDU eye",311400,Healthcare Fees
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,EPIC Media Group Ltd,4914098,21/09/2015,52216,7580,0,Provide livery for Romaquip recycling,191010,Facilities Advertising Promo & Recruit
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MERITEC LTD,3224622,14/09/2015,52217,6750,0,Emergency Web Support Resource covering,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,KENDAL COLLEGE,,14/09/2015,52218,75,0,IT Consultancy for the Townend Project,908999,Public Bodies Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Non-Service Payments,,BUSY BEES BENEFITS LTD,6758298,14/09/2015,52219,696,0,child care vouchers,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,BUSY BEES BENEFITS LTD,6758298,14/09/2015,52220,24.36,0,child care vouchers,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,FREIGHT TRANSPORT ASSOCIATION,,14/09/2015,52221,128,0,Stickers,361100,Public Transport Haulage
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,FREIGHT TRANSPORT ASSOCIATION,,14/09/2015,52222,-47,0,Stickers,361100,Public Transport Haulage
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,JOHNSTON SWEEPERS LTD,199841,14/09/2015,52223,318.93,0,Oil pump,181600,Environment Street Cleansing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Environment Regulatory,,Great Green Systems Ltd,6632263,14/09/2015,52227,1581.8,0,Replaces order 24352.,381206,Vehicle Mgt Heavy Construction Equip Pur
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Business Support Community Services,Internal Trading Accounts,,GLASDON UK LTD,2160576,16/09/2015,52228,220,0,Sacks for the Glasdon Retriever City,109999,Building Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Environmental Protection,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Woodcraft UK,,14/09/2015,52229,665,0,1 off York Bench 6ft. curved type B top,102500,Building Timber
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Lake Wardens,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,ENVIROFIRST LTD,5999123,14/09/2015,52233,58.88,0,Rental & Emptying of Re-Cycling Bins at,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ENVIROFIRST LTD,5999123,14/09/2015,52234,181.94,0,Lowther street wheelie bin mixed,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Coronation Hall,External Trading Accounts,,Morson International,,14/09/2015,52235,119.28,0,Ulverston Market Hall cleaner to y/e 31,261300,HR Recruitment & Assessment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Financial Services,SLDC as Agent,,KIRKLAND TRUST (KENDAL),,14/09/2015,52236,6103.15,0,15/16 Income,201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,12,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,12,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,1.2,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,12,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,12,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,12,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,35.99,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,239.94,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,149.96,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,6,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,59.98,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,59.98,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,119.97,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,47.99,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,6,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,6,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,3,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,59.98,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,30/09/2015,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,CONTINENTAL LANDSCAPES LTD,2108452,14/09/2015,52237,53.99,0,Ground maitemance contract 2015 - 2016,391310,Construction Open Spaces Construction
