Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,09/03/2012,Accommodation: Service Charges,Corporate Resources,King Sturge,132273,"11,565.00",Payment of service charges ,BS8 9AQ,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,09/03/2012,Accommodation: Rent,Corporate Resources,King Sturge,132273,"16,380.00",Payment of rent,BS8 9AQ,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,12/03/2012,Welfare: Child Care Proj. Chg,Corporate Resources,Computershare  Vouchers Services,132304,"1,531.74",Payment for provision of service for Childcare Voucher Scheme,WS13 8SX,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,12/03/2012,Child Care Proj:Sacrifice Pay,Corporate Resources,Computershare  Vouchers Services,132304,"25,529.00",Payment for voucher funding for Childcare Voucher Scheme,WS13 8SX,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,12/03/2012,Expert Report,Litigation Division,Hoare Lea & Partners,525247,"51,041.10",Payment relating to professional services or study offering an expert opinion in relation to a legal case,PL1 3GE,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,12/03/2012,Expert Report,Litigation Division,Hoare Lea & Partners,525266,"32,356.67",Payment relating to professional services or study offering an expert opinion in relation to a legal case,PL1 3GE,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,12/03/2012,Expert Report,Litigation Division,Davis Langdon,525274,"43,176.00",Payment relating to professional services or study offering an expert opinion in relation to a legal case,WC1V 8QS,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,12/03/2012,Expert Report,Litigation Division,ABS Consulting Limited,525276,"35,839.36",Payment relating to professional services or study offering an expert opinion in relation to a legal case,WA3 6WJ,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,13/03/2012,Solicitors Agents' Fees,Defra Legal,Freshfields Bruckhaus Deringer,132322,"132,249.35",Payment to Counsel,EC4Y 1HS,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,14/03/2012,Counsel Fees,Litigation Division,Miss Sarah Hannaford Q.C.,525641,"85,742.18",Payment to Counsel,WC2R 3AA,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,14/03/2012,Expert Report,Litigation Division,Pricewaterhouse Coopers,525717,"25,195.20",Payment relating to professional services or study offering an expert opinion in relation to a legal case,E14 9SQ,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,16/03/2012,Counsel Fees,Litigation Division,Miss Jennifer Eady Q.C.,525980,"44,373.00",Payment to Counsel,WC1R 4BU,SME,,,Administration
HM Procurator General and Treasury Solicitor,Attorney General's Office ,19/03/2012,Accommodation: Custody Guards,Attorney General's Office,Amey Community Limited,23778,"18,949.80",Payment for Security guards,SW1P 4DR,SME,,,Administration
HM Procurator General and Treasury Solicitor,Attorney General's Office ,19/03/2012,Maintenance: Accommodation,Attorney General's Office,Amey Community Limited,23778,"4,103.10","Payment for planned, preventative maintenance (PPM)",SW1P 4DR,SME,,,Administration
HM Procurator General and Treasury Solicitor,Attorney General's Office ,19/03/2012,Cleaning: Office,Attorney General's Office,Amey Community Limited,23778,"3,633.50",Payment for cleaning,SW1P 4DR,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,20/03/2012,Solicitors Agents' Fees,Defra Legal,Stone King Solicitors,132505,"25,172.40",Payment for professional services,EC1M 4BS,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,23/03/2012,Fixed Assets: Acquisitions,Corporate Resources,Rufus Leonard,132580,"39,888.00","Payment relating to the redevelopment of LION, the Government Legal Service online network",EC1M 3JB,SME,,,Programme
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,23/03/2012,Accommodation: Service Charges,Corporate Resources,Civil Aviation Authority,132589,"330,338.88",Payment of service charges ,RH6 0YR,Public Sector,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,23/03/2012,Accommodation: Rent,Corporate Resources,Civil Aviation Authority,132590,"1,052,601.59",Payment of rent,RH6 0YR,Public Sector,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,26/03/2012,Agency Staff: Legal,Litigation Division,Capita Resourcing Ltd (Staff),132616,"46,134.89",Payments for interim legal professionals,SL6 1DP,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,26/03/2012,Agency Staff: Legal,Employment Group ,Capita Resourcing Ltd (Staff),132616,"4,115.66",Payments for interim legal professionals,SL6 1DP,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,26/03/2012,Fixed Assets: Acquisitions,Corporate Resources,Durable Window Films,132619,"34,800.00",Payment replacement of safety and security film,RG41 5EX,SME,,,Programme
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,29/03/2012,Agency Staff: Legal,Litigation Division,Capita Resourcing Ltd (Staff),132747,"41,272.87",Payments for interim legal professionals,SL6 1DP,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,29/03/2012,Agency Staff: Legal,Employment Group ,Capita Resourcing Ltd (Staff),132747,"3,367.79",Payments for interim legal professionals,SL6 1DP,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,29/03/2012,Counsel Fees,Litigation Division,Mr Paul Gott,528183,"36,000.00",Payment to Counsel,EC4Y 9DH,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Accommodation: Rates,Corporate Resources,Croydon Council,132744,"37,762.00",Payment of business rates ,CR9 1BQ,Public Sector,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Agency Staff: Legal,Litigation Division,Capita Resourcing Ltd (Staff),132797,"43,849.56",Payments for interim legal professionals,SL6 1DP,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Agency Staff: Legal,Employment Group ,Capita Resourcing Ltd (Staff),132797,"3,445.87",Payments for interim legal professionals,SL6 1DP,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Maintenance: Accommodation,Corporate Resources,Civil Aviation Authority,132802,"83,173.07","Payment for planned, preventative maintenance (PPM)",RH6 0YR,Public Sector,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Fixed Assets: Acquisitions,Corporate Resources,Insight Direct (UK) Limited,132806,"34,409.66",Payment relating to purchase of IT equipment ,UB8 1PH,SME,,,Programme
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Agency Staff: Legal,Litigation Division,Capita Resourcing Ltd (Staff),132867,"43,381.48",Payments for interim legal professionals,SL6 1DP,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Agency Staff: Legal,Employment Group ,Capita Resourcing Ltd (Staff),132867,"2,896.86",Payments for interim legal professionals,SL6 1DP,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Defra Central Support Costs,Defra Legal,"Department For Environment, Food & Rural Affairs",132871,"132,000.00",Payment  for Defra central costs and support,YO1 7PK,Public Sector,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Recruitment: Lawyers,Government Legal Service Secretariat ,Methods Consulting Ltd,132881,"40,740.00",Payment for development of  SCS Assessment Centres,WC2H 8AD,SME,,,Administration
HM Procurator General and Treasury Solicitor,Attorney General's Office ,30/03/2012,Maintenance: Hardware,Attorney General's Office,Capita Secure Information Systems,23819,"32,384.16",Payment relating to IT services and support,SN14 0TW,SME,,,Administration
HM Procurator General and Treasury Solicitor,Attorney General's Office ,30/03/2012,Maintenance: Hardware,Attorney General's Office,Capita Secure Information Systems,23820,"30,817.37",Payment relating to IT services and support,SN14 0TW,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Solicitors Agents' Fees,Litigation Division,Hill Dickinson Llp,528209,"29,527.92",Payment for professional services,CH1 2BN,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Solicitors Agents' Fees,Litigation Division,Hill Dickinson Llp,528210,"25,194.96",Payment for professional services,CH1 2BN,SME,,,Administration
HM Procurator General and Treasury Solicitor,The Treasury Solicitor's Department,30/03/2012,Solicitors Agents' Fees,Defra Legal,Freshfields Bruckhaus Deringer,528633,"56,294.20",Payment to Counsel,EC4Y 1HS,SME,,,Administration
