ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicensingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,PublicConsultationEndDate,ResponsesFor,ResponsesAgainst
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/11/68998,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14692,28/04/2011,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),To allow the retention and continued operation of Netley Waste Transfer Station (and associated development) for a further period of time,"Netley WTS, Portsmouth Road, Netley, Hampshire S031 8GD",28/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,21/06/2011,,,,,,3360,,Veolia Environmental Services,,02/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/01021/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14694,04/05/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for 2 double temporary modular buildings (Ref. 713326 & 713327) on site for a further seven years until 31st August 2018,"Perins School & Community Sports College, Pound Hill, Alresford, Hampshire SO24 9BS",29/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/06/2011,,,,,,237,,"Property, Business & Regulatory Services",,03/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00380/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14699,13/05/2011,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Variation of conditions 15 (Site Layout), 21 (Storage of Material), 26 (waste transfer building construction), 28 (retaining timber wall), 29 (interior of Waste Transfer Building) and 30 (Portacabin Offices) of Planning Permission 07/00807/HCC","1A  Hollybush Lane, Aldershot Hampshire GU11 2PX",20/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,10/08/2011,,,,,,2527,,Integrated Skills Limited,,08/07/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/01086/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14700,11/05/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Relocation of existing operational portacabin containing site managers office and meeting room, from the northern weighbridge exit to the southern weighbridge entrance","Yeoman Asphalt, Botley Goods Yard, Station Hill, Botley SO30 2DN",06/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,06/07/2011,,,,,,31,,Aggregate Industries UK Ltd,,23/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/01212/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14703,18/05/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Construction of a walk in kiosk and new treatment process units to support an upgrade,"New Alresford WTW, Appledown Lane, New Alresford, Hampshire SO24 9PL",13/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,15/07/2011,,,,,,41,,4 Delivery,,23/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/11/0430/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14705,23/05/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Provision for 1 single temporary modular building (Ref: 711401) on site for a further seven years until 31st August 2018,"St Francis School, Oldbury Way, Fareham, Hampshire PO14 3BN",18/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,27/06/2011,,,,,,72,,"Property, Business and Regulatory Services",,23/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74592,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14706,23/05/2011,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),Variation of conditions attached to Planning Permission BDB53439 to allow for the construction of additional silt disposal facilities (part retrospective),"Mortimer Quarry, Welshman's Road, Mortimer West End, RG7 4QD",29/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,05/10/2011,,,,,,400314,,Hanson UK,,16/08/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/01156/CMA,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14707,24/05/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6024,Q41 Oil and gas (CPS 10-12),"Modifications to the existing site layout from planning permission HDC11399 and the installation of new pipework, additional pipework manifold, separator, vent, GRP cabinet and instrument air package","Humbly Grove X Wellsite, New Odiham Road (B3349) Hants",19/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,20/07/2011,,,,,,25552,,Star Energy  Ltd,,02/03/2012,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,22689/003,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14709,02/06/2011,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Removal of condition 1 (Hours of Working) on Planning Permission F22689/002/FUL,"Beacon House, 13 Mill Lane, Alton Hampshire GU34 2PH",01/08/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,30/09/2011,,,,,,3666,,Bell Cornwell,,23/09/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/01299/HCC3N,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14711,03/06/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Provision of a portacabin on the site for use by contractor staff for a minimum period of five years,"Highways Depot, Weyhill Road, Andover Hampshire",29/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,28/07/2011,,,,,,3469,,Hampshire County Council Highways,,11/07/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/97340,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14712,03/06/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6026,Q43 County other (CPS 50),Application for portacabin for office use and container for walfare facilities and storage,"Courtwood Farm, Sandleheath, Fordingbridge SP6 1QD",08/08/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,25/07/2011,,,,,,714,,Ringwood  & Fordingbridge Skip Hire Ltd,,15/07/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/01281/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14713,07/06/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Provision of an additional 100 square metres of tarmac play area to accommodate the extra pupils joining the school, following the provision of one Single Modular Temporary Classroom","Fleet Infant School, Velmead Road, Fleet, Hampshire GU52 7LQ",04/08/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,15/07/2011,,,,,,125,,"Property, Business & Regulatory Services",,11/07/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/97341,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14714,07/06/2011,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Variation of Conditions of Planning Permission 09/94932  involving revisions to the restoration and aftercare details,"Efford Landfill Site, Milford Road, Pennington, Lymington SO41 8QZ",03/08/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,09/09/2011,,,,,,599158,,Veolia Environmental Services,,11/07/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/12/70249,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14715,20/05/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),Exportation of Sand,"Knowle Lane, Fair Oak",02/03/2012,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,18/05/2012,,,,,,15158,,White Young Green,,14/06/2013,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2011/0113,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14720,14/06/2011,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,Non material amendment - to alter site traffic routing arrangements in order that mobile plant traffic is separate from road going HGV's and private vehicles,"Eversley Quarry, Cooper Hill, Eversley, Common, Eversley RG27 0QA",12/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,11/07/2011,,,,,,3745,,David L Walker,,,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/01427/CMAN,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14721,17/06/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Extension to existing scrap metal recycling yard,"Bryan Hirst Ltd, Bullington Cross, Sutton Scotney, Hants SO21 3QG",12/08/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,09/09/2011,,,,,,380,,Rogers Cory Partnership ltd.,,20/07/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,K.L130,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14722,17/06/2011,http://id.esd.org.uk/service/1712,Lawful Development Certificate existing use,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Lawful Development Certificate: use of land for the importation, storage and processing of paper, plastic, glass, steel and aluminium","DS Smith Paper Ltd, trading as DS Smith Recycling, Cranbourne Road, Gosport PO12 1RL",12/08/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,28/06/2012,,,,,,7409,,GVA Ltd,,20/07/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00412/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14723,17/06/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Single storey Community Hall extension, improvement of pedestrian access from the rear of the site","Parsonage Farm Infant School, Cherry Tree Close, Farnborough, Hampshire GU14 9TT",12/08/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,26/08/2011,,,,,,1109,,Property Services,,21/07/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,21643/007,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14724,30/06/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Use for the storage and  compaction of agricultural waste (plastics and cardboard),"Starter Gate Farm, Charlwood Lane, Monkwood, Alresford SO24 0HA",01/09/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,09/05/2012,,,,,,400,,Southern Planning Practice,,16/08/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/01601/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14725,30/06/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Provision of a new Waterlooville Household Waste Recycling Centre (HWRC) in the West of Waterlooville Northern Major Development Area, Old Park Farm","Waterlooville HWRC, Waterlooville, Hants, PO7",31/08/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Committee,10/10/2011,,,,,,8420,,Waste and Resource Management Section,,17/05/2012,,
