Supplier,Amount,Payment Date
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1395,02/09/2013
REDACT PERSONAL INFORMATION,1705,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,3234.19,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1550,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,1240,02/09/2013
REDACT PERSONAL INFORMATION,9243.58,02/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1618.8,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1509.6,03/09/2013
REDACT PERSONAL INFORMATION,1050,03/09/2013
REDACT PERSONAL INFORMATION,5160,03/09/2013
REDACT PERSONAL INFORMATION,1287.75,03/09/2013
REDACT PERSONAL INFORMATION,601.83,03/09/2013
REDACT PERSONAL INFORMATION,1882.24,03/09/2013
REDACT PERSONAL INFORMATION,1330.08,03/09/2013
REDACT PERSONAL INFORMATION,765.11,03/09/2013
REDACT PERSONAL INFORMATION,512.93,03/09/2013
REDACT PERSONAL INFORMATION,1192.57,03/09/2013
REDACT PERSONAL INFORMATION,709.67,03/09/2013
REDACT PERSONAL INFORMATION,756.4,03/09/2013
REDACT PERSONAL INFORMATION,2260.89,03/09/2013
REDACT PERSONAL INFORMATION,558.77,03/09/2013
REDACT PERSONAL INFORMATION,634.59,03/09/2013
REDACT PERSONAL INFORMATION,933.06,03/09/2013
REDACT PERSONAL INFORMATION,983.97,03/09/2013
REDACT PERSONAL INFORMATION,1315.64,03/09/2013
REDACT PERSONAL INFORMATION,1076.99,03/09/2013
REDACT PERSONAL INFORMATION,1370.63,03/09/2013
REDACT PERSONAL INFORMATION,3463.1,03/09/2013
REDACT PERSONAL INFORMATION,668.15,03/09/2013
REDACT PERSONAL INFORMATION,736.97,03/09/2013
REDACT PERSONAL INFORMATION,3543.3,03/09/2013
REDACT PERSONAL INFORMATION,3717.21,03/09/2013
REDACT PERSONAL INFORMATION,3717.21,03/09/2013
REDACT PERSONAL INFORMATION,2434.57,03/09/2013
REDACT PERSONAL INFORMATION,1503.19,03/09/2013
REDACT PERSONAL INFORMATION,2131.61,03/09/2013
REDACT PERSONAL INFORMATION,2130.77,03/09/2013
REDACT PERSONAL INFORMATION,1281.53,03/09/2013
REDACT PERSONAL INFORMATION,1086.73,03/09/2013
REDACT PERSONAL INFORMATION,725.01,03/09/2013
REDACT PERSONAL INFORMATION,7798.98,03/09/2013
REDACT PERSONAL INFORMATION,2422.33,03/09/2013
REDACT PERSONAL INFORMATION,2841.15,03/09/2013
REDACT PERSONAL INFORMATION,1419.99,03/09/2013
REDACT PERSONAL INFORMATION,1921.16,03/09/2013
REDACT PERSONAL INFORMATION,2589.39,03/09/2013
REDACT PERSONAL INFORMATION,6776.29,03/09/2013
REDACT PERSONAL INFORMATION,3448.13,03/09/2013
REDACT PERSONAL INFORMATION,3448.13,03/09/2013
REDACT PERSONAL INFORMATION,2505.86,03/09/2013
REDACT PERSONAL INFORMATION,2255.27,03/09/2013
REDACT PERSONAL INFORMATION,894.72,03/09/2013
REDACT PERSONAL INFORMATION,1027,03/09/2013
REDACT PERSONAL INFORMATION,1169.4,03/09/2013
REDACT PERSONAL INFORMATION,657.18,03/09/2013
REDACT PERSONAL INFORMATION,5231.43,03/09/2013
REDACT PERSONAL INFORMATION,668.23,03/09/2013
REDACT PERSONAL INFORMATION,3385.82,03/09/2013
REDACT PERSONAL INFORMATION,1002.34,03/09/2013
REDACT PERSONAL INFORMATION,1093.06,03/09/2013
REDACT PERSONAL INFORMATION,4782.85,03/09/2013
REDACT PERSONAL INFORMATION,2516.62,03/09/2013
REDACT PERSONAL INFORMATION,878.98,03/09/2013
REDACT PERSONAL INFORMATION,2922.85,03/09/2013
REDACT PERSONAL INFORMATION,977.55,03/09/2013
REDACT PERSONAL INFORMATION,1636.38,03/09/2013
REDACT PERSONAL INFORMATION,641.39,03/09/2013
REDACT PERSONAL INFORMATION,1754.1,03/09/2013
REDACT PERSONAL INFORMATION,2589.39,03/09/2013
REDACT PERSONAL INFORMATION,544.75,03/09/2013
REDACT PERSONAL INFORMATION,571.98,03/09/2013
REDACT PERSONAL INFORMATION,2589.39,03/09/2013
REDACT PERSONAL INFORMATION,585.16,03/09/2013
REDACT PERSONAL INFORMATION,2589.39,03/09/2013
REDACT PERSONAL INFORMATION,2505.86,03/09/2013
REDACT PERSONAL INFORMATION,3529.62,03/09/2013
REDACT PERSONAL INFORMATION,544.07,03/09/2013
REDACT PERSONAL INFORMATION,519.37,03/09/2013
REDACT PERSONAL INFORMATION,645.23,03/09/2013
REDACT PERSONAL INFORMATION,4800,03/09/2013
REDACT PERSONAL INFORMATION,904.95,03/09/2013
REDACT PERSONAL INFORMATION,2589.39,03/09/2013
REDACT PERSONAL INFORMATION,4849.29,03/09/2013
REDACT PERSONAL INFORMATION,667.74,03/09/2013
REDACT PERSONAL INFORMATION,3449.99,03/09/2013
REDACT PERSONAL INFORMATION,4849.29,03/09/2013
REDACT PERSONAL INFORMATION,2505.86,03/09/2013
REDACT PERSONAL INFORMATION,6053.99,03/09/2013
REDACT PERSONAL INFORMATION,858.5,03/09/2013
REDACT PERSONAL INFORMATION,530.25,03/09/2013
REDACT PERSONAL INFORMATION,1313,03/09/2013
REDACT PERSONAL INFORMATION,4849.29,03/09/2013
REDACT PERSONAL INFORMATION,4692.86,03/09/2013
REDACT PERSONAL INFORMATION,1355.14,03/09/2013
REDACT PERSONAL INFORMATION,669.6,04/09/2013
REDACT PERSONAL INFORMATION,736.37,04/09/2013
REDACT PERSONAL INFORMATION,650.12,04/09/2013
REDACT PERSONAL INFORMATION,697.07,04/09/2013
REDACT PERSONAL INFORMATION,1354.4,04/09/2013
REDACT PERSONAL INFORMATION,2026.54,04/09/2013
REDACT PERSONAL INFORMATION,639.17,04/09/2013
REDACT PERSONAL INFORMATION,831.46,04/09/2013
REDACT PERSONAL INFORMATION,4098.12,04/09/2013
REDACT PERSONAL INFORMATION,6642.68,04/09/2013
REDACT PERSONAL INFORMATION,3844.62,04/09/2013
REDACT PERSONAL INFORMATION,7209.67,04/09/2013
REDACT PERSONAL INFORMATION,3607.47,05/09/2013
REDACT PERSONAL INFORMATION,5411.05,05/09/2013
REDACT PERSONAL INFORMATION,5234.57,04/09/2013
REDACT PERSONAL INFORMATION,3489.71,04/09/2013
REDACT PERSONAL INFORMATION,3804.01,04/09/2013
REDACT PERSONAL INFORMATION,4800,04/09/2013
REDACT PERSONAL INFORMATION,3804.01,04/09/2013
REDACT PERSONAL INFORMATION,2884.31,04/09/2013
REDACT PERSONAL INFORMATION,12400,04/09/2013
REDACT PERSONAL INFORMATION,2792.28,04/09/2013
REDACT PERSONAL INFORMATION,11514.33,04/09/2013
REDACT PERSONAL INFORMATION,5913.25,04/09/2013
REDACT PERSONAL INFORMATION,1718.64,04/09/2013
REDACT PERSONAL INFORMATION,10750,04/09/2013
REDACT PERSONAL INFORMATION,10750,05/09/2013
REDACT PERSONAL INFORMATION,4110,05/09/2013
REDACT PERSONAL INFORMATION,1674.12,05/09/2013
REDACT PERSONAL INFORMATION,2149.2,05/09/2013
REDACT PERSONAL INFORMATION,1287.75,05/09/2013
REDACT PERSONAL INFORMATION,4177.25,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,558.72,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,3766.61,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3132.2,05/09/2013
REDACT PERSONAL INFORMATION,4809.98,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,2937.88,05/09/2013
REDACT PERSONAL INFORMATION,866.58,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,540,05/09/2013
REDACT PERSONAL INFORMATION,1980,05/09/2013
REDACT PERSONAL INFORMATION,1440,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,1620,05/09/2013
REDACT PERSONAL INFORMATION,2340,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,2700,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3960,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,1080,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,2795.68,05/09/2013
REDACT PERSONAL INFORMATION,3038,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,1118.64,05/09/2013
REDACT PERSONAL INFORMATION,2013.56,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,1260,05/09/2013
REDACT PERSONAL INFORMATION,1116,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,648,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,3041.1,05/09/2013
REDACT PERSONAL INFORMATION,734.4,05/09/2013
REDACT PERSONAL INFORMATION,734.4,05/09/2013
REDACT PERSONAL INFORMATION,734.4,05/09/2013
REDACT PERSONAL INFORMATION,734.4,05/09/2013
REDACT PERSONAL INFORMATION,734.4,05/09/2013
REDACT PERSONAL INFORMATION,734.4,05/09/2013
REDACT PERSONAL INFORMATION,1900.96,05/09/2013
REDACT PERSONAL INFORMATION,1664,06/09/2013
REDACT PERSONAL INFORMATION,1039.99,06/09/2013
REDACT PERSONAL INFORMATION,3679.8,06/09/2013
REDACT PERSONAL INFORMATION,14333,06/09/2013
REDACT PERSONAL INFORMATION,1833.42,06/09/2013
REDACT PERSONAL INFORMATION,1395.75,06/09/2013
REDACT PERSONAL INFORMATION,2782.56,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,1414,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,2525.8,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,4499.2,06/09/2013
REDACT PERSONAL INFORMATION,3881.32,06/09/2013
REDACT PERSONAL INFORMATION,3881.32,06/09/2013
REDACT PERSONAL INFORMATION,791.77,06/09/2013
REDACT PERSONAL INFORMATION,575.92,06/09/2013
REDACT PERSONAL INFORMATION,822.16,06/09/2013
REDACT PERSONAL INFORMATION,750.3,06/09/2013
REDACT PERSONAL INFORMATION,633.95,06/09/2013
REDACT PERSONAL INFORMATION,688,06/09/2013
REDACT PERSONAL INFORMATION,8162.24,06/09/2013
REDACT PERSONAL INFORMATION,1737.58,06/09/2013
REDACT PERSONAL INFORMATION,644.12,06/09/2013
REDACT PERSONAL INFORMATION,643.65,06/09/2013
REDACT PERSONAL INFORMATION,743.79,06/09/2013
REDACT PERSONAL INFORMATION,745.32,06/09/2013
REDACT PERSONAL INFORMATION,552.5,06/09/2013
REDACT PERSONAL INFORMATION,774.52,06/09/2013
REDACT PERSONAL INFORMATION,687.16,06/09/2013
REDACT PERSONAL INFORMATION,560.62,06/09/2013
REDACT PERSONAL INFORMATION,1615.6,06/09/2013
REDACT PERSONAL INFORMATION,801.25,06/09/2013
REDACT PERSONAL INFORMATION,1751.58,06/09/2013
REDACT PERSONAL INFORMATION,724.98,06/09/2013
REDACT PERSONAL INFORMATION,1333.52,06/09/2013
REDACT PERSONAL INFORMATION,1011.5,06/09/2013
REDACT PERSONAL INFORMATION,698.56,06/09/2013
REDACT PERSONAL INFORMATION,5021.96,06/09/2013
REDACT PERSONAL INFORMATION,820.48,06/09/2013
REDACT PERSONAL INFORMATION,512.8,06/09/2013
REDACT PERSONAL INFORMATION,1494.78,06/09/2013
REDACT PERSONAL INFORMATION,943.36,06/09/2013
REDACT PERSONAL INFORMATION,845.15,06/09/2013
REDACT PERSONAL INFORMATION,2239.28,06/09/2013
REDACT PERSONAL INFORMATION,4039.2,06/09/2013
REDACT PERSONAL INFORMATION,506.4,06/09/2013
REDACT PERSONAL INFORMATION,1012.4,06/09/2013
REDACT PERSONAL INFORMATION,874.76,06/09/2013
REDACT PERSONAL INFORMATION,704.74,06/09/2013
REDACT PERSONAL INFORMATION,506.28,06/09/2013
REDACT PERSONAL INFORMATION,506.4,06/09/2013
REDACT PERSONAL INFORMATION,506.28,06/09/2013
REDACT PERSONAL INFORMATION,1350.08,06/09/2013
REDACT PERSONAL INFORMATION,774.68,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,884.58,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,717.92,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,1077.16,06/09/2013
REDACT PERSONAL INFORMATION,685.87,06/09/2013
REDACT PERSONAL INFORMATION,551.39,06/09/2013
REDACT PERSONAL INFORMATION,538.44,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,506.39,06/09/2013
REDACT PERSONAL INFORMATION,955.09,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,887.16,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,6082.2,06/09/2013
REDACT PERSONAL INFORMATION,907.79,06/09/2013
REDACT PERSONAL INFORMATION,2957.44,06/09/2013
REDACT PERSONAL INFORMATION,2957.44,06/09/2013
REDACT PERSONAL INFORMATION,602.68,06/09/2013
REDACT PERSONAL INFORMATION,3103.9,06/09/2013
REDACT PERSONAL INFORMATION,13466.27,06/09/2013
REDACT PERSONAL INFORMATION,13357.11,06/09/2013
REDACT PERSONAL INFORMATION,8467.43,06/09/2013
REDACT PERSONAL INFORMATION,4620,06/09/2013
REDACT PERSONAL INFORMATION,524.37,06/09/2013
REDACT PERSONAL INFORMATION,645.46,06/09/2013
REDACT PERSONAL INFORMATION,1291.62,06/09/2013
REDACT PERSONAL INFORMATION,9742.99,06/09/2013
REDACT PERSONAL INFORMATION,1098.28,06/09/2013
REDACT PERSONAL INFORMATION,1141.16,06/09/2013
REDACT PERSONAL INFORMATION,3041.1,06/09/2013
REDACT PERSONAL INFORMATION,990.35,06/09/2013
REDACT PERSONAL INFORMATION,1127.46,06/09/2013
REDACT PERSONAL INFORMATION,5702.76,06/09/2013
REDACT PERSONAL INFORMATION,705.12,06/09/2013
REDACT PERSONAL INFORMATION,890.99,06/09/2013
REDACT PERSONAL INFORMATION,624.4,06/09/2013
REDACT PERSONAL INFORMATION,569.91,06/09/2013
REDACT PERSONAL INFORMATION,814.07,06/09/2013
REDACT PERSONAL INFORMATION,2059.2,09/09/2013
REDACT PERSONAL INFORMATION,1805,09/09/2013
REDACT PERSONAL INFORMATION,6137,09/09/2013
REDACT PERSONAL INFORMATION,2166,09/09/2013
REDACT PERSONAL INFORMATION,5415,09/09/2013
REDACT PERSONAL INFORMATION,1444,09/09/2013
REDACT PERSONAL INFORMATION,722,09/09/2013
REDACT PERSONAL INFORMATION,1083,09/09/2013
REDACT PERSONAL INFORMATION,1083,09/09/2013
REDACT PERSONAL INFORMATION,2888,09/09/2013
REDACT PERSONAL INFORMATION,8664,09/09/2013
REDACT PERSONAL INFORMATION,3249,09/09/2013
REDACT PERSONAL INFORMATION,1083,09/09/2013
REDACT PERSONAL INFORMATION,1444,09/09/2013
REDACT PERSONAL INFORMATION,2440,09/09/2013
REDACT PERSONAL INFORMATION,3697.99,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,967.75,09/09/2013
REDACT PERSONAL INFORMATION,3697.99,09/09/2013
REDACT PERSONAL INFORMATION,1435.84,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,2958.39,09/09/2013
REDACT PERSONAL INFORMATION,3697.99,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,3697.99,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,3587.05,09/09/2013
REDACT PERSONAL INFORMATION,3458.95,09/09/2013
REDACT PERSONAL INFORMATION,3458.95,09/09/2013
REDACT PERSONAL INFORMATION,3351.97,09/09/2013
REDACT PERSONAL INFORMATION,3351.97,09/09/2013
REDACT PERSONAL INFORMATION,3547.8,09/09/2013
REDACT PERSONAL INFORMATION,3774.25,09/09/2013
REDACT PERSONAL INFORMATION,3774.25,09/09/2013
REDACT PERSONAL INFORMATION,5270.93,09/09/2013
REDACT PERSONAL INFORMATION,3774.25,09/09/2013
REDACT PERSONAL INFORMATION,3774.25,09/09/2013
REDACT PERSONAL INFORMATION,3774.25,09/09/2013
REDACT PERSONAL INFORMATION,2624.15,09/09/2013
REDACT PERSONAL INFORMATION,3547.8,09/09/2013
REDACT PERSONAL INFORMATION,3351.97,09/09/2013
REDACT PERSONAL INFORMATION,3547.8,09/09/2013
REDACT PERSONAL INFORMATION,3774.25,09/09/2013
REDACT PERSONAL INFORMATION,3774.25,09/09/2013
REDACT PERSONAL INFORMATION,3491.18,09/09/2013
REDACT PERSONAL INFORMATION,3491.18,09/09/2013
REDACT PERSONAL INFORMATION,780.03,09/09/2013
REDACT PERSONAL INFORMATION,786.6,09/09/2013
REDACT PERSONAL INFORMATION,784,09/09/2013
REDACT PERSONAL INFORMATION,16268.75,09/09/2013
REDACT PERSONAL INFORMATION,17793.5,09/09/2013
REDACT PERSONAL INFORMATION,605.55,09/09/2013
REDACT PERSONAL INFORMATION,1072.64,09/09/2013
REDACT PERSONAL INFORMATION,1694.83,09/09/2013
REDACT PERSONAL INFORMATION,1244.12,09/09/2013
REDACT PERSONAL INFORMATION,5936,09/09/2013
REDACT PERSONAL INFORMATION,722,10/09/2013
REDACT PERSONAL INFORMATION,2166,10/09/2013
REDACT PERSONAL INFORMATION,8414.28,10/09/2013
REDACT PERSONAL INFORMATION,6380,10/09/2013
REDACT PERSONAL INFORMATION,17400,10/09/2013
REDACT PERSONAL INFORMATION,1484,10/09/2013
REDACT PERSONAL INFORMATION,5274.64,10/09/2013
REDACT PERSONAL INFORMATION,1480.68,10/09/2013
REDACT PERSONAL INFORMATION,1039.04,10/09/2013
REDACT PERSONAL INFORMATION,864,10/09/2013
REDACT PERSONAL INFORMATION,665.6,10/09/2013
REDACT PERSONAL INFORMATION,611.2,10/09/2013
REDACT PERSONAL INFORMATION,550.08,10/09/2013
REDACT PERSONAL INFORMATION,550.08,10/09/2013
REDACT PERSONAL INFORMATION,733.44,10/09/2013
REDACT PERSONAL INFORMATION,1039.04,10/09/2013
REDACT PERSONAL INFORMATION,1569.6,10/09/2013
REDACT PERSONAL INFORMATION,1569.6,10/09/2013
REDACT PERSONAL INFORMATION,1569.6,10/09/2013
REDACT PERSONAL INFORMATION,10179.36,10/09/2013
REDACT PERSONAL INFORMATION,5151,10/09/2013
REDACT PERSONAL INFORMATION,4000,10/09/2013
REDACT PERSONAL INFORMATION,5776,11/09/2013
REDACT PERSONAL INFORMATION,3971,11/09/2013
REDACT PERSONAL INFORMATION,2527,11/09/2013
REDACT PERSONAL INFORMATION,5415,11/09/2013
REDACT PERSONAL INFORMATION,7110,11/09/2013
REDACT PERSONAL INFORMATION,6615,11/09/2013
REDACT PERSONAL INFORMATION,3132.2,11/09/2013
REDACT PERSONAL INFORMATION,711.51,11/09/2013
REDACT PERSONAL INFORMATION,638.44,11/09/2013
REDACT PERSONAL INFORMATION,638.44,11/09/2013
REDACT PERSONAL INFORMATION,638.44,11/09/2013
REDACT PERSONAL INFORMATION,638.44,11/09/2013
REDACT PERSONAL INFORMATION,508.56,11/09/2013
REDACT PERSONAL INFORMATION,918.12,11/09/2013
REDACT PERSONAL INFORMATION,763.42,11/09/2013
REDACT PERSONAL INFORMATION,530.25,11/09/2013
REDACT PERSONAL INFORMATION,1313,11/09/2013
REDACT PERSONAL INFORMATION,858.5,11/09/2013
REDACT PERSONAL INFORMATION,5270.48,11/09/2013
REDACT PERSONAL INFORMATION,2236.43,11/09/2013
REDACT PERSONAL INFORMATION,2683.71,11/09/2013
REDACT PERSONAL INFORMATION,1874.79,11/09/2013
REDACT PERSONAL INFORMATION,2107.25,11/09/2013
REDACT PERSONAL INFORMATION,1950.17,11/09/2013
REDACT PERSONAL INFORMATION,2124.61,11/09/2013
REDACT PERSONAL INFORMATION,2683.71,11/09/2013
REDACT PERSONAL INFORMATION,1879.31,11/09/2013
REDACT PERSONAL INFORMATION,2683.71,11/09/2013
REDACT PERSONAL INFORMATION,5973.42,11/09/2013
REDACT PERSONAL INFORMATION,2021.73,11/09/2013
REDACT PERSONAL INFORMATION,5565,11/09/2013
REDACT PERSONAL INFORMATION,5565,11/09/2013
REDACT PERSONAL INFORMATION,39874.07,11/09/2013
REDACT PERSONAL INFORMATION,40444.35,11/09/2013
REDACT PERSONAL INFORMATION,36517.91,11/09/2013
REDACT PERSONAL INFORMATION,10628.57,11/09/2013
REDACT PERSONAL INFORMATION,10238.91,11/09/2013
REDACT PERSONAL INFORMATION,33758.25,11/09/2013
REDACT PERSONAL INFORMATION,1923.36,11/09/2013
REDACT PERSONAL INFORMATION,672,11/09/2013
REDACT PERSONAL INFORMATION,3299.64,11/09/2013
REDACT PERSONAL INFORMATION,3299.64,11/09/2013
REDACT PERSONAL INFORMATION,3299.64,11/09/2013
REDACT PERSONAL INFORMATION,3534,11/09/2013
REDACT PERSONAL INFORMATION,3534,11/09/2013
REDACT PERSONAL INFORMATION,3534,11/09/2013
REDACT PERSONAL INFORMATION,3219.04,11/09/2013
REDACT PERSONAL INFORMATION,3534,11/09/2013
REDACT PERSONAL INFORMATION,3219.04,11/09/2013
REDACT PERSONAL INFORMATION,3473.24,11/09/2013
REDACT PERSONAL INFORMATION,3100,11/09/2013
REDACT PERSONAL INFORMATION,3534,11/09/2013
REDACT PERSONAL INFORMATION,3473.24,11/09/2013
REDACT PERSONAL INFORMATION,3473.24,11/09/2013
REDACT PERSONAL INFORMATION,3255,11/09/2013
REDACT PERSONAL INFORMATION,5370.71,11/09/2013
REDACT PERSONAL INFORMATION,2635,11/09/2013
REDACT PERSONAL INFORMATION,3252.83,11/09/2013
REDACT PERSONAL INFORMATION,734.4,11/09/2013
REDACT PERSONAL INFORMATION,3286.93,11/09/2013
REDACT PERSONAL INFORMATION,734.4,11/09/2013
REDACT PERSONAL INFORMATION,3616.06,11/09/2013
REDACT PERSONAL INFORMATION,734.4,11/09/2013
REDACT PERSONAL INFORMATION,3437.28,11/09/2013
REDACT PERSONAL INFORMATION,734.4,11/09/2013
REDACT PERSONAL INFORMATION,2635,11/09/2013
REDACT PERSONAL INFORMATION,5420.57,11/09/2013
REDACT PERSONAL INFORMATION,6099.43,11/09/2013
REDACT PERSONAL INFORMATION,3437.28,11/09/2013
REDACT PERSONAL INFORMATION,1644,12/09/2013
REDACT PERSONAL INFORMATION,2466,12/09/2013
REDACT PERSONAL INFORMATION,5080,12/09/2013
REDACT PERSONAL INFORMATION,3437.28,12/09/2013
REDACT PERSONAL INFORMATION,3437.28,12/09/2013
REDACT PERSONAL INFORMATION,1751.34,12/09/2013
REDACT PERSONAL INFORMATION,1751.34,12/09/2013
REDACT PERSONAL INFORMATION,3255,12/09/2013
REDACT PERSONAL INFORMATION,1302,12/09/2013
REDACT PERSONAL INFORMATION,1116,12/09/2013
REDACT PERSONAL INFORMATION,798,12/09/2013
REDACT PERSONAL INFORMATION,3414.34,12/09/2013
REDACT PERSONAL INFORMATION,3255,12/09/2013
REDACT PERSONAL INFORMATION,3036.76,12/09/2013
REDACT PERSONAL INFORMATION,3437.01,12/09/2013
REDACT PERSONAL INFORMATION,3381.79,12/09/2013
REDACT PERSONAL INFORMATION,2149.2,12/09/2013
REDACT PERSONAL INFORMATION,1414,12/09/2013
REDACT PERSONAL INFORMATION,3636,12/09/2013
REDACT PERSONAL INFORMATION,1830,13/09/2013
REDACT PERSONAL INFORMATION,840,13/09/2013
REDACT PERSONAL INFORMATION,2360.53,13/09/2013
REDACT PERSONAL INFORMATION,784,13/09/2013
REDACT PERSONAL INFORMATION,5214.97,13/09/2013
