?BODY NAME,SERVICE LABEL PORTFOLIO,SERVICE CODE,EXPENDITURE CATEGORY,DATE,TRANSACTION NUMBER,NET AMOUNT,SUPPLIER NAME,SUPPLIER ID
NEWARK AND SHERWOOD DISTRICT COUNCIL,HOUSING REVENUE ACCOUNT,B300,NSH ADMINISTRATION FEE,01/05/2012,1125887,11816.63,NEWARK AND SHERWOOD HOMES LTD,400001
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,COMPUTER SOFTWARE MAINTENANCE,04/05/2012,208738,2152.6,ADVANCED BUSINESS SOLUTIONS,100887
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,COMPUTER SOFTWARE MAINTENANCE,04/05/2012,208737,4430.05,ADVANCED BUSINESS SOLUTIONS,100887
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,CONTRACTUAL SERVICES,04/05/2012,208951,504,REDACTED PERSONAL DATA,101221
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,EMPTY PAIL CLOSETS,04/05/2012,209042,540.19,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,EMPTY PAIL CLOSETS,04/05/2012,209043,540.19,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,EMPTY PAIL CLOSETS,04/05/2012,209044,540.19,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,SEWAGE WORKS ROUTINE MAINTNCE,04/05/2012,209041,1922.67,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,SEWAGE WORKS ROUTINE MAINTNCE,04/05/2012,209044,1922.67,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,EMPTY PAIL CLOSETS,25/05/2012,210128,2676.74,ALPHEUS ENVIRONMENTAL LTD,100011
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PROMOTION OF EVENTS,15/05/2012,209580,1145.34,AMACITIA,101593
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,STALL CLEARANCE,18/05/2012,209641,9493.33,ANDREW GEORGE HARRISON LTD,100012
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PROFESSIONAL SERVICES,25/05/2012,210043,900,APOLLO CREATIVE SERVICES,101566
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PROFESSIONAL SERVICES,04/05/2012,208974,1200,APOLLO CREATIVE SERVICES,101566
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,11/05/2012,209416,6859.4,APOLLO PROPERTY SERVICES GROUP LTD,100890
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ARTISTS FEES,18/05/2012,209667,1176.19,ARTISTES INTERNATIONAL MANAGEMENT LTD,101285
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,AUDIT FEES (INTERNAL/EXTERNAL),18/05/2012,209742,8120,AUDIT COMMISSION,100025
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CHAUFFEUR SERVICES,04/05/2012,208777,805.72,AURA JOURNEYS,101222
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210164,2746.96,AVONSIDE ROOFING LTD,100993
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210173,846.8,BAGGALEY & JENKINS (REMEDIALS) LTD,101126
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210171,3940,BAGGALEY & JENKINS (REMEDIALS) LTD,101126
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,25/05/2012,210156,491.01,BANKS AMENITY PRODUCTS LTD,100031
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,COMPUTER SOFTWARE MAINTENANCE,11/05/2012,209355,895,BARRON MCCANN PAYMENTS LTD,101076
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,CONTRACTUAL SERVICES,25/05/2012,210008,540,BASSETLAW DISTRICT COUNCIL,100034
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,209987,2010,BELL-CHEM PRODUCTS COMPANY,101580
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,OTHER EQUIPMENT AND TOOLS,11/05/2012,209364,3000,BLACKBOARD (UK) LTD,101591
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CLEANING MATERIALS,04/05/2012,208736,684.55,BLUE DIAMOND HYGIENE SUPPLIES,100047
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,04/05/2012,208719,510,BRENNTAG UK LTD,100054
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,04/05/2012,208905,580.92,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,04/05/2012,208902,651.76,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,ELECTRICITY,04/05/2012,208898,736.09,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,ELECTRICITY,04/05/2012,208923,1273.94,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,ELECTRICITY,04/05/2012,208891,1962.91,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,04/05/2012,208915,2397.39,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210170,63080.06,BRITISH GAS BUSINESS,100840
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,BT LINES,04/05/2012,208755,1677.9,BRITISH TELECOMMUNICATIONS PLC,100057
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,BT LINES,04/05/2012,208753,1764,BRITISH TELECOMMUNICATIONS PLC,100057
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PROFESSIONAL SERVICES,04/05/2012,208705,6830,BROADWAYMALYAN,100996
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CAR PARK TICKETS,11/05/2012,209427,646.5,BROWN ADVERTISING & DESIGN,100061
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,LEGAL FEES COURTS,11/05/2012,209391,4921,BROWNE JACOBSON,100062
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,25/05/2012,210155,977.9,BROXAP LTD,101567
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,18/05/2012,209685,3160,BS CITY FENCING CONTRACTS LTD,100064
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,EH MINOR DEFAULT WORKS,04/05/2012,209075,6716.25,BS CITY FENCING CONTRACTS LTD,100064
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210165,3171.66,BULLOCK CONSTRUCTION LTD,100066
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210127,36955.01,BULLOCK CONSTRUCTION LTD,100066
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,COMPUTER SOFTWARE MAINTENANCE,04/05/2012,208807,2150.49,CABLE & WIRELESS,101131
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,18/05/2012,209714,2242,CALANDINE LIFTS LTD,100068
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210160,3204,CALANDINE LIFTS LTD,100068
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,DEPARTMENTAL HARDWARE,04/05/2012,208823,1000,CANTEL COMPUTER SERVICES LTD,100070
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PREMISES REPAIRS & RENEWALS,04/05/2012,208732,495.14,CASCADE CARPETS LTD,100074
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,REPAIRS AND MAINTENANCE,04/05/2012,208732,1750,CASCADE CARPETS LTD,100074
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,04/05/2012,208746,3116.45,CATERING ACADEMY LTD,100075
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,18/05/2012,209578,563.59,CHANDLERS (FARM EQUIPMENT) LTD,100632
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,SUBSCRIPTIONS,04/05/2012,208739,1800,CIPFA BUSINESS LTD,100090
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,REPAIRS AND MAINTENANCE,11/05/2012,209365,785.55,CITY ELECTRICAL FACTORS LTD,100091
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,CONTRACTUAL SERVICES,04/05/2012,208688,709.25,CITY HYGIENE SERVICES LTD,101590
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,LICENSED BAR PROVISIONS,18/05/2012,209659,436.12,CLASSIC DRINKS,100794
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,LICENSED BAR PROVISIONS,04/05/2012,208975,1080.75,CLASSIC DRINKS,100794
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,LICENSED BAR PROVISIONS,18/05/2012,209657,1162.37,CLASSIC DRINKS,100794
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,LICENSED BAR PROVISIONS,04/05/2012,208976,1256.55,CLASSIC DRINKS,100794
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,CONTRACTUAL SERVICES,04/05/2012,208657,550,CLIPSTONE ANGLING CLUB,100096
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,AGENCY STAFF,18/05/2012,209771,1718.84,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,AGENCY STAFF,11/05/2012,209315,1734.2,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,AGENCY STAFF,04/05/2012,209010,1784.88,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,AGENCY STAFF,11/05/2012,209315,2527.5,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,AGENCY STAFF,18/05/2012,209771,2664.75,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,AGENCY STAFF,04/05/2012,208933,2791.69,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,AGENCY STAFF,04/05/2012,208933,3702.92,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,AGENCY STAFF,04/05/2012,209010,3898.78,COMENSURA LTD,100106
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PLANNED MAINTENANCE - GROVE,18/05/2012,209682,550,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PLANNED MAINTENANCE - GROVE,25/05/2012,210015,560.15,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,REPAIRS AND MAINTENANCE,25/05/2012,210049,632,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PREMISES REPAIRS & RENEWALS,25/05/2012,210050,801.5,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,PREMISES REPAIRS & RENEWALS,04/05/2012,209051,923,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PLANNED MAINTENANCE - GROVE,25/05/2012,210017,1927.28,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PLANNED MAINTENANCE - GROVE,25/05/2012,210018,2782.6,COOPER PLUMBING,100110
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,GAS,25/05/2012,210190,447.89,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,GAS,25/05/2012,210181,1223,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,GAS,25/05/2012,210180,1239.32,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,GAS,25/05/2012,210194,1604.34,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,GAS,25/05/2012,210185,4174.24,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,GAS,25/05/2012,210183,6099.96,CORONA ENERGY,100113
NEWARK AND SHERWOOD DISTRICT COUNCIL,SAFE AND STRONG,B500,PROFESSIONAL SERVICES,18/05/2012,209617,598,CRIMINAL RECORDS BUREAU,100116
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B992,PROFESSIONAL SERVICES,18/05/2012,209777,2061.06,CUNNINGHAM LINDSEY UK,100118
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B995,TELEPHONES,04/05/2012,208934,751.16,DAISY COMMUNICATIONS LTD,100847
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,18/05/2012,209576,1289.7,DENNIS EAGLE LTD,100797
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,SUBSCRIPTIONS,25/05/2012,210146,2100,DERBYSHIRE COUNTY COUNCIL,101137
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,REPAIRS AND MAINTENANCE,18/05/2012,209674,447.3,DERRY BUILDING SERVICES LTD,100125
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,REPAIRS AND MAINTENANCE,18/05/2012,209675,452.01,DERRY BUILDING SERVICES LTD,100125
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210166,4039.58,DEVLIN DECORATORS,100127
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,04/05/2012,208853,6395.4,DEVLIN DECORATORS,100127
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,ELECTRICITY,25/05/2012,210176,440.76,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,11/05/2012,209317,994.16,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,ELECTRICITY,11/05/2012,209318,1455.26,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,SUSTAINABLE DEV & REGENERATION,B700,ELECTRICITY,11/05/2012,209319,1572.76,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,ELECTRICITY,11/05/2012,209320,4136.68,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,ELECTRICITY,11/05/2012,209316,5129.75,EDF ENERGY 1 LTD,101140
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,11/05/2012,209401,2256,EDWINSTOWE PARISH COUNCIL,100143
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,REFUSE BIN PURCHASES,04/05/2012,208785,700,EGBERT H TAYLOR & CO LTD,100144
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,18/05/2012,209717,2408.08,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210122,2694.99,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,04/05/2012,208851,8139.12,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210125,9839.5,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210123,45035.35,ELECTRICAL SAFETY SYSTEMS LTD,100147
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,04/05/2012,208727,2395.4,EMO OIL LTD,100728
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,04/05/2012,208726,11603.16,EMO OIL LTD,100728
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,04/05/2012,208725,11682,EMO OIL LTD,100728
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B991,STORES RECEIPTS,18/05/2012,209608,22996,EMO OIL LTD,100728
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,18/05/2012,209720,3051.3,ERF ELECTRICAL WHOLESALERS LTD,101579
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210168,755.5,EURO ENVIRONMENTAL LTD,100156
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,25/05/2012,210167,6629,EURO ENVIRONMENTAL LTD,100156
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,11/05/2012,209400,1620,FARNDON PARISH COUNCIL,100162
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,11/05/2012,209344,522.49,FAUN ZOELLER (UK) LTD,101231
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,SPORTS DEVELOPMENT & EVENTS,18/05/2012,209616,1747,FERNWOOD SWORD CLUB,101594
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,PREMISES REPAIRS & RENEWALS,04/05/2012,208658,452.6,FINETURF,100165
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,REPAIRS AND MAINTENANCE,18/05/2012,209691,569,FINISHING TOUCH DRY CLEANERS,101598
NEWARK AND SHERWOOD DISTRICT COUNCIL,CULTURE AND LEISURE,B600,PLANNED MAINTENANCE - GROVE,25/05/2012,210081,2271,FLOWSERVE PUMPS LIMITED,101232
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,11/05/2012,209349,549.88,FORD & SLATER LTD,101381
NEWARK AND SHERWOOD DISTRICT COUNCIL,CLEAN AND GREEN,B800,MATERIALS,18/05/2012,209594,583.63,FORD & SLATER LTD,101381
NEWARK AND SHERWOOD DISTRICT COUNCIL,CAPITAL,B997,CONTRACT WORK,04/05/2012,208659,1218,FURNITUBES INTERNATIONAL LTD,101577
NEWARK AND SHERWOOD DISTRICT COUNCIL,HEALTH AND HOMES,B900,CONTRACTUAL SERVICES,18/05/2012,209752,469.3,G4S CASH SOLUTIONS (UK) LTD,100731
NEWARK AND SHERWOOD DISTRICT COUNCIL,STRATEGIC AND CORPORATE POLICY,B400,CONTRACTUAL SERVICES,18/05/2012,209752,751.74,G4S CASH SOLUTIONS (UK) LTD,100731
