ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked
Brighouse Pool,Body Combat 10-11am,19-Aug-17,10:00:00,35,29
Brighouse Pool,Body Combat 10-11am,26-Aug-17,10:00:00,35,26
Brighouse Pool,Body Combat 10-11am,02-Sep-17,10:00:00,35,30
Brighouse Pool,Body Combat 10-11am,09-Sep-17,10:00:00,35,33
Brighouse Pool,Body Combat 10-11am,16-Sep-17,10:00:00,35,17
Brighouse Pool,Body Combat 10-11am,23-Sep-17,10:00:00,35,25
Brighouse Pool,Body Combat 10-11am,30-Sep-17,10:00:00,35,25
Brighouse Pool,Body Con 4.30-5.30pm,16-Aug-17,16:30:00,35,14
Brighouse Pool,Body Con 4.30-5.30pm,23-Aug-17,16:30:00,35,21
Brighouse Pool,Body Con 4.30-5.30pm,30-Aug-17,16:30:00,35,15
Brighouse Pool,Body Con 4.30-5.30pm,06-Sep-17,16:30:00,35,21
Brighouse Pool,Body Con 4.30-5.30pm,13-Sep-17,16:30:00,35,17
Brighouse Pool,Body Con 4.30-5.30pm,20-Sep-17,16:30:00,35,19
Brighouse Pool,Body Con 4.30-5.30pm,27-Sep-17,16:30:00,35,20
Brighouse Pool,Body Con 11.00-12.00pm,02-Jul-17,11:00:00,35,14
Brighouse Pool,Body Con 11.00-12.00pm,09-Jul-17,11:00:00,35,11
Brighouse Pool,Body Con 11.00-12.00pm,16-Jul-17,11:00:00,35,20
Brighouse Pool,Body Con 11.00-12.00pm,23-Jul-17,11:00:00,35,21
Brighouse Pool,Body Con 11.00-12.00pm,30-Jul-17,11:00:00,35,12
Brighouse Pool,Body Con 11.00-12.00pm,06-Aug-17,11:00:00,35,7
Brighouse Pool,Body Con 11.00-12.00pm,13-Aug-17,11:00:00,35,9
Brighouse Pool,Body Con 11.00-12.00pm,20-Aug-17,11:00:00,35,15
Brighouse Pool,Body Con 11.00-12.00pm,27-Aug-17,11:00:00,35,6
Brighouse Pool,Body Con 11.00-12.00pm,03-Sep-17,11:00:00,35,9
Brighouse Pool,Body Con 11.00-12.00pm,10-Sep-17,11:00:00,35,15
Brighouse Pool,Body Con 11.00-12.00pm,17-Sep-17,11:00:00,35,14
Brighouse Pool,Body Cond  4.30- 5.30pm,05-Jul-17,16:30:00,35,18
Brighouse Pool,Body Cond  4.30- 5.30pm,12-Jul-17,16:30:00,35,23
Brighouse Pool,Body Cond  4.30- 5.30pm,19-Jul-17,16:30:00,35,15
Brighouse Pool,Body Cond  4.30- 5.30pm,26-Jul-17,16:30:00,35,24
Brighouse Pool,Body Cond  4.30- 5.30pm,02-Aug-17,16:30:00,35,23
Brighouse Pool,Body Cond  4.30- 5.30pm,09-Aug-17,16:30:00,35,23
Brighouse Pool,Body Cond 6.30-7.30pm,04-Jul-17,18:30:00,35,31
Brighouse Pool,Body Cond 6.30-7.30pm,11-Jul-17,18:30:00,35,31
Brighouse Pool,Body Cond 6.30-7.30pm,18-Jul-17,18:30:00,35,27
Brighouse Pool,Body Cond 6.30-7.30pm,25-Jul-17,18:30:00,35,33
Brighouse Pool,Body Cond 6.30-7.30pm,01-Aug-17,18:30:00,35,30
Brighouse Pool,Body Cond 6.30-7.30pm,08-Aug-17,18:30:00,35,35
Brighouse Pool,Body Cond 6.30-7.30pm,15-Aug-17,18:30:00,35,30
Brighouse Pool,Body Cond 6.30-7.30pm,22-Aug-17,18:30:00,35,29
Brighouse Pool,Body Cond 6.30-7.30pm,29-Aug-17,18:30:00,35,32
Brighouse Pool,Body Cond 6.30-7.30pm,05-Sep-17,18:30:00,35,20
Brighouse Pool,Body Cond 6.30-7.30pm,12-Sep-17,18:30:00,35,24
Brighouse Pool,Body Cond 6.30-7.30pm,19-Sep-17,18:30:00,35,32
Brighouse Pool,Body Cond 6.30-7.30pm,26-Sep-17,18:30:00,35,26
Brighouse Pool,Body Cond 8.00-9.00pm,03-Jul-17,20:00:00,35,24
Brighouse Pool,Body Cond 8.00-9.00pm,10-Jul-17,20:00:00,35,31
Brighouse Pool,Body Cond 8.00-9.00pm,17-Jul-17,20:00:00,35,26
Brighouse Pool,Body Cond 8.00-9.00pm,24-Jul-17,20:00:00,35,21
Brighouse Pool,Body Cond 8.00-9.00pm,31-Jul-17,20:00:00,35,21
Brighouse Pool,Body Cond 8.00-9.00pm,07-Aug-17,20:00:00,35,19
Brighouse Pool,Body Cond 8.00-9.00pm,14-Aug-17,20:00:00,35,25
Brighouse Pool,Body Cond 8.00-9.00pm,21-Aug-17,20:00:00,35,15
Brighouse Pool,Body Cond 8.00-9.00pm,04-Sep-17,20:00:00,35,27
Brighouse Pool,Body Cond 8.00-9.00pm,11-Sep-17,20:00:00,35,29
Brighouse Pool,Body Cond 8.00-9.00pm,18-Sep-17,20:00:00,35,31
Brighouse Pool,Body Cond 8.00-9.00pm,25-Sep-17,20:00:00,35,31
Brighouse Pool,Body Cond 11-12,01-Jul-17,11:00:00,35,21
Brighouse Pool,Body Cond 11-12,08-Jul-17,11:00:00,35,19
Brighouse Pool,Body Cond 11-12,15-Jul-17,11:00:00,35,17
Brighouse Pool,Body Cond 11-12,22-Jul-17,11:00:00,35,13
Brighouse Pool,Body Cond 11-12,29-Jul-17,11:00:00,35,21
Brighouse Pool,Body Cond 11-12,05-Aug-17,11:00:00,35,20
Brighouse Pool,Body Cond 11-12,12-Aug-17,11:00:00,35,16
Brighouse Pool,Body Cond 11-12,19-Aug-17,11:00:00,35,13
Brighouse Pool,Body Cond 11-12,26-Aug-17,11:00:00,35,15
Brighouse Pool,Body Cond 11-12,02-Sep-17,11:00:00,35,14
Brighouse Pool,Body Cond 11-12,09-Sep-17,11:00:00,35,19
Brighouse Pool,Body Cond 11-12,16-Sep-17,11:00:00,35,13
Brighouse Pool,Body Cond 11-12,23-Sep-17,11:00:00,35,11
Brighouse Pool,Body Cond 11-12,30-Sep-17,11:00:00,35,10
Brighouse Pool,Body Cond  11-12noon,03-Jul-17,11:00:00,35,15
Brighouse Pool,Body Cond  11-12noon,10-Jul-17,11:00:00,35,13
Brighouse Pool,Body Cond  11-12noon,17-Jul-17,11:00:00,35,15
Brighouse Pool,Body Cond  11-12noon,24-Jul-17,11:00:00,35,20
Brighouse Pool,Body Cond  11-12noon,31-Jul-17,11:00:00,35,20
Brighouse Pool,Body Cond  11-12noon,07-Aug-17,11:00:00,35,11
Brighouse Pool,Body Cond  11-12noon,14-Aug-17,11:00:00,35,20
Brighouse Pool,Body Cond  11-12noon,21-Aug-17,11:00:00,35,17
Brighouse Pool,Body Cond  11-12noon,04-Sep-17,11:00:00,35,15
Brighouse Pool,Body Cond  11-12noon,11-Sep-17,11:00:00,35,22
Brighouse Pool,Body Cond  11-12noon,18-Sep-17,11:00:00,35,19
Brighouse Pool,Body Cond  11-12noon,25-Sep-17,11:00:00,35,16
Brighouse Pool,Body Cond 12.00-12.45pm,05-Jul-17,12:00:00,35,23
Brighouse Pool,Body Cond 12.00-12.45pm,12-Jul-17,12:00:00,35,13
Brighouse Pool,Body Cond 12.00-12.45pm,19-Jul-17,12:00:00,35,13
Brighouse Pool,Body Cond 12.00-12.45pm,26-Jul-17,12:00:00,35,12
Brighouse Pool,Body Cond 12.00-12.45pm,02-Aug-17,12:00:00,35,14
Brighouse Pool,Body Cond 12.00-12.45pm,09-Aug-17,12:00:00,35,6
Brighouse Pool,Body Cond 12.00-12.45pm,16-Aug-17,12:00:00,35,12
Brighouse Pool,Body Cond 12.00-12.45pm,23-Aug-17,12:00:00,35,10
Brighouse Pool,Body Cond 12.00-12.45pm,30-Aug-17,12:00:00,35,15
Brighouse Pool,Body Cond 12.00-12.45pm,06-Sep-17,12:00:00,35,14
Brighouse Pool,Body Cond 12.00-12.45pm,13-Sep-17,12:00:00,35,13
Brighouse Pool,Body Cond 12.00-12.45pm,20-Sep-17,12:00:00,35,12
Brighouse Pool,Body Cond 12.00-12.45pm,27-Sep-17,12:00:00,35,11
Brighouse Pool,Body Conditioning 7-8am,07-Jul-17,07:00:00,35,2
Brighouse Pool,Body Conditioning 7-8am,14-Jul-17,07:00:00,35,1
Brighouse Pool,Body Conditioning 7-8am,21-Jul-17,07:00:00,35,1
Brighouse Pool,Body Conditioning 7-8am,28-Jul-17,07:00:00,35,1
Brighouse Pool,Body Conditioning 7-8am,04-Aug-17,07:00:00,35,3
Brighouse Pool,Body Conditioning 7-8am,11-Aug-17,07:00:00,35,1
Brighouse Pool,Body Conditioning 7-8am,18-Aug-17,07:00:00,35,2
Brighouse Pool,Body Conditioning 7-8am,25-Aug-17,07:00:00,35,1
Brighouse Pool,Body Conditioning 7-8am,08-Sep-17,07:00:00,35,1
Brighouse Pool,Body Conditioning 7-8am,15-Sep-17,07:00:00,35,2
Brighouse Pool,Body Conditioning 7-8am,22-Sep-17,07:00:00,35,1
Brighouse Pool,Body Conditioning 7-8am,29-Sep-17,07:00:00,35,2
Brighouse Pool,Fusion 5pm -6pm,06-Jul-17,17:00:00,35,23
Brighouse Pool,Fusion 5pm -6pm,13-Jul-17,17:00:00,35,27
Brighouse Pool,Fusion 5pm -6pm,20-Jul-17,17:00:00,35,14
Brighouse Pool,Fusion 5pm -6pm,27-Jul-17,17:00:00,35,18
Brighouse Pool,Fusion 5pm -6pm,03-Aug-17,17:00:00,35,32
Brighouse Pool,Fusion 5pm -6pm,10-Aug-17,17:00:00,35,29
Brighouse Pool,Fusion 5pm -6pm,17-Aug-17,17:00:00,35,22
Brighouse Pool,Fusion 5pm -6pm,24-Aug-17,17:00:00,35,25
Brighouse Pool,Fusion 5pm -6pm,31-Aug-17,17:00:00,35,24
Brighouse Pool,Fusion 5pm -6pm,07-Sep-17,17:00:00,35,26
Brighouse Pool,Fusion 5pm -6pm,14-Sep-17,17:00:00,35,32
Brighouse Pool,Fusion 5pm -6pm,21-Sep-17,17:00:00,35,24
Brighouse Pool,Fusion 5pm -6pm,28-Sep-17,17:00:00,35,21
Brighouse Pool,H I I T 7.00-8.00am,05-Jul-17,07:00:00,35,5
Brighouse Pool,H I I T 7.00-8.00am,12-Jul-17,07:00:00,35,9
Brighouse Pool,H I I T 7.00-8.00am,19-Jul-17,07:00:00,35,5
Brighouse Pool,H I I T 7.00-8.00am,26-Jul-17,07:00:00,35,6
Brighouse Pool,H I I T 7.00-8.00am,02-Aug-17,07:00:00,35,9
Brighouse Pool,H I I T 7.00-8.00am,09-Aug-17,07:00:00,35,8
Brighouse Pool,H I I T 7.00-8.00am,16-Aug-17,07:00:00,35,10
Brighouse Pool,H I I T 7.00-8.00am,23-Aug-17,07:00:00,35,8
Brighouse Pool,H I I T 7.00-8.00am,30-Aug-17,07:00:00,35,7
Brighouse Pool,H I I T 7.00-8.00am,06-Sep-17,07:00:00,35,7
Brighouse Pool,H I I T 7.00-8.00am,13-Sep-17,07:00:00,35,7
Brighouse Pool,H I I T 7.00-8.00am,20-Sep-17,07:00:00,35,8
Brighouse Pool,H I I T 7.00-8.00am,27-Sep-17,07:00:00,35,6
Brighouse Pool,H.I.T.T 6pm - 6.45pm,07-Jul-17,18:00:00,35,19
Brighouse Pool,H.I.T.T 6pm - 6.45pm,14-Jul-17,18:00:00,35,17
Brighouse Pool,H.I.T.T 6pm - 6.45pm,21-Jul-17,18:00:00,35,18
Brighouse Pool,H.I.T.T 6pm - 6.45pm,28-Jul-17,18:00:00,35,13
Brighouse Pool,H.I.T.T 6pm - 6.45pm,04-Aug-17,18:00:00,35,10
Brighouse Pool,H.I.T.T 6pm - 6.45pm,11-Aug-17,18:00:00,35,16
Brighouse Pool,H.I.T.T 6pm - 6.45pm,18-Aug-17,18:00:00,35,16
Brighouse Pool,H.I.T.T 6pm - 6.45pm,25-Aug-17,18:00:00,35,16
Brighouse Pool,H.I.T.T 6pm - 6.45pm,01-Sep-17,18:00:00,35,16
Brighouse Pool,H.I.T.T 6pm - 6.45pm,08-Sep-17,18:00:00,35,12
Brighouse Pool,H.I.T.T 6pm - 6.45pm,15-Sep-17,18:00:00,35,21
Brighouse Pool,H.I.T.T 6pm - 6.45pm,22-Sep-17,18:00:00,35,7
Brighouse Pool,H.I.T.T 6pm - 6.45pm,29-Sep-17,18:00:00,35,11
Brighouse Pool,Hatton Abc Box  10-11am,02-Jul-17,10:00:00,20,6
Brighouse Pool,Hatton Abc Box  10-11am,09-Jul-17,10:00:00,20,6
Brighouse Pool,Hatton Abc Box  10-11am,16-Jul-17,10:00:00,20,10
Brighouse Pool,Hatton Abc Box  10-11am,23-Jul-17,10:00:00,20,11
Brighouse Pool,Hatton Abc Box  10-11am,30-Jul-17,10:00:00,20,13
Brighouse Pool,Hatton Abc Box  10-11am,06-Aug-17,10:00:00,20,10
Brighouse Pool,Hatton Abc Box  10-11am,13-Aug-17,10:00:00,20,5
Brighouse Pool,Hatton Abc Box  10-11am,20-Aug-17,10:00:00,20,7
Brighouse Pool,Hatton Abc Box  10-11am,27-Aug-17,10:00:00,20,11
Brighouse Pool,Hatton Abc Box  10-11am,03-Sep-17,10:00:00,20,11
Brighouse Pool,Hatton Abc Box  10-11am,10-Sep-17,10:00:00,20,10
Brighouse Pool,Hatton Abc Box  10-11am,17-Sep-17,10:00:00,20,14
Brighouse Pool,Hatton Abc Box  10-11am,24-Sep-17,10:00:00,20,14
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,04-Jul-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,06-Jul-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,07-Jul-17,15:30:00,2,2
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,11-Jul-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,13-Jul-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,14-Jul-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,17-Jul-17,15:30:00,2,2
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,18-Jul-17,15:30:00,2,2
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,27-Jul-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,31-Jul-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,08-Aug-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,15-Aug-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,21-Aug-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,01-Sep-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,04-Sep-17,15:30:00,2,2
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,05-Sep-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 3.30-4.00pm,14-Sep-17,15:30:00,2,1
Brighouse Pool,Jnr Gym Ind 10.30-11.00am,02-Jul-17,10:30:00,2,1
Brighouse Pool,Jnr Gym Ind 10.30-11.00am,09-Jul-17,10:30:00,2,1
Brighouse Pool,Jnr Gym Ind 10.30-11.00am,16-Jul-17,10:30:00,2,1
Brighouse Pool,Jnr Gym Ind 10.30-11.00am,23-Jul-17,10:30:00,2,2
Brighouse Pool,Jnr Gym Ind 10.30-11.00am,20-Aug-17,10:30:00,2,1
Brighouse Pool,Jnr Gym Ind 10.30-11.00am,03-Sep-17,10:30:00,2,1
Brighouse Pool,Jnr Gym Ind 10.30-11.00am,10-Sep-17,10:30:00,2,2
Brighouse Pool,Jnr Gym Ind 10.30-11.00am,24-Sep-17,10:30:00,2,3
Brighouse Pool,Jun Swimfit 7.15-8.15pm,07-Jul-17,19:15:00,10,1
Brighouse Pool,Jun Swimfit 7.15-8.15pm,21-Jul-17,19:15:00,10,2
Brighouse Pool,Jun Swimfit 7.15-8.15pm,25-Aug-17,19:15:00,10,1
Brighouse Pool,Jun Swimfit 7.15-8.15pm,01-Sep-17,19:15:00,10,2
Brighouse Pool,Jun Swimfit 7.15-8.15pm,15-Sep-17,19:15:00,10,3
Brighouse Pool,Jun Swimfit 7.15-8.15pm,22-Sep-17,19:15:00,10,4
Brighouse Pool,Junior Gym 4.00-5.00pm,03-Jul-17,16:00:00,10,2
Brighouse Pool,Junior Gym 4.00-5.00pm,04-Jul-17,16:00:00,10,4
Brighouse Pool,Junior Gym 4.00-5.00pm,05-Jul-17,16:00:00,10,2
Brighouse Pool,Junior Gym 4.00-5.00pm,10-Jul-17,16:00:00,10,2
Brighouse Pool,Junior Gym 4.00-5.00pm,18-Jul-17,16:00:00,10,2
Brighouse Pool,Junior Gym 4.00-5.00pm,09-Aug-17,16:00:00,10,1
Brighouse Pool,Junior Gym 4.00-5.00pm,16-Aug-17,16:00:00,10,1
Brighouse Pool,Junior Gym 4.00-5.00pm,17-Aug-17,16:00:00,10,3
Brighouse Pool,Junior Gym 4.00-5.00pm,22-Aug-17,16:00:00,10,2
Brighouse Pool,Junior Gym 4.00-5.00pm,14-Sep-17,16:00:00,10,2
Brighouse Pool,Junior Gym 4.00-5.00pm,25-Sep-17,16:00:00,10,2
Brighouse Pool,Junior Gym 4.00-5.00pm,26-Sep-17,16:00:00,10,2
Brighouse Pool,Junior Gym 11.00-12.00,02-Jul-17,11:00:00,10,3
Brighouse Pool,Legs Bums Tums 12.30-1.30,07-Jul-17,12:30:00,35,13
Brighouse Pool,Legs Bums Tums 12.30-1.30,14-Jul-17,12:30:00,35,10
Brighouse Pool,Legs Bums Tums 12.30-1.30,21-Jul-17,12:30:00,35,12
Brighouse Pool,Legs Bums Tums 12.30-1.30,28-Jul-17,12:30:00,35,12
Brighouse Pool,Legs Bums Tums 12.30-1.30,04-Aug-17,12:30:00,35,17
Brighouse Pool,Legs Bums Tums 12.30-1.30,11-Aug-17,12:30:00,35,9
Brighouse Pool,Legs Bums Tums 12.30-1.30,18-Aug-17,12:30:00,35,9
Brighouse Pool,Legs Bums Tums 12.30-1.30,25-Aug-17,12:30:00,35,11
Brighouse Pool,Legs Bums Tums 12.30-1.30,08-Sep-17,12:30:00,35,7
Brighouse Pool,Legs Bums Tums 12.30-1.30,15-Sep-17,12:30:00,35,14
Brighouse Pool,Legs Bums Tums 12.30-1.30,22-Sep-17,12:30:00,35,10
Brighouse Pool,Legs Bums Tums 12.30-1.30,29-Sep-17,12:30:00,35,14
Brighouse Pool,Nice N Easy 9.30-10.30am,05-Jul-17,09:30:00,35,25
Brighouse Pool,Nice N Easy 9.30-10.30am,12-Jul-17,09:30:00,35,28
Brighouse Pool,Nice N Easy 9.30-10.30am,19-Jul-17,09:30:00,35,21
Brighouse Pool,Nice N Easy 9.30-10.30am,26-Jul-17,09:30:00,35,28
Brighouse Pool,Nice N Easy 9.30-10.30am,02-Aug-17,09:30:00,35,23
Brighouse Pool,Nice N Easy 9.30-10.30am,09-Aug-17,09:30:00,35,29
Brighouse Pool,Nice N Easy 9.30-10.30am,16-Aug-17,09:30:00,35,23
Brighouse Pool,Nice N Easy 9.30-10.30am,23-Aug-17,09:30:00,35,22
Brighouse Pool,Nice N Easy 9.30-10.30am,30-Aug-17,09:30:00,35,21
Brighouse Pool,Nice N Easy 9.30-10.30am,06-Sep-17,09:30:00,35,18
Brighouse Pool,Nice N Easy 9.30-10.30am,13-Sep-17,09:30:00,35,25
Brighouse Pool,Nice N Easy 9.30-10.30am,20-Sep-17,09:30:00,35,27
Brighouse Pool,Nice N Easy 9.30-10.30am,27-Sep-17,09:30:00,35,26
Brighouse Pool,Pilates 1.45-2.45pm,05-Jul-17,13:45:00,35,21
Brighouse Pool,Pilates 1.45-2.45pm,12-Jul-17,13:45:00,35,20
Brighouse Pool,Pilates 1.45-2.45pm,19-Jul-17,13:45:00,35,13
Brighouse Pool,Pilates 1.45-2.45pm,26-Jul-17,13:45:00,35,14
Brighouse Pool,Pilates 1.45-2.45pm,02-Aug-17,13:45:00,35,14
Brighouse Pool,Pilates 1.45-2.45pm,09-Aug-17,13:45:00,35,12
Brighouse Pool,Pilates 1.45-2.45pm,16-Aug-17,13:45:00,35,14
Brighouse Pool,Pilates 1.45-2.45pm,23-Aug-17,13:45:00,35,20
Brighouse Pool,Pilates 1.45-2.45pm,30-Aug-17,13:45:00,35,12
Brighouse Pool,Pilates 1.45-2.45pm,06-Sep-17,13:45:00,35,17
Brighouse Pool,Pilates 1.45-2.45pm,13-Sep-17,13:45:00,35,15
Brighouse Pool,Pilates 1.45-2.45pm,20-Sep-17,13:45:00,35,21
Brighouse Pool,Pilates 1.45-2.45pm,27-Sep-17,13:45:00,35,17
Brighouse Pool,Pilates 7.30-8.30pm,05-Jul-17,19:30:00,35,18
Brighouse Pool,Pilates 7.30-8.30pm,12-Jul-17,19:30:00,35,14
Brighouse Pool,Pilates 7.30-8.30pm,19-Jul-17,19:30:00,35,18
Brighouse Pool,Pilates 7.30-8.30pm,26-Jul-17,19:30:00,35,12
Brighouse Pool,Pilates 7.30-8.30pm,02-Aug-17,19:30:00,35,18
Brighouse Pool,Pilates 7.30-8.30pm,16-Aug-17,19:30:00,35,15
Brighouse Pool,Pilates 7.30-8.30pm,23-Aug-17,19:30:00,35,19
Brighouse Pool,Pilates 7.30-8.30pm,30-Aug-17,19:30:00,35,7
Brighouse Pool,Pilates 7.30-8.30pm,06-Sep-17,19:30:00,35,10
Brighouse Pool,Pilates 7.30-8.30pm,13-Sep-17,19:30:00,35,14
Brighouse Pool,Pilates 7.30-8.30pm,20-Sep-17,19:30:00,35,11
Brighouse Pool,Pilates 7.30-8.30pm,27-Sep-17,19:30:00,35,10
Brighouse Pool,Pilates 11.00-12.00 Noon,04-Jul-17,11:00:00,35,31
Brighouse Pool,Pilates 11.00-12.00 Noon,11-Jul-17,11:00:00,35,34
Brighouse Pool,Pilates 11.00-12.00 Noon,18-Jul-17,11:00:00,35,32
Brighouse Pool,Pilates 11.00-12.00 Noon,25-Jul-17,11:00:00,35,29
Brighouse Pool,Pilates 11.00-12.00 Noon,01-Aug-17,11:00:00,35,30
Brighouse Pool,Pilates 11.00-12.00 Noon,08-Aug-17,11:00:00,35,23
Brighouse Pool,Pilates 11.00-12.00 Noon,15-Aug-17,11:00:00,35,25
Brighouse Pool,Pilates 11.00-12.00 Noon,22-Aug-17,11:00:00,35,30
Brighouse Pool,Pilates 11.00-12.00 Noon,29-Aug-17,11:00:00,35,19
Brighouse Pool,Pilates 11.00-12.00 Noon,05-Sep-17,11:00:00,35,27
Brighouse Pool,Pilates 11.00-12.00 Noon,12-Sep-17,11:00:00,35,35
Brighouse Pool,Pilates 11.00-12.00 Noon,19-Sep-17,11:00:00,35,25
Brighouse Pool,Pilates 11.00-12.00 Noon,26-Sep-17,11:00:00,35,30
Brighouse Pool,Pilates 12.15-1.15pm,03-Jul-17,12:15:00,35,21
Brighouse Pool,Pilates 12.15-1.15pm,10-Jul-17,12:15:00,35,26
Brighouse Pool,Pilates 12.15-1.15pm,17-Jul-17,12:15:00,35,16
Brighouse Pool,Pilates 12.15-1.15pm,24-Jul-17,12:15:00,35,19
Brighouse Pool,Pilates 12.15-1.15pm,31-Jul-17,12:15:00,35,21
Brighouse Pool,Pilates 12.15-1.15pm,07-Aug-17,12:15:00,35,18
Brighouse Pool,Pilates 12.15-1.15pm,14-Aug-17,12:15:00,35,21
Brighouse Pool,Pilates 12.15-1.15pm,21-Aug-17,12:15:00,35,19
Brighouse Pool,Pilates 12.15-1.15pm,28-Aug-17,12:15:00,35,15
Brighouse Pool,Pilates 12.15-1.15pm,04-Sep-17,12:15:00,35,19
Brighouse Pool,Pilates 12.15-1.15pm,11-Sep-17,12:15:00,35,25
Brighouse Pool,Pilates 12.15-1.15pm,18-Sep-17,12:15:00,35,22
Brighouse Pool,Pilates 12.15-1.15pm,25-Sep-17,12:15:00,35,27
Brighouse Pool,Pure Stretch  11.00 12.00,24-Sep-17,11:00:00,35,19
Brighouse Pool,Stretch & Tone 12-1pm,04-Jul-17,12:00:00,35,8
Brighouse Pool,Stretch & Tone 12-1pm,11-Jul-17,12:00:00,35,8
Brighouse Pool,Stretch & Tone 12-1pm,18-Jul-17,12:00:00,35,6
Brighouse Pool,Stretch & Tone 12-1pm,25-Jul-17,12:00:00,35,10
Brighouse Pool,Stretch & Tone 12-1pm,01-Aug-17,12:00:00,35,8
Brighouse Pool,Stretch & Tone 12-1pm,08-Aug-17,12:00:00,35,11
Brighouse Pool,Stretch & Tone 12-1pm,15-Aug-17,12:00:00,35,8
Brighouse Pool,Stretch & Tone 12-1pm,22-Aug-17,12:00:00,35,13
Brighouse Pool,Stretch & Tone 12-1pm,29-Aug-17,12:00:00,35,7
Brighouse Pool,Stretch & Tone 12-1pm,05-Sep-17,12:00:00,35,8
Brighouse Pool,Stretch & Tone 12-1pm,12-Sep-17,12:00:00,35,7
Brighouse Pool,Stretch & Tone 12-1pm,19-Sep-17,12:00:00,35,11
Brighouse Pool,Stretch & Tone 12-1pm,26-Sep-17,12:00:00,35,6
Brighouse Pool,Strokeskills 7.15-8.15pm,07-Jul-17,19:15:00,10,5
Brighouse Pool,Strokeskills 7.15-8.15pm,14-Jul-17,19:15:00,10,4
Brighouse Pool,Strokeskills 7.15-8.15pm,21-Jul-17,19:15:00,10,3
Brighouse Pool,Strokeskills 7.15-8.15pm,25-Aug-17,19:15:00,10,5
Brighouse Pool,Strokeskills 7.15-8.15pm,01-Sep-17,19:15:00,10,3
Brighouse Pool,Strokeskills 7.15-8.15pm,08-Sep-17,19:15:00,10,7
Brighouse Pool,Strokeskills 7.15-8.15pm,15-Sep-17,19:15:00,10,4
Brighouse Pool,Strokeskills 7.15-8.15pm,22-Sep-17,19:15:00,10,7
Brighouse Pool,Strokeskills 7.15-8.15pm,29-Sep-17,19:15:00,10,6
Brighouse Pool,Strokeskills 7pm -8pm,05-Jul-17,19:00:00,10,8
Brighouse Pool,Strokeskills 7pm -8pm,12-Jul-17,19:00:00,10,5
Brighouse Pool,Strokeskills 7pm -8pm,19-Jul-17,19:00:00,10,9
Brighouse Pool,Strokeskills 7pm -8pm,26-Jul-17,19:00:00,10,6
Brighouse Pool,Strokeskills 7pm -8pm,02-Aug-17,19:00:00,10,10
Brighouse Pool,Strokeskills 7pm -8pm,09-Aug-17,19:00:00,10,9
Brighouse Pool,Strokeskills 7pm -8pm,16-Aug-17,19:00:00,10,9
Brighouse Pool,Strokeskills 7pm -8pm,23-Aug-17,19:00:00,10,5
Brighouse Pool,Strokeskills 7pm -8pm,30-Aug-17,19:00:00,10,6
Brighouse Pool,Strokeskills 7pm -8pm,06-Sep-17,19:00:00,10,10
Brighouse Pool,Strokeskills 7pm -8pm,13-Sep-17,19:00:00,10,9
Brighouse Pool,Strokeskills 7pm -8pm,20-Sep-17,19:00:00,10,10
Brighouse Pool,Strokeskills 7pm -8pm,27-Sep-17,19:00:00,10,10
Brighouse Pool,Swimfit 7am-8am,04-Jul-17,07:00:00,15,7
Brighouse Pool,Swimfit 7am-8am,11-Jul-17,07:00:00,15,7
Brighouse Pool,Swimfit 7am-8am,18-Jul-17,07:00:00,15,4
Brighouse Pool,Swimfit 7am-8am,25-Jul-17,07:00:00,15,5
Brighouse Pool,Swimfit 7am-8am,01-Aug-17,07:00:00,15,6
Brighouse Pool,Swimfit 7am-8am,08-Aug-17,07:00:00,15,3
Brighouse Pool,Swimfit 7am-8am,15-Aug-17,07:00:00,15,5
Brighouse Pool,Swimfit 7am-8am,22-Aug-17,07:00:00,15,7
Brighouse Pool,Swimfit 7am-8am,29-Aug-17,07:00:00,15,9
Brighouse Pool,Swimfit 7am-8am,05-Sep-17,07:00:00,15,10
Brighouse Pool,Swimfit 7am-8am,12-Sep-17,07:00:00,15,9
Brighouse Pool,Swimfit 7am-8am,19-Sep-17,07:00:00,15,7
