ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked
Halifax Pool,Gentle Keep Fit 10-11.00,25-Sep-17,10:00:00,27,8
Halifax Pool,Gentle Keep Fit 11.10-12,06-Jul-17,11:10:00,27,12
Halifax Pool,Gentle Keep Fit 11.10-12,13-Jul-17,11:10:00,27,16
Halifax Pool,Gentle Keep Fit 11.10-12,20-Jul-17,11:10:00,27,16
Halifax Pool,Gentle Keep Fit 11.10-12,27-Jul-17,11:10:00,27,18
Halifax Pool,Gentle Keep Fit 11.10-12,03-Aug-17,11:10:00,27,18
Halifax Pool,Gentle Keep Fit 11.10-12,10-Aug-17,11:10:00,27,13
Halifax Pool,Gentle Keep Fit 11.10-12,17-Aug-17,11:10:00,27,16
Halifax Pool,Gentle Keep Fit 11.10-12,24-Aug-17,11:10:00,27,20
Halifax Pool,Gentle Keep Fit 11.10-12,31-Aug-17,11:10:00,27,12
Halifax Pool,Gentle Keep Fit 11.10-12,07-Sep-17,11:10:00,27,10
Halifax Pool,Gentle Keep Fit 11.10-12,14-Sep-17,11:10:00,27,17
Halifax Pool,Gentle Keep Fit 11.10-12,21-Sep-17,11:10:00,27,13
Halifax Pool,Gentle Keep Fit 11.10-12,28-Sep-17,11:10:00,27,14
Halifax Pool,H.I.I.T. 6.25-7.25pm,05-Jul-17,18:25:00,25,12
Halifax Pool,H.I.I.T. 6.25-7.25pm,12-Jul-17,18:25:00,25,13
Halifax Pool,H.I.I.T. 6.25-7.25pm,19-Jul-17,18:25:00,25,16
Halifax Pool,H.I.I.T. 6.25-7.25pm,26-Jul-17,18:25:00,25,18
Halifax Pool,H.I.I.T. 6.25-7.25pm,02-Aug-17,18:25:00,25,22
Halifax Pool,H.I.I.T. 6.25-7.25pm,09-Aug-17,18:25:00,25,23
Halifax Pool,H.I.I.T. 6.25-7.25pm,16-Aug-17,18:25:00,25,18
Halifax Pool,H.I.I.T. 6.25-7.25pm,23-Aug-17,18:25:00,25,16
Halifax Pool,H.I.I.T. 6.25-7.25pm,30-Aug-17,18:25:00,25,15
Halifax Pool,H.I.I.T. 6.25-7.25pm,06-Sep-17,18:25:00,25,13
Halifax Pool,H.I.I.T. 6.25-7.25pm,13-Sep-17,18:25:00,25,17
Halifax Pool,H.I.I.T. 6.25-7.25pm,20-Sep-17,18:25:00,25,17
Halifax Pool,H.I.I.T. 6.25-7.25pm,27-Sep-17,18:25:00,25,18
Halifax Pool,Jnr Gym Appoint 4-5pm,04-Jul-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,05-Jul-17,16:00:00,10,1
Halifax Pool,Jnr Gym Appoint 4-5pm,10-Jul-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,11-Jul-17,16:00:00,10,1
Halifax Pool,Jnr Gym Appoint 4-5pm,12-Jul-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,14-Jul-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,17-Jul-17,16:00:00,10,1
Halifax Pool,Jnr Gym Appoint 4-5pm,18-Jul-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,24-Jul-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,26-Jul-17,16:00:00,10,3
Halifax Pool,Jnr Gym Appoint 4-5pm,31-Jul-17,16:00:00,10,5
Halifax Pool,Jnr Gym Appoint 4-5pm,01-Aug-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,02-Aug-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,03-Aug-17,16:00:00,10,3
Halifax Pool,Jnr Gym Appoint 4-5pm,04-Aug-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,08-Aug-17,16:00:00,10,4
Halifax Pool,Jnr Gym Appoint 4-5pm,14-Aug-17,16:00:00,10,1
Halifax Pool,Jnr Gym Appoint 4-5pm,15-Aug-17,16:00:00,10,1
Halifax Pool,Jnr Gym Appoint 4-5pm,16-Aug-17,16:00:00,10,4
Halifax Pool,Jnr Gym Appoint 4-5pm,18-Aug-17,16:00:00,10,4
Halifax Pool,Jnr Gym Appoint 4-5pm,23-Aug-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,29-Aug-17,16:00:00,10,4
Halifax Pool,Jnr Gym Appoint 4-5pm,30-Aug-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,05-Sep-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,07-Sep-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,12-Sep-17,16:00:00,10,1
Halifax Pool,Jnr Gym Appoint 4-5pm,13-Sep-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,20-Sep-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,21-Sep-17,16:00:00,10,2
Halifax Pool,Jnr Gym Appoint 4-5pm,27-Sep-17,16:00:00,10,1
Halifax Pool,Jnr Gym Appoint 4-5pm,29-Sep-17,16:00:00,10,1
Halifax Pool,Jnr Gym Appoint 11-12,08-Jul-17,11:00:00,10,2
Halifax Pool,Jnr Gym Appoint 11-12,29-Jul-17,11:00:00,10,1
Halifax Pool,Jnr Gym Appoint 11-12,19-Aug-17,11:00:00,10,1
Halifax Pool,Jnr Gym Appoint 11-12,26-Aug-17,11:00:00,10,3
Halifax Pool,Jnr Gym Appoint 11-12,02-Sep-17,11:00:00,10,2
Halifax Pool,Jnr Gym Appoint 11-12,09-Sep-17,11:00:00,10,1
Halifax Pool,Jnr Gym Appoint 11-12,16-Sep-17,11:00:00,10,2
Halifax Pool,Jnr Gym Appoint 11-12,23-Sep-17,11:00:00,10,1
Halifax Pool,Junior Swimfit 7pm-8pm,07-Jul-17,19:00:00,4,1
Halifax Pool,Junior Swimfit 7pm-8pm,28-Jul-17,19:00:00,4,1
Halifax Pool,Junior Swimfit 7pm-8pm,15-Sep-17,19:00:00,4,2
Halifax Pool,Junior Swimfit 7pm-8pm,22-Sep-17,19:00:00,4,1
Halifax Pool,Junior Swimfit 7pm-8pm,29-Sep-17,19:00:00,4,1
Halifax Pool,Line Dancing 1.15-2.00pm,05-Jul-17,13:15:00,21,13
Halifax Pool,Line Dancing 1.15-2.00pm,12-Jul-17,13:15:00,21,7
Halifax Pool,Line Dancing 1.15-2.00pm,19-Jul-17,13:15:00,21,5
Halifax Pool,Line Dancing 1.15-2.00pm,26-Jul-17,13:15:00,21,11
Halifax Pool,Line Dancing 1.15-2.00pm,02-Aug-17,13:15:00,21,12
Halifax Pool,Line Dancing 1.15-2.00pm,09-Aug-17,13:15:00,21,14
Halifax Pool,Line Dancing 1.15-2.00pm,16-Aug-17,13:15:00,21,9
Halifax Pool,Line Dancing 1.15-2.00pm,23-Aug-17,13:15:00,21,11
Halifax Pool,Line Dancing 1.15-2.00pm,30-Aug-17,13:15:00,21,11
Halifax Pool,Line Dancing 1.15-2.00pm,06-Sep-17,13:15:00,21,9
Halifax Pool,Line Dancing 1.15-2.00pm,13-Sep-17,13:15:00,21,9
Halifax Pool,Line Dancing 1.15-2.00pm,20-Sep-17,13:15:00,21,5
Halifax Pool,Line Dancing 1.15-2.00pm,27-Sep-17,13:15:00,21,11
Halifax Pool,Line Dancing 2pm -3pm,05-Jul-17,14:00:00,21,10
Halifax Pool,Line Dancing 2pm -3pm,12-Jul-17,14:00:00,21,7
Halifax Pool,Line Dancing 2pm -3pm,19-Jul-17,14:00:00,21,7
Halifax Pool,Line Dancing 2pm -3pm,26-Jul-17,14:00:00,21,7
Halifax Pool,Line Dancing 2pm -3pm,02-Aug-17,14:00:00,21,13
Halifax Pool,Line Dancing 2pm -3pm,09-Aug-17,14:00:00,21,11
Halifax Pool,Line Dancing 2pm -3pm,16-Aug-17,14:00:00,21,10
Halifax Pool,Line Dancing 2pm -3pm,23-Aug-17,14:00:00,21,9
Halifax Pool,Line Dancing 2pm -3pm,30-Aug-17,14:00:00,21,9
Halifax Pool,Line Dancing 2pm -3pm,06-Sep-17,14:00:00,21,6
Halifax Pool,Line Dancing 2pm -3pm,13-Sep-17,14:00:00,21,10
Halifax Pool,Line Dancing 2pm -3pm,20-Sep-17,14:00:00,21,7
Halifax Pool,Line Dancing 2pm -3pm,27-Sep-17,14:00:00,21,11
Halifax Pool,Pilates 9-10am,16-Aug-17,09:00:00,25,15
Halifax Pool,Pilates 9-10am,23-Aug-17,09:00:00,25,12
Halifax Pool,Pilates 9-10am,30-Aug-17,09:00:00,25,19
Halifax Pool,Pilates 9-10am,06-Sep-17,09:00:00,25,17
Halifax Pool,Pilates 9-10am,13-Sep-17,09:00:00,25,18
Halifax Pool,Pilates 9-10am,20-Sep-17,09:00:00,25,17
Halifax Pool,Pilates 9-10am,27-Sep-17,09:00:00,25,20
Halifax Pool,Pilates 9.00-9.50am,06-Jul-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-9.50am,13-Jul-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-9.50am,20-Jul-17,09:00:00,25,21
Halifax Pool,Pilates 9.00-9.50am,27-Jul-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-9.50am,03-Aug-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-9.50am,10-Aug-17,09:00:00,25,24
Halifax Pool,Pilates 9.00-9.50am,17-Aug-17,09:00:00,25,24
Halifax Pool,Pilates 9.00-9.50am,24-Aug-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-9.50am,31-Aug-17,09:00:00,25,20
Halifax Pool,Pilates 9.00-9.50am,07-Sep-17,09:00:00,25,24
Halifax Pool,Pilates 9.00-9.50am,14-Sep-17,09:00:00,25,24
Halifax Pool,Pilates 9.00-9.50am,21-Sep-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-9.50am,28-Sep-17,09:00:00,25,25
Halifax Pool,Pilates   9.00-10.00am,05-Sep-17,09:00:00,25,24
Halifax Pool,Pilates   9.00-10.00am,12-Sep-17,09:00:00,25,23
Halifax Pool,Pilates   9.00-10.00am,19-Sep-17,09:00:00,25,25
Halifax Pool,Pilates   9.00-10.00am,26-Sep-17,09:00:00,25,24
Halifax Pool,Pilates 9.00-10.00am,04-Jul-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-10.00am,11-Jul-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-10.00am,18-Jul-17,09:00:00,25,23
Halifax Pool,Pilates 9.00-10.00am,25-Jul-17,09:00:00,25,25
Halifax Pool,Pilates 9.00-10.00am,01-Aug-17,09:00:00,25,16
Halifax Pool,Pilates 9.00-10.00am,08-Aug-17,09:00:00,25,18
Halifax Pool,Pilates 9.00-10.00am,15-Aug-17,09:00:00,25,23
Halifax Pool,Pilates 9.00-10.00am,22-Aug-17,09:00:00,25,16
Halifax Pool,Pilates 9.00-10.00am,29-Aug-17,09:00:00,25,19
Halifax Pool,Pilaties 13.45-14.45,03-Jul-17,13:45:00,25,13
Halifax Pool,Pilaties 13.45-14.45,10-Jul-17,13:45:00,25,13
Halifax Pool,Pilaties 13.45-14.45,17-Jul-17,13:45:00,25,12
Halifax Pool,Pilaties 13.45-14.45,24-Jul-17,13:45:00,25,13
Halifax Pool,Pilaties 13.45-14.45,31-Jul-17,13:45:00,25,9
Halifax Pool,Pilaties 13.45-14.45,07-Aug-17,13:45:00,25,8
Halifax Pool,Pilaties 13.45-14.45,14-Aug-17,13:45:00,25,10
Halifax Pool,Pilaties 13.45-14.45,21-Aug-17,13:45:00,25,15
Halifax Pool,Pilaties 13.45-14.45,04-Sep-17,13:45:00,25,12
Halifax Pool,Pilaties 13.45-14.45,11-Sep-17,13:45:00,25,13
Halifax Pool,Pilaties 13.45-14.45,18-Sep-17,13:45:00,25,7
Halifax Pool,Pilaties 13.45-14.45,25-Sep-17,13:45:00,25,11
Halifax Pool,Rock Roll Dancing 3 - 4pm,05-Jul-17,15:00:00,24,3
Halifax Pool,Rock Roll Dancing 3 - 4pm,12-Jul-17,15:00:00,24,3
Halifax Pool,Rock Roll Dancing 3 - 4pm,19-Jul-17,15:00:00,24,1
Halifax Pool,Rock Roll Dancing 3 - 4pm,26-Jul-17,15:00:00,24,2
Halifax Pool,Rock Roll Dancing 3 - 4pm,02-Aug-17,15:00:00,24,1
Halifax Pool,Rock Roll Dancing 3 - 4pm,09-Aug-17,15:00:00,24,4
Halifax Pool,Rock Roll Dancing 3 - 4pm,16-Aug-17,15:00:00,24,1
Halifax Pool,Rock Roll Dancing 3 - 4pm,13-Sep-17,15:00:00,24,17
Halifax Pool,Rock Roll Dancing 3 - 4pm,20-Sep-17,15:00:00,24,18
Halifax Pool,Rock Roll Dancing 3 - 4pm,27-Sep-17,15:00:00,24,17
Halifax Pool,Stretch  1.00pm -1.30pm,04-Jul-17,13:00:00,25,2
Halifax Pool,Stretch Class 1.15-2.00pm,11-Jul-17,13:15:00,35,5
Halifax Pool,Stretch Class 1.15-2.00pm,18-Jul-17,13:15:00,35,5
Halifax Pool,Stretch Class 1.15-2.00pm,25-Jul-17,13:15:00,35,3
Halifax Pool,Stretch Class 1.15-2.00pm,01-Aug-17,13:15:00,35,3
Halifax Pool,Stretch Class 1.15-2.00pm,08-Aug-17,13:15:00,35,5
Halifax Pool,Stretch Class 1.15-2.00pm,15-Aug-17,13:15:00,35,3
Halifax Pool,Stretch Class 1.15-2.00pm,22-Aug-17,13:15:00,35,2
Halifax Pool,Stretch Class 1.15-2.00pm,29-Aug-17,13:15:00,35,2
Halifax Pool,Stretch Class 1.15-2.00pm,05-Sep-17,13:15:00,35,5
Halifax Pool,Stretch Class 1.15-2.00pm,12-Sep-17,13:15:00,35,3
Halifax Pool,Stretch Class 1.15-2.00pm,19-Sep-17,13:15:00,35,6
Halifax Pool,Stretch Class 1.15-2.00pm,26-Sep-17,13:15:00,35,4
Halifax Pool,Strokeskills 6 -7pm,05-Jul-17,18:00:00,15,3
Halifax Pool,Strokeskills 6 -7pm,12-Jul-17,18:00:00,15,4
Halifax Pool,Strokeskills 6 -7pm,19-Jul-17,18:00:00,15,7
Halifax Pool,Strokeskills 6 -7pm,26-Jul-17,18:00:00,15,8
Halifax Pool,Strokeskills 6 -7pm,02-Aug-17,18:00:00,15,4
Halifax Pool,Strokeskills 6 -7pm,09-Aug-17,18:00:00,15,5
Halifax Pool,Strokeskills 6 -7pm,16-Aug-17,18:00:00,15,7
Halifax Pool,Strokeskills 6 -7pm,23-Aug-17,18:00:00,15,4
Halifax Pool,Strokeskills 6 -7pm,06-Sep-17,18:00:00,15,2
Halifax Pool,Strokeskills 6 -7pm,13-Sep-17,18:00:00,15,2
Halifax Pool,Strokeskills 6 -7pm,20-Sep-17,18:00:00,15,3
Halifax Pool,Strokeskills 6 -7pm,27-Sep-17,18:00:00,15,4
Halifax Pool,Strokeskills 6pm - 7pm,07-Jul-17,18:00:00,10,4
Halifax Pool,Strokeskills 6pm - 7pm,14-Jul-17,18:00:00,10,7
Halifax Pool,Strokeskills 6pm - 7pm,21-Jul-17,18:00:00,10,3
Halifax Pool,Strokeskills 6pm - 7pm,28-Jul-17,18:00:00,10,5
Halifax Pool,Strokeskills 6pm - 7pm,04-Aug-17,18:00:00,10,4
Halifax Pool,Strokeskills 6pm - 7pm,11-Aug-17,18:00:00,10,5
Halifax Pool,Strokeskills 6pm - 7pm,18-Aug-17,18:00:00,10,5
Halifax Pool,Strokeskills 6pm - 7pm,25-Aug-17,18:00:00,10,6
Halifax Pool,Strokeskills 6pm - 7pm,01-Sep-17,18:00:00,10,4
Halifax Pool,Strokeskills 6pm - 7pm,08-Sep-17,18:00:00,10,4
Halifax Pool,Strokeskills 6pm - 7pm,15-Sep-17,18:00:00,10,4
Halifax Pool,Strokeskills 6pm - 7pm,22-Sep-17,18:00:00,10,6
Halifax Pool,Strokeskills 6pm - 7pm,29-Sep-17,18:00:00,10,5
Halifax Pool,Studio Cyc 4.20-5.10pm,05-Jul-17,16:20:00,27,7
Halifax Pool,Studio Cyc 4.20-5.10pm,12-Jul-17,16:20:00,27,14
Halifax Pool,Studio Cyc 4.20-5.10pm,19-Jul-17,16:20:00,27,15
Halifax Pool,Studio Cyc 4.20-5.10pm,26-Jul-17,16:20:00,27,19
Halifax Pool,Studio Cyc 4.20-5.10pm,02-Aug-17,16:20:00,27,13
Halifax Pool,Studio Cyc 4.20-5.10pm,09-Aug-17,16:20:00,27,21
Halifax Pool,Studio Cyc 4.20-5.10pm,16-Aug-17,16:20:00,27,14
Halifax Pool,Studio Cyc 4.20-5.10pm,23-Aug-17,16:20:00,27,10
Halifax Pool,Studio Cyc 4.20-5.10pm,30-Aug-17,16:20:00,27,10
Halifax Pool,Studio Cyc 4.20-5.10pm,06-Sep-17,16:20:00,27,12
Halifax Pool,Studio Cyc 4.20-5.10pm,13-Sep-17,16:20:00,27,14
Halifax Pool,Studio Cyc 4.20-5.10pm,20-Sep-17,16:20:00,27,11
Halifax Pool,Studio Cyc 4.20-5.10pm,27-Sep-17,16:20:00,27,13
Halifax Pool,Studio Cyc 5.00-5.50pm,04-Jul-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,06-Jul-17,17:00:00,27,13
Halifax Pool,Studio Cyc 5.00-5.50pm,11-Jul-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,13-Jul-17,17:00:00,27,20
Halifax Pool,Studio Cyc 5.00-5.50pm,18-Jul-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,20-Jul-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,25-Jul-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,27-Jul-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,01-Aug-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,03-Aug-17,17:00:00,27,26
Halifax Pool,Studio Cyc 5.00-5.50pm,08-Aug-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,10-Aug-17,17:00:00,27,26
Halifax Pool,Studio Cyc 5.00-5.50pm,15-Aug-17,17:00:00,27,22
Halifax Pool,Studio Cyc 5.00-5.50pm,17-Aug-17,17:00:00,27,11
Halifax Pool,Studio Cyc 5.00-5.50pm,22-Aug-17,17:00:00,27,24
Halifax Pool,Studio Cyc 5.00-5.50pm,24-Aug-17,17:00:00,27,10
Halifax Pool,Studio Cyc 5.00-5.50pm,29-Aug-17,17:00:00,27,19
Halifax Pool,Studio Cyc 5.00-5.50pm,31-Aug-17,17:00:00,27,12
Halifax Pool,Studio Cyc 5.00-5.50pm,05-Sep-17,17:00:00,27,25
Halifax Pool,Studio Cyc 5.00-5.50pm,07-Sep-17,17:00:00,27,23
Halifax Pool,Studio Cyc 5.00-5.50pm,12-Sep-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,14-Sep-17,17:00:00,27,18
Halifax Pool,Studio Cyc 5.00-5.50pm,19-Sep-17,17:00:00,27,25
Halifax Pool,Studio Cyc 5.00-5.50pm,21-Sep-17,17:00:00,27,22
Halifax Pool,Studio Cyc 5.00-5.50pm,26-Sep-17,17:00:00,27,27
Halifax Pool,Studio Cyc 5.00-5.50pm,28-Sep-17,17:00:00,27,18
Halifax Pool,Studio Cyc 5.10-6.00pm,07-Jul-17,17:10:00,27,24
Halifax Pool,Studio Cyc 5.10-6.00pm,14-Jul-17,17:10:00,27,15
Halifax Pool,Studio Cyc 5.10-6.00pm,21-Jul-17,17:10:00,27,24
Halifax Pool,Studio Cyc 5.10-6.00pm,28-Jul-17,17:10:00,27,20
Halifax Pool,Studio Cyc 5.10-6.00pm,04-Aug-17,17:10:00,27,14
Halifax Pool,Studio Cyc 5.10-6.00pm,11-Aug-17,17:10:00,27,14
Halifax Pool,Studio Cyc 5.10-6.00pm,18-Aug-17,17:10:00,27,23
Halifax Pool,Studio Cyc 5.10-6.00pm,25-Aug-17,17:10:00,27,20
Halifax Pool,Studio Cyc 5.10-6.00pm,01-Sep-17,17:10:00,27,12
Halifax Pool,Studio Cyc 5.10-6.00pm,08-Sep-17,17:10:00,27,16
Halifax Pool,Studio Cyc 5.10-6.00pm,15-Sep-17,17:10:00,27,15
Halifax Pool,Studio Cyc 5.10-6.00pm,22-Sep-17,17:10:00,27,20
Halifax Pool,Studio Cyc 5.10-6.00pm,29-Sep-17,17:10:00,27,13
Halifax Pool,Studio Cyc 5.20-6.10pm,03-Jul-17,17:20:00,27,26
Halifax Pool,Studio Cyc 5.20-6.10pm,05-Jul-17,17:20:00,27,18
Halifax Pool,Studio Cyc 5.20-6.10pm,10-Jul-17,17:20:00,27,24
Halifax Pool,Studio Cyc 5.20-6.10pm,12-Jul-17,17:20:00,27,15
Halifax Pool,Studio Cyc 5.20-6.10pm,17-Jul-17,17:20:00,27,22
Halifax Pool,Studio Cyc 5.20-6.10pm,19-Jul-17,17:20:00,27,18
Halifax Pool,Studio Cyc 5.20-6.10pm,24-Jul-17,17:20:00,27,23
Halifax Pool,Studio Cyc 5.20-6.10pm,26-Jul-17,17:20:00,27,18
Halifax Pool,Studio Cyc 5.20-6.10pm,31-Jul-17,17:20:00,27,22
Halifax Pool,Studio Cyc 5.20-6.10pm,02-Aug-17,17:20:00,27,22
Halifax Pool,Studio Cyc 5.20-6.10pm,07-Aug-17,17:20:00,27,27
Halifax Pool,Studio Cyc 5.20-6.10pm,09-Aug-17,17:20:00,27,22
Halifax Pool,Studio Cyc 5.20-6.10pm,14-Aug-17,17:20:00,27,22
Halifax Pool,Studio Cyc 5.20-6.10pm,16-Aug-17,17:20:00,27,24
Halifax Pool,Studio Cyc 5.20-6.10pm,21-Aug-17,17:20:00,27,23
Halifax Pool,Studio Cyc 5.20-6.10pm,23-Aug-17,17:20:00,27,15
Halifax Pool,Studio Cyc 5.20-6.10pm,30-Aug-17,17:20:00,27,19
Halifax Pool,Studio Cyc 5.20-6.10pm,04-Sep-17,17:20:00,27,22
Halifax Pool,Studio Cyc 5.20-6.10pm,06-Sep-17,17:20:00,27,16
Halifax Pool,Studio Cyc 5.20-6.10pm,11-Sep-17,17:20:00,27,21
Halifax Pool,Studio Cyc 5.20-6.10pm,13-Sep-17,17:20:00,27,18
Halifax Pool,Studio Cyc 5.20-6.10pm,18-Sep-17,17:20:00,27,25
Halifax Pool,Studio Cyc 5.20-6.10pm,20-Sep-17,17:20:00,27,17
Halifax Pool,Studio Cyc 5.20-6.10pm,25-Sep-17,17:20:00,27,25
Halifax Pool,Studio Cyc 5.20-6.10pm,27-Sep-17,17:20:00,27,16
Halifax Pool,Studio Cyc 5.55-6.45pm,06-Jul-17,17:55:00,27,25
Halifax Pool,Studio Cyc 5.55-6.45pm,13-Jul-17,17:55:00,27,25
Halifax Pool,Studio Cyc 5.55-6.45pm,20-Jul-17,17:55:00,27,23
Halifax Pool,Studio Cyc 5.55-6.45pm,27-Jul-17,17:55:00,27,24
Halifax Pool,Studio Cyc 5.55-6.45pm,03-Aug-17,17:55:00,27,27
Halifax Pool,Studio Cyc 5.55-6.45pm,10-Aug-17,17:55:00,27,24
Halifax Pool,Studio Cyc 5.55-6.45pm,17-Aug-17,17:55:00,27,17
Halifax Pool,Studio Cyc 5.55-6.45pm,24-Aug-17,17:55:00,27,18
Halifax Pool,Studio Cyc 5.55-6.45pm,31-Aug-17,17:55:00,27,22
Halifax Pool,Studio Cyc 5.55-6.45pm,07-Sep-17,17:55:00,27,22
Halifax Pool,Studio Cyc 5.55-6.45pm,14-Sep-17,17:55:00,27,21
Halifax Pool,Studio Cyc 5.55-6.45pm,21-Sep-17,17:55:00,27,24
Halifax Pool,Studio Cyc 5.55-6.45pm,28-Sep-17,17:55:00,27,25
Halifax Pool,Studio Cyc 6.10-7.00pm,07-Jul-17,18:10:00,27,26
Halifax Pool,Studio Cyc 6.10-7.00pm,14-Jul-17,18:10:00,27,20
Halifax Pool,Studio Cyc 6.10-7.00pm,21-Jul-17,18:10:00,27,20
Halifax Pool,Studio Cyc 6.10-7.00pm,28-Jul-17,18:10:00,27,13
Halifax Pool,Studio Cyc 6.10-7.00pm,04-Aug-17,18:10:00,27,17
Halifax Pool,Studio Cyc 6.10-7.00pm,11-Aug-17,18:10:00,27,9
Halifax Pool,Studio Cyc 6.10-7.00pm,18-Aug-17,18:10:00,27,14
Halifax Pool,Studio Cyc 6.10-7.00pm,25-Aug-17,18:10:00,27,9
Halifax Pool,Studio Cyc 6.10-7.00pm,01-Sep-17,18:10:00,27,11
Halifax Pool,Studio Cyc 6.10-7.00pm,08-Sep-17,18:10:00,27,13
Halifax Pool,Studio Cyc 6.10-7.00pm,15-Sep-17,18:10:00,27,20
Halifax Pool,Studio Cyc 6.10-7.00pm,22-Sep-17,18:10:00,27,12
Halifax Pool,Studio Cyc 6.10-7.00pm,29-Sep-17,18:10:00,27,16
Halifax Pool,Studio Cyc 6.15-7.05pm,03-Jul-17,18:15:00,27,24
Halifax Pool,Studio Cyc 6.15-7.05pm,10-Jul-17,18:15:00,27,27
Halifax Pool,Studio Cyc 6.15-7.05pm,17-Jul-17,18:15:00,27,23
Halifax Pool,Studio Cyc 6.15-7.05pm,24-Jul-17,18:15:00,27,27
Halifax Pool,Studio Cyc 6.15-7.05pm,31-Jul-17,18:15:00,27,27
Halifax Pool,Studio Cyc 6.15-7.05pm,07-Aug-17,18:15:00,27,27
Halifax Pool,Studio Cyc 6.15-7.05pm,14-Aug-17,18:15:00,27,20
Halifax Pool,Studio Cyc 6.15-7.05pm,21-Aug-17,18:15:00,27,20
Halifax Pool,Studio Cyc 6.15-7.05pm,04-Sep-17,18:15:00,27,23
Halifax Pool,Studio Cyc 6.15-7.05pm,11-Sep-17,18:15:00,27,25
Halifax Pool,Studio Cyc 6.15-7.05pm,18-Sep-17,18:15:00,27,25
Halifax Pool,Studio Cyc 6.15-7.05pm,25-Sep-17,18:15:00,27,25
Halifax Pool,Studio Cyc 7.00-7.50pm,06-Jul-17,19:00:00,27,21
Halifax Pool,Studio Cyc 7.00-7.50pm,13-Jul-17,19:00:00,27,18
Halifax Pool,Studio Cyc 7.00-7.50pm,20-Jul-17,19:00:00,27,26
Halifax Pool,Studio Cyc 7.00-7.50pm,27-Jul-17,19:00:00,27,18
Halifax Pool,Studio Cyc 7.00-7.50pm,03-Aug-17,19:00:00,27,26
Halifax Pool,Studio Cyc 7.00-7.50pm,10-Aug-17,19:00:00,27,24
Halifax Pool,Studio Cyc 7.00-7.50pm,17-Aug-17,19:00:00,27,18
Halifax Pool,Studio Cyc 7.00-7.50pm,24-Aug-17,19:00:00,27,20
Halifax Pool,Studio Cyc 7.00-7.50pm,31-Aug-17,19:00:00,27,26
Halifax Pool,Studio Cyc 7.00-7.50pm,07-Sep-17,19:00:00,27,26
Halifax Pool,Studio Cyc 7.00-7.50pm,14-Sep-17,19:00:00,27,27
Halifax Pool,Studio Cyc 7.00-7.50pm,21-Sep-17,19:00:00,27,18
Halifax Pool,Studio Cyc 7.00-7.50pm,28-Sep-17,19:00:00,27,22
Halifax Pool,Studio Cyc 7.05-7.55am,03-Jul-17,07:05:00,27,13
Halifax Pool,Studio Cyc 7.05-7.55am,05-Jul-17,07:05:00,27,27
Halifax Pool,Studio Cyc 7.05-7.55am,10-Jul-17,07:05:00,27,17
Halifax Pool,Studio Cyc 7.05-7.55am,12-Jul-17,07:05:00,27,24
Halifax Pool,Studio Cyc 7.05-7.55am,17-Jul-17,07:05:00,27,16
Halifax Pool,Studio Cyc 7.05-7.55am,19-Jul-17,07:05:00,27,22
Halifax Pool,Studio Cyc 7.05-7.55am,24-Jul-17,07:05:00,27,19
