Newcastle City Council Invoices over £500 paid in May 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Chief Executives,CXO NFR                 ,13/05/10,OUSEBURN TRUST,4658089,Revenue,1880.00
Chief Executives,CXO NFR                 ,23/05/10,THE SALVATION ARMY,4672157,Revenue,9000.00
Chief Executives,CXO NFR                 ,11/05/10,WORKING LINKS,4658090,Revenue,6819.35
Chief Executives,CXO NFR                 ,11/05/10,WORKING LINKS,4658091,Revenue,7159.95
Chief Executives,CXO NFR                    ,23/05/10,JIGSAW TRAINING,4672522,Revenue,913.25
Chief Executives,CXO Occupational Health    ,05/05/10,FIRST ASSIST SERVICES LTD,4629228,Revenue,1283.33
Chief Executives,CXO Occupational Health    ,27/05/10,MEDICALS DIRECT HEALTHCARE LTD,4674250,Revenue,6043.18
Chief Executives,CXO Occupational Health    ,06/05/10,NEWCASTLE SPORTS INJURY CLINIC,4652826,Revenue,5763.00
Chief Executives,CXO Occupational Health    ,06/05/10,NEWCASTLE SPORTS INJURY CLINIC,4652827,Revenue,1242.00
Chief Executives,CXO Occupational Health    ,20/05/10,NORTHERN GUILD PSYCHOLOGICAL SOLUTIONS,4648508,Revenue,540.00
Chief Executives,CXO Pathfinder Ncle     ,19/05/10,ATKINS LTD,4668676,Capital,5100.00
Chief Executives,CXO Pathfinder Ncle     ,09/05/10,BELLWAY HOMES,4653894,Capital,72265.69
Chief Executives,CXO Pathfinder Ncle     ,19/05/10,PRONTAPRINT,4668682,Revenue,865.81
Chief Executives,CXO Reg & Euro             ,20/05/10,DURHAM ENTERPRISE ASSOCIATES LTD,4666513,Revenue,8110.05
Chief Executives,CXO Reg & Euro             ,05/05/10,OUSEBURN TRUST,4651512,Revenue,12135.94
Chief Executives,CXO Training               ,20/05/10,ASHRIDGE,4660777,Revenue,14310.00
Chief Executives,CXO Training               ,12/05/10,DOREE BONNER INTERNATIONAL,4660776,Revenue,1986.50
Chief Executives,CXO Training               ,18/05/10,OPP TRAINING SUPPORT,4666518,Revenue,630.00
Chief Executives,CXO U&E Policy          ,09/05/10,1ST FOR FABRICS,4653884,Revenue,520.00
Chief Executives,CXO U&E Policy          ,09/05/10,ALLENDALE MEDIA,4653883,Revenue,520.00
Chief Executives,CXO U&E Policy          ,12/05/10,JAGO EUROPE,4660400,Revenue,651.00
Chief Executives,CXO U&E Policy          ,09/05/10,N POWER NORTHERN LTD,4654040,Revenue,829.61
Chief Executives,CXO U&E Policy          ,23/05/10,Redacted Personal Data,4672145,Revenue,1068.89
Chief Executives,CXO U&E Policy          ,16/05/10,Redacted Personal Data,4663972,Revenue,613.57
Chief Executives,CXO U&E Policy          ,16/05/10,THE 3RD DIMENSION,4663971,Revenue,778.95
Chief Executives,CXO U&E Policy          ,12/05/10,VERICAST LTD,4660401,Revenue,546.00
Chief Executives,CXO U&E Policy             ,11/05/10,APM CLEANING LTD,4630788,Revenue,566.40
Chief Executives,CXO U&E Policy             ,27/05/10,KONE PLC,4654318,Revenue,3581.80
Chief Executives,CXO U&E Policy             ,09/05/10,MEDIA SERVICE SOLUTIONS,4654322,Revenue,1335.00
Chief Executives,Gosforth AE             ,10/05/10,GOSFORTH COMMUNITY EDUCATION,4655066,Revenue,2416.31
Chief Executives,Kenton AE               ,20/05/10,KENTON COLLEGE,4646748,Revenue,3185.51
Chief Executives,Learning City              ,26/05/10,CREDIFON ACCOUNTS,4677468,Revenue,1000.00
Chief Executives,Learning City              ,27/05/10,HEALTHWORKS NEWCASTLE,4677467,Revenue,4260.00
Chief Executives,Learning City              ,06/05/10,INTERACTIVE DEVELOPMENT LTD,4620148,Revenue,63410.63
Chief Executives,Learning City              ,12/05/10,MONKCHESTER NURSERY FAMILY CENTRE,4660802,Revenue,540.00
Chief Executives,Learning City              ,26/05/10,NCFE,4677455,Revenue,539.00
Chief Executives,Learning City              ,26/05/10,NCFE,4677462,Revenue,833.00
Chief Executives,Learning City              ,26/05/10,NCFE,4677463,Revenue,539.00
Chief Executives,Learning City              ,05/05/10,NEWBURN LEISURE CENTRE,4641812,Revenue,539.66
Chief Executives,Learning City              ,19/05/10,NEWCASTLE UNITED FOUNDATION,4638293,Revenue,1411.82
Chief Executives,Learning City              ,03/05/10,OCR,4648629,Revenue,2225.00
Chief Executives,SSD Communications 1    ,24/05/10,ITV BROADCASTING LTD,4673561,Revenue,937.50
Chief Executives,SSD Communications 1    ,26/05/10,LANGUAGE LINE SERVICES,4676904,Revenue,566.95
Chief Executives,SSD Communications 1    ,03/05/10,NCJ MEDIA LTD,4643609,Revenue,1209.41
Chief Executives,SSD Communications 1    ,03/05/10,NCJ MEDIA LTD,4643610,Revenue,1209.41
Chief Executives,SSD Communications 1    ,06/05/10,NCJ MEDIA LTD,4652269,Revenue,1209.41
Chief Executives,SSD Communications 1    ,10/05/10,NCJ MEDIA LTD,4655008,Both,20000.00
Chief Executives,SSD Communications 1    ,11/05/10,NCJ MEDIA LTD,4658211,Revenue,699.50
Chief Executives,SSD Communications 1    ,11/05/10,NCJ MEDIA LTD,4658212,Revenue,1209.41
Chief Executives,SSD Communications 1    ,11/05/10,NCJ MEDIA LTD,4658213,Revenue,1209.41
Chief Executives,SSD Communications 1    ,26/05/10,NCJ MEDIA LTD,4676902,Revenue,631.94
Chief Executives,SSD Communications 1    ,26/05/10,NCJ MEDIA LTD,4676909,Both,509.39
Chief Executives,SSD Communications 1    ,26/05/10,NCJ MEDIA LTD,4676967,Revenue,1209.00
Chief Executives,SSD Communications 1    ,26/05/10,NCJ MEDIA LTD,4676970,Revenue,1209.00
Chief Executives,SSD Communications 1    ,26/05/10,VIRGIN MEDIA PAYMENTS LIMITED,4676927,Revenue,2683.72
Chief Executives,SSD Communications 1       ,27/05/10,PAUL BURGESS,4674377,Revenue,1513.75
Chief Executives,SSD Communications 1       ,19/05/10,ROYAL MAIL GROUP PLC,4652917,Revenue,1287.88
Chief Executives,SSD Communications 1       ,25/05/10,THE NATIONAL LEAFLET COMPANY,4676373,Revenue,4839.36
Chief Executives,SSD Democratic Serv        ,23/05/10,UK MAIL,4630223,Revenue,540.00
Chief Executives,SSD Democratic Serv        ,23/05/10,UK MAIL,4630741,Revenue,604.00
Chief Executives,SSD Democratic Serv        ,23/05/10,UK MAIL,4636535,Revenue,600.00
Chief Executives,SSD Electoral Reg       ,19/05/10,CHURCH OF THE HOLY SPIRIT,4668769,Revenue,675.00
Chief Executives,SSD Electoral Reg       ,20/05/10,ENGLISH MARTYRS R C CHURCH,4670614,Revenue,800.00
Chief Executives,SSD Electoral Reg       ,20/05/10,MURRAY HOUSE COMMUNITY RECREATION CENTRE,4670631,Revenue,620.00
Chief Executives,SSD Electoral Reg       ,20/05/10,WESTFIELD SCHOOL,4670627,Revenue,525.00
Chief Executives,SSD Electoral Reg          ,13/05/10,COMPUTERSHARE ELECTORAL MANAGEMENT SERV,4637954,Revenue,12550.00
Chief Executives,SSD Electoral Reg          ,13/05/10,COMPUTERSHARE ELECTORAL MANAGEMENT SERV,4662173,Revenue,1000.00
Chief Executives,SSD Electoral Reg          ,20/05/10,ROYAL MAIL,4665932,Revenue,1625.74
Chief Executives,SSD Electoral Reg          ,26/05/10,ROYAL MAIL,4677502,Revenue,31507.56
Chief Executives,SSD L Mayors         ,05/05/10,HOUSE OF LOGOS LTD,4639759,Revenue,557.50
Chief Executives,SSD L Mayors         ,06/05/10,HOUSE OF LOGOS LTD,4652679,Revenue,547.50
Chief Executives,SSD Legal Services 1    ,26/05/10,ADDLESHAW GODDARD,4679161,Capital,45000.00
Chief Executives,SSD Legal Services 1    ,13/05/10,DICKINSON DEES,4664119,Capital,1000.00
Chief Executives,SSD Legal Services 1    ,18/05/10,EAGA  PARTNERSHIP LTD,4667689,Revenue,500000.00
Chief Executives,SSD Legal Services 1    ,12/05/10,EMMERSONS SOLICITORS,4660968,Capital,8680.00
Chief Executives,SSD Legal Services 1       ,17/05/10,CROWN RECORDS MANAGEMENT,4665796,Revenue,19252.14
Chief Executives,SSD Legal Services 1       ,18/05/10,DATASTOR,4667949,Revenue,549.99
Chief Executives,SSD Legal Services 1       ,20/05/10,FAMILY ASSESSMENTS NORTH EAST LTD,4669478,Revenue,1262.00
Chief Executives,SSD Legal Services 1       ,06/05/10,HAMMICKS LEGAL BOOKSHOPS,4653044,Revenue,663.00
Chief Executives,SSD Legal Services 1       ,27/05/10,LGG,4677699,Revenue,1120.00
Chief Executives,SSD Legal Services 1       ,06/05/10,Redacted Personal Data,4629288,Revenue,716.67
Chief Executives,SSD Legal Services 1       ,19/05/10,Redacted Personal Data,4669484,Revenue,750.00
Chief Executives,SSD Legal Services 1       ,13/05/10,Redacted Personal Data,4661733,Revenue,735.00
Chief Executives,SSD Legal Services 1       ,16/05/10,Redacted Personal Data,4664186,Revenue,3701.25
Chief Executives,SSD Legal Services 1       ,16/05/10,Redacted Personal Data,4664187,Revenue,2526.25
Chief Executives,SSD Legal Services 1       ,18/05/10,Redacted Personal Data,4667950,Revenue,9635.00
Chief Executives,SSD Legal Services 1       ,12/05/10,Redacted Personal Data,4645351,Revenue,881.25
Chief Executives,SSD Legal Services 1       ,10/05/10,Redacted Personal Data,4656331,Revenue,1468.75
Chief Executives,SSD Legal Services 1       ,13/05/10,Redacted Personal Data,4661728,Revenue,1175.00
Chief Executives,SSD Legal Services 1       ,10/05/10,Redacted Personal Data,4656332,Revenue,881.25
Chief Executives,SSD Legal Services 1       ,12/05/10,Redacted Personal Data,4660741,Revenue,862.50
Chief Executives,SSD Legal Services 1       ,20/05/10,Redacted Personal Data,4669483,Revenue,998.75
Chief Executives,SSD Legal Services 1       ,10/05/10,Redacted Personal Data,4656333,Revenue,1057.50
Chief Executives,SSD Legal Services 1       ,09/05/10,Redacted Personal Data,4645698,Revenue,6267.50
Chief Executives,SSD Legal Services 1       ,06/05/10,Redacted Personal Data,4633151,Revenue,2526.25
Chief Executives,SSD Legal Services 1       ,10/05/10,Redacted Personal Data,4656324,Revenue,2937.50
Chief Executives,SSD Legal Services 1       ,10/05/10,Redacted Personal Data,4656329,Revenue,1703.75
Chief Executives,SSD Mansion House       ,27/05/10,BARCLAYCARD MERCHANT SERVICES,4675802,Revenue,515.50
Chief Executives,SSD Mansion House       ,06/05/10,N POWER NORTHERN LTD,4652424,Revenue,1628.55
Chief Executives,SSD Mansion House          ,11/05/10,DENNHOFER WINES LTD,4657664,Revenue,528.30
Chief Executives,SSD Mansion House          ,11/05/10,HB CLARK & CO (SUCCESSORS)LTD,4657641,Revenue,536.40
Chief Executives,SSD Policy/Research/Info   ,04/05/10,SPSS (UK) LTD,4650242,Revenue,1122.35
Chief Executives,SSD Registrars             ,26/05/10,CIVIL CEREMONIES LTD,4653786,Revenue,1950.00
Chief Executives,SSD Registrars             ,12/05/10,ITSI,4479221,Revenue,1000.00
Chief Executives,SSD Registrars             ,26/05/10,MCE CORPORATE GIFTS,4672465,Revenue,1100.00
Chief Executives,SSD Support Services    ,18/05/10,PURCHASE POWER,4666893,Revenue,10100.00
Chief Executives,SSD Support Services       ,06/05/10,COMENSURA LTD,4630786,Revenue,2305.09
Chief Executives,SSD Support Services       ,06/05/10,COMENSURA LTD,4631868,Revenue,15174.54
Chief Executives,SSD Support Services       ,13/05/10,COMENSURA LTD,4631869,Revenue,4746.98
Chief Executives,SSD Support Services       ,13/05/10,COMENSURA LTD,4639205,Revenue,4477.99
Chief Executives,SSD Support Services       ,20/05/10,COMENSURA LTD,4650487,Revenue,6190.24
Chief Executives,SSD Support Services       ,20/05/10,COMENSURA LTD,4650488,Revenue,4937.54
Chief Executives,SSD Support Services       ,27/05/10,COMENSURA LTD,4652919,Revenue,5429.03
Chief Executives,SSD Support Services       ,27/05/10,COMENSURA LTD,4652920,Revenue,7186.60
Chief Executives,SSD Support Services       ,12/05/10,ROYAL MAIL GROUP PLC,4639208,Revenue,1185.16
Chief Executives,SSD Tyne & Wear Research   ,24/05/10,DTZ DEBENHAM TIE LEING,4646355,Revenue,739.42
Chief Executives,SSD Tyne & Wear Research   ,25/05/10,DTZ DEBENHAM TIE LEUNGE,4676377,Revenue,739.42
Childrens Services,C/Services Support         ,18/05/10,ADOPTION UK,4667997,Revenue,1139.00
Childrens Services,C/Services Support         ,25/05/10,BAAF PUBLICATIONS,4676153,Revenue,541.00
Childrens Services,C/Services Support         ,25/05/10,BAAF PUBLICATIONS,4676154,Revenue,600.00
Childrens Services,C/Services Support         ,12/05/10,BARNARDOS,4654245,Revenue,700.43
Childrens Services,C/Services Support         ,25/05/10,BARNARDO'S NORTH EAST,4676225,Revenue,35000.00
Childrens Services,C/Services Support         ,27/05/10,BARNARDO'S NORTH EAST,4677700,Revenue,21559.50
Childrens Services,C/Services Support         ,18/05/10,CHILDREN-NORTH EAST,4650296,Revenue,6390.00
Childrens Services,C/Services Support         ,12/05/10,CITY OF NEWCASTLE GYMNASTICS ACADEMY,4659709,Revenue,13871.23
Childrens Services,C/Services Support         ,12/05/10,CITY OF NEWCASTLE GYMNASTICS ACADEMY,4659710,Revenue,14954.24
Childrens Services,C/Services Support         ,18/05/10,DFW ADOPTION,4668010,Revenue,1146.67
Childrens Services,C/Services Support         ,18/05/10,FAMILIES FOR CHILDREN,4667998,Revenue,573.00
Childrens Services,C/Services Support         ,06/05/10,HALFORDS LTD,4630777,Revenue,1266.46
Childrens Services,C/Services Support         ,10/05/10,LA TAXIS,4656642,Revenue,1326.00
Childrens Services,C/Services Support         ,18/05/10,LA TAXIS,4667724,Revenue,738.00
Childrens Services,C/Services Support         ,20/05/10,LA TAXIS,4660654,Revenue,3463.00
Childrens Services,C/Services Support         ,20/05/10,LANCASHIRE COUNTY COUNCIL,4668009,Revenue,13138.00
Childrens Services,C/Services Support         ,25/05/10,MAS,4676155,Revenue,13760.00
Childrens Services,C/Services Support         ,18/05/10,N POWER NORTHERN LTD,4667723,Revenue,1106.90
Childrens Services,C/Services Support         ,25/05/10,NAS,4676119,Revenue,2800.00
Childrens Services,C/Services Support         ,05/05/10,NATIONAL YOUTH ADVOCACY SERVICE,4651101,Revenue,707.65
Childrens Services,C/Services Support         ,05/05/10,NATIONAL YOUTH ADVOCACY SERVICE,4651759,Revenue,866.50
Childrens Services,C/Services Support         ,06/05/10,NATIONAL YOUTH ADVOCACY SERVICE,4652799,Revenue,655.15
Childrens Services,C/Services Support         ,25/05/10,NORTHERN REVIVE CIC,4676224,Revenue,825.00
Childrens Services,C/Services Support         ,18/05/10,PITNEY BOWES LTD,4667722,Revenue,618.93
Childrens Services,C/Services Support         ,13/05/10,PPG ARCHITECTURAL COATINGS UK LTD,4655383,Revenue,1103.96
Childrens Services,C/Services Support         ,12/05/10,READYPAY LTD,4660664,Revenue,559.10
Childrens Services,C/Services Support         ,12/05/10,RIVERSIDE COMM. HEALTH PROJECT,4659711,Revenue,7968.50
Childrens Services,C/Services Support         ,17/05/10,SAFER FUTURES,4665854,Revenue,3014.76
Childrens Services,C/Services Support         ,25/05/10,SOUTH TYNESIDE COUNCIL,4659712,Revenue,666.67
Childrens Services,C/Services Support         ,18/05/10,THE ASSEMBLY ROOMS (NEWCASTLE) LTD,4668025,Revenue,1294.25
Childrens Services,Carefirst - Independant Foster payments,11/05/10,BAB ACCOMODATION LTD,4658419,Revenue,21924.00
Childrens Services,Carefirst - Independant Foster payments,11/05/10,BARNARDOS,4658428,Revenue,28285.80
Childrens Services,Carefirst - Independant Foster payments,11/05/10,CHILDRENS FAMILY TRUST,4658424,Revenue,3660.00
Childrens Services,Carefirst - Independant Foster payments,11/05/10,FOSTER CARE ASSOCIATES,4658415,Revenue,3476.29
Childrens Services,Carefirst - Independant Foster payments,11/05/10,FOSTER CARE ASSOCIATES,4658416,Revenue,149517.90
Childrens Services,Carefirst - Independant Foster payments,11/05/10,FOSTER CARE SOLUTIONS,4658417,Revenue,43633.31
Childrens Services,Carefirst - Independant Foster payments,11/05/10,FOSTER CARES LTD,4658423,Revenue,3753.60
Childrens Services,Carefirst - Independant Foster payments,11/05/10,FOSTERING OUTCOMES LTD,4658426,Revenue,4256.76
Childrens Services,Carefirst - Independant Foster payments,11/05/10,FOSTERING SOLUTIONS,4658425,Revenue,18714.51
Childrens Services,Carefirst - Independant Foster payments,11/05/10,FUTURES FOR CHILDREN  LTD,4658421,Revenue,40184.48
Childrens Services,Carefirst - Independant Foster payments,11/05/10,PROGRESS CHILDRENS SERVICES,4658427,Revenue,9720.28
Childrens Services,Carefirst - Independant Foster payments,11/05/10,R I ACCOMMODATION & SUPPORT LTD,4658422,Revenue,10913.49
Childrens Services,Carefirst - Independant Foster payments,11/05/10,ST CUTHBERTS CARE,4658429,Revenue,11480.00
Childrens Services,Carefirst - Independant Foster payments,11/05/10,SWIIS FOSTER CARE LTD,4658420,Revenue,62229.29
Childrens Services,Carefirst - Independant Foster payments,11/05/10,TEAM FOSTERING NORTH EAST,4658418,Revenue,17772.58
Childrens Services,Educ BSS                   ,04/05/10,UNIVERSITY OF SUNDERLAND,4650232,Revenue,1200.00
Childrens Services,Educ Connexions            ,19/05/10,PROSPECTS SALES & MARKETING,4625262,Revenue,587.61
Childrens Services,Educ Connexions            ,20/05/10,PROSPECTS SALES & MARKETING,4671130,Revenue,587.61
Childrens Services,Educ Connexions            ,24/05/10,THE NATIONAL TRUST,4606279,Revenue,4568.20
Childrens Services,Educ Connexions            ,25/05/10,THE NATIONAL TRUST,4676245,Revenue,4500.00
Childrens Services,Educ Cowgate S/Start       ,18/05/10,AREEEBA DISTRIBUTION,4667650,Revenue,750.00
