Date of Payment,Expense type,Expense Area,Supplier,Transaction number,Amount,Department and Entity,Department and Entity
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700369,424.98,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700004,429.26,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700121,465.86,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700362,466.99,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700175,470.31,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700374,474.71,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700094,494.90,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700098,531.58,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699969,540.29,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700091,587.55,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700356,612.56,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700176,613.90,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700018,619.92,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700002,641.54,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700204,652.89,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700083,659.28,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700017,692.37,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700114,744.85,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699975,814.87,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100699997,977.52,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700076,1055.79,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,100700081,1116.02,United Kingdom Energy Authority,United Kingdom Energy Authority
18/10/2013,SUBSISTENCE,FUSION,EMPLOYEE EXPENSES,1900059026,1257.11,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,SUBSISTENCE,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700384,1491.93,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700084,5.40,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700370,6.20,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100699965,7.10,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700092,8.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700169,8.40,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700009,9.00,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100699969,9.31,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700365,9.36,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700172,10.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700091,11.36,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100699974,12.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700203,12.70,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,SUPPORT SERVICES,EMPLOYEE EXPENSES,100699978,13.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700206,13.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700363,13.56,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700196,15.00,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700206,15.38,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100699997,15.56,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700122,18.90,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700102,21.00,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700368,21.61,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700114,28.21,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700367,32.80,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700016,33.20,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700090,34.06,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100699981,35.00,United Kingdom Energy Authority,United Kingdom Energy Authority
13/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700121,37.30,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700356,37.98,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100699968,38.20,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700094,39.30,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700362,40.53,United Kingdom Energy Authority,United Kingdom Energy Authority
19/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700175,43.40,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700004,43.54,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700359,51.40,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700369,84.32,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100699971,85.00,United Kingdom Energy Authority,United Kingdom Energy Authority
11/10/2013,TAXIS,FUSION,EMPLOYEE EXPENSES,100700076,95.62,United Kingdom Energy Authority,United Kingdom Energy Authority
26/10/2013,TAXIS,SUPPORT SERVICES,EMPLOYEE EXPENSES,100700384,116.03,United Kingdom Energy Authority,United Kingdom Energy Authority
04/10/2013,TRAINING COURSE FEES,FUSION,EMPLOYEE EXPENSES,100699980,25.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,ENERGY SAFETY AND RISK CONSULTANTS,5100294457,19881.58,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,FUSION,ESR TECHNOLOGY LTD,5100294084,1900.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,REPAIRS & MAINTENANCE,PROPERTY,EURO DISMANTLING SERVICES,5100294371,665.73,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,REPAIRS & MAINTENANCE,PROPERTY,EURO DISMANTLING SERVICES,5100294462,808.30,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,REPAIRS & MAINTENANCE,PROPERTY,EURO DISMANTLING SERVICES,5100294369,910.25,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,REPAIRS & MAINTENANCE,PROPERTY,EURO DISMANTLING SERVICES,5100294713,1031.95,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,REPAIRS & MAINTENANCE,PROPERTY,EURO DISMANTLING SERVICES,5100294714,1424.26,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,REPAIRS & MAINTENANCE,PROPERTY,EURO DISMANTLING SERVICES,5100294370,2710.57,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,EUROPEAN INSTRUMENTS,5100294631,628.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSULTANCY,FUSION,FAITHFUL & GOULD,5100295020,9410.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,CONSULTANCY,FUSION,FAITHFUL & GOULD,5100295155,20000.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294213,2.23,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294951,3.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294211,4.25,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294841,6.39,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294409,6.56,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294237,6.88,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295163,7.20,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294239,7.81,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,SUPPORT SERVICES,FARNELL ELECTRONIC,5100294056,10.54,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294948,15.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295162,15.75,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294249,17.15,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100293973,17.40,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294240,19.27,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294215,19.27,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294625,20.85,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294408,21.46,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294781,23.22,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294057,23.30,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295113,23.95,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294621,25.90,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100293939,26.30,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294243,26.45,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294058,29.76,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100293971,30.16,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294054,34.44,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294407,37.21,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294952,38.31,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294950,38.50,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295108,43.30,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295111,44.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294958,44.12,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294059,45.05,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294060,45.05,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294214,45.76,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294566,48.51,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295107,49.85,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294551,51.44,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294787,58.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294242,62.16,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100293974,64.75,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294245,69.41,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295114,69.75,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295159,73.30,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294782,74.05,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294840,82.46,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294788,84.52,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294955,87.01,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294964,87.10,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294241,89.37,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294949,91.21,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294252,93.53,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295110,93.58,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100293927,93.99,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294210,100.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100293972,101.06,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294961,115.48,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294622,132.20,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294406,133.02,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294053,135.56,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,SUPPORT SERVICES,FARNELL ELECTRONIC,5100294569,139.43,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294843,145.54,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294784,152.77,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295165,154.78,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295109,155.11,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294236,162.63,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294963,171.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294567,171.53,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294568,205.46,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294954,225.03,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294233,243.77,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294785,251.35,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294209,260.32,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294055,266.69,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100295150,292.46,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294052,335.70,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100293975,338.44,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294965,342.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294953,360.72,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294061,377.45,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294244,387.56,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294960,394.76,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294238,498.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FARNELL ELECTRONIC,5100294247,884.45,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FASTFIX,5100294426,49.90,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FASTFIX,5100294427,860.55,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,FESTO LTD,5100294791,67.74,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT & EQUIPMENT,SUPPORT SERVICES,FISHER SCIENTIFIC UK LTD,5100294207,69.89,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,FISHER SCIENTIFIC UK LTD,5100295117,214.88,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,FISHER SCIENTIFIC UK LTD,5100295115,291.72,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,FISHER SCIENTIFIC UK LTD,5100294627,388.05,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,FISHER SCIENTIFIC UK LTD,5100295118,488.30,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,FISHER SCIENTIFIC UK LTD,5100295116,548.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,STATIONERY,FUSION,FLAPS ENVELOPES LTD,5100294769,443.80,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FLEXIBLE & SPECIALIST CABLES,5100294111,26.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FLEXIBLE REINFORCEMENT LIMITED,5100292321,145.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FLEXIBLE REINFORCEMENT LIMITED,5100293962,737.50,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,FLEXIBLE REINFORCEMENT LIMITED,5100293963,737.50,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,FLEXIBLE REINFORCEMENT LIMITED,5100294353,2950.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FLOWSERVE FLOW CONTROL (UK) LTD,5100294599,2040.73,United Kingdom Energy Authority,United Kingdom Energy Authority
01/10/2013,MATERIALS & SPARES,FUSION,Flowstar (UK) Ltd,1900058902,524.70,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295092,10.17,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295095,58.72,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295094,83.94,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295091,176.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295093,236.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295090,268.35,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295030,309.58,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295096,362.20,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295098,366.36,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295097,426.38,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORGEWELD LTD,5100295089,4985.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,EFDA SECONDEE CONTRACT,FUSION,FORSCHUNGSZENTRUM JULICH,5100294402,18819.47,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FORWARD 2000 LTD,5100294653,171.78,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,FORWARD 2000 LTD,5100295032,1178.50,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,FORWARD 2000 LTD,5100294411,2258.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,FRANCIS WARD LTD,5100294289,628.94,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,FTI LTD,5100294674,252.50,United Kingdom Energy Authority,United Kingdom Energy Authority
