Date of Payment,Expense type,Expense Area,Supplier,Transaction number,Amount,Department and Entity,Department and Entity
16/10/2013,MATERIALS & SPARES,FUSION,FuG ELECTRONIK ,5100294179,22195.60,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,STATIONERY,FUSION,FULTON PAPER,5100293724,2200.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,GARNER OSBORNE CIRCUITS LTD,5100294351,423.40,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,GEMINI TECHNOLOGY LTD,5100294545,935.00,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,HIRED STAFF,FUSION,GENTLE ASSOCIATES LTD,5100294412,3164.74,United Kingdom Energy Authority,United Kingdom Energy Authority
10/10/2013,SOFTWARE,FUSION,GEODETIC SERVICES INC,5100294726,639.42,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,PROPERTY,GLANVILLE CONSULTANTS,5100295021,314.80,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,GLANVILLE CONSULTANTS,5100294405,318.96,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,GLANVILLE CONSULTANTS,5100294989,571.08,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,GLENAIR UK LTD,5100294550,47.06,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT & EQUIPMENT,FUSION,GLENAIR UK LTD,5100293575,128.68,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,GLENAIR UK LTD,5100294395,200.16,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,GLENAIR UK LTD,5100293620,2062.76,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,CONSUMABLES,FUSION,GM BAILEY AIR CONDITIONING,5100294114,394.73,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,SITE SUPPORT SERVICES,PROPERTY,GO PLANT LTD,5100293811,-103.88,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,SITE SUPPORT SERVICES,PROPERTY,GO PLANT LTD,5100293019,1217.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,GOODFELLOW CAMBRIDGE LTD,5100294971,180.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,GOODFELLOW CAMBRIDGE LTD,5100294565,284.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,GREYHOUND CHROMATOGRAPHY,5100294968,513.90,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100293586,100.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100293584,249.30,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100293585,249.30,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100293588,450.60,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PROFESSIONAL SERVICES,PROPERTY,GRUNDON WASTE MANAGEMENT LTD,5100293582,789.90,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,GUNNEBO UK LTD,5100294832,87.83,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,REPAIRS & MAINTENANCE,FUSION,GUYSON INTERNATIONAL,5100294188,5988.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,PROPERTY,GVA GRIMLEY,5100294946,940.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,PRINTING & GRAPHICS,FUSION,Gyrobot Ltd,1900058962,249.12,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,REPAIRS & MAINTENANCE,FUSION,HAMAMATSU,5100294018,4445.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,TAXIS,FUSION,HAROLDS CARS,5100294333,10493.69,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,HIRED STAFF,SUPPORT SERVICES,HAYS RECRUITMENT,5100295087,2000.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,HEWDEN,5100292248,450.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,HEWDEN,5100292249,750.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,HEWDEN,5100293202,750.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,HEWDEN,5100293203,750.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,HEWDEN,5100293241,750.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,HEWDEN,5100291806,1200.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,HEWDEN,5100292250,3500.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT SPARES,FUSION,HILTI GB LTD,5100294044,120.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT SPARES,FUSION,HILTI GB LTD,5100294193,146.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,STATIONERY,FUSION,HOBS REPROGRAPHICS PLC,5100294770,118.19,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,HOPWOOD GEAR,5100294019,953.00,United Kingdom Energy Authority,United Kingdom Energy Authority
18/10/2013,CONFERENCES/MEETINGS,FUSION,Hungarian Chemical Society,1900059025,52.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,HUTTON ENGINEERING (PRECISION) LTD,5100294773,68.02,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PROFESSIONAL SERVICES,FUSION,HUTTON ENGINEERING (PRECISION) LTD,5100294539,8442.86,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,COMPUTER REPAIRS,FUSION,HVR INTERNATIONAL LTD,5100293268,18950.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CLEANING,FUSION,HYDROBLAST,5100295033,285.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,CLEANING,FUSION,HYDROBLAST,5100293976,360.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,CLEANING,FUSION,HYDROBLAST,5100294208,660.00,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,MEDICAL EXPENSES,FUSION,IMASS LTD,5100293456,4985.41,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,MEDICAL EXPENSES,FUSION,IMASS LTD,5100293458,4985.41,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MEDICAL EXPENSES,FUSION,IMASS LTD,5100294695,4985.41,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UNIVERSITY PLACEMENT,FUSION,IMPERIAL COLLEGE,5100294800,1646.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PROFESSIONAL SERVICES,FUSION,INDUCTOTHERM HEATING & WELDING,5100293729,1040.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100294360,20.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100294429,168.99,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100294431,235.99,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100294064,426.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100293970,607.98,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100294468,617.97,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100294974,1848.98,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100295027,2289.43,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PLANT & EQUIPMENT,FUSION,INSIGHT DIRECT LTD,5100293969,2849.75,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100295025,104.78,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100294806,130.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100294398,224.76,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100295024,260.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100295022,896.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100295023,1005.60,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100294401,1840.45,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,INSTRUMENT TECHNOLOGY LTD,5100294612,3200.00,United Kingdom Energy Authority,United Kingdom Energy Authority
03/10/2013,ROAD TRAVEL,FUSION,INTERVIEW EXPENSES,1900058929,72.00,United Kingdom Energy Authority,United Kingdom Energy Authority
01/10/2013,ROAD TRAVEL,FUSION,INTERVIEW EXPENSES,1900058901,405.41,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,PUBLICATIONS,FUSION,IOP PUBLISHING LTD,5100294015,1218.75,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,IS RAYFAST LTD,5100293571,159.50,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,IS RAYFAST LTD,5100294071,464.50,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,SECONDED STAFF,FUSION,IST,5100294161,58709.36,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,JAC TOOLS LTD,5100294357,53.34,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,JAC TOOLS LTD,5100295106,76.72,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,JEMA,5100294177,22190.66,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,PLANT & EQUIPMENT,FUSION,JEMA,5100293798,65143.22,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,JOHNSON MATTHEY PLC,5100294789,1035.38,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,COMPUTER REPAIRS,FUSION,KEE SYSTEMS LTD,5100294031,-52.43,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,COMPUTER REPAIRS,FUSION,KEE SYSTEMS LTD,5100293509,459.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,COMPUTER REPAIRS,FUSION,KEE SYSTEMS LTD,5100292044,759.32,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,COMPUTER REPAIRS,FUSION,KEE SYSTEMS LTD,5100291813,897.63,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294560,48.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294883,48.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294555,192.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294556,208.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294557,240.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294562,240.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294554,272.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294558,336.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294559,464.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294880,544.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294879,576.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294561,688.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294553,752.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294881,848.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294552,906.50,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294563,960.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294689,1056.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294686,1088.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100295127,1088.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294688,1600.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294684,1856.00,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,5100294690,1920.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,KEOGHS,1900058946,5676.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,KEY INDUSTRIAL EQUIPMENT LTD,5100294795,108.30,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,KEY INDUSTRIAL EQUIPMENT LTD,5100293933,142.50,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,MATERIALS & SPARES,FUSION,KEY INDUSTRIAL EQUIPMENT LTD,5100294186,226.10,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,KEY INDUSTRIAL EQUIPMENT LTD,5100294647,1697.64,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,KEY INDUSTRIAL EQUIPMENT LTD,5100294413,12728.01,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PLANT & EQUIPMENT,FUSION,KME GERMANY AG & CO,5100294761,-4074.07,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,PLANT & EQUIPMENT,FUSION,KME GERMANY AG & CO,5100294465,15997.31,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PLANT & EQUIPMENT,FUSION,KME GERMANY AG & CO,5100293089,61111.05,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,BUILDING REPAIRS,PROPERTY,KNOWLES & SONS (OXFORD) LTD,5100294063,18.17,United Kingdom Energy Authority,United Kingdom Energy Authority
22/10/2013,BUILDING REPAIRS,PROPERTY,KNOWLES & SONS (OXFORD) LTD,5100295261,90.80,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,BUILDING REPAIRS,SUPPORT SERVICES,KNOWLES & SONS (OXFORD) LTD,5100295184,105.02,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,BUILDING REPAIRS,PROPERTY,KNOWLES & SONS (OXFORD) LTD,5100295183,106.81,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,BUILDING REPAIRS,PROPERTY,KNOWLES & SONS (OXFORD) LTD,5100295179,123.10,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,BUILDING REPAIRS,SUPPORT SERVICES,KNOWLES & SONS (OXFORD) LTD,5100293875,202.34,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,BUILDING REPAIRS,PROPERTY,KNOWLES & SONS (OXFORD) LTD,5100295178,3617.67,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,BUILDING REPAIRS,FUSION,KNOWLES & SONS (OXFORD) LTD,5100294062,4247.10,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,BUILDING REPAIRS,FUSION,KNOWLES & SONS (OXFORD) LTD,5100295176,4561.11,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,BUILDING REPAIRS,FUSION,KNOWLES & SONS (OXFORD) LTD,5100294184,6034.09,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,BUILDING REPAIRS,FUSION,KNOWLES & SONS (OXFORD) LTD,5100294183,32818.08,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,K-TECH SUPPLIES LTD,5100294226,51.10,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,KURT J LESKER,5100293001,110.28,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,KURT J LESKER,5100294638,274.30,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,KURT J LESKER,5100293298,913.50,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,KURT J LESKER,5100294051,1006.64,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,LABORATORY IMPEX SYSTEMS LTD,5100294265,2880.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,LABORATORY IMPEX SYSTEMS LTD,5100295055,9828.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,CAR HIRE,FUSION,LEASEDRIVE VELO,5100294418,6.40,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CAR HIRE,FUSION,LEASEDRIVE VELO,5100295061,18.26,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,CAR HIRE,FUSION,LEASEDRIVE VELO,5100294808,18.65,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,CAR HIRE,SUPPORT SERVICES,LEASEDRIVE VELO,5100294273,31.55,United Kingdom Energy Authority,United Kingdom Energy Authority
